0514fd982b5dd8ea022b13b430d54c5c58ca2e2f1ec1e1fc34f5a1e6280f64b6,50d36d4d3d91ab15c32d50b9cebefc6de1358a093cc34e9c1134852395779755,fd8554c5ae3ae61cfda50b2ad559f67310b17fe6c12ffff77a2545dcede5ba45,513141c376eef85b783a9c3d531f0f872a2c8d898ee3fb33fc6f39ba2ad309f3,42f1a89c0604a1c5d511e30ba8b40adb6b49ca2c1d44775d3dbd118f9abd4c07,d9a2261a399aebd5e930899f7e74d844a0b741fe1bb601d0bb89cbfda618c95f,1354855817189a711c3bd412b51bbb0b469b3f51f4f9e85af6eda1281d7e430d,6076beba9bcf97d111a2249a1ff799080c445dfb109aaa5b525c6e46545771eb,c2aa4a55f28c6fd080a1111f7ea03dcee9dd856a0ec42607d651e128d47fb321,84ae52aef3fdbcf11c832817663b31f6f95334e84bcf5a4f0285ff6d542673e3,f8788b7e3fbb56dce00406fe6ebc48f6e91a7cd2ee93159efe7dd7eb7b9bc175,f02b7ab4408ef93239f057ddd501699cb01a9596dec5bd5e6b07d764109cf6bb
"2","0","1011611530","vo_won","10116115","0","vo_won_10116115_03","0","0","30","0","0"
"1","0","1011611531","0","10116115","140","0","7","0","31","1.261","0"
"4","1.715","1011611532","0","10116115","0","0","0","0","32","0","1"
"1","0","1011611533","0","10116115","430","0","7","140","33","2.245","0"
"4","2.759","1011611534","0","10116115","0","0","0","0","34","0","1"
"1","0","1011611535","0","10116115","450","0","8","0","35","3.212","0"
"4","3.212","1011611536","0","10116115","0","0","0","0","36","0","1"
"1","0","1011611537","0","10116115","450","0","8","450","37","0.499","0"
"4","2.042","1011611538","0","10116115","0","0","0","0","38","0","1"
"2","0","1011611539","vo_won","10116115","0","vo_won_10116115_04","0","0","39","0","0"
"1","0","1011611540","0","10116115","77","0","9","0","40","0.717","0"
"4","1.491","1011611541","0","10116115","0","0","0","0","41","0","1"
"1","0","1011611542","0","10116115","363","0","9","77","42","2.868","0"
"4","3.897","1011611543","0","10116115","0","0","0","0","43","0","1"
"2","0","1011611544","vo_won","10116115","0","vo_won_10116115_05","0","0","44","0","0"
"1","0","1011611545","0","10116115","423","0","9","363","45","0.179","0"
"4","0.179","1011611546","0","10116115","0","0","0","0","46","0","1"
"1","0","1011611547","0","10116115","450","0","10","0","47","1.979","0"
"4","2.727","1011611548","0","10116115","0","0","0","0","48","0","1"
"1","0","1011611549","0","10116115","450","0","10","450","49","2.432","0"
"4","2.432","1011611550","0","10116115","0","0","0","0","50","0","1"
"1","0","1011611551","0","10116115","55","0","11","0","51","1.321","0"
"4","2.245","1011611552","0","10116115","0","0","0","0","52","0","1"
"2","0","1011611553","vo_won","10116115","0","vo_won_10116115_06","0","0","53","0","0"
"1","0","1011611554","0","10116115","360","0","11","55","54","2.161","0"
"4","3.392","1011611555","0","10116115","0","0","0","0","55","0","1"
"2","0","1011611556","vo_won","10116115","0","vo_won_10116115_07","0","0","56","0","0"
"1","0","1011611557","0","10116115","235","0","12","0","57","0.982","0"
"4","1.563","1011611558","0","10116115","0","0","0","0","58","0","1"
"1","0","1011611559","0","10116115","450","0","12","235","59","1.916","0"
"4","0.8","1011612501","0","10116125","0","0","0","0","1","0","1"
"2","0","1011612502","vo_won","10116125","0","vo_won_10116125_01","0","0","2","0","0"
"1","0","1011612503","0","10116125","262","0","1","0","3","2.458","0"
"4","3.21","1011612504","0","10116125","0","0","0","0","4","0","1"
"1","0","1011612505","0","10116125","450","0","1","262","5","1.255","0"
"4","1.255","1011612506","0","10116125","0","0","0","0","6","0","1"
"1","0","1011612507","0","10116125","155","0","2","0","7","1.63","0"
"4","2.759","1011612508","0","10116125","0","0","0","0","8","0","1"
"2","0","1011612509","vo_won","10116125","0","vo_won_10116125_02","0","0","9","0","0"
"1","0","1011612510","0","10116125","220","0","2","155","10","0.753","0"
"4","1.229","1011612511","0","10116125","0","0","0","0","11","0","1"
"1","0","1011612512","0","10116125","450","0","2","220","12","1.255","0"
"4","1.255","1011612513","0","10116125","0","0","0","0","13","0","1"
"1","0","1011612514","0","10116125","430","0","3","0","14","2.138","0"
"4","2.985","1011612515","0","10116125","0","0","0","0","15","0","1"
"1","0","1011612516","0","10116125","430","0","3","430","16","0.501","0"
"4","0.501","1011612517","0","10116125","0","0","0","0","17","0","1"
"1","0","1011612518","0","10116125","0","0","4","0","18","1.807","0"
"4","2.584","1011612519","0","10116125","0","0","0","0","19","0","1"
"1","0","1011612520","0","10116125","72","0","4","0","20","0.703","0"
"4","1.405","1011612521","0","10116125","0","0","0","0","21","0","1"
"1","0","1011612522","0","10116125","175","0","4","72","22","0.553","0"
"4","0.553","1011612523","0","10116125","0","0","0","0","23","0","1"
"1","0","1011612524","0","10116125","175","0","4","175","24","0.878","0"
"4","1.279","1011612525","0","10116125","0","0","0","0","25","0","1"
"1","0","1011612526","0","10116125","450","0","4","175","26","2.233","0"
"4","3.38","1011612527","0","10116125","0","0","0","0","27","0","1"
"2","0","1011612528","vo_won","10116125","0","vo_won_10116125_03","0","0","28","0","0"
"1","0","1011612529","0","10116125","255","0","5","0","29","2.307","0"
"4","2.859","1011612530","0","10116125","0","0","0","0","30","0","1"
"1","0","1011612531","0","10116125","450","0","5","255","31","1.405","0"
"4","1.832","1011612532","0","10116125","0","0","0","0","32","0","1"
"1","0","1011612533","0","10116125","400","0","6","0","33","3.426","0"
"4","3.912","1011612534","0","10116125","0","0","0","0","34","0","1"
"2","0","1011612535","vo_won","10116125","0","vo_won_10116125_04","0","0","35","0","0"
"1","0","1011612536","0","10116125","305","0","7","0","36","2.534","0"
"4","3.311","1011612537","0","10116125","0","0","0","0","37","0","1"
"1","0","1011612538","0","10116125","450","0","7","305","38","0.979","0"
"4","1.394","1011612539","0","10116125","0","0","0","0","39","0","1"
"1","0","1011612540","0","10116125","450","0","8","0","40","3.346","0"
"4","3.346","1011612541","0","10116125","0","0","0","0","41","0","1"
"1","0","1011612542","0","10116125","0","0","9","0","42","0.828","0"
"4","2.361","1011612543","0","10116125","0","0","0","0","43","0","1"
"2","0","1011612544","vo_won","10116125","0","vo_won_10116125_05","0","0","44","0","0"
"1","0","1011612545","0","10116125","260","0","9","0","45","3.221","0"
"4","3.999","1011612546","0","10116125","0","0","0","0","46","0","1"
"1","0","1011612547","0","10116125","420","0","9","260","47","0.727","0"
"4","1.405","1011612548","0","10116125","0","0","0","0","48","0","1"
"1","0","1011612549","0","10116125","175","0","10","0","49","2.085","0"
"4","3.523","1011612550","0","10116125","0","0","0","0","50","0","1"
"2","0","1011612551","vo_won","10116125","0","vo_won_10116125_06","0","0","51","0","0"
"1","0","1011612552","0","10116125","72","0","11","0","52","0.62","0"
"4","1.355","1011612553","0","10116125","0","0","0","0","53","0","1"
"1","0","1011612554","0","10116125","440","0","11","72","54","2.483","0"
"4","3.03","1011612555","0","10116125","0","0","0","0","55","0","1"
"1","0","1011612556","0","10116125","220","0","12","0","56","1.284","0"
"4","0.8","1011613501","0","10116135","0","0","0","0","1","0","1"
"2","0","1011613502","vo_won","10116135","0","vo_won_10116135_01","0","0","2","0","0"
"1","0","1011613503","0","10116135","210","0","1","0","3","2.046","0"
"4","2.601","1011613504","0","10116135","0","0","0","0","4","0","1"
"1","0","1011613505","0","10116135","450","0","1","210","5","1.646","0"
"4","2.101","1011613506","0","10116135","0","0","0","0","6","0","1"
"1","0","1011613507","0","10116135","410","0","2","0","7","2.992","0"
"4","4.249","1011613508","0","10116135","0","0","0","0","8","0","1"
"2","0","1011613509","vo_won","10116135","0","vo_won_10116135_02","0","0","9","0","0"
"1","0","1011613510","0","10116135","210","0","3","0","10","0.865","0"
"4","1.349","1011613511","0","10116135","0","0","0","0","11","0","1"
"1","0","1011613512","0","10116135","450","0","3","210","12","2.925","0"
"4","2.925","1011613513","0","10116135","0","0","0","0","13","0","1"
"1","0","1011613514","0","10116135","0","0","4","0","14","0.64","0"
"4","1.089","1011613515","0","10116135","0","0","0","0","15","0","1"
"1","0","1011613516","0","10116135","210","0","4","0","16","1.967","0"
"4","3.198","1011613517","0","10116135","0","0","0","0","17","0","1"
"2","0","1011613518","vo_won","10116135","0","vo_won_10116135_03","0","0","18","0","0"
"1","0","1011613519","0","10116135","450","0","4","210","19","1.26","0"
"4","1.26","1011613520","0","10116135","0","0","0","0","20","0","1"
"1","0","1011613521","0","10116135","54","0","5","0","21","1.394","0"
"4","2.162","1011613522","0","10116135","0","0","0","0","22","0","1"
"1","0","1011613523","0","10116135","210","0","5","54","23","2.355","0"
"4","2.355","1011613524","0","10116135","0","0","0","0","24","0","1"
"1","0","1011613525","0","10116135","450","0","5","210","25","1.323","0"
"4","2","1011613526","0","10116135","0","0","0","0","26","0","1"
"1","0","1011613527","0","10116135","166","0","6","0","27","1.323","0"
"4","2.01","1011613528","0","10116135","0","0","0","0","28","0","1"
"2","0","1011613529","vo_won","10116135","0","vo_won_10116135_04","0","0","29","0","0"
"1","0","1011613530","0","10116135","450","0","6","166","30","1.54","0"
"4","2.182","1011613531","0","10116135","0","0","0","0","31","0","1"
"1","0","1011613532","0","10116135","188","0","7","0","32","2.931","0"
"4","4.229","1011613533","0","10116135","0","0","0","0","33","0","1"
"2","0","1011613534","vo_won","10116135","0","vo_won_10116135_05","0","0","34","0","0"
"1","0","1011613535","0","10116135","450","0","7","188","35","0.876","0"
"4","1.994","1011613536","0","10116135","0","0","0","0","36","0","1"
"2","0","1011613537","vo_won","10116135","0","vo_won_10116135_06","0","0","37","0","0"
"1","0","1011613538","0","10116135","450","0","8","0","38","3.336","0"
"4","3.882","1011613539","0","10116135","0","0","0","0","39","0","1"
"1","0","1011613540","0","10116135","450","0","9","0","40","4.02399999999999","0"
"4","5.214","1011613541","0","10116135","0","0","0","0","41","0","1"
"2","0","1011613542","vo_won","10116135","0","vo_won_10116135_07","0","0","42","0","0"
"1","0","1011613543","0","10116135","120","0","10","0","43","0.536","0"
"4","0.952","1011613544","0","10116135","0","0","0","0","44","0","1"
"1","0","1011613545","0","10116135","450","0","10","120","45","1.989","0"
"4","3.059","1011613546","0","10116135","0","0","0","0","46","0","1"
"2","0","1011613547","vo_won","10116135","0","vo_won_10116135_08","0","0","47","0","0"
"1","0","1011613548","0","10116135","187","0","11","0","48","1.83600000000001","0"
"4","1.83600000000001","1011613549","0","10116135","0","0","0","0","49","0","1"
"1","0","1011613550","0","10116135","450","0","11","187","50","2.392","0"
"4","3.659","1011613551","0","10116135","0","0","0","0","51","0","1"
"2","0","1011613552","vo_won","10116135","0","vo_won_10116135_09","0","0","52","0","0"
"1","0","1011613553","0","10116135","54","0","12","0","53","0.558","0"
"4","0.558","1011613554","0","10116135","0","0","0","0","54","0","1"
"1","0","1011613555","0","10116135","255","0","12","54","55","2.208","0"
"4","3.355","1011613556","0","10116135","0","0","0","0","56","0","1"
"2","0","1011613557","vo_won","10116135","0","vo_won_10116135_10","0","0","57","0","0"
"1","0","1011613558","0","10116135","450","0","12","255","58","1.939","0"
"4","1.939","1011613559","0","10116135","0","0","0","0","59","0","1"
"1","0","1011613560","0","10116135","207","0","13","0","60","1.895","0"
"4","3.56","1011613561","0","10116135","0","0","0","0","61","0","1"
"2","0","1011613562","vo_won","10116135","0","vo_won_10116135_11","0","0","62","0","0"
"1","0","1011613563","0","10116135","450","0","13","207","63","1.826","0"
"4","2.452","1011613564","0","10116135","0","0","0","0","64","0","1"
"2","0","1011613565","vo_won","10116135","0","vo_won_10116135_12","0","0","65","0","0"
"1","0","1011613566","0","10116135","140","0","14","0","66","1.196","0"
"4","1.679","1011613567","0","10116135","0","0","0","0","67","0","1"
"1","0","1011613568","0","10116135","450","0","14","140","68","2.542","0"
"4","0.8","1011621501","0","10116215","0","0","0","0","1","0","1"
"1","0","1011621502","0","10116215","50","0","1","0","2","0.388","0"
"4","0.388","1011621503","0","10116215","0","0","0","0","3","0","1"
"2","0","1011621504","vo_won","10116215","0","vo_won_10116215_01","0","0","4","0","0"
"1","0","1011621505","0","10116215","320","0","1","50","5","2.36","0"
"4","3.141","1011621506","0","10116215","0","0","0","0","6","0","1"
"2","0","1011621507","vo_won","10116215","0","vo_won_10116215_02","0","0","7","0","0"
"1","0","1011621508","0","10116215","318","0","2","0","8","1.385","0"
"4","1.9","1011621509","0","10116215","0","0","0","0","9","0","1"
"1","0","1011621510","0","10116215","450","0","2","318","10","1.933","0"
"4","1.933","1011621511","0","10116215","0","0","0","0","11","0","1"
"1","0","1011621512","0","10116215","184","0","3","0","12","1.385","0"
"4","1.9","1011621513","0","10116215","0","0","0","0","13","0","1"
"2","0","1011621514","vo_won","10116215","0","vo_won_10116215_03","0","0","14","0","0"
"1","0","1011621515","0","10116215","440","0","3","184","15","2.347","0"
"4","2.347","1011621516","0","10116215","0","0","0","0","16","0","1"
"1","0","1011621517","0","10116215","0","0","4","0","17","1.01","0"
"4","1.545","1011621518","0","10116215","0","0","0","0","18","0","1"
"1","0","1011621519","0","10116215","230","0","4","0","19","1.84","0"
"4","2.212","1011621520","0","10116215","0","0","0","0","20","0","1"
"1","0","1011621521","0","10116215","440","0","4","230","21","2.516","0"
"4","2.516","1011621522","0","10116215","0","0","0","0","22","0","1"
"1","0","1011621523","0","10116215","94","0","5","0","23","0.416","0"
"4","1.53","1011621524","0","10116215","0","0","0","0","24","0","1"
"2","0","1011621525","vo_won","10116215","0","vo_won_10116215_04","0","0","25","0","0"
"1","0","1011621526","0","10116215","316","0","5","94","26","1.386","0"
"4","1.878","1011621527","0","10116215","0","0","0","0","27","0","1"
"1","0","1011621528","0","10116215","440","0","5","316","28","1.523","0"
"4","1.523","1011621529","0","10116215","0","0","0","0","29","0","1"
"1","0","1011621530","0","10116215","265","0","6","0","30","1.493","0"
"4","2.416","1011621531","0","10116215","0","0","0","0","31","0","1"
"2","0","1011621532","vo_won","10116215","0","vo_won_10116215_05","0","0","32","0","0"
"1","0","1011621533","0","10116215","95","0","7","0","33","0.341","0"
"4","0.921","1011621534","0","10116215","0","0","0","0","34","0","1"
"1","0","1011621535","0","10116215","450","0","7","95","35","3","0"
"4","3","1011621536","0","10116215","0","0","0","0","36","0","1"
"1","0","1011621537","0","10116215","72","0","8","0","37","0.701","0"
"4","1.45","1011621538","0","10116215","0","0","0","0","38","0","1"
"2","0","1011621539","vo_won","10116215","0","vo_won_10116215_06","0","0","39","0","0"
"1","0","1011621540","0","10116215","135","0","8","72","40","0.447","0"
"4","1.219","1011621541","0","10116215","0","0","0","0","41","0","1"
"1","0","1011621542","0","10116215","450","0","8","135","42","3","0"
"4","3","1011621543","0","10116215","0","0","0","0","43","0","1"
"1","0","1011621544","0","10116215","71","0","9","0","44","0.295","0"
"4","0.769","1011621545","0","10116215","0","0","0","0","45","0","1"
"1","0","1011621546","0","10116215","430","0","9","71","46","3.474","0"
"4","4.818","1011621547","0","10116215","0","0","0","0","47","0","1"
"2","0","1011621548","vo_won","10116215","0","vo_won_10116215_07","0","0","48","0","0"
"1","0","1011621549","0","10116215","328","0","10","0","49","2.628","0"
"4","3.159","1011621550","0","10116215","0","0","0","0","50","0","1"
"1","0","1011621551","0","10116215","450","0","10","328","51","1.2","0"
"4","1.2","1011621552","0","10116215","0","0","0","0","52","0","1"
"1","0","1011621553","0","10116215","230","0","11","0","53","1.254","0"
"4","2.382","1011621554","0","10116215","0","0","0","0","54","0","1"
"2","0","1011621555","vo_won","10116215","0","vo_won_10116215_08","0","0","55","0","0"
"1","0","1011621556","0","10116215","270","0","12","0","56","2.514","0"
"4","3.089","1011621557","0","10116215","0","0","0","0","57","0","1"
"1","0","1011621558","0","10116215","450","0","12","270","58","2","0"
"4","2","1011621559","0","10116215","0","0","0","0","59","0","1"
"1","0","1011621560","0","10116215","113","0","13","0","60","0.104","0"
"4","0.494","1011621561","0","10116215","0","0","0","0","61","0","1"
"2","0","1011621562","vo_won","10116215","0","vo_won_10116215_09","0","0","62","0","0"
"1","0","1011621563","0","10116215","190","0","13","113","63","0.799","0"
"4","0.8","1011622501","0","10116225","0","0","0","0","1","0","1"
"2","0","1011622502","vo_won","10116225","0","vo_won_10116225_01","0","0","2","0","0"
"1","0","1011622503","0","10116225","430","0","1","0","3","3.617","0"
"4","3.913","1011622504","0","10116225","0","0","0","0","4","0","1"
"1","0","1011622505","0","10116225","250","0","2","0","5","2.134","0"
"4","2.83","1011622506","0","10116225","0","0","0","0","6","0","1"
"1","0","1011622507","0","10116225","450","0","2","250","7","1.272","0"
"4","1.697","1011622508","0","10116225","0","0","0","0","8","0","1"
"1","0","1011622509","0","10116225","450","0","3","0","9","2.973","0"
"4","4.106","1011622510","0","10116225","0","0","0","0","10","0","1"
"2","0","1011622511","vo_won","10116225","0","vo_won_10116225_02","0","0","11","0","0"
"1","0","1011622512","0","10116225","430","0","4","0","12","3.799","0"
"4","4.289","1011622513","0","10116225","0","0","0","0","13","0","1"
"1","0","1011622514","0","10116225","370","0","5","0","14","3.027","0"
"4","3.596","1011622515","0","10116225","0","0","0","0","15","0","1"
"1","0","1011622516","0","10116225","420","0","6","0","16","2.979","0"
"4","3.713","1011622517","0","10116225","0","0","0","0","17","0","1"
"1","0","1011622518","0","10116225","450","0","7","0","18","3.625","0"
"4","4.113","1011622519","0","10116225","0","0","0","0","19","0","1"
"1","0","1011622520","0","10116225","450","0","8","0","20","4.389","0"
"4","5.693","1011622521","0","10116225","0","0","0","0","21","0","1"
"2","0","1011622522","vo_won","10116225","0","vo_won_10116225_03","0","0","22","0","0"
"1","0","1011622523","0","10116225","450","0","9","0","23","4.285","0"
"4","4.285","1011622524","0","10116225","0","0","0","0","24","0","1"
"1","0","1011622525","0","10116225","230","0","10","0","25","1.638","0"
"4","2.675","1011622526","0","10116225","0","0","0","0","26","0","1"
"2","0","1011622527","vo_won","10116225","0","vo_won_10116225_04","0","0","27","0","0"
"1","0","1011622528","0","10116225","450","0","11","0","28","2.181","0"
"4","2.757","1011622529","0","10116225","0","0","0","0","29","0","1"
"1","0","1011622530","0","10116225","50","0","12","0","30","0.688","0"
"4","1.004","1011622531","0","10116225","0","0","0","0","31","0","1"
"1","0","1011622532","0","10116225","450","0","12","50","32","4.031","0"
"4","4.031","1011622533","0","10116225","0","0","0","0","33","0","1"
"1","0","1011622534","0","10116225","280","0","13","0","34","1.989","0"
"4","2.935","1011622535","0","10116225","0","0","0","0","35","0","1"
"2","0","1011622536","vo_won","10116225","0","vo_won_10116225_05","0","0","36","0","0"
"1","0","1011622537","0","10116225","187","0","14","0","37","1.9","0"
"4","2.389","1011622538","0","10116225","0","0","0","0","38","0","1"
"1","0","1011622539","0","10116225","430","0","14","187","39","1.731","0"
"4","0.8","1011623501","0","10116235","0","0","0","0","1","0","1"
"2","0","1011623502","vo_won","10116235","0","vo_won_10116235_01","0","0","2","0","0"
"1","0","1011623503","0","10116235","450","0","1","0","3","3.959","0"
"4","4.004","1011623504","0","10116235","0","0","0","0","4","0","1"
"1","0","1011623505","0","10116235","275","0","2","0","5","3.661","0"
"4","4.388","1011623506","0","10116235","0","0","0","0","6","0","1"
"1","0","1011623507","0","10116235","450","0","2","275","7","2","0"
"4","2","1011623508","0","10116235","0","0","0","0","8","0","1"
"1","0","1011623509","0","10116235","207","0","3","0","9","2.078","0"
"4","2.692","1011623510","0","10116235","0","0","0","0","10","0","1"
"1","0","1011623511","0","10116235","450","0","3","207","11","1.878","0"
"4","1.878","1011623512","0","10116235","0","0","0","0","12","0","1"
"1","0","1011623513","0","10116235","450","0","4","0","13","1.877","0"
"4","1.877","1011623514","0","10116235","0","0","0","0","14","0","1"
"1","0","1011623515","0","10116235","450","0","4","450","15","0.508","0"
"4","1.54","1011623516","0","10116235","0","0","0","0","16","0","1"
"2","0","1011623517","vo_won","10116235","0","vo_won_10116235_02","0","0","17","0","0"
"1","0","1011623518","0","10116235","450","0","5","0","18","2.822","0"
"4","2.822","1011623519","0","10116235","0","0","0","0","19","0","1"
"1","0","1011623520","0","10116235","249","0","6","0","20","3.483","0"
"4","3.483","1011623521","0","10116235","0","0","0","0","21","0","1"
"1","0","1011623522","0","10116235","249","0","6","249","22","0.916","0"
"4","1.779","1011623523","0","10116235","0","0","0","0","23","0","1"
"1","0","1011623524","0","10116235","450","0","6","249","24","3.202","0"
"4","3.202","1011623525","0","10116235","0","0","0","0","25","0","1"
"1","0","1011623526","0","10116235","450","0","7","0","26","3.61","0"
"4","4.249","1011623527","0","10116235","0","0","0","0","27","0","1"
"1","0","1011623528","0","10116235","450","0","8","0","28","3.269","0"
"4","3.269","1011623529","0","10116235","0","0","0","0","29","0","1"
"1","0","1011623530","0","10116235","450","0","8","450","30","2.274","0"
"4","2.643","1011623531","0","10116235","0","0","0","0","31","0","1"
"2","0","1011623532","vo_won","10116235","0","vo_won_10116235_03","0","0","32","0","0"
"1","0","1011623533","0","10116235","255","0","9","0","33","3.522","0"
"4","4.483","1011623534","0","10116235","0","0","0","0","34","0","1"
"1","0","1011623535","0","10116235","450","0","9","255","35","1.346","0"
"4","1.414","1011623536","0","10116235","0","0","0","0","36","0","1"
"1","0","1011623537","0","10116235","210","0","10","0","37","1.345","0"
"4","1.414","1011623538","0","10116235","0","0","0","0","38","0","1"
"1","0","1011623539","0","10116235","380","0","10","210","39","1.702","0"
