b59984b542ed14a75b84de290440272c95864f7ed2134092802867486b084a2e,a3493afe4cfe02b32846ade7fe65a5844d4d101552a764446dd381ec85551cd8,af7e6c43e2a3938f917b73bd1adbd51ac7a4cf16ef38e196356126a7f7c301e6,0308f0f6cb68fe6c1d2d0247444dc6507a8474a802ed85c89c77009a8a426a35,eea115fd9d2ba3d56e4dc07d746aab4eac76fb8e988034b7a9424598617d79ba,f3d2704c13e66452789fab3ffbd2a869cebd32cfa411959f4ba2de47d05d8f65
"115901","4","真琴（灰姑娘）","500130","埃斯特雷拉街道","0"
"116001","4","真步（灰姑娘）","500060","埃斯特雷拉街道","0"
"116201","2","克蘿依（聖學祭）","500732","聖德蕾莎女子學院 _正門_聖學祭","0"
"116301","2","琪愛兒（聖學祭）","500732","聖德蕾莎女子學院 _正門_聖學祭","0"
"116401","4","優妮（聖學祭）","500732","聖德蕾莎女子學院 _正門_聖學祭","0"
"116501","18","祈梨（時空旅行）","500010","蘭德索爾 市中心_白天","0"
"116601","4","嘉夜（時空旅行）","500010","蘭德索爾 市中心_白天","0"
"116701","4","碧（工作服）","501340","玩具工廠","0"
"116801","4","珠希（工作服）","501340","玩具工廠","0"
"116901","2","美冬（工作服）","501340","玩具工廠","0"
"117001","4","惠理子（夏日）","500160","瑪爾傑海岸","0"
"117101","4","靜流（夏日）","500160","瑪爾傑海岸","0"
"117201","4","望（夏日）","501363","夏日音樂節會場","0"
"117301","2","千歌（夏日）","501363","夏日音樂節會場","0"
"117401","4","紡希（夏日）","501363","夏日音樂節會場","0"
"117501","6","深月（大江戶）","501380","大江戶_診療室_正午","0"
"117601","4","雪（大江戶）","501380","大江戶_診療室_正午","0"
"117701","4","香織（萬聖節）","505035","蘭德索爾_鬧區_萬聖節_夜晚","0"
"117801","4","妮諾（萬聖節）","505035","蘭德索爾_鬧區_萬聖節_夜晚","0"
"117901","4","鈴奈（萬聖節）","505035","蘭德索爾_鬧區_萬聖節_夜晚","0"
"118001","4","克蕾琪塔","501070","蘭德索爾_王城附近_勤務室","0"
"118101","4","蘭法","501040","憤怒‧軍團據點","0"
"118201","4","美空","501040","憤怒‧軍團據點","0"
"118501","4","花凜","500371","蘭德索爾_公務機關","0"
"118601","4","涅比亞","500360","美食殿堂_公會小屋","0"
"119001","4","伊緒（黑暗）","501450","黑暗的據點","0"
"119101","4","空花（黑暗）","501450","黑暗的據點","0"
"119201","4","真陽（聖誕節）","500863","牧場_雪_白天","0"
"119301","4","璃乃（聖誕節）","500036","蘭德索爾_鬧區_聖誕節","0"
"119901","4","宮子（聖誕節）","500038","蘭德索爾_鬧區_聖誕節","0"
"120001","2","靜流（黑暗）","501450","黑暗的據點","0"
"120701","2","雪菲（新年）","501480","美食殿堂_公會小屋_外觀_新年","0"
"120801","3","流夏（新年）","500560","參道_白天","0"
"120901","4","伊莉亞（新年）","500260","古城","0"
"121001","3","貪吃佩可（超載）","500361","美食殿堂 公會小屋","0"
"121101","2","凱留（超載）","500361","美食殿堂 公會小屋","0"
"121201","3","拉比林斯達（超載）","500341","拉比林斯的公會據點","0"
"121301","2","胡桃（舞台）","501510","牧場_溫泉設施_舞台","0"
"121401","2","美咲（舞台）","500354","咲戀育幼院_物產展","0"
"121501","18","步未（怪盜）","500012","蘭德索爾_市中心_夜晚","0"
"121601","20","祈梨（怪盜）","500892","小巷子_夜晚","0"
"121901","2","杏奈（海盜）","500843","船上甲板","0"
"122001","20","忍（海盜）","500843","船上甲板","0"
"122101","20","碧（露營）","501590","露營場_中午","0"
"122201","2","優花梨（露營）","501590","露營場_中午","0"
"122301","4","班比","500140","普拉諾平原","0"
"122401","4","日和（夏日）","501610","度假海灘_中午","0"
"122501","2","怜（夏日）","501610","度假海灘_中午","0"
"122601","6","優衣（夏日）","501610","度假海灘_中午","0"
"122701","2","鏡華（夏日）","500285","無人島","0"
"122801","4","禊（夏日）","500160","瑪爾傑海岸","0"
"122901","4","美美（夏日）","500160","瑪爾傑海岸","0"
"123001","4","愛梅斯","500270","索爾之塔_庭園","0"
"123101","4","真步（探險家）","500833","叢林_帳篷","0"
"123201","4","綾音（探險家）","501850","密林","0"
"123301","4","涅婭","501040","憤怒‧軍團據點","0"
"123501","2","鈴（萬聖節）","501870","舞台_文化祭_白天","0"
"123601","2","智（萬聖節）","501860","蘭德索爾_鬧區_萬聖節_文化祭","0"
"123701","4","七七香（萬聖節）","501870","舞台_文化祭_白天","0"
"123801","2","克莉絲提娜（狂野）","500170","神秘森林","0"
"123901","2","茉莉（狂野）","500090","蘭德索爾 王城入口","0"
"124001","2","茜里（聖誕節）","500036","蘭德索爾_鬧區_聖誕節_白天","0"
"124101","2","依里（聖誕節）","500036","蘭德索爾_鬧區_聖誕節_白天","0"
"124201","2","純（聖誕節）","500036","蘭德索爾_鬧區_聖誕節_白天","0"
"124501","2","帆稀（新年）","501890","大江戶_溫泉旅館_客房_正午","0"
"124601","4","美里（新年）","500553","新年 神殿","0"
"124701","2","深月（新年）","501890","大江戶_溫泉旅館_客房_正午","0"
"124801","2","望（解放者）","500033","蘭德索爾_鬧區_祭典_白天","0"
"124901","4","嘉夜（解放者）","500033","蘭德索爾_鬧區_祭典_白天","0"
"125001","2","矛依未（解放者）","500033","蘭德索爾_鬧區_祭典_白天","0"
"125101","4","珠希（咖啡廳）","501950","蘭德索爾_餐廳內_貓咪咖啡廳_白天","0"
"125201","2","莫妮卡（咖啡廳）","501950","蘭德索爾_餐廳內_貓咪咖啡廳_白天","0"
"125301","2","可可蘿（遊俠）","501690","平原_競技場_白天","0"
"125401","20","栞（遊俠）","501690","平原_競技場_白天","0"
"125501","4","吉塔（術士）","500033","蘭德索爾_鬧區_祭典_白天","0"
"125601","4","碧卡拉","500033","蘭德索爾_鬧區_祭典_白天","0"
"125701","2","花凜（鍊金術師）","500371","蘭德索爾_公務機關","0"
"125801","2","莉莉（墮落）","501670","吉歐‧提格尼亞_街道_白天","0"
"126001","2","可璃亞（墮落）","501670","吉歐‧提格尼亞_街道_白天","0"
"126101","2","普蕾西亞（墮落）","501670","吉歐‧提格尼亞_街道_白天","0"
"126201","20","伊莉亞（祭服）","501372","瀑布潭_晚上","0"
"126301","4","雪（祭服）","500040","蘭德索爾 公會小屋","0"
"126401","4","克蘿茜","501660","吉歐‧提格尼亞_平原_白天","0"
"126501","4","萊拉耶爾","501720","吉歐‧提格尼亞_芭菲之城_王座之廳_白天","0"
"126601","2","似似花（夏日）","500692","海邊的店_夜晚","0"
"126701","4","秋乃（夏日）","501030","祈願海岸","0"
"126801","4","優花梨（夏日）","500280","無人島","0"
"126901","2","蘭法（夏日）","501030","祈願海岸","0"
"127001","4","空花（夏日）","500160","瑪爾傑海岸_白天","0"
"127101","4","忍（夏日）","500162","瑪爾傑海岸_夜晚","0"
"127201","2","凱留（插班生）","502030","安布羅斯魔法學園_屋頂_白天","0"
"127301","4","鈴奈（插班生）","502030","安布羅斯魔法學園_屋頂_白天","0"
"127501","2","咲戀（薩拉薩利亞）","502060","沙漠之國的大馬路_白天","0"
"127601","3","流夏（薩拉薩利亞）","501370","瀑布潭_白天","0"
"127701","20","琳德","501730","吉歐‧提格尼亞_芭菲之城_大廳","0"
"127801","4","烏爾姆","501730","吉歐‧提格尼亞_芭菲之城_大廳","0"
"127901","2","貪吃佩可（聖誕節）","500036","蘭德索爾_鬧區_聖誕節_白天","0"
"128001","2","克蕾琪塔（聖誕節）","500036","蘭德索爾_鬧區_聖誕節_白天","0"
"128301","4","祈梨（新年）","500893","暗巷_雪_白天","0"
"128401","4","初音（新年）","501470","蘭德索爾_鬧區_新年_白天","0"
"128501","18","霞（新年）","501470","蘭德索爾_鬧區_新年_白天","0"
"128701","2","日和（星素）","500140","普拉諾平原","0"
"128801","3","怜（星素）","500140","普拉諾平原","0"
"128901","2","優衣（星素）","500140","普拉諾平原","0"
"129001","2","厄莉絲","500510","花田","0"
"129301","2","優妮（冬日）","502220","墨丘利度假村_泳池區域_白天","0"
"129401","2","克蘿依（冬日）","502220","墨丘利度假村_泳池區域_白天","0"
"129501","2","琪愛兒（冬日）","502220","墨丘利度假村_泳池區域_白天","0"
"129601","2","安涅默涅","502071","吉歐‧格黑納_叢林_夜晚","0"
"129701","2","涅妃‧涅羅","502170","吉歐‧格黑納_鬼岩城塞_王座之廳_白天","0"
"129801","2","真琴（指揮官）","501680","平原_白天","0"
"129901","4","惠理子（指揮官）","500030","蘭德索爾 鬧區","0"
"130001","3","倭","501760","蠻賊貪鯊號_室內_居住區","0"
"130101","4","若菜","501760","蠻賊貪鯊號_室內_居住區","0"
"130201","4","布武機","501760","蠻賊貪鯊號_室內_居住區","0"
"130701","20","鏡華（春日）","500020","蘭德索爾_郊外","0"
"130801","2","鈴莓（春日）","500351","咲戀育幼院_庭院","0"
"130901","4","庫露露","502270","大夢想樂園_入口_白天","0"
"131001","2","真步（夢想樂園）","502280","大夢想樂園_園內_白天","0"
"131101","3","涅婭（夏日）","501030","祈願海岸","0"
"131201","4","美空（夏日）","500690","海邊的店_白天","0"
"131601","2","莉莉（夏日）","500163","海邊_遮陽傘_白天","0"
"131701","4","愛梅斯（夏日）","500160","瑪爾傑海岸_白天","0"
"131801","2","帆稀（夏日）","500285","無人島","0"
"131901","2","愛蜜莉雅（夏日）","501030","祈願海岸","0"
"132001","2","艾姬多娜（夏日）","500160","瑪爾傑海岸_白天","0"
"132101","2","雷姆（夏日）","500160","瑪爾傑海岸_白天","0"
"132201","4","望（鍊金術師）","502360","阿爾克絲鍊金堂_工作室_中午","0"
"132801","4","萊拉耶爾（聖誕節）","500038","蘭德索爾_鬧區_聖誕節_夜晚","0"
"132901","2","伊緒（聖誕節）","500038","蘭德索爾_鬧區_聖誕節_夜晚","0"
"133001","4","格蕾斯","502290","吉歐‧尼布爾黑爾_遺灰沙漠","0"
"133201","4","莫妮卡（新年）","501470","蘭德索爾_鬧區_新年_白天","0"
"133501","2","咲戀（新年）","501470","蘭德索爾_鬧區_新年_白天","0"
"133601","2","梅杜莎","500110","咲戀育幼院_大廳_白天","0"
"133701","2","拉比林斯達（始源）","500341","拉比林斯的公會據點","0"
"133801","2","似似花（始源）","500260","古城","0"
"133901","4","克莉絲提娜（始源）","500780","蘭德索爾_鬧區_祭典_損壞_白天","0"
"134001","2","菲歐","500130","埃斯特雷拉街道","0"
"134301","2","蘭法（祭服）","501202","可可蘿的故鄉_夜晚","0"
"134401","2","千歌（祭服）","501220","可可蘿的故鄉_神廟裡_白天","0"
"134501","4","克蘿茜（航空）","501670","吉歐‧提格尼亞_街道_白天","0"
"134601","2","碧（駕駛員）","500140","普拉諾平原","0"
"134701","2","鳳凰","502080","吉歐‧格黑納_平原_白天","0"
"180101","2","日和（公主）","500130","埃斯特雷拉街道","0"
"180201","4","優衣（公主）","500130","埃斯特雷拉街道","0"
"180301","3","怜（公主）","500130","埃斯特雷拉街道","0"
"180401","4","貪吃佩可（公主）","500130","埃斯特雷拉街道","0"
"180501","2","可可蘿（公主）","500130","埃斯特雷拉街道","0"
"180601","18","凱留（公主）","500130","埃斯特雷拉街道","0"
"180701","2","初音＆栞","501370","瀑布潭_白天","0"
"180801","2","禊＆美美＆鏡華","500194","精靈之森_祕密基地","0"
"180901","2","秋乃＆咲戀","500140","普拉諾平原","0"
"181001","2","安＆古蕾婭","500213","山腰_白天","0"
"181101","2","靜流＆璃乃","500010","蘭德索爾 市中心_白天","0"
"181201","2","雪菲（公主）","500130","埃斯特雷拉街道","0"
