bd02a43be8f6e343ec2403a528abc434364397fff1a2986e69777ce685935a6a,ccd8c0d53640d2e6fee4c6aefdcd2903c6b178fc824ab826d1f380625e498553,fb342d3a26178c10eedd6a250398037d32b692b1de780b915629b6c89ebc41c2,84c754a7a8b0fb3ef7586297a99fb6b435f7ca845c2543f8505e78d1fd832924,4560767ee318dcd70ab07c665d4242ab479485c44f876175528d070ac7d2d19c,a138e75c6c0d22b73bdd4196e4529ebd186589fcb7bb4f3ed771f73bb91a9f33,a558fbe5a8204d46f76b4fa2c0d0f05482a0995fde953de33e1532373d0fa608,c0a93961a5e939a3317c5895af279c949507e208876f2a616cc2295ab8f2572e
"5","0","0","1","0","101","6011","0"
"5","0","0","2","0","101","6021","0"
"1","0","0","90","0","2","6111","0"
"1","0","0","180","0","2","6121","0"
"1","0","0","270","0","2","6131","0"
"1","0","0","360","0","2","6141","0"
"1","0","0","450","0","2","6151","0"
"2","0","0","38","0","3","6211","0"
"2","0","0","76","0","3","6221","0"
"2","0","0","114","0","3","6231","0"
"2","0","0","152","0","3","6241","0"
"2","0","0","190","0","3","6251","0"
"3","0","0","88","0","2","6311","0"
"3","0","0","176","0","2","6321","0"
"3","0","0","264","0","2","6331","0"
"3","0","0","352","0","2","6341","0"
"3","0","0","440","0","2","6351","0"
"4","0","0","88","0","2","6411","0"
"4","0","0","176","0","2","6421","0"
"4","0","0","264","0","2","6431","0"
"4","0","0","352","0","2","6441","0"
"4","0","0","440","0","2","6451","0"
"1","0","0","10","0","7","6511","0"
"1","0","0","20","0","7","6521","0"
"1","0","0","30","0","7","6531","0"
"1","0","0","40","0","7","6541","0"
"1","0","0","50","0","7","6551","0"
"4","0","0","1","0","100","6611","0"
"5","0","0","36","0","5","6711","0"
"5","0","0","72","0","5","6721","0"
"5","0","0","108","0","5","6731","0"
"5","0","0","144","0","5","6741","0"
"5","0","0","180","0","5","6751","0"
"1","0","0","36","0","5","6811","0"
"1","0","0","72","0","5","6821","0"
"1","0","0","108","0","5","6831","0"
"1","0","0","144","0","5","6841","0"
"1","0","0","180","0","5","6851","0"
"2","0","0","86","0","4","6911","0"
"2","0","0","172","0","4","6921","0"
"2","0","0","258","0","4","6931","0"
"2","0","0","344","0","4","6941","0"
"2","0","0","430","0","4","6951","0"
"4","0","0","10","0","6","7011","0"
"4","0","0","20","0","6","7021","0"
"4","0","0","30","0","6","7031","0"
"4","0","0","40","0","6","7041","0"
"4","0","0","50","0","6","7051","0"
"1","0","0","10","0","6","7111","0"
"1","0","0","20","0","6","7121","0"
"1","0","0","30","0","6","7131","0"
"1","0","0","40","0","6","7141","0"
"1","0","0","50","0","6","7151","0"
"3","0","0","1","0","101","7211","0"
"3","0","0","38","0","3","7311","0"
"3","0","0","76","0","3","7321","0"
"3","0","0","114","0","3","7331","0"
"3","0","0","152","0","3","7341","0"
"3","0","0","190","0","3","7351","0"
"4","0","0","56","0","1","7411","0"
"4","0","0","112","0","1","7421","0"
"4","0","0","168","0","1","7431","0"
"4","0","0","224","0","1","7441","0"
"4","0","0","280","0","1","7451","0"
"2","0","0","40","0","5","7511","0"
"2","0","0","80","0","5","7521","0"
"2","0","0","120","0","5","7531","0"
"2","0","0","160","0","5","7541","0"
"2","0","0","200","0","5","7551","0"
"4","0","0","90","0","4","7611","0"
"4","0","0","180","0","4","7621","0"
"4","0","0","270","0","4","7631","0"
"4","0","0","360","0","4","7641","0"
"4","0","0","450","0","4","7651","0"
"5","0","0","1","0","100","7711","0"
"1","0","0","1","0","101","7811","0"
"1","0","0","2","0","101","7821","0"
"4","0","0","40","0","3","7911","0"
"4","0","0","80","0","3","7921","0"
"4","0","0","120","0","3","7931","0"
"4","0","0","160","0","3","7941","0"
"4","0","0","200","0","3","7951","0"
"3","0","0","10","0","7","8011","0"
"3","0","0","20","0","7","8021","0"
"3","0","0","30","0","7","8031","0"
"3","0","0","40","0","7","8041","0"
"3","0","0","50","0","7","8051","0"
"5","0","0","38","0","3","8111","0"
"5","0","0","76","0","3","8121","0"
"5","0","0","114","0","3","8131","0"
"5","0","0","152","0","3","8141","0"
"5","0","0","190","0","3","8151","0"
"1","3","5","15","4","6","8211","2"
"1","3","5","30","4","6","8221","2"
"1","3","5","45","4","6","8231","2"
"1","3","5","60","4","6","8241","2"
"1","3","5","75","4","6","8251","2"
"2","0","0","10","0","6","8311","0"
"2","0","0","20","0","6","8321","0"
"2","0","0","30","0","6","8331","0"
"2","0","0","40","0","6","8341","0"
"2","0","0","50","0","6","8351","0"
"4","0","0","58","0","1","8411","0"
"4","0","0","116","0","1","8421","0"
"4","0","0","174","0","1","8431","0"
"4","0","0","232","0","1","8441","0"
"4","0","0","290","0","1","8451","0"
"1","0","0","92","0","2","8511","0"
"1","0","0","184","0","2","8521","0"
"1","0","0","276","0","2","8531","0"
"1","0","0","368","0","2","8541","0"
"1","0","0","460","0","2","8551","0"
"3","0","0","40","0","5","8611","0"
"3","0","0","80","0","5","8621","0"
"3","0","0","120","0","5","8631","0"
"3","0","0","160","0","5","8641","0"
"3","0","0","200","0","5","8651","0"
"1","0","0","46","0","1","8711","0"
"1","0","0","92","0","1","8721","0"
"1","0","0","138","0","1","8731","0"
"1","0","0","184","0","1","8741","0"
"1","0","0","230","0","1","8751","0"
"2","0","0","15","0","7","8811","0"
"2","0","0","30","0","7","8821","0"
"2","0","0","45","0","7","8831","0"
"2","0","0","60","0","7","8841","0"
"2","0","0","75","0","7","8851","0"
"5","0","0","90","0","4","8911","0"
"5","0","0","180","0","4","8921","0"
"5","0","0","270","0","4","8931","0"
"5","0","0","360","0","4","8941","0"
"5","0","0","450","0","4","8951","0"
"2","0","0","88","0","4","9011","0"
"2","0","0","176","0","4","9021","0"
"2","0","0","264","0","4","9031","0"
"2","0","0","352","0","4","9041","0"
"2","0","0","440","0","4","9051","0"
"3","0","0","42","0","5","9111","0"
"3","0","0","84","0","5","9121","0"
"3","0","0","126","0","5","9131","0"
"3","0","0","168","0","5","9141","0"
"3","0","0","210","0","5","9151","0"
"4","0","0","15","0","6","9211","0"
"4","0","0","30","0","6","9221","0"
"4","0","0","45","0","6","9231","0"
"4","0","0","60","0","6","9241","0"
"4","0","0","75","0","6","9251","0"
"5","0","0","40","0","3","9311","0"
"5","0","0","80","0","3","9321","0"
"5","0","0","120","0","3","9331","0"
"5","0","0","160","0","3","9341","0"
"5","0","0","200","0","3","9351","0"
"1","0","0","38","0","5","9411","0"
"1","0","0","76","0","5","9421","0"
"1","0","0","114","0","5","9431","0"
"1","0","0","152","0","5","9441","0"
"1","0","0","190","0","5","9451","0"
"3","0","0","40","0","3","9511","0"
"3","0","0","80","0","3","9521","0"
"3","0","0","120","0","3","9531","0"
"3","0","0","160","0","3","9541","0"
"3","0","0","200","0","3","9551","0"
"4","0","0","92","0","4","9611","0"
"4","0","0","184","0","4","9621","0"
"4","0","0","276","0","4","9631","0"
"4","0","0","368","0","4","9641","0"
"4","0","0","460","0","4","9651","0"
"5","0","0","15","0","7","9711","0"
"5","0","0","30","0","7","9721","0"
"5","0","0","45","0","7","9731","0"
"5","0","0","60","0","7","9741","0"
"5","0","0","75","0","7","9751","0"
"2","0","0","40","0","3","9811","0"
"2","0","0","80","0","3","9821","0"
"2","0","0","120","0","3","9831","0"
"2","0","0","160","0","3","9841","0"
"2","0","0","200","0","3","9851","0"
"3","0","0","90","0","2","9911","0"
"3","0","0","180","0","2","9921","0"
"3","0","0","270","0","2","9931","0"
"3","0","0","360","0","2","9941","0"
"3","0","0","450","0","2","9951","0"
"4","0","0","90","0","2","10011","0"
"4","0","0","180","0","2","10021","0"
"4","0","0","270","0","2","10031","0"
"4","0","0","360","0","2","10041","0"
"4","0","0","450","0","2","10051","0"
"1","0","0","40","0","5","10111","0"
"1","0","0","80","0","5","10121","0"
"1","0","0","120","0","5","10131","0"
"1","0","0","160","0","5","10141","0"
"1","0","0","200","0","5","10151","0"
"2","0","0","46","0","1","10211","0"
"2","0","0","92","0","1","10221","0"
"2","0","0","138","0","1","10231","0"
"2","0","0","184","0","1","10241","0"
"2","0","0","230","0","1","10251","0"
"5","0","0","42","0","3","10311","0"
"5","0","0","84","0","3","10321","0"
"5","0","0","126","0","3","10331","0"
"5","0","0","168","0","3","10341","0"
"5","0","0","210","0","3","10351","0"
"3","0","0","10","0","6","10411","0"
"3","0","0","20","0","6","10421","0"
"3","0","0","30","0","6","10431","0"
"3","0","0","40","0","6","10441","0"
"3","0","0","50","0","6","10451","0"
"5","0","0","38","0","5","10511","0"
"5","0","0","76","0","5","10521","0"
"5","0","0","114","0","5","10531","0"
"5","0","0","152","0","5","10541","0"
"5","0","0","190","0","5","10551","0"
"1","0","0","15","0","7","10611","0"
"1","0","0","30","0","7","10621","0"
"1","0","0","45","0","7","10631","0"
"1","0","0","60","0","7","10641","0"
"1","0","0","75","0","7","10651","0"
"2","0","0","42","0","5","10711","0"
"2","0","0","84","0","5","10721","0"
"2","0","0","126","0","5","10731","0"
"2","0","0","168","0","5","10741","0"
"2","0","0","210","0","5","10751","0"
"3","0","0","88","0","4","10811","0"
"3","0","0","176","0","4","10821","0"
"3","0","0","264","0","4","10831","0"
"3","0","0","352","0","4","10841","0"
"3","0","0","440","0","4","10851","0"
"5","0","0","88","0","2","10911","0"
"5","0","0","176","0","2","10921","0"
"5","0","0","264","0","2","10931","0"
"5","0","0","352","0","2","10941","0"
"5","0","0","440","0","2","10951","0"
"1","3","5","15","4","7","11011","2"
"1","3","5","30","4","7","11021","2"
"1","3","5","45","4","7","11031","2"
"1","3","5","60","4","7","11041","2"
"1","3","5","75","4","7","11051","2"
"2","0","0","15","0","6","11111","0"
"2","0","0","30","0","6","11121","0"
"2","0","0","45","0","6","11131","0"
"2","0","0","60","0","6","11141","0"
"2","0","0","75","0","6","11151","0"
"4","0","0","92","0","2","11211","0"
"4","0","0","184","0","2","11221","0"
"4","0","0","276","0","2","11231","0"
"4","0","0","368","0","2","11241","0"
"4","0","0","460","0","2","11251","0"
"5","0","0","92","0","4","11311","0"
"5","0","0","184","0","4","11321","0"
"5","0","0","276","0","4","11331","0"
"5","0","0","368","0","4","11341","0"
"5","0","0","460","0","4","11351","0"
"2","0","0","92","0","2","11411","0"
"2","0","0","184","0","2","11421","0"
"2","0","0","276","0","2","11431","0"
"2","0","0","368","0","2","11441","0"
"2","0","0","460","0","2","11451","0"
"3","0","0","90","0","4","11511","0"
"3","0","0","180","0","4","11521","0"
"3","0","0","270","0","4","11531","0"
"3","0","0","360","0","4","11541","0"
"3","0","0","450","0","4","11551","0"
"4","0","0","20","0","7","11611","0"
"4","0","0","40","0","7","11621","0"
"4","0","0","60","0","7","11631","0"
"4","0","0","80","0","7","11641","0"
"4","0","0","100","0","7","11651","0"
"2","0","0","48","0","1","11711","0"
"2","0","0","96","0","1","11721","0"
"2","0","0","144","0","1","11731","0"
"2","0","0","192","0","1","11741","0"
"2","0","0","240","0","1","11751","0"
"3","0","0","15","0","6","11811","0"
"3","0","0","30","0","6","11821","0"
"3","0","0","45","0","6","11831","0"
"3","0","0","60","0","6","11841","0"
"3","0","0","75","0","6","11851","0"
"5","0","0","44","0","3","11911","0"
"5","0","0","88","0","3","11921","0"
"5","0","0","132","0","3","11931","0"
"5","0","0","176","0","3","11941","0"
"5","0","0","220","0","3","11951","0"
"1","0","0","42","0","5","12011","0"
"1","0","0","84","0","5","12021","0"
"1","0","0","126","0","5","12031","0"
"1","0","0","168","0","5","12041","0"
"1","0","0","210","0","5","12051","0"
"3","0","0","92","0","2","12111","0"
"3","0","0","184","0","2","12121","0"
"3","0","0","276","0","2","12131","0"
"3","0","0","368","0","2","12141","0"
"3","0","0","460","0","2","12151","0"
"4","0","0","1","0","100","12211","0"
"4","0","0","2","0","100","12221","0"
"1","0","0","15","0","6","12311","0"
"1","0","0","30","0","6","12321","0"
"1","0","0","45","0","6","12331","0"
"1","0","0","60","0","6","12341","0"
"1","0","0","75","0","6","12351","0"
"2","0","0","90","0","4","12411","0"
"2","0","0","180","0","4","12421","0"
"2","0","0","270","0","4","12431","0"
"2","0","0","360","0","4","12441","0"
"2","0","0","450","0","4","12451","0"
"3","0","0","15","0","7","12511","0"
"3","0","0","30","0","7","12521","0"
"3","0","0","45","0","7","12531","0"
"3","0","0","60","0","7","12541","0"
"3","0","0","75","0","7","12551","0"
"5","0","0","1","0","101","12611","0"
"5","0","0","2","0","101","12621","0"
"5","0","0","3","0","101","12631","0"
"3","0","0","42","0","3","12711","0"
"3","0","0","84","0","3","12721","0"
"3","0","0","126","0","3","12731","0"
"3","0","0","168","0","3","12741","0"
"3","0","0","210","0","3","12751","0"
"4","0","0","38","0","5","12811","0"
"4","0","0","76","0","5","12821","0"
"4","0","0","114","0","5","12831","0"
"4","0","0","152","0","5","12841","0"
"4","0","0","190","0","5","12851","0"
"1","0","0","48","0","1","12911","0"
"1","0","0","96","0","1","12921","0"
"1","0","0","144","0","1","12931","0"
"1","0","0","192","0","1","12941","0"
"1","0","0","240","0","1","12951","0"
"2","0","0","44","0","5","13011","0"
"2","0","0","88","0","5","13021","0"
"2","0","0","132","0","5","13031","0"
"2","0","0","176","0","5","13041","0"
"2","0","0","220","0","5","13051","0"
"4","0","0","20","0","6","13111","0"
"4","0","0","40","0","6","13121","0"
"4","0","0","60","0","6","13131","0"
"4","0","0","80","0","6","13141","0"
"4","0","0","100","0","6","13151","0"
"5","0","0","90","0","2","13211","0"
"5","0","0","180","0","2","13221","0"
"5","0","0","270","0","2","13231","0"
"5","0","0","360","0","2","13241","0"
"5","0","0","450","0","2","13251","0"
"1","0","0","1","0","101","13311","0"
"1","0","0","2","0","101","13321","0"
"1","0","0","3","0","101","13331","0"
"4","0","0","1","0","101","13411","0"
"5","0","0","62","0","1","13511","0"
"5","0","0","124","0","1","13521","0"
"5","0","0","186","0","1","13531","0"
"5","0","0","248","0","1","13541","0"
"5","0","0","310","0","1","13551","0"
"1","0","0","92","0","4","13611","0"
"1","0","0","184","0","4","13621","0"
"1","0","0","276","0","4","13631","0"
"1","0","0","368","0","4","13641","0"
"1","0","0","460","0","4","13651","0"
"5","0","0","40","0","5","13711","0"
"5","0","0","80","0","5","13721","0"
"5","0","0","120","0","5","13731","0"
"5","0","0","160","0","5","13741","0"
"5","0","0","200","0","5","13751","0"
"1","3","5","42","4","5","13811","2"
"1","3","5","84","4","5","13821","2"
"1","3","5","126","4","5","13831","2"
"1","3","5","168","4","5","13841","2"
"1","3","5","210","4","5","13851","2"
"3","0","0","20","0","6","13911","0"
"3","0","0","40","0","6","13921","0"
"3","0","0","60","0","6","13931","0"
"3","0","0","80","0","6","13941","0"
"3","0","0","100","0","6","13951","0"
"4","0","0","40","0","5","14011","0"
"4","0","0","80","0","5","14021","0"
"4","0","0","120","0","5","14031","0"
"4","0","0","160","0","5","14041","0"
"4","0","0","200","0","5","14051","0"
"1","0","0","40","0","3","14111","0"
"1","0","0","80","0","3","14121","0"
"1","0","0","120","0","3","14131","0"
"1","0","0","160","0","3","14141","0"
"1","0","0","200","0","3","14151","0"
"2","0","0","94","0","2","14211","0"
"2","0","0","188","0","2","14221","0"
"2","0","0","282","0","2","14231","0"
"2","0","0","376","0","2","14241","0"
"2","0","0","470","0","2","14251","0"
"4","0","0","62","0","1","14311","0"
"4","0","0","124","0","1","14321","0"
"4","0","0","186","0","1","14331","0"
"4","0","0","248","0","1","14341","0"
"4","0","0","310","0","1","14351","0"
"5","0","0","92","0","2","14411","0"
"5","0","0","184","0","2","14421","0"
"5","0","0","276","0","2","14431","0"
"5","0","0","368","0","2","14441","0"
"5","0","0","460","0","2","14451","0"
"1","0","0","20","0","7","14511","0"
"1","0","0","40","0","7","14521","0"
"1","0","0","60","0","7","14531","0"
"1","0","0","80","0","7","14541","0"
"1","0","0","100","0","7","14551","0"
"2","0","0","46","0","5","14611","0"
"2","0","0","92","0","5","14621","0"
"2","0","0","138","0","5","14631","0"
"2","0","0","184","0","5","14641","0"
"2","0","0","230","0","5","14651","0"
"3","0","0","1","0","101","14711","0"
"3","0","0","2","0","101","14721","0"
"4","0","0","1","0","101","14811","0"
"4","0","0","2","0","101","14821","0"
"3","0","0","50","0","1","14911","0"
"3","0","0","100","0","1","14921","0"
"3","0","0","150","0","1","14931","0"
"3","0","0","200","0","1","14941","0"
"3","0","0","250","0","1","14951","0"
"5","0","0","42","0","5","15011","0"
"5","0","0","84","0","5","15021","0"
"5","0","0","126","0","5","15031","0"
"5","0","0","168","0","5","15041","0"
"5","0","0","210","0","5","15051","0"
"1","0","0","44","0","5","15111","0"
"1","0","0","88","0","5","15121","0"
"1","0","0","132","0","5","15131","0"
"1","0","0","176","0","5","15141","0"
"1","0","0","220","0","5","15151","0"
"1","0","0","1","0","100","15211","0"
"2","0","0","1","0","101","15311","0"
"2","0","0","2","0","101","15321","0"
"3","0","0","94","0","2","15411","0"
"3","0","0","188","0","2","15421","0"
"3","0","0","282","0","2","15431","0"
"3","0","0","376","0","2","15441","0"
"3","0","0","470","0","2","15451","0"
"4","0","0","42","0","5","15511","0"
"4","0","0","84","0","5","15521","0"
