5fd22ae789bbb2add8a827eb55295f20b418d270dbfaef84db9c910f822241ee,67c7f05959a547c82570179eaab2b5218fb546532f94f412eff817c50bc35e46,4581819f278560b02269c44216cbeffcd36868296209ea45729aac249a6df308,e0e54f97968780ccfd6bbce3a6dc261f1a9d770e56dabd07c56851a9a99b762d,7bec6942af4df66c123fe1e546328886f138c81b5904eb6524d51314d7254b37,03a118841f08c3c73487ee223be3697ef154d809730d5e755905db02f5972ded,904d4bf5d82f9925860487438140555f8faa329c1628dda4ea1a7d10a4d4b2e3,b726ea2249e8bc387dc9d5f766e43da2d0910eed86b1b6a6663f5dcf0778ad84,82470220ae954e7f481e664a2c79466d993bbdc899de3cf474c0c29f100606a8,4c90fda19724adf2a3ec654b0da26b7629d4df026c77d6457fb01ccf19ef0dbf,05fcd07936ba1d2777b5039abe8580791248decc683781dcfa3dccc10385b6e3,05c8390c285384adeffae6f00960e7bbde79106234abfcf660d71721a95092c4
"0","292","0","0","45","0","1","1130040","1.425","7","13","40"
"1.683","0","1","0","0","0","4","1130041","0","0","13","41"
"0","292","0","0","292","0","1","1130042","0.85","7","13","42"
"1.9","0","1","0","0","0","4","1130043","0","0","13","43"
"4","0","3","0","0","0","4","1130044","0","0","13","44"
"0","0","0","vo_nyx_0206","0","vo_nyx","2","1130045","0","0","13","45"
"0","322","0","0","292","0","1","1130046","0.43","7","13","46"
"1.105","0","1","0","0","0","4","1130047","0","0","13","47"
"0","396","0","0","322","0","1","1130048","0.759","7","13","48"
"0.759","0","1","0","0","0","4","1130049","0","0","13","49"
"0","134","0","0","0","0","1","1130050","1.136","8","13","50"
"1.533","0","1","0","0","0","4","1130051","0","0","13","51"
"0","360","0","0","134","0","1","1130052","1.347","8","13","52"
"1.518","0","1","0","0","0","4","1130053","0","0","13","53"
"0","360","0","0","360","0","1","1130054","0.981","8","13","54"
"1.862","0","1","0","0","0","4","1130055","0","0","13","55"
"5","0","3","0","0","0","4","1130056","0","0","13","56"
"0","0","0","vo_nyx_0207","0","vo_nyx","2","1130057","0","0","13","57"
"0","36","0","0","0","0","1","1130058","0.44","9","13","58"
"0.9","0","1","0","0","0","4","1130059","0","0","13","59"
"0","276","0","0","36","0","1","1130060","1.404","9","13","60"
"1.74","0","1","0","0","0","4","1130061","0","0","13","61"
"0","325","0","0","276","0","1","1130062","0.986","9","13","62"
"0","0","1","0","0","0","4","1130063","0","0","13","63"
"0","377","0","0","325","0","1","1130064","0.437","9","13","64"
"0","0","1","0","0","0","4","1130065","0","0","13","65"
"0","376","0","0","0","0","1","1130066","1.317","10","13","66"
"1.317","0","1","0","0","0","4","1130067","0","0","13","67"
"0","376","0","0","376","0","1","1130068","2.659","10","13","68"
"0","0","1","0","0","0","4","1130069","0","0","13","69"
"0","190","0","0","0","0","1","1130070","1.834","11","13","70"
"6.509","0","1","0","0","0","4","1130071","0","0","13","71"
"0","0","0","vo_nyx_0208","0","vo_nyx","2","1130072","0","0","13","72"
"0","110","0","0","0","0","1","1130073","1.574","12","13","73"
"2.083","0","1","0","0","0","4","1130074","0","0","13","74"
"0","270","0","0","110","0","1","1130075","1.236","12","13","75"
"1.443","0","1","0","0","0","4","1130076","0","0","13","76"
"0","345","0","0","270","0","1","1130077","0.869","12","13","77"
"1.288","0","1","0","0","0","4","1130078","0","0","13","78"
"0","141","0","0","0","0","1","1130079","0.48","13","13","79"
"0.81","0","1","0","0","0","4","1130080","0","0","13","80"
"0","141","0","0","141","0","1","1130081","0.789","13","13","81"
"1.627","0","1","0","0","0","4","1130082","0","0","13","82"
"0","0","0","vo_nyx_0209","0","vo_nyx","2","1130083","0","0","13","83"
"0","250","0","0","141","0","1","1130084","0.707","13","13","84"
"2.507","0","1","0","0","0","4","1130085","0","0","13","85"
"1","0","3","0","0","0","4","1140001","0","0","14","1"
"0","0","0","vo_nyx_0301","0","vo_nyx","2","1140002","0","0","14","2"
"0","105","0","0","0","0","1","1140003","1.075","1","14","3"
"1.692","0","1","0","0","0","4","1140004","0","0","14","4"
"0","360","0","0","105","0","1","1140005","2.843","1","14","5"
"4","0","1","0","0","0","4","1140006","0","0","14","6"
"0","0","0","vo_nyx_0302","0","vo_nyx","2","1140007","0","0","14","7"
"0","74","0","0","0","0","1","1140008","1.567","2","14","8"
"1.964","0","1","0","0","0","4","1140009","0","0","14","9"
"0","230","0","0","74","0","1","1140010","0.78","2","14","10"
"2.076","0","1","0","0","0","4","1140011","0","0","14","11"
"0","0","0","vo_nyx_0303","0","vo_nyx","2","1140012","0","0","14","12"
"0","88","0","0","0","0","1","1140013","1.037","3","14","13"
"1.629","0","1","0","0","0","4","1140014","0","0","14","14"
"0","266","0","0","88","0","1","1140015","2.027","3","14","15"
"3.568","0","1","0","0","0","4","1140016","0","0","14","16"
"2","0","3","0","0","0","4","1140017","0","0","14","17"
"0","0","0","vo_nyx_0304","0","vo_nyx","2","1140018","0","0","14","18"
"0","380","0","0","266","0","1","1140019","1.38","3","14","19"
"1.419","0","1","0","0","0","4","1140020","0","0","14","20"
"0","150","0","0","0","0","1","1140021","0.491","4","14","21"
"0.545","0","1","0","0","0","4","1140022","0","0","14","22"
"0","345","0","0","150","0","1","1140023","2.409","4","14","23"
"3.711","0","1","0","0","0","4","1140024","0","0","14","24"
"0","0","0","vo_nyx_0305","0","vo_nyx","2","1140025","0","0","14","25"
"0","74","0","0","0","0","1","1140026","0.892","5","14","26"
"1.458","0","1","0","0","0","4","1140027","0","0","14","27"
"0","325","0","0","74","0","1","1140028","2.495","5","14","28"
"3.134","0","1","0","0","0","4","1140029","0","0","14","29"
"0","46","0","0","0","0","1","1140030","0.599","6","14","30"
"0.599","0","1","0","0","0","4","1140031","0","0","14","31"
"0","245","0","0","46","0","1","1140032","1.855","6","14","32"
"3.373","0","1","0","0","0","4","1140033","0","0","14","33"
"0","0","0","vo_nyx_0306","0","vo_nyx","2","1140034","0","0","14","34"
"0","175","0","0","0","0","1","1140035","1.629","7","14","35"
"3.34","0","1","0","0","0","4","1140036","0","0","14","36"
"0","0","0","vo_nyx_0307","0","vo_nyx","2","1140037","0","0","14","37"
"0","135","0","0","0","0","1","1140038","1.079","8","14","38"
"1.6","0","1","0","0","0","4","1140039","0","0","14","39"
"0","280","0","0","135","0","1","1140040","2.353","8","14","40"
"3.511","0","1","0","0","0","4","1140041","0","0","14","41"
"0","0","0","vo_nyx_0308","0","vo_nyx","2","1140042","0","0","14","42"
"0","400","0","0","280","0","1","1140043","0.511","8","14","43"
"0.511","0","1","0","0","0","4","1140044","0","0","14","44"
"0","148","0","0","0","0","1","1140045","1.154","9","14","45"
"1.511","0","1","0","0","0","4","1140046","0","0","14","46"
"0","405","0","0","148","0","1","1140047","3.186","9","14","47"
"4.034","0","1","0","0","0","4","1140048","0","0","14","48"
"0","0","0","vo_nyx_0309","0","vo_nyx","2","1140049","0","0","14","49"
"0","405","0","0","0","0","1","1140050","3.486","10","14","50"
"4.563","0","1","0","0","0","4","1140051","0","0","14","51"
"0","0","0","vo_nyx_0310","0","vo_nyx","2","1140052","0","0","14","52"
"0","150","0","0","0","0","1","1140053","0.815","11","14","53"
"2.384","0","1","0","0","0","4","1140054","0","0","14","54"
"0","0","0","vo_nyx_0311","0","vo_nyx","2","1140055","0","0","14","55"
"0","191","0","0","0","0","1","1140056","1.726","12","14","56"
"2.212","0","1","0","0","0","4","1140057","0","0","14","57"
"0","360","0","0","191","0","1","1140058","2.239","12","14","58"
"2.898","0","1","0","0","0","4","1140059","0","0","14","59"
"0","398","0","0","360","0","1","1140060","0.691","12","14","60"
"0","0","3","0","0","0","4","1140061","0","0","14","61"
"0.691","0","1","0","0","0","4","1140062","0","0","14","62"
"0","134","0","0","0","0","1","1140063","0.499","13","14","63"
"1.799","0","1","0","0","0","4","1140064","0","0","14","64"
"4","0","3","0","0","0","4","1140065","0","0","14","65"
"0","0","0","vo_nyx_0312","0","vo_nyx","2","1140066","0","0","14","66"
"0","375","0","0","134","0","1","1140067","0.674","13","14","67"
"1.251","0","1","0","0","0","4","1140068","0","0","14","68"
"0","375","0","0","375","0","1","1140069","0.959","13","14","69"
"1.676","0","1","0","0","0","4","1140070","0","0","14","70"
"0","375","0","0","375","0","1","1140071","1.894","13","14","71"
"1.894","0","1","0","0","0","4","1140072","0","0","14","72"
"0","120","0","0","0","0","1","1140073","0.844","14","14","73"
"2.644","0","1","0","0","0","4","1140074","0","0","14","74"
"1","0","3","0","0","0","4","1220001","0","0","22","1"
"0","0","0","vo_nyx_0401","0","vo_nyx","2","1220002","0","0","22","2"
"0","272","0","0","0","0","1","1220003","1.578","1","22","3"
"2.06","0","1","0","0","0","4","1220004","0","0","22","4"
"0","325","0","0","272","0","1","1220005","1.339","1","22","5"
"1.417","0","1","0","0","0","4","1220006","0","0","22","6"
"0","229","0","0","0","0","1","1220007","1.412","2","22","7"
"2.549","0","1","0","0","0","4","1220008","0","0","22","8"
"0","0","0","vo_nyx_0402","0","vo_nyx","2","1220009","0","0","22","9"
"0","360","0","0","229","0","1","1220010","1.74","2","22","10"
"2.249","0","1","0","0","0","4","1220011","0","0","22","11"
"0","390","0","0","360","0","1","1220012","0.455","2","22","12"
"0.455","0","1","0","0","0","4","1220013","0","0","22","13"
"0","188","0","0","0","0","1","1220014","1.361","3","22","14"
"2.433","0","1","0","0","0","4","1220015","0","0","22","15"
"0","0","0","vo_nyx_0403","0","vo_nyx","2","1220016","0","0","22","16"
"0","40","0","0","0","0","1","1220017","0.438","4","22","17"
"0.976","0","1","0","0","0","4","1220018","0","0","22","18"
"0","256","0","0","40","0","1","1220019","1.414","4","22","19"
"2.433","0","1","0","0","0","4","1220020","0","0","22","20"
"0","0","0","vo_nyx_0404","0","vo_nyx","2","1220021","0","0","22","21"
"0","119","0","0","0","0","1","1220022","1.829","5","22","22"
"2.237","0","1","0","0","0","4","1220023","0","0","22","23"
"0","340","0","0","119","0","1","1220024","1.018","5","22","24"
"1.965","0","1","0","0","0","4","1220025","0","0","22","25"
"2","0","3","0","0","0","4","1220026","0","0","22","26"
"0","0","0","vo_nyx_0405","0","vo_nyx","2","1220027","0","0","22","27"
"0","392","0","0","340","0","1","1220028","0.455","5","22","28"
"0.455","0","1","0","0","0","4","1220029","0","0","22","29"
"0","52","0","0","0","0","1","1220030","0.586","6","22","30"
"1.124","0","1","0","0","0","4","1220031","0","0","22","31"
"0","221","0","0","52","0","1","1220032","1.953","6","22","32"
"2.356","0","1","0","0","0","4","1220033","0","0","22","33"
"0","375","0","0","221","0","1","1220034","1.083","6","22","34"
"1.083","0","1","0","0","0","4","1220035","0","0","22","35"
"0","74","0","0","0","0","1","1220036","0.71","7","22","36"
"1.533","0","1","0","0","0","4","1220037","0","0","22","37"
"0","210","0","0","74","0","1","1220038","0.947","7","22","38"
"2","0","3","0","0","0","4","1220039","0","0","22","39"
"1.349","0","1","0","0","0","4","1220040","0","0","22","40"
"0","329","0","0","210","0","1","1220041","0.87","7","22","41"
"0.87","0","1","0","0","0","4","1220042","0","0","22","42"
"0","203","0","0","0","0","1","1220043","1.758","8","22","43"
"2.198","0","1","0","0","0","4","1220044","0","0","22","44"
"0","342","0","0","203","0","1","1220045","1.601","8","22","45"
"2.097","0","1","0","0","0","4","1220046","0","0","22","46"
"0","393","0","0","342","0","1","1220047","0.546","8","22","47"
"0.546","0","1","0","0","0","4","1220048","0","0","22","48"
"0","390","0","0","0","0","1","1220049","1.277","9","22","49"
"1.656","0","1","0","0","0","4","1220050","0","0","22","50"
"0","390","0","0","390","0","1","1220051","2.113","9","22","51"
"3.362","0","1","0","0","0","4","1220052","0","0","22","52"
"3","0","3","0","0","0","4","1220053","0","0","22","53"
"0","0","0","vo_nyx_0406","0","vo_nyx","2","1220054","0","0","22","54"
"0","259","0","0","0","0","1","1220055","2.628","10","22","55"
"3.131","0","1","0","0","0","4","1220056","0","0","22","56"
"0","345","0","0","259","0","1","1220057","0.846","10","22","57"
"1.249","0","1","0","0","0","4","1220058","0","0","22","58"
"0","396","0","0","345","0","1","1220059","0.516","10","22","59"
"0.593","0","1","0","0","0","4","1220060","0","0","22","60"
"0","318","0","0","0","0","1","1220061","2.285","11","22","61"
"3.475","0","1","0","0","0","4","1220062","0","0","22","62"
"4","0","3","0","0","0","4","1220063","0","0","22","63"
"0","0","0","vo_nyx_0407","0","vo_nyx","2","1220064","0","0","22","64"
"0","258","0","0","0","0","1","1220065","2.326","12","22","65"
"2.872","0","1","0","0","0","4","1220066","0","0","22","66"
"0","395","0","0","258","0","1","1220067","1.488","12","22","67"
"1.488","0","1","0","0","0","4","1220068","0","0","22","68"
"0","220","0","0","0","0","1","1220069","1.728","13","22","69"
"2.711","0","1","0","0","0","4","1220070","0","0","22","70"
"0","0","0","vo_nyx_0408","0","vo_nyx","2","1220071","0","0","22","71"
"0","22","0","0","0","0","1","1220072","0.408","15","22","72"
"0.929","0","1","0","0","0","4","1220073","0","0","22","73"
"0","184","0","0","22","0","1","1220074","1.122","15","22","74"
"2.922","0","1","0","0","0","4","1220075","0","0","22","75"
"1","0","3","0","0","0","4","1230001","0","0","23","1"
"0","0","0","vo_nyx_0501","0","vo_nyx","2","1230002","0","0","23","2"
"0","390","0","0","0","0","1","1230003","3.048","1","23","3"
"3.048","0","1","0","0","0","4","1230004","0","0","23","4"
"0","67","0","0","0","0","1","1230005","0.731","2","23","5"
"1.507","0","1","0","0","0","4","1230006","0","0","23","6"
"0","0","0","vo_nyx_0502","0","vo_nyx","2","1230007","0","0","23","7"
"0","323","0","0","67","0","1","1230008","2.093","2","23","8"
"2.341","0","1","0","0","0","4","1230009","0","0","23","9"
"0","378","0","0","323","0","1","1230010","0.644","2","23","10"
"0.993","0","1","0","0","0","4","1230011","0","0","23","11"
"0","202","0","0","0","0","1","1230012","1.737","3","23","12"
"2.616","0","1","0","0","0","4","1230013","0","0","23","13"
"0","0","0","vo_nyx_0503","0","vo_nyx","2","1230014","0","0","23","14"
"0","395","0","0","202","0","1","1230015","1.866","3","23","15"
"1.866","0","1","0","0","0","4","1230016","0","0","23","16"
"0","135","0","0","0","0","1","1230017","1.039","4","23","17"
"1.496","0","1","0","0","0","4","1230018","0","0","23","18"
"0","305","0","0","135","0","1","1230019","1.355","4","23","19"
"2.334","0","1","0","0","0","4","1230020","0","0","23","20"
"0","0","0","vo_nyx_0504","0","vo_nyx","2","1230021","0","0","23","21"
"0","35","0","0","0","0","1","1230022","0.422","6","23","22"
"0.845","0","1","0","0","0","4","1230023","0","0","23","23"
"0","360","0","0","35","0","1","1230024","2.026","6","23","24"
"2.563","0","1","0","0","0","4","1230025","0","0","23","25"
"0","0","0","vo_nyx_0505","0","vo_nyx","2","1230026","0","0","23","26"
"0","68","0","0","0","0","1","1230027","0.865","8","23","27"
"1.207","0","1","0","0","0","4","1230028","0","0","23","28"
"0","360","0","0","68","0","1","1230029","1.873","8","23","29"
"2.166","0","1","0","0","0","4","1230030","0","0","23","30"
"0","360","0","0","0","0","1","1230031","2.558","9","23","31"
"2","0","3","0","0","0","4","1230032","0","0","23","32"
"3.202","0","1","0","0","0","4","1230033","0","0","23","33"
"0","221","0","0","0","0","1","1230034","2.381","10","23","34"
"2.938","0","1","0","0","0","4","1230035","0","0","23","35"
"0","0","0","vo_nyx_0506","0","vo_nyx","2","1230036","0","0","23","36"
"0","410","0","0","221","0","1","1230037","1.241","10","23","37"
"1.657","0","1","0","0","0","4","1230038","0","0","23","38"
"0","375","0","0","0","0","1","1230039","2.871","11","23","39"
"3","0","3","0","0","0","4","1230040","0","0","23","40"
"3.435","0","1","0","0","0","4","1230041","0","0","23","41"
"0","0","0","vo_nyx_0507","0","vo_nyx","2","1230042","0","0","23","42"
"0","103","0","0","0","0","1","1230043","0.717","12","23","43"
"1.026","0","1","0","0","0","4","1230044","0","0","23","44"
"0","395","0","0","103","0","1","1230045","2.843","12","23","45"
"3.603","0","1","0","0","0","4","1230046","0","0","23","46"
"0","0","0","vo_nyx_0508","0","vo_nyx","2","1230047","0","0","23","47"
"0","138","0","0","0","0","1","1230048","1.417","13","23","48"
"2.029","0","1","0","0","0","4","1230049","0","0","23","49"
"0","355","0","0","138","0","1","1230050","1.78","13","23","50"
"3.58","0","1","0","0","0","4","1230051","0","0","23","51"
"1","0","3","0","0","0","4","1240001","0","0","24","1"
"0","0","0","vo_nyx_0601","0","vo_nyx","2","1240002","0","0","24","2"
"0","92","0","0","0","0","1","1240003","0.945","1","24","3"
"1.808","0","1","0","0","0","4","1240004","0","0","24","4"
"0","0","0","vo_nyx_0602","0","vo_nyx","2","1240005","0","0","24","5"
"0","395","0","0","0","0","1","1240006","3.225","2","24","6"
"4.362","0","1","0","0","0","4","1240007","0","0","24","7"
"0","0","0","vo_nyx_0603","0","vo_nyx","2","1240008","0","0","24","8"
"0","392","0","0","0","0","1","1240009","2.828","3","24","9"
"4.36","0","1","0","0","0","4","1240010","0","0","24","10"
"0","0","0","vo_nyx_0604","0","vo_nyx","2","1240011","0","0","24","11"
"0","87","0","0","0","0","1","1240012","1.212","4","24","12"
"2.171","0","1","0","0","0","4","1240013","0","0","24","13"
"0","350","0","0","87","0","1","1240014","1.656","4","24","14"
"2.769","0","1","0","0","0","4","1240015","0","0","24","15"
"0","0","0","vo_nyx_0605","0","vo_nyx","2","1240016","0","0","24","16"
"0","24","0","0","0","0","1","1240017","0.168","5","24","17"
"1.256","0","1","0","0","0","4","1240018","0","0","24","18"
"0","98","0","0","24","0","1","1240019","0.478","5","24","19"
"0.535","0","1","0","0","0","4","1240020","0","0","24","20"
"0","150","0","0","98","0","1","1240021","0.735","5","24","21"
"2.444","0","1","0","0","0","4","1240022","0","0","24","22"
"0","0","0","vo_nyx_0606","0","vo_nyx","2","1240023","0","0","24","23"
"0","112","0","0","0","0","1","1240024","1.607","7","24","24"
"2.16","0","1","0","0","0","4","1240025","0","0","24","25"
"0","400","0","0","112","0","1","1240026","2.119","7","24","26"
"2.647","0","1","0","0","0","4","1240027","0","0","24","27"
"0","182","0","0","0","0","1","1240028","1.802","8","24","28"
"2","0","3","0","0","0","4","1240029","0","0","24","29"
"2.817","0","1","0","0","0","4","1240030","0","0","24","30"
"0","0","0","vo_nyx_0607","0","vo_nyx","2","1240031","0","0","24","31"
"0","395","0","0","182","0","1","1240032","1.981","8","24","32"
"2.842","0","1","0","0","0","4","1240033","0","0","24","33"
"0","172","0","0","0","0","1","1240034","1.894","9","24","34"
"3.737","0","1","0","0","0","4","1240035","0","0","24","35"
"0","0","0","vo_nyx_0608","0","vo_nyx","2","1240036","0","0","24","36"
"0","209","0","0","172","0","1","1240037","0.82","9","24","37"
"1.754","0","1","0","0","0","4","1240038","0","0","24","38"
"0","400","0","0","209","0","1","1240039","2.752","9","24","39"
"3.272","0","1","0","0","0","4","1240040","0","0","24","40"
"3","0","3","0","0","0","4","1240041","0","0","24","41"
"0","0","0","vo_nyx_0609","0","vo_nyx","2","1240042","0","0","24","42"
"0","100","0","0","0","0","1","1240043","1.283","11","24","43"
"2.322","0","1","0","0","0","4","1240044","0","0","24","44"
"4","0","3","0","0","0","4","1240045","0","0","24","45"
"0","0","0","vo_nyx_0610","0","vo_nyx","2","1240046","0","0","24","46"
"0","75","0","0","0","0","1","1240047","0.86","12","24","47"
"0.86","0","1","0","0","0","4","1240048","0","0","24","48"
"0","75","0","0","75","0","1","1240049","1.242","12","24","49"
"2.086","0","1","0","0","0","4","1240050","0","0","24","50"
"5","0","3","0","0","0","4","1240051","0","0","24","51"
"0","0","0","vo_nyx_0611","0","vo_nyx","2","1240052","0","0","24","52"
"0","242","0","0","75","0","1","1240053","0.735","12","24","53"
"1.789","0","1","0","0","0","4","1240054","0","0","24","54"
"0","0","0","vo_nyx_0612","0","vo_nyx","2","1240055","0","0","24","55"
"0","80","0","0","0","0","1","1240056","1","13","24","56"
"2.104","0","1","0","0","0","4","1240057","0","0","24","57"
"6","0","3","0","0","0","4","1240058","0","0","24","58"
"0","0","0","vo_nyx_0613","0","vo_nyx","2","1240059","0","0","24","59"
"0","40","0","0","0","0","1","1240060","1.189","14","24","60"
"1.189","0","1","0","0","0","4","1240061","0","0","24","61"
