4a1e786e511202479610022e5af8b7cb058ff67e5aa8f8b636d04201b3953c1d,6a88b75511520449abd120bb7486154421cf295564df2cc8c96183e05bcc0012,0f7cb5c404e2b5fe22c169d7924c17ce6e6daf1dac29bdac32c8b33df238a7b8,a46b41e0b7aa2a79f9a98c873d35f270356b96bcb1566e20224c2a49c6031ab3,496c5fccd223e0bcf363bd1ba3deb2121830c899302b25641a5d5cdbfb2a07cb,2de0cf8828265476399f754f7fcbc5efb064c38b6edd73d4e858bbac9caf5793,caf6c0fdbb806240cac0caad11693091b8a328a4de70ff9acbb86dbc616c8d6a,14f98f9a25ea14e1be2652a723a85f11dc02d940c280af73205c00b94f50244a,d5f0cb1e159597396e0a49fd4ec653f60bf14aa22249664a63f234dbafa650af,17f6907211c8d53a7e5b6e9170d48fc248e585fb74e50f1a2482cfc03b07919e,de162acb8ab2769eb9b2b8bdf18510bed286581dd08413ce4335a09951f5e3e4,9deccbd0512320a9c58204c14880a9a7201163e4d0471c4b308d089074be34a1,7108ab16e0660296dcd2574bc9c448432dfb568372969e9b9eea99e08f0bc026,2684587ce1e072ed538a5b81b6309d7428d4532a2903e0a2099845f80552dd53,bb05eb416a456d9b706043227d8a2f3f0c75c95be65b3357bf27d5ea90d4a594,375f09760c4435e9145089ec53639259f3e8af889c9b111b84cee4c36bbdeac0,a9bdb8e32ad22c0c5e24987ed48d73e904bdcc6b92a04cdab7595a218ffc700f,5dc232946f36de24b703596726ac20154cfa5cd8fea564a67331b2f3281c8146
"405","0","2","211","0","0","17001110","0","1","","103","1","0","體力應援包第{1}天的獎勵","7","3","99559","3"
"0","0","2","212","34","0","0","0","0","","0","0","0","","0","4","9403","4"
"0","0","4","213","31","0","0","0","0","","0","0","0","","0","4","9404","5"
"0","0","6","214","37","0","0","0","0","","0","0","0","","0","4","9405","6"
"0","0","8","215","38","0","0","0","0","","0","0","0","","0","4","9406","7"
"0","0","31","517","38","0","0","0","0","","0","0","0","","0","4","9411","8"
"0","0","33","518","38","0","0","0","0","","0","0","0","","0","4","9412","9"
"0","0","1","519","0","0","0","0","0","","908","0","0","","30","5","9319","109"
"0","0","23","520","34","0","0","0","0","","0","0","0","","0","4","9407","4"
"0","0","25","521","31","0","0","0","0","","0","0","0","","0","4","9408","5"
"0","0","27","522","37","0","0","0","0","","0","0","0","","0","4","9409","6"
"0","0","29","523","38","0","0","0","0","","0","0","0","","0","4","9410","7"
"0","0","24","536","34","0","0","0","0","","0","0","0","","0","4","9413","4"
"0","0","26","537","31","0","0","0","0","","0","0","0","","0","4","9414","5"
"0","0","28","538","37","0","0","0","0","","0","0","0","","0","4","9415","6"
"0","0","30","539","38","0","0","0","0","","0","0","0","","0","4","9416","7"
"0","0","32","540","38","0","0","0","0","","0","0","0","","0","4","9417","8"
"0","0","34","541","38","0","0","0","0","","0","0","0","","0","4","9418","9"
"0","0","35","542","37","0","0","0","0","","0","0","0","","0","4","9419","10"
"0","0","36","543","37","0","0","0","0","","0","0","0","","0","4","9420","11"
"0","0","1","550","0","0","0","0","0","","908","0","0","","30","5","9319","110"
"0","0","37","561","34","0","0","0","0","","0","0","0","","0","4","9421","4"
"0","0","38","562","31","0","0","0","0","","0","0","0","","0","4","9422","5"
"0","0","39","563","37","0","0","0","0","","0","0","0","","0","4","9423","6"
"0","0","40","564","38","0","0","0","0","","0","0","0","","0","4","9424","7"
"0","0","41","565","37","0","0","0","0","","0","0","0","","0","4","9425","8"
"0","0","42","566","37","0","0","0","0","","0","0","0","","0","4","9426","9"
"0","0","43","567","37","0","0","0","0","","0","0","0","","0","4","9427","10"
"0","0","44","568","37","0","0","0","0","","0","0","0","","0","4","9428","11"
"0","0","45","569","37","0","0","0","0","","0","0","0","","0","4","9429","12"
"0","0","46","570","37","0","0","0","0","","0","0","0","","0","4","9430","13"
"0","0","1","571","0","0","0","0","0","","908","0","0","","30","5","9319","111"
"0","0","1","572","0","0","0","0","0","","908","0","0","","30","5","9319","112"
"0","0","1","575","0","0","0","0","0","","908","0","0","","30","5","9319","113"
"0","0","1","609","0","0","0","0","0","","908","0","0","","30","5","9319","114"
"0","0","1","616","0","0","0","0","0","","908","0","0","","30","5","9319","124"
"0","0","27","617","0","0","0","0","0","","0","0","0","","0","0","99634","115"
"0","0","28","618","0","0","0","0","0","","0","0","0","","0","0","99635","116"
"0","0","29","619","0","0","0","0","0","","0","0","0","","0","0","99636","117"
"0","0","30","620","0","0","0","0","0","","0","0","0","","0","0","99638","118"
"0","0","11","621","0","0","0","0","0","","0","0","0","","0","4","99639","119"
"0","0","12","622","0","0","0","0","0","","0","0","0","","0","4","99640","120"
"0","0","13","623","0","0","0","0","0","","0","0","0","","0","4","99641","121"
"0","0","14","624","0","0","0","0","0","","0","0","0","","0","4","99642","122"
"0","0","15","625","0","0","0","0","0","","0","0","0","","0","4","99643","123"
"0","0","1","626","0","0","0","0","0","","908","0","0","","30","5","9319","125"
"0","0","1","627","0","0","0","0","0","","0","0","0","","0","6","9431","126"
"0","0","1","628","0","0","0","0","0","","0","0","0","","0","6","9431","127"
"0","0","31","629","0","0","0","0","0","","0","0","0","","0","0","99650","128"
"0","0","32","630","0","0","0","0","0","","0","0","0","","0","0","99651","129"
"0","0","33","631","0","0","0","0","0","","0","0","0","","0","0","99652","117"
"0","0","1","632","0","0","0","0","0","","908","0","0","","30","5","9319","130"
"0","0","1","633","0","0","0","0","0","","0","0","0","","0","7","9319","131"
"0","0","2","634","0","0","0","0","0","","0","0","0","","0","6","9432","132"
"0","0","2","635","0","0","0","0","0","","0","0","0","","0","6","9432","133"
"0","0","34","637","0","0","0","0","0","","0","0","0","","0","0","99658","117"
"0","0","35","638","0","0","0","0","0","","0","0","0","","0","0","99659","134"
"0","0","36","639","0","0","0","0","0","","0","0","0","","0","0","99660","135"
"0","0","37","640","0","0","0","0","0","","0","0","0","","0","0","99661","136"
"0","0","1","641","0","0","0","0","0","","908","0","0","","30","5","9319","137"
"0","0","3","642","0","0","0","0","0","","0","0","0","","0","6","9433","138"
"0","0","34","643","0","0","0","0","0","","0","0","0","","0","0","99669","117"
"0","0","35","644","0","0","0","0","0","","0","0","0","","0","0","99670","134"
"0","0","36","645","0","0","0","0","0","","0","0","0","","0","0","99671","135"
"0","0","37","646","0","0","0","0","0","","0","0","0","","0","0","99672","136"
"0","0","2","648","0","0","0","0","0","","0","0","0","","0","6","99674","139"
"0","0","1","649","0","0","0","0","0","","908","0","0","","30","5","9319","140"
"0","0","5","650","0","0","0","0","0","","0","0","0","","0","6","99677","141"
"0","0","6","651","0","0","0","0","0","","0","0","0","","0","6","9435","142"
"0","0","7","652","0","0","0","0","0","","0","0","0","","0","6","9435","143"
"0","0","8","653","0","0","0","0","0","","0","0","0","","0","6","9435","144"
"0","0","9","654","0","0","0","0","0","","0","0","0","","0","6","9435","145"
"0","0","10","655","0","0","0","0","0","","0","0","0","","0","6","9435","146"
"0","0","1","656","0","0","0","0","0","","908","0","0","","30","5","9319","147"
"0","0","4","657","0","0","0","0","0","","0","0","0","","0","6","9434","148"
"0","0","34","659","0","0","0","0","0","","0","0","0","","0","0","99687","117"
"0","0","35","660","0","0","0","0","0","","0","0","0","","0","0","99688","134"
"0","0","37","661","0","0","0","0","0","","0","0","0","","0","0","99689","136"
"0","0","5","662","0","0","0","0","0","","0","0","0","","0","6","9438","149"
"0","0","4","663","0","0","0","0","0","","0","0","0","","0","6","9434","150"
"0","0","1","664","0","0","0","0","0","","908","0","0","","30","5","9319","151"
"0","0","6","665","0","0","0","0","0","","0","0","0","","0","6","9437","152"
"0","0","5","666","0","0","0","0","0","","0","0","0","","0","6","99674","139"
"0","0","7","667","0","0","0","0","0","","0","0","0","","0","6","9435","142"
"0","0","8","668","0","0","0","0","0","","0","0","0","","0","6","9435","143"
"0","0","9","669","0","0","0","0","0","","0","0","0","","0","6","9435","144"
"0","0","10","670","0","0","0","0","0","","0","0","0","","0","6","9435","145"
"0","0","11","671","0","0","0","0","0","","0","0","0","","0","6","9435","146"
"0","0","3","672","0","0","0","0","0","","0","0","0","","0","6","9439","153"
"0","0","14","673","0","0","0","0","0","","0","0","0","","0","6","9438","154"
"0","0","1","674","0","0","0","0","0","","908","0","0","","30","5","9319","155"
"0","0","3","675","0","0","0","0","0","","0","0","0","","0","6","99677","139"
"0","0","4","676","0","0","0","0","0","","0","0","0","","0","6","9434","156"
"0","0","5","677","0","0","0","0","0","","0","0","0","","0","6","9437","157"
"0","0","8","678","0","0","0","0","0","","0","0","0","","0","6","9436","158"
"0","0","7","679","0","0","0","0","0","","0","0","0","","0","6","9436","159"
"0","0","6","680","0","0","0","0","0","","0","0","0","","0","6","9436","160"
"0","0","9","681","0","0","0","0","0","","0","0","0","","0","6","9436","142"
"0","0","10","682","0","0","0","0","0","","0","0","0","","0","6","9436","143"
"0","0","11","683","0","0","0","0","0","","0","0","0","","0","6","9436","144"
"0","0","12","684","0","0","0","0","0","","0","0","0","","0","6","9436","145"
"0","0","13","685","0","0","0","0","0","","0","0","0","","0","6","9436","146"
"0","0","12","686","0","0","0","0","0","","0","0","0","","0","6","9436","158"
"0","0","11","687","0","0","0","0","0","","0","0","0","","0","6","9436","159"
"0","0","10","688","0","0","0","0","0","","0","0","0","","0","6","9436","160"
"0","0","13","689","0","0","0","0","0","","0","0","0","","0","6","9436","142"
"0","0","14","690","0","0","0","0","0","","0","0","0","","0","6","9436","143"
"0","0","12","691","0","0","0","0","0","","0","0","0","","0","6","9436","144"
"0","0","13","692","0","0","0","0","0","","0","0","0","","0","6","9436","145"
"0","0","14","693","0","0","0","0","0","","0","0","0","","0","6","9436","146"
"0","0","8","694","0","0","0","0","0","","0","0","0","","0","6","9437","161"
"0","0","7","695","0","0","0","0","0","","0","0","0","","0","6","9434","162"
"0","0","4","696","0","0","0","0","0","","0","0","0","","0","6","99695","139"
"0","0","1","697","0","0","0","0","0","","908","0","0","","30","5","9319","163"
"0","0","1","698","0","0","0","0","0","","908","0","0","","30","5","9319","164"
"0","0","22","699","0","0","0","0","0","","0","0","0","","0","6","9433","165"
"0","0","20","700","0","0","0","0","0","","0","0","0","","0","6","9444","166"
"0","0","19","701","0","0","0","0","0","","0","0","0","","0","6","9443","167"
"0","0","34","703","0","0","0","0","0","","0","0","0","","0","0","99697","117"
"0","0","35","704","0","0","0","0","0","","0","0","0","","0","0","99698","134"
"0","0","37","705","0","0","0","0","0","","0","0","0","","0","0","99699","136"
"0","0","31","706","0","0","0","0","0","","0","0","0","","0","0","99700","168"
"0","0","32","707","0","0","0","0","0","","0","0","0","","0","0","99701","169"
"0","0","9","708","0","0","0","0","0","","0","0","0","","0","6","9434","170"
"0","0","10","709","0","0","0","0","0","","0","0","0","","0","6","9437","171"
"0","0","7","710","0","0","0","0","0","","0","0","0","","0","6","9441","139"
"0","0","13","711","0","0","0","0","0","","0","0","0","","0","6","9436","158"
"0","0","12","712","0","0","0","0","0","","0","0","0","","0","6","9436","159"
"0","0","11","713","0","0","0","0","0","","0","0","0","","0","6","9436","160"
"0","0","14","714","0","0","0","0","0","","0","0","0","","0","6","9436","142"
"0","0","15","715","0","0","0","0","0","","0","0","0","","0","6","9436","143"
"0","0","16","716","0","0","0","0","0","","0","0","0","","0","6","9436","144"
"0","0","17","717","0","0","0","0","0","","0","0","0","","0","6","9436","145"
"0","0","18","718","0","0","0","0","0","","0","0","0","","0","6","9436","146"
"0","0","1","719","0","0","0","0","0","","908","0","0","","30","5","9319","172"
"0","0","6","720","0","0","0","0","0","","0","0","0","","0","6","9445","173"
"0","0","8","721","0","0","0","0","0","","0","0","0","","0","6","9438","174"
"0","0","5","722","0","0","0","0","0","","0","0","0","","0","6","9446","175"
"0","0","1","723","0","0","0","0","0","","0","0","0","","0","6","9448","176"
"0","0","9","724","0","0","0","0","0","","0","0","0","","0","6","99709","177"
"0","0","11","725","0","0","0","0","0","","0","0","0","","0","6","9438","174"
"0","0","0","726","0","0","0","0","0","","0","0","0","","0","6","9437","178"
"0","0","0","727","0","0","0","0","0","","0","0","0","","0","6","9434","179"
"0","0","0","728","0","0","0","0","0","","0","0","0","","0","6","99695","180"
"0","0","0","729","0","0","0","0","0","","0","0","0","","0","6","9436","158"
"0","0","0","730","0","0","0","0","0","","0","0","0","","0","6","9436","159"
"0","0","0","731","0","0","0","0","0","","0","0","0","","0","6","9436","160"
"0","0","0","732","0","0","0","0","0","","0","0","0","","0","6","9436","142"
"0","0","0","733","0","0","0","0","0","","0","0","0","","0","6","9436","143"
"0","0","0","734","0","0","0","0","0","","0","0","0","","0","6","9436","144"
"0","0","0","735","0","0","0","0","0","","0","0","0","","0","6","9436","145"
"0","0","0","736","0","0","0","0","0","","0","0","0","","0","6","9436","146"
"0","0","1","737","0","0","0","0","0","","908","0","0","","30","5","9319","181"
"0","0","0","738","0","0","0","6","0","","0","0","0","30天內活動禮包","30","10","9450","182"
"0","0","2","739","0","0","0","0","0","","0","0","0","","0","6","9451","183"
"0","0","34","741","0","0","0","0","0","","0","0","0","","0","0","99712","117"
"0","0","35","742","0","0","0","0","0","","0","0","0","","0","0","99713","134"
"0","0","37","743","0","0","0","0","0","","0","0","0","","0","0","99714","136"
"0","0","31","744","0","0","0","0","0","","0","0","0","","0","0","99715","184"
"0","0","32","745","0","0","0","0","0","","0","0","0","","0","0","99716","185"
