f3ef84b895a22268622cbcdf412d717cb1cc8923a57894957a2433dc05ceb1d6,6a4606c2b4f7ae0d0906f1e691549c15b1dbfc54ca9c5e0ecf4aa6362fa2f6e9,61bc5a4afac597d1b1adece6acfe4725bcc1e6e7997c0417b3d98264bcfbfb80,c69fad87cd073612416e48a1fd590645527a69bea087e53a9bcd3f001aed2d65,a5a7061f9f3860ed3d8a6c78d7ad71775c1c8ed51d430a6f78bf3acb58c33bbe,57ec4bc05790b34c0bea04669f16d22d24faefc87d8fa3bb319cbcc0546560f1,55a220d0d1259bcfbcdd6bab353641a67cc0410d3fffbeed6c42e033b9024aac,043b32a0f6fe340a583e0fdae153047358fa0ec49b9212e8f0fa7e8d60086ff7,5d025ab1c051db0ff68a39528bd14635219dd01ad09ef2c8c812b3ab75345275,89146b2849e7b6ef62032409023d362e9bb833b0e34ee65254ba7030c1e10f8e,2eedc0d3d225e61c996140e8f0f7a12e5fbc4d2f0e6ffd06a91f68635c94af13
"1007401","110","1","0","-220","5","1.7","11","NoItem","1007401006","-200"
"1007401","105","1","0","-220","5","1.7","12","NoItem","1007401007","-200"
"1007401","110","1","1","-220","5","1.7","21","NoItem","1007401008","185"
"1007401","105","1","1","-220","5","1.7","22","NoItem","1007401009","185"
"1007401","1","11","0","0","6","0","1","","1007401010","1"
"1007401","1","12","0","0","6","0","1","","1007401011","1"
"1007401","1","21","0","0","6","0","1","","1007401012","1"
"1007401","1","22","0","0","6","0","1","","1007401013","1"
"1007401","110","1","0","-220","5","1.7","31","NoItem","1007401014","-1000"
"1007401","","0","","","91","","","","1007401015",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007401016",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4001","","1007401017","0"
"1007401","7","117531","0","0","11","0","下一位請進～","0.5","1007401018","0"
"1007401","","0","","","91","","","","1007401019",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle","","1007401020",""
"1007401","1","100211","","","3","0.2","mhp_anna_walk_sad","","1007401021",""
"1007401","-220","100211","","0","2","","-200","","1007401022","4"
"1007401","1","31","","","3","0.2","NoItem","","1007401023",""
"1007401","-220","31","","0","2","","-200","","1007401024","4"
"1007401","","0","","","91","","","","1007401025",""
"1007401","0","100211","0.2","1","3","0.2","mhp_sit_in_sad","","1007401026","mhp_sit_idle_sad"
"1007401","","1","","","93","","","","1007401027",""
"1007401","1","100211","","","3","0.2","mhp_sit_talk_sad","","1007401028",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4002","","1007401029","0"
"1007401","7","100211","0","0","11","0","那、那個……久疏問候，好久不見。","0.5","1007401030","1"
"1007401","","0","","","91","","","","1007401031",""
"1007401","1","100211","","","3","0.2","mhp_sit_idle_sad","","1007401032",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007401033",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4003","","1007401034","0"
"1007401","6","117531","0","0","11","0","好久不見，優衣。\n上次見面是在大家\n一起去大江戶町的那時候呢。","0.5","1007401035","1"
"1007401","","0","","","91","","","","1007401036",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle","","1007401037",""
"1007401","1","100211","","","3","0.2","mhp_sit_talk_memory","","1007401038",""
"1007401","1","31","","","3","0","mhp_yui_sit_talk_memory","","1007401039",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4004","","1007401040","0"
"1007401","3","100211","0","0","11","0","是啊，那時候雖然很辛苦，\n卻過得很開心呢，\n真想再去泡溫泉──\n溫、泉……啊，啊……","1.5","1007401041","1"
"1007401","","14","","","93","","1","","1007401042",""
"1007401","1","100211","","","3","0.2","mhp_yui_hot","","1007401043",""
"1007401","1","31","","","3","0.2","mhp_yui_hot","","1007401044",""
"1007401","","123","","","32","","1","","1007401045",""
"1007401","","se_10031400","","","23","","se_10031400_love","","1007401046",""
"1007401","","1007401041","","","91","","","","1007401047",""
"1007401","","3","","","93","","0","","1007401048",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_worry","","1007401049",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4005","","1007401050","0"
"1007401","6","117531","0","0","11","0","怎麼了？妳的臉很紅喔？","0.5","1007401051","1"
"1007401","","0","","","91","","","","1007401052",""
"1007401","","123","","","32","","0","","1007401053",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle","","1007401054",""
"1007401","1","100211","","","3","0.2","mhp_yui_sit_talk_worry","","1007401055",""
"1007401","1","31","","","3","0.2","NoItem","","1007401056",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4006","","1007401057","0"
"1007401","3","100211","0","0","11","0","關、關於這個，\n我最近經常臉頰突然發燙……\n這是什麼疾病嗎？","0.5","1007401058","1"
"1007401","","0","","","91","","","","1007401059",""
"1007401","1","100211","","0","3","0.2","mhp_yui_sit_idle_sad","","1007401060",""
"1007401","1","117531","","0","3","0.2","mhp_sit_talk_thinking","","1007401061",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4007","","1007401062","0"
"1007401","4","117531","0","0","11","0","我沒有辦法馬上斷定，\n但那說不定是很嚴重的疾病，\n而且還是不治之症呢。","0.5","1007401063","1"
"1007401","","0","","","91","","","","1007401064",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle_thinking","","1007401065",""
"1007401","1","100211","","","3","0.2","mhp_yui_sit_talk_sad","","1007401066",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4008","","1007401067","0"
"1007401","8","100211","0","0","11","0","怎麼會……","0.5","1007401068","1"
"1007401","","0","","","91","","","","1007401069",""
"1007401","1","100211","","","3","0.2","mhp_yui_sit_idle_sad","","1007401070",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007401071",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4009","","1007401072","0"
"1007401","4","117531","0","0","11","0","一般來說是不會危及性命，\n但要是拖得太久，可就麻煩了，\n所以今天就先──","0.5","1007401073","1"
"1007401","","0","","","91","","","","1007401074",""
"1007401","","0","","","22","","0","","1007401075",""
"1007401","0","拿條冷毛巾敷在額頭上。","","","103","","1007401079","","1007401076",""
"1007401","0","放空腦袋好好休息。","","","103","","1007401125","","1007401077",""
"1007401","0","我開個特製的中藥給妳。","","","103","","1007401142","","1007401078",""
"1007401","0","117531","0","1","3","0.2","mhp_sit_out","","1007401079","mhp_idle_normal"
"1007401","","0.6","","","93","","0","","1007401080",""
"1007401","0","100211","0","1","3","0.2","mhp_sit_out","","1007401081","mhp_idle_normal"
"1007401","","0.2","","","93","","0","","1007401082",""
"1007401","1","100211","","0","3","0.2","mhp_walk","","1007401083",""
"1007401","-220","100211","","0","2","","35","","1007401084","1.5"
"1007401","-220","31","","0","2","","35","","1007401085","1.5"
"1007401","-220","11","","0","2","","35","","1007401086","1.5"
"1007401","-220","12","","0","2","","35","","1007401087","1.5"
"1007401","","0.3","","","93","","0","","1007401088",""
"1007401","0","117531","0","1","3","0.2","mhp_handover_in","","1007401089","mhp_handover_loop"
"1007401","1","21","0","1","6","0","1","","1007401090","1"
"1007401","1","22","0","1","6","0","1","","1007401091","1"
"1007401","0","21","0","1","3","0.2","mhp_handover_in","","1007401092","mhp_handover_loop"
"1007401","0","22","0","1","3","0.2","mhp_item_EX0015_handover_in","","1007401093","mhp_item_EX0015_handover_loop"
"1007401","","1.2","","","93","","0","","1007401094",""
"1007401","0","100211","0","1","3","0.2","mhp_handover_receive_in","","1007401095","mhp_handover_receive_loop"
"1007401","1","11","0","1","6","0","1","","1007401096","1"
"1007401","1","12","0","1","6","0","1","","1007401097","1"
"1007401","0","11","0","1","3","0.2","mhp_receive_yui_in","","1007401098","mhp_receive_yui_loop"
"1007401","0","12","0","1","3","0.2","mhp_item_EX0015_receive_in","","1007401099","mhp_item_EX0015_receive_loop"
"1007401","","0.6","","","93","","0","","1007401100",""
"1007401","1","22","0","1","6","0.4","1","","1007401101","1"
"1007401","","0.4","","","93","","0","","1007401102",""
"1007401","0","117531","0","1","3","0.2","mhp_handover_out","","1007401103","mhp_idle_normal"
"1007401","0","21","0","1","3","0.2","mhp_handover_out","","1007401104","NoItem_idle"
"1007401","0","22","0","1","3","0.2","mhp_item_EX0015_handover_out","","1007401105","NoItem_idle"
"1007401","","0.4","","","93","","0","","1007401106",""
"1007401","0","100211","0","1","3","0.2","mhp_handover_receive_out","","1007401107","mhp_idle_normal"
"1007401","0","11","0","1","3","0.2","mhp_receive_yui_out","","1007401108","NoItem_idle"
"1007401","0","12","0","1","3","0.2","mhp_item_EX0015_receive_out","","1007401109","NoItem_idle"
"1007401","","2","","","93","","0","","1007401110",""
"1007401","1","100211","","","3","0.2","mhp_talk_worry","","1007401111",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4010","","1007401112","0"
"1007401","6","100211","0","0","11","0","這、這樣就能治好了嗎？","0.5","1007401113","1"
"1007401","","0","","","91","","","","1007401114",""
"1007401","1","100211","","","3","0.2","mhp_idle_worry","","1007401115",""
"1007401","1","117531","","","3","0.2","mhp_talk_normal","","1007401116",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4011","","1007401117","0"
"1007401","5","117531","0","0","11","0","不，這單純是症狀治療喔。\n但現在這樣就夠了，\n如果有什麼問題，妳就再來吧。","0.5","1007401118","1"
"1007401","","0","","","91","","","","1007401119",""
"1007401","","0","","","22","","0","","1007401120",""
"1007401","0","117531","0.2","1","3","0.2","mhp_sit_in","","1007401121","mhp_sit_idle"
"1007401","0","100211","","","3","0.2","mhp_yui_pekori","","1007401122",""
"1007401","","0","","","91","","","","1007401123",""
"1007401","","1007401186","","","101","","","","1007401124",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle","","1007401125",""
"1007401","1","100211","","","3","0.2","mhp_sit_talk_worry","","1007401126",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4012","","1007401127","0"
"1007401","11","100211","0","0","11","0","那個，不需要吃藥之類的嗎……","0.5","1007401128","1"
"1007401","","0","","","91","","","","1007401129",""
"1007401","1","100211","","","3","0.2","mhp_sit_idle_sad","","1007401130",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007401131",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4013","","1007401132","0"
"1007401","5","117531","0","0","11","0","不需要喔。想太多對身體不好，\n所以在生活中保持平靜的心靈，\n就是最好的方法。","0.5","1007401133","1"
"1007401","","0","","","91","","","","1007401134",""
"1007401","","0","","","22","","0","","1007401135",""
"1007401","1","117531","","","3","0.2","mhp_sit_idle","","1007401136",""
"1007401","0","100211","","","3","0.2","mhp_yui_sit_pekori","","1007401137",""
"1007401","","0","","","91","","","","1007401138",""
"1007401","0","100211","","","3","0.2","mhp_sit_out","","1007401139",""
"1007401","","0","","","91","","","","1007401140",""
"1007401","","1007401186","","","101","","","","1007401141",""
"1007401","0","117531","0","1","3","0.2","mhp_sit_out","","1007401142","mhp_idle_normal"
"1007401","","0.6","","","93","","0","","1007401143",""
"1007401","0","100211","0","1","3","0.2","mhp_sit_out","","1007401144","mhp_idle_normal"
"1007401","","0.2","","","93","","0","","1007401145",""
"1007401","1","100211","","0","3","0.2","mhp_walk","","1007401146",""
"1007401","-220","100211","","0","2","","35","","1007401147","1.5"
"1007401","-220","31","","0","2","","35","","1007401148","1.5"
"1007401","-220","11","","0","2","","35","","1007401149","1.5"
"1007401","-220","12","","0","2","","35","","1007401150","1.5"
"1007401","","0.3","","","93","","0","","1007401151",""
"1007401","0","117531","0","1","3","0.2","mhp_handover_in","","1007401152","mhp_handover_loop"
"1007401","1","21","0","1","6","0","1","","1007401153","1"
"1007401","1","22","0","1","6","0","1","","1007401154","1"
"1007401","0","21","0","1","3","0.2","mhp_handover_in","","1007401155","mhp_handover_loop"
"1007401","0","22","0","1","3","0.2","mhp_item_EX0007_handover_in","","1007401156","mhp_item_EX0007_handover_loop"
"1007401","","1.2","","","93","","0","","1007401157",""
"1007401","0","100211","0","1","3","0.2","mhp_handover_receive_in","","1007401158","mhp_handover_receive_loop"
"1007401","1","11","0","1","6","0","1","","1007401159","1"
"1007401","1","12","0","1","6","0","1","","1007401160","1"
"1007401","0","11","0","1","3","0.2","mhp_receive_yui_in","","1007401161","mhp_receive_yui_loop"
"1007401","0","12","0","1","3","0.2","mhp_item_EX0007_receive_in","","1007401162","mhp_item_EX0007_receive_loop"
"1007401","","0.6","","","93","","0","","1007401163",""
"1007401","1","22","0","1","6","0.4","1","","1007401164","1"
"1007401","","0.4","","","93","","0","","1007401165",""
"1007401","0","117531","0","1","3","0.2","mhp_handover_out","","1007401166","mhp_idle_normal"
"1007401","0","21","0","1","3","0.2","mhp_handover_out","","1007401167","NoItem_idle"
"1007401","0","22","0","1","3","0.2","mhp_item_EX0007_handover_out","","1007401168","NoItem_idle"
"1007401","","0.4","","","93","","0","","1007401169",""
"1007401","0","100211","0","1","3","0.2","mhp_handover_receive_out","","1007401170","mhp_idle_normal"
"1007401","0","11","0","1","3","0.2","mhp_receive_yui_out","","1007401171","NoItem_idle"
"1007401","0","12","0","1","3","0.2","mhp_item_EX0007_receive_out","","1007401172","NoItem_idle"
"1007401","","2","","","93","","0","","1007401173",""
"1007401","1","100211","","","3","0.2","mhp_talk_wish","","1007401174",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4014","","1007401175","0"
"1007401","4","100211","0","0","11","0","中藥……總覺得好像會很有效……\n謝謝妳，深月小姐。","0.5","1007401176","1"
"1007401","","0","","","91","","","","1007401177",""
"1007401","1","100211","","","3","0.2","mhp_idle_wish","","1007401178",""
"1007401","1","117531","","","3","0.2","mhp_talk_thinking","","1007401179",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4015","","1007401180","0"
"1007401","6","117531","0","0","11","0","（但因為那是滋補身體的中藥，\n所以完全無關就是了。）","0.5","1007401181","1"
"1007401","","0","","","91","","","","1007401182",""
"1007401","","0","","","22","","0","","1007401183",""
"1007401","0","117531","0.2","1","3","0.2","mhp_sit_in","","1007401184","mhp_sit_idle"
"1007401","0","100211","","","3","0.2","mhp_yui_pekori","","1007401185",""
"1007401","","0","","","91","","","","1007401186",""
"1007401","1","100211","","","3","0.2","mhp_walk","","1007401187",""
"1007401","","100211","","","4","","1","","1007401188",""
"1007401","-220","100211","","0","2","","-1000","","1007401189","5"
"1007401","","4","","","93","","0","","1007401190",""
"1007401","1","117631","","","3","0.2","mhp_sit_talk_worry","","1007401191",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4016","","1007401192","0"
"1007401","4","117631","0","0","11","0","醫生，那個人真的有生病嗎？","0.5","1007401193","1"
"1007401","","0","","","91","","","","1007401194",""
"1007401","1","117631","","","3","0.2","mhp_sit_idle","","1007401195",""
"1007401","1","117531","","","3","0.2","mhp_sit_talk_thinking","","1007401196",""
"1007401","0","vo_mhp_1007401","","","21","","vo_mhp_4017","","1007401197","0"
"1007401","3","117531","0","0","11","","是啊，而且病得很重喔。\n得好好為她看病才行呢。\n呵呵，年輕真好呢。","0.5","1007401198","1"
"1007401","","0","","","91","","","","1007401199",""
"1007401","","0","","","22","","0.5","","1007401200",""
"1007401","","0","","","91","","","","1007401201",""
"1007402","100","1","0","-240","1","1.7","100211","mhp_idle_normal","1007402001","-1000"
"1007402","100","1","1","-220","1","1.7","117531","mhp_sit_idle","1007402002","185"
"1007402","100","1","1","-200","1","1.7","117631","mhp_sit_idle","1007402003","365"
"1007402","-240","1","","0.85","31","1","1","","1007402004","-154"
"1007402","110","1","0","-220","5","1.7","11","NoItem","1007402005","-200"
"1007402","105","1","0","-220","5","1.7","12","NoItem","1007402006","-200"
"1007402","110","1","1","-220","5","1.7","21","NoItem","1007402007","185"
"1007402","105","1","1","-220","5","1.7","22","NoItem","1007402008","185"
"1007402","1","11","0","0","6","0","1","","1007402009","1"
"1007402","1","12","0","0","6","0","1","","1007402010","1"
"1007402","1","21","0","0","6","0","1","","1007402011","1"
"1007402","1","22","0","0","6","0","1","","1007402012","1"
"1007402","110","1","0","-220","5","1.7","31","NoItem","1007402013","-1000"
"1007402","","0","","","91","","","","1007402014",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007402015",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4101","","1007402016","0"
"1007402","5","117531","0","0","11","0","優衣，請進～","0.5","1007402017","0"
"1007402","","0","","","91","","","","1007402018",""
"1007402","1","117531","","","3","0.2","mhp_sit_idle","","1007402019",""
"1007402","1","100211","","","3","0.2","mhp_yui_walk_sad2","","1007402020",""
"1007402","-220","100211","","0","2","","-200","","1007402021","4"
"1007402","","0","","","91","","","","1007402022",""
"1007402","0","100211","0.2","1","3","0.2","mhp_yui_sit_in_sad","","1007402023","mhp_yui_sit_idle_sad"
"1007402","","1","","","93","","0","","1007402024",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_normal","","1007402025",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4102","","1007402026","0"
"1007402","5","117531","0","0","11","0","謝謝妳過來。\n妳今天是要問胸口不舒服的問題嗎？","0.5","1007402027","1"
"1007402","","0","","","91","","","","1007402028",""
"1007402","1","117531","","","3","0.2","mhp_sit_idle","","1007402029",""
"1007402","1","100211","","","3","0.2","mhp_yui_sit_talk_surprise","","1007402030",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4103","","1007402031","0"
"1007402","5","100211","0","0","11","0","我、我什麼都還沒說耶！？\n真不愧是深月小姐……","0.5","1007402032","1"
"1007402","","0","","","91","","","","1007402033",""
"1007402","1","100211","","","3","0.2","mhp_yui_sit_talk_sad","","1007402034",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4104","","1007402035","0"
"1007402","3","100211","0","0","11","0","是的，我的胸口難過得受不了……\n這、這果然是重病嗎？","0.5","1007402036","1"
"1007402","","0","","","91","","","","1007402037",""
"1007402","1","100211","","","3","0.2","mhp_yui_sit_idle_sad","","1007402038",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_sad2","","1007402039",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4105","","1007402040","0"
"1007402","4","117531","0","0","11","0","我之前也說過了，\n這不會直接危及性命，\n但有時可能會痛苦到比死還要難受呢。","0.5","1007402041","1"
"1007402","","0","","","91","","","","1007402042",""
"1007402","1","117531","","","3","0.2","mhp_sit_idle","","1007402043",""
"1007402","1","100211","","","3","0.2","mhp_yui_sit_talk_wish","","1007402044",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4106","","1007402045","0"
"1007402","5","100211","0","0","11","0","怎麼會……\n我、我該怎麼辦……","0.5","1007402046","1"
"1007402","","0","","","91","","","","1007402047",""
"1007402","1","100211","","","3","0.2","mhp_yui_sit_idle_sad","","1007402048",""
"1007402","1","117531","","","3","0.2","mhp_sit_talk_wish","","1007402049",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4107","","1007402050","0"
"1007402","6","117531","0","0","11","0","沒事的，醫生就是為此存在的啊。\n好了，胸口不舒服就要──","0.5","1007402051","1"
"1007402","","0","","","91","","","","1007402052",""
"1007402","","0","","","22","","0","","1007402053",""
"1007402","0","我開心悸的藥給妳吧。","","","103","","1007402057","","1007402054",""
"1007402","0","這是大江戶特產的甜點。","","","103","","1007402102","","1007402055",""
"1007402","0","去數羊吧。","","","103","","1007402147","","1007402056",""
"1007402","0","117531","0","1","3","0.2","mhp_sit_out","","1007402057","mhp_idle_normal"
"1007402","","0.6","","","93","","0","","1007402058",""
"1007402","0","100211","0","1","3","0.2","mhp_sit_out","","1007402059","mhp_idle_normal"
"1007402","","0.2","","","93","","0","","1007402060",""
"1007402","1","100211","","0","3","0.2","mhp_walk","","1007402061",""
"1007402","-220","100211","","0","2","","35","","1007402062","1.5"
"1007402","-220","31","","0","2","","35","","1007402063","1.5"
"1007402","-220","11","","0","2","","35","","1007402064","1.5"
"1007402","-220","12","","0","2","","35","","1007402065","1.5"
"1007402","","0.3","","","93","","0","","1007402066",""
"1007402","0","117531","0","1","3","0.2","mhp_handover_in","","1007402067","mhp_handover_loop"
"1007402","1","21","0","1","6","0","1","","1007402068","1"
"1007402","1","22","0","1","6","0","1","","1007402069","1"
"1007402","0","21","0","1","3","0.2","mhp_handover_in","","1007402070","mhp_handover_loop"
"1007402","0","22","0","1","3","0.2","mhp_item_EX0009_handover_in","","1007402071","mhp_item_EX0009_handover_loop"
"1007402","","1.2","","","93","","0","","1007402072",""
"1007402","0","100211","0","1","3","0.2","mhp_handover_receive_in","","1007402073","mhp_handover_receive_loop"
"1007402","1","11","0","1","6","0","1","","1007402074","1"
"1007402","1","12","0","1","6","0","1","","1007402075","1"
"1007402","0","11","0","1","3","0.2","mhp_receive_yui_in","","1007402076","mhp_receive_yui_loop"
"1007402","0","12","0","1","3","0.2","mhp_item_EX0009_receive_in","","1007402077","mhp_item_EX0009_receive_loop"
"1007402","","0.6","","","93","","0","","1007402078",""
"1007402","1","22","0","1","6","0.4","1","","1007402079","1"
"1007402","","0.4","","","93","","0","","1007402080",""
"1007402","0","117531","0","1","3","0.2","mhp_handover_out","","1007402081","mhp_idle_normal"
"1007402","0","21","0","1","3","0.2","mhp_handover_out","","1007402082","NoItem_idle"
"1007402","0","22","0","1","3","0.2","mhp_item_EX0009_handover_out","","1007402083","NoItem_idle"
"1007402","","0.4","","","93","","0","","1007402084",""
"1007402","0","100211","0","1","3","0.2","mhp_handover_receive_out","","1007402085","mhp_idle_normal"
"1007402","0","11","0","1","3","0.2","mhp_receive_yui_out","","1007402086","NoItem_idle"
"1007402","0","12","0","1","3","0.2","mhp_item_EX0009_receive_out","","1007402087","NoItem_idle"
"1007402","","2","","","93","","0","","1007402088",""
"1007402","1","100211","","","3","0.2","mhp_talk_sad","","1007402089",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4108","","1007402090","0"
"1007402","5","100211","0","0","11","0","領到藥後，我總覺得放心多了，\n希望這樣就能治好……","0.5","1007402091","1"
"1007402","","0","","","91","","","","1007402092",""
"1007402","1","100211","","","3","0.2","mhp_idle_sad","","1007402093",""
"1007402","1","117531","","","3","0.2","mhp_idle_thinking","","1007402094",""
"1007402","0","vo_mhp_1007402","","","21","","vo_mhp_4109","","1007402095","0"
"1007402","6","117531","0","0","11","0","（但那其實只是彈珠汽水糖就是了。\n如果不是真的生病，這麼做是最好的。）","0.5","1007402096","1"
"1007402","","0","","","91","","","","1007402097",""
"1007402","","0","","","22","","0","","1007402098",""
"1007402","0","117531","0.2","1","3","0.2","mhp_sit_in","","1007402099","mhp_sit_idle"
"1007402","","1","","","93","","0","","1007402100",""
"1007402","","1007402160","","","101","","","","1007402101",""
"1007402","0","117531","0","1","3","0.2","mhp_sit_out","","1007402102","mhp_idle_normal"
"1007402","","0.6","","","93","","0","","1007402103",""
"1007402","0","100211","0","1","3","0.2","mhp_sit_out","","1007402104","mhp_idle_normal"
"1007402","","0.2","","","93","","0","","1007402105",""
"1007402","1","100211","","0","3","0.2","mhp_walk","","1007402106",""
"1007402","-220","100211","","0","2","","35","","1007402107","1.5"
"1007402","-220","31","","0","2","","35","","1007402108","1.5"
"1007402","-220","11","","0","2","","35","","1007402109","1.5"
"1007402","-220","12","","0","2","","35","","1007402110","1.5"
"1007402","","0.3","","","93","","0","","1007402111",""
"1007402","0","117531","0","1","3","0.2","mhp_handover_in","","1007402112","mhp_handover_loop"
"1007402","1","21","0","1","6","0","1","","1007402113","1"
"1007402","1","22","0","1","6","0","1","","1007402114","1"
"1007402","0","21","0","1","3","0.2","mhp_handover_in","","1007402115","mhp_handover_loop"
"1007402","0","22","0","1","3","0.2","mhp_item_EX0010_handover_in","","1007402116","mhp_item_EX0010_handover_loop"
"1007402","","1.2","","","93","","0","","1007402117",""
"1007402","0","100211","0","1","3","0.2","mhp_handover_receive_in","","1007402118","mhp_handover_receive_loop"
"1007402","1","11","0","1","6","0","1","","1007402119","1"
"1007402","1","12","0","1","6","0","1","","1007402120","1"
"1007402","0","11","0","1","3","0.2","mhp_receive_yui_in","","1007402121","mhp_receive_yui_loop"
"1007402","0","12","0","1","3","0.2","mhp_item_EX0010_receive_in","","1007402122","mhp_item_EX0010_receive_loop"
"1007402","","0.6","","","93","","0","","1007402123",""
"1007402","1","22","0","1","6","0.4","1","","1007402124","1"
"1007402","","0.4","","","93","","0","","1007402125",""
"1007402","0","117531","0","1","3","0.2","mhp_handover_out","","1007402126","mhp_idle_normal"
"1007402","0","21","0","1","3","0.2","mhp_handover_out","","1007402127","NoItem_idle"
"1007402","0","22","0","1","3","0.2","mhp_item_EX0010_handover_out","","1007402128","NoItem_idle"
"1007402","","0.4","","","93","","0","","1007402129",""
"1007402","0","100211","0","1","3","0.2","mhp_handover_receive_out","","1007402130","mhp_idle_normal"
"1007402","0","11","0","1","3","0.2","mhp_receive_yui_out","","1007402131","NoItem_idle"
"1007402","0","12","0","1","3","0.2","mhp_item_EX0010_receive_out","","1007402132","NoItem_idle"
