9967dd5e10f86ce4e214653b2fb61b7dacdd63628ddfaacd310f1973641a366b,9385b55fe507852c899ad8e560bdcabf5aa800afbca329b4a60b70c23e674bb6,69f4dbaa75e803caefa079190779e01a203c59758d8da8cb9b6d1c59cf8b47f1,020f61078b66093f87dade25f24938ca0b4a345229ffb6256c16eb3f4025942f,5791034aa7c60bfe0e3926c657d50cdd4b8257cf0f2f73b8d80b3262d0bd7a66,2dceca5d48a2ef12a99b000e53a798c7d6a9c9a1cb5f40dd9f05410cd5f50671,2a694df34fa9626f879ae7658cc53fbcafe774393f4f63d554094432be6f6e14,44fc48cd256c3c9f7719066b389e140a29cb391ada206ef5821a28f3e75e700f,746840393d86f7623110d2ef5bc5fd151b24b84f56671ac55190060a7074d8ee,12b0e7167d5b8b847d8409038fcbf2c8fb78f7e3acbf9dcc75bf155424cf30fb,a9f000fae43fdc191c7cdb077bca583e613f86a136baba865305ce6e2b3b4de6,542ffa68e7944c42b8ff044b83da3ee460631288a87a8aa1e730feacf8349ac4,0cf41a7a967ae940b26a1d6f2b365ef61116ec48ca49265b26c969aa9a12a013,b0005c1a74c734f0b65e964ea1c442fa58de9d24463de6f443a69af93df965b7,77ead8dc59db43b5b1826f0a5e1ff30851e1134f7d3011941035123363b8f482,f90323709f033273e74b31c457677653fe6c3d7f6cf8165614b6445be5ba3ec0,819d279c607c3ed4516aee3cb985dceec0ac16602f938023f2b615374fcfd397,b6cd36b2cf562eade84ce528b81a04be930ee56d5d6458ef752421f4f1720d17,1bdc7f85d1867a4a7a501487b5ddcf39be76b37ea22d4e0c0b6d777fcbe0f3ae,6cb589fed220380165324c229f2ebb1c466b3818ea619aa1d25d76b54a933672,b0079c5baa60e5f41eda842069a2f148d2adcc6f8602f84f4cc185ea12a7b9a3,5f36d8d0b17245cc214a5983339c5b269226c89423ed73a4848ea7c75ef84e9c,06ebb7bfd530daa06eb598dc28ecce925f8a4106e3a3d7fbbae2d9cbe0500f83,0d3daa5497aa6a5fb1838a0122f9e935333a6871cde12597d43fcfacbc54061a,3205bd7ed0b4188ae619af5253b9a8424d5df6159fe57857fe9c97941208775a,ded7f43091304a9e26aac36d69182e63fed046729201adb2c4c98ddd3d4d342b,64bcec583e48cca378c736eaeb7ff86e86ca3d04fa7a554906bf208075e2f160,83bfe1a1161e781a84b83bf8abca09778274b0742e5e457510ac685c00efc63a,16bf5ec9f6ee5fb258e5e66322be4d71724441d77c12d52118af247fb08b9093,1a05dc06e074cb01940ad6657aa6a2458e70a17318b37454380d70aab6dbf082,9c25e7575596e4f30b7289a32194a057ee6aabfa82f0dc6883e31387a5d094bd,f9766c09b15982f76d3d82853bfa0bdde9b4d705d84ed2d88ae9d83672dc0baf,b17fbc856a51deee38a7b47f588994242db3bf768202b227ac8c5c1a33395c61,cbb7650992f4a1d52c2ccc2a6e7240154132650a7260fce792cdec54fdbc96cf,dab80c172d0c7670bb6d8dd94dcb80a02b40861bcfe23e54964eb4119d33edf7,5f3b9ab2528c722c2c3892d58a571758197865dd6808fea78325f239236b0b7f,4fd4c0daa7dbeda67a2937fa16c82125f1977dc76d602bf6f54d185ef43b009c,253e9d78473f7b198cbe3fe63600726021ea4d3f8b8a8ddfc0dfaa4c4327746f,8328e873542ff12d640c939436c98052c3ed0b659d57ec47ee303f934ac2e396,f90eb7a5ffd91cc78efad5524395d5164612c7bfd33d68813f435854a46e464d
"20","200100","0","0","0","1563","200000006","186","20","20","20","20","20","20","1","0","30","13","20","20","20","20","0","20","20","0","20","20","20","10","1","620010020","20","16","10","0","0","0","0","1"
"21","200100","0","0","0","1784","200000006","206","21","21","21","21","21","21","1","0","30","15","21","21","21","21","0","21","21","0","21","21","21","10","1","620010021","21","18","10","0","0","0","0","1"
"22","200100","0","0","0","2005","200000006","225","22","22","22","22","22","22","1","0","30","17","22","22","22","22","0","22","22","0","22","22","22","10","1","620010022","22","20","10","0","0","0","0","1"
"23","200100","0","0","0","2225","200000006","245","23","23","23","23","23","23","1","0","30","18","23","23","23","23","0","23","23","0","23","23","23","10","1","620010023","23","21","10","0","0","0","0","1"
"24","200100","0","0","0","2446","200000006","264","24","24","24","24","24","24","1","0","30","20","24","24","24","24","0","24","24","0","24","24","24","10","1","620010024","24","23","10","0","0","0","0","1"
"25","200100","0","0","0","2701","200000006","267","25","25","25","25","25","25","1","0","30","21","25","25","25","25","0","25","25","0","25","25","25","10","1","620010025","25","24","10","0","0","0","0","1"
"26","200100","0","0","0","2956","200000006","269","26","26","26","26","26","26","1","0","30","21","26","26","26","26","0","26","26","0","26","26","26","10","1","620010026","26","24","10","0","0","0","0","1"
"27","200100","0","0","0","3211","200000006","289","27","27","27","27","27","27","1","0","30","21","27","27","27","27","0","27","27","0","27","27","27","10","1","620010027","27","24","10","0","0","0","0","1"
"28","200100","0","0","0","3466","200000006","309","28","28","28","28","28","28","1","0","30","21","28","28","28","28","0","28","28","0","28","28","28","10","1","620010028","28","25","10","0","0","0","0","1"
"29","200100","0","0","0","3721","200000006","330","29","29","29","29","29","29","1","0","30","22","29","29","29","29","0","29","29","0","29","29","29","10","1","620010029","29","25","10","0","0","0","0","1"
"30","200100","0","0","0","3976","200000006","350","30","30","30","30","30","30","1","0","30","22","30","30","30","30","0","30","30","0","30","30","30","10","1","620010030","30","25","10","0","0","0","0","1"
"31","200100","0","0","0","4232","200000006","370","31","31","31","31","31","31","1","0","30","22","31","31","31","31","0","31","31","0","31","31","31","10","1","620010031","31","26","10","0","0","0","0","1"
"32","200100","0","0","0","4487","200000006","390","32","32","32","32","32","32","1","0","30","22","32","32","32","32","0","32","32","0","32","32","32","10","1","620010032","32","26","10","0","0","0","0","1"
"33","200100","0","0","0","4742","200000006","410","33","33","33","33","33","33","1","0","30","22","33","33","33","33","0","33","33","0","33","33","33","10","1","620010033","33","26","10","0","0","0","0","1"
"34","200100","0","0","0","4997","200000006","431","34","34","34","34","34","34","1","0","30","23","34","34","34","34","0","34","34","0","34","34","34","10","1","620010034","34","26","10","0","0","0","0","1"
"35","200100","0","0","0","5252","200000006","451","35","35","35","35","35","35","1","0","30","23","35","35","35","35","0","35","35","0","35","35","35","10","1","620010035","35","27","10","0","0","0","0","1"
"36","200100","0","0","0","5507","200000006","471","36","36","36","36","36","36","1","0","30","23","36","36","36","36","0","36","36","0","36","36","36","10","1","620010036","36","27","10","0","0","0","0","1"
"37","200100","0","0","0","5667","200000006","516","37","37","37","37","37","37","1","0","30","27","37","37","37","37","0","37","37","0","37","37","37","10","1","620010037","37","31","10","0","0","0","0","1"
"38","200100","0","0","0","5826","200000006","562","38","38","38","38","38","38","1","0","30","31","38","38","38","38","0","38","38","0","38","38","38","10","1","620010038","38","35","10","0","0","0","0","1"
"39","200100","0","0","0","5986","200000006","607","39","39","39","39","39","39","1","0","30","35","39","39","39","39","0","39","39","0","39","39","39","10","1","620010039","39","39","10","0","0","0","0","1"
"40","200100","0","0","0","7437","200000006","712","40","40","40","40","40","40","1","0","30","36","40","40","40","40","0","40","40","0","40","40","40","10","1","620010040","40","40","10","0","0","0","0","1"
"41","200100","0","0","0","8888","200000006","816","41","41","41","41","41","41","1","0","30","36","41","41","41","41","0","41","41","0","41","41","41","10","1","620010041","41","40","10","0","0","0","0","1"
"42","200100","0","0","0","9321","200000006","913","42","42","42","42","42","42","1","0","30","36","42","42","42","42","0","42","42","0","42","42","42","10","1","620010042","42","41","10","0","0","0","0","1"
"43","200100","0","0","0","9754","200000006","1010","43","43","43","43","43","43","1","0","30","36","43","43","43","43","0","43","43","0","43","43","43","10","1","620010043","43","41","10","0","0","0","0","1"
"44","200100","0","0","0","10008","200000006","1079","44","44","44","44","44","44","1","0","30","38","44","44","44","44","0","44","44","0","44","44","44","10","1","620010044","44","45","10","0","0","0","0","1"
"45","200100","0","0","0","10263","200000006","1148","45","45","45","45","45","45","1","0","30","41","45","45","45","45","0","45","45","0","45","45","45","10","1","620010045","45","49","10","0","0","0","0","1"
"46","200100","0","0","0","10517","200000006","1217","46","46","46","46","46","46","1","0","30","43","46","46","46","46","0","46","46","0","46","46","46","10","1","620010046","46","53","10","0","0","0","0","1"
"47","200100","0","0","0","10771","200000006","1286","47","47","47","47","47","47","1","0","30","45","47","47","47","47","0","47","47","0","47","47","47","10","1","620010047","47","57","10","0","0","0","0","1"
"48","200100","0","0","0","11026","200000006","1355","48","48","48","48","48","48","1","0","30","48","48","48","48","48","0","48","48","0","48","48","48","10","1","620010048","48","61","10","0","0","0","0","1"
"49","200100","0","0","0","11280","200000006","1424","49","49","49","49","49","49","1","0","30","50","49","49","49","49","0","49","49","0","49","49","49","10","1","620010049","49","65","10","0","0","0","0","1"
"50","200100","0","0","0","11534","200000006","1493","50","50","50","50","50","50","1","0","30","52","50","50","50","50","0","50","50","0","50","50","50","10","1","620010050","50","69","10","0","0","0","0","1"
"51","200100","0","0","0","11789","200000006","1562","51","51","51","51","51","51","1","0","30","55","51","51","51","51","0","51","51","0","51","51","51","10","1","620010051","51","73","10","0","0","0","0","1"
"52","200100","0","0","0","12043","200000006","1632","52","52","52","52","52","52","1","0","30","57","52","52","52","52","0","52","52","0","52","52","52","10","1","620010052","52","77","10","0","0","0","0","1"
"53","200100","0","0","0","12297","200000006","1701","53","53","53","53","53","53","1","0","30","59","53","53","53","53","0","53","53","0","53","53","53","10","1","620010053","53","81","10","0","0","0","0","1"
"54","200100","0","0","0","12552","200000006","1770","54","54","54","54","54","54","1","0","30","62","54","54","54","54","0","54","54","0","54","54","54","10","1","620010054","54","85","10","0","0","0","0","1"
"55","200100","0","0","0","12806","200000006","1839","55","55","55","55","55","55","1","0","30","64","55","55","55","55","0","55","55","0","55","55","55","10","1","620010055","55","89","10","0","0","0","0","1"
"56","200100","0","0","0","13060","200000006","1908","56","56","56","56","56","56","1","0","30","66","56","56","56","56","0","56","56","0","56","56","56","10","1","620010056","56","93","10","0","0","0","0","1"
"57","200100","0","0","0","13315","200000006","1977","57","57","57","57","57","57","1","0","30","69","57","57","57","57","0","57","57","0","57","57","57","10","1","620010057","57","97","10","0","0","0","0","1"
"58","200100","0","0","0","13569","200000006","2046","58","58","58","58","58","58","1","0","30","71","58","58","58","58","0","58","58","0","58","58","58","10","1","620010058","58","101","10","0","0","0","0","1"
"59","200100","0","0","0","13823","200000006","2115","59","59","59","59","59","59","1","0","30","73","59","59","59","59","0","59","59","0","59","59","59","10","1","620010059","59","105","10","0","0","0","0","1"
"60","200100","0","0","0","14078","200000006","2184","60","60","60","60","60","60","1","0","30","76","60","60","60","60","0","60","60","0","60","60","60","10","1","620010060","60","109","10","0","0","0","0","1"
"61","200100","0","0","0","14332","200000006","2253","61","61","61","61","61","61","1","0","30","78","61","61","61","61","0","61","61","0","61","61","61","10","1","620010061","61","113","10","0","0","0","0","1"
"62","200100","0","0","0","15514","200000006","2280","62","62","62","62","62","62","1","0","30","79","62","62","62","62","0","62","62","0","62","62","62","10","1","620010062","62","113","10","0","0","0","0","1"
"63","200100","0","0","0","16696","200000006","2306","63","63","63","63","63","63","1","0","30","79","63","63","63","63","0","63","63","0","63","63","63","10","1","620010063","63","114","10","0","0","0","0","1"
"64","200100","0","0","0","17878","200000006","2333","64","64","64","64","64","64","1","0","30","80","64","64","64","64","0","64","64","0","64","64","64","10","1","620010064","64","114","10","0","0","0","0","1"
"65","200100","0","0","0","19060","200000006","2359","65","65","65","65","65","65","1","0","30","81","65","65","65","65","0","65","65","0","65","65","65","10","1","620010065","65","114","10","0","0","0","0","1"
"66","200100","0","0","0","20242","200000006","2386","66","66","66","66","66","66","1","0","30","82","66","66","66","66","0","66","66","0","66","66","66","10","1","620010066","66","115","10","0","0","0","0","1"
"67","200100","0","0","0","21425","200000006","2412","67","67","67","67","67","67","1","0","30","82","67","67","67","67","0","67","67","0","67","67","67","10","1","620010067","67","115","10","0","0","0","0","1"
"68","200100","0","0","0","22607","200000006","2439","68","68","68","68","68","68","1","0","30","83","68","68","68","68","0","68","68","0","68","68","68","10","1","620010068","68","115","10","0","0","0","0","1"
"69","200100","0","0","0","23789","200000006","2466","69","69","69","69","69","69","1","0","30","84","69","69","69","69","0","69","69","0","69","69","69","10","1","620010069","69","116","10","0","0","0","0","1"
"70","200100","0","0","0","24971","200000006","2492","70","70","70","70","70","70","1","0","30","85","70","70","70","70","0","70","70","0","70","70","70","10","1","620010070","70","116","10","0","0","0","0","1"
"71","200100","0","0","0","26153","200000006","2519","71","71","71","71","71","71","1","0","30","85","71","71","71","71","0","71","71","0","71","71","71","10","1","620010071","71","116","10","0","0","0","0","1"
"1","200200","0","0","0","924","200000001","108","1","1","1","1","1","1","1","0","30","10","1","1","1","1","0","1","1","0","1","1","1","10","1","620020001","1","8","10","0","0","0","0","1"
"2","200200","0","0","0","927","200000001","111","2","2","2","2","2","2","1","0","30","10","2","2","2","2","0","2","2","0","2","2","2","10","1","620020002","2","8","10","0","0","0","0","1"
"3","200200","0","0","0","930","200000001","114","3","3","3","3","3","3","1","0","30","10","3","3","3","3","0","3","3","0","3","3","3","10","1","620020003","3","8","10","0","0","0","0","1"
"4","200200","0","0","0","933","200000001","117","4","4","4","4","4","4","1","0","30","11","4","4","4","4","0","4","4","0","4","4","4","10","1","620020004","4","9","10","0","0","0","0","1"
"5","200200","0","0","0","936","200000001","120","5","5","5","5","5","5","1","0","30","11","5","5","5","5","0","5","5","0","5","5","5","10","1","620020005","5","9","10","0","0","0","0","1"
"6","200200","0","0","0","939","200000001","123","6","6","6","6","6","6","1","0","30","11","6","6","6","6","0","6","6","0","6","6","6","10","1","620020006","6","9","10","0","0","0","0","1"
"7","200200","0","0","0","942","200000001","126","7","7","7","7","7","7","1","0","30","12","7","7","7","7","0","7","7","0","7","7","7","10","1","620020007","7","10","10","0","0","0","0","1"
"8","200200","0","0","0","945","200000001","129","8","8","8","8","8","8","1","0","30","12","8","8","8","8","0","8","8","0","8","8","8","10","1","620020008","8","10","10","0","0","0","0","1"
"9","200200","0","0","0","948","200000001","132","9","9","9","9","9","9","1","0","30","12","9","9","9","9","0","9","9","0","9","9","9","10","1","620020009","9","10","10","0","0","0","0","1"
"10","200200","0","0","0","951","200000001","135","10","10","10","10","10","10","1","0","30","13","10","10","10","10","0","10","10","0","10","10","10","10","1","620020010","10","11","10","0","0","0","0","1"
"11","200200","0","0","0","954","200000001","138","11","11","11","11","11","11","1","0","30","13","11","11","11","11","0","11","11","0","11","11","11","10","1","620020011","11","11","10","0","0","0","0","1"
"12","200200","0","0","0","957","200000001","141","12","12","12","12","12","12","1","0","30","13","12","12","12","12","0","12","12","0","12","12","12","10","1","620020012","12","11","10","0","0","0","0","1"
"13","200200","0","0","0","960","200000001","144","13","13","13","13","13","13","1","0","30","14","13","13","13","13","0","13","13","0","13","13","13","10","1","620020013","13","12","10","0","0","0","0","1"
"14","200200","0","0","0","963","200000001","147","14","14","14","14","14","14","1","0","30","14","14","14","14","14","0","14","14","0","14","14","14","10","1","620020014","14","12","10","0","0","0","0","1"
"15","200200","0","0","0","966","200000001","151","15","15","15","15","15","15","1","0","30","15","15","15","15","15","0","15","15","0","15","15","15","10","1","620020015","15","13","10","0","0","0","0","1"
"16","200200","0","0","0","1322","200000001","175","16","16","16","16","16","16","1","0","30","15","16","16","16","16","0","16","16","0","16","16","16","10","1","620020016","16","13","10","0","0","0","0","1"
"17","200200","0","0","0","1678","200000001","199","17","17","17","17","17","17","1","0","30","15","17","17","17","17","0","17","17","0","17","17","17","10","1","620020017","17","13","10","0","0","0","0","1"
"18","200200","0","0","0","1884","200000001","207","18","18","18","18","18","18","1","0","30","15","18","18","18","18","0","18","18","0","18","18","18","10","1","620020018","18","13","10","0","0","0","0","1"
"19","200200","0","0","0","2090","200000001","215","19","19","19","19","19","19","1","0","30","16","19","19","19","19","0","19","19","0","19","19","19","10","1","620020019","19","14","10","0","0","0","0","1"
"20","200200","0","0","0","2296","200000001","223","20","20","20","20","20","20","1","0","30","16","20","20","20","20","0","20","20","0","20","20","20","10","1","620020020","20","14","10","0","0","0","0","1"
"21","200200","0","0","0","2377","200000001","237","21","21","21","21","21","21","1","0","30","17","21","21","21","21","0","21","21","0","21","21","21","10","1","620020021","21","14","10","0","0","0","0","1"
"22","200200","0","0","0","2458","200000001","251","22","22","22","22","22","22","1","0","30","17","22","22","22","22","0","22","22","0","22","22","22","10","1","620020022","22","14","10","0","0","0","0","1"
"23","200200","0","0","0","2658","200000001","251","23","23","23","23","23","23","1","0","30","17","23","23","23","23","0","23","23","0","23","23","23","10","1","620020023","23","14","10","0","0","0","0","1"
"24","200200","0","0","0","2829","200000001","268","24","24","24","24","24","24","1","0","30","19","24","24","24","24","0","24","24","0","24","24","24","10","1","620020024","24","16","10","0","0","0","0","1"
"25","200200","0","0","0","2999","200000001","285","25","25","25","25","25","25","1","0","30","21","25","25","25","25","0","25","25","0","25","25","25","10","1","620020025","25","18","10","0","0","0","0","1"
"26","200200","0","0","0","3170","200000001","302","26","26","26","26","26","26","1","0","30","24","26","26","26","26","0","26","26","0","26","26","26","10","1","620020026","26","19","10","0","0","0","0","1"
"27","200200","0","0","0","3340","200000001","319","27","27","27","27","27","27","1","0","30","26","27","27","27","27","0","27","27","0","27","27","27","10","1","620020027","27","21","10","0","0","0","0","1"
"28","200200","0","0","0","3511","200000001","336","28","28","28","28","28","28","1","0","30","28","28","28","28","28","0","28","28","0","28","28","28","10","1","620020028","28","23","10","0","0","0","0","1"
"29","200200","0","0","0","4632","200000001","380","29","29","29","29","29","29","1","0","30","29","29","29","29","29","0","29","29","0","29","29","29","10","1","620020029","29","23","10","0","0","0","0","1"
"30","200200","0","0","0","4717","200000001","412","30","30","30","30","30","30","1","0","30","29","30","30","30","30","0","30","30","0","30","30","30","10","1","620020030","30","23","10","0","0","0","0","1"
"31","200200","0","0","0","4802","200000001","443","31","31","31","31","31","31","1","0","30","28","31","31","31","31","0","31","31","0","31","31","31","10","1","620020031","31","23","10","0","0","0","0","1"
"32","200200","0","0","0","4887","200000001","432","32","32","32","32","32","32","1","0","30","28","32","32","32","32","0","32","32","0","32","32","32","10","1","620020032","32","23","10","0","0","0","0","1"
"33","200200","0","0","0","4972","200000001","420","33","33","33","33","33","33","1","0","30","28","33","33","33","33","0","33","33","0","33","33","33","10","1","620020033","33","23","10","0","0","0","0","1"
"34","200200","0","0","0","5985","200000001","499","34","34","34","34","34","34","1","0","30","28","34","34","34","34","0","34","34","0","34","34","34","10","1","620020034","34","24","10","0","0","0","0","1"
"35","200200","0","0","0","6241","200000001","525","35","35","35","35","35","35","1","0","30","32","35","35","35","35","0","35","35","0","35","35","35","10","1","620020035","35","27","10","0","0","0","0","1"
"36","200200","0","0","0","6497","200000001","550","36","36","36","36","36","36","1","0","30","36","36","36","36","36","0","36","36","0","36","36","36","10","1","620020036","36","30","10","0","0","0","0","1"
"37","200200","0","0","0","6752","200000001","576","37","37","37","37","37","37","1","0","30","39","37","37","37","37","0","37","37","0","37","37","37","10","1","620020037","37","32","10","0","0","0","0","1"
"38","200200","0","0","0","7008","200000001","601","38","38","38","38","38","38","1","0","30","43","38","38","38","38","0","38","38","0","38","38","38","10","1","620020038","38","35","10","0","0","0","0","1"
"39","200200","0","0","0","7387","200000001","671","39","39","39","39","39","39","1","0","30","42","39","39","39","39","0","39","39","0","39","39","39","10","1","620020039","39","33","10","0","0","0","0","1"
"40","200200","0","0","0","8119","200000001","679","40","40","40","40","40","40","1","0","30","44","40","40","40","40","0","40","40","0","40","40","40","10","1","620020040","40","35","10","0","0","0","0","1"
"41","200200","0","0","0","9635","200000001","729","41","41","41","41","41","41","1","0","30","46","41","41","41","41","0","41","41","0","41","41","41","10","1","620020041","41","37","10","0","0","0","0","1"
"42","200200","0","0","0","11151","200000001","778","42","42","42","42","42","42","1","0","30","47","42","42","42","42","0","42","42","0","42","42","42","10","1","620020042","42","38","10","0","0","0","0","1"
"43","200200","0","0","0","11476","200000001","790","43","43","43","43","43","43","1","0","30","47","43","43","43","43","0","43","43","0","43","43","43","10","1","620020043","43","38","10","0","0","0","0","1"
"44","200200","0","0","0","11802","200000001","802","44","44","44","44","44","44","1","0","30","47","44","44","44","44","0","44","44","0","44","44","44","10","1","620020044","44","39","10","0","0","0","0","1"
"45","200200","0","0","0","12127","200000001","814","45","45","45","45","45","45","1","0","30","47","45","45","45","45","0","45","45","0","45","45","45","10","1","620020045","45","39","10","0","0","0","0","1"
"46","200200","0","0","0","13833","200000001","971","46","46","46","46","46","46","1","0","30","48","46","46","46","46","0","46","46","0","46","46","46","10","1","620020046","46","40","10","0","0","0","0","1"
"47","200200","0","0","0","15539","200000001","1128","47","47","47","47","47","47","1","0","30","49","47","47","47","47","0","47","47","0","47","47","47","10","1","620020047","47","40","10","0","0","0","0","1"
"48","200200","0","0","0","17245","200000001","1284","48","48","48","48","48","48","1","0","30","50","48","48","48","48","0","48","48","0","48","48","48","10","1","620020048","48","41","10","0","0","0","0","1"
"49","200200","0","0","0","18951","200000001","1441","49","49","49","49","49","49","1","0","30","51","49","49","49","49","0","49","49","0","49","49","49","10","1","620020049","49","41","10","0","0","0","0","1"
