9b4c921cfdcf4233aa47fc2714b5d0e3a936a46d27401192b629fb4ffad2e350,11b5ddb64413e0f142276d1136865e4c5273cf0549d96b2430a526a2e297e250,8ac5561436d3ac35f83d214f19484d30c2f5c39e50cd83920a8ebbbb95a40e8e,6a867f9f6948d337423ad6eeeb026a593fcedbb7e93ca96b8efcfde8fda31d85,592a12e1a848f4d92a483a53e0964bc72c3c2316848c5cd872882f1b6317fe9a,0cbe21f742d19c506656d1bcf8806ea38a03d1094d2140c9161a3a36da4625b0,2fd639571b1806b34b3aa08fa7918ea9a08ee27ea4bbf1a81b2e3fd2e9cce682,27e66fa5e49ec75789236b3adeff40a3938959a9c1a6dcc4442f4f306d377a4b,01da65ab0519606124a01987817c256937571882c2274286de8b69ae0beee9ec,d3506ec8f4454352fcfb00b4325d12bc12a7968b52c2a4321dae52939f9465e0,05f9b4b6ad1ff548d062859c64eb3ed335f39e35ae60e128781f89f53f77649b,62077d51eb7b7786ef555ea3ec434b71bc6edbabfec41f328dc83b137df36534
"3","0","0","350","1030023","1.445","1","0","0","0","7","23"
"3","0","1","0","1030024","0","4","0","0","2.552","0","24"
"3","vo_minigame_1005","0","0","1030025","0","2","vo_minigame_1005_nikki03_005","0","0","0","25"
"3","0","0","103","1030026","0.876","1","0","0","0","8","26"
"3","0","1","0","1030027","0","4","0","0","1.252","0","27"
"3","0","0","407","1030028","2.625","1","0","103","0","8","28"
"3","0","1","0","1030029","0","4","0","0","4.056","0","29"
"3","vo_minigame_1005","0","0","1030030","0","2","vo_minigame_1005_nikki03_006","0","0","0","30"
"3","0","0","383","1030031","2.728","1","0","0","0","9","31"
"3","0","1","0","1030032","0","4","0","0","3.023","0","32"
"3","0","0","104","1030033","0.91","1","0","0","0","10","33"
"3","0","1","0","1030034","0","4","0","0","1.977","0","34"
"3","vo_minigame_1005","0","0","1030035","0","2","vo_minigame_1005_nikki03_007","0","0","0","35"
"3","0","0","245","1030036","0.558","1","0","104","0","10","36"
"3","0","1","0","1030037","0","4","0","0","0.973","0","37"
"3","0","0","392","1030038","1.35","1","0","245","0","10","38"
"3","0","1","0","1030039","0","4","0","0","2.103","0","39"
"3","vo_minigame_1005","0","0","1030040","0","2","vo_minigame_1005_nikki03_008","0","0","0","40"
"3","0","0","150","1030041","0.935","1","0","0","0","11","41"
"3","0","1","0","1030042","0","4","0","0","2.435","0","42"
"4","0","3","0","1040001","0","4","0","0","1","0","1"
"4","vo_minigame_1005","0","0","1040002","0","2","vo_minigame_1005_nikki04_000","0","0","0","2"
"4","0","0","222","1040003","1.597","1","0","0","0","1","3"
"4","0","1","0","1040004","0","4","0","0","1.881","0","4"
"4","0","0","239","1040005","1.46","1","0","0","0","2","5"
"4","0","1","0","1040006","0","4","0","0","2.457","0","6"
"4","vo_minigame_1005","0","0","1040007","0","2","vo_minigame_1005_nikki04_001","0","0","0","7"
"4","0","0","184","1040008","1.208","1","0","0","0","3","8"
"4","0","1","0","1040009","0","4","0","0","1.578","0","9"
"4","0","0","303","1040010","0.673","1","0","184","0","3","10"
"4","0","1","0","1040011","0","4","0","0","1.009","0","11"
"4","0","0","370","1040012","0.65","1","0","303","0","3","12"
"4","0","1","0","1040013","0","4","0","0","0.729","0","13"
"4","0","0","182","1040014","0.976","1","0","0","0","4","14"
"4","0","1","0","1040015","0","4","0","0","1.993","0","15"
"4","vo_minigame_1005","0","0","1040016","0","2","vo_minigame_1005_nikki04_002","0","0","0","16"
"4","0","0","242","1040017","0.396","1","0","182","0","4","17"
"4","0","1","0","1040018","0","4","0","0","0.864","0","18"
"4","0","0","360","1040019","0.74","1","0","242","0","4","19"
"4","0","1","0","1040020","0","4","0","0","1.855","0","20"
"4","vo_minigame_1005","0","0","1040021","0","2","vo_minigame_1005_nikki04_003","0","0","0","21"
"4","0","0","84","1040022","0.437","1","0","0","0","5","22"
"4","0","1","0","1040023","0","4","0","0","0.497","0","23"
"4","0","0","289","1040024","1.776","1","0","84","0","5","24"
"4","0","1","0","1040025","0","4","0","0","2.233","0","25"
"4","0","0","163","1040026","1.29","1","0","0","0","6","26"
"4","0","1","0","1040027","0","4","0","0","1.638","0","27"
"4","0","0","400","1040028","1.137","1","0","163","0","6","28"
"4","0","1","0","1040029","0","4","0","0","2.3","0","29"
"4","vo_minigame_1005","0","0","1040030","0","2","vo_minigame_1005_nikki04_004","0","0","0","30"
"4","0","0","65","1040031","0.336","1","0","0","0","7","31"
"4","0","1","0","1040032","0","4","0","0","0.826","0","32"
"4","0","0","203","1040033","1.223","1","0","65","0","7","33"
"4","0","1","0","1040034","0","4","0","0","1.223","0","34"
"4","0","0","325","1040035","0.994","1","0","203","0","7","35"
"4","0","1","0","1040036","0","4","0","0","1.487","0","36"
"4","0","0","312","1040037","0.89","1","0","0","0","8","37"
"4","0","1","0","1040038","0","4","0","0","1.567","0","38"
"4","vo_minigame_1005","0","0","1040039","0","2","vo_minigame_1005_nikki04_005","0","0","0","39"
"4","0","0","151","1040040","0.74","1","0","0","0","9","40"
"4","0","1","0","1040041","0","4","0","0","1.731","0","41"
"4","vo_minigame_1005","0","0","1040042","0","2","vo_minigame_1005_nikki04_006","0","0","0","42"
"4","0","0","278","1040043","1.937","1","0","0","0","10","43"
"4","0","1","0","1040044","0","4","0","0","2.435","0","44"
"4","0","0","66","1040045","0.822","1","0","0","0","11","45"
"4","0","1","0","1040046","0","4","0","0","1.376","0","46"
"4","0","0","203","1040047","0.576","1","0","66","0","11","47"
"4","0","1","0","1040048","0","4","0","0","0.923","0","48"
"4","0","0","353","1040049","0.785","1","0","203","0","11","49"
"4","0","1","0","1040050","0","4","0","0","2.285","0","50"
"5","0","3","0","1050001","0","4","0","0","1","0","1"
"5","vo_minigame_1005","0","0","1050002","0","2","vo_minigame_1005_nikki05_000","0","0","0","2"
"5","0","0","183","1050003","1.419","1","0","0","0","1","3"
"5","0","1","0","1050004","0","4","0","0","1.662","0","4"
"5","0","0","265","1050005","1.614","1","0","0","0","2","5"
"5","0","1","0","1050006","0","4","0","0","2.394","0","6"
"5","vo_minigame_1005","0","0","1050007","0","2","vo_minigame_1005_nikki05_001","0","0","0","7"
"5","0","0","394","1050008","2.658","1","0","0","0","3","8"
"5","0","1","0","1050009","0","4","0","0","3.202","0","9"
"5","vo_minigame_1005","0","0","1050010","0","2","vo_minigame_1005_nikki05_002","0","0","0","10"
"5","0","0","298","1050011","1.745","1","0","0","0","4","11"
"5","0","1","0","1050012","0","4","0","0","2.545","0","12"
"5","vo_minigame_1005","0","0","1050013","0","2","vo_minigame_1005_nikki05_003","0","0","0","13"
"5","0","0","84","1050014","0.964","1","0","0","0","5","14"
"5","0","1","0","1050015","0","4","0","0","1.34","0","15"
"5","0","0","394","1050016","1.919","1","0","84","0","5","16"
"5","0","1","0","1050017","0","4","0","0","2.719","0","17"
"5","vo_minigame_1005","0","0","1050018","0","2","vo_minigame_1005_nikki05_004","0","0","0","18"
"5","0","0","103","1050019","0.434","1","0","0","0","6","19"
"5","0","1","0","1050020","0","4","0","0","0.903","0","20"
"5","0","0","250","1050021","0.8","1","0","103","0","6","21"
"5","0","1","0","1050022","0","4","0","0","0.8","0","22"
"5","0","0","25","1050023","0.262","1","0","0","0","7","23"
"5","0","1","0","1050024","0","4","0","0","0.968","0","24"
"5","0","0","309","1050025","2.473","1","0","25","0","7","25"
"5","0","1","0","1050026","0","4","0","0","3.315","0","26"
"5","vo_minigame_1005","0","0","1050027","0","2","vo_minigame_1005_nikki05_005","0","0","0","27"
"5","0","0","28","1050028","0.509","1","0","0","0","8","28"
"5","0","1","0","1050029","0","4","0","0","0.988","0","29"
"5","0","0","364","1050030","1.775","1","0","28","0","8","30"
"5","0","1","0","1050031","0","4","0","0","2.507","0","31"
"5","vo_minigame_1005","0","0","1050032","0","2","vo_minigame_1005_nikki05_006","0","0","0","32"
"5","0","0","201","1050033","1.139","1","0","0","0","9","33"
"5","0","1","0","1050034","0","4","0","0","2.066","0","34"
"5","vo_minigame_1005","0","0","1050035","0","2","vo_minigame_1005_nikki05_007","0","0","0","35"
"5","0","0","60","1050036","0.665","1","0","0","0","10","36"
"5","0","1","0","1050037","0","4","0","0","1.144","0","37"
"5","0","0","282","1050038","1.389","1","0","60","0","10","38"
"5","0","1","0","1050039","0","4","0","0","1.789","0","39"
"5","0","0","376","1050040","0.823","1","0","282","0","10","40"
"5","0","1","0","1050041","0","4","0","0","2.023","0","41"
