8e142037282226077a1d7a97425c7dabf0abd293a22bd8d1c653eeccb02fbb42,d727a1783612e8ccca3b090c8a6cc4ecc2525b00d14a0cf76ae25b8c2fdb4c59,8a0f0b85a65219b80110a7f5460d8ddfa0df35d78188588e44e2ba2908942eb7,0fb90e557efb68a20faa8e5a25d67ee7127f9d198a6c04db0c28a7d347c359f2,8736811f2515e77bc332f7fa4ccb425fa52ae56568d8b25cbb484057ea08c53f,46e738668c535483edb3fd8cb577f40269d0d677dc9ef09427db8e3efc1f81e6,99b1a3b1716be03e26bde787e337d80bd0cfb47d0240972baa42b738b725aa77,49b0ede59d0fb52d59c21f40d351e2604ddb52b0baf6d31e9269c54340e58eb8
"710007501","710007504","710200751","710007502","710007503","710007505","710000075","100"
"710007601","710007604","710200761","710007603","710007602","710007605","710000076","100"
"710007702","710007704","710200771","710007703","710007701","710007705","710000077","100"
"710007801","710007804","710200781","710007803","710007802","710007805","710000078","100"
"710007901","710007904","710200791","710007902","710007903","710007905","710000079","100"
"710008001","710008003","710200801","710008002","710008001","710008004","710000080","100"
"710008101","710008104","710200811","710008103","710008102","710008105","710000081","100"
"710008201","710008204","710200821","710008203","710008202","710008205","710000082","100"
"710008301","710008304","710200831","710008303","710008302","710008305","710000083","100"
"710008401","710008404","710200841","710008403","710008402","710008405","710000084","100"
"710008501","710008504","710200851","710008503","710008502","710008505","710000085","100"
"710008601","710008604","710200861","710008603","710008602","710008605","710000086","100"
"710008701","710008704","710200871","710008702","710008703","710008705","710000087","100"
"710008801","710008804","710200881","710008803","710008802","710008805","710000088","100"
"710008901","710008904","710200891","710008903","710008902","710008905","710000089","100"
"710009001","710009003","710200901","710009002","710009001","710009004","710000090","100"
"710009101","710009104","710200911","710009103","710009102","710009105","710000091","100"
"710009201","710009204","710200921","710009203","710009202","710009205","710000092","100"
"710009301","710009303","710200931","710009304","710009302","710009305","710000093","100"
"710009401","710009404","710200941","710009403","710009402","710009405","710000094","100"
"710009501","710009503","710200951","710009502","710009504","710009505","710000095","100"
"710009601","710009604","710200961","710009603","710009602","710009605","710000096","100"
"710009701","710009704","710200971","710009703","710009702","710009705","710000097","100"
"710009803","710009804","710200981","710009801","710009802","710009805","710000098","100"
"710009901","710009904","710200991","710009903","710009902","710009905","710000099","100"
"710010001","710010004","710201001","710010002","710010001","710010003","710000100","100"
"710010101","710010104","710201011","710010103","710010102","710010105","710000101","100"
"710010201","710010204","710201021","710010202","710010203","710010205","710000102","100"
"710010301","710010304","710201031","710010303","710010302","710010305","710000103","100"
"710010401","710010404","710201041","710010403","710010402","710010405","710000104","100"
"710010501","710010504","710201051","710010503","710010502","710010505","710000105","100"
"710010601","710010604","710201061","710010603","710010602","710010605","710000106","100"
"710010704","710010702","710201071","710010703","710010701","710010705","710000107","100"
"710010801","710010804","710201081","710010803","710010802","710010805","710000108","100"
"710010901","710010904","710201091","710010903","710010902","710010905","710000109","100"
"710011001","710011003","710201101","710011002","710011001","710011004","710000110","100"
"710011101","710011102","710301111","710011104","710011103","710011105","710000111","100"
"710011203","710011204","710301121","710011202","710011201","710011205","710000112","100"
"710011303","710011302","710301131","710011304","710011301","710011305","710000113","100"
"710011402","710011404","710301141","710011403","710011401","710011405","710000114","100"
"710011501","710011502","710301151","710011504","710011503","710011505","710000115","100"
"710011601","710011604","710301161","710011602","710011603","710011605","710000116","100"
"710011701","710011704","710301171","710011702","710011703","710011705","710000117","100"
"710011801","710011804","710301181","710011803","710011802","710011805","710000118","100"
"710011901","710011902","710301191","710011904","710011903","710011905","710000119","100"
"710012001","710012003","710301201","710012002","710012001","710012004","710000120","100"
"710012101","710012102","710301211","710012105","710012104","710012103","710000121","100"
"710012203","710012204","710301221","710012202","710012201","710012205","710000122","100"
"710012301","710012304","710301231","710012303","710012302","710012305","710000123","100"
"710012401","710012404","710301241","710012405","710012402","710012403","710000124","100"
"710012501","710012505","710301251","710012503","710012502","710012504","710000125","100"
"710012601","710012602","710301261","710012603","710012604","710012605","710000126","100"
"710012701","710012704","710301271","710012703","710012702","710012705","710000127","100"
"710012801","710012802","710301281","710012804","710012803","710012805","710000128","100"
"710012903","710012902","710301291","710012901","710012904","710012905","710000129","100"
"710013001","710013003","710301301","710013002","710013001","710013004","710000130","100"
"710013101","710013104","710401311","710013103","710013102","710013105","710000131","100"
"710013201","710013204","710401321","710013203","710013202","710013205","710000132","100"
"710013301","710013304","710401331","710013303","710013302","710013305","710000133","100"
"710013401","710013404","710401341","710013403","710013402","710013405","710000134","100"
"710013501","710013504","710401351","710013503","710013502","710013505","710000135","100"
"710013601","710013604","710401361","710013603","710013602","710013605","710000136","100"
"710013701","710013704","710401371","710013703","710013702","710013705","710000137","100"
"710013801","710013805","710401381","710013804","710013802","710013803","710000138","100"
"710013901","710013904","710401391","710013903","710013902","710013905","710000139","100"
"710014001","710014003","710401401","710014002","710014001","710014004","710000140","100"
"710014101","710014104","710401411","710014103","710014102","710014105","710000141","100"
"710014204","710014203","710401421","710014202","710014201","710014205","710000142","100"
"710014301","710014303","710401431","710014302","710014304","710014305","710000143","100"
"710014401","710014404","710401441","710014403","710014402","710014405","710000144","100"
"710014501","710014504","710401451","710014502","710014503","710014505","710000145","100"
"710014601","710014604","710401461","710014603","710014602","710014605","710000146","100"
"710014701","710014704","710401471","710014703","710014702","710014705","710000147","100"
"710014801","710014804","710401481","710014803","710014802","710014805","710000148","100"
"710014901","710014904","710401491","710014903","710014902","710014905","710000149","100"
"710015001","710015003","710401501","710015002","710015001","710015004","710000150","100"
"710015102","710015104","710501511","710015101","710015103","710015105","710000151","100"
"710015202","710015203","710501521","710015201","710015204","710015205","710000152","100"
"710015301","710015304","710501531","710015303","710015302","710015305","710000153","100"
"710015401","710015404","710501541","710015403","710015402","710015405","710000154","100"
"710015501","710015502","710501551","710015505","710015503","710015504","710000155","100"
"710015601","710015603","710501561","710015604","710015602","710015605","710000156","100"
"710015703","710015704","710501571","710015702","710015701","710015705","710000157","100"
"710015801","710015805","710501581","710015802","710015804","710015803","710000158","100"
"710015901","710015904","710501591","710015903","710015902","710015905","710000159","100"
"710016001","710016003","710501601","710016002","710016001","710016004","710000160","100"
"710016101","710016103","710501611","710016104","710016102","710016105","710000161","100"
"710016201","710016204","710501621","710016203","710016202","710016205","710000162","100"
"710016301","710016304","710501631","710016303","710016302","710016305","710000163","100"
"710016401","710016404","710501641","710016403","710016402","710016405","710000164","100"
"710016502","710016504","710501651","710016503","710016501","710016505","710000165","100"
"710016601","710016605","710501661","710016602","710016603","710016604","710000166","100"
"710016702","710016704","710501671","710016703","710016701","710016705","710000167","100"
"710016801","710016804","710501681","710016803","710016802","710016805","710000168","100"
"710016901","710016904","710501691","710016902","710016903","710016905","710000169","100"
"710017001","710017003","710501701","710017002","710017001","710017004","710000170","100"
"710017103","710017104","710601711","710017102","710017101","710017105","710000171","100"
"710017203","710017202","710601721","710017204","710017201","710017205","710000172","100"
"710017301","710017302","710601731","710017304","710017303","710017305","710000173","100"
"710017401","710017404","710601741","710017402","710017403","710017405","710000174","100"
"710017503","710017504","710601751","710017502","710017501","710017505","710000175","100"
"710017603","710017602","710601761","710017604","710017601","710017605","710000176","100"
"710017703","710017702","710601771","710017704","710017701","710017705","710000177","100"
"710017803","710017804","710601781","710017802","710017801","710017805","710000178","100"
"710017903","710017902","710601791","710017901","710017904","710017905","710000179","100"
"710018001","710018003","710601801","710018005","710018004","710018002","710000180","100"
"710018103","710018102","710601811","710018101","710018103","710018104","710000181","100"
"710018203","710018202","710601821","710018201","710018204","710018205","710000182","100"
"710018303","710018302","710601831","710018301","710018303","710018304","710000183","100"
"710018403","710018404","710601841","710018402","710018401","710018405","710000184","100"
"710018503","710018504","710601851","710018502","710018501","710018505","710000185","100"
"710018603","710018602","710601861","710018604","710018601","710018605","710000186","100"
"710018703","710018702","710601871","710018704","710018701","710018705","710000187","100"
"710018803","710018802","710601881","710018804","710018801","710018805","710000188","100"
"710018903","710018902","710601891","710018904","710018901","710018905","710000189","100"
"710019004","710019003","710601901","710019002","710019001","710019005","710000190","100"
"710019101","710019104","710701911","710019103","710019102","710019105","710000191","100"
"710019201","710019204","710701921","710019203","710019202","710019205","710000192","100"
"710019301","710019304","710701931","710019303","710019302","710019305","710000193","100"
"710019401","710019404","710701941","710019403","710019402","710019405","710000194","100"
"710019501","710019504","710701951","710019503","710019502","710019505","710000195","100"
"710019601","710019604","710701961","710019603","710019602","710019605","710000196","100"
"710019701","710019704","710701971","710019703","710019702","710019705","710000197","100"
"710019801","710019804","710701981","710019803","710019802","710019805","710000198","100"
"710019901","710019904","710701991","710019903","710019902","710019905","710000199","100"
"710020001","710020004","710702001","710020003","710020002","710020005","710000200","100"
"710020101","710020104","710702011","710020103","710020102","710020105","710000201","100"
"710020201","710020204","710702021","710020203","710020202","710020205","710000202","100"
"710020301","710020304","710702031","710020303","710020302","710020305","710000203","100"
"710020401","710020404","710702041","710020403","710020402","710020405","710000204","100"
"710020501","710020504","710702051","710020503","710020502","710020505","710000205","100"
"710020601","710020604","710702061","710020603","710020602","710020605","710000206","100"
"710020701","710020704","710702071","710020703","710020702","710020705","710000207","100"
"710020801","710020804","710702081","710020803","710020802","710020805","710000208","100"
"710020901","710020904","710702091","710020903","710020902","710020905","710000209","100"
"710021001","710021004","710702101","710021003","710021002","710021005","710000210","100"
"710021101","710021104","710802111","710021103","710021102","710021105","710000211","100"
"710021201","710021204","710802121","710021203","710021202","710021205","710000212","100"
"710021301","710021304","710802131","710021303","710021302","710021305","710000213","100"
"710021401","710021404","710802141","710021403","710021402","710021405","710000214","100"
"710021501","710021504","710802151","710021503","710021502","710021505","710000215","100"
"710021601","710021604","710802161","710021603","710021602","710021605","710000216","100"
"710021701","710021704","710802171","710021703","710021702","710021705","710000217","100"
"710021801","710021804","710802181","710021803","710021802","710021805","710000218","100"
"710021901","710021904","710802191","710021903","710021902","710021905","710000219","100"
"710022002","710022004","710802201","710022001","710022003","0","710000220","100"
"710022101","710022104","710802211","710022103","710022102","710022105","710000221","100"
"710022201","710022204","710802221","710022203","710022202","710022205","710000222","100"
"710022301","710022304","710802231","710022303","710022302","710022305","710000223","100"
"710022401","710022404","710802241","710022403","710022402","710022405","710000224","100"
"710022501","710022504","710802251","710022503","710022502","710022505","710000225","100"
"710022601","710022604","710802261","710022603","710022602","710022605","710000226","100"
"710022701","710022704","710802271","710022703","710022702","710022705","710000227","100"
"710022801","710022804","710802281","710022803","710022802","710022805","710000228","100"
"710022901","710022904","710802291","710022903","710022902","710022905","710000229","100"
"710023003","710023004","710802301","710023001","710023002","0","710000230","100"
"710023101","710023104","710902311","710023103","710023102","710023105","710000231","100"
"710023201","710023204","710902321","710023203","710023202","710023205","710000232","100"
"710023301","710023304","710902331","710023303","710023302","710023305","710000233","100"
"710023401","710023404","710902341","710023403","710023402","710023405","710000234","100"
"710023501","710023504","710902351","710023503","710023502","710023505","710000235","100"
"710023601","710023604","710902361","710023603","710023602","710023605","710000236","100"
"710023701","710023704","710902371","710023703","710023702","710023705","710000237","100"
"710023801","710023804","710902381","710023803","710023802","710023805","710000238","100"
"710023901","710023904","710902391","710023903","710023902","710023905","710000239","100"
"710024001","710024004","710902401","710024003","710024002","0","710000240","100"
"710024101","710024104","710902411","710024103","710024102","710024105","710000241","100"
"710024201","710024204","710902421","710024203","710024202","710024205","710000242","100"
"710024301","710024304","710902431","710024303","710024302","710024305","710000243","100"
"710024401","710024404","710902441","710024403","710024402","710024405","710000244","100"
"710024501","710024504","710902451","710024503","710024502","710024505","710000245","100"
"710024601","710024604","710902461","710024603","710024602","710024605","710000246","100"
"710024701","710024704","710902471","710024703","710024702","710024705","710000247","100"
"710024801","710024804","710902481","710024803","710024802","710024805","710000248","100"
"710024901","710024904","710902491","710024903","710024902","710024905","710000249","100"
"710025001","710025004","710902501","710025003","710025002","0","710000250","100"
"710025101","710025104","711002511","710025103","710025102","710025105","710000251","100"
"710025201","710025204","711002521","710025203","710025202","710025205","710000252","100"
"710025301","710025304","711002531","710025303","710025302","710025305","710000253","100"
"710025401","710025404","711002541","710025403","710025402","710025405","710000254","100"
"710025501","710025504","711002551","710025503","710025502","710025505","710000255","100"
"710025601","710025604","711002561","710025603","710025602","710025605","710000256","100"
"710025701","710025704","711002571","710025703","710025702","710025705","710000257","100"
"710025801","710025804","711002581","710025803","710025802","710025805","710000258","100"
"710025901","710025904","711002591","710025903","710025902","710025905","710000259","100"
"710026001","710026004","711002601","710026003","710026002","0","710000260","100"
"710026101","710026104","711002611","710026103","710026102","710026105","710000261","100"
"710026201","710026204","711002621","710026203","710026202","710026205","710000262","100"
"710026302","710026304","711002631","710026303","710026301","710026305","710000263","100"
"710026401","710026404","711002641","710026403","710026402","710026405","710000264","100"
"710026501","710026503","711002651","710026504","710026502","710026505","710000265","100"
"710026601","710026604","711002661","710026603","710026602","710026605","710000266","100"
"710026701","710026704","711002671","710026703","710026702","710026705","710000267","100"
"710026801","710026804","711002681","710026803","710026802","710026805","710000268","100"
"710026901","710026904","711002691","710026903","710026902","710026905","710000269","100"
"710027001","710027004","711002701","710027003","710027002","710027005","710000270","100"
"710027101","710027103","711102711","710027104","710027102","710027105","710000271","100"
"710027201","710027205","711102721","710027203","710027202","710027204","710000272","100"
"710027301","710027304","711102731","710027303","710027302","710027305","710000273","100"
"710027401","710027404","711102741","710027403","710027402","710027405","710000274","100"
"710027501","710027504","711102751","710027502","710027503","710027505","710000275","100"
"710027602","710027603","711102761","710027604","710027601","710027605","710000276","100"
"710027701","710027703","711102771","710027704","710027702","710027705","710000277","100"
"710027801","710027804","711102781","710027803","710027802","710027805","710000278","100"
"710027901","710027905","711102791","710027904","710027901","710027902","710000279","100"
"710028001","710028004","711102801","710028003","710028002","0","710000280","100"
"710028101","710028104","711102811","710028103","710028102","710028105","710000281","100"
"710028201","710028204","711102821","710028202","710028203","710028205","710000282","100"
"710028303","710028302","711102831","710028301","710028304","710028305","710000283","100"
"710028401","710028403","711102841","710028404","710028402","710028405","710000284","100"
"710028503","710028502","711102851","710028504","710028501","710028505","710000285","100"
"710028601","710028605","711102861","710028602","710028603","710028604","710000286","100"
"710028701","710028702","711102871","710028704","710028703","710028705","710000287","100"
"710028801","710028804","711102881","710028802","710028803","710028805","710000288","100"
"710028901","710028903","711102891","710028904","710028902","710028905","710000289","100"
"710029001","710029004","711102901","710029003","710029002","710029005","710000290","100"
"710029101","710029103","711202911","710029104","710029102","710029105","710000291","100"
"710029201","710029203","711202921","710029204","710029202","710029205","710000292","100"
"710029301","710029304","711202931","710029303","710029302","710029305","710000293","100"
"710029401","710029404","711202941","710029403","710029402","710029405","710000294","100"
"710029501","710029504","711202951","710029503","710029502","710029505","710000295","100"
"710029601","710029604","711202961","710029603","710029602","710029605","710000296","100"
"710029701","710029704","711202971","710029703","710029702","710029705","710000297","100"
"710029801","710029803","711202981","710029804","710029802","710029805","710000298","100"
"710029901","710029902","711202991","710029905","710029904","710029903","710000299","100"
"710030004","710030001","711203001","710030003","710030002","0","710000300","100"
"710030101","710030103","711203011","710030104","710030102","710030105","710000301","100"
"710030201","710030202","711203021","710030204","710030203","710030205","710000302","100"
"710030301","710030302","711203031","710030304","710030303","710030305","710000303","100"
"710030401","710030404","711203041","710030403","710030402","710030405","710000304","100"
"710030503","710030502","711203051","710030504","710030501","710030505","710000305","100"
"710030602","710030604","711203061","710030603","710030601","710030605","710000306","100"
"710030701","710030702","711203071","710030704","710030703","710030705","710000307","100"
"710030801","710030804","711203081","710030803","710030802","710030805","710000308","100"
"710030901","710030904","711203091","710030903","710030902","710030905","710000309","100"
"710031004","710031003","711203101","710031002","710031001","710031005","710000310","100"
"710031101","710031103","711303111","710031102","710031104","710031105","710000311","100"
"710031201","710031204","711303121","710031203","710031202","710031205","710000312","100"
"710031301","710031303","711303131","710031304","710031302","710031305","710000313","100"
"710031401","710031403","711303141","710031404","710031402","710031405","710000314","100"
"710031501","710031504","711303151","710031502","710031503","710031505","710000315","100"
"710031602","710031603","711303161","710031604","710031601","710031605","710000316","100"
"710031701","710031703","711303171","710031704","710031702","710031705","710000317","100"
"710031802","710031805","711303181","710031803","710031801","710031804","710000318","100"
"710031901","710031905","711303191","710031902","710031904","710031903","710000319","100"
"710032001","710032004","711303201","710032003","710032002","0","710000320","100"
"710032101","710032104","711303211","710032103","710032102","710032105","710000321","100"
"710032201","710032202","711303221","710032204","710032203","710032205","710000322","100"
"710032303","710032304","711303231","710032302","710032301","710032305","710000323","100"
"710032401","710032403","711303241","710032404","710032402","710032405","710000324","100"
"710032503","710032502","711303251","710032501","710032504","710032505","710000325","100"
"710032601","710032604","711303261","710032603","710032602","710032605","710000326","100"
"710032701","710032704","711303271","710032702","710032703","710032705","710000327","100"
"710032802","710032803","711303281","710032804","710032801","710032805","710000328","100"
"710032901","710032904","711303291","710032903","710032902","710032905","710000329","100"
"710033001","710033004","711303301","710033005","710033002","710033003","710000330","100"
"710033103","710033104","711403311","710033102","710033101","710033105","710000331","100"
"710033203","710033202","711403321","710033204","710033201","710033205","710000332","100"
"710033303","710033304","711403331","710033302","710033301","710033305","710000333","100"
"710033401","710033402","711403341","710033404","710033403","710033405","710000334","100"
"710033503","710033502","711403351","710033501","710033504","710033505","710000335","100"
"710033603","710033604","711403361","710033602","710033601","710033605","710000336","100"
"710033703","710033704","711403371","710033702","710033701","710033705","710000337","100"
"710033803","710033802","711403381","710033801","710033804","710033805","710000338","100"
"710033903","710033902","711403391","710033901","710033904","710033905","710000339","100"
"710034001","710034002","711403401","710034003","710034005","0","710000340","100"
"710034103","710034102","711403411","710034101","710034104","710034105","710000341","100"
"710034203","710034202","711403421","710034204","710034201","710034205","710000342","100"
"710034303","710034302","711403431","710034304","710034301","710034305","710000343","100"
"710034403","710034402","711403441","710034404","710034401","710034405","710000344","100"
"710034503","710034502","711403451","710034501","710034503","710034504","710000345","100"
"710034603","710034602","711403461","710034604","710034601","710034605","710000346","100"
"710034703","710034702","711403471","710034704","710034701","710034705","710000347","100"
"710034803","710034802","711403481","710034804","710034801","710034805","710000348","100"
"710034903","710034902","711403491","710034904","710034901","710034905","710000349","100"
"710035004","710035003","711403501","710035002","710035001","710035005","710000350","100"
"710035101","710035102","711503511","710035104","710035103","710035105","710000351","100"
"710035203","710035202","711503521","710035204","710035201","710035205","710000352","100"
"710035303","710035305","711503531","710035304","710035301","710035302","710000353","100"
"710035403","710035402","711503541","710035404","710035401","710035405","710000354","100"
"710035503","710035504","711503551","710035502","710035501","710035505","710000355","100"
"710035603","710035602","711503561","710035604","710035601","710035605","710000356","100"
"710035701","710035705","711503571","710035704","710035703","710035702","710000357","100"
"710035803","710035802","711503581","710035804","710035801","710035805","710000358","100"
"710035903","710035905","711503591","710035904","710035901","710035902","710000359","100"
"710036004","710036003","711503601","710036002","710036001","710036005","710000360","100"
"710036103","710036105","711603611","710036104","710036101","710036102","710000361","100"
"710036203","710036202","711603621","710036204","710036201","710036205","710000362","100"
"710036303","710036305","711603631","710036304","710036301","710036302","710000363","100"
"710036403","710036404","711603641","710036402","710036401","710036405","710000364","100"
"710036503","710036502","711603651","710036501","710036504","710036505","710000365","100"
"710036603","710036604","711603661","710036602","710036601","710036605","710000366","100"
"710036701","710036704","711603671","710036702","710036703","710036705","710000367","100"
"710036803","710036802","711603681","710036801","710036804","710036805","710000368","100"
"710036903","710036902","711603691","710036901","710036904","710036905","710000369","100"
"710037001","710037003","711603701","710037002","710037004","710037005","710000370","100"
"710037101","710037102","711703711","710037104","710037103","710037105","710000371","100"
"710037201","710037202","711703721","710037204","710037203","710037205","710000372","100"
"710037303","710037302","711703731","710037304","710037301","710037305","710000373","100"
"710037403","710037402","711703741","710037404","710037401","710037405","710000374","100"
"710037503","710037502","711703751","710037504","710037501","710037505","710000375","100"
"710037603","710037602","711703761","710037604","710037601","710037605","710000376","100"
"710037703","710037704","711703771","710037702","710037701","710037705","710000377","100"
"710037803","710037802","711703781","710037804","710037801","710037805","710000378","100"
"710037903","710037902","711703791","710037904","710037901","710037905","710000379","100"
"710038001","710038003","711703801","710038005","710038004","710038002","710000380","100"
"710038103","710038105","711803811","710038104","710038101","710038102","710000381","100"
"710038203","710038201","711803821","710038204","710038203","710038202","710000382","100"
"710038303","710038302","711803831","710038304","710038301","710038305","710000383","100"
"710038403","710038402","711803841","710038404","710038401","710038405","710000384","100"
"710038503","710038502","711803851","710038504","710038501","710038505","710000385","100"
"710038603","710038602","711803861","710038604","710038601","710038605","710000386","100"
"710038703","710038702","711803871","710038704","710038701","710038705","710000387","100"
"710038801","710038802","711803881","710038804","710038803","710038805","710000388","100"
"710038901","710038904","711803891","710038902","710038903","710038905","710000389","100"
"710039001","710039003","711803901","710039002","710039004","710039005","710000390","100"
"710039103","710039105","711903911","710039104","710039101","710039102","710000391","100"
"710039203","710039202","711903921","710039204","710039201","710039205","710000392","100"
"710039303","710039302","711903931","710039301","710039304","710039305","710000393","100"
"710039403","710039402","711903941","710039404","710039401","710039405","710000394","100"
"710039503","710039502","711903951","710039501","710039504","710039505","710000395","100"
"710039603","710039604","711903961","710039602","710039601","710039605","710000396","100"
"710039703","710039704","711903971","710039702","710039701","710039705","710000397","100"
"710039803","710039802","711903981","710039804","710039801","710039805","710000398","100"
"710039903","710039905","711903991","710039901","710039904","710039902","710000399","100"
"710040004","710040003","711904001","710040005","710040001","710040002","710000400","100"
"710040103","710040102","712004011","710040104","710040101","710040105","710000401","100"
"710040203","710040205","712004021","710040204","710040201","710040202","710000402","100"
"710040303","710040302","712004031","710040301","710040304","710040305","710000403","100"
"710040403","710040402","712004041","710040401","710040404","710040405","710000404","100"
"710040503","710040504","712004051","710040502","710040501","710040505","710000405","100"
"710040603","710040602","712004061","710040601","710040604","710040605","710000406","100"
"710040701","710040702","712004071","710040704","710040703","710040705","710000407","100"
"710040803","710040804","712004081","710040802","710040801","710040805","710000408","100"
"710040903","710040902","712004091","710040901","710040904","710040905","710000409","100"
"710041004","710041003","712004101","710041005","710041001","710041002","710000410","100"
"710041103","710041104","712104111","710041102","710041101","710041105","710000411","100"
"710041201","710041202","712104121","710041204","710041203","710041205","710000412","100"
"710041303","710041302","712104131","710041301","710041304","710041305","710000413","100"
"710041403","710041405","712104141","710041401","710041404","710041402","710000414","100"
"710041503","710041502","712104151","710041501","710041504","710041505","710000415","100"
"710041603","710041602","712104161","710041604","710041601","710041605","710000416","100"
