bc06876b67a5cbce6f67213f10da00fe92a0f20bf76e514fda6745ade71a5efa,ef34c692e97fb3ce2f69e3549e117159e6e8eab3672f4fcd61e06c3b675a378e,6b431ae9bddaa1b8f44d4aa0a1f68d9d8715d7763ff3cda68f8c60d297f60cfa,a2886f4fffcaa44ddcf7e77ecd3f9c6e5355efd15f80ab663c198bd317c33297,aefd45e30bebae6013a7c3015d7886f51b46015ec22f0f8146a853aadc3c7541,fdca2022bdef107eecc5c4ce3faad67ff034aadbbfa28c26df5c26860c5925a7,979d2a8e87fe36d7e49c2ef9215d7fd2bf3984aadd3224fa34a29066c7270d6c,39828a1faedcb99232c1f18ba17a28dc14b65ba555b7fa8513ffc01b4e9a93bf,219ec883c0e6a0676270aad2da5960be4d105a7ec241c6527597e51da4e31583,8963a4284a0e8efc8e7d84a8e723c147a5aa10a8502b4a4c7d6cf52a348e416f,68833564d9cd77bb0a28f39f9e978beb14241c1cf6f4775946a4f77775f538f7,6085b05969af1a9e91dd977425ca770dc8ba686bde5e7ca6362dea0b5a24a69b,a5d5d90607771445b4608fc9f61165197e4584780a5ff9256421c6d3b0623da5,4093db0c344b3a7927e8afe585693a61dd758b269b409ac02797227e736d8802,7e2fb4e5a46c5359f6e6377ab053c66dae16db552e33680895e6f97e6d0021d4,846f1895655cdf0e9a68899fd0d0e29698816459da7269697c8490fbbee915f6,fba3e8de19b003e20166e33b9170172eb911ef41567d0dfb9851fb0c04df12d6,ede01282fd0f9f3a8768688ee97696b6cc75ab518a51eef4bfa9029004e60286,fe466165fbf0eeb371399b67fa8178b8fde6d3d9058c0ce24a0e463104b6e9b6,c57c36daae80c83a697ce352e077d4173d521c47d1ff8e6b3b95504d16b3f1e3,89dfe61e70a5867119f1f609b2ab9af4377030199951682413e977631f25702f
"1304410","0","0","0.05","0","4","0","0","0.2","0","0","0","0","-1","0","0","2","130441","0","0","0"
"1304510","0","0","0","0","0","0","0.35","0.45","0","0","0","0.6","-1","0","0","2","130451","0","0","0"
"1304610","0.25","0","0","0","0","0","0","0.25","0","0","0","0","-1","0","0","2","130461","3.75","0","0"
"1304710","0","0","0","0","0","0","0.4","0.45","0","0","0","0","-1","0","0","2","130471","1","0","0"
"1304810","0","0","0","0","0","0","0.15","0.15","0","0","0","0","-1","0","0","2","130481","3.75","0","0"
"1304910","0","0","0","0","0","0","0.3","0","0","0","0","0.25","-1","0","0","2","130491","3.2","0","0"
"1304920","0","0","0","0","0","0","50","50","0","0","0","0","-1","0","0","1","130492","0","1250","0"
"1305010","0","0","0","0","4.85","0","0","0","0.4","0","0","0","-1","0","0","2","130501","0","0","0"
"1305110","0.25","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","130511","4","5","0"
"1305111","0.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130511","4.5","5","0"
"1305210","0","0","0","0","0","0","0.45","0.35","0","0","0","0","-1","0","0","2","130521","1.25","0","0"
"1305310","0.2","0","0","0","0","0","0.3","0.2","0","0","0","0","-1","0","0","2","130531","2.6","0","0"
"1305410","0.2","0","0","0","0","0","0.3","0.2","0","0","0","0","-1","0","0","2","130541","2.5","0","0"
"1305510","0","0","0","0","0","0","0.45","0.45","0","0","0","0","-1","0","0","2","130551","0.7","0","0"
"1305610","0","0","0","0","0","0","0.45","0.4","0","0","0","0","-1","0","0","2","130561","1","0","0"
"1305710","1.1","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130571","4.5","0","0"
"1305711","1.1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130571","4.75","0","0"
"1305810","0","0","0","0","0","0","0.5","0.45","0","0","0","0.25","-1","0","0","2","130581","0","0","0"
"1305820","0","0","0","0","0","0","50","40","0","0","0","0","-1","0","0","1","130582","800","1500","0"
"1305910","0","0","0","0","0","0","0.25","0.25","0","0","0","0.25","-1","0","0","2","130591","2.5","0","0"
"1305920","0","0","0","2","0","0","20","20","0","0","0","0","-1","0","0","1","130592","0","1000","0"
"1306010","0","0","0","0","4.7","0","0","0","0.5","0","0","0","-1","0","0","2","130601","0","0","0"
"1306020","0","0","0","0","400","0","20","20","0","0","0","0","-1","0","0","1","130602","0","1000","0"
"1306110","0.45","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130611","4.95","0","0"
"1306111","0.45","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130611","5.2","0","0"
"1306310","0.8","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","130631","4.75","0","0"
"1306410","1.25","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130641","4.3","0","0"
"1306411","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130641","4.55","0","0"
"1306510","1.55","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","130651","4.8","0","0"
"1306610","0","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130661","3.2","0","0"
"1306611","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130661","3.45","0","0"
"1306810","2.5","0","0","0.15","0","0","0","0","0","0","0","0","260","0","0","2","130681","3.5","0","0"
"1306811","2.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130681","4.25","0","0"
"1307010","0","0","0","0.05","4.55","0","0","0","0.7","0","0","0","260","0","0","2","130701","0","0","0"
"1307011","0","0","0","0","4.8","0","0","0","0.7","0","0","0","-1","0","0","261","130701","0","0","0"
"1307110","0","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","130711","5","0","0"
"1307111","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130711","5.5","0","0"
"1307510","1.25","0","0","0","0","0","0","0","0","0","0","0","260","0","0.05","2","130751","4","0","0"
"1307511","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130751","4.4","0","0"
"1307520","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","130752","1200","0","0"
"1307610","0","0","0","0","0","0","0.25","0.25","0","0","0","0.25","-1","0","0","2","130761","2.1","0","0"
"1307710","0","0","0","0","2","0","0.3","0.3","0","0","0","0","-1","0","0","2","130771","0","0","0"
"1307720","0","0","0","0","0","0","35","45","0","0","0","0","-1","0","0","1","130772","0","1000","0"
"1307810","0","0","0","0","4.25","0","0","0","0.75","0","0","0","-1","0","0","2","130781","0","0","0"
"1307910","1.5","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130791","4","0","0"
"1307911","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130791","4.25","0","0"
"1307920","0","0","0","0","0","0","8","8","0","0","0","0","-1","0","0","1","130792","800","500","0"
"1308010","0","0","0","0.15","0","0","0","0","0","0","0","0","260","0","0","2","130801","4.3","0","0"
"1308011","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130801","5.05","0","0"
"1308020","0","0","0","0","0","0","18","18","0","0","0","0","-1","0","0","1","130802","550","800","0"
"1308110","1.75","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","130811","3.75","0","0"
"1308111","1.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130811","4","0","0"
"1308120","0","0","0","0","0","0","10","10","0","0","0","0","-1","0","0","1","130812","600","500","0"
"1308210","0.5","0","0","0","0","0","0.15","0.15","0","0","0","0","-1","0","0","2","130821","3.3","0","0"
"1308220","50","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","130822","750","0","0"
"1308310","0","0","0.05","0","3","0","0","0.25","0","0","0","0","260","0","0.05","2","130831","0","0","0"
"1308311","0","0","0.05","0","3.4","0","0","0.25","0","0","0","0","-1","0","0","261","130831","0","0","0"
"1308320","0","0","0","0","500","0","15","15","0","0","0","0","-1","0","0","1","130832","0","1000","0"
"1308410","0","0","0","0","2.3","0","0.25","0.25","0","0","0","0","-1","0","0","2","130841","0","4","0"
"1308420","0","0","0","0","700","0","0","0","0","0","0","0","-1","0","0","1","130842","0","700","0"
"1308510","0","0","0","0","0","0","0.5","0.4","0","0","0","0","-1","0","0","2","130851","0","6.25","0"
"1308520","0","0","0","0","0","0","50","50","0","0","0","0","-1","0","0","1","130852","0","1500","0"
"1308610","0","0","0.05","0","0","0","0.15","0","0","0","0","0","-1","0","0","2","130861","4","2.5","0"
"1308620","125","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","130862","500","1000","0"
"1308710","1","0","0","0","0","0","0","0","0","0","0","0","260","0","0.05","2","130871","4.3","0","0"
"1308711","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130871","4.7","0","0"
"1308810","0","1.5","0","0.05","2.5","0","0","0.25","0","0","0","0","260","0","0","2","130881","0","0","0"
"1308811","0","1.5","0","0","2.75","0","0","0.25","0","0","0","0","-1","0","0","261","130881","0","0","0"
"1308910","0","0","0","0","0","0","0.15","0.65","0","0","0","0","-1","0","0","2","130891","1.2","0","0"
"1309010","1.25","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","130901","4","0","0"
"1309011","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","130901","4.5","0","0"
"1309020","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","130902","500","2000","0"
"1309110","0","0","0","0","0","0","0","0","0","0","0","0.25","-1","0","0","2","130911","4","5","0"
"1309120","0","0","0","2","0","0","20","20","0","0","0","0","-1","0","0","1","130912","0","1000","0"
"1309210","0","0","0","0.1","4.4","0","0","0","0","0","0","0","260","0","0.05","2","130921","0","0","0"
"1309211","0","0","0","0","5.3","0","0","0","0","0","0","0","-1","0","0","261","130921","0","0","0"
"1309310","0","0","0","0","3.5","0","0","0","1.75","0","0","0","-1","0","0","2","130931","0","0","0"
"1309410","0","0","0","0.15","4.6","0","0","0","0","0","0","0","260","0","0","2","130941","0","0","0"
"1309411","0","0","0","0","5.35","0","0","0","0","0","0","0","-1","0","0","261","130941","0","0","0"
"1309510","0","0","0","0","0","0","0.35","0.6","0","0","0","0.25","-1","0","0","2","130951","0","0","0"
"1309520","0","0","0","0","0","0","40","40","0","0","0","0","-1","0","0","1","130952","0","1600","0"
"1309610","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","130961","4.25","0","0"
"1309620","0","0","0","2","0","0","0","0","0","0","0","0","-1","0","0","1","130962","600","0","0"
"1309710","2","0","0","0","0","0","0","0","0","0","0","0.25","-1","0","0","2","130971","1.65","0","0"
"1309810","0","0","0","0.05","2.6","0","0.4","0.1","0","0","0","0","260","0","0","2","130981","0","0","0"
"1309811","0","0","0","0","2.85","0","0.4","0.1","0","0","0","0","-1","0","0","261","130981","0","0","0"
"1309910","0","0","0","0.05","4.8","0","0","0","0","0","0","0.3","260","0","0","2","130991","0","0","0"
"1309911","0","0","0","0","5.05","0","0","0","0","0","0","0.3","-1","0","0","261","130991","0","0","0"
"1310010","0","0","0","0","0","0","0","0","0","0","0","0","260","0","0.05","2","131001","4.8","0","0"
"1310011","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131001","5.2","0","0"
"1310020","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","131002","1200","0","0"
"1310110","0","0","0","0","4","0","0.05","0.05","0","0","0","0.3","-1","0","0","2","131011","0","0","0"
"1310120","0","0","0","0","350","0","0","0","150","0","0","0","-1","0","0","1","131012","0","0","0"
"1310310","0","1.5","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131031","4","0","0"
"1310320","0","0","0","2","0","0","0","0","0","0","0","0","-1","0","0","1","131032","0","900","0"
"1310410","1","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131041","4.4","0","0"
"1310411","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131041","4.65","0","0"
"1310420","0","0","0","0","0","0","30","30","0","0","0","0","-1","0","0","1","131042","500","500","0"
"1310510","1.4","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131051","4.5","0","0"
"1310520","0","0","0","0","0","0","30","10","0","0","0","0","-1","0","0","1","131052","900","0","0"
"1310610","0","0","0","0","3.9","0","0","0","0.9","0","0","0","260","0","0.05","2","131061","0","0","0"
"1310611","0","0","0","0","4.3","0","0","0","0.9","0","0","0","-1","0","0","261","131061","0","0","0"
"1310620","0","0","0","0","900","0","30","10","0","0","0","0","-1","0","0","1","131062","0","0","0"
"1310710","1.2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131071","4.55","0","0"
"1310720","80","0","0","0","0","0","30","30","0","0","0","0","-1","0","0","1","131072","0","500","0"
"1310810","1.75","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","131081","3.85","0","0"
"1310811","1.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131081","4.35","0","0"
"1310910","2","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131091","3.95","0","0"
"1310911","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131091","4.2","0","0"
"1311010","0","1.5","0","0","2.8","0","0","0","0","0","10","0","260","0","0.05","2","131101","0","0","0"
"1311011","0","1.5","0","0","3.2","0","0","0","0","0","10","0","-1","0","0","261","131101","0","0","0"
"1311110","0","0","0","0","4.8","0","0","0","0","0","0","0","260","0","0.05","2","131111","0","0","0"
"1311111","0","0","0","0","5.2","0","0","0","0","0","0","0","-1","0","0","261","131111","0","0","0"
"1311120","0","0","0","0","500","0","20","20","0","0","0","0","-1","0","0","1","131112","0","0","0"
"1311210","0","0","0","0","0","0","0.2","0","0","0","0","0","300","0","0","2","131121","2.5","0","0.05"
"1311211","0","0","0","0","0","0","0.3","0","0","0","0","0","-1","0","0","301","131121","2.5","0","0"
"1311220","0","0","0","0","0","0","30","30","0","0","0","0","-1","0","0","1","131122","500","1000","0"
"1311310","0","0","0","0.1","0","0","0","0.6","0","0","0","0","260","0","0","2","131131","1.65","0","0"
"1311311","0","0","0","0","0","0","0","0.6","0","0","0","0","-1","0","0","261","131131","2.15","0","0"
"1311320","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","131132","500","0","0"
"1311410","0","1.5","0","0","3.75","0","0","0","0","0","0","0","260","0","0.05","2","131141","0","0","0"
"1311411","0","1.5","0","0","4.15","0","0","0","0","0","0","0","-1","0","0","261","131141","0","0","0"
"1311510","1","0","0","0","0","0","0","0","0","0","0","0","260","0","0.05","2","131151","4.3","0","0"
"1311511","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131151","4.7","0","0"
"1311520","0","0","0","2","0","0","0","0","0","0","0","0","-1","0","0","1","131152","1200","0","0"
"1311610","0","0","0","0","0","0","0.6","0","0","0","0","0.2","-1","0","0","2","131161","0","14.5","0"
"1311620","0","0","0","0","0","0","20","20","0","0","0","0","-1","0","0","1","131162","0","1000","0"
"1311710","0","0","0","0.1","3.75","0","0","0","0.4","0","0","0","260","0","0","2","131171","0","5","0"
"1311711","0","0","0","0","4.25","0","0","0","0.4","0","0","0","-1","0","0","261","131171","0","5","0"
"1311720","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","1","131172","0","4000","0"
"1311810","0.75","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131181","3.5","10","0"
"1311811","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131181","3.75","10","0"
"1311910","0","0","0","0.05","0","0","0.45","0.5","0","0","0","0","260","0","0","2","131191","0","1.5","0"
"1311911","0","0","0","0","0","0","0.45","0.5","0","0","0","0","-1","0","0","261","131191","0","3.6","0"
"1312010","0","1.25","0","0","3.7","0","0","0","0.5","0","0","0","-1","0","0","2","131201","0","0","0"
"1312110","0","0","0","0.15","3.35","0","0","0","0","0","0","0.5","260","0","0","2","131211","0","0","0"
"1312111","0","0","0","0","4.1","0","0","0","0","0","0","0.5","-1","0","0","261","131211","0","0","0"
"1312120","0","0","0","0","700","0","10","10","0","0","0","0","-1","0","0","1","131212","0","800","0"
"1312210","0","0","0","0","2.6","0","0.2","0.3","0","0","0","0","-1","0","0","2","131221","0","0","0"
"1312220","0","0","0","0","0","0","15","15","150","0","0","0","-1","0","0","1","131222","0","300","0"
"1312310","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131231","4.2","0","0"
"1312320","0","0","0","0","0","0","18","15","0","0","0","0","-1","0","0","1","131232","600","500","0"
"1312410","1.7","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131241","4.1","0","0"
"1312411","1.7","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131241","4.35","0","0"
"1312510","0","0","0","0","0","0","0.4","0.4","0","0","0","0","-1","0","0","2","131251","0","11","0"
"1312610","0","0","0","0","4.5","0","0","0","0.8","0","0","0","-1","0","0","2","131261","0","0","0"
"1312710","1.25","0","0","0.1","0","0","0","0","0","0","0","0","260","0","0","2","131271","3.9","0","0"
"1312711","1.25","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131271","4.4","0","0"
"1312810","1.3","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131281","4.35","0","0"
"1312910","1.5","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131291","4","0","0"
"1312911","1.5","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131291","4.25","0","0"
"1313010","0","0","0","0","0","0","0.5","0","0","0","0","0","260","0","0.05","2","131301","0","10.5","0.15"
"1313011","0","0","0","0","0","0","0.5","0","0","0","0","0","300","0","0","261","131301","0","13.85","0.15"
"1313012","0","0","0","0","0","0","0.7","0","0","0","0","0","-1","0","0","301","131301","0","13.85","0"
"1313110","0.65","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131311","4.7","0","0"
"1313120","0","0","0","0","0","0","30","30","0","0","0","0","-1","0","0","1","131312","500","1000","0"
"1313210","0","0","0","0.1","4.1","0","0","0","0.4","0","0","0","260","0","0","2","131321","0","0","0"
"1313211","0","0","0","0","4.6","0","0","0","0.4","0","0","0","-1","0","0","261","131321","0","0","0"
"1313310","0","0","0","0.1","4.55","0","0","0","0","0","0","0","260","0","0","2","131331","0","0","0"
"1313311","0","0","0","0","5.05","0","0","0","0","0","0","0","-1","0","0","261","131331","0","0","0"
"1313320","0","0","0","0","750","0","15","15","0","0","0","0","-1","0","0","1","131332","0","1000","0"
"1313410","0","0","0","0","4.4","0","0","0","0.65","0","0","0","-1","0","0","2","131341","0","0","0"
"1313510","0","0","0","0.1","1.5","0","0","0.6","0","0","0","0","260","0","0","2","131351","0","0","0"
"1313511","0","0","0","0","2","0","0","0.6","0","0","0","0","-1","0","0","261","131351","0","0","0"
"1313610","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131361","4.45","5","0"
"1313710","0","0","0","0.1","4","0","0","0","0.65","0","0","0","260","0","0","2","131371","0","0","0"
"1313711","0","0","0","0","4.5","0","0","0","0.65","0","0","0","-1","0","0","261","131371","0","0","0"
"1313810","0","0","0","0.05","3.2","0","0","0","0","0","0","0","260","0","0","2","131381","0","15","0"
"1313811","0","0","0","0","3.45","0","0","0","0","0","0","0","-1","0","0","261","131381","0","15","0"
"1313910","0","0","0","0.05","0","0","0.45","0.45","0","0","0","0","260","0","0","2","131391","0","3.75","0"
"1313911","0","0","0","0","0","0","0.45","0.45","0","0","0","0","-1","0","0","261","131391","0","5.85","0"
"1314010","0.6","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131401","4.75","0","0"
"1314011","0.6","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131401","5","0","0"
"1314110","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131411","4.7","0","0"
"1314210","0.6","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131421","4.9","0","0"
"1314310","0","0","0","0","0","0","0","0","3.75","0","0","0","-1","0","0","2","131431","3.5","0","0"
"1314410","0.75","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","131441","4.6","0","0"
"1314510","0.75","0","0","0","0","0","0","0","0","0","0","0.3","-1","0","0","2","131451","4.25","0","0"
"1314610","0","0","0","0.05","0","0","0","0","0","0","0","0","260","0","0","2","131461","4.2","5","0"
"1314611","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","261","131461","4.45","5","0"
"1314710","0","0","0","0","0","0","0.2","0.2","0","0","0","0","-1","0","0","2","131471","3.05","0","0"
"1315010","0","0","0","0.05","4.25","0","0","0","0","0","0","0.3","260","0","0","2","131501","0","0","0"
"1315011","0","0","0","0","4.5","0","0","0","0","0","0","0.3","-1","0","0","261","131501","0","0","0"
