0a6ab1f81b35af8ffa196a0f9729b93c6b4b7b03cfee46d8fd1cf4846baca7f7,ffaa8a557ee5a033673935ebc4901eb3d687287c68f1f5e9fd20e3073eb17e41,c0d0c10bcb936e7fe3ad68320b19629c80fdcf86283c973e7d0a38d1f2a04151,8f58380dc9052420d32e9f985cb45e8de9e68a858b983a74bf0ce6a64c934dae,c40e90f79386aa422e3ee8ffd16b8636ac1adf202fa410fb8c6836747d051636,f9707cce22d8e6226bb58b63c60d0e536a495c25a1c0dea8eed49cbbd9cc8526,cb8517166c4887562a575d1b4d67be0579cf0593a73265d81ef1e12e70f71d0c,f7567f1e0cc1e887032e6347a903db6e7572a7b8244f38051dcd11b00db3df6a,2e77ee6629d522b70955917d967346a36be7de28330cbe2adf9979e17d4b55ae,ff1f30e13e26f48ce2760ca2a7bd0431dc4c717b2a674e5a1be18aa778d23c96,e8170866b35b881886ef1059457915e29e4540972cf5233dc9a4aaeff3ce7021,845a660ad418cd3749c7d3a7c7484ff713f93110a242cc3ab5723c15ea8b1b0d,bfd67fca71e2689216949512c4019ec68229e14e308b42b39026e7fa5b3c0046,275fc9a64e93cfca63f9cf4233db211e005d39b9159a18b3197e045f6d89cd37,145788e2d69bb85849579c830debc1d0db93698700aff08589141263f51c143e,91a4265f907b0ebd5e1cbb0d98bf72d347a758deb5b9d311a75a472c9983ae0b,934552fb6d4493f5ce5e9bdd1d914ae440254b7d9bbd4d92dfa5be276bc8d5fb,0303aed0c17edf0b9cccc7d89e6f356abdfd7f3e77bc1ea63b16feb79b77b821,6f9b413c3db645a5021fbea17a2d74b020283c8468e599fff97894cb231ab76c,7750d264af278f7fcf662410ca07172b3696cf665cb446c6e294a36ee72146dc,f34064e63655d232f8179ba544d1706d91640eec8f21e453bd9cce937670bda0,ba0aeaf47c56cadaa9cb7be5b98f9dc76922c42528e845a5c172d771ff0e6da0,e0092e46352bd8a7f35b5cbd50bfbda23c254f642cd9c0db6ae8a23b0da305c8,df5df5e1848ce123704b111eec3834689f3151ee6496431361f9f29a995d093d,489df69a11a6914673bb4062e8f5896e0d3330659dcb4dc20bd1264753972fce,74042a82dd122bc60f1480deafb15abb23d784390326a0ece34a7760cd5856cc,a880947333814d4c22364a0d64d3f0b2fec4bab7f7f01709dac0185fe70c6212,c9105da99990b6926c010b6261c610fe54c256cffb195abcbbcf7bc0eb854bae,f4c85df86fe85fd30378a5516414a2473b266d37d7342126170b6ab280f26069,ac22006cc615583ca4048b4c89f35860a64137a4641922259577ba91586c4189,0c678662e4fe3e1d1fab08b18a58778627788239f674242b520b3a0eaeed8cab,775cd85facc07d6dd2505a4f806044813fdce1171a16607e5f2720861dc4c8ce,502a3c48d001e1555bd9151a9f0977047835fd05b5e9f47948f5b6eb6f202fe7,4f24f211fc8c2b5a24f32e2b76fd9c2fdf58bcbe8e40fee75121447690caa168
"20005","-40","bgm_M124","2000501","0","1","bgm_M124","1","0","0","20005101","10","510051","0","660005001","770","81000505","0","81000505","650005011","1","0.6","1","90","90","90","0","5005301","1.3","870","0","BOSS戰(NORMAL)","0","1"
"20005","-40","bgm_M124","2000502","0","1","bgm_M124","1","0","0","20005201","-100","510052","0","660005002","450","81000506","0","81000506","650005021","2","0.6","1","90","90","90","0","5005302","1.3","380","0","BOSS戰(HARD)","0","1"
"20005","-40","bgm_M124","2000503","0","1","bgm_M124","1","0","0","20005201","58","510052","0","660005003","450","81000506","0","81000506","650005031","3","0.6","1","90","90","90","0","5005308","1.3","520","0","Boss戰(VERYHARD)","0","1"
"20006","-40","bgm_M131","2000601","0","1","bgm_M131","1","0","0","20006101","14","510061","0","660006001","770","81000605","0","81000605","650006011","1","0.6","0.8","120","90","0","0","5006301","1.5","888","0","BOSS戰(NORMAL)","0","1"
"20006","-40","bgm_M131","2000602","0","1","bgm_M131","1","0","0","20006201","14","510062","0","660006002","450","81000606","0","81000606","650006021","2","0.6","0.8","120","90","0","0","5006302","1.5","42","0","BOSS戰(HARD)","0","1"
"20006","-40","bgm_M131","2000603","0","1","bgm_M131","1","0","0","20006201","-60","510062","0","660006003","450","81000606","0","81000606","650006031","3","0.6","0.8","120","90","0","0","5006308","1.5","500","0","BOSS戰(VERY HARD)","0","1"
"20007","-40","bgm_M138","2000701","0","1","bgm_M138","1","0","0","20007103","10","510071","0","660007001","770","81000705","0","81000705","650007011","1","0.6","1","140","90","-50","0","5007301","1.3","482","0","BOSS戰(NORMAL)","0","1"
"20007","-40","bgm_M138","2000702","0","1.3","bgm_M138","1","0","0","20007201","-186","510072","0","660007002","450","81000706","0","81000706","650007021","2","0.6","1","140","90","-50","0","5007302","1.3","-373","0","BOSS戰(HARD)","0","1"
"20007","-40","bgm_M138","2000703","0","1.3","bgm_M138","1","0","0","20007201","-63","510072","0","660007003","450","81000706","0","81000706","650007031","3","0.6","1","140","90","-50","0","5007308","1.3","455","0","Boss戰(VERYHARD)","0","1"
"20008","-40","bgm_M165","2000801","0","1","bgm_M165","1","0","0","20008101","-85","510081","0","660008001","770","81000805","0","81000805","650008011","1","0.6","1","100","90","-50","0","5008301","1.5","1400","0","BOSS戰(NORMAL)","0","1"
"20008","-40","bgm_M165","2000802","0","1","bgm_M165","1","0","0","20008201","-160","510082","0","660008002","450","81000806","0","81000806","650008021","2","0.6","0.8","100","90","-50","0","5008302","1.5","-175","0","BOSS戰(HARD)","0","1"
"20008","-40","bgm_M165","2000803","0","1","bgm_M165","1","0","0","20008201","-80","510082","0","660008003","450","81000806","0","81000806","650008031","3","0.6","0.8","100","90","-50","0","5008308","1.5","450","0","Boss戰(VERYHARD)","0","1"
"20009","-40","bgm_M172","2000901","0","1.1","bgm_M172","1","0","0","20009101","-56","510091","0","660009001","770","81000905","0","81000905","650009011","1","0.8","0.8","250","90","-50","0","5009301","1.5","885","0","BOSS戰(NORMAL)","0","1"
"20009","-40","bgm_M172","2000902","0","1.1","bgm_M172","1","0","0","20009201","37","510092","0","660009002","450","81000906","0","81000906","650009021","2","0.8","0.8","250","90","-50","0","5009302","1.5","-404","0","BOSS戰(HARD)","0","1"
"20009","-40","bgm_M172","2000903","0","1.1","bgm_M172","1","0","0","20009201","-104","510092","0","660009003","450","81000906","0","81000906","650009031","3","0.8","0.8","250","90","-50","0","5009308","1.5","442","0","BOSS戰(VERY HARD)","0","1"
"20010","770","bgm_M183","2001001","0","1","bgm_M183","1","0","0","20010101","770","510101","0","660010001","450","81001005","0","81001005","650010011","1","0.6","0.8","200","90","-50","0","5010301","1.5","450","0","BOSS戰(NORMAL)","0","1"
"20010","12","bgm_M183","2001002","0","1.4","bgm_M183","1","0","0","20010201","12","510102","0","660010002","-173","81001006","0","81001006","650010021","2","0.6","0.8","200","90","-50","0","5010302","1.5","-173","0","BOSS戰(HARD)","0","1"
"20010","85","bgm_M183","2001003","0","1.4","bgm_M183","1","0","0","20010201","85","510102","0","660010003","213","81001006","0","81001006","650010031","3","0.6","0.8","200","90","-50","0","5010308","1.5","213","0","BOSS戰(VERY HARD)","0","1"
"20011","-40","bgm_M192","2001101","0","1.1","bgm_M192","1","0","0","20011102","-56","510111","0","660011001","770","81001105","0","81001105","650011011","1","0.8","0.8","100","90","0","0","5011301","1.4","885","0","BOSS戰(NORMAL)","0","1"
"20011","-90","bgm_M192","2001102","0","1.1","bgm_M192","1","0","0","20011201","-1","510112","0","660011002","450","81001106","0","81001106","650011021","2","0.8","0.8","100","90","0","0","5011302","1.4","-67","0","BOSS戰(HARD)","0","1"
"20011","-55","bgm_M192","2001103","0","1.1","bgm_M192","1","0","0","20011201","-99","510112","0","660011003","375","81001106","0","81001106","650011031","3","0.8","0.8","100","90","0","0","5011308","1.4","395","0","Boss戰(VERYHARD)","0","1"
"20012","-60","bgm_M209","2001201","0","1.1","bgm_M209","1","0","0","20012101","-40","510121","0","660012001","1130","81001205","0","81001205","650012011","1","0.8","0.8","100","90","-50","0","5012301","1.5","980","0","BOSS戰(NORMAL)","0","1"
"20012","-175","bgm_M209","2001202","0","1.1","bgm_M209","1","0","0","20012201","-175","510122","0","660012002","-32","81001206","0","81001206","650012021","2","0.8","0.8","100","90","-50","0","5012302","1.5","-32","0","BOSS戰(HARD)","0","1"
"20012","-63","bgm_M209_02","2001203","0","1.1","bgm_M209","1","0","0","20012201","-80","510122","0","660012003","510","81001206","0","81001206","650012031","3","0.8","0.8","100","90","-50","0","5012308","1.5","500","0","BOSS戰(VERY HARD)","0","1"
"20013","-40","bgm_M218","2001301","205","1.1","bgm_M218","1","0","0","20013102","29","0","-48","660013001","450","81001305","0","81001305","650013011","1","0.2","1","120","90","84","0","5013301","1","313","0","BOSS戰(NORMAL)","1","1"
"20013","-40","bgm_M218","2001302","73","1.1","bgm_M218","1","0","0","20013201","41","0","-41","660013002","450","81001306","0","81001306","650013021","2","-0.18","1","120","90","84","0","5013302","1","-384","0","BOSS戰(HARD)","1","1"
"20013","-40","bgm_M218","2001303","178","1.1","bgm_M218","1","0","0","20013201","52","0","-40","660013003","450","81001306","0","81001306","650013031","3","0.2","1","120","90","84","0","5013308","1","220","0","Boss戰(VERYHARD)","1","1"
"20014","-95","bgm_M226","2001401","0","1","bgm_M226","1","0","0","20014101","-65","510141","0","660014001","963","81001505","0","81001505","650014011","1","0.7","0.7","100","90","-50","0","5015301","1.3","963","0","BOSS戰(NORMAL)","0","1"
"20014","-4","bgm_M226","2001402","0","1","bgm_M226","1","0","0","20014201","-4","510142","0","660014002","121","81001506","0","81001506","650014021","2","0.7","0.7","100","90","-50","0","5015302","1.3","121","0","BOSS戰(HARD)","0","1"
"20014","23","bgm_M226_02","2001403","0","1","bgm_M226","1","0","0","20014201","23","510142","0","660014003","500","81001506","0","81001506","650014031","3","0.7","0.7","100","90","-50","0","5015308","1.3","500","0","Boss戰(VERYHARD)","0","1"
"20015","-85","bgm_M240_02","2001501","0","1","bgm_M240","1","0","0","20015101","-35","510181","0","660015001","800","81001905","0","81001905","650015011","1","0.6","1","370","90","-50","0","5019301","1.25","900","0","BOSS戰(NORMAL)","0","1"
"20015","-10","bgm_M240_02","2001502","0","1","bgm_M240","1","0","0","20015201","40","510182","0","660015002","145","81001906","0","81001906","650015021","2","0.6","1","370","90","-50","0","5019302","1.25","205","0","BOSS戰(HARD)","0","1"
"20015","-70","bgm_M240_02","2001503","0","1","bgm_M240","1","0","0","20015201","-70","510182","0","660015003","480","81001906","0","81001906","650015031","3","0.6","1","370","90","-50","0","5019308","1.25","515","0","BOSS戰(VERY HARD)","0","1"
"20016","-116","bgm_M248","2001601","0","1","bgm_M248","1","0","0","20016101","-71","510211","0","660016001","1019","81002101","0","81002101","650016011","1","0.6","1","300","90","0","0","5021301","1","1072","0","BOSS戰(NORMAL)","0","1"
"20016","20","bgm_M248","2001602","0","1","bgm_M248","1","0","0","20016201","65","510212","0","660016002","180","81002102","0","81002102","650016021","2","0.6","1","300","90","0","0","5021302","1","233","0","BOSS戰(HARD)","0","1"
"20016","-40","bgm_M248_02","2001603","0","1","bgm_M248","1","0","0","20016201","-65","510212","0","660016003","450","81002102","0","81002102","650016031","3","0.6","1","300","90","0","0","5021308","1","515","0","BOSS戰(VERY HARD)","0","1"
"20017","-50","bgm_M257","2001701","0","1","bgm_M257","1","0","0","20017101","0","510231","0","660017001","730","81002301","0","81002301","650017011","1","0.6","1","170","90","-50","0","5023301","1.25","780","0","BOSS戰(NORMAL)","0","1"
"20017","20","bgm_M257","2001702","0","1","bgm_M257","1","0","0","20017201","70","510232","0","660017002","160","81002302","0","81002302","650017021","2","0.6","0.8","170","90","-50","0","5023302","1.25","210","0","BOSS戰(HARD)","0","1"
"20017","-85","bgm_M257","2001703","0","1","bgm_M257","1","0","0","20017201","-35","510232","0","660017003","460","81002302","0","81002302","650017031","3","0.6","0.8","170","90","-50","0","5023308","1.25","510","0","BOSS戰(VERY HARD)","0","1"
"20018","-85","bgm_M268","2001801","0","1","bgm_M268","1","0","0","20018102","0","510251","0","660018001","800","81002501","0","81002501","650018011","1","0.6","1","240","90","-50","0","5025301","1.25","458","0","BOSS戰(NORMAL)","0","1"
"20018","-10","bgm_M268","2001802","0","1","bgm_M268","1","0","0","20018201","8","510252","0","660018002","145","81002502","0","81002502","650018021","2","0.6","1","240","90","-50","0","5025302","1.25","0","0","BOSS戰(HARD)","0","1"
"20018","-70","bgm_M268","2001803","0","1","bgm_M268","1","0","0","20018201","-80","510252","0","660018003","480","81002502","0","81002502","650018031","3","0.6","1","240","90","-50","0","5025308","1.25","490","0","BOSS戰(VERY HARD)","0","1"
"20019","-85","bgm_M276","2001901","0","1","bgm_M276","1","0","0","20019101","0","510271","0","660019001","800","81002701","0","81002701","650019011","1","0.6","1","170","90","-50","0","5027301","1.25","827","0","Boss戰（NORMAL）","0","1"
"20019","-10","bgm_M276","2001902","0","1","bgm_M276","1","0","0","20019201","10","510272","0","660019002","145","81002702","0","81002702","650019021","2","0.6","1","170","90","-50","0","5027302","1.25","-43","0","Boss戰（HARD）","0","1"
"20019","-70","bgm_M276","2001903","0","1","bgm_M276","1","0","0","20019201","-15","510272","0","660019003","480","81002702","0","81002702","650019031","3","0.6","1","170","90","-50","0","5027308","1.25","450","0","Boss戰（VERY HARD）","0","1"
"20020","-57","bgm_M284","2002001","0","1","bgm_M284","1","0","0","20020102","0","510331","0","660020001","820","81002901","0","81002901","650020011","1","0.8","0.6","170","90","0","0","5029301","1.7","458","0","Boss戰（NORMAL）","0","1"
"20020","19","bgm_M284","2002002","0","1","bgm_M284","1","0","0","20020201","39","510332","0","660020002","150","81002902","0","81002902","650020021","2","0.8","0.6","170","90","0","0","5029302","1.7","-38","0","Boss戰（HARD）","0","1"
"20020","-70","bgm_M284","2002003","0","1","bgm_M284","1","0","0","20020201","-40","510333","0","660020003","480","81002902","0","81002902","650020031","3","0.8","0.6","170","90","0","0","5029308","1.7","474","0","Boss戰（VERY HARD）","0","1"
"20021","-85","bgm_M297","2002101","0","1","bgm_M297","1","0","0","20021102","-50","510311","0","660021001","800","81003101","0","81003101","650021011","1","0.6","1","170","90","-50","0","5031301","1.25","550","0","BOSS戰(NORMAL)","0","1"
"20021","-10","bgm_M297","2002102","0","1","bgm_M297","1","0","0","20021201","10","510312","0","660021002","145","81003102","0","81003102","650021021","2","0.6","1","170","90","-50","0","5031302","1.25","-17","0","BOSS戰(HARD)","0","1"
"20021","-70","bgm_M297","2002103","0","1","bgm_M297","1","0","0","20021201","-70","510312","0","660021003","480","81003102","0","81003102","650021031","3","0.6","1","170","90","-50","0","5031308","1.25","516","0","BOSS戰(VERY HARD)","0","1"
"20022","-75","bgm_M319","2002201","0","1.1","bgm_M319","1","0","0","20022101","-85","510331","0","660022001","822","81000605","0","81000605","650022011","1","0.8","0.8","100","90","-50","0","5033301","1.25","825","0","Boss戰（NORMAL）","0","1"
"20022","-190","bgm_M319","2002202","0","1.1","bgm_M319","1","0","0","20022201","-200","510332","0","660022002","-30","81003304","0","81003301","650022021","2","0.8","0.8","100","90","-50","0","5033302","1.25","-27","0","Boss戰（HARD）","0","1"
"20022","-60","bgm_M319","2002203","0","1.1","bgm_M319","1","0","0","20022201","-70","510333","0","660022003","482","81003304","0","81003301","650022031","3","0.8","0.8","100","90","-50","0","5033308","1.25","485","0","Boss戰（VERY HARD）","0","1"
"20023","-93","bgm_M346","2002301","0","0.8","bgm_M346","1","0","0","20023101","-43","510331","0","660023001","613","81003801","0","81003801","650023011","1","0.8","0.65","325","90","-50","0","5038301","1.8","663","0","BOSS戰(NORMAL)","0","1"
"20023","-21","bgm_M346","2002302","0","0.8","bgm_M346","1","0","0","20023201","29","510332","0","660023002","-62","81003803","0","81003802","650023021","2","0.8","0.65","325","90","-50","0","5038302","1.8","-12","0","Boss戰（HARD）","0","1"
"20023","-117","bgm_M346","2002303","0","0.8","bgm_M346","1","0","0","20023201","-67","510333","0","660023003","467","81003803","0","81003802","650023031","3","0.8","0.65","325","90","-50","0","5038308","1.8","517","0","Boss戰（VERY HARD）","0","1"
"20024","-85","bgm_M354","2002401","0","0.8","bgm_M354","1","0","0","20024103","-35","510331","0","660024001","406","81004001","0","81004001","650024011","1","0.8","0.65","100","90","-35","0","5040301","1.7","456","0","BOSS戰(NORMAL)","0","1"
"20024","-41","bgm_M354","2002402","0","0.8","bgm_M354","1","0","0","20024201","9","510332","0","660024002","49","81004002","0","81004002","650024021","2","0.8","0.65","100","90","-35","0","5040302","1.7","99","0","Boss戰（HARD）","0","1"
"20024","-109","bgm_M354","2002403","0","0.8","bgm_M354","1","0","0","20024201","-59","510333","0","660024003","431","81004002","0","81004002","650024031","3","0.8","0.65","100","90","-35","0","5040308","1.7","481","0","Boss戰（VERY HARD）","0","1"
"20025","-40","bgm_M378","2002501","0","0.8","bgm_M378","1","0","0","20025101","33","510331","0","660025001","770","81004201","0","81004201","650025011","1","0.8","0.65","140","90","-50","0","5042301","1.8","1345","0","BOSS戰(NORMAL)","0","1"
"20025","-40","bgm_M378","2002502","0","0.8","bgm_M378","1","0","0","20025201","-155","510332","0","660025002","450","81004202","0","81004202","650025021","2","0.8","0.65","140","90","-50","0","5042302","1.8","160","0","Boss戰（HARD）","0","1"
"20025","-40","bgm_M378","2002503","0","0.8","bgm_M378","1","0","0","20025201","44","510333","0","660025003","450","81004202","0","81004202","650025031","3","0.8","0.65","140","90","-50","0","5042308","1.8","577","0","Boss戰（VERY HARD）","0","1"
"20026","-85","bgm_M384","2002601","0","0.8","bgm_M384","1","0","0","20026102","-35","510331","0","660026001","770","81004401","0","81004401","650026011","1","0.8","0.65","140","90","-54","0","5044301","1.8","482","0","BOSS戰(NORMAL)","0","1"
"20026","110","bgm_M384","2002602","0","0.8","bgm_M384","1","0","0","20026201","-22","510332","0","660026002","720","81004402","0","81004402","650026021","2","0.8","0.65","140","90","-54","0","5044302","1.8","-37","0","Boss戰（HARD）","0","1"
"20026","-40","bgm_M384","2002603","0","0.8","bgm_M384","1","0","0","20026201","-51","510333","0","660026003","490","81004402","0","81004402","650026031","3","0.8","0.65","140","90","-54","0","5044308","1.8","514","0","Boss戰（VERY HARD）","0","1"
"20027","6","bgm_M397","2002701","0","0.8","bgm_M397","1","0","0","20027101","80","510331","0","660027001","833","81004601","0","81004601","650027011","1","0.8","0.65","320","90","-35","0","5046301","1.7","883","0","Boss戰（NORMAL）","0","1"
"20027","29","bgm_M397","2002702","0","0.8","bgm_M397","1","0","0","20027201","79","510332","0","660027002","124","81004602","0","81004602","650027021","2","0.8","0.65","320","90","-35","0","5046302","1.7","174","0","Boss戰（HARD）","0","1"
"20027","43","bgm_M397","2002703","0","0.8","bgm_M397","1","0","0","20027201","-7","510333","0","660027003","436","81004602","0","81004602","650027031","3","0.8","0.65","320","90","-35","0","5046308","1.7","486","0","Boss戰（VERY HARD）","0","1"
"20028","-176","bgm_M406","2002801","0","0.7","bgm_M406","1","0","0","20028101","-73","510331","0","660028001","798","81000605","0","81000605","650028011","1","0.7","0.75","100","90","-35","0","5048301","1.25","828","0","BOSS戰(NORMAL)","0","1"
"20028","-260","bgm_M406","2002802","0","0.7","bgm_M406","1","0","0","20028201","-210","510332","0","660028002","-63","81000606","0","81000606","650028021","2","0.7","0.75","100","90","-35","0","5048302","1.25","-13","0","Boss戰（HARD）","0","1"
"20028","-115","bgm_M406","2002803","0","0.7","bgm_M406","1","0","0","20028201","-65","510333","0","660028003","432","81000606","0","81000606","650028031","3","0.7","0.75","100","90","-35","0","5048308","1.25","482","0","Boss戰（VERY HARD）","0","1"
"20029","-85","bgm_M416","2002901","0","0.8","bgm_M416","1.3","0","0","20029101","-25","510331","0","660029001","770","81005001","0","81005001","650029011","1","0.8","0.65","100","90","-35","0","5050301","1.7","1029","0","BOSS戰(NORMAL)","0","1"
"20029","110","bgm_M416","2002902","0","0.8","bgm_M416","1.3","0","0","20029201","-190","510332","0","660029002","720","81005002","0","81005002","650029021","2","0.8","0.65","100","90","-35","0","5050302","1.7","-88","0","Boss戰（HARD）","0","1"
"20029","-40","bgm_M416","2002903","0","0.8","bgm_M416","1.3","0","0","20029201","-65","510333","0","660029003","490","81005002","0","81005002","650029031","3","0.8","0.65","100","90","-35","0","5050308","1.7","465","0","Boss戰（VERY HARD）","0","1"
"20030","-85","bgm_M424","2003001","0","0.8","bgm_M424","1","0","0","20030101","-54","510331","0","660030001","770","81000605","0","81000605","650030011","1","0.8","0.65","260","90","-75","0","5052301","1.7","842","0","BOSS戰(NORMAL)","0","1"
"20030","110","bgm_M424","2003002","0","0.8","bgm_M424","1","0","0","20030201","32","510332","0","660030002","720","81003304","0","81003301","650030021","2","0.8","0.65","260","90","-75","0","5052302","1.7","-15","0","Boss戰（HARD）","0","1"
"20030","-40","bgm_M424","2003003","0","0.8","bgm_M424","1","0","0","20030201","-25","510333","0","660030003","490","81003304","0","81003301","650030031","3","0.8","0.65","260","90","-75","0","5052308","1.7","514","0","Boss戰（VERY HARD）","0","1"
"20031","0","bgm_M429","2003101","0","0.8","bgm_M429","1","0","0","20031101","-25","510331","0","660031001","698","81000905","0","81000905","650031011","1","0.8","0.65","380","90","-75","0","5054301","1.7","732","0","BOSS戰(NORMAL)","0","1"
"20031","110","bgm_M429","2003102","0","0.8","bgm_M429","1","0","0","20031201","-10","510332","0","660031002","720","81000906","0","81000906","650031021","2","0.8","0.65","380","90","-75","0","5054302","1.7","-42","0","Boss戰（HARD）","0","1"
"20031","-40","bgm_M429","2003103","0","0.8","bgm_M429","1","0","0","20031201","-63","510333","0","660031003","490","81000906","0","81000906","650031031","3","0.8","0.65","380","90","-75","0","5054308","1.7","437","0","Boss戰（VERY HARD）","0","1"
"20032","-85","bgm_M438","2003201","0","0.75","bgm_M438","1","0","0","20032101","-30","510331","0","660032001","800","81005601","0","81005601","650032011","1","0.8","0.65","150","90","-20","0","5056301","2","883","0","Boss戰（NORMAL）","0","1"
"20032","-10","bgm_M438","2003202","0","0.75","bgm_M438","1","0","0","20032201","-21","510332","0","660032002","145","81005602","0","81005602","650032021","2","0.8","0.65","150","90","-20","0","5056302","2","-28","0","Boss戰（HARD）","0","1"
