93db3f19ce1e57b5e8418b3d27a8df55dd83d8f62a07a984c6879f75f54ff80e,b1adeb44314c9164ac3afdc124cf6722bf8fac3836fd177e95f127d1ccdb823f,9529b4d6b77f264533ed1a835a49253a21d5bd4e9935c3b872ca47f907e33aad,4eb500aec688fb2f3c91ae3f33bf65b8155f094ca20b0a3e394a6472a2a1f078,9e7bdf1370a24837e6e322efacb3b7f36e1699dfb16a171bd2cedc5b927ab750,d26b470a5cc6f4318aa1699373d4ee647c5ff42f97913c248a4c7c3033e468ae,f436850f424280ba9f0cec04995a9304b31288f520e8f95d58087560ce4b55c2,3e233a404163709b40a4c2ee99f6d0c20e8d3f6d508068b9e09c07dbb1bc8d92,e83feb4658c438eccde44cf4b8f30af32d74f5c99d3bddeeee3fae2de5cc201d,09321a08a51bf706125a54405a1d05761e87bdc32f0ed0b21ea664a39714905b,0ddd575dd78aea3ba97f1a77c24e117fceafddece8931eaffb6087f70de94eaf,f7e940681973939cedfc31bd82a6182ce6fb2e7018bb05e388bdd127f8aa2e8a,97ac54bdf6f09688929b3bdbed357e500c8225b53ac7ebf3a714fcb97e9bc749,001ae4940369a43a4dbd383ea8cbe996c2a593d907a1139ec8582a67614076ad,3128ab2412e6abac192b1396d3bdfb8967cc1a6b53d2b3baaced2897fdb01216,3c96e3a5b209ac0fd1374866f8ede2d8906e94cd17c5b25d4688ff7c8b46293f,05642888187692d20176244d916e4dda5be6751c55630761df28ab7684c6c32d,e8fa620d9d08210e8159e1cf011651fc9008ac14c021c4a80892cf9d7ffb23c2
"2023/04/01","1002001","1250000000001","4004101","bgm_M220","0","2500000000000","1","巨影復活","bgm_M220","1002","15","2023/04/01 07:59:59","0","480","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","1"
"2023/04/01 08:00:00","1002002","750000000001","4004102","bgm_M220","0","1250000000000","1","巨影復活","bgm_M220","1002","16","2023/04/01 12:59:59","0","300","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","2"
"2023/04/01 13:00:00","1002003","250000000001","4004103","bgm_M220","0","750000000000","1","巨影復活","bgm_M220","1002","17","2023/04/01 17:59:59","0","300","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","3"
"2023/04/01 18:00:00","1002001","125000000001","4004104","bgm_M220","0","250000000000","1","巨影復活","bgm_M220","1002","18","2023/04/01 19:59:59","0","120","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","1"
"2023/04/01 20:00:00","1002002","0","0","bgm_M220","0","125000000000","1","巨影復活","bgm_M220","1002","19","2023/04/01 23:59:59","0","240","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","2"
"2023/04/01","1002004","0","4004109","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","22","2023/04/01 07:59:59","0","480","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","1"
"2023/04/01 08:00:00","1002005","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","23","2023/04/01 12:59:59","0","300","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","2"
"2023/04/01 13:00:00","1002006","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","24","2023/04/01 17:59:59","0","300","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","3"
"2023/04/01 18:00:00","1002004","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","25","2023/04/01 20:59:59","0","180","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","1"
"2023/04/01 21:00:00","1002005","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","26","2023/04/01 21:59:59","0","60","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","2"
"2023/04/01 22:00:00","1002006","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","27","2023/04/01 22:59:59","0","60","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","3"
"2023/04/01 23:00:00","1002004","0","0","bgm_M220","0","0","1","巨影復活","bgm_M220","1002","28","2023/04/01 23:59:59","0","60","100584","蘭德索爾之戰 巨影復活　～04/01 23：59","1"
