9430a80a5a58334d7ee8d678c8cabb6e466c8dbc264d421f9a08a04122446db1,1e25963c9a5bfc10ee8fa4ae9ca67db19f9ea774af02cefde65952b070b7a974,eeadd17baf052f4e7f27c171f6bf4e2bf6e74c1e5d96495842753f09992d7569,bca4e09c36358a93c4c3bba090f0ea0456eaffa237353ce1a2d4e182bd53442c,870f7e3762f618ea95acd2728727bb40950532418fc2ff3e5378da347e493f15,18a594cfcdff620f6bd2e0edd61ba06748899a1445af06ab78a31f533b628896,377f1bc017fbcc70d8158cfb0bd15f495bd91d86f4313a1111f7d0dfba23ab98,d123bded0504fca06a0daf7ea5a041e08cf5b66135a468a70ae652c7e4a0f1a2,1c7941f1f2f2d0b6dcff974a13590f81f1bba473293d6dc65949971c541d487c,edcc01a64689f1630c1b63c794abcc05fd518cdf759d3b21bf240b806cf8ca92,a4a2d8c37ee0dc24a01a03a5916d5974e4360858937d1156448a069ce35dc85f,f5fe2b74bc36a2a99065777f9cca11cf25acc35c5b1c5711cf501c293186011e
"1","1","1","5","1","340","1","1","-1","101406","32","-1"
"1","1","1","6","1","350","1","1","300","101501","32","3"
"1","1","1","6","1","350","1","1","300","101502","32","-1"
"1","1","1","6","1","350","1","1","-1","101503","32","-1"
"1","1","1","5","1","350","1","1","300","101504","32","3"
"1","1","1","5","1","350","1","1","300","101505","32","-1"
"1","1","1","5","1","350","1","1","-1","101506","32","-1"
"1","1","1","6","1","360","1","1","310","101601","32","5"
"1","1","1","6","1","360","1","1","310","101602","32","-1"
"1","1","1","6","1","360","1","1","-1","101603","32","-1"
"1","1","1","5","1","360","1","1","310","101604","32","5"
"1","1","1","5","1","360","1","1","310","101605","32","-1"
"1","1","1","5","1","360","1","1","-1","101606","32","-1"
"1","1","1","6","1","380","1","1","310","101701","32","5"
"1","1","1","6","1","380","1","1","310","101702","32","-1"
"1","1","1","6","1","380","1","1","-1","101703","32","-1"
"1","1","1","5","1","380","1","1","310","101704","32","5"
"1","1","1","5","1","380","1","1","310","101705","32","-1"
"1","1","1","5","1","380","1","1","-1","101706","32","-1"
"1","1","1","6","1","400","1","1","310","101801","32","5"
"1","1","1","6","1","400","1","1","310","101802","32","-1"
"1","1","1","6","1","400","1","1","-1","101803","32","-1"
"1","1","1","5","1","400","1","1","310","101804","32","5"
"1","1","1","5","1","400","1","1","310","101805","32","-1"
"1","1","1","5","1","400","1","1","-1","101806","32","-1"
"1","1","1","6","1","400","1","1","310","111601","33","5"
"1","1","1","6","1","400","1","1","310","111602","33","-1"
"1","1","1","6","1","400","1","1","-1","111603","33","-1"
"1","1","1","5","1","400","1","1","310","111604","33","5"
"1","1","1","5","1","400","1","1","310","111605","33","-1"
"1","1","1","5","1","400","1","1","-1","111606","33","-1"
"1","1","1","6","1","450","1","1","310","111701","33","5"
"1","1","1","6","1","450","1","1","310","111702","33","-1"
"1","1","1","6","1","450","1","1","-1","111703","33","-1"
"1","1","1","5","1","450","1","1","310","111704","33","5"
"1","1","1","5","1","450","1","1","310","111705","33","-1"
"1","1","1","5","1","450","1","1","-1","111706","33","-1"
"1","1","1","6","1","500","1","1","310","111801","33","5"
"1","1","1","6","1","500","1","1","310","111802","33","-1"
"1","1","1","6","1","500","1","1","-1","111803","33","-1"
"1","1","1","5","1","500","1","1","310","111804","33","5"
"1","1","1","5","1","500","1","1","310","111805","33","-1"
"1","1","1","5","1","500","1","1","-1","111806","33","-1"
