8dc58893533d5d951db56a66e098035feba4e5629f5cc2a7049b1fa849568281,180e3e4e542d8a9b8cbe37b10602fb68e8186996d2bf26d2c88a66d3f39b08a1,e451f7b3997723f728a28369e2841e87245fe9ea2e8ee438200aaf9538ea6342,c803573edfb000ec66b51064d1dcb11d718ca7a4272f259ebe0696a138cf61bc,824413f10c277c8056a82a1ecc1835554c5d5fdfedd64bb62e35c847f816ec78,3d0052a2a9da40451decf73b571a0ad61f994b49b1c2ae5c2ca4dcbfccf8e0c6,1c225ccc74631e5a7110a0fa5626324ad1444a4ebb5e8ca79ca7cad3b0196e81,d17fab8b9dc6ca0c36573b4c60e86861068d9cee7dfe38af6f8fea53abb9ddfa,724046ba916081d65183510c080baf849375a2ccdf2363133f441ed16186ee23,4a61efb8ad649e374d96357c6660e13a05084186106c2f19af758195438f8083,330c7278dd1080fd9beabab65fed921bd1fd4e3ff4f74a1c51594d49990cf52d
"120","-182.5","5","1","NoItem","449.6","103","2","1.35","2","11030008"
"0","1","31","","","0","103","1","1","1","11030009"
"","","25","","","","103","bgm_M347","","bgm_M347","11030010"
"","","93","","","","103","","","2","11030011"
"1","","3","","","","103","nyx_talk_sad","0.2","103431","11030012"
"10","","11","","","","103","簡報是\n一件這麼\n累人的事情嗎…？","","103431","11030013"
"","","91","","","","103","","","0","11030014"
"1","","3","","","","103","nyx_cmn_03","0.2","103431","11030015"
"1","","3","","","","103","nyx_cmn_05","0.2","104831","11030016"
"10","","11","","","","103","接下來一定沒問題的\n一定會是認真的學生\n……我說的沒錯吧？","","104831","11030017"
"","","91","","","","103","","","0","11030018"
"1","","3","","","","103","nyx_cmn_04","0.2","104831","11030019"
"1","","3","","","","103","nyx_talk_normal","0.2","103231","11030020"
"10","","11","","","","103","哎呀？\n下一位好像也是\n好朋友社的成員呢？","","103231","11030021"
"","","91","","","","103","","","0","11030022"
"1","","3","","","","103","nyx_idle_normal","0.2","103231","11030023"
"1","","3","","","","103","nyx_talk_sad","0.2","104631","11030024"
"10","","11","","","","103","……要是鬆懈下來\n就會被幹掉喵\n做好覺悟吧喵","","104631","11030025"
"","","93","","","","103","","","2.6","11030026"
"1","","3","","","","103","nyx_102_chloe_01","0.2","111031","11030027"
"","","91","","","","103","","","11030025","11030028"
"0","1","3","0.3","","nyx_idle_sad","103","nyx_cmn_02","0.2","104631","11030029"
"0","","3","","","","103","nyx_cmn_02","0.2","2","11030030"
"0","1","3","0.3","","nyx_cmn_03","103","nyx_cmn_02","0.2","103431","11030031"
"0","","3","","","","103","nyx_cmn_02","0.2","2","11030032"
"0","1","3","0.2","","nyx_idle_normal","103","nyx_cmn_02","0.2","104831","11030033"
"0","","3","","","","103","nyx_cmn_02","0.2","2","11030034"
"","","93","","","","103","","","1.5","11030035"
"1","","3","","","","103","nyx_303_yuni_01","0.2","111031","11030036"
"10","","11","","","","103","嗯，接下來是我呢\n這就是所謂的\n壓軸登場吧","","111031","11030037"
"","","93","","","","103","","","2.8","11030038"
"1","","12","","","","103","13","","104831","11030039"
"1","","3","","","","103","nyx_talk_normal","0.2","104831","11030040"
"","","91","","","","103","","","11030037","11030041"
"10","","11","","","","103","琪愛兒、克蘿依\n妳們的遺憾就由我來\n替妳們雪恥吧","","111031","11030042"
"","","91","","","","103","","","0","11030043"
"1","","3","","","","103","nyx_103_yuni_02","0.2","111031","11030044"
"10","","11","","","","103","是時候完成我身為\n高年級生的職責了","","111031","11030045"
"","","93","","","","103","","","1.5","11030046"
"1","","12","","","","103","17","","103231","11030047"
"1","","3","","","","103","nyx_idle_normal","0.2","104831","11030048"
"1","","3","","","","103","nyx_cmn_05","0.2","103231","11030049"
"","","91","","","","103","","","11030045","11030050"
"0","0","3","0.6","","nyx_103_yuni_04","103","nyx_103_yuni_03","0.3","111031","11030051"
"10","","11","","","","103","賭上優妮們\n之名……！","","111031","11030052"
"","","91","","","","103","","","0","11030053"
"1","","3","","","","103","nyx_idle_normal","0.2","103231","11030054"
"","","93","","","","103","","","0.6","11030055"
"1","","12","","","","103","12","0.2","111031","11030056"
"0","1","3","0.2","","nyx_idle_normal","103","cmn_pose02_def_N","0.2","111031","11030057"
"","","93","","","","103","","","1.5","11030058"
"1","","12","","","","103","15","","104631","11030059"
"0","1","3","0.2","","nyx_idle_worry","103","nyx_talk_sad","0.2","104631","11030060"
"","","93","","","","103","","","2","11030061"
"1","","12","","","","103","10","","103231","11030062"
"0","1","3","0.2","","nyx_idle_normal","103","nyx_talk_joy1","0.2","103231","11030063"
"0","1","3","0.2","","nyx_idle_normal","103","nyx_103_yuni_01","0.2","111031","11030064"
"","","93","","","","103","","","2.5","11030065"
"1","","12","","","","103","1","","103431","11030066"
"0","1","3","0.3","","nyx_cmn_03","103","nyx_cmn_01","0.2","103431","11030067"
"","","93","","","","103","","","2","11030068"
"1","","12","","","","103","12","","104831","11030069"
"1","","3","","","","103","nyx_talk_bitter","0.2","104831","11030070"
"","","93","","","","103","","","2","11030071"
"1","","3","","","","103","nyx_idle_bitter","0.2","104831","11030072"
"","","93","","","","103","","","1","11030073"
"","","101","","","","103","","","11030056","11030074"
"110","-294.7","1","1","nyx_201_akino_01","-235.4","201","103231","1.2","1","12010001"
"120","-294.7","5","1","nyx_201_akino_01","-235.4","201","2","1.2","2","12010002"
"110","-281.6","1","0","nyx_idle_normal","-357","201","104631","1.2","1","12010003"
"110","-281.6","1","1","nyx_idle_normal","310.5","201","103431","1.2","1","12010004"
"110","-281.6","1","0","nyx_idle_normal","-453.3","201","104831","1.2","1","12010005"
"0","1","31","","","0","201","1","1","2","12010006"
"0","1","31","","","0","201","2","1","11","12010007"
"","","25","","","","201","bgm_M347","","bgm_M347","12010008"
"","","93","","","","201","","","2","12010009"
"10","","11","","","","201","珠希，\n這零件就麻煩妳\n進行組裝囉！","","103231","12010010"
"","","91","","","","201","","","0","12010011"
"0","1","3","0.3","","nyx_idle_surprise1","201","nyx_surprise","0.3","104631","12010012"
"10","","11","","","","201","我、我知道了喵！\n……設計圖上有\n這東西嗎喵……？","","104631","12010013"
"","","91","","","","201","","","0","12010014"
"0","","4","","","","201","0","","103231","12010015"
"","","4","","","","201","0","","2","12010016"
"1","","3","0.3","","","201","nyx_idle_bitter2","0.3","104631","12010017"
"1","","3","0.3","","","201","nyx_201_akino_02","0.3","103231","12010018"
"1","","3","0.3","","","201","nyx_201_akino_02","0.3","2","12010019"
"-294.7","","2","","","2.2","201","199","","103231","12010020"
"-294.7","","2","","","2.2","201","199","","2","12010021"
"","","93","","","","201","","","2.2","12010022"
"1","","3","0.3","","","201","nyx_201_akino_01","0.3","103231","12010023"
"1","","3","0.3","","","201","nyx_201_akino_01","0.3","2","12010024"
"10","","11","","","","201","優花梨！\n麻煩妳立刻去\n訂購這款迴路！","","103231","12010025"
"","","91","","","","201","","","0","12010026"
"1","","3","0.3","","","201","nyx_cmn_01","0.3","103431","12010027"
"10","","11","","","","201","咦？　咦？\n等等啊秋乃\n這要拿來做什麼！？","","103431","12010028"
"","","91","","","","201","","","0","12010029"
"1","","3","0.3","","","201","nyx_idle_bitter2","0.3","103431","12010030"
"","","4","","","","201","1","","103231","12010031"
"","","4","","","","201","1","","2","12010032"
"1","","3","0.3","","","201","nyx_201_akino_02","0.3","103231","12010033"
"1","","3","0.3","","","201","nyx_201_akino_02","0.3","2","12010034"
"-294.7","","2","","","2.2","201","-235.4","","103231","12010035"
"-294.7","","2","","","2.2","201","-235.4","","2","12010036"
"","","93","","","","201","","","2.2","12010037"
"1","","3","0.3","","","201","nyx_201_akino_01","0.3","103231","12010038"
"1","","3","0.3","","","201","nyx_201_akino_01","0.3","2","12010039"
"10","","11","","","","201","美冬，\n麻煩妳仔細地\n檢查動作囉！","","103231","12010040"
"","","91","","","","201","","","0","12010041"
"0","1","3","0.3","","nyx_idle_surprise1","201","nyx_surprise","0.3","104831","12010042"
"10","","11","","","","201","好、好的！\n……秋乃整個人都\n熱血起來了呢…","0","104831","12010043"
"","","91","","","","201","","","0","12010044"
"1","","3","0.3","","","201","nyx_talk_sad","0.3","104831","12010045"
"10","","11","","","","201","但不知道為什麼\n我好不安啊……\n只有滿滿的不安……","0","104831","12010046"
"","","91","","","","201","","","0","12010047"
"1","","3","0.3","","","201","nyx_idle_bitter2","0.3","104831","12010048"
"","","91","","","","201","","","0","12010049"
"","","93","","","","201","","","0.4","12010050"
"0","","4","","","","201","0","","103231","12010051"
"","","4","","","","201","0","","2","12010052"
"1","","3","0.2","","","201","nyx_201_akino_02","0.2","103231","12010053"
"1","","3","0.2","","","201","nyx_201_akino_02","0.2","2","12010054"
"-294.7","","2","","","2.2","201","199","","103231","12010055"
"-294.7","","2","","","2.2","201","199","","2","12010056"
"1","","3","0.2","","","201","nyx_cmn_03","0.2","103431","12010057"
"","","93","","","","201","","","2.2","12010058"
"1","","12","","","","201","10","","103231","12010059"
"1","","3","0.2","","","201","nyx_201_akino_01","0.2","103231","12010060"
"1","","3","0.2","","","201","nyx_201_akino_01","0.2","2","12010061"
"","","91","","","","201","","","0","12010062"
"1","","3","0.2","","","201","nyx_idle_surprise1","0.2","103431","12010063"
"","","91","","","","201","","","0","12010064"
"1","","3","0.2","","","201","nyx_102_chloe_02","0.2","103431","12010065"
"","","4","","","","201","1","","103231","12010066"
"","","4","","","","201","1","","2","12010067"
"1","","3","0.2","","","201","nyx_201_akino_02","0.2","103231","12010068"
"1","","3","0.2","","","201","nyx_201_akino_02","0.2","2","12010069"
"-294.7","","2","","","2.2","201","-235.4","","103231","12010070"
"-294.7","","2","","","2.2","201","-235.4","","2","12010071"
"","","93","","","","201","","","2.2","12010072"
"1","","12","","","","201","10","","103231","12010073"
"1","","3","0.2","","","201","nyx_201_akino_01","0.2","103231","12010074"
"1","","3","0.2","","","201","nyx_201_akino_01","","2","12010075"
"","","93","","","","201","","","3","12010076"
"0","1","3","0.2","","nyx_idle_normal","201","cmn_nod_def_N","0.2","104631","12010077"
"","","93","","","","201","","","0.8","12010078"
"1","","12","","","","201","3","","104831","12010079"
"0","1","3","0.2","","nyx_idle_sad","201","nyx_talk_worry","0.2","104831","12010080"
"","","93","","","","201","","","1","12010081"
"","","101","","","","201","","","12010051","12010082"
"100","-255","5","0","nyx_202_tamaki_03_loop","-136","202","3","1.2","1","12020001"
"110","-286.1","1","1","nyx_idle_joy1","183.7","202","103231","1.2","1","12020002"
"120","-286.1","5","1","nyx_202_yukari_01","312.6","202","5","1.2","2","12020003"
"110","-286.1","1","1","nyx_202_yukari_01","312.6","202","103431","1.2","1","12020004"
"120","-286.1","1","0","nyx_idle_normal","-269.8","202","104831","1.2","1","12020005"
"0","1","31","","","0","202","1","1","2","12020006"
"0","1","31","","","34","202","2","1","12","12020007"
"-74","1","31","","","130","202","7","0","16","12020008"
"110","-255","5","0","nyx_yagura_idle","-208","202","4","1","3","12020009"
"120","-286.1","5","0","NoItem","-269.8","202","6","1.2","2","12020010"
"","","25","","","","202","bgm_M347","","bgm_M347","12020011"
"","","93","","","","202","","","2","12020012"
"10","","11","","","","202","總覺得開發作業\n好像也變得開心\n起來了喵～！","","3","12020013"
"","","91","","","","202","","","0","12020014"
"10","","11","","","","202","事到如今我一定要\n讓它成為世界第一\n的鯛魚燒機喵！","","3","12020015"
"","","91","","","","202","","","0","12020016"
"10","","11","","","","202","看我把我的一切\n全部灌注進去\n喵～～！","","3","12020017"
"","","93","","","","202","","","0.4","12020018"
"0","1","3","","","nyx_202_tamaki_loop","202","nyx_202_tamaki_03_puton","0.2","3","12020019"
"","","91","","","","202","","","12020017","12020020"
"0","1","3","","","nyx_202_tamaki_01","202","nyx_202_tamaki_up","0.2","3","12020021"
"0","1","3","","","nyx_yagura_up_idle","202","nyx_yagura_up","","4","12020022"
"","","93","","","","202","","","2.4","12020023"
"","","32","","","","202","1","","7","12020024"
"1","","3","","","","202","nyx_202_akino_01_loop","0.2","103231","12020025"
"10","","11","","","","202","喔～呵呵呵！\n真是美妙的\n抱負呢，珠希","","103231","12020026"
"","","91","","","","202","","","0","12020027"
"1","","3","","","","202","nyx_talk_anger2","0.2","104831","12020028"
"10","","11","","","","202","設計圖上可是\n沒有寫到什麼\n鯛魚燒哦！？","","104831","12020029"
"","","91","","","","202","","","0","12020030"
"1","","3","","","","202","nyx_idle_anger2","0.2","103431","12020031"
"1","","3","","","","202","nyx_202_yukari_01","0.2","103431","12020032"
"10","","11","","","","202","美冬……\n交給珠希去做就\n不會有問題啦……嗝","","103431","12020033"
"","","91","","","","202","","","0","12020034"
"0","","3","0.2","","nyx_cmn_04","202","nyx_cmn_05","0.2","104831","12020035"
"10","","11","","","","202","優花梨？\n妳在喝什麼？\n……妳被收買了對吧？","0","104831","12020036"
"","","91","","","","202","","","0","12020037"
"1","","3","","","","202","nyx_202_yukari_01","0.2","103431","12020038"
"10","","11","","","","202","咦～？\n尼在說什麼～？\n……嗯呵呵～♪","","103431","12020039"
"","","91","","","","202","","","0","12020040"
"","","93","","","","202","","","2","12020041"
"1","","12","","","","202","13","","103231","12020042"
"0","1","3","0.2","","nyx_202_akino_01_loop","202","nyx_talk_joy2","0.2","103231","12020043"
"","","93","","","","202","","","2.5","12020044"
"1","","12","","","","202","3","","104831","12020045"
"1","","3","","","","202","nyx_talk_anger2","0.2","104831","12020046"
"","","93","","","","202","","","2","12020047"
"0","","3","","","","202","nyx_cmn_02","0.2","104831","12020048"
"0","1","3","","","NoItem","202","nyx_cmn_02","0.2","6","12020049"
"","","93","","","","202","","","1","12020050"
"0","1","3","0.2","","nyx_cmn_04","202","nyx_cmn_05","0.2","104831","12020051"
"","","93","","","","202","","","2","12020052"
"1","","12","","","","202","5","","103431","12020053"
"0","1","3","0.2","","nyx_202_yukari_01","202","nyx_203_yukari_01","0.2","5","12020054"
"0","1","3","0.2","","nyx_202_yukari_01","202","nyx_203_yukari_01","0.2","103431","12020055"
"","","93","","","","202","","","1.2","12020056"
"1","","12","","","","202","11","","3","12020057"
"","","93","","","","202","","","0.8","12020058"
"","","101","","","","202","","","12020041","12020059"
"130","-286","1","0","nyx_idle_normal","-300","203","104831","1.2","1","12030001"
"100","-286","1","1","nyx_idle_normal","316","203","104631","1.2","1","12030002"
"100","-286","1","1","nyx_idle_normal","110","203","103231","1.2","1","12030003"
"100","-10","1","0","nyx_203_yukari_01","-200","203","103431","1.2","1","12030004"
"0","1","31","","","0","203","1","1","2","12030005"
"-80","1","31","","","34","203","2","1","13","12030006"
"110","-10","5","0","nyx_203_yukari_01","-200","203","3","1.2","2","12030007"
"120","-255","5","0","nyx_yagura_up_harf","-250","203","4","1","3","12030008"
"","","25","","","","203","bgm_M347","","bgm_M347","12030009"
"","","93","","","","203","","","2","12030010"
"10","","11","","","","203","奇怪～？\n這裡是哪裡～？\n我又是誰～？","","103431","12030011"
"","","93","","","","203","","","0.6","12030012"
"0","1","3","0.2","","nyx_lookup_loop2","203","nyx_lookup","0.2","103231","12030013"
"","","91","","","","203","","","12030011","12030014"
"10","","11","","","","203","嗯～？\n這勾大大的\n東西是什麼～","","103431","12030015"
"","","93","","","","203","","","0.6","12030016"
"0","1","3","0.2","","nyx_lookup_loop2","203","nyx_lookup","0.2","104631","12030017"
"","","91","","","","203","","","12030015","12030018"
"0","1","3","","","nyx_203_yukari_05","203","nyx_203_yukari_02","0.2","3","12030019"
"0","1","3","","","nyx_203_yukari_05","203","nyx_203_yukari_02","0.2","103431","12030020"
"10","","11","","","","203","你要不要也來一起\n喝麥酒～？\n很～好喝的哦～？","","103431","12030021"
"","","93","","","","203","","","0.4","12030022"
"0","1","3","0.2","","nyx_lookup_loop2","203","nyx_lookup","0.2","104831","12030023"
"","","91","","","","203","","","12030021","12030024"
"","","93","","","","203","","","0.2","12030025"
"0","1","3","0.2","","nyx_idle_sad","203","nyx_cmn_02","0.2","104831","12030026"
"10","","11","","","","203","優花梨\n在做什麼啊…","0","104831","12030027"
"","","93","","","","203","","","0.1","12030028"
"0","1","3","0.2","","nyx_cmn_04","203","nyx_cmn_02","0.2","103231","12030029"
"10","","11","","","","203","優花梨\n在做什麼呢…","","103231","12030030"
"","","93","","","","203","","","0.1","12030031"
"0","1","3","0.2","","nyx_idle_sad","203","nyx_cmn_02","0.2","104631","12030032"
"10","","11","","","","203","優花梨\n在做什麼喵…","","104631","12030033"
"","","91","","","","203","","","0","12030034"
