ec21612cf86b69e23896dca7aa56e73096d27a20dbbf1297e4400245dec91a87,d3c90d80423cdb4a5f601d768d4bc776fcd972b09dbdf26901d58f3d12294f97,c59824746402a54e9d98e6329a697ecd02936d92cd148309167fe73dc5c0aa96,a3ec0727c613df2e863270b44c292bfcabf679f4995dcf950ba1b1921ef51109,ea3e2fc92d4fa6b5092a5cc7c2285449d677d99e1513f02a573f1d6d3abaeb3e,24926e6e587c6244c96f25be80377892b019c447e8e07427ccaf5fb1af53fef8,d8373847859dfedeef3a35f356f598812900d7041d1981a23aa15ede3cacfdcb,b60f9827cc5c851c00417a54c67755413a669b395649aadfbb40188888ae2477,256a72cd69328acd6d4c15bd63fc62b92b281752b48b2f4a7b3f74f59dd8b7ce,701ef5ee63507e26d70a6d3fa2fa05f704453070281f7c0115576f5b28042359,c8d32fbb48f0781b3a3249ffcf39ba2bae3ed3eca27e33321e0e64ab4e87af5a,75af7ad82c6e6a7141faafd2af7b764a28b978b113c545c796331789a6ba88b9,86f345368be680617c108179ccc2cfa50c4cbd58de51eb016ff0e951f235d6b7
"1","幸災樂禍","0","3120015","0","0","0","心花怒放","大喜若狂","樂嗟苦咄","0","1","0"
"1","夙興夜寐","0","3120016","0","1","0","孜孜不倦","宵衣旰食","席不暇暖","0","1","0"
"1","該死眼鏡女","0","3121001","0","0","0","混帳精靈族","羅莉老太婆","垃圾貓","0","0","1"
"1","阿瓦隆","0","3121002","0","0","0","鏡子","物件","創造","0","0","1"
"1","龐眉皓髮","0","3130001","0","0","0","沈腰潘鬢","秀色可餐","仙姿玉色","0","0","1"
"1","視如草芥","0","3130002","0","0","0","袖手旁觀","視若無睹","視如敝屣","0","1","0"
"1","嫌妻良母","0","3130004","0","0","0","五里夢中","前所未聞","四面受敵","0","0","1"
"1","一期一繪","0","3130005","0","0","0","自炊自擂","專心一意","光明正大","0","0","1"
"1","單刀直人","0","3130006","0","0","0","千鈞一髮","眉開眼笑","山明水秀","0","1","1"
"1","惺味盎然","0","3130007","0","0","0","垂頭喪氣","三人成虎","三位一體","0","1","1"
"1","當風秉燭","0","3130010","0","1","0","如箭在弦","一髮千鈞","間不容髮","0","0","1"
"0","洪爐燎髮","0","3130011","0","1","0","下坂走丸","順水推舟","如魚得水","0","1","1"
"1","伉儷情深","0","3130013","0","1","0","漏泄春光","連枝比翼","山盟海誓","0","0","0"
"0","身經百戰","0","3130014","0","1","0","老馬識途","事不師古","見多識廣","0","1","1"
"1","龍爭虎鬥","0","3130016","0","1","0","水火不容","針鋒相對","白眉赤眼","0","1","0"
"1","真空","0","3131001","0","0","0","戰記","煉獄","血盟","0","0","1"
"1","妄想","0","3131002","0","0","0","旅行","絕頂","銷魂","0","0","1"
"1","白蘿蔔","0","3210001","0","0","0","黃瓜","番茄","茄子","0","1","1"
"1","心臟","0","3210002","0","0","0","肝臟","肺","腎臟","0","0","1"
"1","排泄系統","0","3210003","0","0","0","循環系統","呼吸系統","消化系統","0","1","1"
"1","海葵","0","3210005","0","0","0","海參","烏賊","章魚","0","0","1"
"1","樹懶","0","3210006","0","0","0","山豬","袋鼠","無尾熊","0","0","1"
"1","月娘","0","3210008","0","0","0","臭蟲","火金姑","丹鳥","0","0","1"
"1","斑緣點赤蝶","0","3210009","0","0","0","斑緣點藍蝶","斑緣點粉蝶","白粉蝶","0","0","1"
"1","拇指","0","3210010","0","0","0","食指","小指","中指","0","0","1"
"1","D型","0","3210011","0","0","0","C型","A型","B型","0","0","1"
"1","蝦子","0","3210013","0","0","0","寄居蟹","蜆","蛤蜊","0","0","1"
"1","狼","0","3210014","0","0","0","獅子","兔子","馬","0","0","1"
"1","無尾熊","0","3210015","0","0","0","熊","犀牛","鹿","0","0","1"
"1","咲戀","0","3211001","0","0","0","禊","鈴奈","初音","0","0","1"
"1","美冬","0","3211002","0","0","0","祈梨","帆稀","嘉夜","0","1","1"
"1","水黽","0","3220001","0","0","0","螞蟻","蜈蚣","蜘蛛","0","0","1"
"1","人類","0","3220002","0","0","0","青蛙","蝗蟲","蚯蚓","0","0","1"
"1","鮟鱇魚","0","3220003","0","0","0","飛魚","鹿角魚","岩魚","0","0","1"
"1","青鱂魚","0","3220006","0","0","0","金魚","孔雀魚","鬥魚","0","0","1"
"1","蒲公英","0","3220007","0","0","0","向日葵","鬱金香","風信子","0","0","1"
"1","鯨鯊","0","3220009","0","0","0","藍鯨","露脊鯨","抹香鯨","0","1","1"
"1","亞洲錦蛙","0","3220011","0","0","0","日本松雀鷹","台灣黑熊","穿山甲","0","1","1"
"1","香蕉","0","3220012","0","0","0","草莓","西瓜","哈密瓜","0","1","1"
"1","氧氣","0","3220013","0","0","0","二氧化碳","水","光照","0","1","1"
"1","寬翅紡織娘","0","3220014","0","0","0","團藻","水綿","蚤狀溞","0","1","1"
"1","索馬利","0","3220015","0","0","0","西施","吉娃娃","巴哥","0","1","1"
"1","眼蟲","0","3220016","0","0","0","海蟑螂","綠介殼蟲","毛毛蟲","0","0","1"
"1","鏡華","0","3221001","0","0","0","優花梨","莫妮卡","美美","0","0","1"
"1","初音","0","3221002","0","0","0","莫妮卡","智","栞","0","1","1"
"1","獅子","0","3230001","0","0","0","老鼠","牛","羊","0","0","1"
"0","老虎","0","3230004","0","1","0","獅子","海鷗","山貓","0","1","1"
"1","牙齦","0","3230005","0","0","0","牙骨質","象牙質","琺瑯質","0","1","1"
"1","黑面琵鷺","0","3230006","0","0","0","台灣藍鵲","帝雉","藍腹鷴","0","1","1"
"1","羅塞塔型","0","3230007","0","0","0","單瓣型","白頭翁開","仙人掌型","0","1","1"
"1","日本獼猴","0","3230008","0","0","0","海豚","鱷魚","山椒魚","0","0","1"
"1","雕鴞","0","3230010","0","0","0","兀鷲","飛鼠","蝙蝠","0","0","1"
"1","鴕鳥","0","3230011","0","0","0","企鵝","鼯鼠","海豚","0","0","1"
"0","蝸牛","0","3230012","0","1","0","蝙蝠","壁虎","蠑螈","0","1","1"
"1","屁股","0","3230013","0","0","0","腹","頭","胸","0","1","1"
"1","麻雀","0","3230014","0","0","0","白枕鶴","燕子","大天鵝","0","1","1"
"1","人類","0","3230016","0","0","0","蝙蝠","蛇","烏龜","0","0","1"
"1","凱留","0","3231001","0","0","0","貪吃佩可","可可蘿","雪菲","0","0","1"
"1","拉比林斯達","0","3231002","0","0","0","帆稀","可可蘿","怜","0","1","1"
"1","3","0","3310001","0","0","0","1","2","4","0","0","1"
"1","金","0","3310003","0","0","0","銅","銀","鋁","0","0","1"
"1","法拉","0","3310005","0","0","0","英吋","公尺","尺","0","1","1"
"1","多切","0","3310006","0","0","0","正切","正弦","餘弦","0","1","1"
"1","扇形","0","3310007","0","0","0","長方形","正方形","菱形","0","1","1"
"1","112","0","3310008","0","0","0","827","405","215","0","0","1"
"1","A","0","3310009","0","0","0","D","L","E","0","1","1"
"0","銀","0","3310010","0","1","0","金","鐵","鋁","0","1","1"
"1","硝酸","0","3310012","0","0","0","蒸餾水","肥皂水","氫氧化鈉水溶液","0","0","1"
"1","桃色","0","3310013","0","0","0","綠色","紅色","深藍色","0","1","1"
"1","3","0","3310014","0","0","0","4","6","5","0","0","1"
"1","12:8","0","3310015","0","0","0","15:9","10:6","4:1","0","1","0"
"1","芭菲之城城鎮","0","3311001","0","0","0","蘭德索爾","索爾之塔","大間","0","1","1"
"1","大間","0","3311002","0","0","0","索爾之塔","FUN FUN農場","芭菲之城城鎮","0","0","1"
"1","蜘蛛雲","0","3320001","0","0","0","捲積雲","魚鱗雲","積雨雲","0","1","1"
"1","心宿二","0","3320002","0","0","0","織女星","天津四","牛郎星","0","1","1"
"1","交點","0","3320003","0","0","0","抗力點","支點","施力點","0","1","1"
"1","反射","0","3320004","0","0","0","輻射","傳導","對流","0","1","1"
"1","1111","0","3320005","0","0","0","111111","111","11111","0","1","0"
"1","黃色","0","3320007","0","0","0","綠色","紅色","藍色","0","1","1"
"1","冥王星","0","3320008","0","0","0","海王星","地球","天王星","0","1","1"
"1","大犬座","0","3320010","0","0","0","小犬座","天鵝座","天鷹座","0","0","1"
"1","氨水溶液","0","3320011","0","0","0","鹽水","檸檬果汁","鹽酸","0","0","1"
"1","二氧化碳","0","3320014","0","0","0","氧氣","氯","溴","0","0","1"
"1","會發出刺鼻味道","0","3320015","0","0","0","顏色為水藍色","與氧混合燃燒會發出聲響","為最輕的氣體","0","0","1"
"1","0","0","3320016","0","0","0","1","3","2","0","0","1"
"1","王宮騎士團","0","3321001","0","0","0","墨丘利財團","小小甜心","月光學院","0","0","1"
"1","保溫效果","0","3321002","0","0","0","美膚效果","清涼效果","鼻喉保濕效果","0","0","1"
"1","綿羊座","0","3330001","0","0","0","大熊座","大犬座","豺狼座","0","1","1"
"1","天狼星","0","3330002","0","0","0","牛郎星","參宿四","參宿七","0","0","1"
"1","閃長岩","0","3330003","0","0","0","安山岩","流紋岩","玄武岩","0","1","1"
"1","鉀","0","3330004","0","0","0","鋁","鈣","鎂","0","0","1"
"1","氫","0","3330007","0","0","0","氮","氧","碳","0","0","1"
"1","6!","0","3330010","0","0","0","根號1000","10的二次方","2×2×5×5","0","0","1"
"1","112÷7","0","3330011","0","0","0","2×3×4","4+5+6","根號225","0","0","1"
"1","氮","0","3330012","0","0","0","氧","碳","氫","0","1","1"
"1","氫氧化鈉","0","3330013","0","0","0","硫酸","鹽酸","硝酸","0","0","1"
"1","電磁力","0","3330014","0","1","0","熱力","強核力","弱核力","0","0","1"
"1","氮","0","3330015","0","0","0","矽","氟","氯","0","0","1"
"1","臭氧","0","3330016","0","0","0","富勒烯","石墨","鑽石","0","1","1"
"1","伊麗絲樹海","0","3331001","0","0","0","刻瑞斯森林","卡斯塔利亞樹林","佩特羅大森林","0","0","1"
"1","阿爾巴岸堤","0","3331002","0","0","0","柔卡絲塔岩山","席歐涅樹林","赫里克巨木","0","1","1"
"1","玄關","0","3410001","0","0","0","廚房","浴室","廁所","0","1","1"
"1","警政署","0","3410002","0","0","0","移民署","國防部","教育部","0","0","1"
"1","螢光燈","0","3410003","0","0","0","報紙","雜誌","瓦楞紙","0","1","1"
"1","銀色","0","3410004","0","0","0","藍色","金色","綠色","0","1","1"
"1","基爾運河","0","3410005","0","1","0","蘇伊士運河","巴拿馬運河","塞馬運河","0","1","0"
"1","紫色","0","3410006","0","0","0","黃色","紅色","藍色","0","1","1"
"1","重新開始","0","3410007","0","0","0","回收","減少使用","廢物利用","0","1","1"
"1","摯友","0","3410008","0","0","0","孫","妻","祖父","0","1","1"
"1","切手","0","3410010","0","0","0","切片","切末","切絲","0","1","1"
"1","豆瓣醬","0","3410011","0","0","0","豆漿","納豆","豆腐","0","1","1"
"1","紅胡椒","0","3410013","0","0","0","粉紅胡椒","黑胡椒","白胡椒","0","1","1"
"1","藍山","0","3410015","0","0","0","茉莉","烏龍","普洱","0","1","1"
"1","香織","0","3411001","0","0","0","日和","優衣","怜","0","1","1"
"1","優妮","0","3411002","0","0","0","鏡華","美美","禊","0","1","1"
"1","木柴","0","3420001","0","0","0","天然氣","石油","煤","0","1","1"
"1","憲法","0","3420002","0","0","0","行政","司法","立法","0","1","1"
"1","報紙費","0","3420003","0","0","0","電車車費","電費","水費","0","0","1"
"1","黃道吉日","0","3420004","0","0","0","富貴有餘","闔家平安","財源廣進","0","1","1"
"1","多霧時陰","0","3420005","0","0","0","晴時多雲","陰時多雲","多雲時陰","0","1","1"
"1","７號電池","0","3420007","0","0","0","４號電池","１號電池","３號電池","0","1","1"
"1","心型起子","0","3420009","0","0","0","電動螺絲起子","組合型螺絲起子","鐘錶起子","0","1","1"
"1","吞豆腐","0","3420010","0","0","0","凍豆腐","嫩豆腐","老豆腐","0","1","1"
"1","美乃滋","0","3420011","0","0","0","優格","起司","奶油","0","1","1"
"1","薄切生肉","0","3420012","0","0","0","火腿蛋鬆餅","歐姆蛋","炒蛋","0","1","1"
"1","酢米","0","3420014","0","0","0","口米","粳米","糯米","0","0","1"
"1","蕎麥麵","0","3420015","0","0","0","冷麥麵","烏龍麵","義大利直麵","0","1","1"
"1","碧","0","3421001","0","0","0","鏡華","美美","禊","0","1","1"
"1","飯糰轉蛋","0","3421002","0","0","0","巡遊轉蛋","珍稀轉蛋","稀有轉蛋","0","0","1"
"1","P","0","3430001","0","0","0","G","E","Z","0","0","1"
"1","土耳其","0","3430002","0","1","0","加拿大","希臘","法國","0","0","1"
"1","高血栓","0","3430004","0","0","0","高血脂","高血壓","高血糖","0","1","1"
"1","達摩","0","3430005","0","0","0","布袋","惠比壽","大黑天","0","1","1"
"1","流感","0","3430007","0","0","0","震動","地層下陷","噪音","0","1","1"
"1","電扶梯","0","3430008","0","0","0","輪椅坡道","輪椅","助行器","0","1","1"
"1","國中三年級生","0","3430009","0","0","0","小學三年級生","剛出生半年","幼稚園兒童","0","0","1"
"1","牛奶","0","3430010","0","0","0","蛋","醋","油","0","1","1"
"1","紅酒","0","3430011","0","0","0","啤酒","燒酎","威士忌","0","1","1"
"1","D","0","3430012","0","1","0","V","C","F","0","1","0"
"1","香菜","0","3430013","0","0","0","白蘿蔔","芹菜","鼠田草","0","1","1"
"1","莎樂美腸","0","3430015","0","0","0","燕麥片","玉米片","穀麥","0","1","1"
"1","沙灘的公主殿下","0","3431001","0","0","0","旗子不能讓出","絕不退讓的夏日遊戲","夏日遊戲的霸者","0","0","1"
"1","噗吉好球","0","3431002","0","0","0","海岸屹立不搖的4號","海岸的4號見習隊員","海岸的強棒","0","1","1"
"1","將棋","0","3510001","0","0","0","西洋棋","黑白棋","圍棋","0","1","1"
"1","小提琴","0","3510002","0","0","0","直笛","尺八","長笛","0","1","1"
"1","網路","0","3510003","0","0","0","尺八","太鼓","單簧管","0","1","1"
"1","大將","0","3510004","0","0","0","主教","兵","皇后","0","1","1"
"1","槍","0","3510005","0","0","0","砲","將","車","0","1","1"
"1","撲克牌","0","3510006","0","0","0","飛鏢","大富翁","扭扭遊戲","0","1","1"
"1","２","0","3510007","0","0","0","１","３","４","0","1","1"
"1","自摸","0","3510008","0","0","0","槓","碰","吃","0","1","1"
"1","Mi","0","3510009","0","0","0","Ti","Fa","La","0","0","1"
"1","長笛","0","3510013","0","0","0","管風琴","小提琴","低音提琴","0","0","1"
"1","貝斯","0","3510014","0","0","0","三角鐵","鈴鼓","定音鼓","0","1","1"
"1","低音號","0","3510015","0","0","0","小號","長笛","低音管","0","0","1"
"1","","3","3511001","4","0","2","","","","1","0","1"
"1","公主之心","0","3511002","0","0","0","記憶碎片","公主寶珠","純淨記憶碎片","0","1","1"
"1","順子","0","3520001","0","0","0","演員","欠行","將軍","0","0","1"
"1","花牌","0","3520002","0","0","0","麻將","骰寶","雙六","0","1","1"
"1","琴通寧","0","3520003","0","0","0","螺絲起子","血腥瑪麗","紅眼啤酒","0","0","1"
"1","吉他","0","3520004","0","0","0","大提琴","中提琴","小提琴","0","1","1"
"1","蓋筷","0","3520005","0","0","0","用筷子刺食物","舉筷不定","吃到一半把筷子平放在碗上","0","1","1"
"0","歌舞伎","0","3520006","0","1","0","漫才","相聲","落語","0","1","1"
"1","燕麥","0","3520009","0","0","0","小麥","馬鈴薯","玉米","0","1","1"
"1","Great","0","3520010","0","0","0","Electric","Upright","Grand","0","1","1"
"1","椿","0","3520011","0","0","0","桃","櫻","梅","0","0","1"
"1","Q","0","3520012","0","0","0","K","C","D","0","0","1"
"1","紅色","0","3520015","0","0","0","灰色","黑色","白色","0","1","1"
"1","E","0","3520016","0","0","0","V","S","U","0","1","1"
"1","草莓","0","3521001","0","0","0","巧克力","香草","薄荷","0","0","1"
"1","哈密瓜","0","3521002","0","0","0","奇異果","草莓","葡萄","0","1","1"
"1","40","0","3530001","0","0","0","1～12","奇數","紅色","0","1","1"
"0","堅果","0","3530002","0","1","0","母乳","果泥","蜂蜜","0","0","1"
"1","貝斯","0","3530003","0","0","0","吉他","三味線","巴拉萊卡琴","0","0","1"
"1","２","0","3530005","0","0","0","９","J","A","0","0","1"
"1","Call","0","3530006","0","0","0","Creative","Carbon","Copy","0","0","1"
"1","妞","0","3530007","0","0","0","靜","生","旦","0","0","1"
"1","Cabon","0","3530008","0","0","0","Carat","Cut","Color","0","1","1"
"1","2500","0","3530010","0","0","0","1000","10000","5000","0","1","1"
"1","單簧管","0","3530011","0","0","0","雙簧管","長笛","短笛","0","0","1"
"1","三對","0","3530012","0","0","0","葫蘆","順子","同花","0","1","1"
"1","遊艇","0","3530013","0","0","0","大富豪","21點","吹牛","0","1","1"
"1","銀杏","0","3530016","0","0","0","鯉","豬","蝶","0","0","1"
"0","栞","0","3531001","0","1","0","鏡華","智","七七香","0","1","1"
"1","白金鯛魚燒","0","3531002","0","0","0","彩虹鯛魚燒","包果凍紅豆鯛魚燒","奢侈鯛魚燒","0","0","1"
"0","吊環","0","3610003","0","1","0","平衡木","舞蹈","單槓","0","1","1"
"1","棒球手套","0","3610004","0","0","0","球棒","連指手套","球拍","0","0","1"
"1","籃球","0","3610005","0","0","0","足球","網球","棒球","0","0","1"
"1","袋棍球","0","3610006","0","0","0","劍道","射箭","弓道","0","0","1"
"1","柔道","0","3610007","0","0","0","摔角","游泳","滑雪","0","0","1"
"1","籃球","0","3610008","0","0","0","網球","排球","羽球","0","1","1"
"1","衝浪","0","3610010","0","0","0","網球","滑雪","溜冰","0","0","1"
"0","後衛","0","3610011","0","1","0","中場","守門員","前鋒","0","1","1"
"1","棒球","0","3610012","0","0","0","網球","冰上曲棍球","足球","0","0","1"
"1","跳傘","0","3610013","0","0","0","摔角","劍道","擊劍","0","0","1"
"1","劍道","0","3610014","0","0","0","拳擊","摔角","柔道","0","1","1"
"1","拳擊","0","3610015","0","0","0","跳傘","衝浪","浮潛","0","0","1"
"1","賈巴沃克","0","3611001","0","0","0","波賽頓‧嵐擊之槍","狂怒綠龍","黑月守護像","0","1","1"
"1","宮子","0","3611002","0","0","0","莉瑪","望","空花","0","0","1"
"1","15m","0","3620001","0","0","0","100m","25m","50m","0","0","1"
"1","出到場外","0","3620002","0","0","0","掃堂腿","雙刀流","刺","0","0","1"
"1","小腿","0","3620003","0","0","0","小手","面","胴","0","1","1"
"1","三段式","0","3620006","0","0","0","剪式","背越式","腹滾式","0","1","1"
"1","倒數","0","3620007","0","0","0","Zero One","板球","Count-up","0","1","1"
"0","正六角形","0","3620008","0","1","0","正五角形","正三角形","正四角形","0","1","0"
"1","藍色","0","3620009","0","0","0","黑色","紅色","白色","0","0","1"
"1","鉛球","0","3620010","0","0","0","長跑","游泳","腳踏車","0","1","1"
"1","11號球","0","3620013","0","0","0","５號球","９號球","７號球","0","0","1"
"0","臥推","0","3620014","0","1","0","深蹲","引體向上","硬舉","0","1","1"
"1","Right Fielder","0","3620015","0","0","0","Left Fielder","First Baseman","Second Baseman","0","0","1"
"1","全方位","0","3620016","0","0","0","組隊","希羅式角力","自由式","0","0","1"
"1","石像鬼","0","3621001","0","0","0","石像鬼‧炸裂","石像鬼‧魔幻","法師石像鬼","0","0","1"
"1","愛梅斯","0","3621002","0","0","0","花凜","莫妮卡","咲戀（夏日）","0","1","1"
"0","10號","0","3630001","0","1","0","７號","１號","５號","0","1","0"
"1","火箭","0","3630003","0","0","0","釣魚","板球","極限運動","0","0","1"
"0","網球","0","3630004","0","1","0","回力球","排球","羽毛球","0","1","1"
"1","側旋式發球","0","3630005","0","1","0","吊臂式發球","平擊式發球","下旋式發球","0","0","0"
"1","將軍","0","3630006","0","0","0","准將","大將","副將","0","0","1"
"1","游擊手","0","3630007","0","0","0","投手","捕手","打者","0","0","1"
"1","橫綱","0","3630008","0","0","0","小結","大關","關脇","0","1","1"
"1","雙槓","0","3630010","0","0","0","單槓","地板","跳馬","0","0","1"
"1","斜拍","0","3630012","0","0","0","側拍","直拍","橫拍","0","0","1"
"1","中場","0","3630013","0","0","0","進攻後衛","得分後衛","大前鋒","0","0","1"
"1","得分後衛","0","3630014","0","0","0","線衛","跑衛","中衛","0","1","1"
"1","中央阻擋","0","3630016","0","0","0","扣球員","自由球員","舉球員","0","0","1"
"1","蓋亞戰斧","0","3631001","0","0","0","湛藍之血","蒼海之斧‧諾亞","水靈破壞者","0","0","1"
"1","霸海姬‧龍征冥風裂波斬","0","3631002","0","0","0","利維坦之槍","延展愛意","颶風‧愛與夢","0","1","1"
