7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"1","122711","10","0","因為如果不曉得是什麼生物，\n養起來會很辛苦……\n可別忘了這點喔？","11","1009801","1009801058","0","1","0"
"","0","","","","91","1009801","1009801059","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009801","1009801060","","",""
"1","122811","0","0","lsv_hello","3","1009801","1009801061","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_hello","3","1009801","1009801062","","lsv_idle_normal_joyR","0.2"
"","vo_lsv","0","","vo_lsv_0129","21","1009801","1009801063","","0",""
"1","122811","10","0","好──！","11","1009801","1009801064","0","1","0"
"1","122911","10","0","好──！","11","1009801","1009801065","0","1","0"
"","0","","","","91","1009801","1009801066","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009801","1009801067","","",""
"","122911","1","0.2","lsv_talk_surprise","3","1009801","1009801068","","",""
"","vo_lsv","0","","vo_lsv_0130","21","1009801","1009801069","","0",""
"1","122911","10","0","小繆好不可思議喔～\n第一次見到時\n真的嚇了一跳！","11","1009801","1009801070","0","1","0"
"","0","","","","91","1009801","1009801071","","",""
"","122911","1","0.2","lsv_idle_normal_suprise1","3","1009801","1009801072","","",""
"1","122811","0","0","lsv_talk_cool","3","1009801","1009801073","","lsv_talk_cool_loop","0.2"
"","vo_lsv","0","","vo_lsv_0131","21","1009801","1009801074","","0",""
"1","122811","10","0","畢竟蛋也跟石頭很像嘛！\n吶，哥哥覺得\n牠是什麼生物？","11","1009801","1009801075","0","1","0"
"","0","","","","91","1009801","1009801076","","",""
"1","122711","0","0","lsv_choice","3","1009801","1009801077","","lsv_look_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009801","1009801078","","lsv_look_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009801","1009801079","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009801","1009801080","","",""
"2","122711","-235","","-452","2","1009801","1009801081","","0.33","0.2"
"2","122811","-220","","420","2","1009801","1009801082","","0.33","0.2"
"2","122911","-250","","545","2","1009801","1009801083","","0.33","0.2"
"","0","1","0.2","0","22","1009801","1009801084","","",""
"","怪獸的寶寶。","0","","1009801088","103","1009801","1009801085","","",""
"","大隻的蛞蝓。","0","","1009801102","103","1009801","1009801086","","",""
"","有毒的生物。","0","","1009801115","103","1009801","1009801087","","",""
"1","122711","0","0","lsv_choice","3","1009801","1009801088","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009801","1009801089","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009801","1009801090","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009801","1009801091","","",""
"2","122711","-235","","-200","2","1009801","1009801092","","0.33","0.2"
"2","122811","-220","","100","2","1009801","1009801093","","0.33","0.2"
"2","122911","-250","","270","2","1009801","1009801094","","0.33","0.2"
"","0.7","","","0","93","1009801","1009801095","","",""
"","122911","1","0.2","lsv_talk_wish_joy","3","1009801","1009801096","","",""
"","vo_lsv","0","","vo_lsv_0132","21","1009801","1009801097","","0",""
"1","122911","10","0","怪獸先生？\n那一定會長很大吧～♪\n會長得比城堡還要大嗎？","11","1009801","1009801098","0","1","0"
"","0","","","","91","1009801","1009801099","","",""
"","122911","1","0.2","lsv_idle_normal","3","1009801","1009801100","","",""
"","1009801129","","","","101","1009801","1009801101","","",""
"1","122711","0","0","lsv_choice","3","1009801","1009801102","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009801","1009801103","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009801","1009801104","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009801","1009801105","","",""
"2","122711","-235","","-200","2","1009801","1009801106","","0.33","0.2"
"2","122811","-220","","100","2","1009801","1009801107","","0.33","0.2"
"2","122911","-250","","270","2","1009801","1009801108","","0.33","0.2"
"","0.7","","","0","93","1009801","1009801109","","",""
"","122811","1","0.2","lsv_talk_bitter_sad","3","1009801","1009801110","","",""
"","vo_lsv","0","","vo_lsv_0133","21","1009801","1009801111","","0",""
"1","122811","10","0","咦──蛞蝓～？\n感覺不怎麼帥氣……\n那還是不要讓牠接近鹽好了？","11","1009801","1009801112","0","1","0"
"","0","","","","91","1009801","1009801113","","",""
"","1009801129","","","","101","1009801","1009801114","","",""
"1","122711","0","0","lsv_choice","3","1009801","1009801115","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009801","1009801116","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009801","1009801117","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009801","1009801118","","",""
"2","122711","-235","","-200","2","1009801","1009801119","","0.33","0.2"
"2","122811","-220","","100","2","1009801","1009801120","","0.33","0.2"
"2","122911","-250","","270","2","1009801","1009801121","","0.33","0.2"
"","0.7","","","0","93","1009801","1009801122","","",""
"","122711","1","0.2","lsv_talk_normal_worry","3","1009801","1009801123","","",""
"","vo_lsv","0","","vo_lsv_0134","21","1009801","1009801124","","0",""
"1","122711","10","0","大家都一起摸過牠了，\n這不可能啦。\n更何況……牠那麼可愛。","11","1009801","1009801125","0","1","0"
"","0","","","","91","1009801","1009801126","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009801","1009801127","","",""
"","1009801129","","","","101","1009801","1009801128","","",""
"","0","","","","91","1009801","1009801129","","",""
"1","122811","0","0","lsv_talk_arm_crossed_joy","3","1009801","1009801130","","lsv_talk_arm_crossed_loop_joy","0.2"
"","vo_lsv","0","","vo_lsv_0135","21","1009801","1009801131","","0",""
"1","122811","10","0","哎，不管怎麼樣，\n養養看就知道啦！\n那麼，一起加油吧──！","11","1009801","1009801132","0","1","0"
"","0","","","","91","1009801","1009801133","","",""
"1","122811","0","0","lsv_handsup_joy","3","1009801","1009801134","","lsv_idle_normal_joy","0.2"
"1","122911","0","0","lsv_handsup_joy","3","1009801","1009801135","","lsv_idle_normal_joy","0.2"
"1","122711","0","0","lsv_handsup_joy2","3","1009801","1009801136","","lsv_idle_normal_joy","0.2"
"","vo_lsv","0","","vo_lsv_0136","21","1009801","1009801137","","0",""
"1","122811","10","0","喔──！","11","1009801","1009801138","0","1","0"
"1","122911","10","0","喔──！","11","1009801","1009801139","0","1","0"
"1","122711","10","0","喔──！","11","1009801","1009801140","0","1","0"
"","0","","","","91","1009801","1009801141","","",""
"","0","","","0.2","22","1009801","1009801142","","",""
"","0.2","","","","93","1009801","1009801143","","",""
"","","","","","102","1009801","1009801144","","",""
"0","122911","1","0","7","12","1009801","1009801145","0","0","0"
"","122911","1","0.2","lsv_talk_joy3","3","1009801","1009801146","","",""
"","3","","","0","93","1009801","1009801147","","",""
"","122911","1","0.2","lsv_idle_normal_joyR","3","1009801","1009801148","","",""
"0","122811","1","0","6","12","1009801","1009801149","0","0","0"
"1","122811","0","0","lsv_talk_guts1","3","1009801","1009801150","","lsv_talk_guts1_loop","0.2"
"","3","","","0","93","1009801","1009801151","","",""
"","122811","1","0.2","lsv_idle_joy","3","1009801","1009801152","","",""
"0","122711","1","0","10","12","1009801","1009801153","0","0","0"
"","122711","1","0.2","lsv_talk_joy1_normal","3","1009801","1009801154","","",""
"","3","","","0","93","1009801","1009801155","","",""
"","122711","1","0.2","lsv_idle_normal_joy","3","1009801","1009801156","","",""
"","1009801145","","","","101","1009801","1009801157","","",""
"0","333","1","1","1","6","1009801","1009801158","","1","0"
"","122711","","","1","4","1009801","1009801159","","",""
"","122711","1","0.2","lsv_run","3","1009801","1009801160","","",""
"0","122711","-235","","-750","2","1009801","1009801161","","0.8",""
"","122811","","","0","4","1009801","1009801162","","",""
"","122811","1","0.2","lsv_run","3","1009801","1009801163","","",""
"0","122811","-220","","750","2","1009801","1009801164","","0.8",""
"","122911","","","0","4","1009801","1009801165","","",""
"","122911","1","0.2","lsv_run","3","1009801","1009801166","","",""
"0","122911","-250","","850","2","1009801","1009801167","","0.8",""
"","0.6","","","","93","1009801","1009801168","","",""
"0","122711","1","0.2","1","6","1009801","1009801169","","1","0"
"0","122811","1","0.2","1","6","1009801","1009801170","","1","0"
"0","122911","1","0.2","1","6","1009801","1009801171","","1","0"
"","0","","","","91","1009801","1009801172","","",""
"-235","1","102","1.95","122911","1","1009802","1009802001","lsv_idle_normal","-650","0"
"-220","1","100","1.95","122811","1","1009802","1009802002","lsv_idle_normal","650","1"
"-250","1","101","1.95","122711","1","1009802","1009802003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009802","1009802004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009802","1009802005","","1","0"
"0","122911","1","0","1","6","1009802","1009802006","","1","0"
"0","122811","1","0","1","6","1009802","1009802007","","1","0"
"0","122711","1","0","1","6","1009802","1009802008","","1","0"
"","1","","","0","93","1009802","1009802009","","",""
"0.4","333","1","0.8","1","6","1009802","1009802010","","1","0"
"","122911","1","0.2","lsv_walk","3","1009802","1009802011","","",""
"0","122911","-235","","-200","2","1009802","1009802012","","2",""
"1","122911","1","0.4","1","6","1009802","1009802013","","1","0"
"","122811","1","0.2","lsv_walk","3","1009802","1009802014","","",""
"0","122811","-220","","100","2","1009802","1009802015","","2",""
"1","122811","1","0.4","1","6","1009802","1009802016","","1","0"
"","122711","1","0.2","lsv_walk","3","1009802","1009802017","","",""
"0","122711","-250","","270","2","1009802","1009802018","","2",""
"1","122711","1","0.4","1","6","1009802","1009802019","","1","0"
"","2","","","0","93","1009802","1009802020","","",""
"","122911","1","0.2","lsv_idle_normal","3","1009802","1009802021","","",""
"","122811","1","0.2","lsv_idle_normal","3","1009802","1009802022","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009802","1009802023","","",""
"","0.6","","","0","93","1009802","1009802024","","",""
"","122811","1","0.2","lsv_talk_sad_dead","3","1009802","1009802025","","",""
"","vo_lsv","0","","vo_lsv_0221","21","1009802","1009802026","","0",""
"1","122811","10","0","雖然又去了一次海邊，\n還是找不到\n小繆的家人耶。","11","1009802","1009802027","0","1","0"
"","0","","","","91","1009802","1009802028","","",""
"","122811","1","0.2","lsv_idle_sad_talk1","3","1009802","1009802029","","",""
"","122711","1","0.2","lsv_talk_thinking_sadR","3","1009802","1009802030","","",""
"","vo_lsv","0","","vo_lsv_0222","21","1009802","1009802031","","0",""
"1","122711","10","0","嗯，不僅如此，\n搞不懂的事\n又更多了呢。","11","1009802","1009802032","0","1","0"
"","0","","","","91","1009802","1009802033","","",""
"","122711","1","0.2","lsv_idle_normal_suprise1","3","1009802","1009802034","","",""
"","122811","1","0.2","lsv_idle_normal","3","1009802","1009802035","","",""
"","122911","1","0.2","lsv_talk_normal","3","1009802","1009802036","","",""
"","vo_lsv","0","","vo_lsv_0223","21","1009802","1009802037","","0",""
"1","122911","10","0","但知道小繆\n會吃什麼了呢～\n跟我們吃一樣的就行了♪","11","1009802","1009802038","0","1","0"
"","0","","","","91","1009802","1009802039","","",""
"","122911","1","0.2","lsv_idle_normal_joyR","3","1009802","1009802040","","",""
"","122711","1","0.2","lsv_talk_normal","3","1009802","1009802041","","",""
"","vo_lsv","0","","vo_lsv_0224","21","1009802","1009802042","","0",""
"1","122711","10","0","啊，確實如此。\n這件事有搞清楚\n真是太好了。","11","1009802","1009802043","0","1","0"
"","0","","","","91","1009802","1009802044","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009802","1009802045","","",""
"","122911","1","0.2","lsv_talk_surprise","3","1009802","1009802046","","",""
"","vo_lsv","0","","vo_lsv_0225","21","1009802","1009802047","","0",""
"1","122911","10","0","小繆會喜歡\n哪種食物呢～？\n哥哥知道嗎？","11","1009802","1009802048","0","1","0"
"","0","","","","91","1009802","1009802049","","",""
"","122911","1","0.2","lsv_idle_surprise_talkjoy","3","1009802","1009802050","","",""
"1","122911","0","0","lsv_choice","3","1009802","1009802051","","lsv_look_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009802","1009802052","","lsv_look_idle_normal","0.2"
"1","122711","0","0","lsv_choice","3","1009802","1009802053","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009802","1009802054","","",""
"2","122911","-235","","-452","2","1009802","1009802055","","0.33","0.2"
"2","122811","-220","","420","2","1009802","1009802056","","0.33","0.2"
"2","122711","-250","","545","2","1009802","1009802057","","0.33","0.2"
"","0","1","0.2","0","22","1009802","1009802058","","",""
"","蛋糕。","0","","1009802062","103","1009802","1009802059","","",""
"","蘋果。","0","","1009802086","103","1009802","1009802060","","",""
"","麵包。","0","","1009802109","103","1009802","1009802061","","",""
"1","122911","0","0","lsv_choice","3","1009802","1009802062","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009802","1009802063","","lsv_idle_normal","0.2"
"1","122711","0","0","lsv_choice","3","1009802","1009802064","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009802","1009802065","","",""
"2","122911","-235","","-200","2","1009802","1009802066","","0.33","0.2"
"2","122811","-220","","100","2","1009802","1009802067","","0.33","0.2"
"2","122711","-250","","270","2","1009802","1009802068","","0.33","0.2"
"","0.7","","","0","93","1009802","1009802069","","",""
"","122911","1","0.2","lsv_talk_joy3","3","1009802","1009802070","","",""
"","vo_lsv","0","","vo_lsv_0226","21","1009802","1009802071","","0",""
"1","122911","10","0","蛋糕很好吃嘛～\n美美也最～喜歡了♪","11","1009802","1009802072","0","1","0"
"","0","","","","91","1009802","1009802073","","",""
"","122911","1","0.2","lsv_idle_normal_joy","3","1009802","1009802074","","",""
"","122811","1","0.2","lsv_talk_wish_joy","3","1009802","1009802075","","",""
"","vo_lsv","0","","vo_lsv_0227","21","1009802","1009802076","","0",""
"1","122811","10","0","蛋糕……既然如此，\n也來調查牠喜歡哪種蛋糕吧！\n這樣一定更好！","11","1009802","1009802077","0","1","0"
"","0","","","","91","1009802","1009802078","","",""
"","122811","1","0.2","lsv_idle_wish_joy","3","1009802","1009802079","","",""
"1","122711","0","0","lsv_talk_doya_shy","3","1009802","1009802080","","lsv_talk_doya_shy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0228","21","1009802","1009802081","","0",""
"1","122711","10","0","說是這麼說，其實只是\n妳自己想吃各種蛋糕吧……\n不過我也贊成♪","11","1009802","1009802082","0","1","0"
"","0","","","","91","1009802","1009802083","","",""
"","122711","1","0.2","lsv_idle_doya","3","1009802","1009802084","","",""
"","1009802133","","","","101","1009802","1009802085","","",""
"1","122911","0","0","lsv_choice","3","1009802","1009802086","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009802","1009802087","","lsv_idle_normal","0.2"
"1","122711","0","0","lsv_choice","3","1009802","1009802088","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009802","1009802089","","",""
"2","122911","-235","","-200","2","1009802","1009802090","","0.33","0.2"
"2","122811","-220","","100","2","1009802","1009802091","","0.33","0.2"
"2","122711","-250","","270","2","1009802","1009802092","","0.33","0.2"
"","0.7","","","0","93","1009802","1009802093","","",""
"","122711","1","0.2","lsv_talk_thinking_joyR","3","1009802","1009802094","","",""
"","vo_lsv","0","","vo_lsv_0229","21","1009802","1009802095","","0",""
"1","122711","10","0","蘋果……水果啊。\n很健康，我覺得很不錯。","11","1009802","1009802096","0","1","0"
"","0","","","","91","1009802","1009802097","","",""
"","122711","1","0.2","lsv_idle_normal_joy","3","1009802","1009802098","","",""
"1","122911","0","0","lsv_talk_guts2_joy","3","1009802","1009802099","","lsv_talk_guts2_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0230","21","1009802","1009802100","","0",""
"1","122911","10","0","美美喜歡切成\n兔子形狀的蘋果～♪","11","1009802","1009802101","0","1","0"
"","0","","","","91","1009802","1009802102","","",""
"","122911","1","0.2","lsv_idle_normal_joyR","3","1009802","1009802103","","",""
"1","122811","0","0","lsv_talk_guts2","3","1009802","1009802104","","lsv_talk_guts2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0231","21","1009802","1009802105","","0",""
"1","122811","10","0","我們也切給牠吃吧！\n雖然好像很難，\n但總會有辦法的！","11","1009802","1009802106","0","1","0"
"","0","","","","91","1009802","1009802107","","",""
"","1009802133","","","","101","1009802","1009802108","","",""
"1","122911","0","0","lsv_choice","3","1009802","1009802109","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009802","1009802110","","lsv_idle_normal","0.2"
"1","122711","0","0","lsv_choice","3","1009802","1009802111","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009802","1009802112","","",""
"2","122911","-235","","-200","2","1009802","1009802113","","0.33","0.2"
"2","122811","-220","","100","2","1009802","1009802114","","0.33","0.2"
"2","122711","-250","","270","2","1009802","1009802115","","0.33","0.2"
"","0.7","","","0","93","1009802","1009802116","","",""
"","122811","1","0.2","lsv_talk_normal_worry","3","1009802","1009802117","","",""
"","vo_lsv","0","","vo_lsv_0232","21","1009802","1009802118","","0",""
"1","122811","10","0","麵包啊……感覺好普通喔──\n我們也每天都在吃。","11","1009802","1009802119","0","1","0"
"","0","","","","91","1009802","1009802120","","",""
"","122811","1","0.2","lsv_idle_normal_suprise1","3","1009802","1009802121","","",""
"","122711","1","0.2","lsv_talk_normal","3","1009802","1009802122","","",""
"","vo_lsv","0","","vo_lsv_0233","21","1009802","1009802123","","0",""
"1","122711","10","0","不過，如果真的討厭\n是沒辦法每天吃的。\n而且也能換換口味。","11","1009802","1009802124","0","1","0"
"","0","","","","91","1009802","1009802125","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009802","1009802126","","",""
"","122911","1","0.2","lsv_talk_wish_joy","3","1009802","1009802127","","",""
"","vo_lsv","0","","vo_lsv_0234","21","1009802","1009802128","","0",""
"1","122911","10","0","如果是三明治，\n我們或許也做得出來！\n來做做看吧～♪","11","1009802","1009802129","0","1","0"
"","0","","","","91","1009802","1009802130","","",""
"","122911","1","0.2","lsv_idle_wish_joyR","3","1009802","1009802131","","",""
"","1009802133","","","","101","1009802","1009802132","","",""
"","0","","","","91","1009802","1009802133","","",""
"","","","","","102","1009802","1009802134","","",""
"","0","","","0.2","22","1009802","1009802135","","",""
"","0.2","","","","93","1009802","1009802136","","",""
"0","122811","1","0","11","12","1009802","1009802137","0","0","0"
"1","122811","0","0.2","lsv_surprise3_kira","3","1009802","1009802138","","lsv_surprise3_kira_loop","0.2"
"","3","","","0","93","1009802","1009802139","","",""
"","122811","1","0.2","lsv_idle_normal_joy","3","1009802","1009802140","","",""
"0","122711","1","0","10","12","1009802","1009802141","0","0","0"
"","122711","1","0.2","lsv_talk_joy3_dere","3","1009802","1009802142","","",""
"","3","","","0","93","1009802","1009802143","","",""
"","122711","1","0.2","lsv_idle_normal_joy","3","1009802","1009802144","","",""
"0","122911","1","0","7","12","1009802","1009802145","0","0","0"
"","122911","1","0.2","lsv_talk_memory","3","1009802","1009802146","","",""
"","3","","","0","93","1009802","1009802147","","",""
"","122911","1","0.2","lsv_idle_normal_joyR","3","1009802","1009802148","","",""
"","1009802137","","","","101","1009802","1009802149","","",""
"0","333","1","1","1","6","1009802","1009802150","","1","0"
"","122911","","","1","4","1009802","1009802151","","",""
"","122911","1","0.2","lsv_run","3","1009802","1009802152","","",""
"0","122911","-235","","-750","2","1009802","1009802153","","0.8",""
"","122811","","","0","4","1009802","1009802154","","",""
"","122811","1","0.2","lsv_run","3","1009802","1009802155","","",""
"0","122811","-220","","750","2","1009802","1009802156","","0.8",""
"","122711","","","0","4","1009802","1009802157","","",""
"","122711","1","0.2","lsv_run","3","1009802","1009802158","","",""
"0","122711","-250","","850","2","1009802","1009802159","","0.8",""
"","0.6","","","","93","1009802","1009802160","","",""
"0","122911","1","0.2","1","6","1009802","1009802161","","1","0"
"0","122811","1","0.2","1","6","1009802","1009802162","","1","0"
"0","122711","1","0.2","1","6","1009802","1009802163","","1","0"
"","0","","","","91","1009802","1009802164","","",""
"-220","1","101","1.95","100411","1","1009803","1009803001","lsv_idle_normal","-700","0"
"-235","1","100","1.95","103611","1","1009803","1009803002","lsv_idle_normal","-550","0"
"-250","1","102","1.95","102011","1","1009803","1009803003","lsv_idle_normal","-800","0"
"0","1","0","1","333","5","1009803","1009803004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009803","1009803005","","1","0"
"1.3","3","-630","0","13","31","1009803","1009803006","","110",""
"0","100411","1","0","1","6","1009803","1009803007","","1","0"
"0","103611","1","0","1","6","1009803","1009803008","","1","0"
"0","102011","1","0","1","6","1009803","1009803009","","1","0"
"","1","","","0","93","1009803","1009803010","","",""
"0.4","333","1","0.8","1","6","1009803","1009803011","","1","0"
"","100411","1","0.2","lsv_walk_glad","3","1009803","1009803012","","",""
"0","100411","-220","","-100","2","1009803","1009803013","","2",""
"1","100411","1","0.4","1","6","1009803","1009803014","","1","0"
"","103611","1","0.2","lsv_walk_glad2","3","1009803","1009803015","","",""
"0","103611","-235","","100","2","1009803","1009803016","","2.2",""
"1","103611","1","0.4","1","6","1009803","1009803017","","1","0"
"","102011","1","0.2","lsv_walk_glad","3","1009803","1009803018","","",""
"0","102011","-250","","-270","2","1009803","1009803019","","2",""
"1","102011","1","0.4","1","6","1009803","1009803020","","1","0"
"","13","","","1","32","1009803","1009803021","","",""
"0","13","110","","-180","33","1009803","1009803022","","2",""
"","2","","","","93","1009803","1009803023","","",""
"","13","","","0","32","1009803","1009803024","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009803","1009803025","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009803","1009803026","","",""
"","0.2","","","","93","1009803","1009803027","","",""
"","103611","","","1","4","1009803","1009803028","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009803","1009803029","","",""
"","0.5","","","","93","1009803","1009803030","","",""
"","100411","0.5","0","10","12","1009803","1009803031","","","0"
"1","100411","0","0","lsv_smile2","3","1009803","1009803032","","lsv_idle_normal","0.2"
