42efbe1b6ebdf8f0090439fd414c81d52245000515025cd28319eec673f49dae,740833985e90848d775292c89952f0eaf8de43f4d34f8ed274bb6925e141b89f,390fdfc5c46a33dc156a3d014e801bbfb83c0754bfb8357470258d06fcfc492d,e1f0e07448e0ae931b683e3c6e11fead524991c422193a637a6ab2de2558ac55,1d533d583126542d798611b65bc4640fba5919d85957e4102b6d5280382e1a64,685960faaf2204b6398202471c349afd954884d07d801b75dacfce02e469afd5,4a30054d708028b97a305b94f2c5ed15e56271bd8e0367b7a153e12aabb9776c,503778b3b5ead3a52981ac8403f06f835847c6b4725c709fded74c27244cbe7f,c06384e92eb249da7f8ab0d711b7d317182ad81cdbd57f4ac4126f9f441e9e91,a057ffb250ed3d4975fa3f2aff1ce1c6c6c05e1cffcfb0bf6742c184bc490772,ef6334e6a95a4feadc8d11f72931a7b3f3dad51578db4b2b8619550af66fef61,6f5354914ef7a5d1cb9116d74f7e9ca67a2670714f2c4f22a37635ff04887095,1b3e4700054aaf55bb7e5d36c4e299b4fed08ca5dc9177632a0e021d41d0dbf9,93698de31bcffbde877058bcd13a6106d18b994b53e42233d774cc6e8d338d30,bfaf8ee17d7ca8651596dbff2a4ab8e2efe6f92b55c8b43a8eb078a95f795fbd,3f4b59807b941b55eb933a6c7f578da16702b6c7617d028079a3cadbcc845b9d,ececcdd28d97f28fd324a08a6f62a38f39a830aec007f3abc0aba3a2c339dd59,217c7f94141a4109e54f7a2d4f97f0d9e2f3ea6a0e71af4483fb6453f64be889,710b04f81b935d5a38d2c9e698328a44434f6541b51eb3199d9e8437b70a9de5,3c943f85623cee8edc3116b4ad9ca2d0c098321476be24affddf26ca496e4ccb,8c54d21cff8fb5d5e6f7c6fead470e45d1cf11f6073c0259f36fcc82e3dfc796,56e2ca795d300026683082dc6302f6c62d6a2e5aec91bda8209feaf302b5b2d3,679441c7f91ece90283195ab521c8b52c7e1babc1de42fa77b722ceb005a5165,1b2cc6078f900663a586ccc8f18eec0bebe2db1317e881bd0422857570ffce51,aa9bc60b7a974ebb4346550e0b9e384029bd752229741af266f324eec46c1956,c5dc224f29c3f9c11b3d10ab6c405e13553f1b635acf8eff22b49758c7305324,732468bc8fcace0441889763e4b8a142e44195f4fe5e9c004477868a23cf3d3b,549ddefc70314be27f0fd846baf4292564e84bdd521d257aa8331669d467841d,dd0a8dfe2d4b4ac358be9b7c28d4605e75a6806d1a42fc966bf38a9c7fbd925f,de0344da2fd13b10acd8ec03ca810c9ca6e816ea28e60496eac11d387cd6e9e4,f86de294a04c5d8dfcbf37f6377fa0a8d7d0a9477f106fc8e369d21ed3892afd,80ab843dd2a5e8592243779942ebcd9957dfd19b6e720a245d719140b4f474d7,a043f172eeae446c5cbfbd6d79f853b098c5c7079ae5b76ed4c4dc409f99e733,79b8fc1c762a84290e3fac3eab3386249eb4e0c11f24faf814c8c01f99d0fb82,8ded97b56012c9dfd905d0f87b747f872d6bc0ff47dca674d9d80ae79d43b2fd,988439de3773565027f720261793bc22938d66976fa884d1472f4a297d319c8d,d1d82267a6cd5355dd983a566ecc58ad4c58ebe56b943141ad9721602cce0567,d02a6e064bee02b8ac22bbb0de7f7f1bb88e86aa5be5030c84b40a8ec3776a4f,ba3cf109433752c952eb7a69404ebbd055711dddbf7a3c3452e462577d727428,a249e4ed5678d9ff7545fec06daae30e8249d3c3cda59f7017fa5c3c6e88c9ca,d4e7da70133fd211b27abda999614b7e03a1feedbe8e39526e5054e03d91fb87,0162bd22dd9c22af8c9801eeaad540cb6ec58e2ca0cf5e42eb613fde36cfe074,d212a9b1a99d7569e41ffb272c43a52d960fd6ceaea0a096fc3d63e4553df2cd,5a5d4bafddcb2b3f8c751e472ca0a0a7c2a6c17ee33603053dbf44899d785a9a
"1","1004103","1004105","0","0","10080102","1.3","10080101","0","15","0","0","0","1004104","401040421","1004102","1008","0","0","401040431","0","1","1","401040451","401040411","10080105","0.03","1","0","1004101","1","0","10080104","0","1","10080103","710081","0","1.3","1","1","401040441","100000","1.5"
"1.3","1004108","1004110","0","0","10080102","1.8","10080101","0","16","0","0","0","1004109","401040471","1004107","1008","0","0","401040481","0","1","2","401040501","401040461","10080105","0.06","1","0","1004106","1.3","0","10080104","0","2","10080103","710081","0","1.8","-1","1","401040491","100000","2"
"1","1004103","1004105","0","0","10090102","1.3","10090101","0","17","0","0","0","1004104","401040521","1004102","1009","0","0","401040531","0","1","1","401040551","401040511","10090105","0.03","1","0","1004101","1","0","10090104","0","1","10090103","710091","0","1.3","1","1","401040541","100000","1.5"
"1.4","1004108","1004110","0","0","10090102","1.8","10090101","0","18","0","0","0","1004109","401040571","1004107","1009","0","0","401040581","0","1","2","401040601","401040561","10090105","0.06","1","0","1004106","1.4","0","10090104","0","2","10090103","710091","0","1.8","5","1","401040591","100000","2"
"2","1004103","1004105","0","0","10090102","2.5","10090101","0","19","0","0","0","1004104","401040621","1004102","1009","0","0","401040631","0","1","2","401040651","401040611","10090105","0.06","1","0","1004101","2","0","10090104","0","6","10090103","710091","0","2.5","-1","1","401040641","100000","3"
"1","1004108","1004110","0","0","10100102","1.3","10100101","0","20","0","0","0","1004109","401011002","1004107","1010","0","0","401011003","0","1","1","401011005","401011001","10100105","0.03","1","0","1004106","1","0","10100104","0","1","10100103","710101","0","1.3","3","1","401011004","100000","1.5"
"1.4","1004103","1004105","0","0","10100102","1.8","10100101","0","21","0","0","0","1004104","401021002","1004102","1010","0","0","401021003","0","1","2","401021005","401021001","10100105","0.06","1","0","1004101","1.4","0","10100104","0","4","10100103","710101","0","1.8","10","1","401021004","100000","2"
"2","1004108","1004110","0","0","10100102","2.5","10100101","0","22","0","0","0","1004109","401031002","1004107","1010","0","0","401031003","0","1","2","401031005","401031001","10100105","0.06","1","0","1004106","2","0","10100104","0","11","10100103","710101","0","2.5","-1","1","401031004","100000","3"
"1","1004103","1004105","0","0","10110102","1.3","10110101","0","23","0","0","0","1004104","401040671","1004102","1011","0","0","401040681","0","1","1","401040701","401040661","10110105","0.03","1","0","1004101","1","0","10110104","0","1","10110103","710111","0","1.3","1","2","401040691","100000","1.5"
"1","1004108","1004110","0","0","10110102","1.3","10110101","0","24","0","0","0","1004109","401040671","1004107","1011","0","0","401040681","0","1","1","401040701","401040661","10110105","0.03","1","0","1004106","1","0","10110104","0","2","10110103","710111","0","1.3","3","2","401040691","100000","1.5"
"1.4","1004103","1004105","0","0","10110102","1.8","10110101","0","25","0","0","0","1004104","401040721","1004102","1011","0","0","401040731","0","2","2","401040751","401040711","10110105","0.06","1","0","1004101","1.4","0","10110104","0","4","10110103","710111","0","1.8","10","5","401040741","100000","2"
"2","1004108","1004110","0","0","10110102","2.5","10110101","0","26","0","0","0","1004109","401040771","1004107","1011","0","0","401040781","0","3","2","401040801","401040761","10110105","0.06","1","0","1004106","2","0","10110104","0","11","10110103","710111","0","2.5","-1","12","401040791","100000","3"
"1","1004103","1004105","0","0","10120102","1.3","10120101","0","27","0","0","0","1004104","401040821","1004102","1012","0","0","401040831","0","1","1","401040851","401040811","10120105","0.03","1","0","1004101","1","0","10120104","0","1","10120103","710121","0","1.3","1","2","401040841","100000","1.5"
"1","1004108","1004110","0","0","10120102","1.3","10120101","0","28","0","0","0","1004109","401040821","1004107","1012","0","0","401040831","0","1","1","401040851","401040811","10120105","0.03","1","0","1004106","1","0","10120104","0","2","10120103","710121","0","1.3","3","2","401040841","100000","1.5"
"1.4","1004103","1004105","0","0","10120102","1.8","10120101","0","29","0","0","0","1004104","401040871","1004102","1012","0","0","401040881","0","2","2","401040901","401040861","10120105","0.06","1","0","1004101","1.4","0","10120104","0","4","10120103","710121","0","1.8","10","5","401040891","100000","2"
"2","1004108","1004110","0","0","10120102","2.5","10120101","0","30","0","0","0","1004109","401040921","1004107","1012","0","0","401040931","0","3","2","401040951","401040911","10120105","0.06","1","0","1004106","2","0","10120104","0","11","10120103","710121","0","2.5","-1","12","401040941","100000","3"
"1","1004103","1004105","0","0","10130102","1.3","10130101","0","31","0","0","0","1004104","401040971","1004102","1013","0","0","401040981","0","1","1","401041001","401040961","10130105","0.03","1","0","1004101","1","0","10130104","0","1","10130103","710011","0","1.3","1","2","401040991","100000","1.5"
"1","1004108","1004110","0","0","10130102","1.3","10130101","0","32","0","0","0","1004109","401040971","1004107","1013","0","0","401040981","0","1","1","401041001","401040961","10130105","0.03","1","0","1004106","1","0","10130104","0","2","10130103","710011","0","1.3","3","2","401040991","100000","1.5"
"1.4","1004103","1004105","0","0","10130102","1.8","10130101","0","33","0","0","0","1004104","401041021","1004102","1013","0","0","401041031","0","2","2","401041051","401041011","10130105","0.06","1","0","1004101","1.4","0","10130104","0","4","10130103","710011","0","1.8","10","5","401041041","100000","2"
"2","1004108","1004110","0","0","10130102","2.5","10130101","0","34","0","0","0","1004109","401041071","1004107","1013","0","0","401041081","0","3","2","401041101","401041061","10130105","0.06","1","0","1004106","2","0","10130104","0","11","10130103","710011","0","2.5","-1","12","401041091","100000","3"
"1","1004103","1004105","0","0","10140102","1.3","10140101","0","35","0","0","0","1004104","401041071","1004102","1014","0","0","401041081","0","1","1","401041101","401041061","10140105","0.03","1","0","1004101","1","0","10140104","0","1","10140103","710021","0","1.3","1","2","401041091","100000","1.5"
"1","1004108","1004110","0","0","10140102","1.3","10140101","0","36","0","0","0","1004109","401041121","1004107","1014","0","0","401041131","0","1","1","401041151","401041111","10140105","0.03","1","0","1004106","1","0","10140104","0","2","10140103","710021","0","1.3","3","2","401041141","100000","1.5"
"1.4","1004103","1004105","0","0","10140102","1.8","10140101","0","37","0","0","0","1004104","401041171","1004102","1014","0","0","401041181","0","2","2","401041201","401041161","10140105","0.06","1","0","1004101","1.4","0","10140104","0","4","10140103","710021","0","1.8","10","5","401041191","100000","2"
"2","1004108","1004110","0","0","10140102","2.5","10140101","0","38","0","0","0","1004109","401041221","1004107","1014","0","0","401041231","0","3","2","401041251","401041211","10140105","0.06","1","0","1004106","2","0","10140104","0","11","10140103","710021","0","2.5","-1","12","401041241","100000","3"
"1","1004103","1004105","0","0","10150102","1.3","10150101","0","39","0","0","0","1004104","401041271","1004102","1015","0","0","401041281","0","1","1","401041301","401041261","10150105","0.03","1","0","1004101","1","0","10150104","0","1","10150103","710031","0","1.3","1","2","401041291","100000","1.5"
"1","1004108","1004110","0","0","10150102","1.3","10150101","0","40","0","0","0","1004109","401041271","1004107","1015","0","0","401041281","0","1","1","401041301","401041261","10150105","0.03","1","0","1004106","1","0","10150104","0","2","10150103","710031","0","1.3","3","2","401041291","100000","1.5"
"1.4","1004103","1004105","0","0","10150102","1.8","10150101","0","41","0","0","0","1004104","401041321","1004102","1015","0","0","401041331","0","2","2","401041351","401041311","10150105","0.06","1","0","1004101","1.4","0","10150104","0","4","10150103","710031","0","1.8","10","5","401041341","100000","2"
"2","1004108","1004110","0","0","10150102","2.5","10150101","0","42","0","0","0","1004109","401041371","1004107","1015","0","0","401041381","0","3","2","401041401","401041361","10150105","0.06","1","0","1004106","2","0","10150104","0","11","10150103","710031","0","2.5","-1","12","401041391","100000","3"
"1","1004103","1004105","0","0","10160102","1.3","10160101","0","43","0","0","0","1004104","401041571","1004102","1016","0","0","401041581","0","1","1","401041601","401041561","10160105","0.03","1","0","1004101","1","0","10160104","0","1","10160103","710041","0","1.3","1","2","401041591","100000","1.5"
"1.4","1004108","1004110","0","0","10160102","1.8","10160101","0","44","0","0","0","1004109","401041571","1004107","1016","0","0","401041581","0","2","2","401041601","401041561","10160105","0.06","1","0","1004106","1.4","0","10160104","0","2","10160103","710041","0","1.8","3","3","401041591","100000","2"
"1.4","1004113","1004115","0","0","10160102","1.8","10160101","0","45","0","0","0","1004114","401041621","1004112","1016","0","0","401041631","0","3","2","401041651","401041611","10160105","0.06","1","0","1004111","1.4","0","10160104","0","4","10160103","710041","0","1.8","4","5","401041641","100000","2"
"2","1004116","1004116","0","0","10160102","2.5","10160101","0","46","0","0","0","1004116","401041671","1004116","1016","0","0","401041681","0","3","2","401041701","401041661","10160105","0.06","1","0","1004116","2","0","10160104","0","5","10160103","710041","0","2.5","-1","5","401041691","100000","3"
"1","1004103","1004105","0","0","10170102","1.3","10170101","0","47","0","0","0","1004104","401041721","1004102","1017","0","0","401041731","0","1","1","401041751","401041711","10170105","0.03","1","0","1004101","1","0","10170104","0","1","10170103","710051","0","1.3","1","2","401041741","100000","1.5"
"1","1004108","1004110","0","0","10170102","1.3","10170101","0","48","0","0","0","1004109","401041721","1004107","1017","0","0","401041731","0","2","1","401041751","401041711","10170105","0.03","1","0","1004106","1","0","10170104","0","2","10170103","710051","0","1.3","3","3","401041741","100000","1.5"
"1.4","1004108","1004110","0","0","10170102","1.8","10170101","0","49","0","0","0","1004109","401041771","1004107","1017","0","0","401041781","0","3","2","401041801","401041761","10170105","0.06","1","0","1004106","1.4","0","10170104","0","4","10170103","710051","0","1.8","10","6","401041791","100000","2"
"2","1004108","1004110","0","0","10170102","2.5","10170101","0","50","0","0","0","1004109","401041821","1004107","1017","0","0","401041831","0","4","2","401041851","401041811","10170105","0.06","1","0","1004106","2","0","10170104","0","11","10170103","710051","0","2.5","-1","9","401041841","100000","3"
"1","1004103","1004105","0","0","10180102","1.3","10180101","0","51","0","0","0","1004104","401041871","1004102","1018","0","0","401041881","0","1","1","401041901","401041861","10180105","0.03","1","0","1004101","1","0","10180104","0","1","10180103","710061","0","1.3","1","2","401041891","100000","1.5"
"1","1004108","1004110","0","0","10180102","1.3","10180101","0","52","0","0","0","1004109","401041871","1004107","1018","0","0","401041881","0","2","1","401041901","401041861","10180105","0.03","1","0","1004106","1","0","10180104","0","2","10180103","710061","0","1.3","3","3","401041891","100000","1.5"
"1.4","1004108","1004110","0","0","10180102","1.8","10180101","0","53","0","0","0","1004109","401041921","1004107","1018","0","0","401041931","0","3","2","401041951","401041911","10180105","0.06","1","0","1004106","1.4","0","10180104","0","4","10180103","710061","0","1.8","10","6","401041941","100000","2"
"2","1004108","1004110","0","0","10180102","2.5","10180101","0","54","0","0","0","1004109","401041971","1004107","1018","0","0","401041981","0","4","2","401042001","401041961","10180105","0.06","1","0","1004106","2","0","10180104","0","11","10180103","710061","0","2.5","-1","9","401041991","100000","3"
"1","1004103","1004105","0","0","10190102","1.3","10190101","0","55","0","0","0","1004104","401042321","1004102","1019","0","0","401042331","0","1","1","401042351","401042311","10190105","0.03","1","0","1004101","1","0","10190104","0","1","10190103","710071","0","1.3","1","2","401042341","1000000","1.5"
"1.4","1004108","1004110","0","0","10190102","1.8","10190101","0","57","0","0","0","1004109","401042371","1004107","1019","0","0","401042381","0","2","2","401042401","401042361","10190105","0.06","1","0","1004106","1.4","0","10190104","0","2","10190103","710071","0","1.8","3","3","401042391","1000000","2"
"1.4","1004113","1004115","0","0","10190102","1.8","10190101","0","58","0","0","0","1004114","401042421","1004112","1019","0","0","401042431","0","3","2","401042451","401042411","10190105","0.06","1","0","1004111","1.4","0","10190104","0","4","10190103","710071","0","1.8","4","5","401042441","1000000","2"
"2","1004116","1004116","0","0","10190102","2.5","10190101","0","59","0","0","0","1004116","401042421","1004116","1019","0","0","401042431","0","3","2","401042451","401042411","10190105","0.06","1","0","1004116","2","0","10190104","0","5","10190103","710071","0","2.5","-1","5","401042441","1000000","3"
"1","1005103","1005105","0","0","10200102","1.3","10200101","0","60","0","0","0","1005104","401042621","1005102","1020","0","0","401042631","0","1","1","401042651","401042611","10200105","0.03","1","0","1005101","1","0","10200104","0","1","10200103","710081","0","1.3","1","2","401042641","1000000","1.5"
"1.4","1005108","1005110","0","0","10200102","1.8","10200101","0","61","0","0","0","1005109","401042671","1005107","1020","0","0","401042681","0","2","2","401042701","401042661","10200105","0.06","1","0","1005106","1.4","0","10200104","0","2","10200103","710081","0","1.8","3","3","401042691","1000000","2"
"1.4","1005113","1005115","0","0","10200102","1.8","10200101","0","62","0","0","0","1005114","401042721","1005112","1020","0","0","401042731","0","3","2","401042751","401042711","10200105","0.06","1","0","1005111","1.4","0","10200104","0","4","10200103","710081","0","1.8","4","5","401042741","1000000","2"
"2","1005116","1005116","0","0","10200102","2.5","10200101","0","63","0","0","0","1005116","401042721","1005116","1020","0","0","401042731","0","3","2","401042751","401042711","10200105","0.06","1","0","1005116","2","0","10200104","0","5","10200103","710081","0","2.5","-1","5","401042741","1000000","3"
"1","1006103","1006105","0","0","10210102","1.3","10210101","0","64","0","0","0","1006104","401042921","1006102","1021","0","0","401042931","0","1","1","401042951","401042911","10210105","0.03","1","0","1006101","1","0","10210104","0","1","10210103","710091","0","1.3","1","2","401042941","1000000","1.5"
"1.4","1006108","1006110","0","0","10210102","1.8","10210101","0","65","0","0","0","1006109","401042971","1006107","1021","0","0","401042981","0","2","2","401043001","401042961","10210105","0.06","1","0","1006106","1.4","0","10210104","0","2","10210103","710091","0","1.8","3","3","401042991","1000000","2"
"1.4","1006113","1006115","0","0","10210102","1.8","10210101","0","66","0","0","0","1006114","401043021","1006112","1021","0","0","401043031","0","3","2","401043051","401043011","10210105","0.06","1","0","1006111","1.4","0","10210104","0","4","10210103","710091","0","1.8","4","5","401043041","1000000","2"
"2","1006116","1006116","0","0","10210102","2.5","10210101","0","67","0","0","0","1006116","401043021","1006116","1021","0","0","401043031","0","3","2","401043051","401043011","10210105","0.06","1","0","1006116","2","0","10210104","0","5","10210103","710091","0","2.5","-1","5","401043041","1000000","3"
"1.2","1007103","1007105","0","0","10220102","1.3","10220101","0","68","0","0","0","1007104","401043271","1007102","1022","0","0","401043281","0","1","1","401043301","401043261","10220105","0.03","1","0","1007101","1.2","0","10220104","0","1","10220103","710101","0","1.4","1","2","401043291","1000000","1.5"
"1.6","1007108","1007110","0","0","10220102","1.8","10220101","0","69","0","0","0","1007109","401043321","1007107","1022","0","0","401043331","0","2","2","401043351","401043311","10220105","0.06","1","0","1007106","1.6","0","10220104","0","2","10220103","710101","0","1.9","3","3","401043341","1000000","2"
"2","1007113","1007115","0","0","10220102","2.4","10220101","0","70","0","0","0","1007114","401043371","1007112","1022","0","0","401043381","0","3","2","401043401","401043361","10220105","0.06","1","0","1007111","2","0","10220104","0","4","10220103","710101","0","2.4","4","5","401043391","1000000","2.6"
"2","1007116","1007116","0","0","10220102","2.4","10220101","0","71","0","0","0","1007116","401043371","1007116","1022","0","0","401043381","0","3","2","401043401","401043361","10220105","0.06","1","0","1007116","2","0","10220104","0","5","10220103","710101","0","2.4","-1","5","401043391","1000000","2.6"
"1.2","1008103","1008105","0","0","10230102","1.3","10230101","0","72","0","0","0","1008104","401043621","1008102","1023","0","0","401043631","0","1","1","401043651","401043611","10230105","0.03","1","0","1008101","1.2","0","10230104","0","1","10230103","710111","0","1.4","1","2","401043641","1000000","1.5"
"1.6","1008108","1008110","0","0","10230102","1.8","10230101","0","73","0","0","0","1008109","401043671","1008107","1023","0","0","401043681","0","2","2","401043701","401043661","10230105","0.06","1","0","1008106","1.6","0","10230104","0","2","10230103","710111","0","1.9","3","3","401043691","1000000","2"
"2","1008113","1008115","0","0","10230102","2.4","10230101","0","74","0","0","0","1008114","401043721","1008112","1023","0","0","401043731","0","3","2","401043751","401043711","10230105","0.06","1","0","1008111","2","0","10230104","0","4","10230103","710111","0","2.4","4","5","401043741","1000000","2.6"
"2","1008116","1008116","0","0","10230102","2.4","10230101","0","75","0","0","0","1008116","401043721","1008116","1023","0","0","401043731","0","3","2","401043751","401043711","10230105","0.06","1","0","1008116","2","0","10230104","0","5","10230103","710111","0","2.4","-1","5","401043741","1000000","2.6"
"1.2","1009103","1009105","0","0","10240102","1.3","10240101","0","76","0","0","0","1009104","401043971","1009102","1024","0","0","401043981","0","1","1","401044001","401043961","10240105","0.03","1","0","1009101","1.2","0","10240104","0","1","10240103","710121","0","1.4","1","1","401043991","1000000","1.5"
"1.2","1009108","1009110","0","0","10240102","1.3","10240101","0","77","0","0","0","1009109","401044021","1009107","1024","0","0","401044031","0","2","2","401044051","401044011","10240105","0.06","1","0","1009106","1.2","0","10240104","0","2","10240103","710121","0","1.4","3","2","401044041","1000000","1.5"
"1.6","1009113","1009115","0","0","10240102","1.8","10240101","0","78","0","0","0","1009114","401044071","1009112","1024","0","0","401044081","0","3","2","401044101","401044061","10240105","0.06","1","0","1009111","1.6","0","10240104","0","4","10240103","710121","0","1.9","4","4","401044091","1000000","2"
