00b5eefb20d294972c4eb599070ed8c6f0adf609b288124f23206afc46c2928f,d3c836b27d677a1f96548e8a26cc01c5f4314076aad4efd3012c8d1facfe9a79,760185b156dc0cc53138fb1898193e0ff68619f9b57d1bf1dabf186f93eb6bf4,706605668ab6453341615c3f9b9a0580f469d036f5e0a509eee23e7355dded11,cadde393792e9fa2785c010a360b0369a942ba2c8f5dbb4303c77d645537907c,c0f6749556148537e677c13c9024f31de6c451c2671fa4776761115905c16e12,1156f765d0c9ec9f9602f6f8a2c1c44208c517e27d819a46ccf3e442ae98ded6,1c27d5ab30607194366073bb064cf3ced889747b52fef0db05f894f14101829e,71a6511a1926fce6bcdc8c37c68cac99cb5f2918468e0ca3bf8df784be215c23,386ad440a69527a5913c164abdb60935a3b1669a8ea19ac0a0301bd685e9e717,e8022fc94356cbef455b982ec9c615aaac8cc90d2098d46c9dacb88690b037de,db3448d52e76d58023732ef86dcdd408f5e64cf1ec7edeb56c4ca4e76048ce37,f50263ea628054745553cb3bb7f16c9602b06636e76bf586a10d317c29b96a12,818a7477fc52aa635e078cd612716b57fe4d75638f6c1a99c2f81eafdb9c6c0b
"-416.5","53","2020/10/19 16:00:00","3.099","10043","花凜","1","2","190801","0","10043002","將任務完成，\n並獲得獎勵吧！","2020/10/28 15:59:59","2"
"-416.5","54","2020/10/19 16:00:00","2.801","10043","花凜","1","3","190801","0","10043003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/10/28 15:59:59","2"
"-416.5","54","2020/10/19 16:00:00","0","10043","花凜","2","4","190801","0","10043004","能夠領取獎勵了！\n請檢查看看","2020/10/28 15:59:59","2"
"-416.5","57","2020/10/19 16:00:00","0","10043","花凜","1","5","190801","0","10043005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/10/28 15:59:59","1"
"-285","51","2020/10/19 16:00:00","6.75","10043","鈴奈（夏日）","1","101","110001","0","10043101","","2020/10/28 15:59:59","2"
"-285","51","2020/10/19 16:00:00","0","10043","伊緒（夏日）","2","201","110101","0","10043102","","2020/10/28 15:59:59","2"
"-285","51","2020/10/19 16:00:00","7.237","10043","美咲（夏日）","2","301","110201","70","10043103","","2020/10/28 15:59:59","3"
"-285","51","2020/10/19 16:00:00","5.017","10043","鈴奈（夏日）","6","102","110001","0","10043104","","2020/10/28 15:59:59","4"
"-285","51","2020/10/19 16:00:00","4.802","10043","伊緒（夏日）","2","202","110101","0","10043105","","2020/10/28 15:59:59","1"
"-285","51","2020/10/19 16:00:00","10.992","10043","美咲（夏日）","2","302","110201","70","10043106","","2020/10/28 15:59:59","3"
"-285","51","2020/10/19 16:00:00","0","10043","鈴奈（夏日）","2","103","110001","0","10043107","","2020/10/28 15:59:59","2"
"-285","51","2020/10/19 16:00:00","3.047","10043","伊緒（夏日）","1","203","110101","0","10043108","","2020/10/28 15:59:59","2"
"-285","52","2020/10/19 16:00:00","7.904","10043","鈴奈（夏日）","2","104","110001","0","10043109","","2020/10/28 15:59:59","1"
"-285","52","2020/10/19 16:00:00","8.81","10043","伊緒（夏日）","1","204","110101","0","10043110","","2020/10/28 15:59:59","2"
"-285","52","2020/10/19 16:00:00","6.65","10043","美咲（夏日）","2","304","110201","70","10043111","","2020/10/28 15:59:59","1"
"-285","52","2020/10/19 16:00:00","9.043","10043","鈴奈（夏日）","1","105","110001","0","10043112","","2020/10/28 15:59:59","6"
"-285","52","2020/10/19 16:00:00","4.995","10043","伊緒（夏日）","2","205","110101","0","10043113","","2020/10/28 15:59:59","5"
"-285","52","2020/10/19 16:00:00","11.657","10043","美咲（夏日）","1","305","110201","70","10043114","","2020/10/28 15:59:59","2"
"-285","52","2020/10/19 16:00:00","7.892","10043","鈴奈（夏日）","2","106","110001","0","10043115","","2020/10/28 15:59:59","5"
"-285","52","2020/10/19 16:00:00","7.635","10043","伊緒（夏日）","2","206","110101","0","10043116","","2020/10/28 15:59:59","3"
"-285","52","2020/10/19 16:00:00","9.858","10043","美咲（夏日）","1","306","110201","70","10043117","","2020/10/28 15:59:59","2"
"-416.5","53","2020/11/02 16:00:00","3.414","10044","花凜","1","1","190801","0","10044001","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/11/20 15:59:59","2"
"-416.5","53","2020/11/02 16:00:00","3.099","10044","花凜","1","2","190801","0","10044002","將任務完成，\n並獲得獎勵吧！","2020/11/20 15:59:59","2"
"-416.5","54","2020/11/02 16:00:00","2.801","10044","花凜","1","3","190801","0","10044003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/11/20 15:59:59","2"
"-416.5","54","2020/11/02 16:00:00","0","10044","花凜","2","4","190801","0","10044004","能夠領取獎勵了！\n請檢查看看","2020/11/20 15:59:59","2"
"-416.5","57","2020/11/02 16:00:00","0","10044","花凜","1","5","190801","0","10044005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/11/20 15:59:59","1"
"-363","55","2020/11/02 16:00:00","5.506","10044","花凜","1","1","190801","0","10044006","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/11/20 15:59:59","2"
"-363","55","2020/11/02 16:00:00","1.216","10044","花凜","2","2","190801","0","10044007","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/11/20 15:59:59","1"
"-363","56","2020/11/02 16:00:00","1.539","10044","花凜","2","3","190801","0","10044008","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/11/20 15:59:59","1"
"-363","56","2020/11/02 16:00:00","1.875","10044","花凜","2","4","190801","0","10044009","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/11/20 15:59:59","1"
"-285","51","2020/11/02 16:00:00","14.15","10044","流夏（夏日）","4","111","113101","8","10044102","","2020/11/20 15:59:59","5"
"-285","51","2020/11/02 16:00:00","9.48","10044","七七香（夏日）","5","211","113301","8","10044104","","2020/11/20 15:59:59","2"
"-285","51","2020/11/02 16:00:00","0","10044","杏奈（夏日）","3","311","113201","8","10044106","","2020/11/20 15:59:59","3"
"-285","51","2020/11/02 16:00:00","9.376","10044","流夏","1","102","105601","8","10044107","","2020/11/20 15:59:59","2"
"-285","51","2020/11/02 16:00:00","9.376","10044","流夏（夏日）","1","112","113101","8","10044108","","2020/11/20 15:59:59","2"
"-285","51","2020/11/02 16:00:00","0","10044","七七香","3","202","101301","8","10044109","","2020/11/20 15:59:59","3"
"-285","51","2020/11/02 16:00:00","0","10044","七七香（夏日）","3","212","113301","8","10044110","","2020/11/20 15:59:59","3"
"-285","51","2020/11/02 16:00:00","8.18","10044","杏奈","4","302","100901","8","10044111","","2020/11/20 15:59:59","1"
"-285","51","2020/11/02 16:00:00","8.18","10044","杏奈（夏日）","4","312","113201","8","10044112","","2020/11/20 15:59:59","1"
"-285","51","2020/11/02 16:00:00","0","10044","流夏","4","103","105601","8","10044113","","2020/11/20 15:59:59","4"
"-285","51","2020/11/02 16:00:00","0","10044","流夏（夏日）","4","113","113101","8","10044114","","2020/11/20 15:59:59","4"
"-285","51","2020/11/02 16:00:00","10.33","10044","七七香","4","203","101301","8","10044115","","2020/11/20 15:59:59","5"
"-285","51","2020/11/02 16:00:00","10.33","10044","七七香（夏日）","4","213","113301","8","10044116","","2020/11/20 15:59:59","5"
"-285","51","2020/11/02 16:00:00","0","10044","杏奈","4","303","100901","8","10044117","","2020/11/20 15:59:59","4"
"-285","51","2020/11/02 16:00:00","0","10044","杏奈（夏日）","4","313","113201","8","10044118","","2020/11/20 15:59:59","4"
"-285","52","2020/11/02 16:00:00","8.83","10044","流夏","1","104","105601","8","10044119","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","8.83","10044","流夏（夏日）","1","114","113101","8","10044120","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","0","10044","七七香","4","204","101301","8","10044121","","2020/11/20 15:59:59","4"
"-285","52","2020/11/02 16:00:00","0","10044","七七香（夏日）","4","214","113301","8","10044122","","2020/11/20 15:59:59","4"
"-285","52","2020/11/02 16:00:00","4.73","10044","杏奈","1","304","100901","8","10044123","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","4.73","10044","杏奈（夏日）","1","314","113201","8","10044124","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","9.68","10044","流夏","1","105","105601","8","10044125","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","9.68","10044","流夏（夏日）","1","115","113101","8","10044126","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","6.15","10044","七七香","1","205","101301","8","10044127","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","6.15","10044","七七香（夏日）","1","215","113301","8","10044128","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","13.22","10044","杏奈","1","305","100901","8","10044129","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","13.22","10044","杏奈（夏日）","1","315","113201","8","10044130","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","0","10044","流夏","2","106","105601","8","10044131","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","0","10044","流夏（夏日）","2","116","113101","8","10044132","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","4.85","10044","七七香","1","206","101301","8","10044133","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","4.85","10044","七七香（夏日）","1","216","113301","8","10044134","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","4.92","10044","杏奈","1","306","100901","8","10044135","","2020/11/20 15:59:59","2"
"-285","52","2020/11/02 16:00:00","4.92","10044","杏奈（夏日）","1","316","113201","8","10044136","","2020/11/20 15:59:59","2"
"-416.5","53","2020/11/17 12:00:00","3.414","10045","花凜","1","1","190801","0","10045001","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/11/27 15:59:59","2"
"-416.5","53","2020/11/17 12:00:00","3.099","10045","花凜","1","2","190801","0","10045002","將任務完成，\n並獲得獎勵吧！","2020/11/27 15:59:59","2"
"-416.5","54","2020/11/17 12:00:00","2.801","10045","花凜","1","3","190801","0","10045003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/11/27 15:59:59","2"
"-416.5","54","2020/11/17 12:00:00","0","10045","花凜","2","4","190801","0","10045004","能夠領取獎勵了！\n請檢查看看","2020/11/27 15:59:59","2"
"-416.5","57","2020/11/17 12:00:00","0","10045","花凜","1","5","190801","0","10045005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/11/27 15:59:59","1"
"-363","55","2020/11/17 12:00:00","5.506","10045","花凜","1","1","190801","0","10045006","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/11/27 15:59:59","2"
"-363","55","2020/11/17 12:00:00","1.216","10045","花凜","2","2","190801","0","10045007","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/11/27 15:59:59","1"
"-363","56","2020/11/17 12:00:00","1.539","10045","花凜","2","3","190801","0","10045008","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/11/27 15:59:59","1"
"-363","56","2020/11/17 12:00:00","1.875","10045","花凜","2","4","190801","0","10045009","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/11/27 15:59:59","1"
"-285","51","2020/11/17 12:00:00","9.1","10045","香織（夏日）","4","101","110501","0","10045101","","2020/11/27 15:59:59","1"
"-285","51","2020/11/17 12:00:00","5.5","10045","真琴（夏日）","4","201","110401","0","10045102","","2020/11/27 15:59:59","1"
"-285","51","2020/11/17 12:00:00","9.7","10045","真步（夏日）","4","301","110601","0","10045103","","2020/11/27 15:59:59","5"
"-285","51","2020/11/17 12:00:00","8.5","10045","香織（夏日）","6","102","110501","0","10045104","","2020/11/27 15:59:59","1"
"-285","51","2020/11/17 12:00:00","13.5","10045","真琴（夏日）","5","202","110401","0","10045105","","2020/11/27 15:59:59","3"
"-285","51","2020/11/17 12:00:00","3.8","10045","真步（夏日）","3","302","110601","0","10045106","","2020/11/27 15:59:59","5"
"-285","51","2020/11/17 12:00:00","4.4","10045","香織（夏日）","1","103","110501","0","10045107","","2020/11/27 15:59:59","2"
"-285","51","2020/11/17 12:00:00","6.8","10045","真琴（夏日）","1","203","110401","0","10045108","","2020/11/27 15:59:59","2"
"-285","51","2020/11/17 12:00:00","8.5","10045","真步（夏日）","1","303","110601","0","10045109","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","4.6","10045","香織（夏日）","1","104","110501","0","10045110","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","0","10045","真琴（夏日）","1","204","110401","0","10045111","","2020/11/27 15:59:59","1"
"-285","52","2020/11/17 12:00:00","13.3","10045","真步（夏日）","1","304","110601","0","10045112","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","8.4","10045","香織（夏日）","1","105","110501","0","10045113","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","15.1","10045","真琴（夏日）","1","205","110401","0","10045114","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","12.5","10045","真步（夏日）","1","305","110601","0","10045115","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","6.5","10045","香織（夏日）","1","106","110501","0","10045116","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","13.8","10045","真琴（夏日）","1","206","110401","0","10045117","","2020/11/27 15:59:59","2"
"-285","52","2020/11/17 12:00:00","13.3","10045","真步（夏日）","1","306","110601","0","10045118","","2020/11/27 15:59:59","5"
"-416.5","53","2020/07/31 12:00:00","3.414","10046","花凜","1","1","190801","0","10046001","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2030/01/01 14:59:59","2"
"-416.5","53","2020/07/31 12:00:00","3.099","10046","花凜","1","2","190801","0","10046002","將任務完成，\n並獲得獎勵吧！","2030/01/01 14:59:59","2"
"-416.5","54","2020/07/31 12:00:00","2.801","10046","花凜","1","3","190801","0","10046003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2030/01/01 14:59:59","2"
"-416.5","54","2020/07/31 12:00:00","0","10046","花凜","2","4","190801","0","10046004","能夠領取獎勵了！\n請檢查看看","2030/01/01 14:59:59","2"
"-416.5","57","2020/07/31 12:00:00","0","10046","花凜","1","5","190801","0","10046005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2030/01/01 14:59:59","1"
"-363","55","2020/07/31 12:00:00","5.506","10046","花凜","1","1","190801","0","10046006","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2030/01/01 14:59:59","2"
"-363","55","2020/07/31 12:00:00","1.216","10046","花凜","2","2","190801","0","10046007","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2030/01/01 14:59:59","1"
"-363","56","2020/07/31 12:00:00","1.539","10046","花凜","2","3","190801","0","10046008","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2030/01/01 14:59:59","1"
"-363","56","2020/07/31 12:00:00","1.875","10046","花凜","2","4","190801","0","10046009","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2030/01/01 14:59:59","1"
"-285","51","2020/07/31 12:00:00","6","10046","美里","2","101","101501","8","10046101","","2030/01/01 14:59:59","5"
"-285","51","2020/07/31 12:00:00","6","10046","美里（夏日）","2","111","113501","8","10046102","","2030/01/01 14:59:59","5"
"-285","51","2020/07/31 12:00:00","4.15","10046","初音","1","201","101201","8","10046103","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","4.15","10046","初音（夏日）","1","211","113401","8","10046104","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","6.3","10046","美里","4","102","101501","8","10046105","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","6.3","10046","美里（夏日）","4","112","113501","8","10046106","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","7.43","10046","初音","2","202","101201","8","10046107","","2030/01/01 14:59:59","1"
"-285","51","2020/07/31 12:00:00","7.43","10046","初音（夏日）","2","212","113401","8","10046108","","2030/01/01 14:59:59","1"
"-285","51","2020/07/31 12:00:00","10.4","10046","美里","5","103","101501","8","10046109","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","10.4","10046","美里（夏日）","5","113","113501","8","10046110","","2030/01/01 14:59:59","2"
"-285","51","2020/07/31 12:00:00","5.71","10046","初音","1","203","101201","8","10046111","","2030/01/01 14:59:59","1"
"-285","51","2020/07/31 12:00:00","5.71","10046","初音（夏日）","1","213","113401","8","10046112","","2030/01/01 14:59:59","1"
"-285","52","2020/07/31 12:00:00","8.71","10046","美里","1","104","101501","8","10046113","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","8.71","10046","美里（夏日）","1","114","113501","8","10046114","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","4.2","10046","初音","1","204","101201","8","10046115","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","4.2","10046","初音（夏日）","1","214","113401","8","10046116","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","7.5","10046","美里","1","105","101501","8","10046117","","2030/01/01 14:59:59","1"
"-285","52","2020/07/31 12:00:00","7.5","10046","美里（夏日）","1","115","113501","8","10046118","","2030/01/01 14:59:59","1"
"-285","52","2020/07/31 12:00:00","13.55","10046","初音","5","205","101201","8","10046119","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","13.55","10046","初音（夏日）","5","215","113401","8","10046120","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","7.75","10046","美里","1","106","101501","8","10046121","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","7.75","10046","美里（夏日）","1","116","113501","8","10046122","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","4.36","10046","初音","1","206","101201","8","10046123","","2030/01/01 14:59:59","2"
"-285","52","2020/07/31 12:00:00","4.36","10046","初音（夏日）","1","216","113401","8","10046124","","2030/01/01 14:59:59","2"
"-416.5","53","2020/12/18 16:00:00","3.414","10047","花凜","1","1","190801","0","10047001","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/12/27 15:59:59","2"
"-416.5","53","2020/12/18 16:00:00","3.099","10047","花凜","1","2","190801","0","10047002","將任務完成，\n並獲得獎勵吧！","2020/12/27 15:59:59","2"
"-416.5","54","2020/12/18 16:00:00","2.801","10047","花凜","1","3","190801","0","10047003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/12/27 15:59:59","2"
"-416.5","54","2020/12/18 16:00:00","0","10047","花凜","2","4","190801","0","10047004","能夠領取獎勵了！\n請檢查看看","2020/12/27 15:59:59","2"
"-416.5","57","2020/12/18 16:00:00","0","10047","花凜","1","5","190801","0","10047005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/12/27 15:59:59","1"
"-363","55","2020/12/18 16:00:00","5.506","10047","花凜","1","1","190801","0","10047006","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/12/27 15:59:59","2"
"-363","55","2020/12/18 16:00:00","1.216","10047","花凜","2","2","190801","0","10047007","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/12/27 15:59:59","1"
"-363","56","2020/12/18 16:00:00","1.539","10047","花凜","2","3","190801","0","10047008","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/12/27 15:59:59","1"
"-363","56","2020/12/18 16:00:00","1.875","10047","花凜","2","4","190801","0","10047009","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/12/27 15:59:59","1"
"-285","51","2020/12/18 16:00:00","9.228","10047","碧","1","101","110701","0","10047101","","2020/12/27 15:59:59","4"
"-285","51","2020/12/18 16:00:00","10.38","10047","克蘿依","1","201","110801","0","10047102","","2020/12/27 15:59:59","5"
"-285","51","2020/12/18 16:00:00","10.151","10047","琪愛兒","2","301","110901","0","10047103","","2020/12/27 15:59:59","1"
"-285","51","2020/12/18 16:00:00","7.071","10047","優妮","1","401","111001","0","10047104","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","0","10047","碧","2","102","110701","0","10047105","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","3.264","10047","克蘿依","1","202","110801","0","10047106","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","0","10047","琪愛兒","2","302","110901","0","10047107","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","8.081","10047","優妮","3","402","111001","0","10047108","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","0","10047","碧","1","103","110701","0","10047109","","2020/12/27 15:59:59","1"
"-285","51","2020/12/18 16:00:00","2.853","10047","克蘿依","3","203","110801","0","10047110","","2020/12/27 15:59:59","1"
"-285","51","2020/12/18 16:00:00","3.148","10047","琪愛兒","1","303","110901","0","10047111","","2020/12/27 15:59:59","2"
"-285","51","2020/12/18 16:00:00","5.867","10047","優妮","1","403","111001","0","10047112","","2020/12/27 15:59:59","2"
"-285","52","2020/12/18 16:00:00","4.129","10047","碧","4","104","110701","0","10047113","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","10.583","10047","克蘿依","1","204","110801","0","10047114","","2020/12/27 15:59:59","2"
"-285","52","2020/12/18 16:00:00","3.971","10047","琪愛兒","4","304","110901","0","10047115","","2020/12/27 15:59:59","2"
"-285","52","2020/12/18 16:00:00","10.532","10047","優妮","2","404","111001","0","10047116","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","7.248","10047","碧","2","105","110701","0","10047117","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","6.184","10047","克蘿依","4","205","110801","0","10047118","","2020/12/27 15:59:59","6"
"-285","52","2020/12/18 16:00:00","0","10047","琪愛兒","2","305","110901","0","10047119","","2020/12/27 15:59:59","2"
"-285","52","2020/12/18 16:00:00","10.021","10047","優妮","1","405","111001","0","10047120","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","4.473","10047","碧","2","106","110701","0","10047121","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","7.12","10047","克蘿依","1","206","110801","0","10047122","","2020/12/27 15:59:59","5"
"-285","52","2020/12/18 16:00:00","6.568","10047","琪愛兒","1","306","110901","0","10047123","","2020/12/27 15:59:59","2"
"-285","52","2020/12/18 16:00:00","6.825","10047","優妮","3","406","111001","0","10047124","","2020/12/27 15:59:59","2"
"-416.5","53","2020/12/28 16:00:00","3.414","10048","花凜","1","1","190801","0","10048001","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2021/01/18 15:59:59","2"
"-416.5","53","2020/12/28 16:00:00","3.099","10048","花凜","1","2","190801","0","10048002","將任務完成，\n並獲得獎勵吧！","2021/01/18 15:59:59","2"
"-416.5","54","2020/12/28 16:00:00","2.801","10048","花凜","1","3","190801","0","10048003","似乎有能夠\n領取的獎勵了，\n請確認看看。","2021/01/18 15:59:59","2"
"-416.5","54","2020/12/28 16:00:00","0","10048","花凜","2","4","190801","0","10048004","能夠領取獎勵了！\n請檢查看看","2021/01/18 15:59:59","2"
"-416.5","57","2020/12/28 16:00:00","0","10048","花凜","1","5","190801","0","10048005","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2021/01/18 15:59:59","1"
"-363","55","2020/12/28 16:00:00","5.506","10048","花凜","1","1","190801","0","10048006","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2021/01/18 15:59:59","2"
"-363","55","2020/12/28 16:00:00","1.216","10048","花凜","2","2","190801","0","10048007","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2021/01/18 15:59:59","1"
"-363","56","2020/12/28 16:00:00","1.539","10048","花凜","2","3","190801","0","10048008","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2021/01/18 15:59:59","1"
"-363","56","2020/12/28 16:00:00","1.875","10048","花凜","2","4","190801","0","10048009","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2021/01/18 15:59:59","1"
"-285","51","2020/12/28 16:00:00","12.962","10048","依里（天使）","5","101","113801","8","10048101","","2021/01/18 15:59:59","4"
"-285","51","2020/12/28 16:00:00","12.809","10048","茜里","5","201","100601","8","10048102","","2021/01/18 15:59:59","2"
"-285","51","2020/12/28 16:00:00","6.373","10048","外表依里・聲音茜里","2","102","113801","8","10048104","","2021/01/18 15:59:59","4"
"-285","51","2020/12/28 16:00:00","8.829","10048","外表茜里・聲音依里","3","202","113701","8","10048105","","2021/01/18 15:59:59","4"
