4d6d77ab816e2bdca1b7f586122b3d00d31680359a9024393e981e7edf5154e3,c3c82e23634e8073d37ee087455ece1859cb31be27637913c0a8cdb2a8ec8c74,01f0f5b5984030b7078fcf48a51266fd5778868dedc47d61f36f66221dc6e01d,c649d5f316f8d6fc06cb4bf2f0f494ddde70714c2868336973ceba05ca88f35a,4c2d204b6339d5c014fe141e4d589f66bb7ff6d31d114416fc14ff7285ba9cdc,da671304bc73a1c65a5f7e686941ff942cbae3472a7b3f2b53c23e797559f7a3,361af6fc1d6fd2427eacfb9b69718d3f90a85b289191e9f3ec95d75d9787ee7d,5cad5ebba730655bd3a60f80d61d6e69ab80ea2525f2597611b4823c6fb682d8,a28068d8f4564ca0024d33cdd0b56149752d2b9716c2fc90e4322d9d628754d7,934aaafbdd9dd4b2156eea8911d6e2cd16a24275fb8365309eee2eb464e369ff,2b181fa38ccafae2a476d548b66214ce8a86bee526f5ce4f23d1f0499ae5b9ab
"110","5","-296","-22","62011","0","12","1.57","1","5152062","empty"
"110","5","-311","-217","62012","0","13","1.57","1","5152062","empty"
"110","5","-255","-440","62013","0","14","1.53","1","5152062","empty"
"107","5","-136","34","62014","0","15","1.45","1","5152062","empty"
"107","5","-146","-163","62015","0","16","1.45","1","5152062","empty"
"107","5","-166","-350","62016","0","17","1.45","1","5152062","empty"
"","13","","","62017","","210","","107111","5152062",""
"","13","","","62018","","207","","131911","5152062",""
"","13","","","62019","","209","","107511","5152062",""
"","13","","","62020","","205","","107611","5152062",""
"","13","","","62021","","208","","107811","5152062",""
"","13","","","62022","","203","","131411","5152062",""
"","13","","","62023","","204","","131311","5152062",""
"","13","","","62024","","205","","131511","5152062",""
"108","5","-235","-13","62025","0","1","1.57","1","5152062","empty"
"210","5","11","382","62026","0","2","1","2","5152062","empty"
"0","31","1","0","62027","","1","1","1","5152062",""
"0","31","1","0","62028","","2","0","2","5152062",""
"0","31","1","0","62029","","12","0","12","5152062",""
"0","31","1","0","62030","","3","1","3","5152062",""
"","91","","","62031","","","","0","5152062",""
"","37","","","62032","","telop_2","","3","5152062",""
"0","102","","","62033","","0","","0","5152062",""
"","93","","","62034","","0","","1","5152062",""
"1","3","","","62035","","doya_talk","0.2","107111","5152062",""
"0","21","","0","62036","","vo_rag_2001","","vo_rag","5152062",""
"9","11","1","1","62037","35","一大清早的，真虧妳們能聚集在此。","0","107111","5152062","0"
"0","91","","0","62038","","","","0","5152062",""
"0","3","1","cool_talk_joy","62039","0","cool_in_joy","0.2","107111","5152062",""
"0","21","","0","62040","","vo_rag_2002","","vo_rag","5152062",""
"6","11","1","1","62041","35","就來將我珍藏的體操\n傳授給妳們吧♪","0","107111","5152062","0"
"0","91","","0","62042","","","","0","5152062",""
"1","3","","","62043","","cool_idle","0.2","107111","5152062",""
"1","3","","","62044","","gutsB_talk_anger","0.2","131311","5152062",""
"0","21","","0","62045","","vo_rag_2003","","vo_rag","5152062",""
"10","11","1","1","62046","0","無論是何等激烈的體操……\n我都會努力跳完的……！","0","131311","5152062","0"
"0","91","","0","62047","","","","0","5152062",""
"1","3","","","62048","","riri_idle","0.2","131311","5152062",""
"","26","","","62049","","","","1","5152062",""
"1","3","","","62050","","joy_talk_normal","0.2","107111","5152062",""
"1","3","","","62051","","idle_normal","0.2","131911","5152062",""
"1","3","","","62052","","idle_normal","0.2","107511","5152062",""
"1","3","","","62053","","idle_normal","0.2","107611","5152062",""
"1","3","","","62054","","idle_normal","0.2","107811","5152062",""
"1","3","","","62055","","idle_normal","0.2","131411","5152062",""
"1","3","","","62056","","idle_normal","0.2","131311","5152062",""
"1","3","","","62057","","idle_normal","0.2","131511","5152062",""
"0","21","","0","62058","","vo_rag_2004","","vo_rag","5152062",""
"8","11","0","1","62059","0","那就開始囉。\n來，一二一二。\n手再高一點！","0","107111","5152062","2"
"0","93","","0","62060","","0","","1.1","5152062",""
"","25","","","62061","","bgm_MC175A","","bgm_MC175A","5152062",""
"","32","","","62062","","1","","2","5152062",""
"0","3","1","clapping_loop","62063","0","clapping_in","0.2","107111","5152062",""
"0","3","","","62064","","idol_before_dance","0.2","131911","5152062",""
"0","3","","","62065","","idol_before_dance","0.2","107511","5152062",""
"0","3","","","62066","","idol_before_dance","0.2","107611","5152062",""
"0","3","","","62067","","idol_before_dance","0.2","107811","5152062",""
"0","3","","","62068","","idol_before_dance","0.2","131411","5152062",""
"0","3","","","62069","","idol_before_dance","0.2","131311","5152062",""
"0","3","","","62070","","idol_before_dance","0.2","131511","5152062",""
"","91","","","62071","","","","0","5152062",""
"","32","","","62072","","1","","12","5152062",""
"1","3","","","62073","","idol_danceF","0.2","131911","5152062",""
"1","3","","","62074","","idol_danceF","0.2","107511","5152062",""
"1","3","","","62075","","idol_danceF","0.2","107611","5152062",""
"1","3","","","62076","","idol_danceF","0.2","107811","5152062",""
"0","3","1","idol_danceB_loop","62077","0","idol_danceB_in","0.2","131411","5152062",""
"0","3","1","idol_danceB_loop","62078","0","idol_danceB_in","0.2","131311","5152062",""
"0","3","1","idol_danceB_loop","62079","0","idol_danceB_in","0.2","131511","5152062",""
"1","3","","","62080","","idol_danceF","0.2","12","5152062",""
"1","3","","","62081","","idol_danceF","0.2","13","5152062",""
"1","3","","","62082","","idol_danceF","0.2","11","5152062",""
"1","3","","","62083","","idol_danceF","0.2","14","5152062",""
"1","3","","","62084","","idol_danceB_loop","0.2","15","5152062",""
"1","3","","","62085","","idol_danceB_loop","0.2","16","5152062",""
"1","3","","","62086","","idol_danceB_loop","0.2","17","5152062",""
"0","93","","0","62087","","0","","2.8","5152062",""
"0","93","","0","62088","","0","","0.1","5152062",""
"0","3","1","pointing_loop_anger","62089","0","pointing_in_anger","0.2","107111","5152062",""
"0","93","","0","62090","","0","","0.5","5152062",""
"0","21","","0","62091","","vo_rag_2005","","vo_rag","5152062",""
"0","3","","","62092","","0204_in","0","2","5152062",""
"","93","","","62093","","0","","2.5","5152062",""
"0","3","","","62094","","0204_out","0","2","5152062",""
"","93","","","62095","","0","","0.2","5152062",""
"1","3","","","62096","","angry_loop","0.2","107111","5152062",""
"0","21","","0","62097","","vo_rag_2006","","vo_rag","5152062",""
"0","3","","","62098","","0205_in","0","2","5152062",""
"","93","","","62099","","0","","2.2","5152062",""
"0","3","","","62100","","0205_out","0","2","5152062",""
"","93","","","62101","","0","","0.3","5152062",""
"0","3","1","clapping_loop_talk2","62102","0","clapping_in_talk2","0.2","107111","5152062",""
"","93","","","62103","","0","","2.1","5152062",""
"","37","","","62104","","out","","12","5152062",""
"0","3","1","idol_poseF_loop","62105","0","idol_poseF_in","0.1","131911","5152062",""
"0","3","1","idol_poseF_loop","62106","0","idol_poseF_in","0.1","107511","5152062",""
"0","3","1","idol_poseF_loop","62107","0","idol_poseF_in","0.1","107611","5152062",""
"0","3","1","idol_poseF_loop","62108","0","idol_poseF_in","0.1","107811","5152062",""
"0","3","1","idol_poseB_loop","62109","0","idol_poseB_in","0.1","131411","5152062",""
"0","3","1","idol_poseB_loop","62110","0","idol_poseB_in","0.1","131311","5152062",""
"0","3","1","idol_poseB_loop","62111","0","idol_poseB_in","0.1","131511","5152062",""
"1","3","","","62112","","empty","0.2","12","5152062",""
"1","3","","","62113","","empty","0.2","13","5152062",""
"1","3","","","62114","","empty","0.2","11","5152062",""
"1","3","","","62115","","empty","0.2","14","5152062",""
"1","3","","","62116","","empty","0.2","15","5152062",""
"1","3","","","62117","","empty","0.2","16","5152062",""
"1","3","","","62118","","empty","0.2","17","5152062",""
"-206","2","11","0.7","62119","","93","","107611","5152062",""
"-235","2","11","0.7","62120","","-13","","131911","5152062",""
"-248","2","11","0.7","62121","","-152","","107511","5152062",""
"-243","2","11","0.7","62122","","-277","","107811","5152062",""
"-151","2","11","0.7","62123","","8","","131411","5152062",""
"-154","2","11","0.7","62124","","-102","","131311","5152062",""
"-167","2","11","0.7","62125","","-222","","131511","5152062",""
"","93","","","62126","","0","","1.6","5152062",""
"","37","","","62127","","finish","","2","5152062",""
"0","23","","","62128","","se_10058300_idle_finish","","se_10058300","5152062",""
"0.5","27","0","0.5","62129","1","bgm_MC173B","0","bgm_MC173B","5152062",""
"","93","","","62130","","0","","0","5152062",""
"0","3","","","62131","","clapping_end","0.1","107111","5152062",""
"","93","","","62132","","0","","2","5152062",""
"0","3","1","armcrossed_talk","62133","0","armcrossed_in","0.2","107111","5152062",""
"0","21","","0","62134","","vo_rag_2007","","vo_rag","5152062",""
"7","11","1","1","62135","35","就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","0","107111","5152062","0"
"0","91","","0","62136","","","","0","5152062",""
"1","3","","","62137","","armcrossed_idle","0.2","107111","5152062",""
"0","3","1","pack_talk","62138","0","pack_in","0","5","5152062",""
"0","23","","","62139","","se_10058300_pack_appear","","se_10058300","5152062",""
"0","3","1","idol_poseF_end_emilia_loop","62140","0","idol_poseF_end_emilia_in","0.2","131911","5152062",""
"","93","","","62141","","0","","1","5152062",""
"0","21","","0","62142","","vo_rag_2008","","vo_rag","5152062",""
"7","11","1","1","62143","24","我說，莉雅，\n這個算是廣播體操嗎？","5","5","5152062","0"
"0","91","","0","62144","","","","0","5152062",""
"","22","","","62145","","0","","0","5152062",""
"1","3","","","62146","","idol_poseF_end_emilia_loop_nervous","0.2","131911","5152062",""
"0","3","1","idol_poseF_end_emilia_loop","62147","0","idol_poseF_end_emilia_nervous_in","0","1","5152062",""
"1","3","","","62148","","pack_idle","0.2","5","5152062",""
"1","3","","","62149","","chris_laugh","0.2","107111","5152062",""
"0","23","","","62150","","se_10058300_emotion_idol","","se_10058300","5152062",""
"2","12","0","0","62151","5","5","5","5","5152062","0"
"2","12","0","0","62152","0","10","0","107111","5152062","0"
"","93","","","62153","","0","","2.5","5152062",""
"","101","","","62154","","","","62155","5152062",""
"","25","","","62155","","bgm_MC173B","","bgm_MC173B","5152062",""
"","22","","","62156","","0","","0","5152062",""
"109","1","-215","124","63001","1","131711","1.8","1","5152063","ames_sit_idle"
"108","1","-215","-119","63002","0","132011","1.8","1","5152063","echidna_sit_thinking_idle"
"109","5","-215","-119","63003","0","1","1.8","1","5152063","empty"
"","13","","","63004","","209","","131711","5152063",""
"","13","","","63005","","208","","132011","5152063",""
"0","31","1.16","0","63006","","1","1","1","5152063",""
"0","31","1","0","63007","","10","1","10","5152063",""
"0","31","1","0","63008","","5","0","5","5152063",""
"0","31","1","0","63009","","3","1","3","5152063",""
"","91","","","63010","","0","","0","5152063",""
"","37","","","63011","","telop_3","","3","5152063",""
"0","102","","","63012","","0","","0","5152063",""
"","93","","","63013","","0","","1","5152063",""
"1","3","","","63014","","echidna_sit_thinking_talk","0.2","132011","5152063",""
"0","21","","0","63015","","vo_rag_5001","","vo_rag","5152063",""
"7","11","1","1","63016","50","在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","-20","132011","5152063","0"
"0","91","","0","63017","","","","0","5152063",""
"1","3","","","63018","","echidna_sit_talk","0.2","132011","5152063",""
"0","21","","0","63019","","vo_rag_5002","","vo_rag","5152063",""
"8","11","1","1","63020","50","妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","-20","132011","5152063","0"
"0","91","","0","63021","","","","0","5152063",""
"1","3","","","63022","","echidna_sit_idle","0.2","132011","5152063",""
"0","3","1","ames_yareyare_talk","63023","0","ames_yareyare_in","0.2","131711","5152063",""
"0","21","","0","63024","","vo_rag_5003","","vo_rag","5152063",""
"6","11","1","1","63025","50","居然提出這麼麻煩的要求。","20","131711","5152063","0"
"0","91","","0","63026","","","","0","5152063",""
"1","3","","","63027","","ames_sit_talk","0.2","131711","5152063",""
"0","21","","0","63028","","vo_rag_5004","","vo_rag","5152063",""
"7","11","1","1","63029","50","雖然其中好像有很多誤解，\n不過就算了。","20","131711","5152063","0"
"0","91","","0","63030","","","","0","5152063",""
"0","21","","0","63031","","vo_rag_5005","","vo_rag","5152063",""
"7","11","1","1","63032","50","那麼，\n妳試著跟我做一樣的動作。","20","131711","5152063","0"
"0","91","","0","63033","","","","0","5152063",""
"0","3","1","idle_normal","63034","0","ames_sit_out","0.2","131711","5152063",""
"","93","","","63035","","0","","0.1","5152063",""
"0","3","1","idle_normal","63036","0","echidna_sit_out","0.2","132011","5152063",""
"","37","","","63037","","out","","10","5152063",""
"","93","","","63038","","0","","1","5152063",""
"0","91","","0","63039","","","","0","5152063",""
"","25","","","63040","","bgm_MC175A","","bgm_MC175A","5152063",""
"","32","","","63041","","1","","5","5152063",""
"1","3","","","63042","","isekai_dance","0.2","131711","5152063",""
"","93","","","63043","","0","","0.1","5152063",""
"1","3","","","63044","","isekai_dance","0.2","132011","5152063",""
"0","21","","0","63045","","vo_rag_5006","","vo_rag","5152063",""
"7","11","0","1","63046","0","來，一二一二、\n踏步踏步……","0","131711","5152063","1.7"
"","93","","","63047","","0","","7","5152063",""
"0","91","","0","63048","","","","0","5152063",""
"0","21","","0","63049","","vo_rag_5007","","vo_rag","5152063",""
"9","11","1","1","63050","0","一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","0","132011","5152063","0"
"","93","","","63051","","0","","3.4","5152063",""
"0.5","27","0","0.5","63052","1","bgm_MC173B","0","bgm_MC173B","5152063",""
"","37","","","63053","","out","","5","5152063",""
"0","3","1","tired_talk","63054","0","tired_in","0","1","5152063",""
"0","3","1","echidna_tired_talk","63055","0","echidna_tired_in","0","132011","5152063",""
"0","23","","","63056","","se_10058300_isekai_breath","","se_10058300","5152063",""
"","93","","","63057","","0","","7.6","5152063",""
"0","91","","0","63058","","","","63050","5152063",""
"1","3","","","63059","","tired_idle","0.2","1","5152063",""
"1","3","","","63060","","echidna_tired_idle","0.2","132011","5152063",""
"0","3","1","shock_talk","63061","0","shock_in","0","131711","5152063",""
"0","21","","0","63062","","vo_rag_5008","","vo_rag","5152063",""
"7","11","1","1","63063","0","騙人的吧！才只做了\n一點點而已耶！","0","131711","5152063","0"
"0","91","","0","63064","","","","0","5152063",""
