c58a21a66dabb3c73503a3b91b8a5f6752f0e8fb6937b3ce9f61fb6a98e618bd,b111a2ed13889d394c6b7b10f712e8e33c7ed6d05ea0887da116249f98c3ce35,3c31550b54e10e5cf0619f2a3a1c5edc29b96e66d2a4d4c310d4fe06b49b1d77,b4fb2b1e38478cf9e01205e91295b8bdec3171a82b6d7a9424cf7a1b180c3ca8,e248c2972f34a811abccefb929aa3ecd723d4d7d087ae7b5cbe3819776a51771,14f0ec83a0c6e227fea22c8c8e2309cd54e8ed35479b6e42ea8fca067b633072,f640f6a699305b855721867d01f2db1f5d9a987accda22c1f74f061ce871b616,395b4131cbfa746b84db0b5ec3c488660ae27e65606ea0e0c9b2b6edabc32fba,5f62370c7e1913b164712fb61234b5cf796184154e6d1b901e711ed3cf51b47f,fc3d7327d91039c0f2457ce8dd785a3f4ec6b0689f4e7066c6cf0397598ff820,d12019fe5cbb638c06343472067b23c8651b1accd4f355baf453e612f73de63e,e5b085c9b750b357c4f8a1a95f3fb19d4d84dd6e88019b359f7d4926398d46d4,71eae5106f038ea79b97fb5b48e4c86239be03a25744c9c55bf0b23eca334e4a,b218ddebf18e562c354de3e15290781d4e3ee9623e545d5149e986d9425d2122,14dd3a45021134e374e993eb2cc8e9a27dd04aa747820dff162c4e9b07270466
"610049401","99001030","9001","0","2030/04/01 14:59:59","601","1","1004913","10049","6011","2020/02/04 16:00:00","打倒 1 隻幻影男爵（SPECIAL限定）","1","99001030","0"
"660019101","99001031","9001","0","2030/04/01 14:59:59","601","1","1005110","20019","6006","2020/03/02 16:00:00","打倒 1 隻似龍生物（NORMAL限定）","1","99001031","0"
"660019201","99001032","9001","0","2030/04/01 14:59:59","601","1","1005111","20019","6007","2020/03/02 16:00:00","打倒 1 隻似龍生物（HARD限定）","1","99001032","0"
"660019301","99001033","9001","0","2030/04/01 14:59:59","601","1","1005112","20019","6010","2020/03/02 16:00:00","打倒 1 隻似龍生物（VERY HARD限定）","1","99001033","0"
"610051401","99001034","9001","0","2030/04/01 14:59:59","601","1","1005113","10051","6011","2020/03/02 16:00:00","打倒 1 隻似龍生物（SPECIAL限定）","1","99001034","0"
"0","99001039","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2029/04/01 15:00:00","龍人們的接龍競賽累計分數超過300000分","1","99001039","0"
"0","99001040","0","0","2030/04/01 14:59:59","601","1","15","10021","6001","2029/04/01 15:00:00","龍人們的接龍競賽的字彙圖鑑收集240個字彙","1","99001040","0"
"0","99001041","0","0","2030/04/01 14:59:59","601","1","15","10021","6001","2029/04/01 15:00:00","龍人們的接龍競賽的字彙圖鑑收集480個字彙","1","99001041","0"
"660020101","99001042","9001","0","2030/04/01 14:59:59","601","1","1005510","20020","6006","2020/04/01 16:00:00","打倒 1 隻復仇者馴鹿（NORMAL限定）","1","99001042","0"
"660020201","99001043","9001","0","2030/04/01 14:59:59","601","1","1005511","20020","6007","2020/04/01 16:00:00","打倒 1 隻復仇者馴鹿（HARD限定）","1","99001043","0"
"660020301","99001044","9001","0","2030/04/01 14:59:59","601","1","1005512","20020","6010","2020/04/01 16:00:00","打倒 1 隻復仇者馴鹿（VERY HARD限定）","1","99001044","0"
"610055401","99001045","9001","0","2030/04/01 14:59:59","601","1","1005513","10055","6011","2020/04/01 16:00:00","打倒 1 隻復仇者馴鹿（SPECIAL限定）","1","99001045","0"
"660021101","99001046","9001","0","2030/04/01 14:59:59","601","1","1005710","20021","6006","2020/05/05 16:00:00","打倒 1 隻山神大人（NORMAL限定）","1","99001046","0"
"660021201","99001047","9001","0","2030/04/01 14:59:59","601","1","1005711","20021","6007","2020/05/05 16:00:00","打倒 1 隻山神大人（HARD限定）","1","99001047","0"
"660021301","99001048","9001","0","2030/04/01 14:59:59","601","1","1005712","20021","6010","2020/05/05 16:00:00","打倒 1 隻山神大人（VERY HARD限定）","1","99001048","0"
"610057401","99001049","9001","0","2030/04/01 14:59:59","601","1","1005713","10057","6011","2020/05/05 16:00:00","打倒 1 隻山神大人（SPECIAL限定）","1","99001049","0"
"660022101","99001051","9001","0","2030/04/01 14:59:59","601","1","1006010","20022","6006","2020/06/03 16:00:00","打倒 1 隻反逆獸（NORMAL限定）","1","99001051","0"
"660022201","99001052","9001","0","2030/04/01 14:59:59","601","1","1006011","20022","6007","2020/06/03 16:00:00","打倒 1 隻反逆獸（HARD限定）","1","99001052","0"
"660022301","99001053","9001","0","2030/04/01 14:59:59","601","1","1006012","20022","6010","2020/06/03 16:00:00","打倒 1 隻反逆獸（VERY HARD限定）","1","99001053","0"
"610060401","99001054","9001","0","2030/04/01 14:59:59","601","1","1006013","10060","6011","2020/06/03 16:00:00","打倒 1 隻反逆獸（SPECIAL限定）","1","99001054","0"
"610062101","99001055","9001","0","2030/04/01 14:59:59","601","1","1006210","10062","6006","2020/09/30 16:00:00","打倒 1 隻喧囂獨角兔（NORMAL限定）","1","99001055","0"
"610062201","99001056","9001","0","2030/04/01 14:59:59","601","1","1006211","10062","6007","2020/09/30 16:00:00","打倒 1 隻喧囂獨角兔（HARD限定）","1","99001056","0"
"610062301","99001057","9001","0","2030/04/01 14:59:59","601","1","1006212","10062","6010","2020/09/30 16:00:00","打倒 1 隻喧囂獨角兔（VERY HARD限定）","1","99001057","0"
"610062401","99001058","9001","0","2030/04/01 14:59:59","601","1","1006213","10062","6011","2020/09/30 16:00:00","打倒 1 隻喧囂獨角兔（SPECIAL限定）","1","99001058","0"
"610063101","99001059","9001","0","2030/04/01 14:59:59","601","1","1006310","10063","6006","2020/10/12 16:00:00","打倒 1 隻糾結的盆栽小花（NORMAL限定）","1","99001059","0"
"610063201","99001060","9001","0","2030/04/01 14:59:59","601","1","1006311","10063","6007","2020/10/12 16:00:00","打倒 1 隻糾結的盆栽小花（HARD限定）","1","99001060","0"
"610063301","99001061","9001","0","2030/04/01 14:59:59","601","1","1006312","10063","6010","2020/10/12 16:00:00","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","1","99001061","0"
"610063401","99001062","9001","0","2030/04/01 14:59:59","601","1","1006313","10063","6011","2020/10/12 16:00:00","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","1","99001062","0"
"660023101","99001063","9001","0","2030/04/01 14:59:59","601","1","1006510","20023","6006","2020/07/02 16:00:00","打倒 1 隻好朋友X（NORMAL限定）","1","99001063","0"
"660023201","99001064","9001","0","2030/04/01 14:59:59","601","1","1006511","20023","6007","2020/07/02 16:00:00","打倒 1 隻好朋友X（HARD限定）","1","99001064","0"
"660023301","99001065","9001","0","2030/04/01 14:59:59","601","1","1006512","20023","6010","2020/07/02 16:00:00","打倒 1 隻好朋友X（VERY HARD限定）","1","99001065","0"
"610065401","99001066","9001","0","2030/04/01 14:59:59","601","1","1006513","10065","6011","2020/07/02 16:00:00","打倒 1 隻好朋友X（SPECIAL限定）","1","99001066","0"
"660024101","99001067","9001","0","2030/04/01 14:59:59","601","1","1006710","20024","6006","2020/08/03 16:00:00","打倒 1 隻忍者首領半藏（NORMAL限定）","1","99001067","0"
"660024201","99001068","9001","0","2030/04/01 14:59:59","601","1","1006711","20024","6007","2020/08/03 16:00:00","打倒 1 隻忍者首領半藏（HARD限定）","1","99001068","0"
"660024301","99001069","9001","0","2030/04/01 14:59:59","601","1","1006712","20024","6010","2020/08/03 16:00:00","打倒 1 隻忍者首領半藏（VERY HARD限定）","1","99001069","0"
"610067401","99001070","9001","0","2030/04/01 14:59:59","601","1","1006713","10067","6011","2020/08/03 16:00:00","打倒 1 隻忍者首領半藏（SPECIAL限定）","1","99001070","0"
"0","99001071","0","0","2030/04/01 14:59:59","601","1","14","10040","6001","2029/04/01 15:00:00","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","1","99001071","0"
"0","99001072","0","0","2030/04/01 14:59:59","601","1","14","10040","6001","2029/04/01 15:00:00","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","1","99001072","0"
"0","99001073","0","0","2030/04/01 14:59:59","601","1","15","10040","6001","2029/04/01 15:00:00","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","1","99001073","0"
"660025101","99001074","9001","0","2030/04/01 14:59:59","601","1","1006910","20025","6006","2020/09/04 16:00:00","打倒 1 隻賈巴沃克（NORMAL限定）","1","99001074","0"
"660025201","99001075","9001","0","2030/04/01 14:59:59","601","1","1006911","20025","6007","2020/09/04 16:00:00","打倒 1 隻賈巴沃克（HARD限定）","1","99001075","0"
"660025301","99001076","9001","0","2030/04/01 14:59:59","601","1","1006912","20025","6010","2020/09/04 16:00:00","打倒 1 隻賈巴沃克（VERY HARD限定）","1","99001076","0"
"610069401","99001077","9001","0","2030/04/01 14:59:59","601","1","1006913","10069","6011","2020/09/04 16:00:00","打倒 1 隻賈巴沃克（SPECIAL限定）","1","99001077","0"
"660026101","99001078","9001","0","2030/04/01 14:59:59","601","1","1007110","20026","6006","2020/11/02 16:00:00","打倒 1 隻覺醒‧花心星（NORMAL限定）","1","99001078","0"
"660026201","99001079","9001","0","2030/04/01 14:59:59","601","1","1007111","20026","6007","2020/11/02 16:00:00","打倒 1 隻覺醒‧花心星（HARD限定）","1","99001079","0"
"660026301","99001080","9001","0","2030/04/01 14:59:59","601","1","1007112","20026","6010","2020/11/02 16:00:00","打倒 1 隻覺醒‧花心星（VERY HARD限定）","1","99001080","0"
"610071401","99001081","9001","0","2030/04/01 14:59:59","601","1","1007113","10071","6011","2020/11/02 16:00:00","打倒 1 隻覺醒‧花心星（SPECIAL限定）","1","99001081","0"
"660027101","99001082","9001","0","2030/04/01 14:59:59","601","1","1007310","20027","6006","2020/12/04 16:00:00","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","1","99001082","0"
"660027201","99001083","9001","0","2030/04/01 14:59:59","601","1","1007311","20027","6007","2020/12/04 16:00:00","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","1","99001083","0"
"660027301","99001084","9001","0","2030/04/01 14:59:59","601","1","1007312","20027","6010","2020/12/04 16:00:00","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","1","99001084","0"
"610073401","99001085","9001","0","2030/04/01 14:59:59","601","1","1007313","10073","6011","2020/12/04 16:00:00","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","1","99001085","0"
"0","99001086","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2020/12/04 16:00:00","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","1","99001086","0"
"0","99001087","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2020/12/04 16:00:00","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","1","99001087","0"
"0","99001088","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2020/12/04 16:00:00","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","1","99001088","0"
"0","99001089","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2020/12/04 16:00:00","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","1","99001089","0"
"0","99001090","0","0","2030/04/01 14:59:59","601","1","14","10021","6001","2020/12/04 16:00:00","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","1","99001090","0"
"660028101","99001091","9001","0","2030/04/01 14:59:59","601","1","1007510","20028","6006","2020/12/31 16:00:00","打倒 1 隻失控的純潔之弓（NORMAL限定）","1","99001091","0"
"660028201","99001092","9001","0","2030/04/01 14:59:59","601","1","1007511","20028","6007","2020/12/31 16:00:00","打倒 1 隻失控的純潔之弓（HARD限定）","1","99001092","0"
"660028301","99001093","9001","0","2030/04/01 14:59:59","601","1","1007512","20028","6010","2020/12/31 16:00:00","打倒 1 隻失控的純潔之弓（VERY HARD限定）","1","99001093","0"
"610075401","99001094","9001","0","2030/04/01 14:59:59","601","1","1007513","10075","6011","2020/12/31 16:00:00","打倒 1 隻失控的純潔之弓（SPECIAL限定）","1","99001094","0"
"660029101","99001095","9001","0","2030/04/01 14:59:59","601","1","1007710","20029","6006","2021/02/01 16:00:00","打倒1隻驚叫鬼魂教父（NORMAL限定）","1","99001095","0"
"660029201","99001096","9001","0","2030/04/01 14:59:59","601","1","1007711","20029","6007","2021/02/01 16:00:00","打倒1隻驚叫鬼魂教父（HARD限定）","1","99001096","0"
"660029301","99001097","9001","0","2030/04/01 14:59:59","601","1","1007712","20029","6010","2021/02/01 16:00:00","打倒1隻驚叫鬼魂教父（VERY HARD限定）","1","99001097","0"
"610077401","99001098","9001","0","2030/04/01 14:59:59","601","1","1007713","10077","6011","2021/02/01 16:00:00","打倒1隻驚叫鬼魂教父（SPECIAL限定）","1","99001098","0"
"660030101","99001099","9001","0","2030/04/01 14:59:59","601","1","1007910","20030","6006","2021/03/02 16:00:00","打倒1隻反逆獸 de M（NORMAL限定）","1","99001099","0"
"660030201","99001100","9001","0","2030/04/01 14:59:59","601","1","1007911","20030","6007","2021/03/02 16:00:00","打倒1隻反逆獸 de M（HARD限定）","1","99001100","0"
"660030301","99001101","9001","0","2030/04/01 14:59:59","601","1","1007912","20030","6010","2021/03/02 16:00:00","打倒1隻反逆獸 de M（VERY HARD限定）","1","99001101","0"
"610079401","99001102","9001","0","2030/04/01 14:59:59","601","1","1007913","10079","6011","2021/03/02 16:00:00","打倒1隻反逆獸 de M（SPECIAL限定）","1","99001102","0"
"660031101","99001103","9001","0","2030/04/01 14:59:59","601","1","1008110","20031","6006","2021/04/01 16:00:00","打倒1隻被操控的雪人（NORMAL限定）","1","99001103","0"
"660031201","99001104","9001","0","2030/04/01 14:59:59","601","1","1008111","20031","6007","2021/04/01 16:00:00","打倒1隻被操控的雪人（HARD限定）","1","99001104","0"
"660031301","99001105","9001","0","2030/04/01 14:59:59","601","1","1008112","20031","6010","2021/04/01 16:00:00","打倒1隻被操控的雪人（VERY HARD限定）","1","99001105","0"
"610081401","99001106","9001","0","2030/04/01 14:59:59","601","1","1008113","10081","6011","2021/04/01 16:00:00","打倒1隻被操控的雪人（SPECIAL限定）","1","99001106","0"
"660032101","99001107","9001","0","2030/04/01 14:59:59","601","1","1008310","20032","6006","2021/05/04 16:00:00","打倒 1 隻究極金槍鮪（NORMAL限定）","1","99001107","0"
"660032201","99001108","9001","0","2030/04/01 14:59:59","601","1","1008311","20032","6007","2021/05/04 16:00:00","打倒 1 隻究極金槍鮪（HARD限定）","1","99001108","0"
"660032301","99001109","9001","0","2030/04/01 14:59:59","601","1","1008312","20032","6010","2021/05/04 16:00:00","打倒 1 隻究極金槍鮪（VERY HARD限定）","1","99001109","0"
"610083401","99001110","9001","0","2030/04/01 14:59:59","601","1","1008313","10083","6011","2021/05/04 16:00:00","打倒 1 隻究極金槍鮪（SPECIAL限定）","1","99001110","0"
"660033101","99001111","9001","0","2030/04/01 14:59:59","601","1","1008610","20033","6006","2021/06/02 16:00:00","打倒 1 隻角鹿將軍（NORMAL限定）","1","99001111","0"
"660033201","99001112","9001","0","2030/04/01 14:59:59","601","1","1008611","20033","6007","2021/06/02 16:00:00","打倒 1 隻角鹿將軍（HARD限定）","1","99001112","0"
"660033301","99001113","9001","0","2030/04/01 14:59:59","601","1","1008612","20033","6010","2021/06/02 16:00:00","打倒 1 隻角鹿將軍（VERY HARD限定）","1","99001113","0"
"610086401","99001114","9001","0","2030/04/01 14:59:59","601","1","1008613","10086","6011","2021/06/02 16:00:00","打倒 1 隻角鹿將軍（SPECIAL限定）","1","99001114","0"
"660034101","99001115","9001","0","2030/04/01 14:59:59","601","1","1008710","20034","6006","2021/06/12 16:00:00","打倒 1 隻黑風之精靈（NORMAL限定）","1","99001115","0"
"660034201","99001116","9001","0","2030/04/01 14:59:59","601","1","1008711","20034","6007","2021/06/12 16:00:00","打倒 1 隻黑風之精靈（HARD限定）","1","99001116","0"
"660034301","99001117","9001","0","2030/04/01 14:59:59","601","1","1008712","20034","6010","2021/06/12 16:00:00","打倒 1 隻黑風之精靈（VERY HARD限定）","1","99001117","0"
"610087401","99001118","9001","0","2030/04/01 14:59:59","601","1","1008713","10087","6011","2021/06/12 16:00:00","打倒 1 隻黑風之精靈（SPECIAL限定）","1","99001118","0"
"660035101","99001119","9001","0","2030/04/01 14:59:59","601","1","1008910","20035","6006","2021/07/05 16:00:00","打倒 1 隻魔物的公主（NORMAL限定）","1","99001119","0"
"660035201","99001120","9001","0","2030/04/01 14:59:59","601","1","1008911","20035","6007","2021/07/05 16:00:00","打倒 1 隻魔物的公主（HARD限定）","1","99001120","0"
"660035301","99001121","9001","0","2030/04/01 14:59:59","601","1","1008912","20035","6010","2021/07/05 16:00:00","打倒 1 隻魔物的公主（VERY HARD限定）","1","99001121","0"
"610089401","99001122","9001","0","2030/04/01 14:59:59","601","1","1008913","10089","6011","2021/07/05 16:00:00","打倒 1 隻魔物的公主（SPECIAL限定）","1","99001122","0"
"660036101","99001123","9001","0","2030/04/01 14:59:59","601","1","1009110","20036","6006","2021/08/02 16:00:00","打倒 1 隻無名的藝術（NORMAL限定）","1","99001123","0"
"660036201","99001124","9001","0","2030/04/01 14:59:59","601","1","1009111","20036","6007","2021/08/02 16:00:00","打倒 1 隻無名的藝術（HARD限定）","1","99001124","0"
"660036301","99001125","9001","0","2030/04/01 14:59:59","601","1","1009112","20036","6010","2021/08/02 16:00:00","打倒 1 隻無名的藝術（VERY HARD限定）","1","99001125","0"
"610091401","99001126","9001","0","2030/04/01 14:59:59","601","1","1009113","10091","6011","2021/08/02 16:00:00","打倒 1 隻無名的藝術（SPECIAL限定）","1","99001126","0"
"660037101","99001127","9001","0","2030/04/01 14:59:59","601","1","1009310","20037","6006","2021/09/01 16:00:00","打倒1隻爆裂‧時間儀（NORMAL限定）","1","99001127","0"
"660037201","99001128","9001","0","2030/04/01 14:59:59","601","1","1009311","20037","6007","2021/09/01 16:00:00","打倒1隻爆裂‧時間儀（HARD限定）","1","99001128","0"
"660037301","99001129","9001","0","2030/04/01 14:59:59","601","1","1009312","20037","6010","2021/09/01 16:00:00","打倒1隻爆裂‧時間儀（VERY HARD限定）","1","99001129","0"
"610093401","99001130","9001","0","2030/04/01 14:59:59","601","1","1009313","10093","6011","2021/09/01 16:00:00","打倒1隻爆裂‧時間儀（SPECIAL限定）","1","99001130","0"
"0","99001131","0","0","2030/04/01 14:59:59","601","1","15","10066","6001","2029/09/01 16:00:00","龍人們的接龍競賽的字彙圖鑑收集728個字彙","1","99001131","0"
"660038101","99001132","9001","0","2030/04/01 14:59:59","601","1","1009510","20038","6006","2021/10/01 16:00:00","打倒 1 隻究極機械玩具王（NORMAL限定）","1","99001132","0"
"660038201","99001133","9001","0","2030/04/01 14:59:59","601","1","1009511","20038","6007","2021/10/01 16:00:00","打倒 1 隻究極機械玩具王（HARD限定）","1","99001133","0"
"660038301","99001134","9001","0","2030/04/01 14:59:59","601","1","1009512","20038","6010","2021/10/01 16:00:00","打倒 1 隻究極機械玩具王（VERY HARD限定）","1","99001134","0"
"610095401","99001135","9001","0","2030/04/01 14:59:59","601","1","1009513","10095","6011","2021/10/01 16:00:00","打倒 1 隻究極機械玩具王（SPECIAL限定）","1","99001135","0"
"660039101","99001136","9001","0","2030/04/01 14:59:59","601","1","1009710","20039","6006","2021/11/01 16:00:00","完成1次擅長的作業","1","99001136","0"
"660039201","99001137","9001","0","2030/04/01 14:59:59","601","1","1009711","20039","6007","2021/11/01 16:00:00","完成1次有些棘手的作業","1","99001137","0"
"660039301","99001138","9001","0","2030/04/01 14:59:59","601","1","1009712","20039","6010","2021/11/01 16:00:00","完成1次非常棘手的作業","1","99001138","0"
"610097401","99001139","9001","0","2030/04/01 14:59:59","601","1","1009713","10097","6011","2021/11/01 16:00:00","完成1次留到暑假最後一天的作業","1","99001139","0"
"0","99001140","0","0","2030/04/01 14:59:59","601","1","15","10097","6001","2029/04/01 16:00:00","閱覽所有暑假圖畫日記","1","99001140","0"
"660040101","99001142","9001","0","2030/04/01 14:59:59","601","1","1009910","20040","6006","2021/12/02 16:00:00","打倒1隻女王歌唱水母（NORMAL限定）","1","99001142","0"
"660040201","99001143","9001","0","2030/04/01 14:59:59","601","1","1009911","20040","6007","2021/12/02 16:00:00","打倒1隻女王歌唱水母（HARD限定）","1","99001143","0"
"660040301","99001144","9001","0","2030/04/01 14:59:59","601","1","1009912","20040","6010","2021/12/02 16:00:00","打倒1隻女王歌唱水母（VERY HARD限定）","1","99001144","0"
"610099401","99001145","9001","0","2030/04/01 14:59:59","601","1","1009913","10099","6011","2021/12/02 16:00:00","打倒1隻女王歌唱水母（SPECIAL限定）","1","99001145","0"
"0","99001146","0","0","2030/04/01 14:59:59","601","1","14","10072","6001","2029/04/01 15:00:00","在周邊區獲得所有周邊的50%","1","99001146","0"
"0","99001147","0","0","2030/04/01 14:59:59","601","1","14","10072","6001","2029/04/01 15:00:00","在周邊區獲得所有種類的周邊","1","99001147","0"
"660041101","99001148","9001","0","2030/04/01 14:59:59","601","1","1010110","20041","6006","2022/01/03 16:00:00","打倒1隻基古魯博士（NORMAL限定）","1","99001148","0"
"660041201","99001149","9001","0","2030/04/01 14:59:59","601","1","1010111","20041","6007","2022/01/03 16:00:00","打倒1隻基古魯博士（HARD限定）","1","99001149","0"
"660041301","99001150","9001","0","2030/04/01 14:59:59","601","1","1010112","20041","6010","2022/01/03 16:00:00","打倒1隻基古魯博士（VERY HARD限定）","1","99001150","0"
"610101401","99001151","9001","0","2030/04/01 14:59:59","601","1","1010113","10101","6011","2022/01/03 16:00:00","打倒1隻基古魯博士（SPECIAL限定）","1","99001151","0"
"660042101","99001152","9001","0","2030/04/01 14:59:59","601","1","1010310","20042","6006","2022/02/01 16:00:00","打倒1隻哀暴小棉花糖（NORMAL限定）","1","99001152","0"
"660042201","99001153","9001","0","2030/04/01 14:59:59","601","1","1010311","20042","6007","2022/02/01 16:00:00","打倒1隻哀暴小棉花糖（HARD限定）","1","99001153","0"
"660042301","99001154","9001","0","2030/04/01 14:59:59","601","1","1010312","20042","6010","2022/02/01 16:00:00","打倒1隻哀暴小棉花糖（VERY HARD限定）","1","99001154","0"
