8974dafe52e9486abcc7f7dd32035e05cc2fc82b44fd50e96d9c51ccb33d2283,c863443a305dd3506a01c619fd1338532ec976a562df92788128907f1af94e70,cf8ae1e79efa9246a91ea1cc7dce1f8cd18ffa921388b3ac428d75315fb9b0d8,eb8c70d123920ee49c136c3c0de658836c36f58a31e24f7d480b3de3d00c1121,24d8009c20d716551511c5453127951e088350ab4b70f42bc12a40175c8af721,75429d02403a300d8299fbf54909d325c9b1c791bb2083f62ce9a97a91c42ca9,faa818775b9f24ab64f233d60de32fbed8b780732d8e06cb4af89f815f8cab22,88990d54ca0550c2f53e1083417ce90a0e3c086eb39d04e1ea4a23d6136c6c28,17b0b470428a370cda448562a760232aabe610c4b664d90457976535591ec44c,1e43ffc49c054fa58f2b1ab09a8e49211fb526a7506f036391b3ea00d5e1e820,db113112a65116d1e209cf78f15881e87dfd5cb4da53cbe9e950015c3b946382,a7a0ac8792416f4830191989b2828406e51e7b7de7d32b0aca83f36034f1b7c4,f1f3465a5b32ed50127a71b8e680e408eacaadc8bb059fb00781a18bbce913e2,692a841099d05b8d940c5a8144b777bdbd54c65165ad2800e55f1038e403aeaa,a2b4b47738d1cb3b993e63ff732b8fe4c86eff8ae83b4b191167bec81b74e86f,1d53f09058677e94c4476047912eaff14754dfb47987fe0799d3b9785c34956b,d9107f3c565cda409bd0e2c1484d93c8bcc8df2d9c3f0be146f982f3db64a28a,5df2bb253b1c84af31e7125b2b0280177f87b39893593068d3e933a7b56fba97,5d66e37c35be59da061c29f5fefd51d1bb1c901ce201bd8fcd48ec2d35662e6f,de2d35d3cbb50d7a9f2d7eaf00f84bda9e9340e4ce1b8ca2b811c96eef8fb3bb,233b80c095f55d202537a72174a59c31a6409bce7bf9349947c8e2cb0cf97fbf,802833cd09e111ae08e79bec6109adbee5988aab1df1a873b61ab854bee133d9,2aecf9303f6868341fe00640d15d3da2d8e7c7ab8750dea3cfe3012ec701f5b4,76e062959dfa4288a3a914dd51a43e16dd354bb467406fb2b9c7bd50ccf8c61f,1c56374bc477e4f19fd53bb227078729a3b7a9e1a295f0c83d137c0a3a07dd5c
"-250","0.8","17","0","0","-400","103123","360","bgm_MC008","0.8","-100","-100","0","0.8","5","1.4","770530201","Boss戰鬥格子","bgm_MC008","0","0.8","1","103121","0","50"
"0","0","-25","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.2","-18","0","770530301","Boss戰鬥格子","bgm_MC008","0","0","0.9","103121","0","0"
"0","0","0","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.35","0","0","770530401","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","0","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.05","-25","0","770530501","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","15","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.3","15","0","770530601","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"-250","0.8","17","0","0","-400","103123","360","bgm_MC008","0.8","-100","-100","0","0.8","5","1.4","770530701","Boss戰鬥格子","bgm_MC008","0","0.8","1","103121","0","50"
"0","0","-25","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.2","-18","0","770530801","Boss戰鬥格子","bgm_MC008","0","0","0.9","103121","0","0"
"0","0","0","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.35","0","0","770530901","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","0","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.05","-25","0","770531001","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","15","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.3","15","0","770531101","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"-250","0.8","17","0","0","-400","103123","360","bgm_MC008","0.8","-100","-100","0","0.8","5","1.4","770531201","Boss戰鬥格子","bgm_MC008","0","0.8","1","103121","0","50"
"0","0","-25","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.2","-18","0","770531301","Boss戰鬥格子","bgm_MC008","0","0","0.9","103121","0","0"
"0","0","0","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.35","0","0","770531401","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","0","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.05","-25","0","770531501","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","15","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.3","15","0","770531601","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"-250","0.8","17","0","0","-400","103123","360","bgm_MC008","0.8","-100","-100","0","0.8","5","1.4","770531701","Boss戰鬥格子","bgm_MC008","0","0.8","1","103121","0","50"
"0","0","-25","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.2","-18","0","770531801","Boss戰鬥格子","bgm_MC008","0","0","0.9","103121","0","0"
"0","0","0","0","0","0","103123","0","bgm_MC008","0","0","-100","0","1.35","0","0","770531901","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
"0","0","0","0","-20","0","103123","0","bgm_MC008","0","0","-100","0","1.05","-25","0","770532001","Boss戰鬥格子","bgm_MC008","0","0","1","103121","0","0"
