1174f161f7d006d2fb1858b662785d5c0c247ac46db456b6da83d29e4c9e74c1,95c78a95a77bc26a7a9ce72a8837a100a2339944dfea86a6c4f133e3ce3f9075,2bda15301ffadccdf3aaea0ae1c223c7a5c974358ca56730f21aa3de5845f53e,001da506256735615868c4d624e2f798abc6873a91ffec0aff02a67000968361,4069f431d4b16d53f6299d2ef4dac6268b27840d3c52cb7ce8e198f7afb5687c,c8ad824f1394acaeb4efcb71651cdd1920c4f3e6aaca3feb6f853c35970c51a9,229cb6c2237323d755a86daaf915f877d5f09f8ab63c0b08f8cadb7d26ad310d,bdd586681a95fc63fd7e12f0a86819488d96b3baa78d4823b38fd82ce8f2e3a5,95012503e026b9f34534ac5d310e07c4f33b4c70d5e3ee78080467d1829865e1,ec37a59c7f1edfaa2b7ac293cc68365508fc031e19d5b4ad269efd785374a786
"8","0","0","0","我的空虛心靈一定會裂成碎片，","6","0","1060017","1","17"
"0","0","2.5","0","","6","1","1060018","4","18"
"8","0","0","0","掉落滿地。\n","6","0","1060019","1","19"
"0","0","3.875","0","","6","1","1060020","4","20"
"0","vo_10011600_0605","0","vo_10011600","","6","0","1060021","2","21"
"8","0","0","0","「切嚕～」，","6","0","1060022","1","22"
"0","0","1.75","0","","6","1","1060023","4","23"
"8","0","0","0","那種問候語…","6","0","1060024","1","24"
"0","0","1.625","0","","6","1","1060025","4","25"
"8","0","0","0","如果要我說出來，我一定會當場昏倒，","6","0","1060026","1","26"
"0","0","2.75","0","","6","1","1060027","4","27"
"8","0","0","0","直接蒙主寵召……","6","0","1060028","1","28"
"0","0","3.125","0","","6","1","1060029","4","29"
"0","vo_10011600_0701","0","vo_10011600","","7","0","1070001","2","1"
"8","0","0","0","　今天真的是每件事情","7","0","1070002","1","2"
"0","0","2.375","0","","7","1","1070003","4","3"
"7","0","0","0","都受到優妮的照顧。\n","7","0","1070004","1","4"
"0","0","3.28571428571429","0","","7","1","1070005","4","5"
"0","vo_10011600_0702","0","vo_10011600","","7","0","1070006","2","6"
"8","0","0","0","和喜歡調侃人的克蘿依與琪愛兒完全不同，","7","0","1070007","1","7"
"0","0","4.625","0","","7","1","1070008","4","8"
"8","0","0","0","我從她身上看見了充滿知性，","7","0","1070009","1","9"
"0","0","1.5","0","","7","1","1070010","4","10"
"10","0","0","0","值得信賴的一面。","7","0","1070011","1","11"
"0","0","2.4","0","","7","1","1070012","4","12"
"0","vo_10011600_0703","0","vo_10011600","","7","0","1070013","2","13"
"8","0","0","0","俐落下達明確指示的模樣，","7","0","1070014","1","14"
"0","0","2.375","0","","7","1","1070015","4","15"
"8","0","0","0","充分展現出她身為公會長的威嚴。","7","0","1070016","1","16"
"0","0","3.5","0","","7","1","1070017","4","17"
"0","vo_10011600_0704","0","vo_10011600","","7","0","1070018","2","18"
"8","0","0","0","我相信優妮一定","7","0","1070019","1","19"
"0","0","2.25","0","","7","1","1070020","4","20"
"8","0","0","0","可以將優妮們的威名傳播到全世界。\n\n","7","0","1070021","1","21"
"0","0","6.625","0","","7","1","1070022","4","22"
"0","vo_10011600_0705","0","vo_10011600","","7","0","1070023","2","23"
"8","0","0","0","咦？","7","0","1070024","1","24"
"0","0","1.125","0","","7","1","1070025","4","25"
"8","0","0","0","　公會名是這樣嗎？","7","0","1070026","1","26"
"0","0","2.75","0","","7","1","1070027","4","27"
"0","vo_10011600_0801","0","vo_10011600","","8","0","1080001","2","1"
"8","0","0","0","　初次見面時，","8","0","1080002","1","2"
"0","0","1.75","0","","8","1","1080003","4","3"
"8","0","0","0","因為太害怕而遲遲不敢跟克蘿依說話。","8","0","1080004","1","4"
"0","0","4.125","0","","8","1","1080005","4","5"
"0","vo_10011600_0802","0","vo_10011600","","8","0","1080006","2","6"
"8","0","0","0","不過後來我漸漸明白她其實是個很溫柔的人，","8","0","1080007","1","7"
"0","0","2.75","0","","8","1","1080008","4","8"
"8","0","0","0","而且時常關心我的事情。\n","8","0","1080009","1","9"
"0","0","5.875","0","","8","1","1080010","4","10"
"0","vo_10011600_0803","0","vo_10011600","","8","0","1080011","2","11"
"8","0","0","0","托克蘿依的福，雖然只有一點點…","8","0","1080012","1","12"
"0","0","3.25","0","","8","1","1080013","4","13"
"8","0","0","0","不過\n我總算比較能融入班上。\n","8","0","1080014","1","14"
"0","0","4.25","0","","8","1","1080015","4","15"
"0","vo_10011600_0804","0","vo_10011600","","8","0","1080016","2","16"
"8","0","0","0","克蘿依似乎有很多兄弟姊妹。","8","0","1080017","1","17"
"0","0","4.125","0","","8","1","1080018","4","18"
"0","vo_10011600_0805","0","vo_10011600","","8","0","1080019","2","19"
"8","0","0","0","的確，","8","0","1080020","1","20"
"0","0","1.625","0","","8","1","1080021","4","21"
"8","0","0","0","今天的克蘿依差點讓我脫口喊她姊姊！","8","0","1080022","1","22"
"0","0","4.625","0","","8","1","1080023","4","23"
"0","vo_10011600_0901","0","vo_10011600","","9","0","1090001","2","1"
"8","0","0","0","　切嚕～","9","0","1090002","1","2"
"0","0","3.875","0","","9","1","1090003","4","3"
"0","vo_10011600_0902","0","vo_10011600","","9","0","1090004","2","4"
"8","0","0","0","如果可以學會說出這句問候語，","9","0","1090005","1","5"
"0","0","2.75","0","","9","1","1090006","4","6"
"8","0","0","0","我是不是就能像琪愛兒一樣","9","0","1090007","1","7"
"0","0","2.375","0","","9","1","1090008","4","8"
"8","0","0","0","開朗有自信，擁有許多朋友，","9","0","1090009","1","9"
"0","0","2.75","0","","9","1","1090010","4","10"
"8","0","0","0","變身為自己理想中的女性呢？\n","9","0","1090011","1","11"
"0","0","4.375","0","","9","1","1090012","4","12"
"0","vo_10011600_0903","0","vo_10011600","","9","0","1090013","2","13"
"8","0","0","0","不過","9","0","1090014","1","14"
"0","0","1.25","0","","9","1","1090015","4","15"
"8","0","0","0","這句問候語對我而言還太困難，","9","0","1090016","1","16"
"0","0","2.875","0","","9","1","1090017","4","17"
"8","0","0","0","今天暫且寫下來就好。\n","9","0","1090018","1","18"
"0","0","4.125","0","","9","1","1090019","4","19"
"0","vo_10011600_0904","0","vo_10011600","","9","0","1090020","2","20"
"8","0","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～","9","0","1090021","1","21"
"0","0","4.125","0","","9","1","1090022","4","22"
"0","vo_10011600_0905","0","vo_10011600","","9","0","1090023","2","23"
"8","0","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～","9","0","1090024","1","24"
"0","0","4.125","0","","9","1","1090025","4","25"
"0","vo_10011600_0906","0","vo_10011600","","9","0","1090026","2","26"
"8","0","0","0","切嚕～切嚕～切嚕～切嚕～切嚕～\n","9","0","1090027","1","27"
"0","0","4.125","0","","9","1","1090028","4","28"
"0","vo_10011600_0907","0","vo_10011600","","9","0","1090029","2","29"
"8","0","0","0","切嚕～切嚕～切嚕～","9","0","1090030","1","30"
"0","0","2.875","0","","9","1","1090031","4","31"
"0","vo_10011600_1001","0","vo_10011600","","10","0","1100001","2","1"
"8","0","0","0","　忘記了忘記了忘記了！\n","10","0","1100002","1","2"
"0","0","2.75","0","","10","1","1100003","4","3"
"8","0","0","0","特別講座到底該怎麼辦啦！","10","0","1100004","1","4"
"0","0","2.25","0","","10","1","1100005","4","5"
"0","vo_10011600_1002","0","vo_10011600","","10","0","1100006","2","6"
"8","0","0","0","從精靈之森帶來的曼德拉草逃跑了，","10","0","1100007","1","7"
"0","0","3.625","0","","10","1","1100008","4","8"
"8","0","0","0","我完全沒有任何準備！\n","10","0","1100009","1","9"
"0","0","2.375","0","","10","1","1100010","4","10"
"0","vo_10011600_1003","0","vo_10011600","","10","0","1100011","2","11"
"8","0","0","0","……精靈之森嗎","10","0","1100012","1","12"
"0","0","2","0","","10","1","1100013","4","13"
"8","0","0","0","似乎在呼喚我……","10","0","1100014","1","14"
"0","0","2.25","0","","10","1","1100015","4","15"
"0","vo_10011600_1004","0","vo_10011600","","10","0","1100016","2","16"
"8","0","0","0","不對，不行不行，","10","0","1100017","1","17"
"0","0","1.875","0","","10","1","1100018","4","18"
"8","0","0","0","我不能背叛美里老師的期待！\n","10","0","1100019","1","19"
"0","0","4.125","0","","10","1","1100020","4","20"
"0","vo_10011600_1005","0","vo_10011600","","10","0","1100021","2","21"
"8","0","0","0","但是我該如何是好？","10","0","1100022","1","22"
"0","0","3.125","0","","10","1","1100023","4","23"
"0","vo_10011600_1006","0","vo_10011600","","10","0","1100024","2","24"
"8","0","0","0","既然如此，","10","0","1100025","1","25"
"0","0","1.75","0","","10","1","1100026","4","26"
"8","0","0","0","乾脆將「如何度過孤獨人生」的要點整理出來","10","0","1100027","1","27"
"0","0","3.375","0","","10","1","1100028","4","28"
"8","0","0","0","並且對外發表吧……？","10","0","1100029","1","29"
"0","0","2.5","0","","10","1","1100030","4","30"
"0","vo_10011600_1101","0","vo_10011600","","11","0","1110001","2","1"
"8","0","0","0","　特別講座","11","0","1110002","1","2"
"0","0","1.75","0","","11","1","1110003","4","3"
"8","0","0","0","結束！\n","11","0","1110004","1","4"
"0","0","2.625","0","","11","1","1110005","4","5"
"0","vo_10011600_1102","0","vo_10011600","","11","0","1110006","2","6"
"8","0","0","0","結果……","11","0","1110007","1","7"
"0","0","1.625","0","","11","1","1110008","4","8"
"8","0","0","0","成功","11","0","1110009","1","9"
"0","0","1.375","0","","11","1","1110010","4","10"
"8","0","0","0","…應該吧。","11","0","1110011","1","11"
"0","0","3.125","0","","11","1","1110012","4","12"
"0","vo_10011600_1103","0","vo_10011600","","11","0","1110013","2","13"
"8","0","0","0","　這一切都要感謝","11","0","1110014","1","14"
"0","0","2.5","0","","11","1","1110015","4","15"
"8","0","0","0","從旁協助的那個人，","11","0","1110016","1","16"
"0","0","1.875","0","","11","1","1110017","4","17"
"8","0","0","0","以及","11","0","1110018","1","18"
"0","0","0.875","0","","11","1","1110019","4","19"
"8","0","0","0","好朋友社的各位。\n","11","0","1110020","1","20"
"0","0","3","0","","11","1","1110021","4","21"
"0","vo_10011600_1104","0","vo_10011600","","11","0","1110022","2","22"
"8","0","0","0","講座結束之後，","11","0","1110023","1","23"
"0","0","2.125","0","","11","1","1110024","4","24"
"8","0","0","0","許多人圍在我身邊，讓我感到很害怕。","11","0","1110025","1","25"
"0","0","3","0","","11","1","1110026","4","26"
"0","vo_10011600_1105","0","vo_10011600","","11","0","1110027","2","27"
"8","0","0","0","可是我…","11","0","1110028","1","28"
"0","0","1.5","0","","11","1","1110029","4","29"
"8","0","0","0","沒有像往常一樣逃跑！\n","11","0","1110030","1","30"
"0","0","3.125","0","","11","1","1110031","4","31"
"0","vo_10011600_1106","0","vo_10011600","","11","0","1110032","2","32"
"8","0","0","0","我是否也有稍微……","11","0","1110033","1","33"
"0","0","2","0","","11","1","1110034","4","34"
"8","0","0","0","雖然只有一點點……","11","0","1110035","1","35"
"0","0","2.625","0","","11","1","1110036","4","36"
"8","0","0","0","成長……","11","0","1110037","1","37"
"0","0","1.5","0","","11","1","1110038","4","38"
"8","0","0","0","了呢？","11","0","1110039","1","39"
"0","0","1.875","0","","11","1","1110040","4","40"
"0","vo_10011600_1201","0","vo_10011600","","12","0","1120001","2","1"
"8","0","0","0","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","12","0","1120002","1","2"
"0","0","4.25","0","","12","1","1120003","4","3"
"8","0","0","0","那個人果然好厲害啊！\n","12","0","1120004","1","4"
"0","0","3.5","0","","12","1","1120005","4","5"
"0","vo_10011600_1202","0","vo_10011600","","12","0","1120006","2","6"
"8","0","0","0","　走在走廊時，","12","0","1120007","1","7"
"0","0","2.125","0","","12","1","1120008","4","8"
"8","0","0","0","其他學生看見那個人後紛紛露出驚訝的表情，","12","0","1120009","1","9"
"0","0","3.375","0","","12","1","1120010","4","10"
"8","0","0","0","不過那個人還是微笑著向大家打招呼！\n","12","0","1120011","1","11"
"0","0","3.125","0","","12","1","1120012","4","12"
"0","vo_10011600_1203","0","vo_10011600","","12","0","1120013","2","13"
"8","0","0","0","即使有人","12","0","1120014","1","14"
"0","0","1.375","0","","12","1","1120015","4","15"
"8","0","0","0","朝著他尖叫，","12","0","1120016","1","16"
"0","0","1.25","0","","12","1","1120017","4","17"
"8","0","0","0","他依舊一臉蠻不在乎地揮手以對！","12","0","1120018","1","18"
"0","0","2.5","0","","12","1","1120019","4","19"
"0","vo_10011600_1204","0","vo_10011600","","12","0","1120020","2","20"
"8","0","0","0","　和不懂得打招呼的我完全不同！\n\n","12","0","1120021","1","21"
"0","0","4.625","0","","12","1","1120022","4","22"
"0","vo_10011600_1205","0","vo_10011600","","12","0","1120023","2","23"
"8","0","0","0","我也好想盡快","12","0","1120024","1","24"
"0","0","1.25","0","","12","1","1120025","4","25"
"8","0","0","0","變成那樣的人……","12","0","1120026","1","26"
"0","0","2.5","0","","12","1","1120027","4","27"
"0","vo_10011600_1301","0","vo_10011600","","13","0","1130001","2","1"
"8","0","0","0","　我帶來的曼德拉草惹出大麻煩……","13","0","1130002","1","2"
"0","0","4.875","0","","13","1","1130003","4","3"
"0","vo_10011600_1302","0","vo_10011600","","13","0","1130004","2","4"
"8","0","0","0","可是，","13","0","1130005","1","5"
"0","0","1.25","0","","13","1","1130006","4","6"
"8","0","0","0","多虧那個人和好朋友社出手相助，","13","0","1130007","1","7"
"0","0","4","0","","13","1","1130008","4","8"
"8","0","0","0","最後終於趕在釀成重大災情前及時阻止了牠。","13","0","1130009","1","9"
"0","0","5","0","","13","1","1130010","4","10"
"0","vo_10011600_1303","0","vo_10011600","","13","0","1130011","2","11"
"8","0","0","0","　雖然大家","13","0","1130012","1","12"
"0","0","1.45","0","","13","1","1130013","4","13"
"8","0","0","0","口口聲聲說自己別有所圖，","13","0","1130014","1","14"
"0","0","2.75","0","","13","1","1130015","4","15"
"8","0","0","0","但是我相信事情一定不是那樣的。\n","13","0","1130016","1","16"
"0","0","3.25","0","","13","1","1130017","4","17"
"0","vo_10011600_1304","0","vo_10011600","","13","0","1130018","2","18"
"8","0","0","0","能夠像這樣和大家並肩作戰，","13","0","1130019","1","19"
"0","0","2.75","0","","13","1","1130020","4","20"
"8","0","0","0","我真的很高興。\n","13","0","1130021","1","21"
"0","0","2.5","0","","13","1","1130022","4","22"
"0","vo_10011600_1305","0","vo_10011600","","13","0","1130023","2","23"
"8","0","0","0","感覺就像……","13","0","1130024","1","24"
"0","0","1.75","0","","13","1","1130025","4","25"
"8","0","0","0","和大家…","13","0","1130026","1","26"
"0","0","1.375","0","","13","1","1130027","4","27"
"8","0","0","0","變成了同伴。","13","0","1130028","1","28"
"0","0","2.125","0","","13","1","1130029","4","29"
"0","vo_10011600_1401","0","vo_10011600","","14","0","1140001","2","1"
"8","0","0","0","　今天是","14","0","1140002","1","2"
"0","0","1.5","0","","14","1","1140003","4","3"
"7","0","0","0","在聖德蕾莎女學院上課的","14","0","1140004","1","4"
"0","0","3.60714285714286","0","","14","1","1140005","4","5"
"8","0","0","0","……最後一天。\n","14","0","1140006","1","6"
"0","0","3.25","0","","14","1","1140007","4","7"
"0","vo_10011600_1402","0","vo_10011600","","14","0","1140008","2","8"
"8","0","0","0","一開始聽見美里老師提出這項要求時，","14","0","1140009","1","9"
"0","0","3.375","0","","14","1","1140010","4","10"
"8","0","0","0","我認為自己一定無法辦到。","14","0","1140011","1","11"
"0","0","3.125","0","","14","1","1140012","4","12"
"0","vo_10011600_1403","0","vo_10011600","","14","0","1140013","2","13"
"8","0","0","0","　但是現在心中卻十分不捨，","14","0","1140014","1","14"
"0","0","2.625","0","","14","1","1140015","4","15"
"8","0","0","0","於是像這樣靠著寫日記紀錄一切。\n","14","0","1140016","1","16"
"0","0","3.375","0","","14","1","1140017","4","17"
"0","vo_10011600_1404","0","vo_10011600","","14","0","1140018","2","18"
"8","0","0","0","　閉上眼睛，","14","0","1140019","1","19"
"0","0","2","0","","14","1","1140020","4","20"
"8","0","0","0","那個人和","14","0","1140021","1","21"
"0","0","1.5","0","","14","1","1140022","4","22"
"8","0","0","0","好朋友社的各位、","14","0","1140023","1","23"
"0","0","2.125","0","","14","1","1140024","4","24"
"8","0","0","0","以及所有對我親切友好的同學們。\n\n","14","0","1140025","1","25"
"0","0","6.375","0","","14","1","1140026","4","26"
