6506cef72b039aefb71ebb9be202334017fb534da73730bad9b721e165d1f0dd,3dd6a45e726d7fd258e495f52706570908250b5eed63ece4dfa44767667955c5,5278325fc1a90db4bd4f8e402b6359397e4f6c64699becc103d503dc6952041a,3ea82eb2ccc443312279454ac32261a9e9625e22e149afe0e0c94e4dfc7ab884,ac4e7a0560666c9469dec82f613d261998c64203ae576fb9122721c3da9a5f7b,3b065df399ea93f1e501071c64addcf8badaea601604516b172c0b13fd36b379,8020f3d09a3d9c131392159cfd9cead80e95bfd87a2a080c48d4f031293e991f,28da66132e34024e475708bc43735ed62fdcc18b2ddf21095151ea4171b97e2c,ab36797e9379ed5369bbbd9944ff0ab4bc2a8944ec54c6041095aee4ecba2764
"8","51","91002","2030/12/31 23:59:59","-1","1","60","2018/01/01 05:00:00","21002003"
"2","52","22002","2030/12/31 23:59:59","-1","1","2","2018/01/01 05:00:00","21002003"
"8","54","91002","2030/12/31 23:59:59","-1","1","60","2018/01/01 05:00:00","21002004"
"2","55","22003","2030/12/31 23:59:59","-1","1","2","2018/01/01 05:00:00","21002004"
"8","57","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","21003001"
"8","58","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002001"
"2","59","90007","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","28002001"
"8","60","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002002"
"2","61","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002002"
"8","62","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002003"
"2","63","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002003"
"8","64","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002004"
"2","65","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002004"
"8","66","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002005"
"2","67","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002005"
"8","68","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002006"
"2","69","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002006"
"8","70","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002007"
"2","71","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002007"
"8","72","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002008"
"2","73","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002008"
"8","74","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002009"
"2","75","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002009"
"8","76","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002010"
"2","77","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002010"
"8","78","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002011"
"2","79","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002011"
"8","80","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002012"
"2","81","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002012"
"8","82","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002013"
"2","83","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002013"
"8","84","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28002014"
"2","85","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002014"
"8","86","91002","2030/12/31 23:59:59","-1","1","30","2018/01/01 05:00:00","26001001"
"8","87","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003001"
"8","88","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26008001"
"8","89","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","24002001"
"8","90","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","24004001"
"8","91","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005001"
"8","92","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005002"
"8","93","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005003"
"8","94","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005004"
"8","95","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005005"
"8","96","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005006"
"8","97","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005007"
"8","98","91002","2030/12/31 23:59:59","-1","1","30","2018/01/01 05:00:00","21005018"
"8","99","91002","2030/12/31 23:59:59","-1","1","30","2018/01/01 05:00:00","21005028"
"8","100","91002","2030/12/31 23:59:59","-1","1","40","2018/01/01 05:00:00","21005038"
"8","101","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002001"
"8","102","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002002"
"8","103","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002003"
"8","104","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002004"
"8","105","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002005"
"8","106","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002006"
"8","107","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002007"
"8","108","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002008"
"8","109","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002009"
"8","110","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26002010"
"8","111","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","26005001"
"8","112","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","26005002"
"8","113","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","21007001"
"8","115","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","28006001"
"5","116","0","2030/12/31 23:59:59","-1","1","20","2018/01/01 05:00:00","28005001"
"2","117","20001","2030/12/31 23:59:59","-1","1","10","2018/01/01 05:00:00","28005001"
"12","118","94002","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","15005001"
"6","119","93001","2030/12/31 23:59:59","-1","1","200","2018/01/01 05:00:00","18001003"
"6","120","93001","2030/12/31 23:59:59","-1","1","200","2018/01/01 05:00:00","18001004"
"5","121","0","2021/02/09 04:59:59","-1","1","20","2018/01/01 05:00:00","11101001"
"2","122","20003","2021/02/09 04:59:59","-1","1","2","2018/01/01 05:00:00","11101001"
"8","123","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","21102001"
"8","124","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21103001"
"5","128","0","2021/02/09 04:59:59","-1","1","30","2018/01/01 05:00:00","11001002"
"12","129","94002","2021/02/09 04:59:59","-1","1","30000","2018/01/01 05:00:00","11001002"
"2","130","23001","2021/02/09 04:59:59","-1","1","6","2018/01/01 05:00:00","11001002"
"6","131","93001","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28007001"
"6","132","93001","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28007002"
"6","133","93001","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28007003"
"8","134","91002","2030/12/31 23:59:59","-1","1","30","2018/01/01 05:00:00","26013001"
"8","135","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26014001"
"8","136","91002","2030/12/31 23:59:59","-1","1","80","2018/01/01 05:00:00","21011001"
"2","137","22003","2030/12/31 23:59:59","-1","1","2","2018/01/01 05:00:00","21011001"
"8","138","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26015001"
"8","139","91002","2030/12/31 23:59:59","-1","1","10","2018/01/01 05:00:00","26015002"
"8","140","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21102002"
"8","141","91002","2030/12/31 23:59:59","-1","1","400","2018/01/01 05:00:00","28002015"
"12","142","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","28002015"
"2","143","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002015"
"8","144","91002","2030/12/31 23:59:59","-1","1","400","2018/01/01 05:00:00","28002016"
"12","145","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","28002016"
"2","146","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002016"
"8","147","91002","2030/12/31 23:59:59","-1","1","400","2018/01/01 05:00:00","28002017"
"12","148","94002","2030/12/31 23:59:59","-1","1","3000000","2018/01/01 05:00:00","28002017"
"2","149","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002017"
"8","150","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002018"
"12","151","94002","2030/12/31 23:59:59","-1","1","3000000","2018/01/01 05:00:00","28002018"
"2","152","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002018"
"8","153","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002019"
"12","154","94002","2030/12/31 23:59:59","-1","1","3000000","2018/01/01 05:00:00","28002019"
"2","155","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002019"
"8","156","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002020"
"12","157","94002","2030/12/31 23:59:59","-1","1","5000000","2018/01/01 05:00:00","28002020"
"2","158","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002020"
"8","159","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002021"
"12","160","94002","2030/12/31 23:59:59","-1","1","5000000","2018/01/01 05:00:00","28002021"
"2","161","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002021"
"8","162","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002022"
"12","163","94002","2030/12/31 23:59:59","-1","1","5000000","2018/01/01 05:00:00","28002022"
"2","164","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002022"
"8","165","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002023"
"12","166","94002","2030/12/31 23:59:59","-1","1","5000000","2018/01/01 05:00:00","28002023"
"2","167","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002023"
"8","168","91002","2030/12/31 23:59:59","-1","1","600","2018/01/01 05:00:00","28002024"
"12","169","94002","2030/12/31 23:59:59","-1","1","5000000","2018/01/01 05:00:00","28002024"
"2","170","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002024"
"8","171","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002025"
"12","172","94002","2030/12/31 23:59:59","-1","1","7500000","2018/01/01 05:00:00","28002025"
"2","173","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002025"
"8","174","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002026"
"12","175","94002","2030/12/31 23:59:59","-1","1","7500000","2018/01/01 05:00:00","28002026"
"2","176","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002026"
"8","177","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002027"
"12","178","94002","2030/12/31 23:59:59","-1","1","7500000","2018/01/01 05:00:00","28002027"
"2","179","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002027"
"8","180","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002028"
"12","181","94002","2030/12/31 23:59:59","-1","1","10000000","2018/01/01 05:00:00","28002028"
"2","182","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002028"
"8","183","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002029"
"12","184","94002","2030/12/31 23:59:59","-1","1","10000000","2018/01/01 05:00:00","28002029"
"2","185","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002029"
"8","186","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002030"
"12","187","94002","2030/12/31 23:59:59","-1","1","10000000","2018/01/01 05:00:00","28002030"
"2","188","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002030"
"8","189","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002031"
"12","190","94002","2030/12/31 23:59:59","-1","1","10000000","2018/01/01 05:00:00","28002031"
"2","191","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002031"
"8","192","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002032"
"12","193","94002","2030/12/31 23:59:59","-1","1","10000000","2018/01/01 05:00:00","28002032"
"2","194","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002032"
"8","195","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002033"
"12","196","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002033"
"2","197","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002033"
"8","198","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002034"
"12","199","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002034"
"2","200","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002034"
"8","201","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002035"
"12","202","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002035"
"2","203","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002035"
"8","204","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002036"
"12","205","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002036"
"2","206","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002036"
"8","207","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002037"
"12","208","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002037"
"2","209","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002037"
"8","210","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002038"
"12","211","94002","2030/12/31 23:59:59","-1","1","15000000","2018/01/01 05:00:00","28002038"
"2","212","90007","2030/12/31 23:59:59","-1","1","1500","2018/01/01 05:00:00","28002038"
"8","213","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003002"
"12","214","94002","2030/12/31 23:59:59","-1","1","10000","2018/01/01 05:00:00","26003002"
"8","215","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003003"
"12","216","94002","2030/12/31 23:59:59","-1","1","10000","2018/01/01 05:00:00","26003003"
"8","217","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003004"
"12","218","94002","2030/12/31 23:59:59","-1","1","10000","2018/01/01 05:00:00","26003004"
"8","219","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003005"
"12","220","94002","2030/12/31 23:59:59","-1","1","50000","2018/01/01 05:00:00","26003005"
"8","221","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003006"
"12","222","94002","2030/12/31 23:59:59","-1","1","50000","2018/01/01 05:00:00","26003006"
"8","223","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003007"
"12","224","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","26003007"
"8","225","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003008"
"12","226","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","26003008"
"8","227","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003009"
"12","228","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","26003009"
"8","229","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003010"
"12","230","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","26003010"
"8","231","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003011"
"12","232","94002","2030/12/31 23:59:59","-1","1","200000","2018/01/01 05:00:00","26003011"
"8","233","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003012"
"12","234","94002","2030/12/31 23:59:59","-1","1","200000","2018/01/01 05:00:00","26003012"
"8","235","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003013"
"12","236","94002","2030/12/31 23:59:59","-1","1","200000","2018/01/01 05:00:00","26003013"
"8","237","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003014"
"12","238","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003014"
"8","239","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003015"
"12","240","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003015"
"8","241","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003016"
"12","242","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003016"
"8","243","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003017"
"12","244","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003017"
"8","245","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003018"
"12","246","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003018"
"8","247","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003019"
"12","248","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003019"
"8","249","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003020"
"12","250","94002","2030/12/31 23:59:59","-1","1","500000","2018/01/01 05:00:00","26003020"
"8","251","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003021"
"12","252","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003021"
"8","253","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003022"
"12","254","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003022"
"8","255","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003023"
"12","256","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003023"
"8","257","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003024"
"12","258","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003024"
"8","259","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003025"
"12","260","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003025"
"8","261","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003026"
"12","262","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003026"
"8","263","91002","2030/12/31 23:59:59","-1","1","50","2018/01/01 05:00:00","26003027"
"12","264","94002","2030/12/31 23:59:59","-1","1","750000","2018/01/01 05:00:00","26003027"
"8","265","91002","2030/12/31 23:59:59","-1","1","350","2018/01/01 05:00:00","26002011"
"8","266","91002","2030/12/31 23:59:59","-1","1","350","2018/01/01 05:00:00","26002012"
"8","267","91002","2030/12/31 23:59:59","-1","1","350","2018/01/01 05:00:00","26002013"
"8","268","91002","2030/12/31 23:59:59","-1","1","350","2018/01/01 05:00:00","26002014"
"8","269","91002","2030/12/31 23:59:59","-1","1","550","2018/01/01 05:00:00","26002015"
"8","270","91002","2030/12/31 23:59:59","-1","1","550","2018/01/01 05:00:00","26002016"
"8","271","91002","2030/12/31 23:59:59","-1","1","550","2018/01/01 05:00:00","26002017"
"8","272","91002","2030/12/31 23:59:59","-1","1","550","2018/01/01 05:00:00","26002018"
"8","273","91002","2030/12/31 23:59:59","-1","1","550","2018/01/01 05:00:00","26002019"
"8","274","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002020"
"8","275","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002021"
"8","276","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002022"
"8","277","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002023"
"8","278","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002024"
"8","279","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002025"
"8","280","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002026"
"8","281","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002027"
"8","282","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002028"
"8","283","91002","2030/12/31 23:59:59","-1","1","800","2018/01/01 05:00:00","26002029"
"8","284","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002030"
"8","285","91002","2030/12/31 23:59:59","-1","1","1000","2018/01/01 05:00:00","26002031"
"5","286","0","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","28012001"
"12","287","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","28012001"
"5","288","0","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","27004001"
"12","289","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","27004001"
"5","290","0","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","27004002"
"12","291","94002","2030/12/31 23:59:59","-1","1","100000","2018/01/01 05:00:00","27004002"
"8","292","91002","2030/12/31 23:59:59","-1","1","10","2018/01/01 05:00:00","11402001"
"5","293","0","2030/12/31 23:59:59","199","1","60","2023/04/17 05:00:00","15004001"
"2","294","90007","2030/12/31 23:59:59","199","1","100","2023/04/17 05:00:00","15004001"
"5","295","0","2030/12/31 23:59:59","-1","200","30","2023/04/17 05:00:00","15004001"
"2","296","90007","2030/12/31 23:59:59","-1","200","100","2023/04/17 05:00:00","15004001"
"8","297","91002","2030/12/31 23:59:59","-1","1","100","2018/01/01 05:00:00","21005039"
"8","298","91002","2030/12/31 23:59:59","-1","1","1100","2018/01/01 05:00:00","28002039"
