94c61f13fe5922a8c877bbfafa88e91080bfe4ea0764e4cffe650284f97fc082,76cff4ee0c0d6aab5f73da5673bf242abd3b48fdb99c37ddecf1193dba5d4aba,ad2f83205e8db83466a33e06cd9254ae45aee3a994f087d15d9ef13591a7af85,a332f9e990bd6b58c71ad0dd6e2dab3839e45b69ea92fdc74e8c4443f2f907c3,20061399e3af19b6c1033464a8ffb5e8fc11dc7ea959182a17c4f38750b24e7d,e5316da493c7378066cc1de6c6006d5f1a72b6a0e6f1046c29cf5e24ecb63f66,2e2e0848d4f0053dfde7d1b4b7630e50c67a2b860afd73729474433307c07652,5040274481f8565e773cb56a5438708d471a340c24893df494abe718e8f275d3,6fa71d80820c8072bf1bb3cbcd9f27ef7702bc85955f85c3666996d5cf89cf46,939a4ac6db5d0bc01303275b1c876230a9bd60409a89a7027637d7e9f6cc0ed7,ae5ca447b8aad8ab46c62bff96202a3e1b7f556d20b0b56178aa40fbc9f4ef15,fb8361cd3345352c81737c0ec67a2ce927ae545f00604dc446a48e897f6bf286,a326515892fddd665bd3f559d9e3baead5842694c8d868b686d76905e1e50fcc,ef720e07221d69f909299a81af3c6aace80392aec3c37bf2e4a45a986c328d07,f1a049890c5919b453d4bcce102a1541dd5f31cafe05b5c5930d4b2b1f04c80c,0a28c243dabf21a4f40fdbf0bb7d96bd3b831f202092f6c6482ebbb40dcd26c8
"0","2","0","0","0","0","0","2","91002","100","0","8","1004104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1004105","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1004106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1004107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1004108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1004109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1004110","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1004111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1004112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1004113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1004114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1004115","90006","31018","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1004116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1005101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1005102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1005103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1005104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1005105","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1005106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1005107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1005108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1005109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1005110","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1005111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1005112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1005113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1005114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1005115","90006","31042","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1005116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1006101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1006102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1006103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1006104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1006105","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1006106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1006107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1006108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1006109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1006110","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1006111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1006112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1006113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1006114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1006115","90006","31025","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1006116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1007101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1007102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1007103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1007104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1007105","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1007106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1007107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1007108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1007109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1007110","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1007111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1007112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1007113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1007114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1007115","90006","31018","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1007116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1008101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1008102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1008103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1008104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1008105","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1008106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1008107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1008108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1008109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1008110","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1008111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1008112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1008113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1008114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1008115","90006","31042","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1008116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1009101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1009102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1009103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1009104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1009105","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1009106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1009107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1009108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1009109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1009110","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1009111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1009112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1009113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1009114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1009115","90006","31043","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1009116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1010101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1010102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1010103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1010104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1010105","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1010106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1010107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1010108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1010109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1010110","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1010111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1010112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1010113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1010114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1010115","90006","31022","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1010116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1011101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1011102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1011103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1011104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1011105","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1011106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1011107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1011108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1011109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1011110","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1011111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1011112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1011113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1011114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1011115","90006","31025","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1011116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1012101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1012102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1012103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1012104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1012105","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1012106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1012107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1012108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1012109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1012110","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1012111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1012112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1012113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1012114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1012115","90006","31018","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1012116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1013101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1013102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1013103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1013104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1013105","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1013106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1013107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1013108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1013109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1013110","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1013111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1013112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1013113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1013114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1013115","90006","31042","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1013116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1014101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1014102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1014103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1014104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1014105","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1014106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1014107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1014108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1014109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1014110","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1014111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1014112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1014113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1014114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1014115","90006","31043","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1014116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1015101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1015102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1015103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1015104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1015105","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1015106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1015107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1015108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1015109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1015110","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1015111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1015112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1015113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1015114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1015115","90006","31025","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1015116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1016101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1016102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1016103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1016104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1016105","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1016106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1016107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1016108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1016109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1016110","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1016111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1016112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1016113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1016114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1016115","90006","31022","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1016116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1017101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1017102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1017103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1017104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1017105","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1017106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1017107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1017108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1017109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1017110","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1017111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1017112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1017113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1017114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1017115","90006","31018","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1017116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1018101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1018102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1018103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1018104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1018105","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1018106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1018107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1018108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1018109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1018110","90006","31042","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1018111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1018112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1018113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1018114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1018115","90006","31042","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1018116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1019101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1019102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1019103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1019104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1019105","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1019106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1019107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1019108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1019109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1019110","90006","31043","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1019111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1019112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1019113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1019114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1019115","90006","31043","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1019116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1020101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1020102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1020103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1020104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1020105","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1020106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1020107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1020108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1020109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1020110","90006","31025","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1020111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1020112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1020113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1020114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1020115","90006","31025","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1020116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1021101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1021102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1021103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1021104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1021105","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1021106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1021107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1021108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1021109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1021110","90006","31022","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1021111","90006","0","30"
"0","2","0","0","0","0","0","2","91002","25","0","8","1021112","90006","0","40"
"0","2","0","0","0","0","0","2","91002","30","0","8","1021113","90006","0","50"
"0","2","0","0","0","0","0","2","91002","40","0","8","1021114","90006","0","60"
"1","2","0","0","0","0","0","2","91002","80","0","8","1021115","90006","31022","100"
"0","0","0","0","0","0","0","0","94002","25000","0","12","1021116","0","0","0"
"0","2","0","0","0","0","0","2","91002","40","0","8","1022101","90006","0","20"
"0","2","0","0","0","0","0","2","91002","50","0","8","1022102","90006","0","30"
"0","2","0","0","0","0","0","2","91002","75","0","8","1022103","90006","0","40"
"0","2","0","0","0","0","0","2","91002","100","0","8","1022104","90006","0","50"
"2","2","0","0","0","0","0","2","91002","150","0","8","1022105","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1022106","90006","0","20"
"0","2","0","0","0","0","0","2","91002","25","0","8","1022107","90006","0","30"
"0","2","0","0","0","0","0","2","91002","30","0","8","1022108","90006","0","40"
"0","2","0","0","0","0","0","2","91002","40","0","8","1022109","90006","0","50"
"1","2","0","0","0","0","0","2","91002","80","0","8","1022110","90006","31018","100"
"0","2","0","0","0","0","0","2","91002","20","0","8","1022111","90006","0","30"
