64ec3153550786971babc782fb8ed36024f1b19dbcc69b6b3e7e5b92f9128bab,a4b0ae70931c43991579325f2055e500cdb64552e21c0e7cad9a23e240a9150c,04102b0fcbe65e1f80a072522317f341b700c54f2dd829d5dd73c4685d7c0abb,4bd311a9a3be6da461dff7006d211ee96daa629a5f0a33d547b4d3698ae25fef,20e3c3ca8b1b051064f0da3ee27f8246ce9bd743260ea7628f5bddc738333b68,d5b122e08106dfa99a254072eaca76fe40f90204d9383c51ecae1460ff050884,5100e828ae333725d6f207144dfb4d1e8b5cf59b2d7dc06ec343e7346eae9fd3,511087ac6e6451bc04bacce79b3b87e55c3fd9b9876dd485b83ed6b72a612585,f7131c6daaee51ba540606ab2ec40a26a5067f98a77fe6c16f870761cbd06080,812eaab15f2dff83f7a475f35bab648960c016f3b225cc7d861e802480fe37aa,9a9255ac6775edd6d16e8ea74b7008cf0caf2468508383ccfc3f9c393fbc21d2,66a263f7a93d94e4c854958e4c612b4ab580cfad40114cf8a6c2abcf261af1e7,6da8d48d76e23e61942f6467b20dc936da92391c401d5b4ee76ff0eab5367cb9,6d0f4a8c412776d71cc8237872c273a2b54a76d42e285407698c68bf1c1be61f
"20006201","20006","王城蘭德索爾","201","bgm_M128","bgm_M128","1","0","0","0","0","0","0","0"
"20007101","20007","蘭德索爾郊外","201","bgm_M135","bgm_M135","1","1","0","0","0","0","0","0"
"20007102","20007","靈界","201","bgm_M29","bgm_M29","1","2","0","80","1","202","208","0"
"20007103","20007","蘭德索爾中央地區","201","bgm_M135","bgm_M135","1","3","0","0","1","202","209","1"
"20007201","20007","蘭德索爾郊外","201","bgm_M135","bgm_M135","1","1","0","0","0","0","0","31"
"20008101","20008","蘭德索爾近郊","201","bgm_M162","bgm_M162","1","0","35","0","0","0","0","0"
"20008201","20008","蘭德索爾近郊","201","bgm_M162","bgm_M162","1","0","0","0","0","0","0","0"
"20009101","20009","咲戀育幼院","201","bgm_M171","bgm_M171","1","1","110","0","0","0","0","11"
"20009201","20009","王城蘭德索爾","201","bgm_M171","bgm_M171","1","1","0","0","0","0","0","0"
"20010101","20010","往神殿的參道","201","bgm_M182","bgm_M182","1","1","1","180","0","0","0","0"
"20010201","20010","往神殿的參道","201","bgm_M182","bgm_M182","1","1","0","0","0","0","0","0"
"20011101","20011","王城蘭德索爾","201","bgm_M189","bgm_M189","1","1","0","0","0","0","0","0"
"20011102","20011","廚房競技場","201","bgm_M189","bgm_M189","1","2","110","0","0","0","0","0"
"20011201","20011","廚房競技場","201","bgm_M189","bgm_M189","1","1","0","0","0","0","0","0"
"20012101","20012","王城蘭德索爾","201","bgm_M206","bgm_M206","1","1","115","0","0","0","0","0"
"20012201","20012","王城蘭德索爾","201","bgm_M206","bgm_M206","1","1","0","0","0","0","0","0"
"20013101","20013","加托羅斯山","201","bgm_M215","bgm_M215","1","1","100","0","0","0","0","0"
"20013102","20013","光之裂縫","201","bgm_M215","bgm_M215","1","2","0","0","1","202","208","11"
"20013201","20013","光之裂縫","201","bgm_M215","bgm_M215","1","1","0","0","0","0","0","0"
"20014101","20014","大江戶町","201","bgm_M223","bgm_M223","1","1","120","0","0","0","0","0"
"20014201","20014","大江戶町","201","bgm_M223","bgm_M223","1","1","0","0","0","0","0","0"
"20015101","20015","晴雨海灘","201","bgm_M237","bgm_M237","1","1","98","0","0","0","0","12"
"20015201","20015","晴雨海灘","201","bgm_M237","bgm_M237","1","0","0","0","0","0","0","0"
"20016101","20016","真步真步王國避暑聖地？","201","bgm_M245","bgm_M245_02","1","0","150","0","0","0","0","0"
"20016201","20016","真步真步王國避暑聖地？","201","bgm_M245","bgm_M245_02","1","0","0","0","0","0","0","0"
"20017101","20017","聖德蕾莎女子學院","201","bgm_M254","bgm_M254","1","1","70","0","0","0","0","0"
"20017201","20017","聖德蕾莎女子學院","201","bgm_M254","bgm_M254","1","0","0","0","0","0","0","0"
"20018101","20018","鬼屋附近地區","201","bgm_M265","bgm_M265_Top","1","1","0","0","0","0","0","0"
"20018102","20018","鬼魂墓地","201","bgm_M265","bgm_M265_Top","1","2","0","0","1","202","0","0"
"20018201","20018","鬼魂墓地","201","bgm_M265","bgm_M265_Top","1","1","0","0","0","0","0","0"
"20019101","20019","艾爾皮斯島 開墾營地一帶","201","bgm_M273","bgm_M273","1","0","90","0","0","0","0","0"
"20019201","20019","艾爾皮斯島 開墾營地一帶","201","bgm_M273","bgm_M273","1","0","0","0","0","0","0","0"
"20020101","20020","王都蘭德索爾 郊外","201","bgm_M281","bgm_M281","1","1","0","0","0","0","0","0"
"20020102","20020","王都蘭德索爾 中央廣場","201","bgm_M281","bgm_M281","1","2","0","0","0","0","0","11"
"20020201","20020","王都蘭德索爾 中央廣場","201","bgm_M281","bgm_M281","1","1","0","0","0","0","0","0"
"20021101","20021","公會競速賽　1區→2區","201","bgm_M294","bgm_M294","1","1","30","0","0","0","0","0"
"20021102","20021","公會競速賽　3區→4區","201","bgm_M294","bgm_M294","1","2","30","0","0","0","0","0"
"20021201","20021","公會競速賽　3區→4區","201","bgm_M294","bgm_M294","1","1","0","0","0","0","0","0"
"20022101","20022","王城蘭德索爾","201","bgm_M316","bgm_M316","1","1","87","0","0","0","0","0"
"20022201","20022","王城蘭德索爾","201","bgm_M316","bgm_M316","1","1","0","0","0","0","0","0"
"20023101","20023","聖德蕾莎女子學院","201","bgm_M343","bgm_M343","1","1","45","0","0","0","0","0"
"20023201","20023","聖德蕾莎女子學院","201","bgm_M343","bgm_M343","1","0","0","0","0","0","0","0"
"20024101","20024","伊麗莎白牧場","201","bgm_M351","bgm_M351","1","1","0","0","0","0","0","0"
"20024102","20024","王城蘭德索爾","201","bgm_M351","bgm_M351","1","2","0","0","0","0","0","0"
"20024103","20024","伊麗莎白牧場","201","bgm_M351","bgm_M351","1","3","0","0","0","0","0","0"
"20024201","20024","伊麗莎白牧場","201","bgm_M351","bgm_M351","1","1","0","0","0","0","0","0"
"20025101","20025","不可思議之國","201","bgm_M375","bgm_M375","1","0","200","0","0","0","0","0"
"20025201","20025","不可思議之國","201","bgm_M375","bgm_M375","1","0","100","0","0","0","0","0"
"20026101","20026","祈願海岸周圍","201","bgm_M380A","bgm_M380A","1","1","90","0","0","0","0","0"
"20026102","20026","繁星降臨的銀河","201","bgm_M380B","bgm_M380B_02","1","2","0","0","0","0","0","0"
"20026201","20026","繁星降臨的銀河","201","bgm_M380B","bgm_M380B_02","1","0","0","0","0","0","0","0"
"20027101","20027","海灘運動公園","201","bgm_M393","bgm_M393","1","0","115","0","0","0","0","0"
"20027201","20027","海灘運動公園","201","bgm_M393","bgm_M393","1","0","0","0","0","0","0","0"
"20028101","20028","王城蘭德索爾","201","bgm_M403","bgm_M403","1","1","80","0","0","0","0","0"
"20028201","20028","王城蘭德索爾","201","bgm_M403","bgm_M403","1","1","0","0","0","0","0","0"
"20029101","20029","萬聖節樂園","201","bgm_M413","bgm_M413","1","0","128","0","0","0","0","0"
"20029201","20029","萬聖節樂園","201","bgm_M413","bgm_M413","1","0","0","0","0","0","0","0"
"20030101","20030","王城蘭德索爾","201","bgm_M421","bgm_M421","1","1","80","0","0","0","0","0"
"20030201","20030","王城蘭德索爾","201","bgm_M421","bgm_M421","1","1","0","0","0","0","0","0"
"20031101","20031","名媛初登夢想秘境會場","201","bgm_M426","bgm_M426","1","1","60","0","0","0","0","0"
"20031201","20031","名媛初登夢想秘境會場","201","bgm_M426","bgm_M426","1","1","0","0","0","0","0","0"
"20032101","20032","港小鎮‧大間","201","bgm_M435","bgm_M435","1","1","100","0","0","0","0","0"
"20032201","20032","港小鎮‧大間","201","bgm_M435","bgm_M435","1","1","0","0","0","0","0","0"
"20033101","20033","蘭德索爾近郊","201","bgm_M442A","bgm_M442A","1","1","70","0","0","0","0","0"
"20033201","20033","蘭德索爾近郊","201","bgm_M442A","bgm_M442A","1","0","0","0","0","0","0","0"
"20034101","20034","精靈族之村　純淨的森林","201","bgm_M442B","bgm_M442B","1","0","25","0","0","0","0","0"
"20034201","20034","精靈族之村　純淨的森林","201","bgm_M442B","bgm_M442B","1","0","0","0","0","0","0","0"
"20035101","20035","蘭德索爾近郊","201","bgm_M451","bgm_M451","1","1","0","0","0","0","0","0"
"20035102","20035","邊境之地","201","bgm_M451","bgm_M451","1","2","0","0","0","0","0","0"
"20035201","20035","邊境之地","201","bgm_M451","bgm_M451","1","0","0","0","0","0","0","0"
"20036101","20036","聖德蕾莎女子學院 聖學祭會場","201","bgm_M457","bgm_M457","1","1","91","0","0","0","0","0"
"20036201","20036","聖德蕾莎女子學院 聖學祭會場","201","bgm_M457","bgm_M457","1","0","0","0","0","0","0","0"
"20037101","20037","不同時間軸的蘭德索爾","201","bgm_M467","bgm_M467","1","1","90","0","0","0","0","0"
"20037102","20037","時光隧道","201","bgm_M467","bgm_M467","1","2","0","0","0","0","0","0"
"20037201","20037","時光隧道","201","bgm_M467","bgm_M467","1","0","0","0","0","0","0","0"
"20038101","20038","玩具工廠","201","bgm_M478","bgm_M478_Lofi","1","1","0","40","0","0","0","0"
"20038102","20038","王城蘭德索爾","201","bgm_M478","bgm_M478_Lofi","1","2","0","0","0","0","0","0"
"20038201","20038","王城蘭德索爾","201","bgm_M478","bgm_M478_Lofi","1","0","0","0","0","0","0","0"
"20039101","20039","王城蘭德索爾","201","bgm_M486","bgm_M486","1","1","0","0","0","0","0","0"
"20039102","20039","某座無人島","201","bgm_M486","bgm_M486","1","2","58","0","0","0","0","0"
"20039103","20039","王城蘭德索爾","201","bgm_M486","bgm_M486","1","3","0","0","0","0","0","0"
"20039201","20039","王城蘭德索爾","201","bgm_M486","bgm_M486","1","0","0","0","0","0","0","0"
"20040101","20040","慈樂之音夏日演唱會會場","201","bgm_M496","bgm_M496","1","1","100","0","0","0","0","0"
"20040201","20040","慈樂之音夏日演唱會會場","201","bgm_M496","bgm_M496","1","0","0","0","0","0","0","0"
"20041101","20041","王城蘭德索爾","201","bgm_M508","bgm_M508","1","1","0","0","0","0","0","0"
"20041102","20041","大江戶町","201","bgm_M508","bgm_M508","1","2","45","0","0","0","0","0"
"20041201","20041","大江戶町","201","bgm_M508","bgm_M508","1","0","0","0","0","0","0","0"
"20042101","20042","王城蘭德索爾","201","bgm_M520","bgm_M520","1","1","128","0","0","0","0","0"
"20042102","20042","王城蘭德索爾","201","bgm_M520","bgm_M520","1","2","0","0","0","0","0","0"
"20042201","20042","王城蘭德索爾","201","bgm_M520","bgm_M520","1","1","0","0","0","0","0","31"
"20043101","20043","王城蘭德索爾","201","bgm_M527","bgm_M527","1","1","40","0","0","0","0","0"
"20043102","20043","蘭德索爾近郊","201","bgm_M527","bgm_M527","1","2","0","0","0","0","0","0"
"20043201","20043","蘭德索爾近郊","201","bgm_M527","bgm_M527","1","0","0","0","0","0","0","0"
"20044101","20044","甜點大賽會場","201","bgm_M536","bgm_M536","1","1","70","0","0","0","0","0"
"20044201","20044","甜點大賽會場","201","bgm_M536","bgm_M536","1","0","0","0","0","0","0","0"
"20045101","20045","蘭德索爾近郊","201","bgm_M543","bgm_M543","1","1","0","0","0","0","0","0"
"20045102","20045","港小鎮‧大間","201","bgm_M543","bgm_M543","1","2","0","0","0","0","0","0"
"20045103","20045","塔帕斯海灘 周邊","201","bgm_M543","bgm_M543","1","3","0","0","0","0","0","0"
"20045104","20045","加托羅斯山","201","bgm_M543","bgm_M543","1","4","0","0","0","0","0","0"
"20045201","20045","加托羅斯山","201","bgm_M543","bgm_M543","1","0","0","0","0","0","0","0"
"20046101","20046","王城蘭德索爾","201","bgm_M552","bgm_M552_03","1","1","0","0","0","0","0","0"
"20046102","20046","蘭德索爾近郊","201","bgm_M552","bgm_M552_03","1","2","0","0","0","0","0","0"
"20046103","20046","伊麗絲樹海","201","bgm_M552","bgm_M552_03","1","3","0","0","0","0","0","0"
"20046104","20046","佛洛拉湖畔","201","bgm_M552","bgm_M552_03","1","4","0","0","0","0","0","0"
"20046201","20046","佛洛拉湖畔","201","bgm_M552","bgm_M552_03","1","0","0","0","0","0","0","0"
"20047101","20047","王城蘭德索爾","201","bgm_M553","bgm_M553","1","1","40","0","0","0","0","0"
"20047102","20047","世界之間的夾縫","201","bgm_M553","bgm_M553","1","2","0","0","0","0","0","0"
"20047201","20047","世界之間的夾縫","201","bgm_M553","bgm_M553","1","0","0","0","0","0","0","0"
"20048101","20048","咲戀育幼院內","201","bgm_M565","bgm_M565","1","1","0","0","0","0","0","0"
"20048102","20048","伊麗莎白牧場　牧場溫泉","201","bgm_M565","bgm_M565","1","2","0","0","0","0","0","0"
"20048201","20048","伊麗莎白牧場　牧場溫泉","201","bgm_M565","bgm_M565","1","0","0","0","0","0","0","0"
"20049101","20049","蘭德索爾郊外","201","bgm_M574","bgm_M574","1","1","0","0","0","0","0","0"
"20049102","20049","賭場大廳","201","bgm_M574","bgm_M574","1","2","0","0","0","0","0","0"
"20049201","20049","賭場大廳","201","bgm_M574","bgm_M574","1","0","0","0","0","0","0","0"
"20050101","20050","遭詛咒的海盜島","201","bgm_M582","bgm_M582","1","1","0","0","0","0","0","0"
"20050201","20050","遭詛咒的海盜島","201","bgm_M582","bgm_M582","1","0","0","0","0","0","0","0"
"20051101","20051","露營領域","201","bgm_M595","bgm_M595","1","1","128","0","0","0","0","0"
"20051201","20051","露營領域","201","bgm_M595","bgm_M595","1","0","0","0","0","0","0","0"
