b365becc1c08fcef01771d393f0901c9758863279b2a92b0e2ae62d663e714ee,3db370b1a58262fe66904d80f99214873bc9e7b21b4a2822cd2df34e2bd27803,f846b9c1e5821720fb6394be8f4a82c02e95129fc64550361b479a2d44d25484,f3a87456aab148586ff79430708286529a61c6d898163c7f7cd62d968c545a9c,fffb51d91a1e11f67c4dc784a58586c620681e339897756bd22af70d65890098,b751a0c4cbba4450551f3fd2a363b007f5ba44577a4aadf671c54b3ca91bfd21,481fdd6e9e9647221914853ef87b1871d829f794f66b8880336244cf150798fe,f77e07c94b75511c1ad6a1c355acc39a879185e33cb9fff7145014c7ee96e5d0,26587294b4abe2ef82b6704bf2cedaf184703272fbc5e358e21a26b8a0a43c6e,8bf3bc871f72fd247b9cca57eaaf28771621fd1f49fcb62fc425c721e5a34b2f,66d45aa28f2191a062b8ad2ed7d0d46485a2bd4f722e4182c5a5f62e3c455523,a87ea2bacbb80461da474931d4988e7b3c9a566decd89f4639dc243575c771b5,920d98c2c3eac54b592fd1433bcf3d2f4c76218278b7ba8c69e5f1950157de56,706ac1dcd85e4b5e1b7cd7e5593e65fca43b99e73bc8b98d47e421e0312465ce,9a409ba04b69e45a5394932c77cf06c3119abc7264708991dad54786527a90f0
"20016","1004510","2019/12/02 16:00:00","1","0","打倒 1 隻奄美魔物（NORMAL限定）","99001017","660016101","1","0","2030/04/01 14:59:59","601","8006","99001017","9001"
"20016","1004511","2019/12/02 16:00:00","1","0","打倒 1 隻奄美魔物（HARD限定）","99001018","660016201","1","0","2030/04/01 14:59:59","601","8007","99001018","9001"
"20016","1004512","2019/12/02 16:00:00","1","0","打倒 1 隻奄美魔物（VERY HARD限定）","99001019","660016301","1","0","2030/04/01 14:59:59","601","8010","99001019","9001"
"10045","1004513","2019/12/02 16:00:00","1","0","打倒 1 隻奄美魔物（SPECIAL限定）","99001020","610045401","1","0","2030/04/01 14:59:59","601","6011","99001020","9001"
"10021","14","2029/12/02 16:00:00","1","0","在香織的靈魂式空手道場累計獲得 300000 分","99001021","0","1","0","2030/04/01 14:59:59","601","6001","99001021","0"
"10021","15","2029/12/02 16:00:00","1","0","在香織的靈魂式空手道場EXTRA一次獲得 70000 分","99001022","0","1","0","2030/04/01 14:59:59","601","6001","99001022","0"
"20017","1004710","2020/01/02 16:00:00","1","0","打倒 1 隻劇毒曼德拉草（NORMAL限定）","99001023","660017101","1","0","2030/04/01 14:59:59","601","6006","99001023","9001"
"20017","1004711","2020/01/02 16:00:00","1","0","打倒 1 隻劇毒曼德拉草（HARD限定）","99001024","660017201","1","0","2030/04/01 14:59:59","601","6007","99001024","9001"
"20017","1004712","2020/01/02 16:00:00","1","0","打倒 1 隻劇毒曼德拉草（VERY HARD限定）","99001025","660017301","1","0","2030/04/01 14:59:59","601","6010","99001025","9001"
"10047","1004713","2020/01/02 16:00:00","1","0","打倒 1 隻劇毒曼德拉草（SPECIAL限定）","99001026","610047401","1","0","2030/04/01 14:59:59","601","6011","99001026","9001"
"20018","1004910","2020/02/04 16:00:00","1","0","打倒 1 隻幻影男爵（NORMAL限定）","99001027","660018101","1","0","2030/04/01 14:59:59","601","6006","99001027","9001"
"20018","1004911","2020/02/04 16:00:00","1","0","打倒 1 隻幻影男爵（HARD限定）","99001028","660018201","1","0","2030/04/01 14:59:59","601","6007","99001028","9001"
"20018","1004912","2020/02/04 16:00:00","1","0","打倒 1 隻幻影男爵（VERY HARD限定）","99001029","660018301","1","0","2030/04/01 14:59:59","601","6010","99001029","9001"
"10049","1004913","2020/02/04 16:00:00","1","0","打倒 1 隻幻影男爵（SPECIAL限定）","99001030","610049401","1","0","2030/04/01 14:59:59","601","6011","99001030","9001"
"20019","1005110","2020/03/02 16:00:00","1","0","打倒 1 隻似龍生物（NORMAL限定）","99001031","660019101","1","0","2030/04/01 14:59:59","601","6006","99001031","9001"
"20019","1005111","2020/03/02 16:00:00","1","0","打倒 1 隻似龍生物（HARD限定）","99001032","660019201","1","0","2030/04/01 14:59:59","601","6007","99001032","9001"
"20019","1005112","2020/03/02 16:00:00","1","0","打倒 1 隻似龍生物（VERY HARD限定）","99001033","660019301","1","0","2030/04/01 14:59:59","601","6010","99001033","9001"
"10051","1005113","2020/03/02 16:00:00","1","0","打倒 1 隻似龍生物（SPECIAL限定）","99001034","610051401","1","0","2030/04/01 14:59:59","601","6011","99001034","9001"
"10021","14","2029/04/01 15:00:00","1","0","龍人們的接龍競賽累計分數超過300000分","99001039","0","1","0","2030/04/01 14:59:59","601","6001","99001039","0"
"10021","15","2029/04/01 15:00:00","1","0","龍人們的接龍競賽的字彙圖鑑收集240個字彙","99001040","0","1","0","2030/04/01 14:59:59","601","6001","99001040","0"
"10021","15","2029/04/01 15:00:00","1","0","龍人們的接龍競賽的字彙圖鑑收集480個字彙","99001041","0","1","0","2030/04/01 14:59:59","601","6001","99001041","0"
"20020","1005510","2020/04/01 16:00:00","1","0","打倒 1 隻復仇者馴鹿（NORMAL限定）","99001042","660020101","1","0","2030/04/01 14:59:59","601","6006","99001042","9001"
"20020","1005511","2020/04/01 16:00:00","1","0","打倒 1 隻復仇者馴鹿（HARD限定）","99001043","660020201","1","0","2030/04/01 14:59:59","601","6007","99001043","9001"
"20020","1005512","2020/04/01 16:00:00","1","0","打倒 1 隻復仇者馴鹿（VERY HARD限定）","99001044","660020301","1","0","2030/04/01 14:59:59","601","6010","99001044","9001"
"10055","1005513","2020/04/01 16:00:00","1","0","打倒 1 隻復仇者馴鹿（SPECIAL限定）","99001045","610055401","1","0","2030/04/01 14:59:59","601","6011","99001045","9001"
"20021","1005710","2020/05/05 16:00:00","1","0","打倒 1 隻山神大人（NORMAL限定）","99001046","660021101","1","0","2030/04/01 14:59:59","601","6006","99001046","9001"
"20021","1005711","2020/05/05 16:00:00","1","0","打倒 1 隻山神大人（HARD限定）","99001047","660021201","1","0","2030/04/01 14:59:59","601","6007","99001047","9001"
"20021","1005712","2020/05/05 16:00:00","1","0","打倒 1 隻山神大人（VERY HARD限定）","99001048","660021301","1","0","2030/04/01 14:59:59","601","6010","99001048","9001"
"10057","1005713","2020/05/05 16:00:00","1","0","打倒 1 隻山神大人（SPECIAL限定）","99001049","610057401","1","0","2030/04/01 14:59:59","601","6011","99001049","9001"
"20022","1006010","2020/06/03 16:00:00","1","0","打倒 1 隻反逆獸（NORMAL限定）","99001051","660022101","1","0","2030/04/01 14:59:59","601","6006","99001051","9001"
"20022","1006011","2020/06/03 16:00:00","1","0","打倒 1 隻反逆獸（HARD限定）","99001052","660022201","1","0","2030/04/01 14:59:59","601","6007","99001052","9001"
"20022","1006012","2020/06/03 16:00:00","1","0","打倒 1 隻反逆獸（VERY HARD限定）","99001053","660022301","1","0","2030/04/01 14:59:59","601","6010","99001053","9001"
"10060","1006013","2020/06/03 16:00:00","1","0","打倒 1 隻反逆獸（SPECIAL限定）","99001054","610060401","1","0","2030/04/01 14:59:59","601","6011","99001054","9001"
"10174","1017410","2020/09/30 16:00:00","1","0","打倒 1 隻喧囂獨角兔（NORMAL限定）","99001055","610062101","1","0","2030/04/01 14:59:59","601","6006","99001055","9001"
"10174","1017411","2020/09/30 16:00:00","1","0","打倒 1 隻喧囂獨角兔（HARD限定）","99001056","610062201","1","0","2030/04/01 14:59:59","601","6007","99001056","9001"
"10174","1017412","2020/09/30 16:00:00","1","0","打倒 1 隻喧囂獨角兔（VERY HARD限定）","99001057","610062301","1","0","2030/04/01 14:59:59","601","6010","99001057","9001"
"10174","1017413","2020/09/30 16:00:00","1","0","打倒 1 隻喧囂獨角兔（SPECIAL限定）","99001058","610062401","1","0","2030/04/01 14:59:59","601","6011","99001058","9001"
"10175","1017510","2020/10/12 16:00:00","1","0","打倒 1 隻糾結的盆栽小花（NORMAL限定）","99001059","610063101","1","0","2030/04/01 14:59:59","601","6006","99001059","9001"
"10175","1017511","2020/10/12 16:00:00","1","0","打倒 1 隻糾結的盆栽小花（HARD限定）","99001060","610063201","1","0","2030/04/01 14:59:59","601","6007","99001060","9001"
"10175","1017512","2020/10/12 16:00:00","1","0","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","99001061","610063301","1","0","2030/04/01 14:59:59","601","6010","99001061","9001"
"10175","1017513","2020/10/12 16:00:00","1","0","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","99001062","610063401","1","0","2030/04/01 14:59:59","601","6011","99001062","9001"
"20023","1006510","2020/07/02 16:00:00","1","0","打倒 1 隻好朋友X（NORMAL限定）","99001063","660023101","1","0","2030/04/01 14:59:59","601","6006","99001063","9001"
"20023","1006511","2020/07/02 16:00:00","1","0","打倒 1 隻好朋友X（HARD限定）","99001064","660023201","1","0","2030/04/01 14:59:59","601","6007","99001064","9001"
"20023","1006512","2020/07/02 16:00:00","1","0","打倒 1 隻好朋友X（VERY HARD限定）","99001065","660023301","1","0","2030/04/01 14:59:59","601","6010","99001065","9001"
"10065","1006513","2020/07/02 16:00:00","1","0","打倒 1 隻好朋友X（SPECIAL限定）","99001066","610065401","1","0","2030/04/01 14:59:59","601","6011","99001066","9001"
"20024","1006710","2020/08/03 16:00:00","1","0","打倒 1 隻忍者首領半藏（NORMAL限定）","99001067","660024101","1","0","2030/04/01 14:59:59","601","6006","99001067","9001"
"20024","1006711","2020/08/03 16:00:00","1","0","打倒 1 隻忍者首領半藏（HARD限定）","99001068","660024201","1","0","2030/04/01 14:59:59","601","6007","99001068","9001"
"20024","1006712","2020/08/03 16:00:00","1","0","打倒 1 隻忍者首領半藏（VERY HARD限定）","99001069","660024301","1","0","2030/04/01 14:59:59","601","6010","99001069","9001"
"10067","1006713","2020/08/03 16:00:00","1","0","打倒 1 隻忍者首領半藏（SPECIAL限定）","99001070","610067401","1","0","2030/04/01 14:59:59","601","6011","99001070","9001"
"10040","14","2029/04/01 15:00:00","1","0","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","99001071","0","1","0","2030/04/01 14:59:59","601","6001","99001071","0"
"10040","14","2029/04/01 15:00:00","1","0","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","99001072","0","1","0","2030/04/01 14:59:59","601","6001","99001072","0"
"10040","15","2029/04/01 15:00:00","1","0","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","99001073","0","1","0","2030/04/01 14:59:59","601","6001","99001073","0"
"20025","1006910","2020/09/04 16:00:00","1","0","打倒 1 隻賈巴沃克（NORMAL限定）","99001074","660025101","1","0","2030/04/01 14:59:59","601","6006","99001074","9001"
"20025","1006911","2020/09/04 16:00:00","1","0","打倒 1 隻賈巴沃克（HARD限定）","99001075","660025201","1","0","2030/04/01 14:59:59","601","6007","99001075","9001"
"20025","1006912","2020/09/04 16:00:00","1","0","打倒 1 隻賈巴沃克（VERY HARD限定）","99001076","660025301","1","0","2030/04/01 14:59:59","601","6010","99001076","9001"
"10069","1006913","2020/09/04 16:00:00","1","0","打倒 1 隻賈巴沃克（SPECIAL限定）","99001077","610069401","1","0","2030/04/01 14:59:59","601","6011","99001077","9001"
"20026","1007110","2020/11/02 16:00:00","1","0","打倒 1 隻覺醒‧花心星（NORMAL限定）","99001078","660026101","1","0","2030/04/01 14:59:59","601","6006","99001078","9001"
"20026","1007111","2020/11/02 16:00:00","1","0","打倒 1 隻覺醒‧花心星（HARD限定）","99001079","660026201","1","0","2030/04/01 14:59:59","601","6007","99001079","9001"
"20026","1007112","2020/11/02 16:00:00","1","0","打倒 1 隻覺醒‧花心星（VERY HARD限定）","99001080","660026301","1","0","2030/04/01 14:59:59","601","6010","99001080","9001"
"10071","1007113","2020/11/02 16:00:00","1","0","打倒 1 隻覺醒‧花心星（SPECIAL限定）","99001081","610071401","1","0","2030/04/01 14:59:59","601","6011","99001081","9001"
"20027","1007310","2020/12/04 16:00:00","1","0","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","99001082","660027101","1","0","2030/04/01 14:59:59","601","6006","99001082","9001"
"20027","1007311","2020/12/04 16:00:00","1","0","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","99001083","660027201","1","0","2030/04/01 14:59:59","601","6007","99001083","9001"
"20027","1007312","2020/12/04 16:00:00","1","0","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","99001084","660027301","1","0","2030/04/01 14:59:59","601","6010","99001084","9001"
"10073","1007313","2020/12/04 16:00:00","1","0","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","99001085","610073401","1","0","2030/04/01 14:59:59","601","6011","99001085","9001"
"10021","14","2020/12/04 16:00:00","1","0","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","99001086","0","1","0","2030/04/01 14:59:59","601","6001","99001086","0"
"10021","14","2020/12/04 16:00:00","1","0","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","99001087","0","1","0","2030/04/01 14:59:59","601","6001","99001087","0"
"10021","14","2020/12/04 16:00:00","1","0","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","99001088","0","1","0","2030/04/01 14:59:59","601","6001","99001088","0"
"10021","14","2020/12/04 16:00:00","1","0","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","99001089","0","1","0","2030/04/01 14:59:59","601","6001","99001089","0"
"10021","14","2020/12/04 16:00:00","1","0","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","99001090","0","1","0","2030/04/01 14:59:59","601","6001","99001090","0"
"20028","1007510","2020/12/31 16:00:00","1","0","打倒 1 隻失控的純潔之弓（NORMAL限定）","99001091","660028101","1","0","2030/04/01 14:59:59","601","6006","99001091","9001"
"20028","1007511","2020/12/31 16:00:00","1","0","打倒 1 隻失控的純潔之弓（HARD限定）","99001092","660028201","1","0","2030/04/01 14:59:59","601","6007","99001092","9001"
"20028","1007512","2020/12/31 16:00:00","1","0","打倒 1 隻失控的純潔之弓（VERY HARD限定）","99001093","660028301","1","0","2030/04/01 14:59:59","601","6010","99001093","9001"
"10075","1007513","2020/12/31 16:00:00","1","0","打倒 1 隻失控的純潔之弓（SPECIAL限定）","99001094","610075401","1","0","2030/04/01 14:59:59","601","6011","99001094","9001"
"20029","1007710","2021/02/01 16:00:00","1","0","打倒1隻驚叫鬼魂教父（NORMAL限定）","99001095","660029101","1","0","2030/04/01 14:59:59","601","6006","99001095","9001"
"20029","1007711","2021/02/01 16:00:00","1","0","打倒1隻驚叫鬼魂教父（HARD限定）","99001096","660029201","1","0","2030/04/01 14:59:59","601","6007","99001096","9001"
"20029","1007712","2021/02/01 16:00:00","1","0","打倒1隻驚叫鬼魂教父（VERY HARD限定）","99001097","660029301","1","0","2030/04/01 14:59:59","601","6010","99001097","9001"
"10077","1007713","2021/02/01 16:00:00","1","0","打倒1隻驚叫鬼魂教父（SPECIAL限定）","99001098","610077401","1","0","2030/04/01 14:59:59","601","6011","99001098","9001"
"20030","1007910","2021/03/02 16:00:00","1","0","打倒1隻反逆獸 de M（NORMAL限定）","99001099","660030101","1","0","2030/04/01 14:59:59","601","6006","99001099","9001"
"20030","1007911","2021/03/02 16:00:00","1","0","打倒1隻反逆獸 de M（HARD限定）","99001100","660030201","1","0","2030/04/01 14:59:59","601","6007","99001100","9001"
"20030","1007912","2021/03/02 16:00:00","1","0","打倒1隻反逆獸 de M（VERY HARD限定）","99001101","660030301","1","0","2030/04/01 14:59:59","601","6010","99001101","9001"
"10079","1007913","2021/03/02 16:00:00","1","0","打倒1隻反逆獸 de M（SPECIAL限定）","99001102","610079401","1","0","2030/04/01 14:59:59","601","6011","99001102","9001"
"20031","1008110","2021/04/01 16:00:00","1","0","打倒1隻被操控的雪人（NORMAL限定）","99001103","660031101","1","0","2030/04/01 14:59:59","601","6006","99001103","9001"
"20031","1008111","2021/04/01 16:00:00","1","0","打倒1隻被操控的雪人（HARD限定）","99001104","660031201","1","0","2030/04/01 14:59:59","601","6007","99001104","9001"
"20031","1008112","2021/04/01 16:00:00","1","0","打倒1隻被操控的雪人（VERY HARD限定）","99001105","660031301","1","0","2030/04/01 14:59:59","601","6010","99001105","9001"
"10081","1008113","2021/04/01 16:00:00","1","0","打倒1隻被操控的雪人（SPECIAL限定）","99001106","610081401","1","0","2030/04/01 14:59:59","601","6011","99001106","9001"
"20032","1008310","2021/05/04 16:00:00","1","0","打倒 1 隻究極金槍鮪（NORMAL限定）","99001107","660032101","1","0","2030/04/01 14:59:59","601","6006","99001107","9001"
"20032","1008311","2021/05/04 16:00:00","1","0","打倒 1 隻究極金槍鮪（HARD限定）","99001108","660032201","1","0","2030/04/01 14:59:59","601","6007","99001108","9001"
"20032","1008312","2021/05/04 16:00:00","1","0","打倒 1 隻究極金槍鮪（VERY HARD限定）","99001109","660032301","1","0","2030/04/01 14:59:59","601","6010","99001109","9001"
"10083","1008313","2021/05/04 16:00:00","1","0","打倒 1 隻究極金槍鮪（SPECIAL限定）","99001110","610083401","1","0","2030/04/01 14:59:59","601","6011","99001110","9001"
"20033","1008610","2021/06/02 16:00:00","1","0","打倒 1 隻角鹿將軍（NORMAL限定）","99001111","660033101","1","0","2030/04/01 14:59:59","601","6006","99001111","9001"
"20033","1008611","2021/06/02 16:00:00","1","0","打倒 1 隻角鹿將軍（HARD限定）","99001112","660033201","1","0","2030/04/01 14:59:59","601","6007","99001112","9001"
"20033","1008612","2021/06/02 16:00:00","1","0","打倒 1 隻角鹿將軍（VERY HARD限定）","99001113","660033301","1","0","2030/04/01 14:59:59","601","6010","99001113","9001"
"10086","1008613","2021/06/02 16:00:00","1","0","打倒 1 隻角鹿將軍（SPECIAL限定）","99001114","610086401","1","0","2030/04/01 14:59:59","601","6011","99001114","9001"
"20034","1008710","2021/06/12 16:00:00","1","0","打倒 1 隻黑風之精靈（NORMAL限定）","99001115","660034101","1","0","2030/04/01 14:59:59","601","6006","99001115","9001"
"20034","1008711","2021/06/12 16:00:00","1","0","打倒 1 隻黑風之精靈（HARD限定）","99001116","660034201","1","0","2030/04/01 14:59:59","601","6007","99001116","9001"
"20034","1008712","2021/06/12 16:00:00","1","0","打倒 1 隻黑風之精靈（VERY HARD限定）","99001117","660034301","1","0","2030/04/01 14:59:59","601","6010","99001117","9001"
"10087","1008713","2021/06/12 16:00:00","1","0","打倒 1 隻黑風之精靈（SPECIAL限定）","99001118","610087401","1","0","2030/04/01 14:59:59","601","6011","99001118","9001"
"20035","1008910","2021/07/05 16:00:00","1","0","打倒 1 隻魔物的公主（NORMAL限定）","99001119","660035101","1","0","2030/04/01 14:59:59","601","6006","99001119","9001"
"20035","1008911","2021/07/05 16:00:00","1","0","打倒 1 隻魔物的公主（HARD限定）","99001120","660035201","1","0","2030/04/01 14:59:59","601","6007","99001120","9001"
"20035","1008912","2021/07/05 16:00:00","1","0","打倒 1 隻魔物的公主（VERY HARD限定）","99001121","660035301","1","0","2030/04/01 14:59:59","601","6010","99001121","9001"
"10089","1008913","2021/07/05 16:00:00","1","0","打倒 1 隻魔物的公主（SPECIAL限定）","99001122","610089401","1","0","2030/04/01 14:59:59","601","6011","99001122","9001"
"20036","1009110","2021/08/02 16:00:00","1","0","打倒 1 隻無名的藝術（NORMAL限定）","99001123","660036101","1","0","2030/04/01 14:59:59","601","6006","99001123","9001"
"20036","1009111","2021/08/02 16:00:00","1","0","打倒 1 隻無名的藝術（HARD限定）","99001124","660036201","1","0","2030/04/01 14:59:59","601","6007","99001124","9001"
"20036","1009112","2021/08/02 16:00:00","1","0","打倒 1 隻無名的藝術（VERY HARD限定）","99001125","660036301","1","0","2030/04/01 14:59:59","601","6010","99001125","9001"
"10091","1009113","2021/08/02 16:00:00","1","0","打倒 1 隻無名的藝術（SPECIAL限定）","99001126","610091401","1","0","2030/04/01 14:59:59","601","6011","99001126","9001"
"20037","1009310","2021/09/01 16:00:00","1","0","打倒1隻爆裂‧時間儀（NORMAL限定）","99001127","660037101","1","0","2030/04/01 14:59:59","601","6006","99001127","9001"
"20037","1009311","2021/09/01 16:00:00","1","0","打倒1隻爆裂‧時間儀（HARD限定）","99001128","660037201","1","0","2030/04/01 14:59:59","601","6007","99001128","9001"
"20037","1009312","2021/09/01 16:00:00","1","0","打倒1隻爆裂‧時間儀（VERY HARD限定）","99001129","660037301","1","0","2030/04/01 14:59:59","601","6010","99001129","9001"
"10093","1009313","2021/09/01 16:00:00","1","0","打倒1隻爆裂‧時間儀（SPECIAL限定）","99001130","610093401","1","0","2030/04/01 14:59:59","601","6011","99001130","9001"
"10066","15","2029/09/01 16:00:00","1","0","龍人們的接龍競賽的字彙圖鑑收集728個字彙","99001131","0","1","0","2030/04/01 14:59:59","601","6001","99001131","0"
"20038","1009510","2021/10/01 16:00:00","1","0","打倒 1 隻究極機械玩具王（NORMAL限定）","99001132","660038101","1","0","2030/04/01 14:59:59","601","6006","99001132","9001"
"20038","1009511","2021/10/01 16:00:00","1","0","打倒 1 隻究極機械玩具王（HARD限定）","99001133","660038201","1","0","2030/04/01 14:59:59","601","6007","99001133","9001"
"20038","1009512","2021/10/01 16:00:00","1","0","打倒 1 隻究極機械玩具王（VERY HARD限定）","99001134","660038301","1","0","2030/04/01 14:59:59","601","6010","99001134","9001"
"10095","1009513","2021/10/01 16:00:00","1","0","打倒 1 隻究極機械玩具王（SPECIAL限定）","99001135","610095401","1","0","2030/04/01 14:59:59","601","6011","99001135","9001"
"20039","1009710","2021/11/01 16:00:00","1","0","完成1次擅長的作業","99001136","660039101","1","0","2030/04/01 14:59:59","601","6006","99001136","9001"
"20039","1009711","2021/11/01 16:00:00","1","0","完成1次有些棘手的作業","99001137","660039201","1","0","2030/04/01 14:59:59","601","6007","99001137","9001"
"20039","1009712","2021/11/01 16:00:00","1","0","完成1次非常棘手的作業","99001138","660039301","1","0","2030/04/01 14:59:59","601","6010","99001138","9001"
"10097","1009713","2021/11/01 16:00:00","1","0","完成1次留到暑假最後一天的作業","99001139","610097401","1","0","2030/04/01 14:59:59","601","6011","99001139","9001"
"10097","15","2029/04/01 16:00:00","1","0","閱覽所有暑假圖畫日記","99001140","0","1","0","2030/04/01 14:59:59","601","6001","99001140","0"
"20040","1009910","2021/12/02 16:00:00","1","0","打倒1隻女王歌唱水母（NORMAL限定）","99001142","660040101","1","0","2030/04/01 14:59:59","601","6006","99001142","9001"
"20040","1009911","2021/12/02 16:00:00","1","0","打倒1隻女王歌唱水母（HARD限定）","99001143","660040201","1","0","2030/04/01 14:59:59","601","6007","99001143","9001"
"20040","1009912","2021/12/02 16:00:00","1","0","打倒1隻女王歌唱水母（VERY HARD限定）","99001144","660040301","1","0","2030/04/01 14:59:59","601","6010","99001144","9001"
"10099","1009913","2021/12/02 16:00:00","1","0","打倒1隻女王歌唱水母（SPECIAL限定）","99001145","610099401","1","0","2030/04/01 14:59:59","601","6011","99001145","9001"
"10072","14","2029/04/01 15:00:00","1","0","在周邊區獲得所有周邊的50%","99001146","0","1","0","2030/04/01 14:59:59","601","6001","99001146","0"
"10072","14","2029/04/01 15:00:00","1","0","在周邊區獲得所有種類的周邊","99001147","0","1","0","2030/04/01 14:59:59","601","6001","99001147","0"
"20041","1010110","2022/01/03 16:00:00","1","0","打倒1隻基古魯博士（NORMAL限定）","99001148","660041101","1","0","2030/04/01 14:59:59","601","6006","99001148","9001"
"20041","1010111","2022/01/03 16:00:00","1","0","打倒1隻基古魯博士（HARD限定）","99001149","660041201","1","0","2030/04/01 14:59:59","601","6007","99001149","9001"
"20041","1010112","2022/01/03 16:00:00","1","0","打倒1隻基古魯博士（VERY HARD限定）","99001150","660041301","1","0","2030/04/01 14:59:59","601","6010","99001150","9001"
"10101","1010113","2022/01/03 16:00:00","1","0","打倒1隻基古魯博士（SPECIAL限定）","99001151","610101401","1","0","2030/04/01 14:59:59","601","6011","99001151","9001"
"20042","1010310","2022/02/01 16:00:00","1","0","打倒1隻哀暴小棉花糖（NORMAL限定）","99001152","660042101","1","0","2030/04/01 14:59:59","601","6006","99001152","9001"
"20042","1010311","2022/02/01 16:00:00","1","0","打倒1隻哀暴小棉花糖（HARD限定）","99001153","660042201","1","0","2030/04/01 14:59:59","601","6007","99001153","9001"
"20042","1010312","2022/02/01 16:00:00","1","0","打倒1隻哀暴小棉花糖（VERY HARD限定）","99001154","660042301","1","0","2030/04/01 14:59:59","601","6010","99001154","9001"
"10103","1010313","2022/02/01 16:00:00","1","0","打倒1隻哀暴小棉花糖（SPECIAL限定）","99001155","610103401","1","0","2030/04/01 14:59:59","601","6011","99001155","9001"
