623fbe90cef5608fe79b4d1790f3dd65c2f22f42d2439d7cae5e96c0ded0dc25,3d9fc02281eb6e7b634b00fc7a2c4b2c410bb9fee77c19606a4ed9701b18ef7d,1bc168a7aa82bee0d3044940827ca66af539d107fe9296c546eb64fb395e0dd1,b945eeef48b21415bdbb411d94340b618ae2190d3ea58e044a79ce978e27f27e,573fec246af257e51a0e8ce838568df0ee1d7492a4f2eea0b23fff930d76eb1c,9f9e3e06d6bf750a71403eb134f1ef80643cf9ad33b242b160d96b997d394f5e,d2989693a53e8d588362221183b7e58b08ae6cb8b75f8c9566812a2b5e9df78f,53a4deba53d6d9ea08dd1ae3b989e62a6d447de683ec1a6986ca3dab8b646430,1dd6832e965ae6f4cea4fdee6162739932e4195300064d332d7256cd57fecfaf,f81fd21d0537165ff540990c145bce1b74d015025019ce79b5f0abdcb21c86fb
"10590","2","3","2","5037","2200013","34","575","5038","5039"
"10590","2","5","2","5040","2200014","34","575","5041","5042"
"10590","2","7","2","5043","2200015","34","575","5044","5045"
"10590","2","3","2","5046","2200016","34","575","5047","5048"
"10590","2","5","2","5049","2200017","34","575","5050","5051"
"10590","2","7","2","5052","2200018","34","575","5053","5054"
"10590","2","5","2","5055","2200019","34","575","5056","5057"
"10590","2","7","2","5058","2200020","34","575","5059","5060"
"9360","2","3","3","6001","2300001","33","700","6002","6003"
"9360","2","5","3","6004","2300002","33","700","6005","6006"
"9360","2","7","3","6007","2300003","33","700","6008","6009"
"9360","2","3","3","6010","2300004","33","700","6011","6012"
"9360","2","5","3","6013","2300005","33","700","6014","6015"
"9360","2","7","3","6016","2300006","33","700","6017","6018"
"9360","2","3","3","6019","2300007","33","700","6020","6021"
"9360","2","5","3","6022","2300008","33","700","6023","6024"
"9360","2","7","3","6025","2300009","33","700","6026","6027"
"9360","2","3","3","6028","2300010","33","700","6029","6030"
"9360","2","5","3","6031","2300011","33","700","6032","6033"
"9360","2","7","3","6034","2300012","33","700","6035","6036"
"9360","2","3","3","6037","2300013","33","700","6038","6039"
"9360","2","5","3","6040","2300014","33","700","6041","6042"
"9360","2","7","3","6043","2300015","33","700","6044","6045"
"9360","2","3","3","6046","2300016","33","700","6047","6048"
"9360","2","5","3","6049","2300017","33","700","6050","6051"
"9360","2","7","3","6052","2300018","33","700","6053","6054"
"10590","2","3","3","6055","2300019","34","575","6056","6057"
"10590","2","5","3","6058","2300020","34","575","6059","6060"
"10590","2","7","3","6061","2300021","34","575","6062","6063"
"10590","2","3","3","6064","2300022","34","575","6065","6066"
"10590","2","5","3","6067","2300023","34","575","6068","6069"
"10590","2","7","3","6070","2300024","34","575","6071","6072"
"10590","2","3","3","6073","2300025","34","575","6074","6075"
"10590","2","5","3","6076","2300026","34","575","6077","6078"
"10590","2","7","3","6079","2300027","34","575","6080","6081"
"10590","2","3","3","6082","2300028","34","575","6083","6084"
"10590","2","5","3","6085","2300029","34","575","6086","6087"
"10590","2","7","3","6088","2300030","34","575","6089","6090"
"14280","3","1","1","7001","3100001","39","340","7002","7003"
"14280","3","1","1","7004","3100002","39","340","7005","7006"
"14280","3","1","1","7007","3100003","39","340","7008","7009"
"14280","3","1","1","7010","3100004","39","340","7011","7012"
"14280","3","1","1","7013","3100005","39","340","7014","7015"
"14280","3","1","1","7016","3100006","39","340","7017","7018"
"13050","3","1","1","7019","3100007","36","375","7020","7021"
"13050","3","1","1","7022","3100008","36","375","7023","7024"
"13050","3","1","1","7025","3100009","36","375","7026","7027"
"13050","3","1","1","7028","3100010","36","375","7029","7030"
"14280","3","1","2","8001","3200001","41","340","8002","8003"
"14280","3","1","2","8004","3200002","41","340","8005","8006"
"14280","3","1","2","8007","3200003","41","340","8008","8009"
"14280","3","1","2","8010","3200004","41","340","8011","8012"
"14280","3","1","2","8013","3200005","41","340","8014","8015"
"14280","3","1","2","8016","3200006","41","340","8017","8018"
"14280","3","1","2","8019","3200007","41","340","8020","8021"
"14280","3","1","2","8022","3200008","41","340","8023","8024"
"14280","3","1","2","8025","3200009","41","340","8026","8027"
"14280","3","1","2","8028","3200010","41","340","8029","8030"
"14280","3","1","2","8031","3200011","41","340","8032","8033"
"14280","3","1","2","8034","3200012","41","340","8035","8036"
"13050","3","1","2","8037","3200013","38","375","8038","8039"
"13050","3","1","2","8040","3200014","38","375","8041","8042"
"13050","3","1","2","8043","3200015","38","375","8044","8045"
"13050","3","1","2","8046","3200016","38","375","8047","8048"
"13050","3","1","2","8049","3200017","38","375","8050","8051"
"13050","3","1","2","8052","3200018","38","375","8053","8054"
"13050","3","1","2","8055","3200019","38","375","8056","8057"
"13050","3","1","2","8058","3200020","38","375","8059","8060"
"14280","3","1","3","9001","3300001","40","340","9002","9003"
"14280","3","1","3","9004","3300002","40","340","9005","9006"
"14280","3","1","3","9007","3300003","40","340","9008","9009"
"14280","3","1","3","9010","3300004","40","340","9011","9012"
"14280","3","1","3","9013","3300005","40","340","9014","9015"
"14280","3","1","3","9016","3300006","40","340","9017","9018"
"14280","3","1","3","9019","3300007","40","340","9020","9021"
"14280","3","1","3","9022","3300008","40","340","9023","9024"
"14280","3","1","3","9025","3300009","40","340","9026","9027"
"14280","3","1","3","9028","3300010","40","340","9029","9030"
"14280","3","1","3","9031","3300011","40","340","9032","9033"
"14280","3","1","3","9034","3300012","40","340","9035","9036"
"14280","3","1","3","9037","3300013","40","340","9038","9039"
"14280","3","1","3","9040","3300014","40","340","9041","9042"
"14280","3","1","3","9043","3300015","40","340","9044","9045"
"14280","3","1","3","9046","3300016","40","340","9047","9048"
"14280","3","1","3","9049","3300017","40","340","9050","9051"
"14280","3","1","3","9052","3300018","40","340","9053","9054"
"13050","3","1","3","9055","3300019","39","375","9056","9057"
"13050","3","1","3","9058","3300020","39","375","9059","9060"
"13050","3","1","3","9061","3300021","39","375","9062","9063"
"13050","3","1","3","9064","3300022","39","375","9065","9066"
"13050","3","1","3","9067","3300023","39","375","9068","9069"
"13050","3","1","3","9070","3300024","39","375","9071","9072"
"13050","3","1","3","9073","3300025","39","375","9074","9075"
"13050","3","1","3","9076","3300026","39","375","9077","9078"
"13050","3","1","3","9079","3300027","39","375","9080","9081"
"13050","3","1","3","9082","3300028","39","375","9083","9084"
"13050","3","1","3","9085","3300029","39","375","9086","9087"
"13050","3","1","3","9088","3300030","39","375","9089","9090"
