583574232f638ef5cea075d033d130f60b4d04a268f4d868064bb2091984924b,e3c681b5ab8685e1a2ec3e70c8570af8b0e3d2f1ad1639af243974d55048dc6b,c8074a0cf48adee33099d889916c2663926e47c7988035dbd8f66252312f1bc5,0a9b4d82fd50190efcc6bb69e83eb8ef5f08a066b507720d05c88844fe327e65,077d31026310980d5c7eeaf218066792e61d7bcf1e57e500db0320cd4d37dd8a,9899778adc46291ab766ad0b0479880dff7fcfb20bd22bf86a31161992c2b773,4f74495ba9d4b76a967016c80fcc929d70056c1f544d0fcd696d9fd4a1d5f969,05c95fc8176ebf778e33324a7506a1b30e5ecd80ea3d1cbb94b02b30323d395c,91eb4c801006d2a1c2094ae8b630e299463af91ca73424150faa93687262a1e4,be6bd597563bf6c20f7a87025d76106c137d10c081c22c1f9da6cc79ac8f14c5,adfc48e13d9845e9b0e42c3bbc873f50a06e681df78e279738de034ff3c8ad49,4b23b7c09987a0afaf3a3a31a3ae1ba3ef26b894da79df7c976620e785aeb110
"0","1","21016","深月（新年）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","20","0","0","2030/08/01 14:59:59","999","2023/05/01 16:00:00","深月（新年）專用水晶球 / Lv250","21"
"0","1","21017","嘉夜（解放者）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","21","0","0","2030/08/01 14:59:59","999","2023/01/31 12:00:00","嘉夜（解放者）專用水晶球 / Lv250","21"
"0","1","21018","花凜（煉金術士）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","22","0","0","2030/08/01 14:59:59","999","2023/09/01 16:00:00","花凜（煉金術士）專用水晶球 / Lv250","21"
"0","1","21019","秋乃（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","24","0","0","2030/08/01 14:59:59","999","2023/11/01 16:00:00","秋乃（夏日）專用水晶球 / Lv250","21"
"0","1","21020","空花（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","25","0","0","2030/08/01 14:59:59","999","2023/12/01 16:00:00","空花（夏日）專用水晶球 / Lv250","21"
"0","1","21021","祈梨（新年）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","27","0","0","2030/08/01 14:59:59","999","2024/05/01 16:00:00","祈梨（新年）專用水晶球 / Lv280","21"
"0","1","21022","怜（星素）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","28","0","0","2030/08/01 14:59:59","999","2024/06/01 16:00:00","怜（星素）專用水晶球 / Lv280","21"
"0","1","21900","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv180/RANK19。","4","0","0","2030/08/01 14:59:59","999","2021/08/02 16:00:00","輝光水晶球 / Lv180","21"
"0","1","21901","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv215/RANK23。","11","0","0","2030/08/01 14:59:59","999","2022/06/01 16:00:00","輝光水晶球 / Lv215","21"
"0","1","21902","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv250/RANK26。","18","0","0","2030/08/01 14:59:59","999","2023/04/01 16:00:00","輝光水晶球 / Lv250","21"
"0","1","21903","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv100/RANK12。","19","0","0","2030/08/01 14:59:59","999","2022/12/15 12:00:00","輝光水晶球 / Lv100","21"
"0","1","21904","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv260/RANK28。","23","0","0","2030/08/01 14:59:59","999","2023/09/01 16:00:00","輝光水晶球 / Lv260","21"
"0","1","21905","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv280/RANK29。","26","0","0","2030/08/01 14:59:59","999","2024/03/01 16:00:00","輝光水晶球 / Lv280","21"
"0","1","21951","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv240。","10001","0","0","2030/08/01 14:59:59","999","2022/10/14 16:00:00","專用裝備1輝光水晶球 / Lv240","23"
"0","1","21952","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv270。","10002","0","0","2030/08/01 14:59:59","999","2023/09/16 16:00:00","專用裝備1輝光水晶球 / Lv270","23"
"0","1","21953","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv290。","10003","0","0","2030/08/01 14:59:59","999","2024/07/15 16:00:00","專用裝備1輝光水晶球 / Lv290","23"
"120","1","22001","用來強化角色裝備，使用後增加 10 點裝備強化值。","10","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","精煉石","3"
"720","2","22002","用來強化角色裝備，使用後增加 60 點裝備強化值。","60","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","上級精煉石","3"
"2400","3","22003","用來強化角色裝備，使用後增加 200 點裝備強化值。","200","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","精練結晶","3"
"0","1","23001","使用於已獲得通關 Rank★3 的冒險時，能夠直接略過戰鬥時間的票券。","0","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","掃蕩券","5"
"0","1","23002","可縮短探險的冒險之所需時間的票券。","0","0","0","2030/08/01 14:59:59","999999","2015/12/17 15:00:00","縮時券","5"
"0","1","24001","可以玩 1 次白金轉蛋或精選轉蛋的轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","白金轉蛋券","8"
"0","1","24003","可使共鬥通關的獎勵變得豪華的票券。","0","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","共鬥券","10"
"0","1","24004","可以玩 10 次白金轉蛋或精選轉蛋的轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","白金10連轉蛋券","8"
"0","1","24009","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2021/02/21 12:00:00","★3必中3周年轉蛋券","17"
"0","1","24010","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2022/02/14 12:00:00","★3必中4周年轉蛋券","17"
"0","1","24014","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2023/09/01 16:00:00","★3必中 公主連結慶典2023紀念轉蛋券","17"
"0","1","24015","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2023/08/01 16:00:00","★3必中 5周年紀念轉蛋券","17"
"0","1","24016","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2023/08/01 05:00:00","★3必中 新手衝刺轉蛋券","17"
"0","1","24017","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","0","0","2030/08/01 14:59:59","999","2024/08/23 16:00:00","★3必中 公主連結慶典2024紀念轉蛋券","17"
"0","1","25001","喚醒角色所潛藏極大力量的道具。","0","0","0","2030/08/01 14:59:59","99999","2020/01/02 16:00:00","公主寶珠","20"
"0","1","25011","由構成世界的屬性之力，星素中的火屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素水晶球（火）","29"
"0","1","25012","由構成世界的屬性之力，星素中的水屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素水晶球（水）","29"
"0","1","25013","由構成世界的屬性之力，星素中的風屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素水晶球（風）","29"
"0","1","25014","由構成世界的屬性之力，星素中的光屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素水晶球（光）","29"
"0","1","25015","由構成世界的屬性之力，星素中的闇屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素水晶球（闇）","29"
"0","1","25021","由構成世界的屬性之力，星素形成的結晶。因其內蘊含的屬性還尚未被分化，因此相當不穩定，可透過激發的方式使其釋出龐大的屬性之力。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","星素碎片","29"
"0","1","25101","伴隨著星素顯現而出現的寶珠。以不明物質所組成，不知道為何使用後能夠提升公主騎士的權能。","0","0","0","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","大師碎片","29"
"0","1","25102","大師碎片的碎片。","0","0","0","2030/08/01 14:59:59","99999","2015/12/17 15:00:00","大師碎片（碎片）","29"
"0","1","26101","只有挑戰過露娜之塔的人可以獲得，阿斯特朗的商店內並不流通的珍稀錢幣。","0","0","0","2030/08/01 14:59:59","999","2015/12/17 15:00:00","露娜幣","9"
"0","1","26201","用來強化EX裝備，使用後增加 1 點強化值。","0","0","0","2030/08/01 14:59:59","999999999","2015/12/17 15:00:00","EX裝備強化Pt","25"
"0","1","27001","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2020/06/22 16:00:00","特別交換券","17"
"0","1","27002","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2020/08/03 16:00:00","特別交換券","17"
"0","1","27003","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2021/08/02 16:00:00","特別交換券","17"
"0","1","27004","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2022/02/01 16:00:00","特別交換券","17"
"0","1","27005","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2022/05/02 16:00:00","特別交換券","17"
"0","1","27006","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2022/08/01 16:00:00","4th Anniv. 特別交換券","17"
"0","1","27007","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2023/01/20 16:00:00","特別交換券","17"
"0","1","27008","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2023/05/11 16:00:00","特別交換券","17"
"0","1","27009","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2023/08/01 16:00:00","5th Anniv. 特別交換券","17"
"0","1","27010","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2023/09/01 16:00:00","合作紀念 特別交換券","17"
"0","1","27011","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2024/02/07 16:00:00","特別交換券","17"
"0","1","27012","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2024/02/07 16:00:00","新手衝刺 特別交換券","17"
"0","1","27013","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2024/05/01 16:00:00","特別交換券（限定+）","17"
"0","1","27014","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2024/08/15 16:00:00","6th Anniv. 特別交換券","17"
"0","1","27015","可以交換特定角色的券。","0","0","0","2030/08/01 14:59:59","999","2024/10/01 00:00:00","特別交換券（限定+）","17"
"0","1","28016","能夠交換特定角色記憶碎片的交換券。","0","0","0","2030/08/01 14:59:59","999","2022/04/18 00:00:00","千歌的記憶碎片交換券","17"
"0","1","28017","能夠交換特定角色記憶碎片的交換券。","0","0","0","2030/08/01 14:59:59","999","2022/04/18 00:00:00","霞的記憶碎片交換券","17"
"0","1","28018","能夠交換特定角色記憶碎片的交換券。","0","0","0","2030/08/01 14:59:59","999","2022/04/18 00:00:00","莫妮卡的記憶碎片交換券","17"
"0","1","28025","能夠交換特定角色記憶碎片的交換券。","0","0","0","2030/08/01 14:59:59","999","2024/10/01 00:00:00","秋季特賣 記憶碎片交換券2024","17"
"0","1","28026","能夠交換特定角色純淨記憶碎片的交換券。","0","0","0","2030/08/01 14:59:59","999","2024/10/01 00:00:00","秋季特賣 純淨記憶碎片交換券2024","17"
"0","1","31001","封印有日和的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31001","0","5174112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","日和的記憶碎片","11"
"0","1","31002","封印有優衣的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31002","0","7201112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","優衣的記憶碎片","11"
"0","1","31003","封印有怜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31003","0","8301112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","怜的記憶碎片","11"
"0","1","31004","封印有禊的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31004","0","6124112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","禊的記憶碎片","11"
"0","1","31005","封印有茉莉的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31005","0","6032112","2030/08/01 14:59:59","9999","2019/01/22 16:00:00","茉莉的記憶碎片","11"
"0","1","31006","封印有茜里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31006","0","10112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","茜里的記憶碎片","11"
"0","1","31007","封印有宮子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31007","0","6170112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","宮子的記憶碎片","11"
"0","1","31008","封印有雪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31008","0","7211112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","雪的記憶碎片","11"
"0","1","31009","封印有杏奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31009","0","94212","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","杏奈的記憶碎片","11"
"0","1","31010","封印有真步的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31010","0","6054112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","真步的記憶碎片","11"
"0","1","31011","封印有璃乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31011","0","8144112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","璃乃的記憶碎片","11"
"0","1","31012","封印有初音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31012","0","5032112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","初音的記憶碎片","11"
"0","1","31013","封印有七七香的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31013","0","4040112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","七七香的記憶碎片","11"
"0","1","31014","封印有霞的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","31014","0","1022112","2030/08/01 14:59:59","9999","2019/07/15 16:00:00","霞的記憶碎片","11"
"0","1","31015","封印有美里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31015","0","6120212","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","美里的記憶碎片","11"
"0","1","31016","封印有鈴奈的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31016","0","2222112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","鈴奈的記憶碎片","11"
"0","1","31017","封印有香織的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31017","0","1004112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","香織的記憶碎片","11"
"0","1","31018","封印有伊緒的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31018","0","104112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","伊緒的記憶碎片","11"
"0","1","31020","封印有美美的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31020","0","6161112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","美美的記憶碎片","11"
"0","1","31021","封印有胡桃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31021","0","1282112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","胡桃的記憶碎片","11"
"0","1","31022","封印有依里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31022","0","7481112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","依里的記憶碎片","11"
"0","1","31023","封印有綾音的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31023","0","64112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","綾音的記憶碎片","11"
"0","1","31025","封印有鈴莓的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31025","0","2222212","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","鈴莓的記憶碎片","11"
"0","1","31026","封印有鈴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31026","0","8194112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","鈴的記憶碎片","11"
"0","1","31027","封印有惠理子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31027","0","381112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","惠理子的記憶碎片","11"
"0","1","31028","封印有咲戀的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31028","0","2083112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","咲戀的記憶碎片","11"
"0","1","31029","封印有望的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31029","0","4424112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","望的記憶碎片","11"
"0","1","31030","封印有妮諾的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31030","0","4144112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","妮諾的記憶碎片","11"
"0","1","31031","封印有忍的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31031","0","2144112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","忍的記憶碎片","11"
"0","1","31032","封印有秋乃的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31032","0","11112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","秋乃的記憶碎片","11"
"0","1","31033","封印有真陽的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31033","0","6051112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","真陽的記憶碎片","11"
"0","1","31034","封印有優花梨的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31034","0","7210112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","優花梨的記憶碎片","11"
"0","1","31036","封印有鏡華的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31036","0","1174112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","鏡華的記憶碎片","11"
"0","1","31037","封印有智的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31037","0","3464112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","智的記憶碎片","11"
"0","1","31038","封印有栞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31038","0","2104112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","栞的記憶碎片","11"
"0","1","31040","封印有碧的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31040","0","4112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","碧的記憶碎片","11"
"0","1","31042","封印有千歌的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31042","0","3110112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","千歌的記憶碎片","11"
"0","1","31043","封印有真琴的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31043","0","6014112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","真琴的記憶碎片","11"
"0","1","31044","封印有伊莉亞的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31044","0","171112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","伊莉亞的記憶碎片","11"
"0","1","31045","封印有空花的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31045","0","1202112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","空花的記憶碎片","11"
"0","1","31046","封印有珠希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31046","0","3060112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","珠希的記憶碎片","11"
"0","1","31047","封印有純的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31047","0","2172112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","純的記憶碎片","11"
"0","1","31048","封印有美冬的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31048","0","6152112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","美冬的記憶碎片","11"
"0","1","31049","封印有靜流的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31049","0","2122112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","靜流的記憶碎片","11"
"0","1","31050","封印有美咲的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31050","0","6120112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","美咲的記憶碎片","11"
"0","1","31051","封印有深月的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31051","0","6132112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","深月的記憶碎片","11"
"0","1","31052","封印有莉瑪的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31052","0","8160112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","莉瑪的記憶碎片","11"
"0","1","31053","封印有莫妮卡的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31053","0","6441112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","莫妮卡的記憶碎片","11"
"0","1","31054","封印有紡希的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31054","0","3262112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","紡希的記憶碎片","11"
"0","1","31055","封印有步未的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。","31055","0","72112","2030/08/01 14:59:59","9999","2019/07/26 16:00:00","步未的記憶碎片","11"
"0","1","31056","封印有流夏的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31056","0","8210112","2030/08/01 14:59:59","9999","2019/03/13 16:00:00","流夏的記憶碎片","11"
"0","1","31057","封印有吉塔的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31057","0","2101112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","吉塔的記憶碎片","11"
"0","1","31058","封印有貪吃佩可的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31058","0","5414112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","貪吃佩可的記憶碎片","11"
"0","1","31059","封印有可可蘿的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","31059","0","1432112","2030/08/01 14:59:59","9999","2015/12/17 15:00:00","可可蘿的記憶碎片","11"
