0fa8a263ab058665c5aebf0cd4152666a040d32625053d0684233b4a706cbe0a,0cacfa9fdbc69e827ac34f7c0632c5a1ab8da2ec317ee67ba517ccb9f34570f2,b797f9af473ee0ba637ed7f962f91e03fa505eff5b371d0fce0bcd90fec1760b,07e53f0fa50910b7c97a4d993191cdb53f6e420bd5e1d6fe0a4b8193dd0ac8bf
"82","1002","0","12002"
"83","1002","0","12003"
"84","1002","0","12004"
"85","1002","0","12005"
"86","1002","0","13001"
"87","1002","0","13002"
"88","1002","0","13003"
"89","1002","0","13004"
"90","1002","0","13005"
"91","1002","0","14001"
"92","1002","0","14002"
"93","1002","0","14003"
"94","1002","0","14004"
"95","1002","0","14005"
"96","1002","0","15001"
"97","1002","0","15002"
"98","1002","0","15003"
"99","1002","0","15004"
"100","1002","0","15005"
"101","1002","0","21001"
"102","1002","0","21002"
"103","1002","0","21003"
"104","1002","0","21004"
"105","1002","0","21005"
"106","1002","0","22001"
"107","1002","0","22002"
"108","1002","0","22003"
"109","1002","0","22004"
"110","1002","0","22005"
"111","1002","0","23001"
"112","1002","0","23002"
"113","1002","0","23003"
"114","1002","0","23004"
"115","1002","0","23005"
"116","1002","0","24001"
"117","1002","0","24002"
"118","1002","0","24003"
"119","1002","0","24004"
"120","1002","0","24005"
"121","1002","0","25001"
"122","1002","0","25002"
"123","1002","0","25003"
"124","1002","0","25004"
"125","1002","0","25005"
"126","1002","0","31001"
"127","1002","0","31002"
"128","1002","0","31003"
"129","1002","0","31004"
"130","1002","0","31005"
"131","1002","0","32001"
"132","1002","0","32002"
"133","1002","0","32003"
"134","1002","0","32004"
"135","1002","0","32005"
"136","1002","0","33001"
"137","1002","0","33002"
"138","1002","0","33003"
"139","1002","0","33004"
"140","1002","0","33005"
"141","1002","0","34001"
"142","1002","0","34002"
"143","1002","0","34003"
"144","1002","0","34004"
"145","1002","0","34005"
"146","1002","0","35001"
"147","1002","0","35002"
"148","1002","0","35003"
"149","1002","0","35004"
"150","1002","0","35005"
"151","1003","1","11001"
"152","1003","0","11002"
"153","1003","0","11003"
"154","1003","0","11004"
"155","1003","0","11005"
"156","1003","0","12001"
"157","1003","0","12002"
"158","1003","0","12003"
"159","1003","0","12004"
"160","1003","0","12005"
"161","1003","0","13001"
"162","1003","0","13002"
"163","1003","0","13003"
"164","1003","0","13004"
"165","1003","0","13005"
"166","1003","0","14001"
"167","1003","0","14002"
"168","1003","0","14003"
"169","1003","0","14004"
"170","1003","0","14005"
"171","1003","0","15001"
"172","1003","0","15002"
"173","1003","0","15003"
"174","1003","0","15004"
"175","1003","0","15005"
"176","1003","0","21001"
"177","1003","0","21002"
"178","1003","0","21003"
"179","1003","0","21004"
"180","1003","0","21005"
"181","1003","0","22001"
"182","1003","0","22002"
"183","1003","0","22003"
"184","1003","0","22004"
"185","1003","0","22005"
"186","1003","0","23001"
"187","1003","0","23002"
"188","1003","0","23003"
"189","1003","0","23004"
"190","1003","0","23005"
"191","1003","0","24001"
"192","1003","0","24002"
"193","1003","0","24003"
"194","1003","0","24004"
"195","1003","0","24005"
"196","1003","0","25001"
"197","1003","0","25002"
"198","1003","0","25003"
"199","1003","0","25004"
"200","1003","0","25005"
"201","1003","0","31001"
"202","1003","0","31002"
"203","1003","0","31003"
"204","1003","0","31004"
"205","1003","0","31005"
"206","1003","0","32001"
"207","1003","0","32002"
"208","1003","0","32003"
"209","1003","0","32004"
"210","1003","0","32005"
"211","1003","0","33001"
"212","1003","0","33002"
"213","1003","0","33003"
"214","1003","0","33004"
"215","1003","0","33005"
"216","1003","0","34001"
"217","1003","0","34002"
"218","1003","0","34003"
"219","1003","0","34004"
"220","1003","0","34005"
"221","1003","0","35001"
"222","1003","0","35002"
"223","1003","0","35003"
"224","1003","0","35004"
"225","1003","0","35005"
