849bc7c0fbdb199d46d8fc64ef042ce17a4ad383c764aea156cad7f2897eaa8f,2c8e6f896fa23b526572f002f247f7473d43e1442efe5c00ee827aac0faa940c,bd6df750d3474b5223a0af9cf096174901df766fde50d2281b4723b5b9c359a7,9a00323737ccf8dbe10c5fe731aa93a680727159c7cc9721e7d097dca530515f,dc88c278d3362b51d0096675d5ced408268587b79f20f0cda3fe4f258f450fcf,99fc1ff850d2fa7691d17f1c180ed04da91bad466492a4a63330a48827247c9b,cfc05ac208a4ff01a2c64fd68e8fc5856a68ff6e5216d51d87482ecccd66c6ae,c0dbc66c1baeada030297c4fbe874b4a9f47e3a1d8fc77c097b806d11f8cc427,d8a6c27aaaad695883f76050b51a54cc59021d71bf804ea3992fc642c344e202,b07cb4835d3ef3eaf26be8f4a138910cb32de77edd42c348ade06af5445981fa,1b2f2ad643e1c029379f6e6ddb77bf32f16c95145aabc4bed4d7f7068414011f,d47754a2687df4c84bf1fd6d5e332d46085296f941a20c16201e64b9ce78d64a,bdb3001e65ea8c6d0cae3f7018c520c5ecffbcc1ce822611204bac4b1b733043
"2020/08/25 05:00:00","2020/09/25 04:59:59","1","2020/08/22 11:59:00","1","2","8","2020/08/18 12:00:00","1024","1025","bgm_M90","2020/08/23 11:59:00","1"
"2020/09/25 05:00:00","2020/10/26 04:59:59","1","2020/09/22 11:59:00","2","2","9","2020/09/18 12:00:00","1025","1026","bgm_M97","2020/09/23 11:59:00","1"
"2020/10/26 05:00:00","2020/11/26 04:59:59","1","2020/10/23 11:59:00","1","2","10","2020/10/19 12:00:00","1026","1027","bgm_M104","2020/10/24 11:59:00","1"
"2020/11/26 05:00:00","2020/12/26 04:59:59","1","2020/11/23 11:59:00","2","2","11","2020/11/19 12:00:00","1027","1028","bgm_M115","2020/11/24 11:59:00","1"
"2020/12/26 05:00:00","2021/01/26 04:59:59","1","2020/12/23 11:59:00","1","2","12","2020/12/19 12:00:00","1028","1029","bgm_M119","2020/12/24 11:59:00","1"
"2021/01/26 05:00:00","2021/02/24 04:59:59","1","2021/01/23 11:59:00","2","2","1","2021/01/19 12:00:00","1029","1030","bgm_M132","2021/01/24 11:59:00","1"
"2021/02/24 05:00:00","2021/03/26 04:59:59","1","2021/02/21 11:59:00","1","2","2","2021/02/17 12:00:00","1030","1031","bgm_M139","2021/02/22 11:59:00","1"
"2021/03/26 05:00:00","2021/04/26 04:59:59","1","2021/03/23 11:59:00","2","2","3","2021/03/19 12:00:00","1031","1032","bgm_M166","2021/03/24 11:59:00","1"
"2021/04/26 05:00:00","2021/05/27 04:59:59","1","2021/04/23 11:59:00","1","2","4","2021/04/19 12:00:00","1032","1033","bgm_M175","2021/04/24 11:59:00","1"
"2021/05/27 05:00:00","2021/06/26 04:59:59","1","2021/05/24 11:59:00","2","2","5","2021/05/20 12:00:00","1033","1034","bgm_M181","2021/05/25 11:59:00","1"
"2021/06/26 05:00:00","2021/07/27 04:59:59","1","2021/06/23 11:59:00","1","2","6","2021/06/19 12:00:00","1034","1035","bgm_M186","2021/06/24 11:59:00","1"
"2021/07/27 05:00:00","2021/08/27 04:59:59","1","2021/07/24 11:59:00","2","2","7","2021/07/20 12:00:00","1035","1036","bgm_M205","2021/07/25 11:59:00","1"
"2021/08/27 05:00:00","2021/09/26 04:59:59","1","2021/08/24 11:59:00","1","2","8","2021/08/20 12:00:00","1036","1037","bgm_M90","2021/08/25 11:59:00","1"
"2021/09/26 05:00:00","2021/10/27 04:59:59","1","2021/09/23 11:59:00","2","2","9","2021/09/19 12:00:00","1037","1038","bgm_M97","2021/09/24 11:59:00","1"
"2021/10/27 05:00:00","2021/11/26 04:59:59","1","2021/10/24 11:59:00","1","2","10","2021/10/20 12:00:00","1038","1039","bgm_M104","2021/10/25 11:59:00","1"
"2021/11/26 05:00:00","2021/12/27 04:59:59","1","2021/11/23 11:59:00","2","2","11","2021/11/19 12:00:00","1039","1040","bgm_M115","2021/11/24 11:59:00","1"
"2021/12/27 05:00:00","2022/01/27 04:59:59","1","2021/12/24 11:59:00","1","2","12","2021/12/20 12:00:00","1040","1041","bgm_M119","2021/12/25 11:59:00","1"
"2022/01/27 05:00:00","2022/02/24 04:59:59","1","2022/01/24 11:59:00","2","2","1","2022/01/20 12:00:00","1041","1042","bgm_M132","2022/01/25 11:59:00","1"
"2022/02/24 05:00:00","2022/03/27 04:59:59","1","2022/02/21 11:59:00","1","2","2","2022/02/17 12:00:00","1042","1043","bgm_M139","2022/02/22 11:59:00","1"
"2022/03/27 05:00:00","2022/04/26 04:59:59","1","2022/03/24 11:59:00","2","2","3","2022/03/20 12:00:00","1043","1044","bgm_M166","2022/03/25 11:59:00","1"
"2022/04/26 05:00:00","2022/05/27 04:59:59","1","2022/04/23 11:59:00","1","2","4","2022/04/19 12:00:00","1044","1045","bgm_M175","2022/04/24 11:59:00","1"
"2022/05/27 05:00:00","2022/06/26 04:59:59","1","2022/05/24 11:59:00","2","2","5","2022/05/20 12:00:00","1045","1046","bgm_M181","2022/05/25 11:59:00","1"
"2022/06/26 05:00:00","2022/07/27 04:59:59","1","2022/06/23 11:59:00","1","2","6","2022/06/19 12:00:00","1046","1047","bgm_M186","2022/06/24 11:59:00","1"
"2022/07/27 05:00:00","2022/08/27 04:59:59","1","2022/07/24 11:59:00","2","2","7","2022/07/20 12:00:00","1047","1048","bgm_M205","2022/07/25 11:59:00","1"
"2022/08/27 05:00:00","2022/09/26 04:59:59","1","2022/08/24 11:59:00","1","2","8","2022/08/20 12:00:00","1048","1049","bgm_M90","2022/08/25 11:59:00","1"
"2022/09/26 05:00:00","2022/10/27 04:59:59","1","2022/09/23 11:59:00","2","2","9","2022/09/19 12:00:00","1049","1050","bgm_M97","2022/09/24 11:59:00","1"
"2022/10/27 05:00:00","2022/11/26 04:59:59","1","2022/10/24 11:59:00","1","2","10","2022/10/20 12:00:00","1050","1051","bgm_M104","2022/10/25 11:59:00","1"
"2022/11/26 05:00:00","2022/12/26 04:59:59","1","2022/11/23 11:59:00","2","2","11","2022/11/19 12:00:00","1051","1052","bgm_M115","2022/11/24 11:59:00","1"
"2022/12/26 05:00:00","2023/01/27 04:59:59","1","2022/12/23 11:59:00","1","2","12","2022/12/19 12:00:00","1052","1053","bgm_M119","2022/12/24 11:59:00","1"
"2023/01/27 05:00:00","2023/02/24 04:59:59","1","2023/01/24 11:59:00","2","2","1","2023/01/20 12:00:00","1053","1054","bgm_M132","2023/01/25 11:59:00","1"
"2023/02/24 05:00:00","2023/03/27 04:59:59","1","2023/02/21 11:59:00","1","2","2","2023/02/17 12:00:00","1054","1055","bgm_M139","2023/02/22 11:59:00","1"
"2023/03/27 05:00:00","2023/04/26 04:59:59","1","2023/03/24 11:59:00","2","2","3","2023/03/20 12:00:00","1055","1056","bgm_M166","2023/03/25 11:59:00","1"
"2023/04/26 05:00:00","2023/05/27 04:59:59","1","2023/04/23 11:59:00","1","2","4","2023/04/19 12:00:00","1056","1057","bgm_M175","2023/04/24 11:59:00","1"
"2023/05/27 05:00:00","2023/06/26 04:59:59","1","2023/05/24 11:59:00","2","2","5","2023/05/20 12:00:00","1057","1058","bgm_M181","2023/05/25 11:59:00","1"
"2023/06/26 05:00:00","2023/07/27 04:59:59","1","2023/06/23 11:59:00","1","2","6","2023/06/19 12:00:00","1058","1059","bgm_M186","2023/06/24 11:59:00","1"
"2023/07/27 05:00:00","2023/08/27 04:59:59","1","2023/07/24 11:59:00","2","2","7","2023/07/20 12:00:00","1059","1060","bgm_M205","2023/07/25 11:59:00","1"
"2023/08/27 05:00:00","2023/09/26 04:59:59","1","2023/08/24 11:59:00","1","2","8","2023/08/20 12:00:00","1060","1061","bgm_M90","2023/08/25 11:59:00","1"
"2023/09/26 05:00:00","2023/10/27 04:59:59","1","2023/09/23 11:59:00","2","2","9","2023/09/19 12:00:00","1061","1063","bgm_M97","2023/09/24 11:59:00","1"
"2023/10/27 05:00:00","2023/11/26 04:59:59","1","2023/10/24 11:59:00","1","2","10","2023/10/20 12:00:00","1063","1064","bgm_M104","2023/10/25 11:59:00","1"
"2023/11/26 05:00:00","2023/12/26 04:59:59","1","2023/11/23 11:59:00","2","2","11","2023/11/19 12:00:00","1064","1065","bgm_M115","2023/11/24 11:59:00","1"
"2023/12/26 05:00:00","2024/01/27 04:59:59","1","2023/12/23 11:59:00","1","2","12","2023/12/19 12:00:00","1065","1066","bgm_M119","2023/12/24 11:59:00","1"
"2024/01/27 05:00:00","2024/02/25 04:59:59","1","2024/01/24 11:59:00","2","2","1","2024/01/20 12:00:00","1066","1067","bgm_M132","2024/01/25 11:59:00","1"
"2024/02/25 05:00:00","2024/03/27 04:59:59","1","2024/02/22 11:59:00","1","2","2","2024/02/18 12:00:00","1067","1068","bgm_M139","2024/02/23 11:59:00","1"
"2024/03/27 05:00:00","2024/04/26 04:59:59","1","2024/03/24 11:59:00","2","2","3","2024/03/20 12:00:00","1068","1069","bgm_M166","2024/03/25 11:59:00","1"
"2024/04/26 05:00:00","2024/05/27 04:59:59","1","2024/04/23 11:59:00","1","2","4","2024/04/19 12:00:00","1069","1070","bgm_M175","2024/04/24 11:59:00","1"
"2024/05/27 05:00:00","2024/06/26 04:59:59","1","2024/05/24 11:59:00","2","2","5","2024/05/20 12:00:00","1070","1071","bgm_M181","2024/05/25 11:59:00","1"
"2024/06/26 05:00:00","2024/07/27 04:59:59","1","2024/06/23 11:59:00","1","2","6","2024/06/19 12:00:00","1071","1072","bgm_M186","2024/06/24 11:59:00","1"
"2024/07/27 05:00:00","2024/08/27 04:59:59","1","2024/07/18 11:59:59","2","2","7","2024/07/14 12:00:00","1072","1073","bgm_M205","2024/07/19 11:59:59","1"
"2024/08/27 05:00:00","2024/09/26 04:59:59","1","2024/08/24 11:59:59","1","2","8","2024/08/20 12:00:00","1073","1074","bgm_M90","2024/08/25 11:59:59","1"
"2024/09/26 05:00:00","2024/10/27 04:59:59","1","2024/09/23 11:59:59","2","2","9","2024/09/19 12:00:00","1074","1075","bgm_M97","2024/09/24 11:59:59","1"
"2024/10/27 05:00:00","2024/11/26 04:59:59","1","2024/10/24 11:59:59","1","2","10","2024/10/20 12:00:00","1075","1076","bgm_M104","2024/10/25 11:59:59","1"
"2024/11/26 05:00:00","2024/12/27 04:59:59","1","2024/11/23 11:59:59","2","2","11","2024/11/19 12:00:00","1076","1077","bgm_M115","2024/11/24 11:59:59","1"
"2024/12/27 05:00:00","2025/01/27 04:59:59","1","2024/12/24 11:59:59","1","2","12","2024/12/20 12:00:00","1077","1078","bgm_M119","2024/12/25 11:59:59","1"
"2025/01/27 05:00:00","2025/02/24 04:59:59","1","2025/01/24 11:59:59","2","2","1","2025/01/20 12:00:00","1078","1079","bgm_M132","2025/01/25 11:59:59","1"
"2025/02/24 05:00:00","2025/03/27 04:59:59","1","2025/02/21 11:59:59","1","2","2","2025/02/17 12:00:00","1079","1080","bgm_M139","2025/02/22 11:59:59","1"
"2025/03/27 05:00:00","2025/04/26 04:59:59","1","2025/03/24 11:59:59","2","2","3","2025/03/20 12:00:00","1080","1081","bgm_M166","2025/03/25 11:59:59","1"
"2025/04/26 05:00:00","2025/05/27 04:59:59","1","2025/04/23 11:59:59","1","2","4","2025/04/19 12:00:00","1081","1082","bgm_M175","2025/04/24 11:59:59","1"
"2025/05/27 05:00:00","2025/06/26 04:59:59","1","2025/05/24 11:59:59","2","2","5","2025/05/20 12:00:00","1082","1083","bgm_M181","2025/05/25 11:59:59","1"
"2025/06/26 05:00:00","2025/07/27 04:59:59","1","2025/06/23 11:59:59","1","2","6","2025/06/19 12:00:00","1083","1084","bgm_M186","2025/06/24 11:59:59","1"
"2025/07/27 05:00:00","2025/08/27 04:59:59","1","2025/07/24 11:59:59","2","2","7","2025/07/20 12:00:00","1084","1085","bgm_M205","2025/07/25 11:59:59","1"
"2025/08/27 05:00:00","2025/09/26 04:59:59","1","2025/08/24 11:59:59","1","2","8","2025/08/20 12:00:00","1085","1086","bgm_M90","2025/08/25 11:59:59","1"
"2025/09/26 05:00:00","2025/10/27 04:59:59","1","2025/09/23 11:59:59","2","2","9","2025/09/19 12:00:00","1086","1087","bgm_M97","2025/09/24 11:59:59","1"
"2025/10/27 05:00:00","2025/11/26 04:59:59","1","2025/10/24 11:59:59","1","2","10","2025/10/20 12:00:00","1087","1088","bgm_M104","2025/10/25 11:59:59","1"
"2025/11/26 05:00:00","2025/12/26 04:59:59","1","2025/11/23 11:59:59","2","2","11","2025/11/19 12:00:00","1088","1089","bgm_M115","2025/11/24 11:59:59","1"
"2025/12/26 05:00:00","2026/01/27 04:59:59","1","2025/12/23 11:59:59","1","2","12","2025/12/19 12:00:00","1089","1090","bgm_M119","2025/12/24 11:59:59","1"
"2026/01/27 05:00:00","2026/02/24 04:59:59","1","2026/01/24 11:59:59","2","2","1","2026/01/20 12:00:00","1090","1091","bgm_M132","2026/01/25 11:59:59","1"
