0b760b61dc912abb2f12fe76b3e860e6f5a362a92b88b70a3c31503744c00bf1,5f71c75551227fe8b4db05e4d8351cc2c03f343118685e029820f91d5328aa2c,59794e8d06a69edfbf1f38b6a00f8944555479c62722a2069796448b048c0a5c,0e92417f068b43dc99b8557a12529b9b38e42254967e09ea003f6b0d6b6f6359,749c0b177747c5364424e617f809ee797064e3da3481a5d2d3a93e6cbeb7ffe8,7b4c198e4e610dc18bb18d9fdd23640087ba6b659c49b9831d79f6d272c6d8dc
"680","358","69490","29","250","1"
"680","359","69740","29","250","1"
"680","360","69990","29","250","1"
"760","361","70265","30","275","1"
"760","362","70540","30","275","1"
"760","363","70815","30","275","1"
"760","364","71090","30","275","1"
"760","365","71365","30","275","1"
"760","366","71640","30","275","1"
"760","367","71915","30","275","1"
"760","368","72190","30","275","1"
"760","369","72465","30","275","1"
"760","370","72740","30","275","1"
"200000","0","50","1","50","2"
"500000","1","60","1","10","2"
"500000","2","75","1","15","2"
"500000","3","95","1","20","2"
"500000","4","120","1","25","2"
"500000","5","150","1","30","2"
