9e7fbef07c3b6a9faf1563de6bfeca7abd2bfc20b67c8fd787dafcba1e37cfc4,a6a2eafbe086b8f543e2c8b0b7575fd7e236209f4fb929bed42d8787ec689700,276a6fae6448f54a52028d6e6f8ea5a0dc666a4f2548b81ce08614432a63903f,f951834bb70f58d325f199c15ba36a81ccf61b2596b979568c703c252357fe1f,4c9dd736fa1be57c4bde8a4e7ac2d9e457e7cf9075ae41677ca6cbe6981447ad,7d624881af91bb0a7d3f9e1ee709c1358383da6e6583052e61e207af2869e0d4,280367bdbdd0c0ab88fb270921b05a95d87aa73928cd5859ae0064abd9612fd4
"5","牧場的四農士　貧窮農場奮鬥記","10040","2","10040","60392","1"
"5","將軍道中記　白翼的武士","10041","2","10041","60402","1"
"5","不可思議之國的璃乃 小小愛麗絲與希望的繪本","10042","2","10042","60412","1"
"5","鈴奈的彩虹舞臺！","10043","2","10043","60422","1"
"5","七夕劍客旅情譚 天際川流夏之戀","10044","2","10044","60432","1"
"5","盛夏的真步真步王國 浪花拍岸的靈魂之夏！","10045","2","10045","60442","1"
"5","美里的夏日聲援！　追夢的盛夏棒球隊","10046","2","10046","60452","1"
"5","森林的膽小鬼與神聖學院的問題兒童","10047","2","10047","60462","1"
"5","Happy・Change・Angels","10048","2","10048","60472","1"
"5","小小勇敢的萬聖節之夜！","10049","2","10049","60482","1"
"5","迴響！尖叫！萬聖鬼怪狂歡節","10050","2","10050","60492","1"
"5","龍的探索者們","10051","2","10051","60502","1"
"5","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","10052","2","10052","60512","1"
"5","Re:從零開始聚集的異世界餐桌","10053","2","10053","60522","1"
"6","名媛初登夢想秘境　聖誕夜的戀愛遊戲","10054","2","10054","60532","1"
"5","禮物大恐慌！蘭德索爾的聖誕老人們","10055","2","10055","60542","1"
"6","新春美食公主！　賭上關鍵一擲的少女們","10056","2","10056","60552","1"
"5","狂奔！　蘭德索爾的公會競速賽","10057","2","10057","60562","1"
"6","羈絆相連。心相繫。","10058","2","10058","60572","1"
"6","羈絆相連。心相繫。","10059","2","10059","60572","1"
"5","魔法少女　兩人是Misty&Purely","10060","2","10060","60592","1"
"6","灰姑娘課程　璀璨的日子有著蘋果的滋味","10061","2","10061","60602","1"
"5","星光公主　Re:M@STER！","10062","2","10062","60612","1"
"5","星光公主　Re:M@STER！","10063","2","10063","60612","1"
"6","鋼鐵聖女與神聖學院的問題兒童","10064","2","10064","60632","1"
"5","恩賜的財團與神聖學院的問題兒童","10065","2","10065","60642","1"
"6","祈梨ＳＯＳ！！ 踏上時空旅行的龍人族","10066","2","10066","60652","1"
"5","牧場的四農士　貧窮農場奮鬥記","10067","2","10067","60662","1"
"6","心電感應！碧與玩具朋友們","10068","2","10068","60672","1"
"5","不可思議之國的璃乃 小小愛麗絲與希望的繪本","10069","2","10069","60682","1"
"6","永不完結的夏日計畫　盛夏的雙人獨佔樂園","10070","2","10070","60692","1"
"5","七夕劍客旅情譚 天際川流夏之戀","10071","2","10071","60702","1"
"6","慈樂之音的夏日演唱會　Just a Moment！ ","10072","2","10072","60712","1"
"5","美里的夏日聲援！　追夢的盛夏棒球隊","10073","2","10073","60722","1"
"6","大江戶的非法病歷　Dr.深月的診療室","10074","2","10074","60732","1"
"5","Happy・Change・Angels","10075","2","10075","60742","1"
"6","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","10076","2","10076","60752","1"
"5","迴響！尖叫！萬聖鬼怪狂歡節","10077","2","10077","60762","1"
"6","魔法少女外傳　黑暗魔法★三人組！","10078","2","10078","60772","1"
"5","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","10079","2","10079","60782","1"
"6","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心","10080","2","10080","60792","1"
"6","名媛初登夢想秘境　聖誕夜的戀愛遊戲","10081","2","10081","60802","1"
"6","新春美食回憶　雪菲的跑腿大作戰！","10082","2","10082","60812","1"
"6","新春美食公主！　賭上關鍵一擲的少女們","10083","2","10083","60822","1"
"6","Re:member　我的心願編織出的未來","10084","2","10084","60832","1"
"6","Re:member　我的心願編織出的未來","10085","2","10085","60842","1"
"6","羈絆相連。心相繫。","10086","2","10086","60852","1"
"6","羈絆相連。心相繫。","10087","2","10087","60852","1"
"6","Sweet Tiny Stage！　初出茅廬的女演員與小小淑女","10088","2","10088","60872","1"
"6","灰姑娘課程　璀璨的日子有著蘋果的滋味","10089","2","10089","60882","1"
"6","交出寶物！透明怪盜雙人組","10090","2","10090","60892","1"
"6","鋼鐵聖女與神聖學院的問題兒童","10091","2","10091","60902","1"
"6"," Episode of Pirate　海盜島上被詛咒的遺寶","10092","2","10092","60912","1"
"6","祈梨ＳＯＳ！！ 踏上時空旅行的龍人族","10093","2","10093","60922","1"
"6","Enjoy＆Refresh！　天差地遠的女孩露營","10094","2","10094","60932","1"
"6","心電感應！碧與玩具朋友們","10095","2","10095","60942","1"
"6","破曉之星的夏日遊戲　\n於夏海閃耀的三份心意","10096","2","10096","60952","1"
"6","永不完結的夏日計畫　盛夏的雙人獨佔樂園","10097","2","10097","60962","1"
"6","小小夏日回憶錄　在海邊發現的小小幸福","10098","2","10098","60972","1"
"6","慈樂之音的夏日演唱會　Just a Moment！ ","10099","2","10099","60982","1"
"6","真步真步的神奇旅程！　旅行的少女與邊境的大樹","10100","2","10100","60992","1"
"6","大江戶的非法病歷　Dr.深月的診療室","10101","2","10101","61002","1"
"6","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","10102","2","10102","61012","1"
"6","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","10103","2","10103","61022","1"
"6","部族精神　高揭之劍與榮耀和平之橋","10104","2","10104","61032","1"
"6","魔法少女外傳　黑暗魔法★三人組！","10105","2","10105","61042","1"
"6","Happy Happening　幸福的雙子天使與聖誕夜的禮物","10106","2","10106","61052","1"
"6","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心","10107","2","10107","61062","1"
"6","煙霧繚繞忘年奇譚　為旭日初升舉杯","10108","2","10108","61072","1"
"6","新春美食回憶　雪菲的跑腿大作戰！","10109","2","10109","61082","1"
"6","解放自由的伊甸園　有朝一日重逢的未來","10110","2","10110","61092","1"
"6","解放自由的伊甸園　有朝一日重逢的未來","10111","2","10111","61102","1"
"6","Re:member　我的心願編織出的未來","10112","2","10112","61112","1"
"6","Re:member　我的心願編織出的未來","10113","2","10113","61122","1"
"6","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","10114","2","10114","61132","1"
"6","Sweet Tiny Stage！　初出茅廬的女演員與小小淑女","10115","2","10115","61142","1"
"6","Dears　歡迎回家與我回來了的約定","10116","2","10116","61152","1"
"6","交出寶物！透明怪盜雙人組","10117","2","10117","61162","1"
"6","Connect‧With‧Blue　直至少女前往天際","10118","2","10118","61172","1"
"6"," Episode of Pirate　海盜島上被詛咒的遺寶","10119","2","10119","61182","1"
"6","吸血鬼傳聞錄　黑夜與美麗的饗宴","10120","2","10120","61192","1"
"6","Enjoy＆Refresh！　天差地遠的女孩露營","10121","2","10121","61202","1"
"6","大間的排光海水大作戰　祕密主義者與禁斷之海","10122","2","10122","61212","1"
"6","破曉之星的夏日遊戲　\n於夏海閃耀的三份心意","10123","2","10123","61222","1"
"6","戰慄幽奇海岸　～夏日度假村驚悚怪談～","10124","2","10124","61232","1"
"6","小小夏日回憶錄　在海邊發現的小小幸福","10125","2","10125","61242","1"
"6","魔法師的青春時日　魔法學園與奇蹟之鐘","10126","2","10126","61252","1"
"6","真步真步的神奇旅程！　旅行的少女與邊境的大樹","10127","2","10127","61262","1"
"6","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","10128","2","10128","61272","1"
"6","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","10129","2","10129","61282","1"
"6","Criminal Rookie　天使們的悖論","10130","2","10130","61292","1"
"6","部族精神　高揭之劍與榮耀和平之橋","10131","2","10131","61302","1"
"6","聖誕哭泣寶貝　為誰存在的幸福之日","10132","2","10132","61312","1"
"6","Happy Happening　幸福的雙子天使與聖誕夜的禮物","10133","2","10133","61322","1"
"6","迎春夢想家們！　新年隕石碎碎平安！？","10134","2","10134","61332","1"
"6","煙霧繚繞忘年奇譚　為旭日初升舉杯","10135","2","10135","61342","1"
"6","I Wish　緊握的這雙手","10136","2","10136","61352","1"
"6","I Wish　緊握的這雙手","10137","2","10137","61362","1"
"6","解放自由的伊甸園　有朝一日重逢的未來","10138","2","10138","61372","1"
"6","解放自由的伊甸園　有朝一日重逢的未來","10139","2","10139","61382","1"
"6","寒冬的盛夏與神聖學院的問題兒童","10140","2","10140","61392","1"
"6","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze","10141","2","10141","61402","1"
"6","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","10142","2","10142","61412","1"
"6","Dears　歡迎回家與我回來了的約定","10143","2","10143","61422","1"
"6","花開季節的真心","10144","2","10144","61432","1"
"6","Connect‧With‧Blue　直至少女前往天際","10145","2","10145","61442","1"
"6","大夢想樂園大遊行　寶石兔與祕密的夥伴們","10146","2","10146","61452","1"
"6","吸血鬼傳聞錄　黑夜與美麗的饗宴","10147","2","10147","61462","1"
"6","集合吧，做好事社團！　美空的愉快暑假","10148","2","10148","61472","1"
"6","大間的排光海水大作戰　祕密主義者與禁斷之海","10149","2","10149","61482","1"
"6","幻惑的妖精　-於盛夏之園起舞的身影-","10150","2","10150","61492","1"
"6","戰慄幽奇海岸　～夏日度假村驚悚怪談～","10151","2","10151","61502","1"
"6","Re:從零開始享受的異世界夏日","10152","2","10152","61512","1"
"6","Re:從零開始聚集的異世界餐桌","10153","2","10153","61522","1"
"6","望的一日店長記　這裡是阿爾克絲鍊金堂","10154","2","10154","61532","1"
"6","魔法師的青春時日　魔法學園與奇蹟之鐘","10155","2","10155","61542","1"
"6","蠻賊歸來　炎國的無法無天姊妹","10156","2","10156","61552","1"
"6","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","10157","2","10157","61562","1"
"6","Love＆Punishment　惡魔送來的聖誕節","10158","2","10158","61572","1"
"6","Criminal Rookie　天使們的悖論","10159","2","10159","61582","1"
"6","迎春吉歐‧格黑納　蛇少女與雙姝劍士","10160","2","10160","61592","1"
"6","聖誕哭泣寶貝　為誰存在的幸福之日","10161","2","10161","61602","1"
"6","迎春夢想家們！　新年隕石碎碎平安！？","10163","2","10163","61622","1"
"6","I Wish　緊握的這雙手","10164","2","10164","61632","1"
"6","I Wish　緊握的這雙手","10165","2","10165","61642","1"
"6","寒冬的盛夏與神聖學院的問題兒童","10166","2","10166","61652","1"
"6","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","10167","2","10167","61662","1"
"6","花開季節的真心","10168","2","10168","61672","1"
"6","大夢想樂園大遊行　寶石兔與祕密的夥伴們","10169","2","10169","61682","1"
"6","集合吧，做好事社團！　美空的愉快暑假","10170","2","10170","61692","1"
"6","幻惑的妖精　-於盛夏之園起舞的身影-","10171","2","10171","61702","1"
"6","Re:從零開始享受的異世界夏日","10172","2","10172","61712","1"
"6","望的一日店長記　這裡是阿爾克絲鍊金堂","10173","2","10173","61722","1"
"6","星光公主　Re:M@STER！","10174","2","10174","61732","1"
"6","星光公主　Re:M@STER！","10175","2","10175","61732","1"
"6","蠻賊歸來　炎國的無法無天姊妹","10176","2","10176","61752","1"
"6","Love＆Punishment　惡魔送來的聖誕節","10177","2","10177","61762","1"
"6","迎春吉歐‧格黑納　蛇少女與雙姝劍士","10178","2","10178","61772","1"
"5","吸血鬼獵人 with伊莉亞","19003","2","10003","60022","1"
