e26eebabf7e342eb8a9a330cafca8708bae9e0d20085d1fd21df687f1e48aa6b,d48396ff479cc2972bce39510cc8cdf1ee66649a5cd010996faf36fa0003a15a,0000bb333d3dc05530cc5a81569efb69f2af20dbea41995b8ce6473d067aff86,6b2db8ef5ecc2bd146ec04df2e3440e5b6a5260d8a3004114a9b20e533c87dfe,4f0daaeb871c4d69097cde4a78929dd8bf3ed544cae93d5902e7c6f8d1dde3c5,8a807fca2d016cd647f0cf27a1575cd7144aad1db8644a085251a1925040deea
"1","11001033","99001033","15","1002","63"
"30","91002","99001033","8","0","64"
"1","11001034","99001034","15","1003","65"
"30","91002","99001034","8","0","66"
"0","11001039","99001039","15","1001","75"
"0","11001040","99001040","15","1002","76"
"0","11001041","99001041","15","1003","77"
"1","11001042","99001042","15","1001","78"
"30","91002","99001042","8","0","79"
"1","11001043","99001043","15","1001","80"
"30","91002","99001043","8","0","81"
"1","11001044","99001044","15","1002","82"
"30","91002","99001044","8","0","83"
"1","11001045","99001045","15","1003","84"
"30","91002","99001045","8","0","85"
"1","11001046","99001046","15","1001","86"
"1","11001050","99001046","15","1001","87"
"30","91002","99001046","8","0","88"
"1","11001047","99001047","15","1001","89"
"30","91002","99001047","8","0","90"
"1","11001048","99001048","15","1002","91"
"30","91002","99001048","8","0","92"
"1","11001049","99001049","15","1003","93"
"30","91002","99001049","8","0","94"
"1","11001051","99001051","15","1001","95"
"30","91002","99001051","8","0","96"
"1","11001052","99001052","15","1001","97"
"30","91002","99001052","8","0","98"
"1","11001053","99001053","15","1002","99"
"30","91002","99001053","8","0","100"
"1","11001054","99001054","15","1003","101"
"30","91002","99001054","8","0","102"
"1","11001055","99001055","15","1001","103"
"30","91002","99001055","8","0","104"
"1","11001056","99001056","15","1001","105"
"30","91002","99001056","8","0","106"
"1","11001057","99001057","15","1002","107"
"30","91002","99001057","8","0","108"
"1","11001058","99001058","15","1003","109"
"30","91002","99001058","8","0","110"
"1","11001059","99001059","15","1001","111"
"30","91002","99001059","8","0","112"
"1","11001060","99001060","15","1001","113"
"30","91002","99001060","8","0","114"
"1","11001061","99001061","15","1002","115"
"30","91002","99001061","8","0","116"
"1","11001062","99001062","15","1003","117"
"30","91002","99001062","8","0","118"
"1","11001063","99001063","15","1001","119"
"30","91002","99001063","8","0","120"
"1","11001064","99001064","15","1001","121"
"30","91002","99001064","8","0","122"
"1","11001065","99001065","15","1002","123"
"30","91002","99001065","8","0","124"
"1","11001066","99001066","15","1003","125"
"30","91002","99001066","8","0","126"
"1","11001067","99001067","15","1001","127"
"30","91002","99001067","8","0","128"
"1","11001068","99001068","15","1001","129"
"30","91002","99001068","8","0","130"
"1","11001069","99001069","15","1002","131"
"30","91002","99001069","8","0","132"
"1","11001070","99001070","15","1003","133"
"30","91002","99001070","8","0","134"
"0","11001071","99001071","15","1001","135"
"0","11001072","99001072","15","1002","136"
"0","11001073","99001073","15","1003","137"
"1","11001074","99001074","15","1001","138"
"30","91002","99001074","8","0","139"
"1","11001075","99001075","15","1001","140"
"30","91002","99001075","8","0","141"
"1","11001076","99001076","15","1002","142"
"30","91002","99001076","8","0","143"
"1","11001077","99001077","15","1003","144"
"30","91002","99001077","8","0","145"
"1","11001078","99001078","15","1001","146"
"30","91002","99001078","8","0","147"
"1","11001079","99001079","15","1001","148"
"30","91002","99001079","8","0","149"
"1","11001080","99001080","15","1002","150"
"30","91002","99001080","8","0","151"
"1","11001081","99001081","15","1003","152"
"30","91002","99001081","8","0","153"
"1","11001082","99001082","15","1001","154"
"30","91002","99001082","8","0","155"
"1","11001083","99001083","15","1001","156"
"30","91002","99001083","8","0","157"
"1","11001084","99001084","15","1002","158"
"30","91002","99001084","8","0","159"
"1","11001085","99001085","15","1003","160"
"30","91002","99001085","8","0","161"
"0","11001086","99001086","15","1001","162"
"0","11001087","99001087","15","1002","163"
"0","11001088","99001088","15","1002","164"
"0","11001089","99001089","15","1002","165"
"0","11001090","99001090","15","1003","166"
"1","11001091","99001091","15","1001","167"
"30","91002","99001091","8","0","168"
"1","11001092","99001092","15","1001","169"
"30","91002","99001092","8","0","170"
"1","11001093","99001093","15","1002","171"
"30","91002","99001093","8","0","172"
"1","11001094","99001094","15","1003","173"
"30","91002","99001094","8","0","174"
"1","11001095","99001095","15","1001","175"
"30","91002","99001095","8","0","176"
"1","11001096","99001096","15","1001","177"
"30","91002","99001096","8","0","178"
"1","11001097","99001097","15","1002","179"
"30","91002","99001097","8","0","180"
"1","11001098","99001098","15","1003","181"
"30","91002","99001098","8","0","182"
"1","11001099","99001099","15","1001","183"
"30","91002","99001099","8","0","184"
"1","11001100","99001100","15","1001","185"
"30","91002","99001100","8","0","186"
"1","11001101","99001101","15","1002","187"
"30","91002","99001101","8","0","188"
"1","11001102","99001102","15","1003","189"
"30","91002","99001102","8","0","190"
"1","11001103","99001103","15","1001","191"
"30","91002","99001103","8","0","192"
"1","11001104","99001104","15","1001","193"
"30","91002","99001104","8","0","194"
"1","11001105","99001105","15","1002","195"
"30","91002","99001105","8","0","196"
"1","11001106","99001106","15","1003","197"
"30","91002","99001106","8","0","198"
"1","11001107","99001107","15","1001","199"
"30","91002","99001107","8","0","200"
"1","11001108","99001108","15","1001","201"
"30","91002","99001108","8","0","202"
"1","11001109","99001109","15","1002","203"
"30","91002","99001109","8","0","204"
"1","11001110","99001110","15","1003","205"
"30","91002","99001110","8","0","206"
"1","11001111","99001111","15","1001","207"
"30","91002","99001111","8","0","208"
"1","11001112","99001112","15","1001","209"
"30","91002","99001112","8","0","210"
"1","11001113","99001113","15","1002","211"
"30","91002","99001113","8","0","212"
"1","11001114","99001114","15","1003","213"
"30","91002","99001114","8","0","214"
"1","11001115","99001115","15","1001","215"
"30","91002","99001115","8","0","216"
"1","11001116","99001116","15","1001","217"
"30","91002","99001116","8","0","218"
"1","11001117","99001117","15","1002","219"
"30","91002","99001117","8","0","220"
"1","11001118","99001118","15","1003","221"
"30","91002","99001118","8","0","222"
"1","11001119","99001119","15","1001","223"
"30","91002","99001119","8","0","224"
"1","11001120","99001120","15","1001","225"
"30","91002","99001120","8","0","226"
"1","11001121","99001121","15","1002","227"
"30","91002","99001121","8","0","228"
"1","11001122","99001122","15","1003","229"
"30","91002","99001122","8","0","230"
"1","11001123","99001123","15","1001","231"
"30","91002","99001123","8","0","232"
"1","11001124","99001124","15","1001","233"
"30","91002","99001124","8","0","234"
"1","11001125","99001125","15","1002","235"
"30","91002","99001125","8","0","236"
"1","11001126","99001126","15","1003","237"
"30","91002","99001126","8","0","238"
"1","11001127","99001127","15","1001","239"
"30","91002","99001127","8","0","240"
"1","11001128","99001128","15","1001","241"
"30","91002","99001128","8","0","242"
"1","11001129","99001129","15","1002","243"
"30","91002","99001129","8","0","244"
"1","11001130","99001130","15","1003","245"
"30","91002","99001130","8","0","246"
"1","11001131","99001131","15","1003","247"
"1","11001132","99001132","15","1001","248"
"30","91002","99001132","8","0","249"
"1","11001133","99001133","15","1001","250"
"30","91002","99001133","8","0","251"
"1","11001134","99001134","15","1002","252"
"30","91002","99001134","8","0","253"
"1","11001135","99001135","15","1003","254"
"30","91002","99001135","8","0","255"
"1","11001136","99001136","15","1001","256"
"30","91002","99001136","8","0","257"
"1","11001137","99001137","15","1001","258"
"30","91002","99001137","8","0","259"
"1","11001138","99001138","15","1002","260"
"30","91002","99001138","8","0","261"
"1","11001139","99001139","15","1003","262"
"30","91002","99001139","8","0","263"
"1","11001140","99001140","15","1003","264"
"1","11001142","99001142","15","1001","265"
"30","91002","99001142","8","0","266"
"1","11001143","99001143","15","1001","267"
"30","91002","99001143","8","0","268"
"1","11001144","99001144","15","1002","269"
"30","91002","99001144","8","0","270"
"1","11001145","99001145","15","1003","271"
"30","91002","99001145","8","0","272"
"0","11001146","99001146","15","1001","273"
"0","11001147","99001147","15","1002","274"
"1","11001148","99001148","15","1001","275"
"30","91002","99001148","8","0","276"
"1","11001149","99001149","15","1001","277"
"30","91002","99001149","8","0","278"
"1","11001150","99001150","15","1002","279"
"30","91002","99001150","8","0","280"
"1","11001151","99001151","15","1003","281"
"30","91002","99001151","8","0","282"
"1","11001152","99001152","15","1001","283"
"30","91002","99001152","8","0","284"
"1","11001153","99001153","15","1001","285"
"30","91002","99001153","8","0","286"
"1","11001154","99001154","15","1002","287"
"30","91002","99001154","8","0","288"
"1","11001155","99001155","15","1003","289"
"30","91002","99001155","8","0","290"
"1","11001156","99001156","15","1001","291"
"30","91002","99001156","8","0","292"
"1","11001157","99001157","15","1001","293"
"30","91002","99001157","8","0","294"
"1","11001158","99001158","15","1002","295"
"30","91002","99001158","8","0","296"
"1","11001159","99001159","15","1003","297"
"30","91002","99001159","8","0","298"
"1","11001160","99001160","15","1001","299"
"30","91002","99001160","8","0","300"
"1","11001161","99001161","15","1001","301"
"30","91002","99001161","8","0","302"
"1","11001162","99001162","15","1002","303"
"30","91002","99001162","8","0","304"
"1","11001163","99001163","15","1003","305"
"30","91002","99001163","8","0","306"
"1","11001164","99001164","15","1002","307"
"1","11001165","99001165","15","1003","308"
"1","11001166","99001166","15","1001","309"
"30","91002","99001166","8","0","310"
"1","11001167","99001167","15","1001","311"
"30","91002","99001167","8","0","312"
"1","11001168","99001168","15","1002","313"
"30","91002","99001168","8","0","314"
"1","11001169","99001169","15","1003","315"
"30","91002","99001169","8","0","316"
"1","11001170","99001170","15","1001","317"
"30","91002","99001170","8","0","318"
"1","11001171","99001171","15","1001","319"
"30","91002","99001171","8","0","320"
"1","11001172","99001172","15","1002","321"
"30","91002","99001172","8","0","322"
"1","11001173","99001173","15","1003","323"
"30","91002","99001173","8","0","324"
"1","11001174","99001174","15","1001","325"
"30","91002","99001174","8","0","326"
"1","11001175","99001175","15","1001","327"
"30","91002","99001175","8","0","328"
"1","11001176","99001176","15","1002","329"
"30","91002","99001176","8","0","330"
"1","11001177","99001177","15","1003","331"
"30","91002","99001177","8","0","332"
"1","11001178","99001178","15","1001","333"
"30","91002","99001178","8","0","334"
"1","11001179","99001179","15","1001","335"
"30","91002","99001179","8","0","336"
"1","11001180","99001180","15","1002","337"
"30","91002","99001180","8","0","338"
"1","11001181","99001181","15","1003","339"
"30","91002","99001181","8","0","340"
"1","11001182","99001182","15","1001","341"
"30","91002","99001182","8","0","342"
"1","11001183","99001183","15","1001","343"
"30","91002","99001183","8","0","344"
"1","11001184","99001184","15","1002","345"
"30","91002","99001184","8","0","346"
"1","11001185","99001185","15","1003","347"
"30","91002","99001185","8","0","348"
"1","11001186","99001186","15","1001","349"
"30","91002","99001186","8","0","350"
"1","11001187","99001187","15","1001","351"
"30","91002","99001187","8","0","352"
"1","11001188","99001188","15","1002","353"
"30","91002","99001188","8","0","354"
"1","11001189","99001189","15","1003","355"
"30","91002","99001189","8","0","356"
"1","11001190","99001190","15","1001","357"
"30","91002","99001190","8","0","358"
"1","11001191","99001191","15","1001","359"
"30","91002","99001191","8","0","360"
"1","11001192","99001192","15","1002","361"
"30","91002","99001192","8","0","362"
"1","11001193","99001193","15","1003","363"
"30","91002","99001193","8","0","364"
"1","11001194","99001194","15","1001","365"
"30","91002","99001194","8","0","366"
"1","11001195","99001195","15","1001","367"
"30","91002","99001195","8","0","368"
"1","11001196","99001196","15","1002","369"
"30","91002","99001196","8","0","370"
"1","11001197","99001197","15","1003","371"
"30","91002","99001197","8","0","372"
"1","11001198","99001198","15","1002","373"
"1","11001199","99001199","15","1003","374"
"1","11001200","99001200","15","1001","375"
"30","91002","99001200","8","0","376"
"1","11001201","99001201","15","1001","377"
"30","91002","99001201","8","0","378"
"1","11001202","99001202","15","1002","379"
"30","91002","99001202","8","0","380"
"1","11001203","99001203","15","1003","381"
"30","91002","99001203","8","0","382"
"1","11001204","99001204","15","1003","383"
"1","11001205","99001205","15","1001","384"
"30","91002","99001205","8","0","385"
"1","11001206","99001206","15","1001","386"
"30","91002","99001206","8","0","387"
"1","11001207","99001207","15","1002","388"
"30","91002","99001207","8","0","389"
"1","11001208","99001208","15","1003","390"
"30","91002","99001208","8","0","391"
"1","11001209","99001209","15","1001","392"
"30","91002","99001209","8","0","393"
"1","11001210","99001210","15","1001","394"
"30","91002","99001210","8","0","395"
"1","11001211","99001211","15","1002","396"
"30","91002","99001211","8","0","397"
"1","11001212","99001212","15","1003","398"
"30","91002","99001212","8","0","399"
"1","11001213","99001213","15","1001","400"
"30","91002","99001213","8","0","401"
"1","11001214","99001214","15","1001","402"
"30","91002","99001214","8","0","403"
"1","11001215","99001215","15","1002","404"
"30","91002","99001215","8","0","405"
"1","11001216","99001216","15","1003","406"
"30","91002","99001216","8","0","407"
"1","11001217","99001217","15","1001","408"
"30","91002","99001217","8","0","409"
"1","11001218","99001218","15","1001","410"
"30","91002","99001218","8","0","411"
"1","11001219","99001219","15","1002","412"
"30","91002","99001219","8","0","413"
"1","11001220","99001220","15","1003","414"
"30","91002","99001220","8","0","415"
"1","11001221","99001221","15","1001","416"
"30","91002","99001221","8","0","417"
"1","11001222","99001222","15","1001","418"
"30","91002","99001222","8","0","419"
"1","11001223","99001223","15","1002","420"
"30","91002","99001223","8","0","421"
"1","11001224","99001224","15","1003","422"
"30","91002","99001224","8","0","423"
"1","11001225","99001225","15","1001","424"
"30","91002","99001225","8","0","425"
"1","11001226","99001226","15","1001","426"
"30","91002","99001226","8","0","427"
"1","11001227","99001227","15","1002","428"
"30","91002","99001227","8","0","429"
"1","11001228","99001228","15","1003","430"
"30","91002","99001228","8","0","431"
"1","11001229","99001229","15","1001","432"
"30","91002","99001229","8","0","433"
"1","11001230","99001230","15","1001","434"
"30","91002","99001230","8","0","435"
"1","11001231","99001231","15","1002","436"
"30","91002","99001231","8","0","437"
"1","11001232","99001232","15","1003","438"
"30","91002","99001232","8","0","439"
"1","11001233","99001233","15","1001","440"
"30","91002","99001233","8","0","441"
"1","11001234","99001234","15","1001","442"
"30","91002","99001234","8","0","443"
"1","11001235","99001235","15","1002","444"
"30","91002","99001235","8","0","445"
"1","11001236","99001236","15","1003","446"
"30","91002","99001236","8","0","447"
"1","11001237","99001237","15","1001","448"
"30","91002","99001237","8","0","449"
"1","11001238","99001238","15","1001","450"
"30","91002","99001238","8","0","451"
"1","11001239","99001239","15","1002","452"
"30","91002","99001239","8","0","453"
"1","11001240","99001240","15","1003","454"
"30","91002","99001240","8","0","455"
"1","11001241","99001241","15","1001","456"
"30","91002","99001241","8","0","457"
"1","11001242","99001242","15","1001","458"
"30","91002","99001242","8","0","459"
"1","11001243","99001243","15","1002","460"
"30","91002","99001243","8","0","461"
"1","11001244","99001244","15","1003","462"
"30","91002","99001244","8","0","463"
"1","11001245","99001245","15","1001","464"
"30","91002","99001245","8","0","465"
"1","11001246","99001246","15","1001","466"
"30","91002","99001246","8","0","467"
"1","11001247","99001247","15","1002","468"
"30","91002","99001247","8","0","469"
"1","11001248","99001248","15","1003","470"
"30","91002","99001248","8","0","471"
"1","11001249","99001249","15","1003","472"
"1","11001250","99001250","15","1001","473"
"30","91002","99001250","8","0","474"
"1","11001251","99001251","15","1001","475"
"30","91002","99001251","8","0","476"
"1","11001252","99001252","15","1002","477"
"30","91002","99001252","8","0","478"
"1","11001253","99001253","15","1003","479"
"30","91002","99001253","8","0","480"
"1","11001254","99001254","15","1001","481"
"30","91002","99001254","8","0","482"
"1","11001255","99001255","15","1001","483"
"30","91002","99001255","8","0","484"
"1","11001256","99001256","15","1002","485"
"30","91002","99001256","8","0","486"
"1","11001257","99001257","15","1003","487"
"30","91002","99001257","8","0","488"
"1","11001258","99001258","15","1001","489"
"30","91002","99001258","8","0","490"
"1","11001259","99001259","15","1001","491"
"30","91002","99001259","8","0","492"
"1","11001260","99001260","15","1002","493"
"30","91002","99001260","8","0","494"
"1","11001261","99001261","15","1003","495"
"30","91002","99001261","8","0","496"
"1","11001262","99001262","15","1001","497"
"1","11001263","99001263","15","1001","498"
"1","11001264","99001264","15","1001","499"
"1","11001265","99001265","15","1002","500"
"1","11001266","99001266","15","1003","501"
"1","11001267","99001267","15","1001","502"
"30","91002","99001267","8","0","503"
"1","11001268","99001268","15","1001","504"
"30","91002","99001268","8","0","505"
"1","11001269","99001269","15","1002","506"
"30","91002","99001269","8","0","507"
"1","11001270","99001270","15","1003","508"
"30","91002","99001270","8","0","509"
"1","11001271","99001271","15","1003","510"
"1","11001272","99001272","15","1001","511"
"30","91002","99001272","8","0","512"
"1","11001273","99001273","15","1001","513"
"30","91002","99001273","8","0","514"
"1","11001274","99001274","15","1002","515"
"30","91002","99001274","8","0","516"
"1","11001275","99001275","15","1003","517"
"30","91002","99001275","8","0","518"
"1","11001276","99001276","15","1003","519"
"1","11001277","99001277","15","1001","520"
"30","91002","99001277","8","0","521"
"1","11001278","99001278","15","1001","522"
"30","91002","99001278","8","0","523"
"1","11001279","99001279","15","1002","524"
"30","91002","99001279","8","0","525"
"1","11001280","99001280","15","1003","526"
"30","91002","99001280","8","0","527"
"1","11001281","99001281","15","1001","528"
"30","91002","99001281","8","0","529"
"1","11001282","99001282","15","1001","530"
"30","91002","99001282","8","0","531"
"1","11001283","99001283","15","1002","532"
"30","91002","99001283","8","0","533"
"1","11001284","99001284","15","1003","534"
"30","91002","99001284","8","0","535"
"1","11001285","99001285","15","1003","536"
"1","11001286","99001286","15","1001","537"
"30","91002","99001286","8","0","538"
"1","11001287","99001287","15","1001","539"
"30","91002","99001287","8","0","540"
"1","11001288","99001288","15","1002","541"
"30","91002","99001288","8","0","542"
"1","11001289","99001289","15","1003","543"
"30","91002","99001289","8","0","544"
"1","11001290","99001290","15","1001","545"
"30","91002","99001290","8","0","546"
"1","11001291","99001291","15","1001","547"
"30","91002","99001291","8","0","548"
"1","11001292","99001292","15","1002","549"
"30","91002","99001292","8","0","550"
"1","11001293","99001293","15","1003","551"
"30","91002","99001293","8","0","552"
"1","11001294","99001294","15","1001","553"
"30","91002","99001294","8","0","554"
"1","11001295","99001295","15","1001","555"
"30","91002","99001295","8","0","556"
"1","11001296","99001296","15","1002","557"
"30","91002","99001296","8","0","558"
"1","11001297","99001297","15","1003","559"
"30","91002","99001297","8","0","560"
"1","11001298","99001298","15","1001","561"
"30","91002","99001298","8","0","562"
"1","11001299","99001299","15","1001","563"
"30","91002","99001299","8","0","564"
"1","11001300","99001300","15","1002","565"
"30","91002","99001300","8","0","566"
"1","11001301","99001301","15","1003","567"
"30","91002","99001301","8","0","568"
"1","11001302","99001302","15","1003","569"
"1","11001303","99001303","15","1003","570"
"1","11001304","99001304","15","1003","571"
"1","11001305","99001305","15","1001","572"
"30","91002","99001305","8","0","573"
"1","11001306","99001306","15","1001","574"
"30","91002","99001306","8","0","575"
"1","11001307","99001307","15","1002","576"
"30","91002","99001307","8","0","577"
"1","11001308","99001308","15","1003","578"
"30","91002","99001308","8","0","579"
"1","11001309","99001309","15","1001","580"
"30","91002","99001309","8","0","581"
"1","11001310","99001310","15","1001","582"
"30","91002","99001310","8","0","583"
"1","11001311","99001311","15","1002","584"
"30","91002","99001311","8","0","585"
"1","11001312","99001312","15","1003","586"
"30","91002","99001312","8","0","587"
"1","11001313","99001313","15","1003","588"
"1","11001314","99001314","15","1001","589"
"30","91002","99001314","8","0","590"
"1","11001315","99001315","15","1001","591"
"30","91002","99001315","8","0","592"
"1","11001316","99001316","15","1002","593"
"30","91002","99001316","8","0","594"
"1","11001317","99001317","15","1003","595"
"30","91002","99001317","8","0","596"
"1","11001318","99001318","15","1003","597"
"1","11001319","99001319","15","1001","598"
"30","91002","99001319","8","0","599"
"1","11001320","99001320","15","1001","600"
"30","91002","99001320","8","0","601"
"1","11001321","99001321","15","1002","602"
"30","91002","99001321","8","0","603"
"1","11001322","99001322","15","1003","604"
"30","91002","99001322","8","0","605"
"1","11001323","99001323","15","1003","606"
"1","11001324","99001324","15","1001","607"
"30","91002","99001324","8","0","608"
"1","11001325","99001325","15","1001","609"
"30","91002","99001325","8","0","610"
"1","11001326","99001326","15","1002","611"
"30","91002","99001326","8","0","612"
"1","11001327","99001327","15","1003","613"
"30","91002","99001327","8","0","614"
"1","11001328","99001328","15","1003","615"
"1","11001329","99001329","15","1001","616"
"30","91002","99001329","8","0","617"
"1","11001330","99001330","15","1001","618"
"30","91002","99001330","8","0","619"
"1","11001331","99001331","15","1002","620"
"30","91002","99001331","8","0","621"
"1","11001332","99001332","15","1003","622"
"30","91002","99001332","8","0","623"
"1","11001333","99001333","15","1001","624"
"30","91002","99001333","8","0","625"
"1","11001334","99001334","15","1001","626"
"30","91002","99001334","8","0","627"
"1","11001335","99001335","15","1002","628"
"30","91002","99001335","8","0","629"
"1","11001336","99001336","15","1003","630"
"30","91002","99001336","8","0","631"
"1","11001337","99001337","15","1002","632"
"1","11001338","99001338","15","1002","633"
"1","11001339","99001339","15","1003","634"
"1","11001340","99001340","15","1001","635"
"30","91002","99001340","8","0","636"
"1","11001341","99001341","15","1001","637"
"30","91002","99001341","8","0","638"
"1","11001342","99001342","15","1002","639"
"30","91002","99001342","8","0","640"
"1","11001343","99001343","15","1003","641"
"30","91002","99001343","8","0","642"
"1","11001344","99001344","15","1001","646"
"30","91002","99001344","8","0","647"
"1","11001345","99001345","15","1001","648"
"30","91002","99001345","8","0","649"
"1","11001346","99001346","15","1002","650"
"30","91002","99001346","8","0","651"
"1","11001347","99001347","15","1003","652"
"30","91002","99001347","8","0","653"
