02a33fe358425b9a2fb559d9a04c81733949e7da49ea4e6dde88dc819eba1244,edd2ecc9c791699d0351df8265963323760cc08df1490f9fdb6fa76b012ec991,ff601712b6c801dba80cf2e0b861d89e7d1af4d417920d12eeb951e5c424d558,26dddcece0e7938c0346691321d765d913a0a4a55f4ac98923a034c9fcb580f9,912233287f3f43d71e8d5661215eb317523b1ef7c199b4a6b147be59df443efa,d1654a961b461b5b5fc15ce4e0aa8a2fd52c4e4cefdbc8bb641d2d390e3c9e0c,2f98bb963fb5f92ec429425146f40110d961b42c294561f2d8160d031f63127b,f2c01b4af04c76fbd463dd179967008d5f317c2f302420c3445e9df13de8f9c6,9de0d33434639fbb91901a299b52ab7d459622c69009d106489c36623ade3b2f,089b0c16e03b8996a4bdb75e222ecdd18a6fa5eba2507b0e6758c0fadda99624
"14000000","3811","0","25101","3","0","3801","2","3812","0"
"14000000","3911","0","25101","3","0","3901","2","0","0"
"14000000","4011","0","25101","3","0","4001","2","0","0"
"14500000","4111","0","25101","3","0","4101","2","0","0"
"14500000","4211","0","25101","3","0","4201","2","4212","0"
"14500000","4311","0","25101","3","0","4301","2","0","0"
"15000000","4411","0","25101","3","0","4401","2","0","0"
"15000000","4511","0","25101","3","0","4501","2","0","0"
"15000000","4611","0","25101","3","0","4601","2","0","0"
"15500000","4711","0","25101","3","0","4701","2","0","0"
"15500000","4811","0","25101","3","0","4801","2","0","0"
"15500000","4911","0","25101","3","0","4901","2","0","0"
"16000000","5011","0","25101","3","0","5001","2","0","0"
"16000000","5111","0","25101","3","0","5101","2","0","0"
"16000000","5211","0","25101","3","0","5201","2","0","0"
"16500000","5311","0","25101","3","0","5301","2","0","0"
"16500000","5411","0","25101","3","0","5401","2","5412","0"
"16500000","5511","0","25101","3","0","5501","2","0","0"
"17000000","5611","0","25101","3","0","5601","2","0","0"
"17000000","5711","0","25101","3","0","5701","2","0","0"
"17000000","5811","0","25101","3","0","5801","2","0","0"
"17500000","5911","0","25101","3","0","5901","2","0","0"
"17500000","6011","0","25101","3","0","6001","2","0","0"
"17500000","6111","0","25101","3","0","6101","2","0","0"
"18000000","6211","0","25101","3","0","6201","2","6212","0"
"18000000","6311","0","25101","3","0","6301","2","0","0"
"18000000","6411","0","25101","3","0","6401","2","0","0"
"18500000","6511","0","25101","3","0","6501","2","0","0"
"18500000","6611","0","25101","3","0","6601","2","0","0"
"18500000","6711","0","25101","3","0","6701","2","6712","0"
"18500000","6811","0","25101","3","0","6801","2","0","0"
"19000000","6911","0","25101","3","0","6901","2","0","0"
"19000000","7011","0","25101","3","0","7001","2","0","0"
"19000000","7111","0","25101","3","0","7101","2","0","0"
"19000000","7211","0","25101","3","0","7201","2","0","0"
"19500000","7311","0","25101","3","0","7301","2","0","0"
"19500000","7411","0","25101","3","0","7401","2","0","0"
"19500000","7511","0","25101","3","0","7501","2","0","0"
"19500000","7611","0","25101","3","0","7601","2","7612","0"
"20000000","7711","0","25101","3","0","7701","2","0","0"
"20000000","7811","0","25101","3","0","7801","2","0","0"
"20000000","7911","0","25101","3","0","7901","2","0","0"
"20000000","8011","0","25101","3","0","8001","2","0","0"
"20000000","8111","0","25101","3","0","8101","2","8112","0"
"20000000","8211","0","25101","3","0","8201","2","0","0"
"20000000","8311","0","25101","3","0","8301","2","8312","0"
"20000000","8411","0","25101","3","0","8401","2","0","0"
"20000000","8511","0","25101","3","0","8501","2","0","0"
"20000000","8611","0","25101","3","0","8601","2","0","0"
"20000000","8711","0","25101","3","0","8701","2","0","0"
"20000000","8811","0","25101","3","0","8801","2","0","0"
"20000000","8911","0","25101","3","0","8901","2","0","0"
"20000000","9011","0","25101","3","0","9001","2","0","0"
"20000000","9111","0","25101","3","0","9101","2","0","0"
"20000000","9211","0","25101","3","0","9201","2","9212","0"
"20000000","9311","0","25101","3","0","9301","2","0","0"
"20000000","9411","0","25101","3","0","9401","2","0","0"
"20000000","9511","0","25101","3","0","9501","2","0","0"
"20000000","9611","0","25101","3","0","9601","2","0","0"
"20000000","9711","0","25101","3","0","9701","2","0","0"
"20000000","9811","0","25101","3","0","9801","2","0","0"
"20000000","9911","0","25101","3","0","9901","2","0","0"
"20000000","10011","0","25101","3","0","10001","2","0","0"
"20000000","10111","0","25101","3","0","10101","2","0","0"
"20000000","10211","0","25101","3","0","10201","2","0","0"
"20000000","10311","0","25101","3","0","10301","2","10312","0"
"20000000","10411","0","25101","3","0","10401","2","0","0"
"20000000","10511","0","25101","3","0","10501","2","0","0"
"20000000","10611","0","25101","3","0","10601","2","0","0"
"20000000","10711","0","25101","3","0","10701","2","0","0"
"20000000","10811","0","25101","3","0","10801","2","0","0"
"20000000","10911","0","25101","3","0","10901","2","0","0"
"20000000","11011","0","25101","3","0","11001","2","0","0"
"20000000","11111","0","25101","3","0","11101","2","0","0"
"20000000","11211","0","25101","3","0","11201","2","0","0"
"20000000","11311","0","25101","3","0","11301","2","0","0"
"20000000","11411","0","25101","3","0","11401","2","0","0"
"20000000","11511","0","25101","3","0","11501","2","0","0"
"20000000","11611","0","25101","3","0","11601","2","0","0"
"20000000","11711","0","25101","3","0","11701","2","0","0"
"20000000","11811","0","25101","3","0","11801","2","0","0"
"20000000","11911","0","25101","3","0","11901","2","11912","0"
"20000000","12011","0","25101","3","0","12001","2","0","0"
"20000000","12111","0","25101","3","0","12101","2","0","0"
"20000000","12211","0","25101","3","0","12201","2","0","0"
"20000000","12311","0","25101","3","0","12301","2","0","0"
"20000000","12411","0","25101","3","0","12401","2","0","0"
"20000000","12511","0","25101","3","0","12501","2","0","0"
"20000000","12611","0","25101","3","0","12601","2","0","0"
"20000000","12711","0","25101","3","0","12701","2","0","0"
"20000000","12811","0","25101","3","0","12801","2","12812","0"
"20000000","12911","0","25101","3","0","12901","2","0","0"
"20000000","13011","0","25101","3","0","13001","2","0","0"
"20000000","13111","0","25101","3","0","13101","2","0","0"
"20000000","13211","0","25101","3","0","13201","2","0","0"
"20000000","13311","0","25101","3","0","13301","2","0","0"
"20000000","13411","0","25101","3","0","13401","2","0","0"
"20000000","13511","0","25101","3","0","13501","2","0","0"
"20000000","13611","0","25101","3","0","13601","2","0","0"
"20000000","13711","0","25101","3","0","13701","2","0","0"
"20000000","13811","0","25101","3","0","13801","2","0","0"
"20000000","13911","0","25101","3","0","13901","2","0","0"
"20000000","14011","0","25101","3","0","14001","2","0","0"
"20000000","14111","0","25101","3","0","14101","2","0","0"
"20000000","14211","0","25101","3","0","14201","2","14212","0"
"20000000","14311","0","25101","3","0","14301","2","0","0"
"20000000","14411","0","25101","3","0","14401","2","0","0"
"20000000","14511","0","25101","3","0","14501","2","0","0"
"20000000","14611","0","25101","3","0","14601","2","0","0"
"20000000","14711","0","25101","3","0","14701","2","0","0"
"20000000","14811","0","25101","3","0","14801","2","0","0"
"20000000","14911","0","25101","3","0","14901","2","0","0"
"20000000","15011","0","25101","3","0","15001","2","0","0"
"20000000","15111","0","25101","3","0","15101","2","0","0"
"20000000","15211","0","25101","3","0","15201","2","0","0"
"20000000","15311","0","25101","3","0","15301","2","0","0"
"20000000","15411","0","25101","3","0","15401","2","0","0"
"20000000","15511","0","25101","3","0","15501","2","0","0"
"20000000","15611","0","25101","3","0","15601","2","0","0"
