f8601ca6144d5cf641868c020a391a7792769333dc56e14fd80775323f69652d,ac4b06bd703f79bf58912e0dcdd99f6b07c4768136a3ea2bf815ca343a339b0e,8c2ef9b032ad43b1445d56604cd28cdaeb71d398bafa8570408c3ea29a224dae,5e962b0d71da60a8e4e7afa3fa3db2cd74b5071fab59633d8ffb20c7eb1f8eb7,e7128897f82156e0780aa6b1691768850575063a8fdee3b490239388b356a0e6,10991599915ab6429e59b00f5ccad4ec96d0483c60e1b2eccc295c00c7b3f820,f2fff173cc7cb0ad473ce5879b10f89ea3d669eba57a82041f77d16449428f03,300407002995f9000c1413adb899ee725c539a0c4a183ff6b5ff800f2f31e3f8,8e5b40a9bd6411c576f964fd5ef6632ee4db90e9db7783c1d3170cb8cf3ed996,d6aeb1c40252e63c880770f329dbab3026ad44034b4c702baea3f6d442dc2490,8cb9fd0bec632a69fd325831695d94bb266c2f7f43641b738fc78a1f7a7ad5f9,fca8cf1913f7117767a078683acab179d1f60bbf0ef458387bac4e3ad0a8f432,6f82944fa351e9a274648ed867770dbf9e3d4b64ff1f598474c19d9c4dbe7c7d,84331e07139200fa482f14ed53c3318a020a4b6986ca05f976afa19a5c9d474e,3ae867c6a90c8ddf83e4ab02f85de0811db19dd156018377172ace859c398df9,aac26ad1dddd81da40d37ed163c71b898236a31b7447204966e56d2e3f5b11bd,88a6a1bc14d4271f83f3fd1033f5446f1869ee0f0a410b541784f9e80d229958,70737eb66411bd38f2115f327e2bdea4d9894202d0b6a5ae92fc2f1e57dbb5e3,8c0a94b66ed46f6f698672278e6d7bbd5e190b3d22aaef5e087a1d46286aeafd
"1003","0","0","0","2","65","25206","2","0","0","40","0","0","5","49000000","25205","0","invasion_reward_icon_connectpiece_3","0"
"1003","0","0","0","8","66","91002","4","0","0","50","0","0","100","56000000","150002","0","invasion_reward_icon_jewel","0"
"1003","0","0","0","2","67","25202","2","0","0","40","0","0","30","63000000","25201","0","invasion_reward_icon_connectpiece_1","0"
"1003","0","0","0","2","68","25204","2","0","0","40","0","0","15","70000000","25203","0","invasion_reward_icon_connectpiece_2","0"
"1003","0","0","0","2","69","25206","2","0","0","40","0","0","5","77000000","25205","0","invasion_reward_icon_connectpiece_3","0"
"1003","0","0","0","8","70","91002","4","0","0","50","0","0","200","84000000","150003","0","invasion_reward_icon_jewel","0"
"1003","0","0","0","4","71","140001","0","0","0","0","0","0","10","92000000","0","0","invasion_reward_icon_hiseki","0"
"1003","0","0","0","4","72","140001","0","0","0","0","0","0","10","100000000","0","0","invasion_reward_icon_hiseki","0"
"1003","0","0","0","4","73","140001","0","0","0","0","0","0","20","108000000","0","0","invasion_reward_icon_hiseki","0"
"1003","0","0","0","2","74","90005","4","0","0","20","0","0","10","116000000","140001","0","invasion_reward_icon_hiseki","0"
"1003","0","0","0","2","75","90005","4","0","0","30","0","0","10","124000000","140001","0","invasion_reward_icon_hiseki","0"
