e5269e84fc38151bb1c5da8b9e59aac07878c8e4f575e0f57da0060d7832299b,491c567b4ed0214f0c4c699094d3332841e7918382bd928d1a3ca8e5988d028b,ef608a375a3bd4e7f4941b41b601a6f2662b57bc7b8537bf85ae79859413c036,ffea15582219506133d0055a793a1bc2c61aca5c7934294b3d989a8bd4df0a34,6d76a202219319ff6e66160c8ab1e18cbee82e9de68fe59ba7a049dcdcfa1a16,f466c651b9b2b351171236a841fcf9ac4d7e538519d7e19eec808554cfaba62e,79652d6f220af18c933b2783b3423f5030e5db88af8d0e176fd3be53c0d29337,4f93761958159a7a156011ad7008ae6b267557d0ae80ef72157586036e9ef7c8,53bbe130e57d59fb7f5bb6a32f8a2bc63019e4c9df823a793c0b7c4067317f74,155f4949bc6ba8b5aa2ea5c4ad3e1bc296221787b03bf5d91d1f72426cc1532e
"5","-1","2030/12/31 23:59:59","116","0","1","2018/01/01 05:00:00","0","28005001","20"
"2","-1","2030/12/31 23:59:59","117","0","1","2018/01/01 05:00:00","20001","28005001","10"
"12","-1","2030/12/31 23:59:59","118","0","1","2018/01/01 05:00:00","94002","15005001","1500"
"6","-1","2030/12/31 23:59:59","119","0","1","2018/01/01 05:00:00","93001","18001003","200"
"6","-1","2030/12/31 23:59:59","120","0","1","2018/01/01 05:00:00","93001","18001004","200"
"5","-1","2021/02/09 04:59:59","121","0","1","2018/01/01 05:00:00","0","11101001","20"
"2","-1","2021/02/09 04:59:59","122","0","1","2018/01/01 05:00:00","20003","11101001","2"
"8","-1","2030/12/31 23:59:59","123","0","1","2018/01/01 05:00:00","91002","21102001","50"
"8","-1","2030/12/31 23:59:59","124","0","1","2018/01/01 05:00:00","91002","21103001","100"
"5","-1","2021/02/09 04:59:59","128","0","1","2018/01/01 05:00:00","0","11001002","30"
"12","-1","2021/02/09 04:59:59","129","0","1","2018/01/01 05:00:00","94002","11001002","30000"
"2","-1","2021/02/09 04:59:59","130","0","1","2018/01/01 05:00:00","23001","11001002","6"
"6","-1","2030/12/31 23:59:59","131","0","1","2018/01/01 05:00:00","93001","28007001","100"
"6","-1","2030/12/31 23:59:59","132","0","1","2018/01/01 05:00:00","93001","28007002","100"
"6","-1","2030/12/31 23:59:59","133","0","1","2018/01/01 05:00:00","93001","28007003","100"
"8","-1","2030/12/31 23:59:59","134","0","1","2018/01/01 05:00:00","91002","26013001","30"
"8","-1","2030/12/31 23:59:59","135","0","1","2018/01/01 05:00:00","91002","26014001","50"
"8","-1","2030/12/31 23:59:59","136","0","1","2018/01/01 05:00:00","91002","21011001","80"
"2","-1","2030/12/31 23:59:59","137","0","1","2018/01/01 05:00:00","22003","21011001","2"
"8","-1","2030/12/31 23:59:59","138","0","1","2018/01/01 05:00:00","91002","26015001","50"
"8","-1","2030/12/31 23:59:59","139","0","1","2018/01/01 05:00:00","91002","26015002","10"
"8","-1","2030/12/31 23:59:59","140","0","1","2018/01/01 05:00:00","91002","21102002","100"
"8","-1","2030/12/31 23:59:59","141","0","1","2018/01/01 05:00:00","91002","28002015","400"
"12","-1","2030/12/31 23:59:59","142","0","1","2018/01/01 05:00:00","94002","28002015","500000"
"2","-1","2030/12/31 23:59:59","143","0","1","2018/01/01 05:00:00","90007","28002015","1500"
"8","-1","2030/12/31 23:59:59","144","0","1","2018/01/01 05:00:00","91002","28002016","400"
"12","-1","2030/12/31 23:59:59","145","0","1","2018/01/01 05:00:00","94002","28002016","500000"
"2","-1","2030/12/31 23:59:59","146","0","1","2018/01/01 05:00:00","90007","28002016","1500"
"8","-1","2030/12/31 23:59:59","147","0","1","2018/01/01 05:00:00","91002","28002017","400"
"12","-1","2030/12/31 23:59:59","148","0","1","2018/01/01 05:00:00","94002","28002017","3000000"
"2","-1","2030/12/31 23:59:59","149","0","1","2018/01/01 05:00:00","90007","28002017","1500"
"8","-1","2030/12/31 23:59:59","150","0","1","2018/01/01 05:00:00","91002","28002018","600"
"12","-1","2030/12/31 23:59:59","151","0","1","2018/01/01 05:00:00","94002","28002018","3000000"
"2","-1","2030/12/31 23:59:59","152","0","1","2018/01/01 05:00:00","90007","28002018","1500"
"8","-1","2030/12/31 23:59:59","153","0","1","2018/01/01 05:00:00","91002","28002019","600"
"12","-1","2030/12/31 23:59:59","154","0","1","2018/01/01 05:00:00","94002","28002019","3000000"
"2","-1","2030/12/31 23:59:59","155","0","1","2018/01/01 05:00:00","90007","28002019","1500"
"8","-1","2030/12/31 23:59:59","156","0","1","2018/01/01 05:00:00","91002","28002020","600"
"12","-1","2030/12/31 23:59:59","157","0","1","2018/01/01 05:00:00","94002","28002020","5000000"
"2","-1","2030/12/31 23:59:59","158","0","1","2018/01/01 05:00:00","90007","28002020","1500"
"8","-1","2030/12/31 23:59:59","159","0","1","2018/01/01 05:00:00","91002","28002021","600"
"12","-1","2030/12/31 23:59:59","160","0","1","2018/01/01 05:00:00","94002","28002021","5000000"
"2","-1","2030/12/31 23:59:59","161","0","1","2018/01/01 05:00:00","90007","28002021","1500"
"8","-1","2030/12/31 23:59:59","162","0","1","2018/01/01 05:00:00","91002","28002022","600"
"12","-1","2030/12/31 23:59:59","163","0","1","2018/01/01 05:00:00","94002","28002022","5000000"
"2","-1","2030/12/31 23:59:59","164","0","1","2018/01/01 05:00:00","90007","28002022","1500"
"8","-1","2030/12/31 23:59:59","165","0","1","2018/01/01 05:00:00","91002","28002023","600"
"12","-1","2030/12/31 23:59:59","166","0","1","2018/01/01 05:00:00","94002","28002023","5000000"
"2","-1","2030/12/31 23:59:59","167","0","1","2018/01/01 05:00:00","90007","28002023","1500"
"8","-1","2030/12/31 23:59:59","168","0","1","2018/01/01 05:00:00","91002","28002024","600"
"12","-1","2030/12/31 23:59:59","169","0","1","2018/01/01 05:00:00","94002","28002024","5000000"
"2","-1","2030/12/31 23:59:59","170","0","1","2018/01/01 05:00:00","90007","28002024","1500"
"8","-1","2030/12/31 23:59:59","171","0","1","2018/01/01 05:00:00","91002","28002025","1100"
"12","-1","2030/12/31 23:59:59","172","0","1","2018/01/01 05:00:00","94002","28002025","7500000"
"2","-1","2030/12/31 23:59:59","173","0","1","2018/01/01 05:00:00","90007","28002025","1500"
"8","-1","2030/12/31 23:59:59","174","0","1","2018/01/01 05:00:00","91002","28002026","1100"
"12","-1","2030/12/31 23:59:59","175","0","1","2018/01/01 05:00:00","94002","28002026","7500000"
"2","-1","2030/12/31 23:59:59","176","0","1","2018/01/01 05:00:00","90007","28002026","1500"
"8","-1","2030/12/31 23:59:59","177","0","1","2018/01/01 05:00:00","91002","28002027","1100"
"12","-1","2030/12/31 23:59:59","178","0","1","2018/01/01 05:00:00","94002","28002027","7500000"
"2","-1","2030/12/31 23:59:59","179","0","1","2018/01/01 05:00:00","90007","28002027","1500"
"8","-1","2030/12/31 23:59:59","180","0","1","2018/01/01 05:00:00","91002","28002028","1100"
"12","-1","2030/12/31 23:59:59","181","0","1","2018/01/01 05:00:00","94002","28002028","10000000"
"2","-1","2030/12/31 23:59:59","182","0","1","2018/01/01 05:00:00","90007","28002028","1500"
"8","-1","2030/12/31 23:59:59","183","0","1","2018/01/01 05:00:00","91002","28002029","1100"
"12","-1","2030/12/31 23:59:59","184","0","1","2018/01/01 05:00:00","94002","28002029","10000000"
"2","-1","2030/12/31 23:59:59","185","0","1","2018/01/01 05:00:00","90007","28002029","1500"
"8","-1","2030/12/31 23:59:59","186","0","1","2018/01/01 05:00:00","91002","28002030","1100"
"12","-1","2030/12/31 23:59:59","187","0","1","2018/01/01 05:00:00","94002","28002030","10000000"
"2","-1","2030/12/31 23:59:59","188","0","1","2018/01/01 05:00:00","90007","28002030","1500"
"8","-1","2030/12/31 23:59:59","189","0","1","2018/01/01 05:00:00","91002","28002031","1100"
"12","-1","2030/12/31 23:59:59","190","0","1","2018/01/01 05:00:00","94002","28002031","10000000"
"2","-1","2030/12/31 23:59:59","191","0","1","2018/01/01 05:00:00","90007","28002031","1500"
"8","-1","2030/12/31 23:59:59","192","0","1","2018/01/01 05:00:00","91002","28002032","1100"
"12","-1","2030/12/31 23:59:59","193","0","1","2018/01/01 05:00:00","94002","28002032","10000000"
"2","-1","2030/12/31 23:59:59","194","0","1","2018/01/01 05:00:00","90007","28002032","1500"
"8","-1","2030/12/31 23:59:59","195","0","1","2018/01/01 05:00:00","91002","28002033","1100"
"12","-1","2030/12/31 23:59:59","196","0","1","2018/01/01 05:00:00","94002","28002033","15000000"
"2","-1","2030/12/31 23:59:59","197","0","1","2018/01/01 05:00:00","90007","28002033","1500"
"8","-1","2030/12/31 23:59:59","198","0","1","2018/01/01 05:00:00","91002","28002034","1100"
"12","-1","2030/12/31 23:59:59","199","0","1","2018/01/01 05:00:00","94002","28002034","15000000"
"2","-1","2030/12/31 23:59:59","200","0","1","2018/01/01 05:00:00","90007","28002034","1500"
"8","-1","2030/12/31 23:59:59","201","0","1","2018/01/01 05:00:00","91002","28002035","1100"
"12","-1","2030/12/31 23:59:59","202","0","1","2018/01/01 05:00:00","94002","28002035","15000000"
"2","-1","2030/12/31 23:59:59","203","0","1","2018/01/01 05:00:00","90007","28002035","1500"
"8","-1","2030/12/31 23:59:59","204","0","1","2018/01/01 05:00:00","91002","28002036","1100"
"12","-1","2030/12/31 23:59:59","205","0","1","2018/01/01 05:00:00","94002","28002036","15000000"
"2","-1","2030/12/31 23:59:59","206","0","1","2018/01/01 05:00:00","90007","28002036","1500"
"8","-1","2030/12/31 23:59:59","207","0","1","2018/01/01 05:00:00","91002","28002037","1100"
"12","-1","2030/12/31 23:59:59","208","0","1","2018/01/01 05:00:00","94002","28002037","15000000"
"2","-1","2030/12/31 23:59:59","209","0","1","2018/01/01 05:00:00","90007","28002037","1500"
"8","-1","2030/12/31 23:59:59","210","0","1","2018/01/01 05:00:00","91002","28002038","1100"
"12","-1","2030/12/31 23:59:59","211","0","1","2018/01/01 05:00:00","94002","28002038","15000000"
"2","-1","2030/12/31 23:59:59","212","0","1","2018/01/01 05:00:00","90007","28002038","1500"
"8","-1","2030/12/31 23:59:59","213","0","1","2018/01/01 05:00:00","91002","26003002","50"
"12","-1","2030/12/31 23:59:59","214","0","1","2018/01/01 05:00:00","94002","26003002","10000"
"8","-1","2030/12/31 23:59:59","215","0","1","2018/01/01 05:00:00","91002","26003003","50"
"12","-1","2030/12/31 23:59:59","216","0","1","2018/01/01 05:00:00","94002","26003003","10000"
"8","-1","2030/12/31 23:59:59","217","0","1","2018/01/01 05:00:00","91002","26003004","50"
"12","-1","2030/12/31 23:59:59","218","0","1","2018/01/01 05:00:00","94002","26003004","10000"
"8","-1","2030/12/31 23:59:59","219","0","1","2018/01/01 05:00:00","91002","26003005","50"
"12","-1","2030/12/31 23:59:59","220","0","1","2018/01/01 05:00:00","94002","26003005","50000"
"8","-1","2030/12/31 23:59:59","221","0","1","2018/01/01 05:00:00","91002","26003006","50"
"12","-1","2030/12/31 23:59:59","222","0","1","2018/01/01 05:00:00","94002","26003006","50000"
"8","-1","2030/12/31 23:59:59","223","0","1","2018/01/01 05:00:00","91002","26003007","50"
"12","-1","2030/12/31 23:59:59","224","0","1","2018/01/01 05:00:00","94002","26003007","100000"
"8","-1","2030/12/31 23:59:59","225","0","1","2018/01/01 05:00:00","91002","26003008","50"
"12","-1","2030/12/31 23:59:59","226","0","1","2018/01/01 05:00:00","94002","26003008","100000"
"8","-1","2030/12/31 23:59:59","227","0","1","2018/01/01 05:00:00","91002","26003009","50"
"12","-1","2030/12/31 23:59:59","228","0","1","2018/01/01 05:00:00","94002","26003009","100000"
"8","-1","2030/12/31 23:59:59","229","0","1","2018/01/01 05:00:00","91002","26003010","50"
"12","-1","2030/12/31 23:59:59","230","0","1","2018/01/01 05:00:00","94002","26003010","100000"
"8","-1","2030/12/31 23:59:59","231","0","1","2018/01/01 05:00:00","91002","26003011","50"
"12","-1","2030/12/31 23:59:59","232","0","1","2018/01/01 05:00:00","94002","26003011","200000"
"8","-1","2030/12/31 23:59:59","233","0","1","2018/01/01 05:00:00","91002","26003012","50"
"12","-1","2030/12/31 23:59:59","234","0","1","2018/01/01 05:00:00","94002","26003012","200000"
"8","-1","2030/12/31 23:59:59","235","0","1","2018/01/01 05:00:00","91002","26003013","50"
"12","-1","2030/12/31 23:59:59","236","0","1","2018/01/01 05:00:00","94002","26003013","200000"
"8","-1","2030/12/31 23:59:59","237","0","1","2018/01/01 05:00:00","91002","26003014","50"
"12","-1","2030/12/31 23:59:59","238","0","1","2018/01/01 05:00:00","94002","26003014","500000"
"8","-1","2030/12/31 23:59:59","239","0","1","2018/01/01 05:00:00","91002","26003015","50"
"12","-1","2030/12/31 23:59:59","240","0","1","2018/01/01 05:00:00","94002","26003015","500000"
"8","-1","2030/12/31 23:59:59","241","0","1","2018/01/01 05:00:00","91002","26003016","50"
"12","-1","2030/12/31 23:59:59","242","0","1","2018/01/01 05:00:00","94002","26003016","500000"
"8","-1","2030/12/31 23:59:59","243","0","1","2018/01/01 05:00:00","91002","26003017","50"
"12","-1","2030/12/31 23:59:59","244","0","1","2018/01/01 05:00:00","94002","26003017","500000"
"8","-1","2030/12/31 23:59:59","245","0","1","2018/01/01 05:00:00","91002","26003018","50"
"12","-1","2030/12/31 23:59:59","246","0","1","2018/01/01 05:00:00","94002","26003018","500000"
"8","-1","2030/12/31 23:59:59","247","0","1","2018/01/01 05:00:00","91002","26003019","50"
"12","-1","2030/12/31 23:59:59","248","0","1","2018/01/01 05:00:00","94002","26003019","500000"
"8","-1","2030/12/31 23:59:59","249","0","1","2018/01/01 05:00:00","91002","26003020","50"
"12","-1","2030/12/31 23:59:59","250","0","1","2018/01/01 05:00:00","94002","26003020","500000"
"8","-1","2030/12/31 23:59:59","251","0","1","2018/01/01 05:00:00","91002","26003021","50"
"12","-1","2030/12/31 23:59:59","252","0","1","2018/01/01 05:00:00","94002","26003021","750000"
"8","-1","2030/12/31 23:59:59","253","0","1","2018/01/01 05:00:00","91002","26003022","50"
"12","-1","2030/12/31 23:59:59","254","0","1","2018/01/01 05:00:00","94002","26003022","750000"
"8","-1","2030/12/31 23:59:59","255","0","1","2018/01/01 05:00:00","91002","26003023","50"
"12","-1","2030/12/31 23:59:59","256","0","1","2018/01/01 05:00:00","94002","26003023","750000"
"8","-1","2030/12/31 23:59:59","257","0","1","2018/01/01 05:00:00","91002","26003024","50"
"12","-1","2030/12/31 23:59:59","258","0","1","2018/01/01 05:00:00","94002","26003024","750000"
"8","-1","2030/12/31 23:59:59","259","0","1","2018/01/01 05:00:00","91002","26003025","50"
"12","-1","2030/12/31 23:59:59","260","0","1","2018/01/01 05:00:00","94002","26003025","750000"
"8","-1","2030/12/31 23:59:59","261","0","1","2018/01/01 05:00:00","91002","26003026","50"
"12","-1","2030/12/31 23:59:59","262","0","1","2018/01/01 05:00:00","94002","26003026","750000"
"8","-1","2030/12/31 23:59:59","263","0","1","2018/01/01 05:00:00","91002","26003027","50"
"12","-1","2030/12/31 23:59:59","264","0","1","2018/01/01 05:00:00","94002","26003027","750000"
"8","-1","2030/12/31 23:59:59","265","0","1","2018/01/01 05:00:00","91002","26002011","350"
"8","-1","2030/12/31 23:59:59","266","0","1","2018/01/01 05:00:00","91002","26002012","350"
"8","-1","2030/12/31 23:59:59","267","0","1","2018/01/01 05:00:00","91002","26002013","350"
"8","-1","2030/12/31 23:59:59","268","0","1","2018/01/01 05:00:00","91002","26002014","350"
"8","-1","2030/12/31 23:59:59","269","0","1","2018/01/01 05:00:00","91002","26002015","550"
"8","-1","2030/12/31 23:59:59","270","0","1","2018/01/01 05:00:00","91002","26002016","550"
"8","-1","2030/12/31 23:59:59","271","0","1","2018/01/01 05:00:00","91002","26002017","550"
"8","-1","2030/12/31 23:59:59","272","0","1","2018/01/01 05:00:00","91002","26002018","550"
"8","-1","2030/12/31 23:59:59","273","0","1","2018/01/01 05:00:00","91002","26002019","550"
"8","-1","2030/12/31 23:59:59","274","0","1","2018/01/01 05:00:00","91002","26002020","800"
"8","-1","2030/12/31 23:59:59","275","0","1","2018/01/01 05:00:00","91002","26002021","800"
"8","-1","2030/12/31 23:59:59","276","0","1","2018/01/01 05:00:00","91002","26002022","800"
"8","-1","2030/12/31 23:59:59","277","0","1","2018/01/01 05:00:00","91002","26002023","800"
"8","-1","2030/12/31 23:59:59","278","0","1","2018/01/01 05:00:00","91002","26002024","800"
"8","-1","2030/12/31 23:59:59","279","0","1","2018/01/01 05:00:00","91002","26002025","800"
"8","-1","2030/12/31 23:59:59","280","0","1","2018/01/01 05:00:00","91002","26002026","800"
"8","-1","2030/12/31 23:59:59","281","0","1","2018/01/01 05:00:00","91002","26002027","800"
"8","-1","2030/12/31 23:59:59","282","0","1","2018/01/01 05:00:00","91002","26002028","800"
"8","-1","2030/12/31 23:59:59","283","0","1","2018/01/01 05:00:00","91002","26002029","800"
"8","-1","2030/12/31 23:59:59","284","0","1","2018/01/01 05:00:00","91002","26002030","1000"
