bf135f4a65690ab71d6b058c4b77a9699a058845366d7225928e88c928a3250d,89c62ca85607388e0567b92a77b6b8e4859ec10e180927adbb9d78e391dec325,a52183947308b41e3f66fce7a39dac4dc1a590d274454620baecaee184eb58a2,96fc863184f9a4f8829ab623974e31051fa95a04f33cfa8ab0856bf897cee6cf,e50370d0d2772e34a28bad9874bf1312b388fe3044bf5c520d3e557711b5f6c1,36cbb60e51cb103107387bb960c16c97e5b1a8a2baebbc19df0aa39080768951,a7927ca89bc973010b607a62ccb4a3c5a241ca4ac70eb0402e8fc9e357f1e775,b69f2f11f28e15f53263af67d40bce22569a51960412a852dda7d055b33d88a1,874d0f19b3546ec23ff04ca2760a5ed53dc1f141d59343c697d94194ac66010e,0767917b3e3efa38c0c6bbe82bb4247afdaa6e18dc54b18b380d68787f2f3414,fbb55808557d62fec1e09b41926b3187d049667db8e69ac7ac41927e40d865a6,90febd76f4b32db44190721533c8eb3e0f86508dfb2ca0a1edbe2ea3ef081f18,58955ecce37af3eea0ec9ec3fe3c0fe2bfc4df02ae45dc28aba800888d6f9409,f1691962ca245a893be6d98d179967f6cdcc1f973acf8bf2cfc1f83006066409,26edd28085ce752c91d44d530d320c9587fe109c3b78510f752b86360f47c1b6,aee4f9b132dfc2827a056343247a5893b3c638ba9ef79e827caffdb684d3a9ad,33ad910ccafb797929ce1bea62062648a85dc535daa0ee323a1346db0c53073b,e20e3aa7a233eb5bc2320c5c04202e964bd73b7ecef93af9ca564eaa5743154a,58f6348b2650c14e58948593cfd70fd345eaac8641f0b5ae1f56ac8f39f112e0,9ec7ae8a8061746bb42d4e94e1d9907d0dbac651b78397c8f2e0d937a736a9e9,c821a03836be8bbe19a3ad7f9dc464a8068ee3f249a9cb41ec247c9ea9b77259,ae74e8bacefd55bd73a9368b3da7bf2f1c7d47ce927184f3feaf3e098c1f0e41,b8a79decb2618e866b9a90e95d6e82357dc7e31a501e8c5fdab713cf3c2f04d7,22bd3b21dfaf8260a3a23856be3163ccef8cce496987ec40e528065c3be6b821,90fa72eedacd80ae787edf10fd13ada769976a1f51c1bebcbd976460f5ee5eae,4875413cbf01ade93257f5ad421a81be4ede52e98c464365e1b5d9270a0a7b52,2ab882641d21c1d3ec452484259defbdba617af90cff8da622dfd194ef7b45a8,087672552baf3557883c576234c936cbfb47dcb5cb561927bbec30da1735a5d2,a3cc1b0a973254f77b367be00873969e58e590d98a9af4a8ed33ffe035a1d161,f2bcabfe6deefae0e74cb90b6b7df900790672a71887ef474959d6e70d19710d,191a223a3c1a325f1b91ef50879d52c6570c386aaa5bc69c579c362c9b9f14a4,9e0b9888c9f2d4b4fb4eabe86c1eaca36169e6179c6927828ff65eab14906881,dc71b086d6d95b2a13bf12756d689eb2731c5f71894dcdf17bbc5f26e4ee09cf,54b0e04d124e4cc421ab73231a6ccf6b3eed0d02c005562a2ec081429a41d42b,d71c53dd266c4d6c632fbcd51280740556ccebd41fbf3289de0d22e97c4bdd15,e160be91776584f00e26291e65fc86aece52c49fab495479e426c3729a76554d,e0253b684e5f31e1f38c202b7084c229c420402557b16f2c90d59e2c39d44191,f6ef5c4c8df480178b0d6d133d3ee56b502ff6c6c9d5427709cc4d52d63eb499,7b0583d3fdd5a9b0e7314ee6323768505dbb37e3399b0881a7b080ff058d5276,8312160332197d6dffdae9c0f0bfd1bd8259fe67f1eb0b59ce3fa8cd7f1d513b,04fad3bf03a253837c73d0cedac932b8499341e7405e7af2c622542094c79f2d,a2b65d4365f475037389548bf1e86f8a2dbce02b465c0f67a3e07626e9eebdc1,b2676d9b1bbade8a72bc6f23065a65db0518ac47aead379419c7231a4edb59a6,fbec06415cd3e96583d827e1034e80441453428cc33c2c447d12d3a20a5c8d46,4a3020119ed21c1785092bb573d2fb345a50bfaa2bb68899311cd4ebf8a9a2d5,50229b023decec27f155d639f64ed79662e0a24409df842e4afd59f904bf4712,a5f2f25c0cf29ab63aca961cf78106fdd236997cf2f4137f553cf32c8877876b,354a2732451c42352c97c9d296e4f1d4e1683cd6b80510349e0d2896cb26a1b2,8c61496306ae709520c7bf4dd3c3d30b53137a61454f41d214e79e2da602b8bb,0aa8084184ae519b27082c6952c3831f544ba767cfcaee95ec90712389594652,069483e804e5f327ff9f894e9eb19b78467ddde27afc55e6cfa50860832d6455,bc4698312af597b004ec310df169591519e89851eba87e06c2422e4ff0259393,342e4151f15ddc36a900bf2aa1057c03e9b96065d1999c823f54592717c3521b
"bgm_M06","0","0","2015/12/17 15:00:00","101020205","bgm_M06","-300","0","8","110020021","100033","11002","110020021","130","101020206","0","0","帕拉斯高原 2-2","0","8","bgm_M06","0","100031","211001000","110020022","0","102251","bgm_M06","0","0","0","0","101020202","90","11002002","2030/12/31 14:59:59","bgm_M06","0","0","100032","100010","0","110020023","0","-200","101251","bgm_M06","0","0","0","101371","100032","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020304","bgm_M06","-130","0","8","110020031","100036","11002","110020031","130","101020304","0","0","帕拉斯高原 2-3","0","8","bgm_M06","0","100034","211001000","110020032","0","102162","bgm_M06","0","0","0","0","101020305","90","11002003","2030/12/31 14:59:59","bgm_M06","0","0","100035","100010","0","110020033","0","-160","101401","bgm_M06","101020303","0","0","101551","100035","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020404","bgm_M06","-200","0","8","110020041","100093","11002","110020041","130","101020405","0","0","帕拉斯高原 2-4","0","8","bgm_M06","0","100091","211001000","110020042","0","102221","bgm_M06","0","0","0","0","101020404","90","11002004","2030/12/31 14:59:59","bgm_M06","0","0","100092","100030","0","110020043","0","-10","101521","bgm_M06","0","0","0","101581","100092","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020502","bgm_M06","-325","0","8","110020051","100093","11002","110020051","130","101020501","0","0","帕拉斯高原 2-5","0","8","bgm_M06","0","100091","211001000","110020052","0","102191","bgm_M06","0","0","0","0","101020506","90","11002005","2030/12/31 14:59:59","bgm_M06","0","0","100092","100030","0","110020053","0","75","101281","bgm_M06","0","0","0","101611","100092","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020604","bgm_M06","-170","0","8","110020061","100093","11002","110020061","130","101020604","0","0","帕拉斯高原 2-6","0","8","bgm_M06","0","100091","211001000","110020062","0","102071","bgm_M06","0","0","0","0","101020603","90","11002006","2030/12/31 14:59:59","bgm_M06","0","0","100092","100030","0","110020063","0","130","101251","bgm_M06","101020606","0","0","101581","100092","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020704","bgm_M06","-35","0","8","110020071","100093","11002","110020071","130","101020706","0","0","帕拉斯高原 2-7","0","8","bgm_M06","0","100091","211001000","110020072","0","122311","bgm_M06","0","0","0","0","101020705","90","11002007","2030/12/31 14:59:59","bgm_M06","0","0","100092","100030","0","110020073","0","40","101071","bgm_M06","0","0","0","101431","100092","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020806","bgm_M06","30","0","8","110020081","100038","11002","110020081","130","101020807","0","0","帕拉斯高原 2-8","0","8","bgm_M06","0","100036","211001000","110020082","0","102281","bgm_M06","0","0","0","0","101020805","90","11002008","2030/12/31 14:59:59","bgm_M06","25011","0","100037","100050","0","110020083","0","-75","101131","bgm_M06","101020807","0","0","101611","100037","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101020902","bgm_M06","160","-70","8","110020091","100103","11002","110020091","130","101020904","0","0","帕拉斯高原 2-9","0","8","bgm_M06","0","100101","211001000","110020092","0","122431","bgm_M06","0","0","0","0","101020901","90","11002009","2030/12/31 14:59:59","bgm_M06","25012","0","100102","100030","0","110020093","0","-150","122371","bgm_M06","101020905","0","0","102611","100102","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101021003","bgm_M06","320","0","8","110020101","100043","11002","110020101","130","101021002","0","0","帕拉斯高原 2-10","0","8","bgm_M06","0","100041","211001000","110020102","0","122341","bgm_M06","0","0","0","0","101021007","90","11002010","2030/12/31 14:59:59","bgm_M06","25013","0","100042","100040","0","110020103","0","-125","102581","bgm_M06","101021005","0","0","102011","100042","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101021102","bgm_M06","485","0","8","110020111","100043","11002","110020111","130","101021103","0","0","帕拉斯高原 2-11","0","8","bgm_M06","0","100041","211001000","110020112","0","122493","bgm_M06","0","0","0","0","101021101","90","11002011","2030/12/31 14:59:59","bgm_M06","25014","0","100042","100040","0","110020113","0","-105","102551","bgm_M06","101021104","0","0","102461","100042","8"
"bgm_M17_02","0","0","2015/12/17 15:00:00","0","bgm_M17","450","0","8","110020121","100373","11002","110020121","130","0","0","9002125","帕拉斯高原 2-12","0","8","bgm_M63","9002126","100371","211001000","110020122","0","122491","bgm_M17_02","0","0","0","0","101021206","90","11002012","2030/12/31 14:59:59","bgm_M17","25015","0","100372","100030","0","110020123","0","40","102612","bgm_M63","0","0","0","102221","100372","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030104","bgm_M06","-455","70","8","110030011","100153","11003","110030011","140","101030103","0","0","赫柏丘陵 3-1","0","8","bgm_M06","0","100151","211001000","110030012","0","122493","bgm_M06","0","0","0","0","101030102","90","11003001","2030/12/31 14:59:59","bgm_M06","0","0","100152","100120","0","110030013","0","100","102551","bgm_M06","101030105","0","0","102071","100152","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030203","bgm_M06","-380","0","8","110030021","100063","11003","110030021","140","101030205","0","0","赫柏丘陵 3-2","0","8","bgm_M06","0","100061","211001000","110030022","0","122491","bgm_M06","0","0","0","0","101030201","90","11003002","2030/12/31 14:59:59","bgm_M06","0","0","100062","100010","0","110030023","0","-65","102612","bgm_M06","101030204","0","0","102251","100062","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030307","bgm_M06","-255","0","8","110030031","100066","11003","110030031","140","101030308","0","0","赫柏丘陵 3-3","0","8","bgm_M06","0","100064","211001000","110030032","0","102163","bgm_M06","0","0","0","0","101030306","90","11003003","2030/12/31 14:59:59","bgm_M06","0","0","100065","100010","0","110030033","0","40","102252","bgm_M06","101030305","0","0","102011","100065","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030404","bgm_M06","-90","0","8","110030041","100113","11003","110030041","140","101030401","0","0","赫柏丘陵 3-4","0","8","bgm_M06","0","100111","211001000","110030042","0","102222","bgm_M06","0","0","0","0","101030402","90","11003004","2030/12/31 14:59:59","bgm_M06","0","0","100112","100050","0","110030043","0","38","102192","bgm_M06","101030405","0","0","102191","100112","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030501","bgm_M06","-130","0","8","110030051","100113","11003","110030051","140","101030502","0","0","赫柏丘陵 3-5","0","8","bgm_M06","0","100111","211001000","110030052","0","102013","bgm_M06","0","0","0","0","101030508","90","11003005","2030/12/31 14:59:59","bgm_M06","0","0","100112","100050","0","110030053","0","-105","102131","bgm_M06","101030507","0","0","102221","100112","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030601","bgm_M06","15","0","8","110030061","100243","11003","110030061","140","101030601","0","0","赫柏丘陵 3-6","0","8","bgm_M06","0","100241","211001000","110030062","0","102014","bgm_M06","0","0","0","0","101030605","90","11003006","2030/12/31 14:59:59","bgm_M06","0","0","100242","100020","0","110030063","0","-205","102101","bgm_M06","101030606","0","0","122311","100242","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030706","bgm_M06","75","0","8","110030071","100243","11003","110030071","140","101030706","0","0","赫柏丘陵 3-7","0","8","bgm_M06","0","100241","211001000","110030072","0","102041","bgm_M06","0","0","0","0","101030701","90","11003007","2030/12/31 14:59:59","bgm_M06","0","0","100242","100020","0","110030073","0","-40","122282","bgm_M06","101030705","0","0","102162","100242","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030808","bgm_M06","185","0","8","110030081","100036","11003","110030081","140","101030809","0","0","赫柏丘陵 3-8","0","8","bgm_M06","0","100034","211001000","110030082","0","122312","bgm_M06","0","0","0","0","101030807","90","11003008","2030/12/31 14:59:59","bgm_M06","25011","0","100035","100050","0","110030083","0","90","122342","bgm_M06","101030810","0","0","122341","100035","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101030906","bgm_M06","340","0","8","110030091","100039","11003","110030091","140","101030906","0","0","赫柏丘陵 3-9","0","8","bgm_M06","0","100037","211001000","110030092","0","122372","bgm_M06","0","0","0","0","101030905","90","11003009","2030/12/31 14:59:59","bgm_M06","25012","0","100038","100050","0","110030093","0","15","122401","bgm_M06","0","0","0","122371","100038","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101031004","bgm_M06","260","0","8","110030101","100023","11003","110030101","140","101031006","0","0","赫柏丘陵 3-10","0","8","bgm_M06","0","100021","211001000","110030102","0","122432","bgm_M06","0","0","0","0","101031007","90","11003010","2030/12/31 14:59:59","bgm_M06","25013","0","100022","100020","0","110030103","0","-120","122521","bgm_M06","101031005","101031002","0","102281","100022","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101031107","bgm_M06","460","0","8","110030111","100393","11003","110030111","140","101031101","0","0","赫柏丘陵 3-11","0","8","bgm_M06","0","100391","211001000","110030112","0","102552","bgm_M06","0","0","0","0","101031106","90","11003011","2030/12/31 14:59:59","bgm_M06","25014","0","100392","100080","0","110030113","0","-110","102582","bgm_M06","101031108","101031104","0","122431","100392","8"
"bgm_M17_02","0","0","2015/12/17 15:00:00","0","bgm_M17","495","0","8","110030121","100393","11003","110030121","140","0","0","9003125","赫柏丘陵 3-12","0","8","bgm_M63","9003126","100391","211001000","110030122","0","122614","bgm_M17_02","0","0","0","0","101031206","90","11003012","2030/12/31 14:59:59","bgm_M17","25015","0","100392","100080","0","110030123","0","60","122613","bgm_M63","0","0","0","102581","100392","8"
"bgm_M06","0","0","2015/12/17 15:00:00","101040106","bgm_M06","-660","0","9","110040011","100583","11004","110040011","150","101040104","0","0","維斯塔溪谷 4-1","0","9","bgm_M06","0","100581","211001000","110040012","0","102101","bgm_M06","0","0","0","0","101040106","90","11004001","2030/12/31 14:59:59","bgm_M06","0","0","100582","100100","0","110040013","0","25","102252","bgm_M06","0","0","0","102131","100582","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040206","bgm_M06","-540","0","9","110040021","100583","11004","110040021","150","101040205","0","0","維斯塔溪谷 4-2","0","9","bgm_M06","0","100581","211001000","110040022","0","102014","bgm_M06","0","0","0","0","101040201","90","11004002","2030/12/31 14:59:59","bgm_M06","0","0","100582","100100","0","110040023","0","-70","102192","bgm_M06","101040204","0","0","102222","100582","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040306","bgm_M06","-395","0","9","110040031","100583","11004","110040031","150","101040306","0","0","維斯塔溪谷 4-3","0","9","bgm_M06","0","100581","211001000","110040032","0","113071","bgm_M06","0","0","0","0","101040305","90","11004003","2030/12/31 14:59:59","bgm_M06","0","0","100582","100100","0","110040033","0","-10","102013","bgm_M06","101040304","0","0","102041","100582","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040402","bgm_M06","-240","0","9","110040041","100583","11004","110040041","150","101040406","0","0","維斯塔溪谷 4-4","0","9","bgm_M06","0","100581","211001000","110040042","0","113011","bgm_M06","0","0","0","0","101040407","90","11004004","2030/12/31 14:59:59","bgm_M06","0","0","100582","100100","0","110040043","0","30","102163","bgm_M06","101040405","0","0","122282","100582","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040503","bgm_M06","-245","0","9","110040051","100203","11004","110040051","150","101040503","0","0","維斯塔溪谷 4-5","0","9","bgm_M06","0","100201","211001000","110040052","0","123161","bgm_M06","0","0","0","0","101040505","90","11004005","2030/12/31 14:59:59","bgm_M06","0","0","100202","100110","0","110040053","0","-145","123251","bgm_M06","101040502","101040507","0","122521","100202","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040603","bgm_M06","-75","0","9","110040061","100203","11004","110040061","150","101040607","0","0","維斯塔溪谷 4-6","0","9","bgm_M06","0","100201","211001000","110040062","0","113221","bgm_M06","0","0","0","0","101040603","90","11004006","2030/12/31 14:59:59","bgm_M06","0","0","100202","100110","0","110040063","0","-115","113191","bgm_M06","101040607","0","0","122342","100202","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040701","bgm_M06","-40","-70","9","110040071","100103","11004","110040071","150","101040706","0","0","維斯塔溪谷 4-7","0","9","bgm_M06","0","100101","211001000","110040072","0","123281","bgm_M06","0","0","0","0","101040707","90","11004007","2030/12/31 14:59:59","bgm_M06","0","0","100102","100070","0","110040073","0","40","102552","bgm_M06","101040705","0","0","122312","100102","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040806","bgm_M06","115","-70","9","110040081","100103","11004","110040081","150","101040807","0","0","維斯塔溪谷 4-8","0","9","bgm_M06","0","100101","211001000","110040082","0","123311","bgm_M06","0","0","0","0","101040805","90","11004008","2030/12/31 14:59:59","bgm_M06","0","0","100102","100070","0","110040083","0","-20","102582","bgm_M06","101040808","0","0","122372","100102","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101040906","bgm_M06","275","0","9","110040091","100583","11004","110040091","150","101040901","0","0","維斯塔溪谷 4-9","0","9","bgm_M06","0","100581","211001000","110040092","0","123341","bgm_M06","0","0","0","0","101040907","90","11004009","2030/12/31 14:59:59","bgm_M06","25011","0","100582","100100","0","110040093","0","40","122614","bgm_M06","101040905","0","0","122401","100582","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101041005","bgm_M06","440","0","9","110040101","100076","11004","110040101","150","101041002","0","0","維斯塔溪谷 4-10","0","9","bgm_M06","0","100074","211001000","110040102","0","113431","bgm_M06","0","0","0","0","101041005","90","11004010","2030/12/31 14:59:59","bgm_M06","25012","0","100075","100010","0","110040103","0","20","113521","bgm_M06","101041004","0","0","122432","100075","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101041102","bgm_M06","615","0","9","110040111","100079","11004","110040111","150","101041102","0","0","維斯塔溪谷 4-11","0","9","bgm_M06","0","100077","211001000","110040112","0","113551","bgm_M06","0","0","0","0","101041106","90","11004011","2030/12/31 14:59:59","bgm_M06","25013","0","100078","100010","0","110040113","0","55","113581","bgm_M06","101041105","0","0","122613","100078","9"
"bgm_M06","0","0","2015/12/17 15:00:00","101041203","bgm_M06","690","0","9","110040121","100203","11004","110040121","150","101041204","0","0","維斯塔溪谷 4-12","0","9","bgm_M06","0","100201","211001000","110040122","0","113611","bgm_M06","0","0","0","0","101041205","90","11004012","2030/12/31 14:59:59","bgm_M06","25014","0","100202","100110","0","110040123","0","-95","123612","bgm_M06","101041201","101041201","0","113011","100202","9"
"bgm_M17_02","0","0","2015/12/17 15:00:00","0","bgm_M17","520","0","9","110040131","100463","11004","110040131","150","0","0","9004135","維斯塔溪谷 4-13","0","9","bgm_M63","9004136","100461","211001000","110040132","0","123192","bgm_M17_02","0","0","0","0","101041306","90","11004013","2030/12/31 14:59:59","bgm_M17","25015","0","100462","100110","0","110040133","0","-125","113252","bgm_M63","0","0","0","113221","100462","9"
