e2ba602177706c417dd858f344e4ffffd3d770fcd11112ec084f733f1f20f49a,021dfb9c473e0c4011378e0310ad65cca874d607c203847f5901131b82f294d8,f90aaaf873df2311908043ee4de95ed57ea37eb1dd59aa33b49c41ab56443f69,6250f826514e615afa11ab7b142208df6665003178b0d02c7d0b22dadfa5d422,033c9f3a0a2651a4693ceaf9b8947e6fbc66a926673613776ab67a4b136919b0,2a63165b2bfe088291100201bda18bcda79a08a2394a9ca982cd36ffb23e2ad0,7c15da98ea50b54f3b90c38edd83518ddb7d4f37e1b82dff29aa02fbfb7cc7d8,c351da0dc935da64c01c9b1945cf432b5803f9531e074b50dd3c73a14a7470fd,1da7391c6db4d03e113b70a66fc40c7a498887330f6cd6e10858e59706371ccc,aed741f3d379b43e0df9c7dd102d1e8aa99667f30a80e9d7644bd8fbe0e2ca14,13e0d331cf15ca2886b44a99a71ec5d26f1c9483cc7ebcd56fe19e454bf49546,d32c715acecd808d29a58fc040c11c3ec0e97f4ca26ad2175cab7dc4566d6890,fe82e3d54bfd1cc2f8595a7f8324edd40bfca1db64e71ec197f7bb75ba5b0cf3
"vo_minigame_1012_result_1011","7","0","3001","1","5","1","啊～好可惜！\n差一點就滿分了！\n下次一定可以很完美的！\n加油吧！","9","3.47","1","11300112","1"
"vo_minigame_1012_result_1012","7","4","3001","1","8","7","好厲害，你答對了很多喔！\n題目這麼難，你很行嘛！\n之後就以滿分為目標吧！","9","5.32","1","11300113","2"
"vo_minigame_1012_result_1013","7","10","3001","1","8","7","嗯，很不錯喔！\n看來完～全不用擔心你會不及格呢♪\n但還是不會讓你停止學習的！","9","6.49","1","11300114","2"
"vo_minigame_1012_result_1014","7","0","3001","1","5","1","啊～\n只差一點點就能全部答對的說！\n雖然題目很難但你沒問題的，\n下次可以以滿分為目標！","9","3.56","1","11300115","2"
"vo_minigame_1012_result_1015","7","10","3001","1","8","1","嗯，幾乎都答對囉！\n裡面這麼多困難的題目，\n你很厲害嘛！\n你果然不是個普通人！","9","5.67","1","11300116","3"
"vo_minigame_1012_result_1016","7","10","3001","1","7","1","感覺你很紮實地在進步嘛？\n如果是你的話，即使面對難題，\n總有一天搞不好也能拿滿分…………！","9","2.85","1","11300117","3"
"vo_minigame_1012_result_1017","7","0","3001","1","5","1","哇啊～好可惜！\n差一點就滿分了！\n不過連我也有不會的難題，\n你拿這個分數已經可以抬頭挺胸了！","9","3.88","1","11300118","3"
"vo_minigame_1012_result_1018","4","0","3001","1","3","1","答對率一半左右啊～\n是不差啦，\n不過是你的話，應該不只這樣吧？","6","4.12","1","11300119","1"
"vo_minigame_1012_result_1019","4","0","3001","1","9","1","嗯～我就老實說了，\n這分數很不上不下呢……\n不過沒關係！\n接下來要咻咻咻地提高分數喔！","6","4.34","1","11300120","1"
"vo_minigame_1012_result_1020","4","0","3001","1","3","1","嗯～老實說這分數有點讓人不滿意呢！\n我對你抱有很大的期待，\n再更加油一些吧！","6","3.15","1","11300121","1"
"vo_minigame_1012_result_1021","4","0","3001","1","9","1","答對率一半左右啊……\n題目很難所以也沒辦法呢……\n不過你一定能更進步的！\n因為有我陪著你！","6","5.3","1","11300122","2"
"vo_minigame_1012_result_1022","4","0","3001","1","8","1","嗯，答得還行嘛！\n繼續努力學習，\n以更高的分數為目標吧！","6","2.55","1","11300123","2"
"vo_minigame_1012_result_1023","4","0","3001","1","1","7","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？","6","4.19","1","11300124","2"
"vo_minigame_1012_result_1024","4","0","3001","1","7","1","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！","6","3.43","1","11300125","3"
"vo_minigame_1012_result_1025","4","0","3001","1","1","1","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪","6","0","1","11300126","3"
"vo_minigame_1012_result_1026","4","0","3001","1","8","7","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！","6","3.72","1","11300127","3"
"vo_minigame_1012_result_1027","1","1","3001","1","3","2","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！","3","3.5","1","11300128","1"
"vo_minigame_1012_result_1028","1","1","3001","1","4","2","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？","3","3.25","1","11300129","1"
"vo_minigame_1012_result_1029","1","0","3001","1","3","2","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！","3","4.62","1","11300130","1"
"vo_minigame_1012_result_1030","1","0","3001","1","9","1","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！","3","4.5","1","11300131","2"
"vo_minigame_1012_result_1031","1","9","3001","1","3","3","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？","3","0.01","1","11300132","2"
"vo_minigame_1012_result_1032","1","9","3001","1","9","9","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！","3","0.01","1","11300133","2"
"vo_minigame_1012_result_1033","1","6","3001","1","3","3","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？","3","0.01","1","11300134","3"
"vo_minigame_1012_result_1034","1","0","3001","1","3","9","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！","3","2.97","1","11300135","3"
"vo_minigame_1012_result_1035","1","0","3001","1","3","1","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！","3","3.1","1","11300136","3"
"vo_minigame_1012_result_1036","0","1","3001","1","6","2","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？","0","4.31","1","11300137","1"
"vo_minigame_1012_result_1037","0","1","3001","1","2","2","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？","0","0.1","1","11300138","1"
"vo_minigame_1012_result_1038","0","9","3001","1","9","3","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！","0","4.23","1","11300139","1"
"vo_minigame_1012_result_1039","0","0","3001","1","3","2","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？","0","4.38","1","11300140","2"
"vo_minigame_1012_result_1040","0","0","3001","1","8","2","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！","0","3.58","1","11300141","2"
"vo_minigame_1012_result_1041","0","1","3001","1","4","2","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！","0","2.02","1","11300142","2"
"vo_minigame_1012_result_1042","0","9","3001","1","9","1","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！","0","5.53","1","11300143","3"
"vo_minigame_1012_result_1043","0","9","3001","1","3","1","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！","0","4.4","1","11300144","3"
"vo_minigame_1012_result_1044","0","0","3001","1","3","1","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！","0","5.35","1","11300145","3"
"vo_minigame_1012_correct_132","0","0","1201","1","8","8","OK！","0","0","2","12120101","0"
"vo_minigame_1012_correct_133","0","0","1201","1","7","7","對了！","0","0","2","12120102","0"
"vo_minigame_1012_correct_134","0","0","1201","1","7","7","很好！","0","0","2","12120103","0"
"vo_minigame_1012_correct_135","0","0","1202","1","5","5","真的假的！？","3000","0","2","12120201","0"
"vo_minigame_1012_correct_136","0","0","1202","1","10","10","哦～！","3000","0","2","12120202","0"
"vo_minigame_1012_correct_137","3001","0","1202","1","7","7","就是這樣！","6000","0","2","12120203","0"
"vo_minigame_1012_correct_138","13333","0","1202","1","1","1","要趕快囉！","-1","0","2","12120204","0"
"vo_minigame_1012_correct_139","0","0","1203","1","5","5","太厲害了！","0","0","2","12120301","0"
"vo_minigame_1012_correct_141","0","0","1204","1","7","7","輕鬆！","0","0","2","12120401","0"
"vo_minigame_1012_correct_140","0","0","1205","1","7","7","雪恥吧！","0","0","2","12120501","0"
"vo_minigame_1012_correct_142","3","0","1206","1","1","1","很好喔！","-1","0","2","12120601","0"
"vo_minigame_1012_correct_143","3","0","1207","1","2","2","還早得很！","-1","0","2","12120701","0"
"vo_minigame_1012_incorrect_127","0","0","1301","1","2","2","噗～！","0","0","2","12130101","0"
"vo_minigame_1012_incorrect_128","0","0","1301","1","2","2","不行～！","0","0","2","12130102","0"
"vo_minigame_1012_incorrect_129","0","0","1301","1","9","9","唉呀呀……！","0","0","2","12130103","0"
"vo_minigame_1012_incorrect_130","0","0","1302","1","3","3","不要急！","3000","0","2","12130201","0"
"vo_minigame_1012_incorrect_131","0","0","1302","1","5","5","慢慢來！","3000","0","2","12130202","0"
"vo_minigame_1012_incorrect_132","3001","0","1302","1","2","2","深呼吸！","6000","0","2","12130203","0"
"vo_minigame_1012_incorrect_133","20000","0","1302","1","3","3","好慢喔……！","-1","0","2","12130204","0"
"vo_minigame_1012_incorrect_134","0","0","1303","1","5","5","好難！","0","0","2","12130301","0"
"vo_minigame_1012_incorrect_135","0","0","1304","1","6","6","你忘了嗎？","0","0","2","12130401","0"
"vo_minigame_1012_incorrect_136","0","0","1305","1","2","2","下一題一定行！","0","0","2","12130501","0"
"vo_minigame_1012_time_100","20000","3","1701","1","2","2","最後衝刺！","30000","0.01","2","12170101","0"
"vo_minigame_1012_time_101","20000","3","1701","1","1","1","馬上要結束了！","30000","0.01","2","12170102","0"
"vo_minigame_1012_result_1045","20","10","3001","1","7","1","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！","-1","3.74","2","12300101","1"
"vo_minigame_1012_result_1046","20","0","3001","1","1","9","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！","-1","3.85","2","12300102","1"
"vo_minigame_1012_result_1047","20","8","3001","1","5","5","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？","-1","0.01","2","12300103","1"
"vo_minigame_1012_result_1048","20","4","3001","1","8","7","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪","-1","2.86","2","12300104","2"
"vo_minigame_1012_result_1049","20","9","3001","1","5","3","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！","-1","2.02","2","12300105","2"
"vo_minigame_1012_result_1050","20","0","3001","1","5","1","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！","-1","4.46","2","12300106","2"
"vo_minigame_1012_result_1051","20","7","3001","1","5","4","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！","-1","6.85","2","12300107","3"
"vo_minigame_1012_result_1052","20","0","3001","1","5","9","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！","-1","3.79","2","12300108","3"
"vo_minigame_1012_result_1053","20","7","3001","1","4","4","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！","-1","0.01","2","12300109","3"
"vo_minigame_1012_result_1054","20","0","3001","1","5","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","-1","0","2","12300110","1"
"vo_minigame_1012_result_1054","20","0","3001","1","5","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","-1","0","2","12300112","2"
"vo_minigame_1012_result_1054","20","0","3001","1","5","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","-1","0","2","12300114","3"
"vo_minigame_1012_result_1056","15","10","3001","1","5","7","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！","19","3","2","12300116","1"
"vo_minigame_1012_result_1057","15","10","3001","1","8","8","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪","19","0.01","2","12300117","1"
"vo_minigame_1012_result_1058","15","0","3001","1","5","8","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！","19","4.01","2","12300118","1"
"vo_minigame_1012_result_1059","15","10","3001","1","8","7","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？","19","2.83","2","12300119","2"
"vo_minigame_1012_result_1060","15","0","3001","1","10","10","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！","19","0","2","12300120","2"
"vo_minigame_1012_result_1061","15","4","3001","1","8","7","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！","19","3.66","2","12300121","2"
"vo_minigame_1012_result_1062","15","0","3001","1","5","8","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！","19","3.28","2","12300122","3"
"vo_minigame_1012_result_1063","15","0","3001","1","8","1","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？","19","2.7","2","12300123","3"
"vo_minigame_1012_result_1064","15","9","3001","1","5","9","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！","19","3.98","2","12300124","3"
"vo_minigame_1012_result_1067","10","0","3001","1","7","1","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！","14","2.51","2","12300131","1"
"vo_minigame_1012_result_1068","10","0","3001","1","1","7","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！","14","4.16","2","12300132","1"
"vo_minigame_1012_result_1069","10","0","3001","1","8","7","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！","14","2.07","2","12300133","1"
"vo_minigame_1012_result_1070","10","0","3001","1","8","1","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！","14","3.51","2","12300134","2"
"vo_minigame_1012_result_1071","10","0","3001","1","1","1","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！","14","0","2","12300135","2"
"vo_minigame_1012_result_1072","10","0","3001","1","1","7","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？","14","4.3","2","12300136","2"
"vo_minigame_1012_result_1073","10","0","3001","1","8","7","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪","14","4.47","2","12300137","3"
"vo_minigame_1012_result_1074","10","0","3001","1","8","9","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！","14","3.68","2","12300138","3"
"vo_minigame_1012_result_1075","10","0","3001","1","5","1","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～","14","3.34","2","12300139","3"
"vo_minigame_1012_result_1077","10","0","3001","1","1","8","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","14","6.58","2","12300141","1"
"vo_minigame_1012_result_1077","10","0","3001","1","1","8","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","14","6.58","2","12300143","2"
"vo_minigame_1012_result_1077","10","0","3001","1","1","8","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","14","6.58","2","12300145","3"
"vo_minigame_1012_result_1078","5","0","3001","1","1","7","喔～成績還不錯嘛。\n雖然不差……但我對你\n還抱有更多更多期待～","9","4.24","2","12300146","1"
"vo_minigame_1012_result_1079","5","0","3001","1","7","1","嗯，雖然很努力了……\n但說實話你能答對更多吧～？\n這分數對你來說只是及格！\n要不要以更高分為目標？","9","4.74","2","12300147","1"
"vo_minigame_1012_result_1080","5","0","3001","1","1","1","分數普普通通，\n對你來說這很棘手嗎？\n如果你覺得這樣不行的話，\n就表示還有成長空間呢！","9","0","2","12300148","1"
"vo_minigame_1012_result_1081","5","0","3001","1","8","1","嗯，還不錯的結果吧！\n但你應該能拿到更好的成績的！\n繼續努力吧！","9","2.21","2","12300149","2"
"vo_minigame_1012_result_1082","5","0","3001","1","3","1","嗯～說實話有點尷尬呢！\n算了，畢竟題目很難。\n只要繼續學習，\n分數一定會更提升的！","9","2.46","2","12300150","2"
"vo_minigame_1012_result_1083","5","0","3001","1","3","1","嗯～\n沒拿到10分啊～\n下次要不要以超過10分為目標，\n努力學習看看？","9","2.94","2","12300151","2"
"vo_minigame_1012_result_1084","5","0","3001","1","7","1","好，辛苦了～\n分數還馬馬虎虎吧！\n畢竟題目超難，你很努力了！","9","4.19","2","12300152","3"
"vo_minigame_1012_result_1085","5","0","3001","1","1","1","嗯，題目相當難，\n但你還是作答到最後了。\n要不要以更好的分數為目標？","9","0","2","12300153","3"
"vo_minigame_1012_result_1086","5","0","3001","1","3","1","失誤有點多呢～\n但把錯的地方好好複習，\n下次就會答對了～！","9","2.63","2","12300154","3"
"vo_minigame_1012_result_1087","1","0","3001","1","3","1","唉呀……分數不太好看呢～\n怎麼了，狀況不好嗎？\n下次再更努力一點吧！","4","5.53","2","12300155","1"
"vo_minigame_1012_result_1088","1","9","3001","1","3","3","嗯～\n答對題數讓人不滿意呢～\n再多增加點讀書的時間吧？","4","0.01","2","12300156","1"
"vo_minigame_1012_result_1089","1","3","3001","1","3","1","嗯……若是你的話，\n能拿到更高分吧～？\n再多努力點啊，\n我可是對你很期待的！","4","4.15","2","12300157","1"
"vo_minigame_1012_result_1090","1","9","3001","1","9","9","嗯～對現在的你而言，\n這個題目太難了嗎……\n挑戰較低的難度，\n也許是個好選擇喔～？","4","0.01","2","12300158","2"
"vo_minigame_1012_result_1091","1","0","3001","1","3","1","成績不太好看呢～\n畢竟是很難的題目也沒辦法。\n希望你下次更努力！","4","5.37","2","12300159","2"
"vo_minigame_1012_result_1092","1","0","3001","1","3","1","原來如此……\n不擅長的題型很多嗎？\n再挑戰一次\n試試看吧～","4","1.44","2","12300160","2"
"vo_minigame_1012_result_1093","1","0","3001","1","3","3","嗯嗯～題目太難了嗎？\n比起硬要繼續回答難題，\n降低難易度的話，\n搞不好讀書效率會更好喔～？","4","0","2","12300161","3"
"vo_minigame_1012_result_1094","1","3","3001","1","3","9","……拿到的分數很少呢。\n但這對我來說也很難，\n別那麼垂頭喪氣也沒問題！\n接著繼續加油吧！","4","2.91","2","12300162","3"
"vo_minigame_1012_result_1095","1","0","3001","1","5","1","抱歉，有點太難了嗎？\n再挑戰一次也行，\n降低難度也行，\n只要你有幹勁我就會陪你！","4","2.61","2","12300163","3"
"vo_minigame_1012_result_1096","0","1","3001","1","4","2","喂……\n你沒有幹勁吧～！？\n下次再考這種分數，\n我就要生氣囉！","0","3.63","2","12300164","1"
"vo_minigame_1012_result_1097","0","1","3001","1","6","2","唉……你知道自己\n考了幾分吧……？\n是0分喔，0分！你在小看考試嗎？","0","4.16","2","12300165","1"
"vo_minigame_1012_result_1098","0","6","3001","1","3","3","嗚嗚～頭好痛……\n都是你的錯！\n0分是什麼鬼啦！\n唉，這樣下去就要被當了……","0","0.01","2","12300166","1"
"vo_minigame_1012_result_1099","0","0","3001","1","6","2","喂，你是認真應考的嗎？\n不會是隨便回答的吧？\n……我明白了，\n再挑戰一次吧！","0","5.75","2","12300167","2"
"vo_minigame_1012_result_1100","0","1","3001","1","4","2","你……你啊，考了0分喔，0分……！\n我的教法不好嗎……？\n……我燃起鬥志了！\n我絕對要拉高你的實力！","0","5.64","2","12300168","2"
"vo_minigame_1012_result_1101","0","8","3001","1","8","4","等一下，可能是算錯分了……\n……不，是對的呢。好，0分。\n……呃，0分！？\n開什麼玩笑──！","0","5.73","2","12300169","2"
"vo_minigame_1012_result_1102","0","1","3001","1","5","3","唉呀呀……是0分喔。\n畢竟題目很難啦……\n……不過0分也太扯！\n至少答對一題吧！","0","5.32","2","12300170","3"
"vo_minigame_1012_result_1103","0","9","3001","1","3","9","很遺憾，是0分喔。\n但如果以積極的態度來看，\n你現在就是在底層喔！最底層！\n往後只會一直往上了！","0","2.37","2","12300171","3"
"vo_minigame_1012_result_1104","0","3","3001","1","9","1","……分數很不理想呢，\n稍微休息一下吧？\n讓自己重新振作，改變一下心情，\n再次努力吧！","0","4.25","2","12300172","3"
"vo_minigame_1012_gamestart_100","0","0","1001","1","7","7","好了，開始學習吧。","0","0","3","13100101","0"
"vo_minigame_1012_gamestart_101","0","0","1001","1","1","1","好，讓大家看看學習的成果吧！","0","0","3","13100102","0"
"vo_minigame_1012_gamestart_102","0","0","1001","1","1","7","那就開始考試吧，來，把課本闔上！","0","1.82","3","13100103","0"
"vo_minigame_1012_gamestart_103","3","4","1002","1","8","8","你很有幹勁嘛！","-1","0.01","3","13100201","0"
"vo_minigame_1012_gamestart_104","3","0","1002","1","1","1","好，那就再來一次囉！","-1","0","3","13100202","0"
"vo_minigame_1012_gamestart_105","1","0","1003","1","0","0","這只是普通的難度喔！","1","0","3","13100301","0"
"vo_minigame_1012_gamestart_106","1","0","1003","1","7","7","首先從基礎開始！","1","0","3","13100302","0"
"vo_minigame_1012_gamestart_107","2","0","1003","1","10","10","要挑戰困難的題目吧！","2","0","3","13100303","0"
"vo_minigame_1012_gamestart_108","2","0","1003","1","1","8","好，你的話一定辦得到的！","2","0.67","3","13100304","0"
"vo_minigame_1012_gamestart_109","3","0","1003","1","5","5","都是些我也覺得很棘手的題目喔……！","3","0","3","13100305","0"
"vo_minigame_1012_gamestart_110","3","0","1003","1","2","2","雖然超難的但是加油吧！","3","0","3","13100306","0"
"vo_minigame_1012_gamestart_111","0","0","1004","1","7","7","俗話說打鐵趁熱\n……對吧♪","0","0","3","13100401","0"
"vo_minigame_1012_gamestart_112","0","0","1004","1","1","1","好，再來一次喔！","0","0","3","13100402","0"
"vo_minigame_1012_gamestart_113","0","0","1005","1","9","9","鈴奈好像也很認真在讀書呢～","0","0","3","13100501","0"
"vo_minigame_1012_gamestart_114","0","0","1005","1","3","3","你要當鈴奈的老師？\n嗯──","0","0","3","13100502","0"
"vo_minigame_1012_start_100","0","0","1101","1","1","1","題目！","0","0","3","13110101","0"
"vo_minigame_1012_start_101","0","0","1101","1","1","1","要上囉！","0","0","3","13110102","0"
"vo_minigame_1012_start_102","0","0","1101","1","7","7","答得出來嗎？","0","0","3","13110103","0"
"vo_minigame_1012_start_103","0","0","1102","1","2","2","下一題一定行！","0","0","3","13110201","0"
