8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"103072","7","104011","103582","103553","104012","104311","100301"
"104551","8","104012","103553","104401","104013","104312","100301"
"104552","9","104013","104551","104432","104014","104402","100301"
"104554","10","104014","104552","104402","105011","104284","100301"
"105551","11","105011","104553","104284","105012","105281","100301"
"105552","12","105012","105551","105281","105013","105431","100301"
"105553","13","105013","105552","105282","105014","105343","100301"
"105554","14","105014","105553","105283","105015","105314","100301"
"105555","15","105015","105554","105284","105016","105285","100301"
"105556","16","105016","105555","105285","105017","105286","100301"
"105557","17","105017","105556","105286","106011","105287","100301"
"106551","18","106011","105557","105287","106012","106281","100301"
"106552","19","106012","106551","106281","106013","106282","100301"
"106553","20","106013","106552","106282","107011","106343","100301"
"107551","21","107011","106553","106343","107012","107341","100301"
"107552","22","107012","107551","107341","107013","107342","100301"
"107553","23","107013","107552","107342","108011","107343","100301"
"108551","24","108011","107553","107343","108012","108431","100301"
"108552","25","108012","108551","108431","108013","108492","100301"
"108553","26","108013","108552","108492","108014","108343","100301"
"108554","27","108014","108553","108343","109011","108494","100301"
"109551","28","109011","108554","108494","109012","109401","100301"
"109552","29","109012","109551","109401","109013","109402","100301"
"109553","30","109013","109552","109402","109014","109493","100301"
"109554","31","109014","109553","109493","10001032","109494","100301"
"10055032","32","10001032","109554","109494","10001033","10040032","100301"
"10055033","33","10001033","10055032","10040032","10001034","10040033","100301"
"10055034","34","10001034","10055033","10040033","999999","10049034","100301"
"101581","1","101101","101581","101431","101101","101281","100401"
"101581","2","102071","101581","102431","102101","102341","100401"
"102581","3","102101","102581","102432","103071","102342","100401"
"102582","4","103071","102582","103431","103101","103341","100401"
"103551","5","103101","103581","103432","103072","103342","100401"
"103552","6","103072","103582","103432","104101","103343","100401"
"103583","7","104101","103552","103583","104102","104341","100401"
"104581","8","104102","103583","104431","104103","104342","100401"
"104582","9","104103","104581","104432","104104","104343","100401"
"104583","10","104104","104582","104343","105101","104433","100401"
"105581","11","105101","104583","104433","105102","105401","100401"
"105552","12","105102","105581","105401","105103","105312","100401"
"105553","13","105103","105582","105431","105104","105283","100401"
"105554","14","105104","105583","105491","105105","105432","100401"
"105555","15","105105","105584","105432","105106","105345","100401"
"105556","16","105106","105585","105345","105107","105346","100401"
"105557","17","105107","105586","105346","106101","105347","100401"
"106551","18","106101","105587","105347","106102","106281","100401"
"106552","19","106102","106581","106281","106103","106282","100401"
"106553","20","106103","106582","106282","107101","106491","100401"
"107551","21","107101","106583","106491","107102","107281","100401"
"107552","22","107102","107581","107281","107103","107342","100401"
"107553","23","107103","107582","107342","108101","107343","100401"
"108551","24","108101","107583","107343","108102","108281","100401"
"108552","25","108102","108581","108281","108103","108282","100401"
"108553","26","108103","108582","108282","108104","108283","100401"
"108554","27","108104","108583","108283","109101","108284","100401"
"109581","28","109101","108584","108284","109102","109401","100401"
"109582","29","109102","109581","109401","109103","109402","100401"
"109583","30","109103","109582","109402","109104","109343","100401"
"109584","31","109104","109583","109343","10010032","109494","100401"
"10058032","32","10010032","109584","109494","10010033","10040032","100401"
"10058033","33","10010033","10058032","10040032","10010034","10040033","100401"
"10058034","34","10010034","10058033","10040033","999999","10049034","100401"
"101581","1","101401","101581","101401","101071","101281","100501"
"101581","2","102491","101581","102431","102013","102281","100501"
"102581","3","102401","102581","102401","103071","102282","100501"
"102582","4","103431","102582","103431","103012","103311","100501"
"103581","5","103401","103581","103401","103072","103282","100501"
"103582","6","103072","103582","103401","104071","103283","100501"
"103583","7","104401","103582","103583","104072","104281","100501"
"104581","8","104072","103583","104401","104073","104432","100501"
"104582","9","104073","104581","104282","104074","104402","100501"
"104583","10","104074","104582","104402","105071","104284","100501"
"105581","11","105071","104583","104284","105072","105311","100501"
"105582","12","105072","105581","105281","105073","105431","100501"
"105583","13","105073","105582","105282","105074","105283","100501"
"105584","14","105074","105583","105283","105075","105432","100501"
"105585","15","105075","105584","105284","105076","105402","100501"
"105586","16","105076","105585","105402","105077","105433","100501"
"105587","17","105077","105586","105433","106071","105403","100501"
"106581","18","106071","105587","105403","106072","106401","100501"
"106582","19","106072","106581","106401","106073","106431","100501"
"106583","20","106073","106582","106431","107071","106491","100501"
"107581","21","107071","106583","106491","107072","107281","100501"
"107582","22","107072","107581","107281","107073","107342","100501"
"107583","23","107073","107582","107342","108071","107343","100501"
"108581","24","108071","107583","107343","108072","108281","100501"
"108582","25","108072","108581","108281","108073","108282","100501"
"108583","26","108073","108582","108282","108074","108283","100501"
"108584","27","108074","108583","108283","109071","108314","100501"
"109581","28","109071","108584","108314","109072","109311","100501"
"109582","29","109072","109581","109311","109073","109312","100501"
"109583","30","109073","109582","109312","109074","109313","100501"
"109584","31","109074","109583","109313","10007032","109314","100501"
"10058032","32","10007032","109584","109314","10007033","10031032","100501"
"10058033","33","10007033","10058032","10031032","10007034","10031033","100501"
"10058034","34","10007034","10058033","10031033","999999","10031034","100501"
"101611","1","101251","101581","101521","101251","101371","100601"
"101611","2","102251","101581","102461","102252","102371","100601"
"102612","3","102252","102581","102521","103251","102372","100601"
"102614","4","103251","102582","103521","103252","103521","100601"
"103612","5","103252","103581","103461","103222","103371","100601"
"103613","6","103222","103582","103522","104251","103372","100601"
"103583","7","104521","103613","103614","104252","104371","100601"
"104581","8","104252","103614","104461","104253","104372","100601"
"104612","9","104253","104581","104372","104254","104523","100601"
"104613","10","104254","104582","104523","105251","104373","100601"
"105611","11","105251","104583","104463","105252","105371","100601"
"105612","12","105252","105581","105521","105253","105372","100601"
"105613","13","105253","105582","105522","105254","105373","100601"
"105614","14","105254","105583","105462","105255","105374","100601"
"105615","15","105255","105584","105374","105256","105463","100601"
"105616","16","105256","105585","105463","105257","105524","100601"
"105617","17","105257","105586","105524","106251","105464","100601"
"106611","18","106251","105587","105464","106252","106461","100601"
"106612","19","106252","106581","106461","106253","106521","100601"
"106613","20","106253","106582","106521","107251","106462","100601"
"107611","21","107251","106583","106462","107252","107461","100601"
"107612","22","107252","107581","107461","107253","107462","100601"
"107613","23","107253","107582","107462","108251","107463","100601"
"108611","24","108251","107583","107463","108252","108371","100601"
"108612","25","108252","108581","108371","108253","108372","100601"
"108613","26","108253","108582","108372","108254","108373","100601"
"108614","27","108254","108583","108373","109251","108374","100601"
"109611","28","109251","108584","108374","109252","109371","100601"
"109612","29","109252","109581","109371","109253","109372","100601"
"109613","30","109253","109582","109372","109254","109373","100601"
"109614","31","109254","109583","109373","10025032","109374","100601"
"10061032","32","10025032","109584","109374","10025033","10037032","100601"
"10061033","33","10025033","10058032","10037032","10025034","10037033","100601"
"10061034","34","10025034","10058033","10037033","999999","10037034","100601"
"101581","1","101281","101581","101431","101161","101431","100701"
"101581","2","102162","101581","102431","102163","102341","100701"
"102581","3","102432","102581","102432","103161","102342","100701"
"102582","4","103161","102582","103431","103162","103341","100701"
"103581","5","103162","103581","103162","103343","103432","100701"
"103582","6","103583","103582","103432","104161","103343","100701"
"103583","7","104431","103432","103583","104162","104341","100701"
"104581","8","104162","103583","104431","104163","104342","100701"
"104582","9","104163","104581","104342","104164","104343","100701"
"104583","10","104164","104582","104343","105161","104433","100701"
"105581","11","105161","104583","104433","105162","105341","100701"
"105582","12","105162","105581","105341","105163","105342","100701"
"105583","13","105163","105582","105342","105164","105343","100701"
"105584","14","105164","105583","105343","105165","105432","100701"
"105585","15","105165","105584","105344","105166","105345","100701"
"105586","16","105166","105585","105345","105167","105346","100701"
"105587","17","105167","105586","105346","106161","105347","100701"
"106581","18","106161","105587","105347","106162","106341","100701"
"106582","19","106162","106581","106341","106163","106342","100701"
"106583","20","106073","106582","106342","107161","106491","100701"
"107581","21","107071","106583","106491","107162","107341","100701"
"107582","22","107162","107581","107341","107163","107342","100701"
"107583","23","107163","107582","107342","108161","107343","100701"
"108581","24","108161","107583","107343","108162","108281","100701"
"108582","25","108162","108581","108281","108163","108282","100701"
"108583","26","108163","108582","108282","108164","108283","100701"
"108584","27","108164","108583","108283","109161","108314","100701"
"109581","28","109161","108584","108314","109162","109281","100701"
"109582","29","109162","109581","109281","109163","109312","100701"
"109583","30","109163","109582","109312","109164","109313","100701"
"109584","31","109164","109583","109313","10016032","109314","100701"
"10058032","32","10016032","109584","109314","10016033","10031032","100701"
"10058033","33","10016033","10058032","10031032","10016034","10031033","100701"
"10058034","34","10016034","10058033","10031033","999999","10031034","100701"
"101611","1","101251","101581","101521","101251","101371","100801"
"101611","2","102251","101581","102461","102252","102371","100801"
"102612","3","102252","102581","102521","103251","102372","100801"
"102614","4","103251","102582","103521","103252","103521","100801"
"103612","5","103252","103581","103461","103222","103371","100801"
"103613","6","103222","103582","103522","104251","103372","100801"
"103614","7","104251","103582","103614","104252","104371","100801"
"104581","8","104252","103614","104461","104253","104372","100801"
"104582","9","104253","104611","104522","104254","104523","100801"
"104613","10","104254","104612","104462","105251","104373","100801"
"105611","11","105251","104613","104463","105252","105371","100801"
"105612","12","105252","105611","105521","105253","105372","100801"
"105613","13","105253","105612","105522","105254","105373","100801"
"105614","14","105254","105613","105462","105255","105374","100801"
"105615","15","105255","105614","105374","105256","105463","100801"
"105616","16","105256","105615","105463","105257","105524","100801"
"105617","17","105257","105616","105524","106251","105464","100801"
"106611","18","106251","105617","105464","106252","106461","100801"
"106612","19","106252","106611","106461","106253","106521","100801"
"106613","20","106253","106612","106372","107251","106462","100801"
"107611","21","107251","106613","106462","107252","107461","100801"
"107612","22","107252","107611","107461","107253","107462","100801"
"107613","23","107253","107612","107462","108251","107463","100801"
"108611","24","108251","107613","107463","108252","108371","100801"
"108612","25","108252","108611","108371","108253","108372","100801"
"108613","26","108253","108612","108372","108254","108373","100801"
"108614","27","108254","108613","108373","109251","108374","100801"
"109611","28","109251","108614","108374","109252","109371","100801"
"109612","29","109252","109611","109371","109253","109372","100801"
"109613","30","109253","109612","109372","109254","109373","100801"
"109614","31","109254","109613","109373","10025032","109374","100801"
"10061032","32","10025032","109614","109374","10025033","10037032","100801"
"10061033","33","10025033","10061032","10037032","10025034","10037033","100801"
"10061034","34","10025034","10061033","10037033","999999","10037034","100801"
"101611","1","101251","101611","101521","101251","101371","100901"
"101611","2","102221","101611","102461","102222","102371","100901"
"102611","3","102222","102611","102521","103221","102372","100901"
"102613","4","103521","102613","103611","103252","103251","100901"
"103611","5","103252","103611","103522","103222","103371","100901"
"103371","6","103222","103613","103522","104221","103372","100901"
"103614","7","104221","103613","103614","104222","104371","100901"
"104611","8","104222","103583","104221","104223","104522","100901"
"104612","9","104223","104581","104222","104224","104462","100901"
"104613","10","104224","104582","104223","105221","104463","100901"
"105611","11","105221","104613","104224","105222","105521","100901"
"105612","12","105222","105611","105221","105223","105372","100901"
"105613","13","105223","105612","105222","105224","105373","100901"
"105614","14","105224","105613","105223","105225","105523","100901"
"105615","15","105225","105614","105224","105226","105375","100901"
"105616","16","105226","105615","105225","105227","105376","100901"
"105617","17","105227","105616","105226","106221","105377","100901"
"106611","18","106221","105617","105227","106222","106371","100901"
"106612","19","106222","106611","106221","106223","106372","100901"
"106613","20","106223","106612","106222","107221","106373","100901"
"107611","21","107221","106613","106223","107222","107371","100901"
"107612","22","107222","107611","107221","107223","107372","100901"
"107613","23","107223","107612","107222","108221","107373","100901"
"108611","24","108221","107613","107223","108222","108521","100901"
"108612","25","108222","108611","108221","108223","108462","100901"
"108613","26","108223","108612","108222","108224","108523","100901"
"108614","27","108224","108613","108523","109221","108524","100901"
"109611","28","109221","108614","108224","109222","109461","100901"
"109612","29","109222","109611","109221","109223","109522","100901"
"109613","30","109223","109612","109222","109224","109463","100901"
"109614","31","109224","109613","109223","10022032","109524","100901"
"10061032","32","10022032","109614","109224","10022033","10046032","100901"
"10061033","33","10022033","10061032","10022032","10022034","10046033","100901"
"10061034","34","10022034","10061033","10022033","999999","10052034","100901"
"101611","1","101251","101581","101521","101251","101371","101001"
"101611","2","102251","101581","102461","102252","102371","101001"
"102612","3","102252","102581","102521","103251","102372","101001"
"102614","4","103251","102582","103521","103252","103521","101001"
"103612","5","103252","103581","103461","103222","103371","101001"
"103613","6","103222","103582","103522","104251","103372","101001"
"103222","7","104461","103582","103614","104252","104371","101001"
"104581","8","104252","103614","104461","104253","104372","101001"
"104582","9","104253","104611","104522","104254","104523","101001"
"104583","10","104254","104612","104462","105251","104373","101001"
"105581","11","105251","104613","104463","105252","105371","101001"
"105582","12","105252","105611","105521","105253","105522","101001"
"105583","13","105253","105612","105522","105254","105462","101001"
"105584","14","105254","105613","105462","105255","105374","101001"
"105585","15","105255","105614","105374","105256","105463","101001"
"105586","16","105256","105615","105463","105257","105524","101001"
"105587","17","105257","105616","105524","106251","105464","101001"
"106581","18","106251","105617","105464","106252","106461","101001"
"106582","19","106252","106611","106461","106253","106521","101001"
"106583","20","106253","106612","106372","107251","106462","101001"
"107581","21","107251","106613","106462","107252","107461","101001"
"107582","22","107252","107611","107461","107253","107462","101001"
"107583","23","107253","107612","107462","108251","107463","101001"
"108581","24","108251","107613","107463","108252","108371","101001"
"108582","25","108252","108611","108371","108253","108372","101001"
"108583","26","108253","108612","108372","108254","108373","101001"
"108584","27","108254","108613","108373","109251","108374","101001"
"109581","28","109251","108614","108374","109252","109371","101001"
"109582","29","109252","109611","109371","109253","109372","101001"
"109583","30","109253","109612","109372","109254","109373","101001"
"109584","31","109254","109613","109373","10025032","109374","101001"
"10058032","32","10025032","109614","109374","10025033","10037032","101001"
"10058033","33","10025033","10061032","10037032","10025034","10037033","101001"
"10058034","34","10025034","10061033","10037033","999999","10037034","101001"
"101131","1","101131","101551","101551","101131","101281","101101"
"101131","2","102071","101551","102551","102131","102341","101101"
"102071","3","102131","102551","102552","103071","102342","101101"
"102131","4","103071","102552","103431","103131","103341","101101"
"103071","5","103131","103551","103342","103132","103342","101101"
"103131","6","103132","103552","103432","104131","103343","101101"
"103132","7","104131","103582","103553","104132","104341","101101"
"104551","8","104132","103553","104431","104133","104342","101101"
"104552","9","104133","104551","104432","104134","104343","101101"
"104553","10","104134","104552","104133","105131","104344","101101"
"105551","11","105131","104553","104433","105132","105341","101101"
"105552","12","105132","105551","105131","105133","105282","101101"
"105553","13","105133","105552","105132","105134","105343","101101"
"105554","14","105134","105553","105133","105135","105344","101101"
"105555","15","105135","105554","105134","105136","105345","101101"
"105556","16","105136","105555","105135","105137","105286","101101"
"105557","17","105137","105556","105136","106131","105287","101101"
"106551","18","106131","105557","105137","106132","106341","101101"
"106552","19","106132","106551","106131","106133","106282","101101"
"106553","20","106133","106552","106132","107131","106283","101101"
"107551","21","107131","106553","106133","107132","107281","101101"
"107552","22","107132","107551","107131","107133","107282","101101"
"107553","23","107133","107552","107132","108131","107283","101101"
"108551","24","108131","107553","107133","108132","108431","101101"
"108552","25","108132","108551","108131","108133","108342","101101"
"108553","26","108133","108552","108132","108134","108343","101101"
"108554","27","108134","108553","108133","109131","108434","101101"
"109551","28","109131","108554","108134","109132","109341","101101"
"109552","29","109132","109551","109131","109133","109432","101101"
"109553","30","109133","109552","109132","109134","109343","101101"
"109554","31","109134","109553","109133","10013032","109434","101101"
"10055032","32","10013032","109554","109134","10013033","10034032","101101"
"10055033","33","10013033","10055032","10013032","10013034","10043033","101101"
"10055034","34","10013034","10055033","10013033","999999","10034034","101101"
"101611","1","101251","101611","101521","101251","101371","101201"
"101611","2","102221","101611","102461","102222","102371","101201"
"102611","3","102222","102611","102521","103221","102372","101201"
"102613","4","103221","102613","103521","103252","103521","101201"
"103611","5","103252","103611","103522","103222","103371","101201"
"103371","6","103222","103613","103522","104221","103372","101201"
"103614","7","104221","103613","103614","104222","104371","101201"
"104611","8","104222","103583","104461","104223","104522","101201"
"104612","9","104223","104581","104522","104224","104462","101201"
"104613","10","104224","104612","104523","105221","104463","101201"
"105611","11","105221","104613","104463","105222","105521","101201"
"105612","12","105222","105611","105521","105223","105372","101201"
"105613","13","105223","105612","105522","105224","105373","101201"
"105614","14","105224","105613","105462","105225","105523","101201"
"105615","15","105225","105614","105523","105226","105375","101201"
"105616","16","105226","105615","105375","105227","105376","101201"
"105617","17","105227","105616","105376","106221","105377","101201"
"106611","18","106221","105617","105377","106222","106371","101201"
"106612","19","106222","106611","106371","106223","106372","101201"
"106613","20","106223","106612","106521","107221","106373","101201"
"107611","21","107221","106613","106373","107222","107371","101201"
"107612","22","107222","107611","107371","107223","107372","101201"
"107613","23","107223","107612","107372","108221","107373","101201"
"108611","24","108221","107613","107373","108222","108521","101201"
"108612","25","108222","108611","108521","108223","108462","101201"
"108613","26","108223","108612","108462","108224","108523","101201"
"108614","27","108224","108613","108523","109221","108524","101201"
"109611","28","109221","108614","108524","109222","109461","101201"
"109612","29","109222","109611","109461","109223","109522","101201"
"109613","30","109223","109612","109522","109224","109463","101201"
"109614","31","109224","109613","109463","10022032","109524","101201"
"10061032","32","10022032","109614","109524","10022033","10046032","101201"
"10061033","33","10022033","10061032","10046032","10022034","10046033","101201"
"10061034","34","10022034","10061033","10046033","999999","10052034","101201"
"101611","1","101251","101611","101521","101251","101371","101301"
"101611","2","102221","101611","102461","102222","102371","101301"
"102611","3","102222","102611","102521","103221","102372","101301"
"102613","4","103221","102613","103521","103252","103521","101301"
"103611","5","103252","103611","103522","103222","103371","101301"
"103371","6","103222","103613","103522","104221","103372","101301"
"103614","7","104221","103613","103614","104222","104371","101301"
"104611","8","104222","103583","104461","104223","104522","101301"
"104612","9","104223","104581","104522","104224","104462","101301"
"104613","10","104224","104612","104523","105221","104463","101301"
"105611","11","105221","104613","104463","105222","105521","101301"
"105612","12","105222","105611","105521","105223","105372","101301"
"105613","13","105223","105612","105522","105224","105373","101301"
"105614","14","105224","105613","105462","105225","105523","101301"
"105615","15","105225","105614","105523","105226","105375","101301"
"105616","16","105226","105615","105375","105227","105376","101301"
"105617","17","105227","105616","105376","106221","105377","101301"
"106611","18","106221","105617","105377","106222","106371","101301"
"106612","19","106222","106611","106371","106223","106372","101301"
"106613","20","106223","106612","106521","107221","106373","101301"
"107611","21","107221","106613","106373","107222","107371","101301"
"107612","22","107222","107611","107371","107223","107372","101301"
"107613","23","107223","107612","107372","108221","107373","101301"
"108611","24","108221","107613","107373","108222","108521","101301"
"108612","25","108222","108611","108521","108223","108462","101301"
"108613","26","108223","108612","108462","108224","108523","101301"
"108614","27","108224","108613","108523","109221","108524","101301"
"109611","28","109221","108614","108524","109222","109461","101301"
"109612","29","109222","109611","109461","109223","109522","101301"
"109613","30","109223","109612","109522","109224","109463","101301"
"109614","31","109224","109613","109463","10022032","109524","101301"
"10061032","32","10022032","109614","109524","10022033","10046032","101301"
"10061033","33","10022033","10061032","10046032","10022034","10046033","101301"
"10061034","34","10022034","10061033","10046033","999999","10052034","101301"
"101611","1","101251","101581","101521","101251","101371","101401"
"101611","2","102251","101581","102461","102252","102371","101401"
"102612","3","102252","102581","102521","103251","102372","101401"
"102614","4","103251","102582","103521","103252","103521","101401"
"103612","5","103252","103581","103461","103222","103371","101401"
"103613","6","103222","103582","103522","104251","103372","101401"
"103583","7","104521","103613","103614","104252","104371","101401"
"104581","8","104252","103614","104461","104253","104372","101401"
"104612","9","104253","104581","104372","104254","104523","101401"
"104613","10","104254","104582","104523","105251","104373","101401"
"105611","11","105251","104583","104463","105252","105371","101401"
"105612","12","105252","105581","105521","105253","105372","101401"
"105613","13","105253","105582","105522","105254","105373","101401"
"105614","14","105254","105583","105462","105255","105374","101401"
"105615","15","105255","105584","105374","105256","105463","101401"
"105616","16","105256","105585","105463","105257","105524","101401"
"105617","17","105257","105586","105524","106251","105464","101401"
"106611","18","106251","105587","105464","106252","106461","101401"
"106612","19","106252","106581","106461","106253","106521","101401"
"106613","20","106253","106582","106372","107251","106462","101401"
"107611","21","107251","106583","106462","107252","107461","101401"
"107612","22","107252","107581","107461","107253","107462","101401"
"107613","23","107253","107582","107462","108251","107463","101401"
"108611","24","108251","107583","107463","108252","108371","101401"
"108612","25","108252","108581","108371","108253","108372","101401"
"108613","26","108253","108582","108372","108254","108373","101401"
"108614","27","108254","108583","108373","109251","108374","101401"
"109611","28","109251","108584","108374","109252","109371","101401"
"109612","29","109252","109581","109371","109253","109372","101401"
"109613","30","109253","109582","109372","109254","109373","101401"
"109614","31","109254","109583","109373","10025032","109374","101401"
"10061032","32","10025032","109584","109374","10025033","10037032","101401"
"10061033","33","10025033","10058032","10037032","10025034","10037033","101401"
"10061034","34","10025034","10058033","10037033","999999","10037034","101401"
"101611","1","101251","101581","101521","101251","101371","101501"
"101611","2","102251","101611","102461","102252","102371","101501"
"102612","3","102252","102581","102521","103251","102372","101501"
"102613","4","103251","102614","103521","103252","103521","101501"
"103612","5","103252","103581","103461","103222","103371","101501"
"103613","6","103222","103613","103522","104251","103372","101501"
"103614","7","104251","103461","103614","104252","104371","101501"
"104611","8","104252","103614","104461","104253","104372","101501"
"104612","9","104253","104611","104522","104254","104523","101501"
"104613","10","104254","104612","104523","105251","104373","101501"
"105581","11","105251","104613","104463","105252","105371","101501"
"105582","12","105252","105611","105521","105253","105522","101501"
"105583","13","105253","105612","105522","105254","105462","101501"
"105584","14","105254","105613","105462","105255","105374","101501"
"105585","15","105255","105614","105374","105256","105375","101501"
"105586","16","105256","105615","105375","105257","105376","101501"
"105587","17","105257","105616","105376","106251","105464","101501"
"106581","18","106251","105617","105464","106252","106461","101501"
"106582","19","106252","106611","106461","106253","106521","101501"
"106583","20","106253","106612","106372","107251","106462","101501"
"107581","21","107251","106613","106462","107252","107461","101501"
"107582","22","107252","107611","107461","107253","107462","101501"
"107583","23","107253","107612","107462","108251","107463","101501"
"108581","24","108251","107613","107463","108252","108371","101501"
"108582","25","108252","108611","108371","108253","108372","101501"
"108583","26","108253","108612","108372","108254","108373","101501"
"108584","27","108254","108613","108373","109251","108374","101501"
"109581","28","109251","108614","108374","109252","109371","101501"
"109582","29","109252","109611","109371","109253","109372","101501"
"109583","30","109253","109612","109372","109254","109373","101501"
"109584","31","109254","109613","109373","10025032","109374","101501"
"10058032","32","10025032","109614","109374","10025033","10037032","101501"
"10058033","33","10025033","10061032","10037032","10025034","10037033","101501"
"10058034","34","10025034","10061033","10037033","999999","10037034","101501"
"101131","1","101131","101551","101551","101131","101281","101601"
"101131","2","102071","101551","102551","102131","102341","101601"
"102071","3","102131","102551","102552","103071","102342","101601"
"102131","4","103071","102552","103551","103131","103341","101601"
"103071","5","103131","103551","103552","103132","103342","101601"
"103131","6","103132","103552","103552","104131","103343","101601"
"103553","7","104131","103582","103553","104132","104341","101601"
"104551","8","104132","103553","104131","104133","104342","101601"
"104552","9","104133","104551","104132","104134","104343","101601"
"104554","10","104134","104552","104133","105131","104344","101601"
"105551","11","105131","104553","104134","105132","105281","101601"
"105552","12","105132","105551","105131","105133","105282","101601"
