829d636c8a3dc68c4aa2176ba4ab2142bb06e4b94709fa89f6283a14aeefe99c,231b7272b9fd34ff4a5ad2b31c7f369c502aa1cd0343b5fe9e487b00ae5a22e6,62617835e4d2007ff860ecfb34cb5074d2330a4c7b1f62277ecbed1f4030000e,f5f9cf7b2e03ff0c5ab316dc26ab862f5fdc5e8650a10eed01ca661975cb25f7,865c774c4ae1284104d1a69378a50ea49a3ec6cfaaf73312b23bd03b2fd518bb,a5d4b6f5ea4aeaa9c40d18caf3000d4b72c0e0c3fc5ae651a2e1d3c6e69522f9,e058d2abfbb1e9699cf15a85ef6c4da02a4b032e7a5068425fdca7848b26b5e2,2c7eaac3f003631237b4c9ff7b043b63f14f6cf88e67bde02bfe0ba099543d70,239c6818330949efb484953ed9ab3dd9d49e4e0123c570d0e766a3cc9ba98764
"4","1003","0","100317","在HARD3難易度戰鬥1次","2","1004","100317","1"
"5","1003","15000","100318","在HARD難易度取得15000分","2","1001","100318","1"
"5","1003","30000","100319","在HARD難易度取得30000分","2","1001","100319","1"
"5","1003","45000","100320","在HARD難易度取得45000分","2","1001","100320","1"
"6","1003","0","100321","在EXTRA1難易度戰鬥1次","3","1002","100321","1"
"6","1003","0","100322","在EXTRA2難易度戰鬥1次","3","1003","100322","1"
"6","1003","0","100323","在EXTRA3難易度戰鬥1次","3","1004","100323","1"
"7","1003","20000","100324","在EXTRA難易度取得20000分","3","1001","100324","1"
"7","1003","40000","100325","在EXTRA難易度取得40000分","3","1001","100325","1"
"7","1003","60000","100326","在EXTRA難易度取得60000分","3","1001","100326","1"
"0","1004","10000","100401","全難易度合計取得10000分","0","1001","100401","1"
"0","1004","30000","100402","全難易度合計取得30000分","0","1001","100402","1"
"0","1004","50000","100403","全難易度合計取得50000分","0","1001","100403","1"
"0","1004","70000","100404","全難易度合計取得70000分","0","1001","100404","1"
"1","1004","90000","100405","全難易度合計取得90000分","0","1001","100405","1"
"1","1004","105000","100406","全難易度合計取得105000分","0","1001","100406","1"
"1","1004","120000","100407","全難易度合計取得120000分","0","1001","100407","1"
"1","1004","135000","100408","全難易度合計取得135000分","0","1001","100408","1"
"2","1004","0","100409","在NORMAL1難易度戰鬥1次","1","1002","100409","1"
"2","1004","0","100410","在NORMAL2難易度戰鬥1次","1","1003","100410","1"
"2","1004","0","100411","在NORMAL3難易度戰鬥1次","1","1004","100411","1"
"3","1004","10000","100412","在NORMAL難易度取得10000分","1","1001","100412","1"
"3","1004","20000","100413","在NORMAL難易度取得20000分","1","1001","100413","1"
"3","1004","30000","100414","在NORMAL難易度取得30000分","1","1001","100414","1"
"4","1004","0","100415","在HARD1難易度戰鬥1次","2","1002","100415","1"
"4","1004","0","100416","在HARD2難易度戰鬥1次","2","1003","100416","1"
"4","1004","0","100417","在HARD3難易度戰鬥1次","2","1004","100417","1"
"5","1004","15000","100418","在HARD難易度取得15000分","2","1001","100418","1"
"5","1004","30000","100419","在HARD難易度取得30000分","2","1001","100419","1"
"5","1004","45000","100420","在HARD難易度取得45000分","2","1001","100420","1"
"6","1004","0","100421","在EXTRA1難易度戰鬥1次","3","1002","100421","1"
"6","1004","0","100422","在EXTRA2難易度戰鬥1次","3","1003","100422","1"
"6","1004","0","100423","在EXTRA3難易度戰鬥1次","3","1004","100423","1"
"7","1004","20000","100424","在EXTRA難易度取得20000分","3","1001","100424","1"
"7","1004","40000","100425","在EXTRA難易度取得40000分","3","1001","100425","1"
"7","1004","60000","100426","在EXTRA難易度取得60000分","3","1001","100426","1"
"0","1005","10000","100501","全難易度合計取得10000分","0","1001","100501","1"
"0","1005","30000","100502","全難易度合計取得30000分","0","1001","100502","1"
"0","1005","50000","100503","全難易度合計取得50000分","0","1001","100503","1"
"0","1005","70000","100504","全難易度合計取得70000分","0","1001","100504","1"
"1","1005","90000","100505","全難易度合計取得90000分","0","1001","100505","1"
"1","1005","105000","100506","全難易度合計取得105000分","0","1001","100506","1"
"1","1005","120000","100507","全難易度合計取得120000分","0","1001","100507","1"
"1","1005","135000","100508","全難易度合計取得135000分","0","1001","100508","1"
"2","1005","0","100509","在NORMAL1難易度戰鬥1次","1","1002","100509","1"
"2","1005","0","100510","在NORMAL2難易度戰鬥1次","1","1003","100510","1"
"2","1005","0","100511","在NORMAL3難易度戰鬥1次","1","1004","100511","1"
"3","1005","10000","100512","在NORMAL難易度取得10000分","1","1001","100512","1"
"3","1005","20000","100513","在NORMAL難易度取得20000分","1","1001","100513","1"
"3","1005","30000","100514","在NORMAL難易度取得30000分","1","1001","100514","1"
"4","1005","0","100515","在HARD1難易度戰鬥1次","2","1002","100515","1"
"4","1005","0","100516","在HARD2難易度戰鬥1次","2","1003","100516","1"
"4","1005","0","100517","在HARD3難易度戰鬥1次","2","1004","100517","1"
"5","1005","15000","100518","在HARD難易度取得15000分","2","1001","100518","1"
"5","1005","30000","100519","在HARD難易度取得30000分","2","1001","100519","1"
"5","1005","45000","100520","在HARD難易度取得45000分","2","1001","100520","1"
"6","1005","0","100521","在EXTRA1難易度戰鬥1次","3","1002","100521","1"
"6","1005","0","100522","在EXTRA2難易度戰鬥1次","3","1003","100522","1"
"6","1005","0","100523","在EXTRA3難易度戰鬥1次","3","1004","100523","1"
"7","1005","20000","100524","在EXTRA難易度取得20000分","3","1001","100524","1"
"7","1005","40000","100525","在EXTRA難易度取得40000分","3","1001","100525","1"
"7","1005","60000","100526","在EXTRA難易度取得60000分","3","1001","100526","1"
"0","1006","10000","100601","全難易度合計取得10000分","0","1001","100601","1"
"0","1006","30000","100602","全難易度合計取得30000分","0","1001","100602","1"
"0","1006","50000","100603","全難易度合計取得50000分","0","1001","100603","1"
"0","1006","70000","100604","全難易度合計取得70000分","0","1001","100604","1"
"1","1006","90000","100605","全難易度合計取得90000分","0","1001","100605","1"
"1","1006","105000","100606","全難易度合計取得105000分","0","1001","100606","1"
"1","1006","120000","100607","全難易度合計取得120000分","0","1001","100607","1"
"1","1006","135000","100608","全難易度合計取得135000分","0","1001","100608","1"
"2","1006","0","100609","在NORMAL1難易度戰鬥1次","1","1002","100609","1"
"2","1006","0","100610","在NORMAL2難易度戰鬥1次","1","1003","100610","1"
"2","1006","0","100611","在NORMAL3難易度戰鬥1次","1","1004","100611","1"
"3","1006","10000","100612","在NORMAL難易度取得10000分","1","1001","100612","1"
"3","1006","20000","100613","在NORMAL難易度取得20000分","1","1001","100613","1"
"3","1006","30000","100614","在NORMAL難易度取得30000分","1","1001","100614","1"
"4","1006","0","100615","在HARD1難易度戰鬥1次","2","1002","100615","1"
"4","1006","0","100616","在HARD2難易度戰鬥1次","2","1003","100616","1"
"4","1006","0","100617","在HARD3難易度戰鬥1次","2","1004","100617","1"
"5","1006","15000","100618","在HARD難易度取得15000分","2","1001","100618","1"
"5","1006","30000","100619","在HARD難易度取得30000分","2","1001","100619","1"
"5","1006","45000","100620","在HARD難易度取得45000分","2","1001","100620","1"
"6","1006","0","100621","在EXTRA1難易度戰鬥1次","3","1002","100621","1"
"6","1006","0","100622","在EXTRA2難易度戰鬥1次","3","1003","100622","1"
"6","1006","0","100623","在EXTRA3難易度戰鬥1次","3","1004","100623","1"
"7","1006","20000","100624","在EXTRA難易度取得20000分","3","1001","100624","1"
"7","1006","40000","100625","在EXTRA難易度取得40000分","3","1001","100625","1"
"7","1006","60000","100626","在EXTRA難易度取得60000分","3","1001","100626","1"
"0","1007","10000","100701","全難易度合計取得10000分","0","1001","100701","1"
"0","1007","30000","100702","全難易度合計取得30000分","0","1001","100702","1"
"0","1007","50000","100703","全難易度合計取得50000分","0","1001","100703","1"
"0","1007","70000","100704","全難易度合計取得70000分","0","1001","100704","1"
"1","1007","90000","100705","全難易度合計取得90000分","0","1001","100705","1"
"1","1007","105000","100706","全難易度合計取得105000分","0","1001","100706","1"
"1","1007","120000","100707","全難易度合計取得120000分","0","1001","100707","1"
"1","1007","135000","100708","全難易度合計取得135000分","0","1001","100708","1"
"2","1007","0","100709","在NORMAL1難易度戰鬥1次","1","1002","100709","1"
"2","1007","0","100710","在NORMAL2難易度戰鬥1次","1","1003","100710","1"
"2","1007","0","100711","在NORMAL3難易度戰鬥1次","1","1004","100711","1"
"3","1007","10000","100712","在NORMAL難易度取得10000分","1","1001","100712","1"
"3","1007","20000","100713","在NORMAL難易度取得20000分","1","1001","100713","1"
"3","1007","30000","100714","在NORMAL難易度取得30000分","1","1001","100714","1"
"4","1007","0","100715","在HARD1難易度戰鬥1次","2","1002","100715","1"
"4","1007","0","100716","在HARD2難易度戰鬥1次","2","1003","100716","1"
"4","1007","0","100717","在HARD3難易度戰鬥1次","2","1004","100717","1"
"5","1007","15000","100718","在HARD難易度取得15000分","2","1001","100718","1"
"5","1007","30000","100719","在HARD難易度取得30000分","2","1001","100719","1"
"5","1007","45000","100720","在HARD難易度取得45000分","2","1001","100720","1"
"6","1007","0","100721","在EXTRA1難易度戰鬥1次","3","1002","100721","1"
"6","1007","0","100722","在EXTRA2難易度戰鬥1次","3","1003","100722","1"
"6","1007","0","100723","在EXTRA3難易度戰鬥1次","3","1004","100723","1"
"7","1007","20000","100724","在EXTRA難易度取得20000分","3","1001","100724","1"
"7","1007","40000","100725","在EXTRA難易度取得40000分","3","1001","100725","1"
"7","1007","60000","100726","在EXTRA難易度取得60000分","3","1001","100726","1"
"0","1008","10000","100801","全難易度合計取得10000分","0","1001","100801","1"
"0","1008","30000","100802","全難易度合計取得30000分","0","1001","100802","1"
"0","1008","50000","100803","全難易度合計取得50000分","0","1001","100803","1"
"0","1008","70000","100804","全難易度合計取得70000分","0","1001","100804","1"
"1","1008","90000","100805","全難易度合計取得90000分","0","1001","100805","1"
"1","1008","105000","100806","全難易度合計取得105000分","0","1001","100806","1"
"1","1008","120000","100807","全難易度合計取得120000分","0","1001","100807","1"
"1","1008","135000","100808","全難易度合計取得135000分","0","1001","100808","1"
"2","1008","0","100809","在NORMAL1難易度戰鬥1次","1","1002","100809","1"
"2","1008","0","100810","在NORMAL2難易度戰鬥1次","1","1003","100810","1"
"2","1008","0","100811","在NORMAL3難易度戰鬥1次","1","1004","100811","1"
"3","1008","10000","100812","在NORMAL難易度取得10000分","1","1001","100812","1"
"3","1008","20000","100813","在NORMAL難易度取得20000分","1","1001","100813","1"
"3","1008","30000","100814","在NORMAL難易度取得30000分","1","1001","100814","1"
"4","1008","0","100815","在HARD1難易度戰鬥1次","2","1002","100815","1"
"4","1008","0","100816","在HARD2難易度戰鬥1次","2","1003","100816","1"
"4","1008","0","100817","在HARD3難易度戰鬥1次","2","1004","100817","1"
"5","1008","15000","100818","在HARD難易度取得15000分","2","1001","100818","1"
"5","1008","30000","100819","在HARD難易度取得30000分","2","1001","100819","1"
"5","1008","45000","100820","在HARD難易度取得45000分","2","1001","100820","1"
"6","1008","0","100821","在EXTRA1難易度戰鬥1次","3","1002","100821","1"
"6","1008","0","100822","在EXTRA2難易度戰鬥1次","3","1003","100822","1"
"6","1008","0","100823","在EXTRA3難易度戰鬥1次","3","1004","100823","1"
"7","1008","20000","100824","在EXTRA難易度取得20000分","3","1001","100824","1"
"7","1008","40000","100825","在EXTRA難易度取得40000分","3","1001","100825","1"
"7","1008","60000","100826","在EXTRA難易度取得60000分","3","1001","100826","1"
"0","1009","10000","100901","全難易度合計取得10000分","0","1001","100901","1"
"0","1009","30000","100902","全難易度合計取得30000分","0","1001","100902","1"
"0","1009","50000","100903","全難易度合計取得50000分","0","1001","100903","1"
"0","1009","70000","100904","全難易度合計取得70000分","0","1001","100904","1"
"1","1009","90000","100905","全難易度合計取得90000分","0","1001","100905","1"
"1","1009","105000","100906","全難易度合計取得105000分","0","1001","100906","1"
"1","1009","120000","100907","全難易度合計取得120000分","0","1001","100907","1"
"1","1009","135000","100908","全難易度合計取得135000分","0","1001","100908","1"
"2","1009","0","100909","在NORMAL1難易度戰鬥1次","1","1002","100909","1"
"2","1009","0","100910","在NORMAL2難易度戰鬥1次","1","1003","100910","1"
"2","1009","0","100911","在NORMAL3難易度戰鬥1次","1","1004","100911","1"
"3","1009","10000","100912","在NORMAL難易度取得10000分","1","1001","100912","1"
"3","1009","20000","100913","在NORMAL難易度取得20000分","1","1001","100913","1"
"3","1009","30000","100914","在NORMAL難易度取得30000分","1","1001","100914","1"
"4","1009","0","100915","在HARD1難易度戰鬥1次","2","1002","100915","1"
"4","1009","0","100916","在HARD2難易度戰鬥1次","2","1003","100916","1"
"4","1009","0","100917","在HARD3難易度戰鬥1次","2","1004","100917","1"
"5","1009","15000","100918","在HARD難易度取得15000分","2","1001","100918","1"
"5","1009","30000","100919","在HARD難易度取得30000分","2","1001","100919","1"
"5","1009","45000","100920","在HARD難易度取得45000分","2","1001","100920","1"
"6","1009","0","100921","在EXTRA1難易度戰鬥1次","3","1002","100921","1"
"6","1009","0","100922","在EXTRA2難易度戰鬥1次","3","1003","100922","1"
"6","1009","0","100923","在EXTRA3難易度戰鬥1次","3","1004","100923","1"
"7","1009","20000","100924","在EXTRA難易度取得20000分","3","1001","100924","1"
"7","1009","40000","100925","在EXTRA難易度取得40000分","3","1001","100925","1"
"7","1009","60000","100926","在EXTRA難易度取得60000分","3","1001","100926","1"
