931a8f6715206aac6951d56a8f4bd9db93f3627681ea87570702f988349dac35,fe287427d9edc1787bb4757f2b34200a9468b364e0de5556683b593bbda8f604,92694169b1f4d8bf51c55b7dc6672e92395e5d4a11b8b6dcebcc1d22a35e5fe0,350bffd24091e66e691bf3e3855d08beccb8611ab0cb1c809c6cd3cdf6e9cd27,6655bb5a3c5d054598bd60640788ddbe718310b4c1d44e357012dfc97aa0d5e0,5bfffb98a4cbf7ecfc7c9689708a7f797a717d194eb0b096260d1b5031207dfb,6e3229eeb663300bd9f50384a438b74a130f6abd2bc7d48d197f6c769724a07e,a39d1447ceed0fe692d1ecc549514336c0a6f6ed52507d103f933a8e4507a004,276bcc25d5746ddfec8321217a9335011e19ceba70eb1b4add09094632e4943c
"2006","讓水屬性的屬性等級提升到300","129","3","3006","300","1003","2","20022"
"2007","讓水屬性的屬性等級提升到350","129","3","3007","350","1003","2","20022"
"2008","讓水屬性的屬性等級提升到400","129","3","3008","400","1003","2","20022"
"2009","讓水屬性的屬性等級提升到450","129","3","3009","450","1003","2","20022"
"2010","讓水屬性的屬性等級提升到500","129","3","3010","500","1003","2","20022"
"2006","讓水屬性的屬性等級提升到550","129","3","3011","550","1003","2","20022"
"2007","讓水屬性的屬性等級提升到600","129","3","3012","600","1003","2","20022"
"2008","讓水屬性的屬性等級提升到650","129","3","3013","650","1003","2","20022"
"2009","讓水屬性的屬性等級提升到700","129","3","3014","700","1003","2","20022"
"2010","讓水屬性的屬性等級提升到750","129","3","3015","750","1003","2","20022"
"2015","讓水屬性的屬性等級提升到800","129","3","3016","800","1003","2","20022"
"2015","讓水屬性的屬性等級提升到900","129","3","3017","900","1003","2","20022"
"2015","讓水屬性的屬性等級提升到1000","129","3","3018","1000","1003","2","20022"
"2015","讓水屬性的屬性等級提升到1100","129","3","3019","1100","1003","2","20022"
"2015","讓水屬性的屬性等級提升到1200","129","3","3020","1200","1003","2","20022"
"2015","讓水屬性的屬性等級提升到1250","129","3","3021","1250","1003","2","20022"
"2001","讓風屬性的屬性等級提升到50","129","4","4001","50","1003","3","20022"
"2002","讓風屬性的屬性等級提升到100","129","4","4002","100","1003","3","20022"
"2003","讓風屬性的屬性等級提升到150","129","4","4003","150","1003","3","20022"
"2004","讓風屬性的屬性等級提升到200","129","4","4004","200","1003","3","20022"
"2005","讓風屬性的屬性等級提升到250","129","4","4005","250","1003","3","20022"
"2006","讓風屬性的屬性等級提升到300","129","4","4006","300","1003","3","20022"
"2007","讓風屬性的屬性等級提升到350","129","4","4007","350","1003","3","20022"
"2008","讓風屬性的屬性等級提升到400","129","4","4008","400","1003","3","20022"
"2009","讓風屬性的屬性等級提升到450","129","4","4009","450","1003","3","20022"
"2010","讓風屬性的屬性等級提升到500","129","4","4010","500","1003","3","20022"
"2006","讓風屬性的屬性等級提升到550","129","4","4011","550","1003","3","20022"
"2007","讓風屬性的屬性等級提升到600","129","4","4012","600","1003","3","20022"
"2008","讓風屬性的屬性等級提升到650","129","4","4013","650","1003","3","20022"
"2009","讓風屬性的屬性等級提升到700","129","4","4014","700","1003","3","20022"
"2010","讓風屬性的屬性等級提升到750","129","4","4015","750","1003","3","20022"
"2015","讓風屬性的屬性等級提升到800","129","4","4016","800","1003","3","20022"
"2015","讓風屬性的屬性等級提升到900","129","4","4017","900","1003","3","20022"
"2015","讓風屬性的屬性等級提升到1000","129","4","4018","1000","1003","3","20022"
"2015","讓風屬性的屬性等級提升到1100","129","4","4019","1100","1003","3","20022"
"2015","讓風屬性的屬性等級提升到1200","129","4","4020","1200","1003","3","20022"
"2015","讓風屬性的屬性等級提升到1250","129","4","4021","1250","1003","3","20022"
"2001","讓光屬性的屬性等級提升到50","129","5","5001","50","1003","4","20022"
"2002","讓光屬性的屬性等級提升到100","129","5","5002","100","1003","4","20022"
"2003","讓光屬性的屬性等級提升到150","129","5","5003","150","1003","4","20022"
"2004","讓光屬性的屬性等級提升到200","129","5","5004","200","1003","4","20022"
"2005","讓光屬性的屬性等級提升到250","129","5","5005","250","1003","4","20022"
"2006","讓光屬性的屬性等級提升到300","129","5","5006","300","1003","4","20022"
"2007","讓光屬性的屬性等級提升到350","129","5","5007","350","1003","4","20022"
"2008","讓光屬性的屬性等級提升到400","129","5","5008","400","1003","4","20022"
"2009","讓光屬性的屬性等級提升到450","129","5","5009","450","1003","4","20022"
"2010","讓光屬性的屬性等級提升到500","129","5","5010","500","1003","4","20022"
"2006","讓光屬性的屬性等級提升到550","129","5","5011","550","1003","4","20022"
"2007","讓光屬性的屬性等級提升到600","129","5","5012","600","1003","4","20022"
"2008","讓光屬性的屬性等級提升到650","129","5","5013","650","1003","4","20022"
"2009","讓光屬性的屬性等級提升到700","129","5","5014","700","1003","4","20022"
"2010","讓光屬性的屬性等級提升到750","129","5","5015","750","1003","4","20022"
"2015","讓光屬性的屬性等級提升到800","129","5","5016","800","1003","4","20022"
"2015","讓光屬性的屬性等級提升到900","129","5","5017","900","1003","4","20022"
"2015","讓光屬性的屬性等級提升到1000","129","5","5018","1000","1003","4","20022"
"2015","讓光屬性的屬性等級提升到1100","129","5","5019","1100","1003","4","20022"
"2015","讓光屬性的屬性等級提升到1200","129","5","5020","1200","1003","4","20022"
"2015","讓光屬性的屬性等級提升到1250","129","5","5021","1250","1003","4","20022"
"2001","讓闇屬性的屬性等級提升到50","129","6","6001","50","1003","5","20022"
"2002","讓闇屬性的屬性等級提升到100","129","6","6002","100","1003","5","20022"
"2003","讓闇屬性的屬性等級提升到150","129","6","6003","150","1003","5","20022"
"2004","讓闇屬性的屬性等級提升到200","129","6","6004","200","1003","5","20022"
"2005","讓闇屬性的屬性等級提升到250","129","6","6005","250","1003","5","20022"
"2006","讓闇屬性的屬性等級提升到300","129","6","6006","300","1003","5","20022"
"2007","讓闇屬性的屬性等級提升到350","129","6","6007","350","1003","5","20022"
"2008","讓闇屬性的屬性等級提升到400","129","6","6008","400","1003","5","20022"
"2009","讓闇屬性的屬性等級提升到450","129","6","6009","450","1003","5","20022"
"2010","讓闇屬性的屬性等級提升到500","129","6","6010","500","1003","5","20022"
"2006","讓闇屬性的屬性等級提升到550","129","6","6011","550","1003","5","20022"
"2007","讓闇屬性的屬性等級提升到600","129","6","6012","600","1003","5","20022"
"2008","讓闇屬性的屬性等級提升到650","129","6","6013","650","1003","5","20022"
"2009","讓闇屬性的屬性等級提升到700","129","6","6014","700","1003","5","20022"
"2010","讓闇屬性的屬性等級提升到750","129","6","6015","750","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到800","129","6","6016","800","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到900","129","6","6017","900","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到1000","129","6","6018","1000","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到1100","129","6","6019","1100","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到1200","129","6","6020","1200","1003","5","20022"
"2015","讓闇屬性的屬性等級提升到1250","129","6","6021","1250","1003","5","20022"
"7001","完成強化10個節點","129","7","7001","10","1004","0","20023"
"7002","完成強化20個節點","129","7","7002","20","1004","0","20023"
"7003","完成強化30個節點","129","7","7003","30","1004","0","20023"
"7004","完成強化40個節點","129","7","7004","40","1004","0","20023"
"7005","完成強化50個節點","129","7","7005","50","1004","0","20023"
"7006","完成強化60個節點","129","7","7006","60","1004","0","20023"
"7007","完成強化70個節點","129","7","7007","70","1004","0","20023"
"7008","完成強化80個節點","129","7","7008","80","1004","0","20023"
"7009","完成強化90個節點","129","7","7009","90","1004","0","20023"
"7010","完成強化100個節點","129","7","7010","100","1004","0","20023"
"7011","完成強化110個節點","129","7","7011","110","1004","0","20023"
"7012","完成強化120個節點","129","7","7012","120","1004","0","20023"
"7013","完成強化130個節點","129","7","7013","130","1004","0","20023"
"7014","完成強化140個節點","129","7","7014","140","1004","0","20023"
"7015","完成強化150個節點","129","7","7015","150","1004","0","20023"
"7016","完成強化160個節點","129","7","7016","160","1004","0","20023"
"7017","完成強化170個節點","129","7","7017","170","1004","0","20023"
"7018","完成強化180個節點","129","7","7018","180","1004","0","20023"
"7019","完成強化190個節點","129","7","7019","190","1004","0","20023"
"7020","完成強化200個節點","129","7","7020","200","1004","0","20023"
"7021","完成強化210個節點","129","7","7021","210","1004","0","20023"
"7022","完成強化222個節點","129","7","7022","222","1004","0","20023"
"7022","完成強化250個節點","129","7","7023","250","1004","0","20023"
"7022","完成強化275個節點","129","7","7024","275","1004","0","20023"
"7022","完成強化300個節點","129","7","7025","300","1004","0","20023"
"7022","完成強化325個節點","129","7","7026","325","1004","0","20023"
"7022","完成強化350個節點","129","7","7027","350","1004","0","20023"
"7022","完成強化375個節點","129","7","7028","375","1004","0","20023"
"7022","完成強化400個節點","129","7","7029","400","1004","0","20023"
"7022","完成強化430個節點","129","7","7030","430","1004","0","20023"
"7022","完成強化500個節點","129","7","7031","500","1004","0","20023"
"7022","完成強化550個節點","129","7","7032","550","1004","0","20023"
"7022","完成強化600個節點","129","7","7033","600","1004","0","20023"
"7022","完成強化638個節點","129","7","7034","638","1004","0","20023"
"7022","完成強化700個節點","129","7","7035","700","1004","0","20023"
"7022","完成強化800個節點","129","7","7036","800","1004","0","20023"
"7022","完成強化846個節點","129","7","7037","846","1004","0","20023"
"8001","完成強化5個節點","129","8","8001","5","1005","0","20024"
"8002","完成強化10個節點","129","8","8002","10","1005","0","20024"
"8003","完成強化15個節點","129","8","8003","15","1005","0","20024"
"8004","完成強化20個節點","129","8","8004","20","1005","0","20024"
"8005","完成強化25個節點","129","8","8005","25","1005","0","20024"
"8006","完成強化33個節點","129","8","8006","33","1005","0","20024"
"8007","完成強化40個節點","129","8","8007","40","1005","0","20024"
"8007","完成強化50個節點","129","8","8008","50","1005","0","20024"
"8007","完成強化60個節點","129","8","8009","60","1005","0","20024"
"8007","完成強化66個節點","129","8","8010","66","1005","0","20024"
"8007","完成強化80個節點","129","8","8011","80","1005","0","20024"
"8007","完成強化90個節點","129","8","8012","90","1005","0","20024"
"8007","完成強化96個節點","129","8","8013","96","1005","0","20024"
"8007","完成強化110個節點","129","8","8014","110","1005","0","20024"
"8007","完成強化126個節點","129","8","8015","126","1005","0","20024"
"8007","完成強化140個節點","129","8","8016","140","1005","0","20024"
"8007","完成強化156個節點","129","8","8017","156","1005","0","20024"
"9001","讓４個攻擊者專精提升到等級１以上","129","9","9101","4","1012","1","20031"
"9002","讓４個攻擊者專精提升到等級２以上","129","9","9102","4","1012","2","20031"
"9003","讓４個攻擊者專精提升到等級３以上","129","9","9103","4","1012","3","20031"
"9004","讓４個攻擊者專精提升到等級４以上","129","9","9104","4","1012","4","20031"
"9005","讓４個攻擊者專精提升到等級５以上","129","9","9105","4","1012","5","20031"
"9006","讓４個攻擊者專精提升到等級６以上","129","9","9106","4","1012","6","20031"
"9007","讓４個攻擊者專精提升到等級７以上","129","9","9107","4","1012","7","20031"
"9008","讓４個攻擊者專精提升到等級８以上","129","9","9108","4","1012","8","20031"
"9009","讓４個攻擊者專精提升到等級９以上","129","9","9109","4","1012","9","20031"
"9010","讓４個攻擊者專精提升到等級10以上","129","9","9110","4","1012","10","20031"
"9001","讓４個破防者專精提升到等級１以上","129","10","9201","4","1012","1","20032"
"9002","讓４個破防者專精提升到等級２以上","129","10","9202","4","1012","2","20032"
"9003","讓４個破防者專精提升到等級３以上","129","10","9203","4","1012","3","20032"
"9004","讓４個破防者專精提升到等級４以上","129","10","9204","4","1012","4","20032"
"9005","讓４個破防者專精提升到等級５以上","129","10","9205","4","1012","5","20032"
"9006","讓４個破防者專精提升到等級６以上","129","10","9206","4","1012","6","20032"
"9007","讓４個破防者專精提升到等級７以上","129","10","9207","4","1012","7","20032"
"9008","讓４個破防者專精提升到等級８以上","129","10","9208","4","1012","8","20032"
"9009","讓４個破防者專精提升到等級９以上","129","10","9209","4","1012","9","20032"
"9010","讓４個破防者專精提升到等級10以上","129","10","9210","4","1012","10","20032"
"9001","讓４個增益者專精提升到等級１以上","129","11","9301","4","1012","1","20033"
"9002","讓４個增益者專精提升到等級２以上","129","11","9302","4","1012","2","20033"
"9003","讓４個增益者專精提升到等級３以上","129","11","9303","4","1012","3","20033"
"9004","讓４個增益者專精提升到等級４以上","129","11","9304","4","1012","4","20033"
"9005","讓４個增益者專精提升到等級５以上","129","11","9305","4","1012","5","20033"
"9006","讓４個增益者專精提升到等級６以上","129","11","9306","4","1012","6","20033"
"9007","讓４個增益者專精提升到等級７以上","129","11","9307","4","1012","7","20033"
"9008","讓４個增益者專精提升到等級８以上","129","11","9308","4","1012","8","20033"
"9009","讓４個增益者專精提升到等級９以上","129","11","9309","4","1012","9","20033"
"9010","讓４個增益者專精提升到等級10以上","129","11","9310","4","1012","10","20033"
"9001","讓４個減益者專精提升到等級１以上","129","12","9401","4","1012","1","20034"
"9002","讓４個減益者專精提升到等級２以上","129","12","9402","4","1012","2","20034"
"9003","讓４個減益者專精提升到等級３以上","129","12","9403","4","1012","3","20034"
"9004","讓４個減益者專精提升到等級４以上","129","12","9404","4","1012","4","20034"
"9005","讓４個減益者專精提升到等級５以上","129","12","9405","4","1012","5","20034"
"9006","讓４個減益者專精提升到等級６以上","129","12","9406","4","1012","6","20034"
"9007","讓４個減益者專精提升到等級７以上","129","12","9407","4","1012","7","20034"
"9008","讓４個減益者專精提升到等級８以上","129","12","9408","4","1012","8","20034"
"9009","讓４個減益者專精提升到等級９以上","129","12","9409","4","1012","9","20034"
"9010","讓４個減益者專精提升到等級10以上","129","12","9410","4","1012","10","20034"
"9001","讓４個增幅者專精提升到等級１以上","129","13","9501","4","1012","1","20035"
"9002","讓４個增幅者專精提升到等級２以上","129","13","9502","4","1012","2","20035"
"9003","讓４個增幅者專精提升到等級３以上","129","13","9503","4","1012","3","20035"
"9004","讓４個增幅者專精提升到等級４以上","129","13","9504","4","1012","4","20035"
"9005","讓４個增幅者專精提升到等級５以上","129","13","9505","4","1012","5","20035"
"9006","讓４個增幅者專精提升到等級６以上","129","13","9506","4","1012","6","20035"
"9007","讓４個增幅者專精提升到等級７以上","129","13","9507","4","1012","7","20035"
"9008","讓４個增幅者專精提升到等級８以上","129","13","9508","4","1012","8","20035"
"9009","讓４個增幅者專精提升到等級９以上","129","13","9509","4","1012","9","20035"
"9010","讓４個增幅者專精提升到等級10以上","129","13","9510","4","1012","10","20035"
"9001","讓４個治療者專精提升到等級１以上","129","14","9601","4","1012","1","20036"
"9002","讓４個治療者專精提升到等級２以上","129","14","9602","4","1012","2","20036"
"9003","讓４個治療者專精提升到等級３以上","129","14","9603","4","1012","3","20036"
"9004","讓４個治療者專精提升到等級４以上","129","14","9604","4","1012","4","20036"
"9005","讓４個治療者專精提升到等級５以上","129","14","9605","4","1012","5","20036"
"9006","讓４個治療者專精提升到等級６以上","129","14","9606","4","1012","6","20036"
"9007","讓４個治療者專精提升到等級７以上","129","14","9607","4","1012","7","20036"
"9008","讓４個治療者專精提升到等級８以上","129","14","9608","4","1012","8","20036"
"9009","讓４個治療者專精提升到等級９以上","129","14","9609","4","1012","9","20036"
"9010","讓４個治療者專精提升到等級10以上","129","14","9610","4","1012","10","20036"
"9001","讓４個掩護者專精提升到等級１以上","129","15","9701","4","1012","1","20037"
"9002","讓４個掩護者專精提升到等級２以上","129","15","9702","4","1012","2","20037"
"9003","讓４個掩護者專精提升到等級３以上","129","15","9703","4","1012","3","20037"
"9004","讓４個掩護者專精提升到等級４以上","129","15","9704","4","1012","4","20037"
"9005","讓４個掩護者專精提升到等級５以上","129","15","9705","4","1012","5","20037"
"9006","讓４個掩護者專精提升到等級６以上","129","15","9706","4","1012","6","20037"
"9007","讓４個掩護者專精提升到等級７以上","129","15","9707","4","1012","7","20037"
"9008","讓４個掩護者專精提升到等級８以上","129","15","9708","4","1012","8","20037"
"9009","讓４個掩護者專精提升到等級９以上","129","15","9709","4","1012","9","20037"
"9010","讓４個掩護者專精提升到等級10以上","129","15","9710","4","1012","10","20037"
"9001","讓４個妨礙者專精提升到等級１以上","129","16","9801","4","1012","1","20038"
"9002","讓４個妨礙者專精提升到等級２以上","129","16","9802","4","1012","2","20038"
"9003","讓４個妨礙者專精提升到等級３以上","129","16","9803","4","1012","3","20038"
"9004","讓４個妨礙者專精提升到等級４以上","129","16","9804","4","1012","4","20038"
"9005","讓４個妨礙者專精提升到等級５以上","129","16","9805","4","1012","5","20038"
"9006","讓４個妨礙者專精提升到等級６以上","129","16","9806","4","1012","6","20038"
"9007","讓４個妨礙者專精提升到等級７以上","129","16","9807","4","1012","7","20038"
"9008","讓４個妨礙者專精提升到等級８以上","129","16","9808","4","1012","8","20038"
"9009","讓４個妨礙者專精提升到等級９以上","129","16","9809","4","1012","9","20038"
"9010","讓４個妨礙者專精提升到等級10以上","129","16","9810","4","1012","10","20038"
