9795ccd1bedb8d8c2dc68780453451a4ec02003224aec1f788d8391a50bbd855,5c3b7fba4c8bfea396aa7de1c8811da2bfcb6c31a95bfe40a9d9a7d45fcff358,1e6f98660aff3efc38151ddbdf96735f5d54470317b113b3e1cb01c35bbe9788,787ce7a50338202b7257f827fef369f532df30735c63cb6ed0729520a64dc937,d7009b3ab56bf749208b36c911700fe989aaf2b7d6eee861d7e1d32b89438457,d4706bd0a7c0ccac688108dc08ff1509378566ca7022ea42fe81bc94aa6db628,723b15dd0c3e0b29a80d902ae4a675ab59b48f75771dd1da6e9cd222b3ba711e,aefd0c1ab2efe034c1dd9e3009e3e050e08cea8278dbffb6285a444a5bbe14d8,b4e5dd52a4c597818544c2499a631c4fb692f1a569c1e2f612174e238cee4406,933969fea7e28ab3b47526a8c2281a6ccd2211649959e4da58860f1119440b08,799dd79512bb0623b03c06364fb41d04e95c800b5d1c1f61af14ad8affb9873e
"0","","","","","","","61035","5152061","93","0.2"
"doya_idle_joy1R","1","","","0.3","","","61036","5152061","3","110311"
"gutsB_in_joy","0","1","0","0.2","gutsB_talk_joy","","61037","5152061","3","102311"
"wish_talk","1","","","0.2","","","61038","5152061","3","102111"
"hello_2","0","1","0","0.2","idle_normal_joy","","61039","5152061","3","131911"
"sad_talk_joy","1","","","0.2","","","61040","5152061","3","107711"
"handsup_in","0","1","0","0.2","handsup_loop","","61041","5152061","3","122811"
"leanforward_joy","1","","","0.2","","","61042","5152061","3","122911"
"talk_normal","1","","","0.2","","","61043","5152061","3","122711"
"vo_rag_6002","0","","","","0","","61044","5152061","21","vo_rag"
"-110","142","0","","","0","","61045","5152061","2","3"
"1002_in","0","","","0","","","61046","5152061","3","3"
"1","","","","","","","61047","5152061","93","1.9"
"1002_mid","0","","","0","","","61048","5152061","3","3"
"","","","","","","","61049","5152061","92",""
"1002_out","0","","","0","","","61050","5152061","3","3"
"gutsB_idle","1","","","0.2","","","61051","5152061","3","102311"
"wish_idle","1","","","0.2","","","61052","5152061","3","102111"
"idle_normal","1","","","0.2","","","61053","5152061","3","131911"
"sad_idle_normal","1","","","0.2","","","61054","5152061","3","107711"
"cool_idle","1","","","0.2","","","61055","5152061","3","122811"
"idle_normal_joy1R","1","","","0.2","","","61056","5152061","3","122911"
"wish_idle","1","","","0.2","","","61057","5152061","3","122711"
"gutsB_in","0","1","0","0.2","gutsB_talk","","61058","5152061","3","110311"
"vo_rag_6003","0","","","","0","","61059","5152061","21","vo_rag"
"大朋友也很有精神，非常好！\n馬上開始做體操吧！","7","1","15","0","1","0","61060","5152061","11","110311"
"","0","","","","0","","61061","5152061","91","0"
"bgm_MC175B","","","","","","","61062","5152061","25","bgm_MC175B"
"1","","","","","","","61063","5152061","32","2"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61064","5152061","3","110311"
"vo_rag_6004","0","","","","0","","61065","5152061","21","vo_rag"
"首先把雙手朝向天空\n用力伸出去──！","7","0","0","0","1","1.7","61066","5152061","11","110311"
"0","","","","","","","61067","5152061","93","0.1"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61068","5152061","3","131911"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61069","5152061","3","102311"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61070","5152061","3","102111"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61071","5152061","3","107711"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61072","5152061","3","122811"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61073","5152061","3","122911"
"kids_gungun_in","0","1","0","0.2","kids_gungun_loop","","61074","5152061","3","122711"
"0","","","","","","","61075","5152061","93","5.2"
"","0","","","","0","","61076","5152061","91","61066"
"vo_rag_6005","0","","","","0","","61077","5152061","21","vo_rag"
"用力、用力！\n啊哈哈，盡情活動身體真開心呢！","8","0","60","13","1","2.3","61078","5152061","11","102311"
"0","","","","","","","61079","5152061","93","7.8"
"","0","","","","0","","61080","5152061","91","61078"
"kids_furifuri","1","","","0.3","","","61081","5152061","3","110311"
"vo_rag_6006","0","","","","0","","61082","5152061","21","vo_rag"
"接著是讓腰部左右擺動！\n動作要可愛，而且要有節奏感喔！","7","0","17","21","1","1.7","61083","5152061","11","110311"
"0","","","","","","","61084","5152061","93","0.1"
"kids_furifuri","1","","","0.3","","","61085","5152061","3","131911"
"kids_furifuriB","1","","","0.3","","","61086","5152061","3","102311"
"kids_furifuri","1","","","0.3","","","61087","5152061","3","102111"
"kids_furifuriB","1","","","0.3","","","61088","5152061","3","107711"
"kids_furifuri","1","","","0.3","","","61089","5152061","3","122811"
"kids_furifuriB","1","","","0.3","","","61090","5152061","3","122911"
"kids_furifuri","1","","","0.3","","","61091","5152061","3","122711"
"0","","","","","","","61092","5152061","93","7.3"
"","0","","","","0","","61093","5152061","91","61083"
"vo_rag_6007","0","","","","0","","61094","5152061","21","vo_rag"
"左右左右～感覺越來越有趣了呢♪","8","0","60","0","1","0.5","61095","5152061","11","102111"
"0","","","","","","","61096","5152061","93","5.2"
"","0","","","","0","","61097","5152061","91","61095"
"joy_idle","1","","","0.2","","","61098","5152061","3","131911"
"joy_idle","1","","","0.2","","","61099","5152061","3","102311"
"joy_idle","1","","","0.2","","","61100","5152061","3","102111"
"joy_idle","1","","","0.2","","","61101","5152061","3","107711"
"joy_idle","1","","","0.2","","","61102","5152061","3","122811"
"joy_idle","1","","","0.2","","","61103","5152061","3","122911"
"joy_idle","1","","","0.2","","","61104","5152061","3","122711"
"kids_jump_in_saren","0","0","0","0.2","kids_jump_sideHair_out","","61105","5152061","3","110311"
"vo_rag_6008","0","","","","0","","61106","5152061","21","vo_rag"
"最後大家一起大大地……跳躍──！","7","0","0","0","1","1","61107","5152061","11","110311"
"0","","","","","","","61108","5152061","93","0.1"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61109","5152061","3","131911"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61110","5152061","3","102311"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61111","5152061","3","102111"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61112","5152061","3","107711"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61113","5152061","3","122811"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61114","5152061","3","122911"
"kids_jump_in","0","1","0","0.2","kids_jump_mid","","61115","5152061","3","122711"
"0","","","","","","","61116","5152061","93","4.1"
"","0","","","","0","","61117","5152061","91","61107"
"finish","","","","","","","61118","5152061","37","2"
"se_10058300_kids_finish","0","","","","","","61119","5152061","23","se_10058300"
"kids_jump_out","0","","","0","","","61120","5152061","3","131911"
"kids_jump_out","0","","","0","","","61121","5152061","3","102311"
"kids_jump_out","0","","","0","","","61122","5152061","3","102111"
"kids_jump_sideHair_out","0","","","0","","","61123","5152061","3","107711"
"kids_jump_out","0","","","0","","","61124","5152061","3","122811"
"kids_jump_out","0","","","0","","","61125","5152061","3","122911"
"kids_jump_sideHair_out","0","","","0","","","61126","5152061","3","122711"
"vo_rag_6009","0","","","","0","","61127","5152061","21","vo_rag"
"1009_in","0","","","0","","","61128","5152061","3","2"
"1","","","","","","","61129","5152061","93","0.4"
"1009_mid","0","","","0","","","61130","5152061","3","2"
"","","","","","","","61131","5152061","92",""
"1009_out","0","","","0","","","61132","5152061","3","2"
"0","","","","","","","61133","5152061","93","0.2"
"kids_jump_end","0","1","0.2","0","idle_normal","","61134","5152061","3","131911"
"kids_jump_end","0","1","0.2","0","joy_idle_normal","","61135","5152061","3","102311"
"kids_jump_end","0","1","0.2","0","wish_idle","","61136","5152061","3","102111"
"kids_jump_sideHair_end","0","1","0.2","0","idle_normal","","61137","5152061","3","107711"
"kids_jump_end","0","1","0.2","0","doya_idle","","61138","5152061","3","122811"
"kids_jump_end","0","1","0.2","0","idle_normal","","61139","5152061","3","122911"
"kids_jump_sideHair_end","0","1","0.2","0","idle_normal","","61140","5152061","3","122711"
"bgm_MC173B","0.5","0","1","0","0.5","","61141","5152061","27","bgm_MC173B"
"kids_jump_sideHair_end","0","1","0.2","0","talk_normal","","61142","5152061","3","110311"
"vo_rag_6010","0","","","","0","","61143","5152061","21","vo_rag"
"好的，辛苦了。\n大家玩得開心嗎？","6","1","0","0","1","0","61144","5152061","11","110311"
"","0","","","","0","","61145","5152061","91","0"
"idle_normal","1","","","0.2","","","61146","5152061","3","110311"
"gutsB_in","0","1","0","0.2","gutsB_talk","","61147","5152061","3","131911"
"surprise3_in_joy2","0","1","0","0.2","surprise3_loop_joy2","","61148","5152061","3","102311"
"memory_talk","1","","","0.2","","","61149","5152061","3","102111"
"wish_talk_joy_shy","1","","","0.2","","","61150","5152061","3","107711"
"eieio_in","0","1","0","0.2","eieio_loop","","61151","5152061","3","122811"
"anger_talk_joy","1","","","0.2","","","61152","5152061","3","122911"
"sad_talk_dere2","1","","","0.2","","","61153","5152061","3","122711"
"vo_rag_6011","0","","","","0","","61154","5152061","21","vo_rag"
"嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","7","1","60","0","1","0","61155","5152061","11","131911"
"","0","","","","0","","61156","5152061","91","0"
"gutsB_idle","1","","","0.2","","","61157","5152061","3","131911"
"memory_talk","1","","","0.2","","","61158","5152061","3","102111"
"vo_rag_6012","0","","","","0","","61159","5152061","21","vo_rag"
"既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","8","1","56","0","1","0","61160","5152061","11","102111"
"","0","","","","0","","61161","5152061","91","0"
"memory_talk","1","","","0.2","","","61162","5152061","3","102111"
"se_10058300_emotion_laugh","0","","","","","","61163","5152061","23","se_10058300"
"1","","","","","","","61164","5152061","32","11"
"sad_talk_normal","1","","","0.2","","","61165","5152061","3","110311"
"vo_rag_6013","0","","","","0","","61166","5152061","21","vo_rag"
"啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","7","1","0","0","1","0","61167","5152061","11","110311"
"","0","","","","0","","61168","5152061","91","0"
"0","","","","","","","61169","5152061","32","11"
"0","","","","","","","61170","5152061","22","0"
"0","","","","","","","61171","5152061","93","0.1"
"wish_talk_joy_shy","1","","","0.2","","","61172","5152061","3","110311"
"smile2_joy","0","1","0","0.2","sad_idle_joy","","61173","5152061","3","131911"
"joy_idle","1","","","0.2","","","61174","5152061","3","102311"
"memory_idle","1","","","0.2","","","61175","5152061","3","102111"
"wish_idle_dere","1","","","0.2","","","61176","5152061","3","107711"
"cool_talk_dere2","1","","","0.2","","","61177","5152061","3","122811"
"anger_idle_normal2","1","","","0.2","","","61178","5152061","3","122911"
"sad_idle_dere","1","","","0.2","","","61179","5152061","3","122711"
"se_10058300_emotion_kids","0","","","","","","61180","5152061","23","se_10058300"
"9","2","0","0","0","0","0","61181","5152061","12","110311"
"7","2","0","0","0","0","0","61182","5152061","12","131911"
"10","2","0","0","0","0","0","61183","5152061","12","102311"
"6","2","0","0","0","0","0","61184","5152061","12","102111"
"0","","","","","","","61185","5152061","93","2.5"
"","","","","","","","61186","5152061","101","61187"
"bgm_MC173B","","","","","","","61187","5152061","25","bgm_MC173B"
"0","","","","","","","61188","5152061","22","0"
"107111","110","-280","1","1.55","382","doya_idle","62001","5152062","1","1"
"107611","105","-210","0","1.5","145","idle_normal","62002","5152062","1","1"
"131911","107","-296","0","1.57","-22","joy_idle_normal","62003","5152062","1","1"
"107511","109","-311","0","1.57","-217","wish_idle_joy","62004","5152062","1","1"
"107811","108","-255","0","1.53","-440","cool_idle","62005","5152062","1","1"
"131411","103","-136","0","1.45","34","idle_normal","62006","5152062","1","1"
"131311","104","-146","0","1.45","-163","riri_idle","62007","5152062","1","1"
"131511","105","-166","0","1.45","-350","sad_idle_surprise1","62008","5152062","1","1"
"5","106","-235","1","1.5","-13","empty","62009","5152062","5","5"
"11","110","-210","0","1.5","145","empty","62010","5152062","5","1"
"12","110","-296","0","1.57","-22","empty","62011","5152062","5","1"
"13","110","-311","0","1.57","-217","empty","62012","5152062","5","1"
"14","110","-255","0","1.53","-440","empty","62013","5152062","5","1"
"15","107","-136","0","1.45","34","empty","62014","5152062","5","1"
"16","107","-146","0","1.45","-163","empty","62015","5152062","5","1"
"17","107","-166","0","1.45","-350","empty","62016","5152062","5","1"
"210","","","","","","","62017","5152062","13","107111"
"207","","","","","","","62018","5152062","13","131911"
"209","","","","","","","62019","5152062","13","107511"
"205","","","","","","","62020","5152062","13","107611"
"208","","","","","","","62021","5152062","13","107811"
"203","","","","","","","62022","5152062","13","131411"
"204","","","","","","","62023","5152062","13","131311"
"205","","","","","","","62024","5152062","13","131511"
"1","108","-235","0","1.57","-13","empty","62025","5152062","5","1"
"2","210","11","0","1","382","empty","62026","5152062","5","2"
"1","0","1","","1","0","","62027","5152062","31","1"
"2","0","1","","0","0","","62028","5152062","31","2"
"12","0","1","","0","0","","62029","5152062","31","12"
"3","0","1","","1","0","","62030","5152062","31","3"
"","","","","","","","62031","5152062","91","0"
"telop_2","","","","","","","62032","5152062","37","3"
"0","0","","","","","","62033","5152062","102","0"
"0","","","","","","","62034","5152062","93","1"
"doya_talk","1","","","0.2","","","62035","5152062","3","107111"
"vo_rag_2001","0","","","","0","","62036","5152062","21","vo_rag"
"一大清早的，真虧妳們能聚集在此。","9","1","35","0","1","0","62037","5152062","11","107111"
"","0","","","","0","","62038","5152062","91","0"
"cool_in_joy","0","1","0","0.2","cool_talk_joy","","62039","5152062","3","107111"
"vo_rag_2002","0","","","","0","","62040","5152062","21","vo_rag"
"就來將我珍藏的體操\n傳授給妳們吧♪","6","1","35","0","1","0","62041","5152062","11","107111"
"","0","","","","0","","62042","5152062","91","0"
"cool_idle","1","","","0.2","","","62043","5152062","3","107111"
"gutsB_talk_anger","1","","","0.2","","","62044","5152062","3","131311"
"vo_rag_2003","0","","","","0","","62045","5152062","21","vo_rag"
"無論是何等激烈的體操……\n我都會努力跳完的……！","10","1","0","0","1","0","62046","5152062","11","131311"
"","0","","","","0","","62047","5152062","91","0"
"riri_idle","1","","","0.2","","","62048","5152062","3","131311"
"","","","","","","","62049","5152062","26","1"
"joy_talk_normal","1","","","0.2","","","62050","5152062","3","107111"
"idle_normal","1","","","0.2","","","62051","5152062","3","131911"
"idle_normal","1","","","0.2","","","62052","5152062","3","107511"
"idle_normal","1","","","0.2","","","62053","5152062","3","107611"
"idle_normal","1","","","0.2","","","62054","5152062","3","107811"
"idle_normal","1","","","0.2","","","62055","5152062","3","131411"
"idle_normal","1","","","0.2","","","62056","5152062","3","131311"
"idle_normal","1","","","0.2","","","62057","5152062","3","131511"
"vo_rag_2004","0","","","","0","","62058","5152062","21","vo_rag"
"那就開始囉。\n來，一二一二。\n手再高一點！","8","0","0","0","1","2","62059","5152062","11","107111"
"0","0","","","","0","","62060","5152062","93","1.1"
"bgm_MC175A","","","","","","","62061","5152062","25","bgm_MC175A"
"1","","","","","","","62062","5152062","32","2"
"clapping_in","0","1","0","0.2","clapping_loop","","62063","5152062","3","107111"
"idol_before_dance","0","","","0.2","","","62064","5152062","3","131911"
"idol_before_dance","0","","","0.2","","","62065","5152062","3","107511"
"idol_before_dance","0","","","0.2","","","62066","5152062","3","107611"
"idol_before_dance","0","","","0.2","","","62067","5152062","3","107811"
"idol_before_dance","0","","","0.2","","","62068","5152062","3","131411"
"idol_before_dance","0","","","0.2","","","62069","5152062","3","131311"
"idol_before_dance","0","","","0.2","","","62070","5152062","3","131511"
"","","","","","","","62071","5152062","91","0"
"1","","","","","","","62072","5152062","32","12"
"idol_danceF","1","","","0.2","","","62073","5152062","3","131911"
"idol_danceF","1","","","0.2","","","62074","5152062","3","107511"
"idol_danceF","1","","","0.2","","","62075","5152062","3","107611"
"idol_danceF","1","","","0.2","","","62076","5152062","3","107811"
"idol_danceB_in","0","1","0","0.2","idol_danceB_loop","","62077","5152062","3","131411"
"idol_danceB_in","0","1","0","0.2","idol_danceB_loop","","62078","5152062","3","131311"
"idol_danceB_in","0","1","0","0.2","idol_danceB_loop","","62079","5152062","3","131511"
"idol_danceF","1","","","0.2","","","62080","5152062","3","12"
"idol_danceF","1","","","0.2","","","62081","5152062","3","13"
"idol_danceF","1","","","0.2","","","62082","5152062","3","11"
"idol_danceF","1","","","0.2","","","62083","5152062","3","14"
"idol_danceB_loop","1","","","0.2","","","62084","5152062","3","15"
"idol_danceB_loop","1","","","0.2","","","62085","5152062","3","16"
"idol_danceB_loop","1","","","0.2","","","62086","5152062","3","17"
"0","0","","","","0","","62087","5152062","93","2.8"
"0","0","","","","0","","62088","5152062","93","0.1"
"pointing_in_anger","0","1","0","0.2","pointing_loop_anger","","62089","5152062","3","107111"
"0","0","","","","0","","62090","5152062","93","0.5"
"vo_rag_2005","0","","","","0","","62091","5152062","21","vo_rag"
"0204_in","0","","","0","","","62092","5152062","3","2"
"0","","","","","","","62093","5152062","93","2.5"
"0204_out","0","","","0","","","62094","5152062","3","2"
"0","","","","","","","62095","5152062","93","0.2"
"angry_loop","1","","","0.2","","","62096","5152062","3","107111"
"vo_rag_2006","0","","","","0","","62097","5152062","21","vo_rag"
"0205_in","0","","","0","","","62098","5152062","3","2"
"0","","","","","","","62099","5152062","93","2.2"
"0205_out","0","","","0","","","62100","5152062","3","2"
"0","","","","","","","62101","5152062","93","0.3"
"clapping_in_talk2","0","1","0","0.2","clapping_loop_talk2","","62102","5152062","3","107111"
"0","","","","","","","62103","5152062","93","2.1"
"out","","","","","","","62104","5152062","37","12"
"idol_poseF_in","0","1","0","0.1","idol_poseF_loop","","62105","5152062","3","131911"
"idol_poseF_in","0","1","0","0.1","idol_poseF_loop","","62106","5152062","3","107511"
"idol_poseF_in","0","1","0","0.1","idol_poseF_loop","","62107","5152062","3","107611"
"idol_poseF_in","0","1","0","0.1","idol_poseF_loop","","62108","5152062","3","107811"
"idol_poseB_in","0","1","0","0.1","idol_poseB_loop","","62109","5152062","3","131411"
"idol_poseB_in","0","1","0","0.1","idol_poseB_loop","","62110","5152062","3","131311"
"idol_poseB_in","0","1","0","0.1","idol_poseB_loop","","62111","5152062","3","131511"
"empty","1","","","0.2","","","62112","5152062","3","12"
"empty","1","","","0.2","","","62113","5152062","3","13"
"empty","1","","","0.2","","","62114","5152062","3","11"
"empty","1","","","0.2","","","62115","5152062","3","14"
"empty","1","","","0.2","","","62116","5152062","3","15"
"empty","1","","","0.2","","","62117","5152062","3","16"
"empty","1","","","0.2","","","62118","5152062","3","17"
"93","-206","11","","","0.7","","62119","5152062","2","107611"
"-13","-235","11","","","0.7","","62120","5152062","2","131911"
"-152","-248","11","","","0.7","","62121","5152062","2","107511"
"-277","-243","11","","","0.7","","62122","5152062","2","107811"
"8","-151","11","","","0.7","","62123","5152062","2","131411"
"-102","-154","11","","","0.7","","62124","5152062","2","131311"
"-222","-167","11","","","0.7","","62125","5152062","2","131511"
"0","","","","","","","62126","5152062","93","1.6"
"finish","","","","","","","62127","5152062","37","2"
"se_10058300_idle_finish","0","","","","","","62128","5152062","23","se_10058300"
"bgm_MC173B","0.5","0","1","0","0.5","","62129","5152062","27","bgm_MC173B"
"0","","","","","","","62130","5152062","93","0"
"clapping_end","0","","","0.1","","","62131","5152062","3","107111"
"0","","","","","","","62132","5152062","93","2"
"armcrossed_in","0","1","0","0.2","armcrossed_talk","","62133","5152062","3","107111"
"vo_rag_2007","0","","","","0","","62134","5152062","21","vo_rag"
"就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","7","1","35","0","1","0","62135","5152062","11","107111"
"","0","","","","0","","62136","5152062","91","0"
"armcrossed_idle","1","","","0.2","","","62137","5152062","3","107111"
"pack_in","0","1","0","0","pack_talk","","62138","5152062","3","5"
"se_10058300_pack_appear","0","","","","","","62139","5152062","23","se_10058300"
"idol_poseF_end_emilia_in","0","1","0","0.2","idol_poseF_end_emilia_loop","","62140","5152062","3","131911"
"0","","","","","","","62141","5152062","93","1"
"vo_rag_2008","0","","","","0","","62142","5152062","21","vo_rag"
"我說，莉雅，\n這個算是廣播體操嗎？","7","1","24","5","1","0","62143","5152062","11","5"
"","0","","","","0","","62144","5152062","91","0"
"0","","","","","","","62145","5152062","22","0"
"idol_poseF_end_emilia_loop_nervous","1","","","0.2","","","62146","5152062","3","131911"
"idol_poseF_end_emilia_nervous_in","0","1","0","0","idol_poseF_end_emilia_loop","","62147","5152062","3","1"
"pack_idle","1","","","0.2","","","62148","5152062","3","5"
"chris_laugh","1","","","0.2","","","62149","5152062","3","107111"
"se_10058300_emotion_idol","0","","","","","","62150","5152062","23","se_10058300"
"5","2","0","5","5","0","0","62151","5152062","12","5"
"10","2","0","0","0","0","0","62152","5152062","12","107111"
"0","","","","","","","62153","5152062","93","2.5"
"","","","","","","","62154","5152062","101","62155"
"bgm_MC173B","","","","","","","62155","5152062","25","bgm_MC173B"
"0","","","","","","","62156","5152062","22","0"
"131711","109","-215","1","1.8","124","ames_sit_idle","63001","5152063","1","1"
"132011","108","-215","0","1.8","-119","echidna_sit_thinking_idle","63002","5152063","1","1"
"1","109","-215","0","1.8","-119","empty","63003","5152063","5","1"
"209","","","","","","","63004","5152063","13","131711"
"208","","","","","","","63005","5152063","13","132011"
"1","0","1.16","","1","0","","63006","5152063","31","1"
"10","0","1","","1","0","","63007","5152063","31","10"
"5","0","1","","0","0","","63008","5152063","31","5"
"3","0","1","","1","0","","63009","5152063","31","3"
"0","","","","","","","63010","5152063","91","0"
"telop_3","","","","","","","63011","5152063","37","3"
"0","0","","","","","","63012","5152063","102","0"
"0","","","","","","","63013","5152063","93","1"
"echidna_sit_thinking_talk","1","","","0.2","","","63014","5152063","3","132011"
"vo_rag_5001","0","","","","0","","63015","5152063","21","vo_rag"
"在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","7","1","50","-20","1","0","63016","5152063","11","132011"
"","0","","","","0","","63017","5152063","91","0"
"echidna_sit_talk","1","","","0.2","","","63018","5152063","3","132011"
"vo_rag_5002","0","","","","0","","63019","5152063","21","vo_rag"
"妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","8","1","50","-20","1","0","63020","5152063","11","132011"
"","0","","","","0","","63021","5152063","91","0"
"echidna_sit_idle","1","","","0.2","","","63022","5152063","3","132011"
"ames_yareyare_in","0","1","0","0.2","ames_yareyare_talk","","63023","5152063","3","131711"
"vo_rag_5003","0","","","","0","","63024","5152063","21","vo_rag"
"居然提出這麼麻煩的要求。","6","1","50","20","1","0","63025","5152063","11","131711"
"","0","","","","0","","63026","5152063","91","0"
"ames_sit_talk","1","","","0.2","","","63027","5152063","3","131711"
"vo_rag_5004","0","","","","0","","63028","5152063","21","vo_rag"
"雖然其中好像有很多誤解，\n不過就算了。","7","1","50","20","1","0","63029","5152063","11","131711"
"","0","","","","0","","63030","5152063","91","0"
"vo_rag_5005","0","","","","0","","63031","5152063","21","vo_rag"
"那麼，\n妳試著跟我做一樣的動作。","7","1","50","20","1","0","63032","5152063","11","131711"
"","0","","","","0","","63033","5152063","91","0"
"ames_sit_out","0","1","0","0.2","idle_normal","","63034","5152063","3","131711"
"0","","","","","","","63035","5152063","93","0.1"
"echidna_sit_out","0","1","0","0.2","idle_normal","","63036","5152063","3","132011"
"out","","","","","","","63037","5152063","37","10"
"0","","","","","","","63038","5152063","93","1"
"","0","","","","0","","63039","5152063","91","0"
"bgm_MC175A","","","","","","","63040","5152063","25","bgm_MC175A"
"1","","","","","","","63041","5152063","32","5"
"isekai_dance","1","","","0.2","","","63042","5152063","3","131711"
"0","","","","","","","63043","5152063","93","0.1"
"isekai_dance","1","","","0.2","","","63044","5152063","3","132011"
"vo_rag_5006","0","","","","0","","63045","5152063","21","vo_rag"
"來，一二一二、\n踏步踏步……","7","0","0","0","1","1.7","63046","5152063","11","131711"
"0","","","","","","","63047","5152063","93","7"
"","0","","","","0","","63048","5152063","91","0"
"vo_rag_5007","0","","","","0","","63049","5152063","21","vo_rag"
"一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","9","1","0","0","1","0","63050","5152063","11","132011"
"0","","","","","","","63051","5152063","93","3.4"
"bgm_MC173B","0.5","0","1","0","0.5","","63052","5152063","27","bgm_MC173B"
"out","","","","","","","63053","5152063","37","5"
"tired_in","0","1","0","0","tired_talk","","63054","5152063","3","1"
"echidna_tired_in","0","1","0","0","echidna_tired_talk","","63055","5152063","3","132011"
"se_10058300_isekai_breath","0","","","","","","63056","5152063","23","se_10058300"
"0","","","","","","","63057","5152063","93","7.6"
"","0","","","","0","","63058","5152063","91","63050"
"tired_idle","1","","","0.2","","","63059","5152063","3","1"
"echidna_tired_idle","1","","","0.2","","","63060","5152063","3","132011"
"shock_in","0","1","0","0","shock_talk","","63061","5152063","3","131711"
"vo_rag_5008","0","","","","0","","63062","5152063","21","vo_rag"
"騙人的吧！才只做了\n一點點而已耶！","7","1","0","0","1","0","63063","5152063","11","131711"
"","0","","","","0","","63064","5152063","91","0"
"shock_to_surprise","0","1","","0.2","surprise_idle","","63065","5152063","3","131711"
