63b3ceafed5ce6a6a7ebd91e0d021958f1fadebff666ace6928594324a9396a1,2b35452b4d741963efc160a4e5f27b94b0df9ee011c9e028161bd23d83124d4e,9665d1ac97be82f6e6d08b2a3b1dd9e63a244d438ad79cd44e592f4a43cc474a,676c86b751707dd43e15af0e333bb9f098c53dcb174bf2473b4c532462882566,67589063100851098e28a2cd9afea259ae58f16865123047279eac4e2019716b,b653398910dc9b7bdbc7744ec73740731db19bd63a30fa6e2d30e24aa0a98585,d98dec4c89e332d2166d5fe5b2590acb0a64ae64a026694b118b400b16ca2fc9,23a04953d0f38b48526fbcee3083bfdc74b6bf7019360c6a4e7b8f1790e7829a,59bb25d0d2386a701d57fc63a7d816b6345634a961106bb12d07ad6b9f998a33,06ed5ef0b0e163faced0984c8894cd14b886d7fe15dd6c387f774fef4e7bf3df,15197b43053728cc56375da4180e4449c69dea4c58cc3d026764e46ded7e11ef
"3016","105901","0","0","0","0","0","0","0","0","0"
"3020","106001","0","0","0","0","0","0","0","0","0"
"3026","102001","0","0","0","0","0","0","0","0","0"
"3029","101201","0","0","0","0","0","0","0","0","0"
"3066","104001","0","0","0","0","0","0","0","0","0"
"3067","101201","103801","0","0","0","0","0","0","0","0"
"3068","107101","0","0","0","0","0","0","0","0","0"
"3069","100501","0","0","0","0","0","0","0","0","0"
"3070","102301","0","0","0","0","0","0","0","0","0"
"3073","104801","0","0","0","0","0","0","0","0","0"
"3074","104601","0","0","0","0","0","0","0","0","0"
"3075","101801","0","0","0","0","0","0","0","0","0"
"3076","105001","0","0","0","0","0","0","0","0","0"
"3077","100801","0","0","0","0","0","0","0","0","0"
"3080","106301","0","0","0","0","0","0","0","0","0"
"3082","109401","0","0","0","0","0","0","0","0","0"
"3085","111401","0","0","0","0","0","0","0","0","0"
"3086","104901","102701","0","0","0","0","0","0","0","0"
"3087","104501","0","0","0","0","0","0","0","0","0"
"3088","101701","0","0","0","0","0","0","0","0","0"
"3089","106501","106601","0","0","0","0","0","0","0","0"
"3090","102601","0","0","0","0","0","0","0","0","0"
"3091","101501","0","0","0","0","0","0","0","0","0"
"3103","100701","0","0","0","0","0","0","0","0","0"
"3124","102901","0","0","0","0","0","0","0","0","0"
"3134","100601","0","0","0","0","0","0","0","0","0"
"3143","105801","106001","105901","106401","0","0","0","0","0","0"
"3144","105801","106001","105901","106401","0","0","0","0","0","0"
"3145","106001","0","0","0","0","0","0","0","0","0"
"3146","102801","102501","0","0","0","0","0","0","0","0"
"3147","101101","104901","0","0","0","0","0","0","0","0"
"3148","101401","104301","0","0","0","0","0","0","0","0"
"3149","103001","100801","104501","105501","105301","0","0","0","0","0"
"3150","101601","101801","105001","0","0","0","0","0","0","0"
"3151","110901","111001","110801","0","0","0","0","0","0","0"
"3152","105801","106001","105901","106401","100101","100201","100301","0","0","0"
"3153","103301","102601","0","0","0","0","0","0","0","0"
"3154","100301","105401","0","0","0","0","0","0","0","0"
"3155","102901","104201","105401","0","0","0","0","0","0","0"
"3156","100801","0","0","0","0","0","0","0","0","0"
"3157","110901","111001","110801","0","0","0","0","0","0","0"
"3158","100701","0","0","0","0","0","0","0","0","0"
"3167","104501","0","0","0","0","0","0","0","0","0"
"3168","104501","0","0","0","0","0","0","0","0","0"
"3169","104501","0","0","0","0","0","0","0","0","0"
"3171","104501","0","0","0","0","0","0","0","0","0"
"3173","104501","0","0","0","0","0","0","0","0","0"
"3174","104501","0","0","0","0","0","0","0","0","0"
"3175","104501","0","0","0","0","0","0","0","0","0"
"3177","104501","0","0","0","0","0","0","0","0","0"
"3179","106501","106601","0","0","0","0","0","0","0","0"
"3244","102901","104201","105401","0","0","0","0","0","0","0"
"3245","102901","104201","105401","0","0","0","0","0","0","0"
"3287","101601","0","0","0","0","0","0","0","0","0"
"4017","103301","105201","103801","102601","0","0","0","0","0","0"
"4049","111001","0","0","0","0","0","0","0","0","0"
"4050","104001","104601","104801","0","0","0","0","0","0","0"
"4053","106501","106601","0","0","0","0","0","0","0","0"
"4054","105801","105901","106001","0","0","0","0","0","0","0"
"4087","110901","0","0","0","0","0","0","0","0","0"
"4088","111001","0","0","0","0","0","0","0","0","0"
"4200","105901","0","0","0","0","0","0","0","0","0"
"4204","101201","0","0","0","0","0","0","0","0","0"
"4212","101601","0","0","0","0","0","0","0","0","0"
"4218","107001","0","0","0","0","0","0","0","0","0"
"5003","104001","0","0","0","0","0","0","0","0","0"
"5032","105801","0","0","0","0","0","0","0","0","0"
"5035","105801","0","0","0","0","0","0","0","0","0"
"5036","104601","0","0","0","0","0","0","0","0","0"
"5038","102701","100901","101301","105601","105101","0","0","0","0","0"
"5039","100701","102201","100601","104401","103101","0","0","0","0","0"
"5040","105301","100801","104501","105501","103001","0","0","0","0","0"
"5041","102601","103301","105201","103801","0","0","0","0","0","0"
"5042","106801","0","0","0","0","0","0","0","0","0"
"5043","104701","107101","103701","100501","0","0","0","0","0","0"
"5044","104801","103201","104601","0","0","0","0","0","0","0"
"5049","105801","0","0","0","0","0","0","0","0","0"
"5103","101001","0","0","0","0","0","0","0","0","0"
"5107","105801","106001","105901","106401","0","0","0","0","0","0"
"5112","106801","0","0","0","0","0","0","0","0","0"
"5116","105901","0","0","0","0","0","0","0","0","0"
"5209","118001","0","0","0","0","0","0","0","0","0"
"5220","105901","0","0","0","0","0","0","0","0","0"
"5221","105801","106001","105901","0","0","0","0","0","0","0"
"5223","107101","102901","104401","0","0","0","0","0","0","0"
"6003","103601","0","0","0","0","0","0","0","0","0"
"6004","111001","0","0","0","0","0","0","0","0","0"
"6005","110901","0","0","0","0","0","0","0","0","0"
"6006","110801","0","0","0","0","0","0","0","0","0"
"6020","118001","105801","0","0","0","0","0","0","0","0"
"6021","102201","0","0","0","0","0","0","0","0","0"
"6024","110901","0","0","0","0","0","0","0","0","0"
"6025","100901","0","0","0","0","0","0","0","0","0"
"6028","101501","0","0","0","0","0","0","0","0","0"
"6041","106001","0","0","0","0","0","0","0","0","0"
"6042","101401","104301","105501","0","0","0","0","0","0","0"
"6043","101101","0","0","0","0","0","0","0","0","0"
"6044","105601","100901","101301","0","0","0","0","0","0","0"
"6045","105901","105801","106001","0","0","0","0","0","0","0"
"6046","102901","104201","105401","0","0","0","0","0","0","0"
"6047","104501","101801","104901","0","0","0","0","0","0","0"
"6048","105001","0","0","0","0","0","0","0","0","0"
"6055","105301","0","0","0","0","0","0","0","0","0"
"6056","105101","0","0","0","0","0","0","0","0","0"
"6057","101301","0","0","0","0","0","0","0","0","0"
"6058","105701","0","0","0","0","0","0","0","0","0"
"6065","106101","0","0","0","0","0","0","0","0","0"
"6066","100901","0","0","0","0","0","0","0","0","0"
"6067","105801","0","0","0","0","0","0","0","0","0"
"6070","101801","0","0","0","0","0","0","0","0","0"
"6071","118001","0","0","0","0","0","0","0","0","0"
"6074","106001","0","0","0","0","0","0","0","0","0"
"6080","106401","0","0","0","0","0","0","0","0","0"
"6085","102901","0","0","0","0","0","0","0","0","0"
"6086","104201","0","0","0","0","0","0","0","0","0"
"6088","100501","0","0","0","0","0","0","0","0","0"
"6091","107001","0","0","0","0","0","0","0","0","0"
"6092","106501","0","0","0","0","0","0","0","0","0"
"6094","103201","0","0","0","0","0","0","0","0","0"
"6095","106101","0","0","0","0","0","0","0","0","0"
"6096","118001","0","0","0","0","0","0","0","0","0"
"6097","107101","107001","0","0","0","0","0","0","0","0"
"6100","106601","0","0","0","0","0","0","0","0","0"
"6102","104401","0","0","0","0","0","0","0","0","0"
"6104","102001","100401","103601","0","0","0","0","0","0","0"
"6105","102701","0","0","0","0","0","0","0","0","0"
"6112","105801","0","0","0","0","0","0","0","0","0"
"6114","106801","0","0","0","0","0","0","0","0","0"
"6115","106801","0","0","0","0","0","0","0","0","0"
"6117","104401","0","0","0","0","0","0","0","0","0"
"6132","101101","0","0","0","0","0","0","0","0","0"
"6135","102201","100601","0","0","0","0","0","0","0","0"
"6136","104601","0","0","0","0","0","0","0","0","0"
"6138","104001","0","0","0","0","0","0","0","0","0"
"6139","101001","0","0","0","0","0","0","0","0","0"
"6140","105001","0","0","0","0","0","0","0","0","0"
"6141","101001","0","0","0","0","0","0","0","0","0"
"6142","105901","0","0","0","0","0","0","0","0","0"
"6143","104501","0","0","0","0","0","0","0","0","0"
"6144","111001","0","0","0","0","0","0","0","0","0"
"6151","103801","0","0","0","0","0","0","0","0","0"
"6153","103701","0","0","0","0","0","0","0","0","0"
"6161","101401","0","0","0","0","0","0","0","0","0"
"6165","100101","0","0","0","0","0","0","0","0","0"
"6166","106001","0","0","0","0","0","0","0","0","0"
"6169","103601","0","0","0","0","0","0","0","0","0"
"6173","101201","0","0","0","0","0","0","0","0","0"
"6176","100301","0","0","0","0","0","0","0","0","0"
"6184","104301","0","0","0","0","0","0","0","0","0"
"6185","101401","0","0","0","0","0","0","0","0","0"
"6186","103301","0","0","0","0","0","0","0","0","0"
"6187","100301","0","0","0","0","0","0","0","0","0"
"6188","105201","0","0","0","0","0","0","0","0","0"
"6189","105601","0","0","0","0","0","0","0","0","0"
"6224","104501","0","0","0","0","0","0","0","0","0"
"6230","106501","106601","0","0","0","0","0","0","0","0"
"6234","100801","0","0","0","0","0","0","0","0","0"
"6235","102101","0","0","0","0","0","0","0","0","0"
"6252","104401","0","0","0","0","0","0","0","0","0"
"6253","100701","0","0","0","0","0","0","0","0","0"
"6254","104701","0","0","0","0","0","0","0","0","0"
"6255","100201","106101","0","0","0","0","0","0","0","0"
"6256","102801","0","0","0","0","0","0","0","0","0"
