ca680ce50f13236d4bdc1708dceaa15fffdf5142a33eda4a55aa494117c33d33,b7a06d0da18854a4c6508849b758bb6ba514b5319fb8d23fdf173ae7cbbf7044,a1595080253ed69fb5b14d445988ad872ff2f7d054f8b8bc523c90e3f054cf6c,09ec7e67ae22ba5d49f18fe74f186270fcda4a5b72d4617c035bd44b195700a0,990c0abf9ea21e3a6fe5cdb4c860db965106fcc9ba43a21ea763ae2fce6578ee,e291ffbfff9ebd5d897f8a3b9679e5165dcd421dd2563785ce27f0d748cf7d19,ecab7d741843185242d95c95636b14e6caf49fbafb9d297dd40e494332fb16f7,d1011ef0f00ea48aa5c96d4ce7fbff8cf764bceb751cba7caae95cb36ca08e39,0cd552365cb91a654f1df9a5ebd5e778d99b8891a9b74a5cc37d1f744234c434,3a445b0a93378e66a6b7b0c7f1cce0d1c1819fed7e00e8821c37ae09aedccd96,bafa88523234068b8fec4509830e985687052491203c7726b5ce1a3ecc0418fc,64304b8ac8a804506d0d1f51f1be8f57019e27a174b14b5b5dbb98da8ec70770,fe0b40374f07c499a21919c28260f868772e38bf53887096efc6dcb20f9f5379,4950eebaef60026558f4798f8df377380cd835cf867a16ee64ddf3b9098e8ddb,2446929ceb29310f781dda0de70c9fbdad3683d099e652477d620aed50a46a9f,e66717025cdc755a69aae87fb817db0d94a52558766d773e4d322ea56cec6c51,b405c3126f44aa1b577e8e3098c1c2c842fb4414bb42e705e0c7daf061d1c5ab,20b71ea5649a33fa0a8427724f0ac3a291c138732f368488e52f6977e1c5984e,ea61fa7cbfb054cb3595c339a38a4b45930d031d628a6fdaaa3750f4afe99201,7e3ee7a705b5004d8f611b4f3d2582a4651e55a22c334fa79ba4b2dcfd4320eb,0a6c8c9c688b7be984d09e0168758ea114784575140b82d9427298214e3eaa00
"3","對敵方單體造成{0}的物理傷害","1","0","8","1","物理傷害+{0}","0","0","2160","100400201","1","1","0","1","0","3","0.6","0","8","1"
"3","使一名敵人陷入黑暗狀態","1","0","8","1","造成黑暗的成功Lv+1","0","0","2160","100400202","1","12","0","1","0","3","100","0","0","70"
"2","對敵方單體造成{0}的物理傷害","1","0","10","1","物理傷害+{0}","0","0","2160","100400301","0","1","0","1","0","14","0.8","0","10","1"
"2","降低敵方單體{0}的物理攻擊力","1","0","1","1","物理攻擊力降低+{0}","1","0","2160","100400302","0","10","99","1","0","1","3.75","1","3.75","11"
"1","提升自身{0}的物理攻擊力","1","0","1","1","物理攻擊力提升+{0}","1","0","0","100400303","0","10","99","2","0","7","5.5","1","5.5","10"
"3","對敵方全體造成{0}的物理傷害","1","0","27","99","物理傷害+{0}","0","0","2160","100401101","0","1","0","1","0","3","2.16","0","27","1"
"3","降低全體敵人{0}物理攻擊力","1","0","1","99","物理攻擊力降低+{0}","1","0","2160","100401102","0","10","18","1","0","3","30","0","30","11"
"3","降低敵方全體的物理暴擊{0}","1","0","1","99","降低物理暴擊+{0}","0","0","2160","100401103","0","10","18","1","0","3","1.25","0","100","61"
"3","降低敵方全體物理攻擊暴擊時的傷害{0}%","1","0","2","99","","0","0","2160","100401104","0","10","18","1","0","3","0","0","25","111"
"3","對敵方單體造成{0}的物理傷害","1","0","20","1","物理傷害+{0}","0","0","2160","100401201","1","1","0","1","0","3","1.6","0","20","1"
"3","使一名敵人陷入黑暗狀態","1","0","10","1","造成黑暗的成功Lv+1","0","0","2160","100401202","1","12","0","1","0","3","100","0","0","80"
"3","","1","0","0","1","","0","0","2160","100401203","1","7","0","1","0","3","0","0","0","1"
"2","使範圍內敵人的物理攻擊力降低{0}","1","0","1","99","物理攻擊力降低+{0}","1","0","200","100401204","0","10","180","1","0","1","5","0","5","11"
"0","提升自身{0}的物理防禦力","1","0","1","0","物理防禦力提升+{0}","0","0","0","100450101","0","90","1","0","0","0","2","0","2","3"
"0","提升自身{0}的物理防禦力","1","0","1","0","物理防禦力提升+{0}","0","0","0","100451101","0","90","1","0","0","0","2","0","2","3"
"0","提升自身{0}的物理攻擊力","1","0","1","0","","0","0","0","100451102","0","90","1","0","0","0","0","0","225","2"
"1","","1","0","100","1","","0","0","2160","100500101","2","2","0","1","0","3","0","0","0","3"
"1","","1","0","100","1","","0","0","2160","100500102","2","7","0","1","0","3","0","0","0","1"
"2","對範圍內的敵人造成{0}的物理傷害","1","0","30","99","物理傷害+{0}","0","0","300","100500103","0","1","0","1","0","3","2.4","0","30","1"
"2","對範圍內的敵人造成{0}的物理傷害","1","0","3.4","99","物理傷害+{0}","0","0","300","100500201","0","1","0","1","0","3","0.27","0","3.4","1"
"2","使範圍內的敵人一段時間內無法行動","1","0","0","99","造成暈眩的成功Lv+1","0","0","300","100500202","0","8","0","1","0","3","2","0","0","7"
"2","對範圍內的敵人造成{0}的物理傷害","1","0","10","99","物理傷害+{0}","0","0","300","100500301","0","1","0","1","0","3","0.8","0","10","1"
"1","","1","0","100","1","","0","0","2160","100501101","2","2","0","1","0","3","0","0","0","3"
"1","","1","0","100","1","","0","0","2160","100501102","2","7","0","1","0","3","0","0","0","1"
"2","對範圍內的敵人造成{0}的物理傷害","1","0","30","99","物理傷害+{0}","0","0","450","100501103","0","1","0","1","0","3","2.4","0","30","1"
"1","","1","0","1","1","","3","0","0","100501104","0","26","0","2","0","7","0","0","0.00005","100501103"
"1","","1","0","1","1","","1","0","0","100501105","0","26","0","2","0","7","0","0","1","100501106"
"1","展開{0}傷害比例的物理魔法無效屏障","1","0","45","1","無效傷害量+{0}","0","0","0","100501106","0","6","0","2","0","7","18","0","45","5"
"2","對範圍內的敵人造成{0}的物理傷害","1","0","3.4","99","物理傷害+{0}","0","0","300","100501201","0","1","0","1","0","3","0.54","0","3.4","1"
"2","使範圍內的敵人一段時間內無法行動","1","0","0","99","造成暈眩的成功Lv+1","0","0","300","100501202","0","8","0","1","0","3","2","0","0","7"
"1","提升自身{0}的物理防禦力","1","0","1","1","物理防禦力提升+{0}","1","0","0","100501203","0","10","12","2","0","7","2.24","0","2.24","20"
"1","提升自身{0}的魔法防禦力","1","0","1","1","魔法防禦力提升+{0}","1","0","0","100501204","0","10","12","2","0","7","2.24","0","2.24","40"
"0","提升自身{0}的物理攻擊力","1","0","1","0","物理攻擊力提升+{0}","0","0","0","100550101","0","90","1","0","0","0","15","0","15","2"
"0","提升自身{0}的物理攻擊力","1","0","1","0","物理攻擊力提升+{0}","0","0","0","100551101","0","90","1","0","0","0","15","0","15","2"
"0","提升自身{0}的物理防禦力","1","0","1","0","","0","0","0","100551102","0","90","1","0","0","0","0","0","30","3"
"3","","1","0","4","99","","0","0","2160","100600101","0","32","0","2","0","3","1","0","4","0"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","100600102","0","10","18","2","0","3","4.5","0","4.5","30"
"1","對敵方單體造成{0}的魔法傷害","1","0","20","1","魔法傷害+{0}","0","0","-1","100600201","0","1","0","1","0","3","1.6","0","20","2"
"1","降低敵方單體{0}的魔法防禦力","1","0","1","1","魔法防禦力降低+{0}","1","0","-1","100600301","0","10","12","1","0","3","1","1","1","41"
"3","","1","0","4","99","","0","0","2160","100601101","0","32","0","2","0","3","1","0","4","0"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","100601102","0","10","18","2","0","3","24","0","24","30"
"3","使全體夥伴的魔法暴擊提升{0}","1","0","1","99","","1","0","2160","100601103","0","10","18","2","0","3","0","0","100","70"
"3","使全體敵人的魔法防禦力下降{0}","1","0","1","99","魔法防禦力降低+{0}","1","0","2160","100601104","0","10","18","1","0","3","0.66","0","0.66","41"
"1","對敵方單體造成{0}的魔法傷害","1","0","25","1","魔法傷害+{0}","0","0","-1","100601201","0","1","0","1","0","3","2","0","25","2"
"1","降低敵方單體{0}的魔法防禦力","1","0","1","1","魔法防禦力降低+{0}","1","0","-1","100601202","0","10","12","1","0","3","0.2","1","0.2","41"
"1","對敵方單體造成{0}的魔法傷害","1","0","25","1","魔法傷害+{0}","0","0","-1","100610101","0","1","0","1","0","3","2","0","25","2"
"1","對敵方單體造成{0}的魔法傷害","1","0","15","99","魔法傷害+{0}","0","0","550","100610201","0","1","0","1","0","3","1.25","0","15","2"
"3","","1","0","1204","99","","0","0","2160","100620101","0","32","0","2","0","3","1","0","0","0"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","100620102","0","10","18","2","0","3","8.5","0","-1195.5","30"
"3","","1","0","1204","99","","0","0","2160","100621101","0","32","0","2","0","3","1","0","0","0"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","100621102","0","10","18","2","0","3","28","0","-1172","30"
"3","使全體夥伴的魔法暴擊提升{0}","1","0","1","99","","1","0","2160","100621103","0","10","18","2","0","3","0","0","100","70"
"3","使全體敵人的魔法防禦力下降{0}","1","0","1","99","魔法防禦力降低+{0}","1","0","2160","100621104","0","10","18","1","0","3","0.66","0","0.66","41"
"0","提升自身{0}的魔法攻擊力","1","0","1","0","魔法攻擊力提升+{0}","0","0","0","100650101","0","90","1","0","0","0","15","0","15","4"
"0","提升自身{0}的魔法攻擊力","1","0","1","0","魔法攻擊力提升+{0}","0","0","0","100651101","0","90","1","0","0","0","15","0","240","4"
"1","對敵方單體造成{0}的物理傷害","1","0","45","1","物理傷害+{0}","0","0","-1","100700101","0","1","0","1","0","3","3.6","0","45","1"
"3","回復自身{0}的HP","1","0","1","1","HP回復量+{0}","0","0","0","100700102","0","4","1","2","0","7","12","0","12","1"
"1","一段時間內成為無敵狀態","1","0","3","1","無敵時間+0.01秒","0","0","0","100700201","0","21","0","2","0","7","0","0","0.01","1"
"0","","1","0","0","1","","100700203","0","0","100700202","0","18","0","0","0","7","2.4","0","0","1"
"1","","1","0","0","1","","0","0","0","100700203","0","21","0","2","0","7","0","0","0","1"
"1","回復自身{0}的HP","1","0","1","1","HP回復量+{0}","0","0","0","100700301","0","4","1","2","0","7","7.5","0","7.5","1"
"1","對敵方單體造成{0}的物理傷害","1","0","60","1","物理傷害+{0}","0","0","-1","100701101","0","1","0","1","0","3","4.8","0","60","1"
"3","回復自身{0}的HP","1","0","1","1","HP回復量+{0}","0","0","0","100701102","0","4","1","2","0","7","12","0","12","1"
"2","使自己的迴避提高{0}  ","1","0","1","1","迴避上升+{0}","1","0","0","100701103","0","10","180","2","0","7","0.1","1","0.1","50"
"1","一段時間內成為無敵狀態","1","0","3","1","無敵時間+0.01秒","0","0","0","100701201","0","21","0","2","0","7","0","0","0.01","1"
"0","","1","0","0","1","","100701203","0","0","100701202","0","18","0","0","0","7","2.4","0","0","1"
"1","","1","0","0","1","","0","0","0","100701203","0","21","0","2","0","7","0","0","0","1"
"2","使自己的迴避提高{0}  ","1","0","1","1","迴避上升+{0}","1","0","0","100701204","0","10","12","2","0","7","0.1","1","0.1","50"
"2","提升自身{0}的物理防禦力","1","0","1","1","物理防禦力提升+{0}","1","0","0","100701205","0","10","12","2","0","7","1.2","1","1.2","20"
"1","一段時間內成為無敵狀態","1","0","6","1","","0","0","0","100720201","0","21","0","2","0","7","0","0","0","1"
"0","","1","0","0","1","","100720203","0","0","100720202","0","18","0","0","0","7","2.4","0","0","1"
"1","","1","0","0","1","","0","0","0","100720203","0","21","0","2","0","7","0","0","0","1"
"2","提升自身{0}的物理防禦力","1","0","1","1","物理防禦力提升+{0}","1","0","0","100720204","0","10","12","2","0","7","0.2","1","-60","20"
"1","對敵方單體造成{0}的物理傷害","1","0","60","1","物理傷害+{0}","0","0","-1","100721101","0","1","0","1","0","3","5.2","0","60","1"
"3","回復自身{0}的HP","1","0","1","1","HP回復量+{0}","0","0","0","100721102","0","4","1","2","0","7","12","0","12","1"
"2","使自己的迴避提高{0}  ","1","0","1","1","","1","0","0","100721103","0","10","180","2","0","7","0","1","30.1","50"
"1","一段時間內成為無敵狀態","1","0","6","1","","0","0","0","100721201","0","21","0","2","0","7","0","0","0","1"
"0","","1","0","0","1","","100721203","0","0","100721202","0","18","0","0","0","7","2.4","0","0","1"
"1","","1","0","0","1","","0","0","0","100721203","0","21","0","2","0","7","0","0","0","1"
"2","使自己的迴避提高{0}  ","1","0","1","1","","1","0","0","100721204","0","10","12","2","0","7","0","1","30.1","50"
"2","提升自身{0}的物理防禦力","1","0","1","1","物理防禦力提升+{0}","1","0","0","100721205","0","10","12","2","0","7","1.4","1","-58.8","20"
"0","提升自身{0}的物理防禦力","1","0","1","0","物理防禦力提升+{0}","0","0","0","100750101","0","90","1","0","0","0","2","0","2","3"
"0","提升自身{0}的物理防禦力","1","0","1","0","物理防禦力提升+{0}","0","0","0","100751101","0","90","1","0","0","0","2","0","32","3"
"3","對敵方全體造成{0}的魔法傷害","1","0","4.5","99","魔法傷害+{0}","0","0","2160","100800101","0","1","0","1","0","3","0.405","0","4.5","2"
"3","降低敵方全體{0}的物理防禦力","1","0","1","99","物理防禦力降低+{0}","1","0","2160","100800102","0","10","18","1","0","3","0.345","1","0.345","21"
"3","對敵方單體造成{0}的魔法傷害","1","0","15","1","魔法傷害+{0}","0","0","2160","100800201","1","1","0","1","0","3","1.2","0","15","2"
"3","使一名敵人陷入黑暗狀態","1","0","8","1","造成黑暗的成功Lv+1","0","0","2160","100800202","0","12","0","1","0","1","100","0","0","40"
"3","回復我方單體{0}的TP","1","0","75","1","TP回復量+{0}","0","0","2160","100800301","0","16","0","2","0","12","0","0","2.5","1"
"3","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害","1","0","20.25","99","魔法傷害+{0}","1","0","2160","100801101","0","1","0","1","0","3","1.62","0","20.25","2"
"3","降低敵方全體{0}的物理防禦力","1","0","1","99","物理防禦力降低+{0}","1","0","2160","100801102","0","10","18","1","0","3","0.7","1","0.7","21"
"3","魅惑全體敵人","1","0","4","99","造成魅惑的成功Lv+1","0","0","2160","100801103","0","11","0","1","0","3","100","0","0","0"
"3","對敵方單體造成{0}的魔法傷害","1","0","15","1","魔法傷害+{0}","0","0","2160","100801201","1","1","0","1","0","3","1.2","0","15","2"
"3","使一名敵人陷入黑暗狀態","1","0","8","1","造成黑暗的成功Lv+1","0","0","2160","100801202","1","12","0","1","0","3","100","0","0","40"
"3","誘惑敵單體","1","0","8","1","造成魅惑的成功Lv+1","0","0","2160","100801203","1","11","0","1","0","3","100","0","0","0"
"3","回復我方單體{0}的TP","1","0","725","1","","0","0","2160","100820301","0","16","0","2","0","12","0","0","0","1"
"3","讓一名同伴的物理攻擊力提升{0}","1","0","1","0","物理攻擊力提升+{0}","1","0","2160","100820302","0","10","12","2","0","1","8","0","-2080","10"
"0","提升自身{0}的魔法攻擊力","1","0","1","0","魔法攻擊力提升+{0}","0","0","0","100850101","0","90","1","0","0","0","15","0","15","4"
"0","提升自身{0}的魔法攻擊力","1","0","1","0","魔法攻擊力提升+{0}","0","0","0","100851101","0","90","1","0","0","0","15","0","15","4"
"0","提升自身{0}的物理防禦力","1","0","1","0","","0","0","0","100851102","0","90","1","0","0","0","0","0","30","3"
"3","對敵方全體造成{0}的魔法傷害","1","0","18","99","魔法傷害+{0}","0","0","2160","100900101","0","1","0","1","0","3","1.44","0","18","2"
"1","將自身的物理防禦力降為0","1","0","2","1","","1","0","0","100900102","0","10","99","2","0","7","0","2","100","21"
"1","將自身的魔法防禦力降為0","1","0","2","1","","1","0","0","100900103","0","10","99","2","0","7","0","2","100","41"
"1","對敵方單體造成{0}的魔法傷害","1","0","20","1","魔法傷害+{0}","0","0","-1","100900201","0","1","0","1","0","3","1.2","0","20","2"
"3","","1","0","100","1","","0","1","0","100900301","0","17","0","2","0","7","10","0","0","3"
"2","對範圍內的敵人造成{0}的魔法傷害","1","0","25","99","魔法傷害+{0}","0","0","600","100900302","0","1","0","1","0","3","2","0","25","2"
"3","","1","0","0","1","","0","0","0","100900303","0","30","0","2","0","7","0","0","0","0"
"3","","1","0","1.9","1","","0","0","0","100900304","0","21","0","2","0","7","0","0","0","1"
"1","提升自身{0}的魔法攻擊力","1","0","1","1","魔法攻擊力提升+{0}","1","0","0","100901101","0","10","8","2","0","7","50","1","50","30"
"3","對敵方全體造成{0}的魔法傷害","1","0","81.25","99","魔法傷害+{0}","0","0","2160","100901102","0","1","0","1","0","3","6.5","0","81.25","2"
"1","降低自身初期數值100％的物理防禦力","1","0","2","1","","1","0","0","100901103","0","10","99","2","0","7","0","2","100","21"
"1","降低自身初期數值100％的魔法防禦力","1","0","2","1","","1","0","0","100901104","0","10","99","2","0","7","0","2","100","41"
"1","對敵方單體造成{0}的魔法傷害","1","0","20","1","魔法傷害+{0}","0","0","-1","100901201","0","1","0","1","0","3","1.6","0","20","2"
"3","降低敵方單體{0}的魔法防禦力","1","0","1","99","魔法防禦力降低+{0}","1","0","2160","100901202","0","10","12","2","0","3","0.6","1","0.6","41"
"0","提升自身{0}的魔法攻擊力","1","0","1","1","魔法攻擊力提升+{0}","0","0","0","100950101","0","90","1","0","0","0","15","0","15","4"
"0","提升自身{0}的魔法攻擊力","1","0","1","0","魔法攻擊力提升+{0}","0","0","0","100951101","0","90","1","0","0","0","15","0","240","4"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","101000101","0","10","18","2","0","3","15","0","15","30"
"3","提升我方全體{0}的物理防禦力","1","0","1","99","物理防禦力提升+{0}","1","0","2160","101000102","0","10","18","2","0","3","0.6","0","0.6","20"
"3","使我方全體固定恢復{0}TP","1","0","50","99","","1","0","2160","101000103","0","16","18","2","0","3","0","0","0","4"
"2","回復我方單體{0}的HP","1","0","1","1","HP回復量+{0}","0","0","2160","101000201","0","4","1","2","0","5","7.5","0","7.5","2"
"1","使一名敵人陷入黑暗狀態","1","0","8","1","造成黑暗的成功Lv+1","0","0","2160","101000301","1","12","0","1","0","3","100","0","0","40"
"3","提升我方全體{0}的魔法攻擊力","1","0","1","99","魔法攻擊力提升+{0}","1","0","2160","101001101","0","10","18","2","0","3","30","0","30","30"
"3","使全體夥伴的魔法暴擊提升{0}","1","0","1","99","","1","0","2160","101001102","0","10","18","2","0","3","0","0","100","70"
"3","提升我方全體魔法攻擊暴擊時5％的傷害","1","0","1","99","","1","0","2160","101001103","0","10","18","2","0","3","0","0","5","120"
"3","提升我方全體{0}的物理防禦力","1","0","1","99","物理防禦力提升+{0}","1","0","2160","101001104","0","10","18","2","0","3","1.1","0","1.1","20"
"3","使我方全體固定恢復{0}TP","1","0","120","99","","1","0","2160","101001105","0","16","0","2","0","3","0","0","0","4"
"3","每秒恢復 10 TP","1","0","10","99","","2","10","2160","101001106","0","48","0","2","0","3","0","0","0","1"
"3","回復我方單體{0}的HP","1","0","1","1","HP回復量+{0}","0","0","2160","101001201","0","4","1.2","2","0","5","8.5","0","8.5","2"
"3","讓一名夥伴的物理防禦力提升{0}","1","0","1","1","物理防禦力提升+{0}","1","0","2160","101001202","0","10","12","2","0","5","1","1","1","20"
"2","每秒回復{0}的HP","1","0","0.5","1","回復量+{0}","1","8.5","2160","101001203","0","48","0","2","0","5","0.08","0","0.5","2"
