f53540fb0d794030840a6381d5041c28939242b24b210bd9c0ec773e59d6cea6,3d64858979dcfdc7e02ef40287d0b0ced4aca714664a09892cc334cedae2f21e,b1bb5b7824022c43c7fa1df949b93ca05e03802f7b779e4e10c9a5f3b2fc899b,218b8ca70a8d313b0c7bd7c576e32d6b9af144dbba64326727a4f98e2e58d85f,ee0dafd271ef1809b44f737cb15c5163308aa95f9c0877b939c25fb8ce308782,84b9d3d87326850a92d827f512d334d0eb448cf5ab0c3513cfe8c98681b6f77e
"0","1","610046404","-275","0","10046"
"0","1","610046405","-45","0","10046"
"0","1","610046406","115","0","10046"
"0","1","610046407","175","0","10046"
"0","2","610048601","-150","0","10048"
"0","2","610048602","-145","0","10048"
"0","1","610049501","-120","0","10049"
"0","1","610049502","-10","0","10049"
"0","1","610049503","30","0","10049"
"1","1","610050404","20","1","10050"
"2","1","610050405","140","1","10050"
"3","1","610050406","300","1","10050"
"0","1","610051502","-220","0","10051"
"0","1","610051503","10","0","10051"
"0","1","610051505","100","0","10051"
"1","1","610052401","20","0","10052"
"2","1","610052402","140","0","10052"
"3","1","610052403","300","0","10052"
"0","1","610053501","-180","0","10053"
"0","1","610053502","-80","0","10053"
"0","2","610054501","-180","0","10054"
"0","2","610054502","20","0","10054"
"0","2","610054503","150","0","10054"
"0","1","610055501","-120","0","10055"
"0","1","610055502","-10","0","10055"
"0","1","610055503","30","0","10055"
"0","1","610057501","-120","0","10057"
"0","1","610057502","-40","0","10057"
"0","1","610057503","10","0","10057"
"0","1","610057504","50","0","10057"
"1","1","610058501","20","1","10058"
"2","1","610058502","140","1","10058"
"3","1","610058503","300","1","10058"
"0","1","610058601","200","0","10058"
"0","1","610058602","-200","0","10058"
"0","2","610059501","40","0","10059"
"0","2","610059502","-15","0","10059"
"0","2","610059503","-90","0","10059"
"0","2","610059504","200","0","10059"
"0","1","610060501","-120","0","10060"
"0","1","610060502","-10","0","10060"
"0","1","610060503","30","0","10060"
"0","1","610060504","-80","0","10060"
"0","1","610061501","-200","0","10061"
"0","1","610061502","-80","0","10061"
"0","1","610061503","100","0","10061"
"0","1","610062501","10","0","10062"
"0","1","610062502","-120","0","10062"
"0","1","610062503","90","0","10062"
"0","1","610062601","-220","0","10062"
"0","1","610062603","100","0","10062"
"0","1","610062604","150","0","10062"
"0","1","610065501","-120","0","10065"
"0","1","610065502","-40","0","10065"
"0","1","610065503","10","0","10065"
"0","1","610065504","50","0","10065"
"0","2","610066501","-220","0","10066"
"0","2","610066502","60","0","10066"
"0","2","610066503","89","0","10066"
"0","1","610067501","-205","0","10067"
"0","1","610067502","122","0","10067"
"0","1","610067503","25","0","10067"
"0","1","610067504","295","0","10067"
"0","2","610068501","-180","0","10068"
"0","2","610068502","20","0","10068"
"0","2","610068503","150","0","10068"
"0","2","610069501","-170","0","10069"
"0","2","610069502","-80","0","10069"
"0","2","610069503","120","0","10069"
"0","2","610070506","350","0","10070"
"0","2","610070507","250","0","10070"
"0","1","610070640","250","0","10070"
"0","1","610070641","350","0","10070"
"0","1","610070642","700","0","10070"
"0","1","610070643","800","0","10070"
"1","1","610072501","20","1","10072"
"2","1","610072502","140","1","10072"
"3","1","610072503","300","1","10072"
"0","2","610072601","-180","0","10072"
"0","2","610072602","-145","0","10072"
"0","2","610072603","80","0","10072"
"0","1","610073404","-275","0","10073"
"0","1","610073405","-45","0","10073"
"0","1","610073406","115","0","10073"
"0","1","610073407","175","0","10073"
"0","1","610074501","250","0","10074"
"0","1","610074502","380","0","10074"
"0","1","610074503","-100","0","10074"
"0","1","610074504","480","0","10074"
"1","2","610074601","20","1","10074"
"2","2","610074602","140","1","10074"
"3","2","610074603","300","1","10074"
"0","2","610075601","-150","0","10075"
"0","2","610075602","-145","0","10075"
"0","2","610076601","-180","0","10076"
"0","2","610076602","-145","0","10076"
"0","2","610076603","150","0","10076"
"1","1","610077404","20","1","10077"
"2","1","610077405","140","1","10077"
"3","1","610077406","300","1","10077"
"1","1","610079401","20","0","10079"
"2","1","610079402","140","0","10079"
"3","1","610079403","300","0","10079"
"0","2","610080601","-220","0","10080"
"0","2","610080602","-110","0","10080"
"0","2","610080603","0","0","10080"
"0","2","610081501","-180","0","10081"
"0","2","610081502","20","0","10081"
"0","2","610081503","150","0","10081"
"0","1","610082501","20","1","10082"
"0","1","610082502","140","1","10082"
"0","1","610082503","300","1","10082"
"0","1","610083501","-120","0","10083"
"0","1","610083502","-10","0","10083"
"0","1","610083503","30","0","10083"
"0","1","610084601","-150","0","10084"
"0","1","610084602","250","0","10084"
"0","1","610084603","50","0","10084"
"0","1","610084604","450","0","10084"
"1","2","610084701","-15","1","10084"
"2","2","610084702","40","1","10084"
"3","2","610084703","-70","1","10084"
"4","2","610084704","40","1","10084"
"5","2","610084705","-15","1","10084"
"6","2","610084706","-70","1","10084"
"7","2","610084707","40","1","10084"
"8","2","610084708","-15","1","10084"
"9","2","610084709","-70","1","10084"
"10","2","610084710","-100","1","10084"
"0","1","610085501","-500","0","10085"
"0","1","610085502","-220","0","10085"
"0","1","610085503","-50","0","10085"
"0","1","610085504","-350","0","10085"
"1","1","610086501","20","1","10086"
"2","1","610086502","140","1","10086"
"3","1","610086503","300","1","10086"
"0","1","610086601","200","0","10086"
"0","1","610086602","-200","0","10086"
"0","2","610087501","40","0","10087"
"0","2","610087502","-15","0","10087"
"0","2","610087503","-90","0","10087"
"0","2","610087504","200","0","10087"
"1","1","610088404","20","1","10088"
"2","1","610088405","100","1","10088"
"3","1","610088406","150","1","10088"
"4","1","610088407","200","1","10088"
"5","1","610088408","250","1","10088"
"6","1","610088409","300","1","10088"
"0","1","610089501","-200","0","10089"
"0","1","610089502","-80","0","10089"
"0","1","610089503","100","0","10089"
"1","1","610092404","20","1","10092"
"2","1","610092405","140","1","10092"
"3","1","610092406","300","1","10092"
"0","2","610092501","-150","0","10092"
"0","2","610092502","250","0","10092"
"0","2","610092503","50","0","10092"
"0","2","610092504","450","0","10092"
"0","1","610093501","-170","0","10093"
"0","1","610093502","20","0","10093"
"0","1","610093503","49","0","10093"
"1","1","610094501","-150","1","10094"
"2","1","610094502","250","1","10094"
"3","1","610094503","50","1","10094"
"4","1","610094504","450","1","10094"
"0","2","610095501","-180","0","10095"
"0","2","610095502","20","0","10095"
"0","2","610095503","150","0","10095"
"0","2","610096501","-180","0","10096"
"0","2","610096502","80","0","10096"
"0","2","610096503","-145","0","10096"
"0","2","610097506","350","0","10097"
"0","2","610097507","250","0","10097"
"0","1","610097640","250","0","10097"
"0","1","610097641","350","0","10097"
"0","1","610097642","700","0","10097"
"0","1","610097643","800","0","10097"
"0","2","610098501","-180","0","10098"
"0","2","610098502","-25","0","10098"
"0","2","610098503","280","0","10098"
"0","2","610098601","-40","0","10098"
"0","2","610098602","80","0","10098"
"0","2","610098603","180","0","10098"
"0","2","610098604","280","0","10098"
"1","1","610099501","20","1","10099"
"2","1","610099502","140","1","10099"
"3","1","610099503","300","1","10099"
"0","2","610099601","-180","0","10099"
"0","2","610099602","-145","0","10099"
"0","2","610099603","80","0","10099"
"0","1","610100501","-150","0","10100"
"0","1","610100502","0","0","10100"
"0","1","610100503","300","0","10100"
"0","1","610100504","150","0","10100"
"0","1","610101501","250","0","10101"
"0","1","610101502","380","0","10101"
"0","1","610101503","-100","0","10101"
"0","1","610101504","480","0","10101"
"1","2","610101601","20","1","10101"
"2","2","610101602","140","1","10101"
"3","2","610101603","300","1","10101"
"0","2","610102501","-180","0","10102"
"0","2","610102502","50","0","10102"
"0","2","610102503","180","0","10102"
"0","2","610103601","-180","0","10103"
"0","2","610103602","-145","0","10103"
"0","2","610103603","150","0","10103"
"0","1","610104501","-110","0","10104"
"0","1","610104502","0","0","10104"
"0","1","610104503","-200","0","10104"
"0","2","610106601","150","1","10106"
"0","2","610106602","-50","1","10106"
"0","2","610106603","-300","1","10106"
"0","2","610107601","-220","0","10107"
"0","2","610107602","-110","0","10107"
"0","2","610107603","0","0","10107"
"0","1","610109501","20","1","10109"
"0","1","610109502","140","1","10109"
"0","1","610109503","300","1","10109"
"0","1","610110501","-200","0","10110"
"0","1","610110502","-100","0","10110"
"0","1","610110503","0","0","10110"
"0","1","610110504","100","0","10110"
"0","2","610111501","-120","0","10111"
"0","2","610111502","-40","0","10111"
"0","2","610111503","40","0","10111"
"0","1","610112601","-150","0","10112"
"0","1","610112602","250","0","10112"
"0","1","610112603","50","0","10112"
"0","1","610112604","450","0","10112"
"1","2","610112701","-15","1","10112"
"2","2","610112702","40","1","10112"
"3","2","610112703","-70","1","10112"
"4","2","610112704","40","1","10112"
"5","2","610112705","-15","1","10112"
"6","2","610112706","-70","1","10112"
"7","2","610112707","40","1","10112"
"8","2","610112708","-15","1","10112"
"9","2","610112709","-70","1","10112"
"10","2","610112710","-100","1","10112"
"0","1","610113501","-500","0","10113"
"0","1","610113502","-220","0","10113"
"0","1","610113503","-50","0","10113"
"0","1","610113504","-350","0","10113"
"0","1","610114501","-400","1","10114"
"0","1","610114502","-300","1","10114"
"0","1","610114503","-200","1","10114"
"0","1","610114504","-100","1","10114"
"1","1","610115404","20","1","10115"
"2","1","610115405","140","1","10115"
"3","1","610115406","300","1","10115"
"0","1","610117501","20","1","10117"
"0","1","610117502","140","1","10117"
"0","1","610117503","300","1","10117"
"1","1","610119404","20","1","10119"
"2","1","610119405","140","1","10119"
"3","1","610119406","300","1","10119"
"0","2","610119501","-150","0","10119"
"0","2","610119502","250","0","10119"
"0","2","610119503","50","0","10119"
"0","2","610119504","450","0","10119"
"0","2","610120501","-275","0","10120"
"0","2","610120502","-45","0","10120"
"0","2","610120503","115","0","10120"
"0","2","610120504","175","0","10120"
"1","1","610121501","-150","1","10121"
"2","1","610121502","250","1","10121"
"3","1","610121503","50","1","10121"
"4","1","610121504","450","1","10121"
"0","2","610122403","-220","0","10122"
"0","2","610122404","-110","0","10122"
"0","2","610122405","0","0","10122"
"0","2","610123501","-180","0","10123"
"0","2","610123502","80","0","10123"
"0","2","610123503","-145","0","10123"
"0","1","610124407","-220","0","10124"
"0","1","610124408","-110","0","10124"
"0","1","610124409","0","0","10124"
"0","2","610125501","-180","0","10125"
"0","2","610125502","-25","0","10125"
"0","2","610125503","280","0","10125"
"0","2","610125601","-40","0","10125"
"0","2","610125602","80","0","10125"
"0","2","610125603","180","0","10125"
"0","2","610125604","280","0","10125"
"0","2","610126404","-300","0","10155"
"0","2","610126405","-200","0","10155"
"0","2","610126406","20","0","10155"
"0","2","610126407","80","0","10155"
"0","1","610127501","-150","0","10127"
"0","1","610127502","250","0","10127"
"0","1","610127503","50","0","10127"
"0","1","610127504","450","0","10127"
"0","1","610128402","-220","1","10157"
"0","1","610128403","-110","1","10157"
"0","1","610128404","0","1","10157"
"0","2","610129501","-180","0","10129"
"0","2","610129502","-145","0","10129"
"0","2","610129503","80","0","10129"
"0","2","610129601","-180","0","10129"
"0","2","610129602","-145","0","10129"
"0","2","610129603","80","0","10129"
"0","2","610130502","-100","0","10159"
"0","2","610130503","100","0","10159"
"0","2","610130504","220","0","10159"
"0","1","610131501","-110","0","10131"
"0","1","610131502","0","0","10131"
"0","1","610131503","-200","0","10131"
"0","1","610132601","-220","1","10132"
"0","1","610132602","-140","1","10132"
"0","1","610132603","-60","1","10132"
"0","1","610132604","0","1","10132"
"0","1","610132701","-220","1","10132"
"0","1","610132702","-140","1","10132"
"0","1","610132703","-60","1","10132"
"0","1","610132704","0","1","10132"
"0","2","610133501","-180","0","10133"
"0","2","610133502","-145","0","10133"
"0","2","610133503","80","0","10133"
"0","2","610133601","150","1","10133"
"0","2","610133602","-50","1","10133"
"0","2","610133603","-300","1","10133"
"0","2","610134602","-220","1","10134"
"0","2","610134603","-140","1","10134"
"0","2","610134604","-60","1","10134"
"0","2","610134605","0","1","10134"
"0","2","610134702","-220","1","10134"
"0","2","610134703","-140","1","10134"
"0","2","610134704","-60","1","10134"
"0","2","610134705","0","1","10134"
"0","1","610136601","-180","0","10136"
"0","1","610136602","80","0","10136"
"0","1","610136603","-145","0","10136"
"0","2","610136604","0","0","10136"
"0","1","610136701","-180","0","10136"
"0","1","610136702","80","0","10136"
"0","1","610136703","-145","0","10136"
"0","2","610136704","0","0","10136"
"0","1","610138501","-200","0","10138"
"0","1","610138502","-100","0","10138"
"0","1","610138503","0","0","10138"
"0","1","610138504","100","0","10138"
"0","2","610139501","-120","0","10139"
"0","2","610139502","-40","0","10139"
"0","2","610139503","40","0","10139"
"0","1","610141501","-400","1","10141"
"0","1","610141502","-300","1","10141"
"0","1","610141503","-200","1","10141"
"0","1","610141504","-100","1","10141"
"0","2","610142601","-200","0","10142"
"0","2","610142602","-140","0","10142"
"0","2","610142603","-60","0","10142"
"0","2","610142604","0","0","10142"
"0","2","610142701","-200","0","10142"
"0","2","610142702","-140","0","10142"
"0","2","610142703","-60","0","10142"
"0","2","610142704","0","0","10142"
"0","2","610144601","-200","0","10144"
"0","2","610144602","-140","0","10144"
"0","2","610144603","-60","0","10144"
"0","2","610144604","0","0","10144"
"0","2","610144701","-200","0","10144"
"0","2","610144702","-140","0","10144"
"0","2","610144703","-60","0","10144"
"0","2","610144704","0","0","10144"
"0","1","610146601","-250","0","10146"
"0","1","610146602","-180","0","10146"
"0","1","610146603","100","0","10146"
"0","1","610146604","150","0","10146"
"0","1","610146701","-250","0","10146"
"0","1","610146702","-180","0","10146"
"0","1","610146703","100","0","10146"
"0","1","610146704","150","0","10146"
"0","2","610147501","-275","0","10147"
"0","2","610147502","-45","0","10147"
"0","2","610147503","115","0","10147"
"0","2","610147504","175","0","10147"
"0","1","610148601","-220","0","10148"
"0","1","610148602","-100","0","10148"
"0","1","610148603","0","0","10148"
"0","1","610148701","-220","0","10148"
"0","1","610148702","-100","0","10148"
"0","1","610148703","0","0","10148"
"0","2","610149403","-220","0","10149"
"0","2","610149404","-110","0","10149"
"0","2","610149405","0","0","10149"
"0","1","610151407","-220","0","10151"
"0","1","610151408","-110","0","10151"
"0","1","610151409","0","0","10151"
"0","1","610152601","-480","1","10152"
"0","1","610152602","-440","1","10152"
"0","1","610152603","-320","1","10152"
"0","1","610152604","-260","1","10152"
"0","1","610152701","-480","1","10152"
"0","1","610152702","-440","1","10152"
"0","1","610152703","-320","1","10152"
"0","1","610152704","-260","1","10152"
"0","1","610153501","-180","0","10153"
"0","1","610153502","-80","0","10153"
"0","2","610154601","-200","0","10154"
"0","2","610154602","-140","0","10154"
"0","2","610154603","-60","0","10154"
"0","2","610154701","-200","0","10154"
"0","2","610154702","-140","0","10154"
"0","2","610154703","-60","0","10154"
"0","2","610156601","-200","0","10156"
"0","2","610156602","-140","0","10156"
"0","2","610156603","-60","0","10156"
"0","2","610156604","0","0","10156"
"0","2","610156701","-200","0","10156"
"0","2","610156702","-140","0","10156"
"0","2","610156703","-60","0","10156"
"0","2","610156704","0","0","10156"
"0","2","610158601","-200","0","10158"
"0","2","610158602","-140","0","10158"
"0","2","610158603","-60","0","10158"
"0","2","610158604","0","0","10158"
"0","2","610158701","-200","0","10158"
"0","2","610158702","-140","0","10158"
"0","2","610158703","-60","0","10158"
"0","2","610158704","0","0","10158"
"0","1","610160601","-200","1","10160"
"0","1","610160602","-140","1","10160"
"0","1","610160603","-60","1","10160"
"0","1","610160604","0","1","10160"
"0","1","610160701","-200","1","10160"
"0","1","610160702","-140","1","10160"
"0","1","610160703","-60","1","10160"
"0","1","610160704","0","1","10160"
