bbc75610c902a196b6704801815463a9758bdbca51f1bab0ab665e7de5254d0a,2471e771227048b97baa76901cada143969e39b93840d68a9ac52d8543443fe4,26ef54dde7d2adbb252ef38524dd89db374ca1d62d1d5d52bb61da7df4627c95,cb98f3a24c2ebec68c9c27cc8c35d04380ca25985bda9d392c39dc084e78b81f,ec44d43c74a2dea7d5273716d0f4d6369fc15da79b607d1f1f88c3315f73cd83,7cf10310fecabc121a5327b1f9b16900cd87c443abb8b7137edc05db6393b002,aed47b814cda1a387c8e844791482065e716f434aaeb73a7f3d8ed97940e750c,f9047f49485463002306fafdec8827cb3a0a99c7edae6118d91dfd1d5a17d6bd,557f88cef0b1c61668158427700d3999c9de8ca447e0a4e22c14c7f0d8e28808,ad6c1266eff17800b127ceb2a69392af6d65d19f569b7d55230d031dab032967,2cdd820acbdaec3b1e99524ae580ef0d6ef310191d53e5c6d4f628fe0f723ba5,5dd2c70b5e08a9629e27f47686535098b33511cb67b5abfceced9811392e1c39,e6ed05936f7a5c12b45668c3a76252b71175efa7731d9b949f1e0fadc8fb08cd
"2019/07/24 04:59:59","bgm_M186","1","1","6","2019/06/22 05:00:00","2019/06/19 11:59:00","2","1011","1010","1","2019/06/15 12:00:00","2019/06/20 11:59:00"
"2019/08/23 04:59:59","bgm_M205","1","2","7","2019/07/24 05:00:00","2019/07/21 11:59:00","2","1012","1011","1","2019/07/17 12:00:00","2019/07/22 11:59:00"
"2019/09/23 04:59:59","bgm_M90","1","1","8","2019/08/23 05:00:00","2019/08/20 11:59:00","2","1013","1012","1","2019/08/16 12:00:00","2019/08/21 11:59:00"
"2019/10/24 04:59:59","bgm_M97","1","2","9","2019/09/23 05:00:00","2019/09/20 11:59:00","2","1014","1013","1","2019/09/16 12:00:00","2019/09/21 11:59:00"
"2019/11/23 04:59:59","bgm_M104","1","1","10","2019/10/24 05:00:00","2019/10/21 11:59:00","2","1015","1014","1","2019/10/17 12:00:00","2019/10/22 11:59:00"
"2019/12/23 04:59:59","bgm_M115","1","2","11","2019/11/23 05:00:00","2019/11/20 11:59:00","2","1016","1015","1","2019/11/16 12:00:00","2019/11/21 11:59:00"
"2020/01/23 04:59:59","bgm_M119","1","1","12","2019/12/23 05:00:00","2019/12/20 11:59:00","2","1017","1016","1","2019/12/16 12:00:00","2019/12/21 11:59:00"
"2020/02/24 04:59:59","bgm_M132","1","2","1","2020/01/23 05:00:00","2020/01/20 11:59:00","2","1018","1017","1","2020/01/16 12:00:00","2020/01/21 11:59:00"
"2020/03/25 04:59:59","bgm_M139","1","1","2","2020/02/24 05:00:00","2020/02/21 11:59:00","2","1019","1018","1","2020/02/17 12:00:00","2020/02/22 11:59:00"
"2020/04/24 04:59:59","bgm_M166","1","2","3","2020/03/25 05:00:00","2020/03/22 11:59:00","2","1020","1019","1","2020/03/18 12:00:00","2020/03/23 11:59:00"
"2020/05/25 04:59:59","bgm_M175","1","1","4","2020/04/24 05:00:00","2020/04/21 11:59:00","2","1021","1020","1","2020/04/17 12:00:00","2020/04/22 11:59:00"
"2020/06/24 04:59:59","bgm_M181","1","2","5","2020/05/25 05:00:00","2020/05/22 11:59:00","2","1022","1021","1","2020/05/18 12:00:00","2020/05/23 11:59:00"
"2020/07/25 04:59:59","bgm_M186","1","1","6","2020/06/24 05:00:00","2020/06/21 11:59:00","2","1023","1022","1","2020/06/17 12:00:00","2020/06/22 11:59:00"
"2020/08/25 04:59:59","bgm_M205","1","2","7","2020/07/25 05:00:00","2020/07/22 11:59:00","2","1024","1023","1","2020/07/18 12:00:00","2020/07/23 11:59:00"
"2020/09/25 04:59:59","bgm_M90","1","1","8","2020/08/25 05:00:00","2020/08/22 11:59:00","2","1025","1024","1","2020/08/18 12:00:00","2020/08/23 11:59:00"
"2020/10/26 04:59:59","bgm_M97","1","2","9","2020/09/25 05:00:00","2020/09/22 11:59:00","2","1026","1025","1","2020/09/18 12:00:00","2020/09/23 11:59:00"
"2020/11/26 04:59:59","bgm_M104","1","1","10","2020/10/26 05:00:00","2020/10/23 11:59:00","2","1027","1026","1","2020/10/19 12:00:00","2020/10/24 11:59:00"
"2020/12/26 04:59:59","bgm_M115","1","2","11","2020/11/26 05:00:00","2020/11/23 11:59:00","2","1028","1027","1","2020/11/19 12:00:00","2020/11/24 11:59:00"
"2021/01/26 04:59:59","bgm_M119","1","1","12","2020/12/26 05:00:00","2020/12/23 11:59:00","2","1029","1028","1","2020/12/19 12:00:00","2020/12/24 11:59:00"
"2021/02/24 04:59:59","bgm_M132","1","2","1","2021/01/26 05:00:00","2021/01/23 11:59:00","2","1030","1029","1","2021/01/19 12:00:00","2021/01/24 11:59:00"
"2021/03/26 04:59:59","bgm_M139","1","1","2","2021/02/24 05:00:00","2021/02/21 11:59:00","2","1031","1030","1","2021/02/17 12:00:00","2021/02/22 11:59:00"
"2021/04/26 04:59:59","bgm_M166","1","2","3","2021/03/26 05:00:00","2021/03/23 11:59:00","2","1032","1031","1","2021/03/19 12:00:00","2021/03/24 11:59:00"
"2021/05/27 04:59:59","bgm_M175","1","1","4","2021/04/26 05:00:00","2021/04/23 11:59:00","2","1033","1032","1","2021/04/19 12:00:00","2021/04/24 11:59:00"
"2021/06/26 04:59:59","bgm_M181","1","2","5","2021/05/27 05:00:00","2021/05/24 11:59:00","2","1034","1033","1","2021/05/20 12:00:00","2021/05/25 11:59:00"
"2021/07/27 04:59:59","bgm_M186","1","1","6","2021/06/26 05:00:00","2021/06/23 11:59:00","2","1035","1034","1","2021/06/19 12:00:00","2021/06/24 11:59:00"
"2021/08/27 04:59:59","bgm_M205","1","2","7","2021/07/27 05:00:00","2021/07/24 11:59:00","2","1036","1035","1","2021/07/20 12:00:00","2021/07/25 11:59:00"
"2021/09/26 04:59:59","bgm_M90","1","1","8","2021/08/27 05:00:00","2021/08/24 11:59:00","2","1037","1036","1","2021/08/20 12:00:00","2021/08/25 11:59:00"
"2021/10/27 04:59:59","bgm_M97","1","2","9","2021/09/26 05:00:00","2021/09/23 11:59:00","2","1038","1037","1","2021/09/19 12:00:00","2021/09/24 11:59:00"
"2021/11/26 04:59:59","bgm_M104","1","1","10","2021/10/27 05:00:00","2021/10/24 11:59:00","2","1039","1038","1","2021/10/20 12:00:00","2021/10/25 11:59:00"
"2021/12/27 04:59:59","bgm_M115","1","2","11","2021/11/26 05:00:00","2021/11/23 11:59:00","2","1040","1039","1","2021/11/19 12:00:00","2021/11/24 11:59:00"
"2022/01/27 04:59:59","bgm_M119","1","1","12","2021/12/27 05:00:00","2021/12/24 11:59:00","2","1041","1040","1","2021/12/20 12:00:00","2021/12/25 11:59:00"
"2022/02/24 04:59:59","bgm_M132","1","2","1","2022/01/27 05:00:00","2022/01/24 11:59:00","2","1042","1041","1","2022/01/20 12:00:00","2022/01/25 11:59:00"
"2022/03/27 04:59:59","bgm_M139","1","1","2","2022/02/24 05:00:00","2022/02/21 11:59:00","2","1043","1042","1","2022/02/17 12:00:00","2022/02/22 11:59:00"
"2022/04/26 04:59:59","bgm_M166","1","2","3","2022/03/27 05:00:00","2022/03/24 11:59:00","2","1044","1043","1","2022/03/20 12:00:00","2022/03/25 11:59:00"
"2022/05/27 04:59:59","bgm_M175","1","1","4","2022/04/26 05:00:00","2022/04/23 11:59:00","2","1045","1044","1","2022/04/19 12:00:00","2022/04/24 11:59:00"
"2022/06/26 04:59:59","bgm_M181","1","2","5","2022/05/27 05:00:00","2022/05/24 11:59:00","2","1046","1045","1","2022/05/20 12:00:00","2022/05/25 11:59:00"
"2022/07/27 04:59:59","bgm_M186","1","1","6","2022/06/26 05:00:00","2022/06/23 11:59:00","2","1047","1046","1","2022/06/19 12:00:00","2022/06/24 11:59:00"
"2022/08/27 04:59:59","bgm_M205","1","2","7","2022/07/27 05:00:00","2022/07/24 11:59:00","2","1048","1047","1","2022/07/20 12:00:00","2022/07/25 11:59:00"
"2022/09/26 04:59:59","bgm_M90","1","1","8","2022/08/27 05:00:00","2022/08/24 11:59:00","2","1049","1048","1","2022/08/20 12:00:00","2022/08/25 11:59:00"
"2022/10/27 04:59:59","bgm_M97","1","2","9","2022/09/26 05:00:00","2022/09/23 11:59:00","2","1050","1049","1","2022/09/19 12:00:00","2022/09/24 11:59:00"
"2022/11/26 04:59:59","bgm_M104","1","1","10","2022/10/27 05:00:00","2022/10/24 11:59:00","2","1051","1050","1","2022/10/20 12:00:00","2022/10/25 11:59:00"
"2022/12/26 04:59:59","bgm_M115","1","2","11","2022/11/26 05:00:00","2022/11/23 11:59:00","2","1052","1051","1","2022/11/19 12:00:00","2022/11/24 11:59:00"
"2023/01/27 04:59:59","bgm_M119","1","1","12","2022/12/26 05:00:00","2022/12/23 11:59:00","2","1053","1052","1","2022/12/19 12:00:00","2022/12/24 11:59:00"
"2023/02/24 04:59:59","bgm_M132","1","2","1","2023/01/27 05:00:00","2023/01/24 11:59:00","2","1054","1053","1","2023/01/20 12:00:00","2023/01/25 11:59:00"
"2023/03/27 04:59:59","bgm_M139","1","1","2","2023/02/24 05:00:00","2023/02/21 11:59:00","2","1055","1054","1","2023/02/17 12:00:00","2023/02/22 11:59:00"
"2023/04/26 04:59:59","bgm_M166","1","2","3","2023/03/27 05:00:00","2023/03/24 11:59:00","2","1056","1055","1","2023/03/20 12:00:00","2023/03/25 11:59:00"
"2023/05/27 04:59:59","bgm_M175","1","1","4","2023/04/26 05:00:00","2023/04/23 11:59:00","2","1057","1056","1","2023/04/19 12:00:00","2023/04/24 11:59:00"
"2023/06/26 04:59:59","bgm_M181","1","2","5","2023/05/27 05:00:00","2023/05/24 11:59:00","2","1058","1057","1","2023/05/20 12:00:00","2023/05/25 11:59:00"
"2023/07/27 04:59:59","bgm_M186","1","1","6","2023/06/26 05:00:00","2023/06/23 11:59:00","2","1059","1058","1","2023/06/19 12:00:00","2023/06/24 11:59:00"
"2023/08/27 04:59:59","bgm_M205","1","2","7","2023/07/27 05:00:00","2023/07/24 11:59:00","2","1060","1059","1","2023/07/20 12:00:00","2023/07/25 11:59:00"
"2023/09/26 04:59:59","bgm_M90","1","1","8","2023/08/27 05:00:00","2023/08/24 11:59:00","2","1061","1060","1","2023/08/20 12:00:00","2023/08/25 11:59:00"
"2023/10/27 04:59:59","bgm_M97","1","2","9","2023/09/26 05:00:00","2023/09/23 11:59:00","2","1063","1061","1","2023/09/19 12:00:00","2023/09/24 11:59:00"
"2023/11/26 04:59:59","bgm_M104","1","1","10","2023/10/27 05:00:00","2023/10/24 11:59:00","2","1064","1063","1","2023/10/20 12:00:00","2023/10/25 11:59:00"
"2023/12/26 04:59:59","bgm_M115","1","2","11","2023/11/26 05:00:00","2023/11/23 11:59:00","2","1065","1064","1","2023/11/19 12:00:00","2023/11/24 11:59:00"
"2024/01/27 04:59:59","bgm_M119","1","1","12","2023/12/26 05:00:00","2023/12/23 11:59:00","2","1066","1065","1","2023/12/19 12:00:00","2023/12/24 11:59:00"
"2024/02/25 04:59:59","bgm_M132","1","2","1","2024/01/27 05:00:00","2024/01/24 11:59:00","2","1067","1066","1","2024/01/20 12:00:00","2024/01/25 11:59:00"
"2024/03/27 04:59:59","bgm_M139","1","1","2","2024/02/25 05:00:00","2024/02/22 11:59:00","2","1068","1067","1","2024/02/18 12:00:00","2024/02/23 11:59:00"
"2024/04/26 04:59:59","bgm_M166","1","2","3","2024/03/27 05:00:00","2024/03/24 11:59:00","2","1069","1068","1","2024/03/20 12:00:00","2024/03/25 11:59:00"
"2024/05/27 04:59:59","bgm_M175","1","1","4","2024/04/26 05:00:00","2024/04/23 11:59:00","2","1070","1069","1","2024/04/19 12:00:00","2024/04/24 11:59:00"
"2024/06/26 04:59:59","bgm_M181","1","2","5","2024/05/27 05:00:00","2024/05/24 11:59:00","2","1071","1070","1","2024/05/20 12:00:00","2024/05/25 11:59:00"
"2024/07/27 04:59:59","bgm_M186","1","1","6","2024/06/26 05:00:00","2024/06/23 11:59:00","2","1072","1071","1","2024/06/19 12:00:00","2024/06/24 11:59:00"
"2024/08/27 04:59:59","bgm_M205","1","2","7","2024/07/27 05:00:00","2024/07/18 11:59:59","2","1073","1072","1","2024/07/14 12:00:00","2024/07/19 11:59:59"
"2024/09/26 04:59:59","bgm_M90","1","1","8","2024/08/27 05:00:00","2024/08/24 11:59:59","2","1074","1073","1","2024/08/20 12:00:00","2024/08/25 11:59:59"
"2024/10/27 04:59:59","bgm_M97","1","2","9","2024/09/26 05:00:00","2024/09/23 11:59:59","2","1075","1074","1","2024/09/19 12:00:00","2024/09/24 11:59:59"
"2024/11/26 04:59:59","bgm_M104","1","1","10","2024/10/27 05:00:00","2024/10/24 11:59:59","2","1076","1075","1","2024/10/20 12:00:00","2024/10/25 11:59:59"
"2024/12/27 04:59:59","bgm_M115","1","2","11","2024/11/26 05:00:00","2024/11/23 11:59:59","2","1077","1076","1","2024/11/19 12:00:00","2024/11/24 11:59:59"
"2025/01/27 04:59:59","bgm_M119","1","1","12","2024/12/27 05:00:00","2024/12/24 11:59:59","2","1078","1077","1","2024/12/20 12:00:00","2024/12/25 11:59:59"
"2025/02/24 04:59:59","bgm_M132","1","2","1","2025/01/27 05:00:00","2025/01/24 11:59:59","2","1079","1078","1","2025/01/20 12:00:00","2025/01/25 11:59:59"
"2025/03/27 04:59:59","bgm_M139","1","1","2","2025/02/24 05:00:00","2025/02/21 11:59:59","2","1080","1079","1","2025/02/17 12:00:00","2025/02/22 11:59:59"
"2025/04/26 04:59:59","bgm_M166","1","2","3","2025/03/27 05:00:00","2025/03/24 11:59:59","2","1081","1080","1","2025/03/20 12:00:00","2025/03/25 11:59:59"
"2025/05/27 04:59:59","bgm_M175","1","1","4","2025/04/26 05:00:00","2025/04/23 11:59:59","2","1082","1081","1","2025/04/19 12:00:00","2025/04/24 11:59:59"
"2025/06/26 04:59:59","bgm_M181","1","2","5","2025/05/27 05:00:00","2025/05/24 11:59:59","2","1083","1082","1","2025/05/20 12:00:00","2025/05/25 11:59:59"
"2025/07/27 04:59:59","bgm_M186","1","1","6","2025/06/26 05:00:00","2025/06/23 11:59:59","2","1084","1083","1","2025/06/19 12:00:00","2025/06/24 11:59:59"
"2025/08/27 04:59:59","bgm_M205","1","2","7","2025/07/27 05:00:00","2025/07/24 11:59:59","2","1085","1084","1","2025/07/20 12:00:00","2025/07/25 11:59:59"
"2025/09/26 04:59:59","bgm_M90","1","1","8","2025/08/27 05:00:00","2025/08/24 11:59:59","2","1086","1085","1","2025/08/20 12:00:00","2025/08/25 11:59:59"
"2025/10/27 04:59:59","bgm_M97","1","2","9","2025/09/26 05:00:00","2025/09/23 11:59:59","2","1087","1086","1","2025/09/19 12:00:00","2025/09/24 11:59:59"
"2025/11/26 04:59:59","bgm_M104","1","1","10","2025/10/27 05:00:00","2025/10/24 11:59:59","2","1088","1087","1","2025/10/20 12:00:00","2025/10/25 11:59:59"
"2025/12/26 04:59:59","bgm_M115","1","2","11","2025/11/26 05:00:00","2025/11/23 11:59:59","2","1089","1088","1","2025/11/19 12:00:00","2025/11/24 11:59:59"
"2026/01/27 04:59:59","bgm_M119","1","1","12","2025/12/26 05:00:00","2025/12/23 11:59:59","2","1090","1089","1","2025/12/19 12:00:00","2025/12/24 11:59:59"
"2026/02/24 04:59:59","bgm_M132","1","2","1","2026/01/27 05:00:00","2026/01/24 11:59:59","2","1091","1090","1","2026/01/20 12:00:00","2026/01/25 11:59:59"
"2026/03/27 04:59:59","bgm_M139","1","1","2","2026/02/24 05:00:00","2026/02/21 11:59:59","2","1092","1091","1","2026/02/17 12:00:00","2026/02/22 11:59:59"
"2026/04/26 04:59:59","bgm_M166","1","2","3","2026/03/27 05:00:00","2026/03/24 11:59:59","2","1093","1092","1","2026/03/20 12:00:00","2026/03/25 11:59:59"
"2026/05/27 04:59:59","bgm_M175","1","1","4","2026/04/26 05:00:00","2026/04/23 11:59:59","2","1094","1093","1","2026/04/19 12:00:00","2026/04/24 11:59:59"
"2026/06/26 04:59:59","bgm_M181","1","2","5","2026/05/27 05:00:00","2026/05/24 11:59:59","2","1095","1094","1","2026/05/20 12:00:00","2026/05/25 11:59:59"
"2026/07/27 04:59:59","bgm_M186","1","1","6","2026/06/26 05:00:00","2026/06/23 11:59:59","2","1096","1095","1","2026/06/19 12:00:00","2026/06/24 11:59:59"
