fe25a1811ca5690a72b658bda891d40dffdef4b0cfd7a0403d95dc54331e72f1,1516f0885f15275b75b20961c5e0f1285a5c715f5e5ee3c7c8f76ba8d8c2e1ad,f477287ae6f599bf93f8866e68d19086353bcfd77f83aea35f41f48bd2a4c62d,a969fe7a492be00def6a7dda7bd45a2d3ea7c663c85ec4448410491c2dd51681,d7d75fef84711d4d2a494d2bc8b59cb15ef3b8e8e8d71a3a5a06f49039e0ae29,567d648ec29a1ae075ee9b04c1b4605e0aa2501785cc550505877bfa8ae56aa6,b50227ce5adcc2203a1758680cec00bcab4fd5b293e4806261847b1ca982a1fc,fc7ac13f0ce9dea1c79243ebca05dc1f18504925e6a120b3ef25a4069e0df9c9,69cfac68c06fe8136c0ce19b17bda564091e67dcb7bb0c93af16eca74d9ef069,828b3e18cffc630645b23b4053ce7adadff3d6806dee8c84be20b27fb8de4704,c6b320c3db536ab9922d1b223758c842afec521348aa0d3df3f504afc5c03fb1,f2f010666c0b24d77298d1cb0752d8facaa398fa1a26c7ab0bde499f9a95ebf6,92e500c095bf53cc72821de77c31ee516fb2cbad4e8f3fa6b65f042772a5cd65,5076932edc880306ff57acf14c0155246aa2a47d19030c2b31eb2097cfc5a453,6e0d28f6d3c4dc6645f84fedcc1a07bd856664d3bfac268bbe5247f0f14c406b,393e0c708e93d2002a78ae8558490ba7eb2013637c5b2d8822ce7d9856fe74ae,04678e7de4847258b54d15dc46c1a9bcc9a6e4323bb1cb744204303fa7ed2b20,b62982a9b44bdb754f99dff0f7ac4d732fa2cf585179d124f699b5d215e9f395,ccd7a17728a7d47989823bda7dd6a53bfba7309b16c87172de0bf2605ec81bac
"10017","0","1.5","0","1","","0","90","0","3","84","1","610017006","0","5","0","0","0","1"
"10019","5019322","1.5","610019401","1.25","","0","90","0","1","-50","1","610019004","200","5","5019321","0","0","4"
"10019","5019323","1.5","0","1.25","","0","90","0","2","-50","1","610019005","0","5","0","0","50","1"
"10019","0","1.5","0","1.25","","0","90","0","3","-50","1","610019006","0","5","0","0","0","1"
"10021","5021322","1.5","0","1","","0","90","0","1","0","1","610021004","0","5","5021321","0","60","1"
"10021","5021323","1.5","0","1","","0","90","0","2","0","1","610021005","30","5","0","0","0","3"
"10021","0","1.5","0","1","","0","90","0","3","0","1","610021006","0","5","0","0","0","1"
"10023","5023322","1.5","0","1.25","","0","135","0","1","-50","1","610023004","0","5","5023321","0","75","1"
"10023","5023323","1.5","0","1.25","","0","135","0","2","-50","1","610023005","0","5","0","0","25","1"
"10023","0","1.5","0","1.25","","0","135","0","3","-50","1","610023006","0","5","0","0","0","1"
"10025","5025322","5.5","610025401","1.25","","3","140","0","1","-50","1","610025004","0","5","5025321","600","0","2"
"10025","5025323","1.5","0","1.25","","0","140","0","2","-50","1","610025005","0","5","0","0","50","1"
"10025","0","1.5","0","1.25","","0","140","0","3","-50","1","610025006","0","5","0","0","0","1"
"10027","5027322","5.5","0","1.25","","3","145","0","1","-50","1","610027004","0","5","5027321","600","60","1"
"10027","5027323","1.5","610027501","1.25","","0","145","0","2","-50","1","610027005","0","5","0","600","0","2"
"10027","0","1.5","0","1.25","","0","145","0","3","-50","1","610027006","0","5","0","0","0","1"
"10029","5029322","5.5","610029401","1.5","","3","145","0","1","0","1","610029004","0","5","5029321","600","0","2"
"10029","5029323","1.5","0","1.5","","0","145","0","2","0","1","610029005","0","5","0","0","60","1"
"10029","0","1.5","0","1.5","","0","145","0","3","0","1","610029006","0","5","0","0","0","1"
"10031","5031322","5.5","610031401","1.25","","3","150","0","1","-50","1","610031004","0","5","5031321","600","0","2"
"10031","5031323","1.5","0","1.25","","0","150","0","2","-50","1","610031005","0","5","0","0","50","1"
"10031","0","1.5","0","1.25","","0","150","0","3","-50","1","610031006","0","5","0","0","0","1"
"10033","5033322","5.5","0","1.25","","3","150","0","1","-50","1","610033004","0","5","5033321","600","50","1"
"10033","5033323","1.5","610033402","1.25","","0","150","0","2","-50","1","610033005","0","5","0","600","0","2"
"10033","0","1.5","0","1.25","","0","150","0","3","-50","1","610033006","0","5","0","0","0","1"
"10034","5011322","1.5","0","1.4","","0","90","0","1","0","1","610034004","0","5","5011321","0","70","1"
"10034","5011323","1.5","0","1.4","","0","90","0","2","0","1","610034005","0","5","0","0","40","1"
"10034","0","1.5","0","1.4","","0","90","0","3","0","1","610034006","0","5","0","0","0","1"
"10035","5035322","5.5","610035401","2.5","","3","155","0","1","5","1","610035004","0","5","5035321","600","0","2"
"10035","5035323","1.5","610035402","2.5","","0","155","0","2","5","1","610035005","0","5","0","600","0","2"
"10035","0","1.5","0","2.5","","0","155","0","3","5","1","610035006","0","5","0","0","0","1"
"10036","5036322","5.5","0","0.4","","3","155","0","1","-50","1","610036004","0","5","5036321","600","75","1"
"10036","5036323","1.5","0","0.4","","0","155","0","2","-50","1","610036005","0","5","0","600","20","1"
"10036","0","1.5","0","0.4","","0","155","0","3","-50","1","610036006","0","5","0","0","0","1"
"10037","5012321","1.5","610037401","1.5","","3","90","0","1","-50","1","610037004","0","5","0","600","0","2"
"10037","5012322","1.5","0","1.5","","0","90","0","2","-50","1","610037005","0","5","0","0","53","1"
"10037","0","1.5","0","1.5","","0","90","0","3","-50","1","610037006","0","5","0","0","0","1"
"10038","5038322","5.5","610038401","1.8","","3","155","0","1","-20","1","610038004","0","5","5038321","600","0","2"
"10038","5038323","1.5","0","2","310700_detail_idle","0","155","0","2","-20","1","610038005","0","5","0","0","55","1"
"10038","0","1.5","0","1.8","","0","155","0","3","-20","1","610038006","0","5","0","0","0","1"
"10039","5013321","1.5","610039401","0.9","","3","90","0","1","50","1","610039004","0","5","0","600","0","2"
"10039","5013322","1.5","0","1","","0","90","0","2","84","1","610039005","0","5","0","0","50","1"
"10039","0","1.5","0","1","","0","90","0","3","84","1","610039006","0","5","0","0","0","1"
"10040","5040322","5.5","610040401","1.5","","3","160","0","1","-20","1","610040004","0","5","5040321","600","0","2"
"10040","5040323","1.5","0","1.7","","0","160","0","2","-35","1","610040005","0","5","0","0","60","1"
"10040","0","1.5","0","1.7","","0","160","0","3","-35","1","610040006","0","5","0","0","0","1"
"10041","5015321","1.5","610041401","0.9","","3","90","0","1","1","1","610041004","0","5","0","600","0","2"
"10041","5015322","1.5","0","1.3","","0","90","0","2","-50","1","610041005","0","5","0","0","42","1"
"10041","0","1.5","0","1.3","","0","90","0","3","-50","1","610041006","0","5","0","0","0","1"
"10042","5042322","5.5","0","1.7","","0","160","0","1","-20","1","610042004","6500000","5","5042321","0","60","5"
"10042","5042323","1.5","610042402","1.61","311100_detail_idle","3","160","0","2","-20","1","610042005","0","5","0","600","0","2"
"10042","0","1.5","0","1.7","","0","160","0","3","-20","1","610042006","0","5","0","0","0","1"
"10043","5019322","1.5","610043401","1.25","","0","90","0","1","-50","1","610043004","200","5","5019321","0","0","4"
"10043","5019323","1.5","0","1.25","","0","90","0","2","-50","1","610043005","0","5","0","0","67","1"
"10043","0","1.5","0","1.25","","0","90","0","3","-50","1","610043006","0","5","0","0","0","1"
"10044","5044322","1.5","0","1.8","","3","166","0","1","-54","1","610044004","0","5","5044321","600","70","1"
"10044","5044323","1.5","0","1.8","","0","166","0","2","-54","1","610044005","0","5","0","0","30","1"
"10044","0","1.5","0","1.8","","0","166","0","3","-54","1","610044006","0","5","0","0","0","1"
"10045","5021322","1.5","0","1","","0","90","0","1","0","1","610045004","0","5","5021321","0","65","1"
"10045","5021323","1.5","0","1","","0","90","0","2","0","1","610045005","30","5","0","0","0","3"
"10045","0","1.5","0","1","","0","90","0","3","0","1","610045006","0","5","0","0","0","1"
"10046","5046322","5.5","0","1.7","","0","169","0","1","-35","1","610046004","0","5","5046321","0","30","1"
"10046","5046323","1.5","610046402","1.7","","3","169","0","2","-15","1","610046005","0","5","0","600","0","2"
"10046","0","1.5","0","1.7","","0","169","0","3","-35","1","610046006","0","5","0","0","0","1"
"10047","5023322","1.5","0","1.25","","0","90","0","1","-50","1","610047004","0","5","5023321","0","75","1"
"10047","5023323","1.5","0","1.25","","0","90","0","2","-50","1","610047005","0","5","0","0","40","1"
"10047","0","1.5","0","1.25","","0","90","0","3","-50","1","610047006","0","5","0","0","0","1"
"10048","5048322","5.5","0","1.25","","0","172","0","1","-35","1","610048004","0","5","5048321","0","35","1"
"10048","5048323","1.5","610048402","1.25","","3","172","0","2","-35","1","610048005","0","5","0","600","0","2"
"10048","0","1.5","0","1.25","","0","172","0","3","-35","1","610048006","0","5","0","0","0","1"
"10049","5025322","5.5","610049401","1.25","","3","90","0","1","-50","1","610049004","0","5","5025321","600","0","2"
"10049","5025323","1.5","0","1.25","","0","90","0","2","-50","1","610049005","0","5","0","0","63","1"
"10049","0","1.5","0","1.25","","0","90","0","3","-50","1","610049006","0","5","0","0","0","1"
"10050","5050322","5.5","610050401","1.25","","0","175","0","1","-35","1","610050004","35","5","5050321","0","0","3"
"10050","5050323","1.5","0","1.25","","0","175","0","2","-35","1","610050005","0","5","0","0","75","1"
"10050","0","1.5","0","1.25","","0","175","0","3","-35","1","610050006","0","5","0","0","0","1"
"10051","5027322","5.5","0","1.25","","3","130","0","1","-50","1","610051004","0","5","5027321","600","80","1"
"10051","5027323","1.5","610051501","1.25","","0","130","0","2","-50","1","610051005","0","5","0","600","0","2"
"10051","0","1.5","0","1.25","","0","130","0","3","-50","1","610051006","0","5","0","0","0","1"
"10052","5052322","5.5","0","1.7","","0","178","0","1","-75","1","610052004","0","5","5052321","0","79","1"
"10052","5052323","1.5","0","1.7","","0","178","0","2","-75","1","610052005","0","5","0","0","36","1"
"10052","0","1.5","0","1.7","","0","178","0","3","-75","1","610052006","0","5","0","0","0","1"
"10053","5017321","1.5","610053401","0.9","","3","133","0","1","50","1","610053004","0","5","0","600","0","2"
"10053","5017322","1.5","0","1","","0","133","0","2","84","1","610053005","0","5","0","0","69","1"
"10053","0","1.5","0","1","","0","133","0","3","84","1","610053006","0","5","0","0","0","1"
"10054","5054322","5.5","0","1.7","","0","181","0","1","-75","1","610054004","0","5","5054321","0","28","1"
"10054","5054323","1.5","610054402","1.3","","0","181","0","2","-40","1","610054005","0","5","0","600","0","2"
"10054","0","1.5","0","1.7","","0","181","0","3","-75","1","610054006","0","5","0","0","0","1"
"10055","5029322","5.5","610055401","1.5","","3","136","0","1","0","1","610055004","0","5","5029321","600","0","2"
"10055","5029323","1.5","0","1.5","","0","136","0","2","0","1","610055005","0","5","0","0","73","1"
"10055","0","1.5","0","1.5","","0","136","0","3","0","1","610055006","0","5","0","0","0","1"
"10056","5056322","5.5","0","2","","3","175","0","1","-20","1","610056004","0","5","5056321","600","80","1"
"10056","5056323","1.5","0","2","","0","175","0","2","-20","1","610056005","0","5","0","0","55","1"
"10056","0","1.5","0","2","","0","175","0","3","-20","1","610056006","0","5","0","0","0","1"
"10057","5031322","5.5","610057401","1.25","","3","139","0","1","-50","1","610057004","0","5","5031321","600","0","2"
"10057","5031323","1.5","0","1.25","","0","139","0","2","-50","1","610057005","0","5","0","0","60","1"
"10057","0","1.5","0","1.25","","0","139","0","3","-50","1","610057006","0","5","0","0","0","1"
"10058","5058322","5.5","610058401","1.75","","3","178","0","1","5","1","610058004","35","5","5058321","600","0","3"
"10058","5058323","1.5","0","1.75","","0","178","0","2","5","1","610058005","0","5","0","600","68","1"
"10058","0","1.5","0","1.75","","0","178","0","3","5","1","610058006","0","5","0","0","0","1"
"10059","5059322","5.5","0","1.55","","3","178","0","1","-20","1","610059004","0","5","5059321","600","75","1"
"10059","5059323","1.5","610059402","1.15","","0","178","0","2","0","1","610059005","0","5","0","600","0","2"
"10059","0","1.5","0","1.55","","0","178","0","3","-20","1","610059006","0","5","0","0","0","1"
"10060","5033322","5.5","0","1.25","","3","142","0","1","-50","1","610060004","0","5","5033321","600","56","1"
"10060","5033323","1.5","610060402","1.25","","0","142","0","2","-50","1","610060005","0","5","0","600","0","2"
"10060","0","1.5","0","1.25","","0","142","0","3","-50","1","610060006","0","5","0","0","0","1"
"10061","5061322","5.5","610061401","0.83","","3","181","0","1","-47","1","610061004","0","5","5061321","600","0","2"
"10061","5061323","1.5","0","0.83","","0","181","0","2","-47","1","610061005","0","5","0","600","80","1"
"10061","0","1.5","0","0.83","","0","181","0","3","-47","1","610061006","0","5","0","0","0","1"
"10062","5035322","5.5","610062401","2.5","","3","145","0","1","5","1","610062004","0","5","5035321","600","0","2"
"10062","5035323","1.5","610062402","2.5","","0","145","0","2","5","1","610062005","0","5","0","600","0","2"
"10062","0","1.5","0","2.5","","0","145","0","3","5","1","610062006","0","5","0","0","0","1"
"10063","5036322","5.5","0","0.4","","3","145","0","1","-50","1","610063004","0","5","5036321","600","73","1"
"10063","5036323","1.5","0","0.4","","0","145","0","2","-50","1","610063005","0","5","0","600","37","1"
"10063","0","1.5","0","0.4","","0","145","0","3","-50","1","610063006","0","5","0","0","0","1"
"10064","5064322","5.5","0","1.25","","3","184","0","1","-50","1","610064004","0","5","5064321","600","67","1"
"10064","5064323","1.5","0","1.25","","0","184","0","2","-50","1","610064005","0","5","0","600","40","1"
"10064","0","1.5","0","1.25","","0","184","0","3","-50","1","610064006","0","5","0","0","0","1"
"10065","5038322","5.5","610065401","1.5","","3","148","0","1","-20","1","610065004","0","5","5038321","600","0","2"
"10065","5038323","1.5","0","2","310700_detail_idle","0","148","0","2","-20","1","610065005","0","5","0","0","67","1"
"10065","0","1.5","0","1.8","","0","148","0","3","-20","1","610065006","0","5","0","0","0","1"
"10066","5066322","5.5","610066401","1","","3","186","0","1","-50","1","610066004","9000000","5","5066321","600","94","5"
"10066","5066323","1.5","610066402","1","","0","186","0","2","-50","1","610066005","0","5","0","600","0","2"
"10066","0","1.5","0","1","","0","186","0","3","-50","1","610066006","0","5","0","0","0","1"
"10067","5040322","5.5","610067401","1.5","","3","151","0","1","-20","1","610067004","0","5","5040321","600","0","2"
"10067","5040323","1.5","0","1.7","","0","151","0","2","-35","1","610067005","0","5","0","0","68","1"
"10067","0","1.5","0","1.7","","0","151","0","3","-35","1","610067006","0","5","0","0","0","1"
"10068","5068322","5.5","0","1.7","","3","189","0","1","-47","1","610068004","0","5","5068321","600","56","1"
"10068","5068323","1.5","610068402","1.5","","0","189","0","2","-47","1","610068005","0","5","0","600","0","2"
"10068","0","1.5","0","1.7","","0","189","0","3","-47","1","610068006","0","5","0","0","0","1"
"10069","5042322","5.5","0","1.7","","0","154","0","1","-20","1","610069004","2400000","5","5042321","0","72","5"
"10069","5042323","1.5","610069402","1.7","311100_detail_idle","3","154","0","2","-20","1","610069005","0","5","0","600","0","2"
"10069","0","1.5","0","1.7","","0","154","0","3","-20","1","610069006","0","5","0","0","0","1"
"10070","5070322","5.5","610070401","2","","3","192","1","1","-50","1","610070004","0","5","5070321","600","0","2"
"10070","5070323","1.5","610070402","2","","0","192","1","2","-50","1","610070005","0","5","0","600","0","2"
"10070","0","1.5","0","2","","0","192","0","3","-50","1","610070006","0","0","0","0","0","1"
"10071","5044322","1.5","0","1.8","","3","157","0","1","-54","1","610071004","0","5","5044321","600","72","1"
"10071","5044323","1.5","0","1.8","","0","157","0","2","-54","1","610071005","0","5","0","0","44","1"
"10071","0","1.5","0","1.8","","0","157","0","3","-54","1","610071006","0","5","0","0","0","1"
"10072","5072322","5.5","610072401","1.3","","3","195","0","1","-120","1","610072004","30","5","5072321","600","0","3"
"10072","5072323","1.5","610072402","1","","0","195","0","2","-80","1","610072005","0","5","0","600","0","2"
"10072","0","1.5","0","1.3","","0","195","0","3","-120","1","610072006","0","5","0","0","0","1"
"10073","5046322","5.5","0","1.7","","0","160","0","1","-35","1","610073004","0","5","5046321","0","60","1"
"10073","5046323","1.5","610073402","1.7","","3","160","0","2","-15","1","610073005","0","5","0","600","0","2"
"10073","0","1.5","0","1.7","","0","160","0","3","-35","1","610073006","0","5","0","0","0","1"
"10074","5074322","5.5","610074401","1.18","","3","198","0","1","-30","1","610074004","0","5","5074321","600","0","2"
"10074","5074323","1.5","610074402","1.55","","0","198","0","2","-30","1","610074005","40","5","0","600","0","3"
"10074","0","1.5","0","1.55","","0","198","0","3","-45","1","610074006","0","5","0","0","0","1"
"10075","5048322","5.5","0","1.25","","0","163","0","1","-35","1","610075004","0","5","5048321","0","71","1"
"10075","5048323","1.5","610075402","1.25","","3","163","0","2","-35","1","610075005","0","5","0","600","0","2"
"10075","0","1.5","0","1.25","","0","163","0","3","-35","1","610075006","0","5","0","0","0","1"
"10076","5076322","5.5","610076401","2.2","","3","200","0","1","-40","1","610076004","0","5","5076321","600","0","2"
"10076","5076323","1.5","610076402","2.4","","0","200","0","2","-40","1","610076005","0","5","0","0","97","1"
"10076","0","1.5","0","2.4","","0","200","0","3","-55","1","610076006","0","5","0","0","0","1"
"10077","5050322","5.5","610077401","1.25","","0","166","0","1","-35","1","610077004","35","5","5050321","0","0","3"
"10077","5050323","1.5","0","1.25","","0","166","0","2","-35","1","610077005","0","5","0","0","49","1"
"10077","0","1.5","0","1.25","","0","166","0","3","-35","1","610077006","0","5","0","0","0","1"
"10078","5078322","1.5","0","1.55","","0","203","0","1","-45","1","610078004","0","5","5078321","0","79","1"
"10078","5078323","1.5","0","1.55","","0","203","0","2","-45","1","610078005","490","5","0","0","0","4"
"10078","0","1.5","0","1.55","","0","203","0","3","-45","1","610078006","0","5","0","0","0","1"
"10079","5052322","5.5","0","1.7","","0","169","0","1","-75","1","610079004","0","5","5052321","0","77","1"
"10079","5052323","1.5","0","1.7","","0","169","0","2","-75","1","610079005","0","5","0","0","47","1"
"10079","0","1.5","0","1.7","","0","169","0","3","-75","1","610079006","0","5","0","0","0","1"
"10080","5080322","5.5","610080401","1.4","","3","206","0","1","-70","1","610080004","0","5","5080321","600","0","2"
"10080","5080323","1.5","610080402","1.5","","0","206","0","2","-70","1","610080005","0","5","0","0","67","1"
"10080","0","1.5","0","1.5","","0","206","0","3","-70","1","610080006","0","5","0","0","0","1"
"10081","5054322","5.5","0","1.7","","0","172","0","1","-75","1","610081004","0","5","5054321","0","48","1"
"10081","5054323","1.5","610081402","1.3","","0","172","0","2","-40","1","610081005","0","5","0","600","0","2"
"10081","0","1.5","0","1.7","","0","172","0","3","-75","1","610081006","0","5","0","0","0","1"
"10082","5082322","5.5","610082401","2","","3","209","0","1","-20","1","610082004","20","5","5082321","600","0","3"
"10082","5082323","1.5","0","2","","0","209","0","2","-20","1","610082005","0","5","0","0","49","1"
"10082","0","1.5","0","2","","0","209","0","3","-20","1","610082006","0","5","0","0","0","1"
"10083","5056322","5.5","0","2","","3","172","0","1","-20","1","610083004","0","5","5056321","600","77","1"
"10083","5056323","1.5","0","2","","0","172","0","2","-20","1","610083005","0","5","0","0","45","1"
"10083","0","1.5","0","2","","0","172","0","3","-20","1","610083006","0","5","0","0","0","1"
"10084","5084322","5.5","610084401","1.35","","3","212","0","1","5","1","610084004","0","5","5084321","600","0","2"
"10084","5084323","1.5","0","1.35","","0","212","0","2","5","1","610084005","10","5","0","600","0","3"
"10084","0","1.5","0","1.35","","0","212","0","3","5","1","610084006","0","5","0","0","0","1"
"10085","5085322","5.5","610085401","0.95","","3","212","0","1","-20","1","610085004","0","5","5085321","600","0","2"
"10085","5085323","1.5","0","1.2","","0","212","0","2","-20","1","610085005","0","5","0","600","75","1"
"10085","0","1.5","0","1.2","","0","212","0","3","-20","1","610085006","0","5","0","0","0","1"
"10086","5058322","5.5","610086401","1.75","","3","172","0","1","5","1","610086004","20","5","5058321","600","0","3"
"10086","5058323","1.5","0","1.75","","0","172","0","2","5","1","610086005","0","5","0","600","70","1"
"10086","0","1.5","0","1.75","","0","172","0","3","5","1","610086006","0","5","0","0","0","1"
"10087","5059322","5.5","0","1.55","","3","172","0","1","-20","1","610087004","0","5","5059321","600","71","1"
"10087","5059323","1.5","610087402","1.15","","0","172","0","2","0","1","610087005","0","5","0","600","0","2"
"10087","0","1.5","0","1.55","","0","172","0","3","-20","1","610087006","0","5","0","0","0","1"
"10088","5088322","5.5","610088401","1.4","","3","215","0","1","-70","1","610088004","15","5","5088321","600","0","3"
"10088","5088323","1.5","610088402","1.5","","0","215","0","2","-70","1","610088005","0","5","0","0","75","1"
"10088","0","1.5","0","1.5","","0","215","0","3","-70","1","610088006","0","5","0","0","0","1"
"10089","5061322","5.5","610089401","0.83","","3","172","0","1","-47","1","610089004","0","5","5061321","600","0","2"
"10089","5061323","1.5","0","0.83","","0","172","0","2","-47","1","610089005","0","5","0","600","60","1"
"10089","0","1.5","0","0.83","","0","172","0","3","-47","1","610089006","0","5","0","0","0","1"
"10090","5090322","5.5","0","1.18","","3","218","0","1","-45","1","610090004","0","5","5090321","600","78","1"
"10090","5090323","1.5","0","1.18","","0","218","0","2","-45","1","610090005","550","5","0","0","0","4"
"10090","0","1.5","0","1.18","","0","218","0","3","-45","1","610090006","0","5","0","0","0","1"
"10091","5064322","5.5","0","1.25","","3","172","0","1","-50","1","610091004","0","5","5064321","600","76","1"
"10091","5064323","1.5","0","1.25","","0","172","0","2","-50","1","610091005","0","5","0","600","50","1"
"10091","0","1.5","0","1.25","","0","172","0","3","-50","1","610091006","0","5","0","0","0","1"
"10092","5092322","5.5","0","1.4","","3","220","0","1","-50","1","610092004","0","5","5092321","600","60","1"
"10092","5092323","1.5","610092402","1.15","","0","220","0","2","-20","1","610092005","0","5","0","600","0","2"
"10092","0","1.5","0","1.4","","0","220","0","3","-50","1","610092006","0","5","0","0","0","1"
"10093","5066322","5.5","610093401","1","","3","172","0","1","-50","1","610093004","2500000","5","5066321","600","75","5"
"10093","5066323","1.5","610093402","1","","0","172","0","2","-50","1","610093005","0","5","0","600","0","2"
"10093","0","1.5","0","1","","0","172","0","3","-50","1","610093006","0","5","0","0","0","1"
"10094","5094322","5.5","610094401","2.2","","3","223","0","1","-50","1","610094004","10","5","5094321","600","0","3"
"10094","5094323","1.5","0","2.2","","0","223","0","2","-50","1","610094005","0","5","0","0","84","1"
"10094","0","1.5","0","2.2","","0","223","0","3","-50","1","610094006","0","5","0","0","0","1"
"10095","5068322","5.5","0","1.7","","3","172","0","1","-47","1","610095004","0","5","5068321","600","66","1"
"10095","5068323","1.5","610095402","1.5","","0","172","0","2","-47","1","610095005","0","5","0","600","0","2"
"10095","0","1.5","0","1.7","","0","172","0","3","-47","1","610095006","0","5","0","0","0","1"
"10096","5096322","5.5","0","1.3","","3","226","0","1","-120","1","610096004","0","5","5096321","600","76","1"
"10096","5096323","1.5","610096402","1","","0","226","0","2","-80","1","610096005","0","5","0","600","0","2"
"10096","0","1.5","0","1.3","","0","226","0","3","-120","1","610096006","0","5","0","0","0","1"
"10097","5070322","5.5","610097401","2","","3","172","1","1","-50","1","610097004","0","5","5070321","600","0","2"
"10097","5070323","1.5","610097402","2","","0","172","1","2","-50","1","610097005","0","5","0","600","0","2"
"10097","0","1.5","0","2","","0","172","0","3","-50","1","610097006","0","0","0","0","0","1"
"10098","5098322","5.5","610098401","1.3","","3","229","0","1","-120","1","610098004","0","5","5098321","600","0","2"
"10098","5098323","1.5","610098402","1.1","","0","229","0","2","-80","1","610098005","0","5","0","600","0","2"
"10098","0","1.5","0","1.3","","0","229","0","3","-85","1","610098006","0","5","0","0","0","1"
"10099","5072322","5.5","610099401","1.3","","3","172","0","1","-100","1","610099004","25","5","5072321","600","0","3"
"10099","5072323","1.5","610099402","1","","0","172","0","2","-80","1","610099005","0","5","0","600","0","2"
"10099","0","1.5","0","1.3","","0","172","0","3","-120","1","610099006","0","5","0","0","0","1"
"10100","5100322","5.5","610100401","1.1","","3","232","0","1","-50","1","610100004","0","5","5100321","600","0","2"
"10100","5100323","1.5","0","1.5","","0","232","0","2","-70","1","610100005","0","5","0","600","70","1"
"10100","0","1.5","610100110","1.5","","0","232","0","3","-70","1","610100006","0","5","0","0","0","1"
"10101","5074322","5.5","610101401","1.18","","3","175","0","1","-30","1","610101004","0","5","5074321","600","0","2"
"10101","5074323","1.5","610101402","1.55","","0","175","0","2","-30","1","610101005","25","5","0","600","0","3"
"10101","0","1.5","0","1.55","","0","175","0","3","-45","1","610101006","0","5","0","0","0","1"
"10102","5102322","5.5","0","1.25","","3","235","0","1","-85","1","610102004","0","5","5102321","600","32","1"
"10102","5102323","1.5","610102402","1.1","","0","235","0","2","-80","1","610102005","0","5","0","600","0","2"
"10102","0","1.5","0","1.25","","0","235","0","3","-85","1","610102006","0","5","0","0","0","1"
"10103","5076322","5.5","610103401","2.2","","3","178","0","1","-40","1","610103004","0","5","5076321","600","0","2"
