b914939856c63a11a2a3e240cf82275f47444f95d6b555c8d08b077a74ac9b5c,e8a62e6805609c683dde2bdd256d2311f1db46ce1357a8c75acf4d2c3f15b75a,2fdadf2f62041e0b15a6f72b5e3cfa8bd874c8f6017e911efa5402b7efc9ca9e,da0b9ed6fed481f9f81319f73c05eeac10f1829408d790abe57af74cc0fe74ef,bba63f47bd68171eee789fdf6ca0c4225cbcc2305944c3bac85c3def7f0ed6b1,5c1472f9765181282db4b980c736dae7eb9aa079f8c3f8630478192ab1ca73a9,010ca75b30d633fcecd0dbd507a6bdaa79f1a6bc177b1cb83369285b7cf714a8,a74d654a12680654aedfccb10ff9478983d7eba61eb7107f0e868ef2a130b826,768f2771784bb97634cabf679fd35e69c1cbaba8063b6a6862260ea452f64836
"74006504","0","8020","8020","36","8020","8020","8020","740065041"
"74006505","0","8020","8020","36","8020","8020","8020","740065051"
"810010011","0","8000","8000","43","8000","8010","8000","810010011"
"810010021","0","8000","8000","43","8000","8010","8000","810010021"
"810010031","0","8000","8000","43","8000","8010","8000","810010031"
"810010041","0","8000","8000","43","8000","8010","8000","810010041"
"810010051","0","8000","8000","43","8000","8010","8000","810010051"
"810010061","0","8000","8000","43","8000","8010","8000","810010061"
"810010071","0","8000","8000","43","8000","8010","8000","810010071"
"810010081","0","8000","8000","43","8000","8010","8000","810010081"
"810010091","0","8000","8000","43","8000","8010","8000","810010091"
"810010101","0","8000","8000","43","8000","8010","8000","810010101"
"810010111","0","8000","8000","43","8000","8010","8000","810010111"
"810010121","0","8000","8000","43","8000","8010","8000","810010121"
"810010131","0","8000","8000","43","8000","8010","8000","810010131"
"810010141","0","8000","8000","43","8000","8010","8000","810010141"
"810010151","0","8000","8000","43","8000","8010","8000","810010151"
"810010161","0","8000","8000","43","8000","8010","8000","810010161"
"810010171","0","8000","8000","43","8000","8010","8000","810010171"
"810010181","0","8000","8000","43","8000","8010","8000","810010181"
"810010191","0","8000","8000","43","8000","8010","8000","810010191"
"810010201","0","8000","8000","43","8000","8010","8000","810010201"
"810010211","0","8000","8000","43","8000","8010","8000","810010211"
"810010221","0","8000","8000","43","8000","8010","8000","810010221"
"810010231","0","8000","8000","43","8000","8010","8000","810010231"
"810010241","0","8000","8000","43","8000","8010","8000","810010241"
"810010251","0","8000","8000","43","8000","8010","8000","810010251"
"810010261","0","8000","8000","43","8000","8010","8000","810010261"
"810010271","0","8000","8000","43","8000","8010","8000","810010271"
"810010281","0","8000","8000","43","8000","8010","8000","810010281"
"810010291","0","8000","8000","43","8000","8010","8000","810010291"
"810010301","0","8000","8000","43","8000","8010","8000","810010301"
"810010311","0","8000","8000","43","8000","8020","8000","810010311"
"810010321","0","8000","8000","43","8000","8020","8000","810010321"
"810010331","0","8000","8000","43","8000","8020","8000","810010331"
"810010341","0","8000","8000","43","8000","8020","8000","810010341"
"810010351","0","8000","8000","43","8000","8020","8000","810010351"
"810010361","0","8000","8000","43","8000","8020","8000","810010361"
"810010371","0","8000","8000","43","8000","8020","8000","810010371"
"810010381","0","8000","8000","43","8000","8020","8000","810010381"
"810010391","0","8000","8000","43","8000","8020","8000","810010391"
"810010401","0","8000","8000","43","8000","8020","8000","810010401"
"810010411","0","8000","8000","43","8000","8020","8000","810010411"
"810010421","0","8000","8000","43","8000","8020","8000","810010421"
"810010431","0","8000","8000","43","8000","8020","8000","810010431"
"810010441","0","8000","8000","43","8000","8020","8000","810010441"
"810010451","0","8000","8000","43","8000","8020","8000","810010451"
"810010461","0","8000","8000","43","8000","8020","8000","810010461"
"810010471","0","8000","8000","43","8000","8020","8000","810010471"
"810010481","0","8000","8000","43","8000","8020","8000","810010481"
"810010491","0","8000","8000","43","8000","8020","8000","810010491"
"810010501","0","8000","8000","43","8000","8020","8000","810010501"
"810010511","0","8000","8000","43","8000","8020","8000","810010511"
"810010521","0","8000","8000","43","8000","8020","8000","810010521"
"810010531","0","8000","8000","43","8000","8020","8000","810010531"
"810010541","0","8000","8000","43","8000","8020","8000","810010541"
"810010551","0","8000","8000","43","8000","8020","8000","810010551"
"810010561","0","8000","8000","43","8000","8020","8000","810010561"
"810010571","0","8000","8000","43","8000","8020","8000","810010571"
"810010581","0","8000","8000","43","8000","8020","8000","810010581"
"810010591","0","8000","8000","43","8000","8020","8000","810010591"
"810010601","0","8000","8000","43","8000","8020","8000","810010601"
"810010611","0","8000","8000","43","8000","8020","8000","810010611"
"810010621","0","8000","8000","43","8000","8020","8000","810010621"
"810010631","0","8000","8000","43","8000","8020","8000","810010631"
"810010641","0","8000","8000","43","8000","8020","8000","810010641"
"810010651","0","8000","8000","43","8000","8020","8000","810010651"
"810010661","0","8000","8000","43","8000","8020","8000","810010661"
"810010671","0","8000","8000","43","8000","8020","8000","810010671"
"810010681","0","8000","8000","43","8000","8020","8000","810010681"
"810010691","0","8000","8000","43","8000","8020","8000","810010691"
"810010701","0","8000","8000","43","8000","8020","8000","810010701"
"820010011","0","8000","8000","43","8000","8000","8010","820010011"
"820010021","0","8000","8000","43","8000","8000","8010","820010021"
"820010031","0","8000","8000","43","8000","8000","8010","820010031"
"820010041","0","8000","8000","43","8000","8000","8010","820010041"
"820010051","0","8000","8000","43","8000","8000","8010","820010051"
"820010061","0","8000","8000","43","8000","8000","8010","820010061"
"820010071","0","8000","8000","43","8000","8000","8010","820010071"
"820010081","0","8000","8000","43","8000","8000","8010","820010081"
"820010091","0","8000","8000","43","8000","8000","8010","820010091"
"820010101","0","8000","8000","43","8000","8000","8010","820010101"
"820010111","0","8000","8000","43","8000","8000","8010","820010111"
"820010121","0","8000","8000","43","8000","8000","8010","820010121"
"820010131","0","8000","8000","43","8000","8000","8010","820010131"
"820010141","0","8000","8000","43","8000","8000","8010","820010141"
"820010151","0","8000","8000","43","8000","8000","8010","820010151"
"820010161","0","8000","8000","43","8000","8000","8010","820010161"
"820010171","0","8000","8000","43","8000","8000","8010","820010171"
"820010181","0","8000","8000","43","8000","8000","8010","820010181"
"820010191","0","8000","8000","43","8000","8000","8010","820010191"
"820010201","0","8000","8000","43","8000","8000","8010","820010201"
"820010211","0","8000","8000","43","8000","8000","8010","820010211"
"820010221","0","8000","8000","43","8000","8000","8010","820010221"
"820010231","0","8000","8000","43","8000","8000","8010","820010231"
"820010241","0","8000","8000","43","8000","8000","8010","820010241"
"820010251","0","8000","8000","43","8000","8000","8010","820010251"
"820010261","0","8000","8000","43","8000","8000","8010","820010261"
"820010271","0","8000","8000","43","8000","8000","8010","820010271"
"820010281","0","8000","8000","43","8000","8000","8010","820010281"
"820010291","0","8000","8000","43","8000","8000","8010","820010291"
"820010301","0","8000","8000","43","8000","8000","8010","820010301"
"820010311","0","8000","8000","43","8000","8000","8020","820010311"
"820010321","0","8000","8000","43","8000","8000","8020","820010321"
"820010331","0","8000","8000","43","8000","8000","8020","820010331"
"820010341","0","8000","8000","43","8000","8000","8020","820010341"
"820010351","0","8000","8000","43","8000","8000","8020","820010351"
"820010361","0","8000","8000","43","8000","8000","8020","820010361"
"820010371","0","8000","8000","43","8000","8000","8020","820010371"
"820010381","0","8000","8000","43","8000","8000","8020","820010381"
"820010391","0","8000","8000","43","8000","8000","8020","820010391"
"820010401","0","8000","8000","43","8000","8000","8020","820010401"
"820010411","0","8000","8000","43","8000","8000","8020","820010411"
"820010421","0","8000","8000","43","8000","8000","8020","820010421"
"820010431","0","8000","8000","43","8000","8000","8020","820010431"
"820010441","0","8000","8000","43","8000","8000","8020","820010441"
"820010451","0","8000","8000","43","8000","8000","8020","820010451"
"820010461","0","8000","8000","43","8000","8000","8020","820010461"
"820010471","0","8000","8000","43","8000","8000","8020","820010471"
"820010481","0","8000","8000","43","8000","8000","8020","820010481"
"820010491","0","8000","8000","43","8000","8000","8020","820010491"
"820010501","0","8000","8000","43","8000","8000","8020","820010501"
"820010511","0","8000","8000","43","8000","8000","8020","820010511"
"820010521","0","8000","8000","43","8000","8000","8020","820010521"
"820010531","0","8000","8000","43","8000","8000","8020","820010531"
"820010541","0","8000","8000","43","8000","8000","8020","820010541"
"820010551","0","8000","8000","43","8000","8000","8020","820010551"
"820010561","0","8000","8000","43","8000","8000","8020","820010561"
"820010571","0","8000","8000","43","8000","8000","8020","820010571"
"820010581","0","8000","8000","43","8000","8000","8020","820010581"
"820010591","0","8000","8000","43","8000","8000","8020","820010591"
"820010601","0","8000","8000","43","8000","8000","8020","820010601"
"820010611","0","8000","8000","43","8000","8000","8020","820010611"
"820010621","0","8000","8000","43","8000","8000","8020","820010621"
"820010631","0","8000","8000","43","8000","8000","8020","820010631"
"820010641","0","8000","8000","43","8000","8000","8020","820010641"
"820010651","0","8000","8000","43","8000","8000","8020","820010651"
"820010661","0","8000","8000","43","8000","8000","8020","820010661"
"820010671","0","8000","8000","43","8000","8000","8020","820010671"
"820010681","0","8000","8000","43","8000","8000","8020","820010681"
"820010691","0","8000","8000","43","8000","8000","8020","820010691"
"820010701","0","8000","8000","43","8000","8000","8020","820010701"
"830010011","0","8000","8010","43","8000","8000","8000","830010011"
"830010021","0","8000","8010","43","8000","8000","8000","830010021"
"830010031","0","8000","8010","43","8000","8000","8000","830010031"
"830010041","0","8000","8010","43","8000","8000","8000","830010041"
"830010051","0","8000","8010","43","8000","8000","8000","830010051"
"830010061","0","8000","8010","43","8000","8000","8000","830010061"
"830010071","0","8000","8010","43","8000","8000","8000","830010071"
"830010081","0","8000","8010","43","8000","8000","8000","830010081"
"830010091","0","8000","8010","43","8000","8000","8000","830010091"
"830010101","0","8000","8010","43","8000","8000","8000","830010101"
"830010111","0","8000","8010","43","8000","8000","8000","830010111"
"830010121","0","8000","8010","43","8000","8000","8000","830010121"
"830010131","0","8000","8010","43","8000","8000","8000","830010131"
"830010141","0","8000","8010","43","8000","8000","8000","830010141"
"830010151","0","8000","8010","43","8000","8000","8000","830010151"
"830010161","0","8000","8010","43","8000","8000","8000","830010161"
"830010171","0","8000","8010","43","8000","8000","8000","830010171"
"830010181","0","8000","8010","43","8000","8000","8000","830010181"
"830010191","0","8000","8010","43","8000","8000","8000","830010191"
"830010201","0","8000","8010","43","8000","8000","8000","830010201"
"830010211","0","8000","8010","43","8000","8000","8000","830010211"
"830010221","0","8000","8010","43","8000","8000","8000","830010221"
"830010231","0","8000","8010","43","8000","8000","8000","830010231"
"830010241","0","8000","8010","43","8000","8000","8000","830010241"
"830010251","0","8000","8010","43","8000","8000","8000","830010251"
"830010261","0","8000","8010","43","8000","8000","8000","830010261"
"830010271","0","8000","8010","43","8000","8000","8000","830010271"
"830010281","0","8000","8010","43","8000","8000","8000","830010281"
"830010291","0","8000","8010","43","8000","8000","8000","830010291"
"830010301","0","8000","8010","43","8000","8000","8000","830010301"
"830010311","0","8000","8020","43","8000","8000","8000","830010311"
"830010321","0","8000","8020","43","8000","8000","8000","830010321"
"830010331","0","8000","8020","43","8000","8000","8000","830010331"
"830010341","0","8000","8020","43","8000","8000","8000","830010341"
"830010351","0","8000","8020","43","8000","8000","8000","830010351"
"830010361","0","8000","8020","43","8000","8000","8000","830010361"
"830010371","0","8000","8020","43","8000","8000","8000","830010371"
"830010381","0","8000","8020","43","8000","8000","8000","830010381"
"830010391","0","8000","8020","43","8000","8000","8000","830010391"
"830010401","0","8000","8020","43","8000","8000","8000","830010401"
"830010411","0","8000","8020","43","8000","8000","8000","830010411"
"830010421","0","8000","8020","43","8000","8000","8000","830010421"
"830010431","0","8000","8020","43","8000","8000","8000","830010431"
"830010441","0","8000","8020","43","8000","8000","8000","830010441"
"830010451","0","8000","8020","43","8000","8000","8000","830010451"
"830010461","0","8000","8020","43","8000","8000","8000","830010461"
"830010471","0","8000","8020","43","8000","8000","8000","830010471"
"830010481","0","8000","8020","43","8000","8000","8000","830010481"
"830010491","0","8000","8020","43","8000","8000","8000","830010491"
"830010501","0","8000","8020","43","8000","8000","8000","830010501"
"830010511","0","8000","8020","43","8000","8000","8000","830010511"
"830010521","0","8000","8020","43","8000","8000","8000","830010521"
"830010531","0","8000","8020","43","8000","8000","8000","830010531"
"830010541","0","8000","8020","43","8000","8000","8000","830010541"
"830010551","0","8000","8020","43","8000","8000","8000","830010551"
"830010561","0","8000","8020","43","8000","8000","8000","830010561"
"830010571","0","8000","8020","43","8000","8000","8000","830010571"
"830010581","0","8000","8020","43","8000","8000","8000","830010581"
"830010591","0","8000","8020","43","8000","8000","8000","830010591"
"830010601","0","8000","8020","43","8000","8000","8000","830010601"
"830010611","0","8000","8020","43","8000","8000","8000","830010611"
"830010621","0","8000","8020","43","8000","8000","8000","830010621"
"830010631","0","8000","8020","43","8000","8000","8000","830010631"
"830010641","0","8000","8020","43","8000","8000","8000","830010641"
"830010651","0","8000","8020","43","8000","8000","8000","830010651"
"830010661","0","8000","8020","43","8000","8000","8000","830010661"
"830010671","0","8000","8020","43","8000","8000","8000","830010671"
"830010681","0","8000","8020","43","8000","8000","8000","830010681"
"830010691","0","8000","8020","43","8000","8000","8000","830010691"
"830010701","0","8000","8020","43","8000","8000","8000","830010701"
"840010011","0","8000","8000","43","8010","8000","8000","840010011"
"840010021","0","8000","8000","43","8010","8000","8000","840010021"
"840010031","0","8000","8000","43","8010","8000","8000","840010031"
"840010041","0","8000","8000","43","8010","8000","8000","840010041"
"840010051","0","8000","8000","43","8010","8000","8000","840010051"
"840010061","0","8000","8000","43","8010","8000","8000","840010061"
"840010071","0","8000","8000","43","8010","8000","8000","840010071"
"840010081","0","8000","8000","43","8010","8000","8000","840010081"
"840010091","0","8000","8000","43","8010","8000","8000","840010091"
"840010101","0","8000","8000","43","8010","8000","8000","840010101"
"840010111","0","8000","8000","43","8010","8000","8000","840010111"
"840010121","0","8000","8000","43","8010","8000","8000","840010121"
"840010131","0","8000","8000","43","8010","8000","8000","840010131"
"840010141","0","8000","8000","43","8010","8000","8000","840010141"
"840010151","0","8000","8000","43","8010","8000","8000","840010151"
"840010161","0","8000","8000","43","8010","8000","8000","840010161"
"840010171","0","8000","8000","43","8010","8000","8000","840010171"
"840010181","0","8000","8000","43","8010","8000","8000","840010181"
"840010191","0","8000","8000","43","8010","8000","8000","840010191"
"840010201","0","8000","8000","43","8010","8000","8000","840010201"
"840010211","0","8000","8000","43","8010","8000","8000","840010211"
"840010221","0","8000","8000","43","8010","8000","8000","840010221"
"840010231","0","8000","8000","43","8010","8000","8000","840010231"
"840010241","0","8000","8000","43","8010","8000","8000","840010241"
"840010251","0","8000","8000","43","8010","8000","8000","840010251"
"840010261","0","8000","8000","43","8010","8000","8000","840010261"
"840010271","0","8000","8000","43","8010","8000","8000","840010271"
"840010281","0","8000","8000","43","8010","8000","8000","840010281"
"840010291","0","8000","8000","43","8010","8000","8000","840010291"
"840010301","0","8000","8000","43","8010","8000","8000","840010301"
"840010311","0","8000","8000","43","8020","8000","8000","840010311"
"840010321","0","8000","8000","43","8020","8000","8000","840010321"
"840010331","0","8000","8000","43","8020","8000","8000","840010331"
"840010341","0","8000","8000","43","8020","8000","8000","840010341"
"840010351","0","8000","8000","43","8020","8000","8000","840010351"
"840010361","0","8000","8000","43","8020","8000","8000","840010361"
"840010371","0","8000","8000","43","8020","8000","8000","840010371"
"840010381","0","8000","8000","43","8020","8000","8000","840010381"
"840010391","0","8000","8000","43","8020","8000","8000","840010391"
"840010401","0","8000","8000","43","8020","8000","8000","840010401"
"840010411","0","8000","8000","43","8020","8000","8000","840010411"
"840010421","0","8000","8000","43","8020","8000","8000","840010421"
"840010431","0","8000","8000","43","8020","8000","8000","840010431"
"840010441","0","8000","8000","43","8020","8000","8000","840010441"
"840010451","0","8000","8000","43","8020","8000","8000","840010451"
"840010461","0","8000","8000","43","8020","8000","8000","840010461"
"840010471","0","8000","8000","43","8020","8000","8000","840010471"
"840010481","0","8000","8000","43","8020","8000","8000","840010481"
"840010491","0","8000","8000","43","8020","8000","8000","840010491"
"840010501","0","8000","8000","43","8020","8000","8000","840010501"
"840010511","0","8000","8000","43","8020","8000","8000","840010511"
"840010521","0","8000","8000","43","8020","8000","8000","840010521"
"840010531","0","8000","8000","43","8020","8000","8000","840010531"
"840010541","0","8000","8000","43","8020","8000","8000","840010541"
"840010551","0","8000","8000","43","8020","8000","8000","840010551"
"840010561","0","8000","8000","43","8020","8000","8000","840010561"
"840010571","0","8000","8000","43","8020","8000","8000","840010571"
"840010581","0","8000","8000","43","8020","8000","8000","840010581"
"840010591","0","8000","8000","43","8020","8000","8000","840010591"
"840010601","0","8000","8000","43","8020","8000","8000","840010601"
"840010611","0","8000","8000","43","8020","8000","8000","840010611"
"840010621","0","8000","8000","43","8020","8000","8000","840010621"
"840010631","0","8000","8000","43","8020","8000","8000","840010631"
"840010641","0","8000","8000","43","8020","8000","8000","840010641"
"840010651","0","8000","8000","43","8020","8000","8000","840010651"
"840010661","0","8000","8000","43","8020","8000","8000","840010661"
"840010671","0","8000","8000","43","8020","8000","8000","840010671"
"840010681","0","8000","8000","43","8020","8000","8000","840010681"
"840010691","0","8000","8000","43","8020","8000","8000","840010691"
"840010701","0","8000","8000","43","8020","8000","8000","840010701"
"850010011","0","8010","8000","43","8000","8000","8000","850010011"
"850010021","0","8010","8000","43","8000","8000","8000","850010021"
"850010031","0","8010","8000","43","8000","8000","8000","850010031"
"850010041","0","8010","8000","43","8000","8000","8000","850010041"
"850010051","0","8010","8000","43","8000","8000","8000","850010051"
"850010061","0","8010","8000","43","8000","8000","8000","850010061"
"850010071","0","8010","8000","43","8000","8000","8000","850010071"
"850010081","0","8010","8000","43","8000","8000","8000","850010081"
"850010091","0","8010","8000","43","8000","8000","8000","850010091"
"850010101","0","8010","8000","43","8000","8000","8000","850010101"
"850010111","0","8010","8000","43","8000","8000","8000","850010111"
"850010121","0","8010","8000","43","8000","8000","8000","850010121"
"850010131","0","8010","8000","43","8000","8000","8000","850010131"
"850010141","0","8010","8000","43","8000","8000","8000","850010141"
"850010151","0","8010","8000","43","8000","8000","8000","850010151"
"850010161","0","8010","8000","43","8000","8000","8000","850010161"
"850010171","0","8010","8000","43","8000","8000","8000","850010171"
"850010181","0","8010","8000","43","8000","8000","8000","850010181"
"850010191","0","8010","8000","43","8000","8000","8000","850010191"
"850010201","0","8010","8000","43","8000","8000","8000","850010201"
"850010211","0","8010","8000","43","8000","8000","8000","850010211"
"850010221","0","8010","8000","43","8000","8000","8000","850010221"
"850010231","0","8010","8000","43","8000","8000","8000","850010231"
"850010241","0","8010","8000","43","8000","8000","8000","850010241"
"850010251","0","8010","8000","43","8000","8000","8000","850010251"
"850010261","0","8010","8000","43","8000","8000","8000","850010261"
"850010271","0","8010","8000","43","8000","8000","8000","850010271"
"850010281","0","8010","8000","43","8000","8000","8000","850010281"
"850010291","0","8010","8000","43","8000","8000","8000","850010291"
"850010301","0","8010","8000","43","8000","8000","8000","850010301"
"850010311","0","8020","8000","43","8000","8000","8000","850010311"
"850010321","0","8020","8000","43","8000","8000","8000","850010321"
"850010331","0","8020","8000","43","8000","8000","8000","850010331"
"850010341","0","8020","8000","43","8000","8000","8000","850010341"
"850010351","0","8020","8000","43","8000","8000","8000","850010351"
"850010361","0","8020","8000","43","8000","8000","8000","850010361"
"850010371","0","8020","8000","43","8000","8000","8000","850010371"
"850010381","0","8020","8000","43","8000","8000","8000","850010381"
"850010391","0","8020","8000","43","8000","8000","8000","850010391"
"850010401","0","8020","8000","43","8000","8000","8000","850010401"
"850010411","0","8020","8000","43","8000","8000","8000","850010411"
"850010421","0","8020","8000","43","8000","8000","8000","850010421"
"850010431","0","8020","8000","43","8000","8000","8000","850010431"
"850010441","0","8020","8000","43","8000","8000","8000","850010441"
"850010451","0","8020","8000","43","8000","8000","8000","850010451"
"850010461","0","8020","8000","43","8000","8000","8000","850010461"
"850010471","0","8020","8000","43","8000","8000","8000","850010471"
"850010481","0","8020","8000","43","8000","8000","8000","850010481"
"850010491","0","8020","8000","43","8000","8000","8000","850010491"
"850010501","0","8020","8000","43","8000","8000","8000","850010501"
"850010511","0","8020","8000","43","8000","8000","8000","850010511"
"850010521","0","8020","8000","43","8000","8000","8000","850010521"
"850010531","0","8020","8000","43","8000","8000","8000","850010531"
"850010541","0","8020","8000","43","8000","8000","8000","850010541"
"850010551","0","8020","8000","43","8000","8000","8000","850010551"
"850010561","0","8020","8000","43","8000","8000","8000","850010561"
"850010571","0","8020","8000","43","8000","8000","8000","850010571"
"850010581","0","8020","8000","43","8000","8000","8000","850010581"
"850010591","0","8020","8000","43","8000","8000","8000","850010591"
"850010601","0","8020","8000","43","8000","8000","8000","850010601"
"850010611","0","8020","8000","43","8000","8000","8000","850010611"
"850010621","0","8020","8000","43","8000","8000","8000","850010621"
"850010631","0","8020","8000","43","8000","8000","8000","850010631"
"850010641","0","8020","8000","43","8000","8000","8000","850010641"
"850010651","0","8020","8000","43","8000","8000","8000","850010651"
"850010661","0","8020","8000","43","8000","8000","8000","850010661"
"850010671","0","8020","8000","43","8000","8000","8000","850010671"
"850010681","0","8020","8000","43","8000","8000","8000","850010681"
"850010691","0","8020","8000","43","8000","8000","8000","850010691"
"850010701","0","8020","8000","43","8000","8000","8000","850010701"
"924070100","0","8000","8000","46","8000","8010","8000","924070100"
"924070200","0","8000","8000","46","8000","8010","8000","924070200"
"924070300","0","8000","8000","46","8000","8010","8000","924070300"
"924071100","0","8000","8000","47","8000","8010","8000","924071100"
"924071200","0","8000","8000","47","8000","8010","8000","924071200"
"924071300","0","8000","8000","47","8000","8010","8000","924071300"
"924071400","0","8000","8000","47","8000","8010","8000","924071400"
"924072100","0","8000","8000","47","8000","8010","8000","924072100"
"924072200","0","8000","8000","47","8000","8010","8000","924072200"
"924072300","0","8000","8000","47","8000","8010","8000","924072300"
"924072400","0","8000","8000","47","8000","8010","8000","924072400"
"924073100","0","8000","8000","47","8000","8010","8000","924073100"
"924073200","0","8000","8000","47","8000","8010","8000","924073200"
"924073300","0","8000","8000","47","8000","8010","8000","924073300"
"924073400","0","8000","8000","47","8000","8010","8000","924073400"
"924080100","0","8000","8000","46","8000","8000","8010","924080100"
"924080200","0","8000","8000","46","8000","8000","8010","924080200"
"924080300","0","8000","8000","46","8000","8000","8010","924080300"
"924081100","0","8000","8000","47","8000","8000","8010","924081100"
"924081200","0","8000","8000","47","8000","8000","8010","924081200"
"924081300","0","8000","8000","47","8000","8000","8010","924081300"
"924081400","0","8000","8000","47","8000","8000","8010","924081400"
"924082100","0","8000","8000","47","8000","8000","8010","924082100"
"924082200","0","8000","8000","47","8000","8000","8010","924082200"
"924082300","0","8000","8000","47","8000","8000","8010","924082300"
"924082400","0","8000","8000","47","8000","8000","8010","924082400"
"924083100","0","8000","8000","47","8000","8000","8010","924083100"
"924083200","0","8000","8000","47","8000","8000","8010","924083200"
"924083300","0","8000","8000","47","8000","8000","8010","924083300"
"924083400","0","8000","8000","47","8000","8000","8010","924083400"
"924090100","0","8010","8000","46","8000","8000","8000","924090100"
"924090200","0","8010","8000","46","8000","8000","8000","924090200"
"924090300","0","8010","8000","46","8000","8000","8000","924090300"
"924091100","0","8010","8000","47","8000","8000","8000","924091100"
"924091200","0","8010","8000","47","8000","8000","8000","924091200"
"924091300","0","8010","8000","47","8000","8000","8000","924091300"
"924091400","0","8010","8000","47","8000","8000","8000","924091400"
"924092100","0","8010","8000","47","8000","8000","8000","924092100"
"924092200","0","8010","8000","47","8000","8000","8000","924092200"
"924092300","0","8010","8000","47","8000","8000","8000","924092300"
"924092400","0","8010","8000","47","8000","8000","8000","924092400"
"924093100","0","8010","8000","47","8000","8000","8000","924093100"
"924093200","0","8010","8000","47","8000","8000","8000","924093200"
"924093300","0","8010","8000","47","8000","8000","8000","924093300"
"924093400","0","8010","8000","47","8000","8000","8000","924093400"
"924100100","0","8000","8000","46","8010","8000","8000","924100100"
"924100200","0","8000","8000","46","8010","8000","8000","924100200"
"924100300","0","8000","8000","46","8010","8000","8000","924100300"
"924101100","0","8000","8000","47","8010","8000","8000","924101100"
"924101200","0","8000","8000","47","8010","8000","8000","924101200"
"924101300","0","8000","8000","47","8010","8000","8000","924101300"
"924101400","0","8000","8000","47","8010","8000","8000","924101400"
"924102100","0","8000","8000","47","8010","8000","8000","924102100"
"924102200","0","8000","8000","47","8010","8000","8000","924102200"
"924102300","0","8000","8000","47","8010","8000","8000","924102300"
"924102400","0","8000","8000","47","8010","8000","8000","924102400"
"924103100","0","8000","8000","47","8010","8000","8000","924103100"
"924103200","0","8000","8000","47","8010","8000","8000","924103200"
"924103300","0","8000","8000","47","8010","8000","8000","924103300"
"924103400","0","8000","8000","47","8010","8000","8000","924103400"
"924110100","0","8000","8000","46","8000","8010","8000","924110100"
"924110200","0","8000","8000","46","8000","8010","8000","924110200"
"924110300","0","8000","8000","46","8000","8010","8000","924110300"
"924111100","0","8000","8000","47","8000","8010","8000","924111100"
"924111200","0","8000","8000","47","8000","8010","8000","924111200"
"924111300","0","8000","8000","47","8000","8010","8000","924111300"
"924111400","0","8000","8000","47","8000","8010","8000","924111400"
"924112100","0","8000","8000","47","8000","8010","8000","924112100"
"924112200","0","8000","8000","47","8000","8010","8000","924112200"
"924112300","0","8000","8000","47","8000","8010","8000","924112300"
"924112400","0","8000","8000","47","8000","8010","8000","924112400"
"924113100","0","8000","8000","47","8000","8010","8000","924113100"
"924113200","0","8000","8000","47","8000","8010","8000","924113200"
"924113300","0","8000","8000","47","8000","8010","8000","924113300"
"924113400","0","8000","8000","47","8000","8010","8000","924113400"
"924120100","0","8000","8010","46","8000","8000","8000","924120100"
"924120200","0","8000","8010","46","8000","8000","8000","924120200"
"924120300","0","8000","8010","46","8000","8000","8000","924120300"
"924121100","0","8000","8010","47","8000","8000","8000","924121100"
"924121200","0","8000","8010","47","8000","8000","8000","924121200"
