e133e29eb47c493575f5e8d358b93782c7aeb5b048347aa632c719c98d30e3a0,423564b08a2dd132a0e829718efe7d2c48167006a3f680864ba026c25e6b99c3,de60487e4b5971ef24459f4bdb7ac38251ad2575216c71db9503346b5c5234e0,8ddfa8c56af9fa6ecbf01caeae25d8379449098710c427a833af6704325f2876,9cf3af52ae912c5b151ede20c470d93a0bafde31ea478c96341f7048ccd49cfc,6cb21df2dc1375e3bf566e723a35640cba6e47b78c8ff02aeeae71ab5131351d,f3e1ef53b7ae868be2e8e01aad9b977276cec875ac4f61c418a1affc897960af,b68daef5336a7b00fe4ff3383f73ecbf7da35d6afa0645769e7d4992051b2b09,2c51e3de8e80db61719a8fad9f6f6510f80f27e3914cc22112ac3930f59b254f,075f7a238d8899f86ed9cfa198fa8f8f8fef4fc05842037bf7b3538857671b9c,4ff984426fef3dc2f707223becdcb4d2cf234c8cb5b08465204111853390eb11,6576ba12b613b50a8cfada8229c37d879f053ac0301912bf65f0f233b6401c68,82cae13bcffa9fbdd964bdb11107eb281ec76e440270a44b99e21a1b5be5f701,5bc1a86829b28477b3a998972550da61ef2523f2da3312fb40c4463e5f74763c,4d9455f89980584ee385ead6752cca0e187982b9bdf22b79e39470c487f816b6,3f3b3ff3b139f832e06f2aef345341654871f30b9fb7847bc1299aad58cc9849,6aea79370ac99af4ff05dab0ad65d0a043e2da733e58212a297c73674d2de857,d7b4bd4488f38b64ca1fe1f1ad957ee07f9fda8625101b26139d0de7d158a3fc,eb64ecabd2209f5b87b5c5dc10f07937411db200bdac7c2214f9a7f98c1270b6,a8c7bf0ee76810cfab7e17e4b9783934f56ac0145eb09ac202bc21d6e185ea1e,10dbb0302d5c8ec2e3886914148fab0db873d242c50e9729ec3dce36524a6a73
"NONE","NONE","400","NONE","3500","0","JumpOverTrap","NONE","0","0","1010","NONE","JumpOverTrap","EnemyB","0","2200","SpeedTerritoryA","3000","0","1400","JumpOverTrap"
"NONE","NONE","400","NONE","2800","0","EnemyH","NONE","3300","0","1011","AccelBoardA","EnemyA","JumpOverTrap","0","1500","SpeedTerritoryA","2400","0","900","JumpBoard"
"NONE","NONE","300","NONE","3750","0","Balloon","NONE","0","0","1012","NONE","EnemyB","JumpBoard","0","2200","SpeedTerritoryA_NoColl","2850","0","1200","SpeedTerritoryA_NoColl"
"NONE","NONE","900","NONE","3300","0","SpeedTerritoryA","NONE","0","0","1013","NONE","TrapA","EnemyH","0","2100","AccelBoardA","2600","0","1400","TrapA"
"NONE","NONE","400","NONE","2600","0","WholeCake","JumpOverEnemyB","3000","0","1014","AccelBoardA","JumpOverTrap","JumpOverEnemyB","0","1800","SpeedTerritoryA","2200","3500","1400","TrapA"
"NONE","NONE","600","NONE","3700","0","Balloon","NONE","0","0","1015","NONE","EnemyC","TrapA_NoCall","0","1900","EnemyA_NoColl","2500","0","1100","SpeedTerritoryA_NoColl"
"NONE","NONE","600","NONE","0","0","AccelBoardA","NONE","0","0","1016","NONE","NONE","TrapA","0","2300","EnemyB","3300","0","1400","AccelBoardA"
"NONE","NONE","400","NONE","3300","0","AccelBoardA","NONE","0","0","1017","NONE","TrapA","AccelBoardA","0","1600","EnemyB","2500","0","1200","WholeCake"
"NONE","NONE","600","NONE","2400","0","TrapA","NONE","2900","0","1018","EnemyB_NoColl","EnemyA_NoColl","EnemyB_NoColl","0","1100","TrapA","1900","0","900","Balloon"
"NONE","NONE","500","NONE","3000","0","TrapA","NONE","3800","0","1019","TrapA","AccelBoardA","EnemyA","0","2000","TrapA","2500","0","1200","TrapA"
"NONE","NONE","400","NONE","2700","0","AccelBoardA","EnemyH","3100","0","1020","EnemyH","TrapA","TrapA","0","1900","JumpBoard","2300","3700","900","TrapA"
"NONE","NONE","400","NONE","3400","0","EnemyB","NONE","0","0","1021","NONE","AccelBoardA","TrapA_NoCall","0","1550","Balloon","2400","0","700","EnemyA_NoColl"
"NONE","NONE","800","NONE","3400","0","EnemyC","NONE","0","0","1022","NONE","SpeedTerritoryA","AccelBoardA","0","1800","TrapA","2500","0","1200","TrapA"
"NONE","NONE","500","NONE","3000","0","EnemyD","NONE","3500","0","1023","TrapA","TrapA","WholeCake","0","1500","TrapA","2000","0","1000","JumpOverEnemyC"
"NONE","NONE","400","NONE","2300","0","EnemyC","JumpOverEnemyC","3200","0","1024","TrapA","EnemyB_NoColl","SpeedTerritoryA_NoColl","0","1300","Balloon","1800","3700","600","EnemyA_NoColl"
"NONE","NONE","900","NONE","3400","0","EnemyB","NONE","0","0","1025","NONE","AccelBoardA","AccelBoardA","0","2000","AccelBoardA","2700","0","1300","AccelBoardA"
"NONE","NONE","400","NONE","0","0","EnemyB","NONE","0","0","1026","NONE","NONE","JumpBoard","0","1500","AccelBoardA","2500","0","800","WholeCake"
"NONE","NONE","400","NONE","2600","0","SpeedTerritoryA","NONE","3100","0","1027","JumpBoard","EnemyA_NoColl","EnemyB_NoColl","0","700","TrapA","1700","0","630","Balloon"
"NONE","NONE","600","NONE","3200","0","SpeedTerritoryA","NONE","0","0","1028","NONE","AccelBoardA","TrapA","0","2300","AccelBoardA","2700","0","1400","EnemyH"
"NONE","NONE","500","NONE","0","0","EnemyD","NONE","0","0","1029","NONE","NONE","WarpGateA","0","1700","TrapA","2500","0","1000","SpeedTerritoryA"
"NONE","NONE","500","NONE","2800","0","WholeCake","NONE","3500","0","1030","SpeedTerritoryA","TrapA","TrapA","0","2000","AccelBoardA","2500","0","1500","AccelBoardA"
"NONE","NONE","350","NONE","3200","0","Balloon","NONE","3500","0","1031","AccelBoardA","EnemyH","TrapA","0","2200","SpeedTerritoryA_NoColl","2900","0","1200","SpeedTerritoryA_NoColl"
"NONE","NONE","700","NONE","0","0","AccelBoardA","NONE","0","0","1032","NONE","NONE","NONE","0","3000","EnemyA","0","0","1500","EnemyA"
"NONE","NONE","700","NONE","0","0","TrapA","NONE","0","0","1033","NONE","NONE","SpeedTerritoryA","0","2200","AccelBoardA","3100","0","1400","EnemyA"
"NONE","NONE","500","NONE","3000","0","TrapA","NONE","3500","0","1034","SpeedTerritoryB","JumpOverEnemyA","JumpOverEnemyD","0","2000","JumpOverTrap","2500","0","1000","JumpOverEnemyC"
"NONE","NONE","400","NONE","2300","0","JumpOverTrap","EnemyB_NoColl","2700","0","1035","TrapA_NoCall","EnemyB_NoColl","Balloon","0","1200","EnemyD","1500","3100","800","TrapA"
"NONE","NONE","500","NONE","0","0","AccelBoardA","NONE","0","0","1036","NONE","NONE","NONE","0","2700","SpeedTerritoryA","0","0","1200","TrapA"
"NONE","NONE","500","NONE","0","0","EnemyH","NONE","0","0","1037","NONE","NONE","AccelBoardA","0","2000","AccelBoardA","3000","0","1000","TrapA"
"NONE","NONE","500","NONE","3000","0","SpeedTerritoryB","NONE","3500","0","1038","AccelBoardA","AccelBoardA","EnemyB","0","2200","WholeCake","2700","0","1000","AccelBoardA"
"NONE","NONE","800","NONE","3100","0","SpeedTerritoryA","NONE","0","0","1039","NONE","NONE","NONE","0","2500","TrapA","2400","0","1700","WarpGateA"
"NONE","NONE","500","NONE","2500","0","EnemyB","NONE","0","0","1040","NONE","WarpGateA","JumpOverEnemyA","0","1400","EnemyD","1800","0","1000","JumpOverEnemyA"
"NONE","NONE","1000","NONE","3300","0","TrapA","NONE","0","0","1041","NONE","AccelBoardA","EnemyD","0","2000","TrapA","2800","0","1500","AccelBoardA"
"NONE","NONE","500","NONE","2700","0","TrapA","NONE","3300","0","1042","AccelBoardA","JumpOverEnemyA","WholeCake","0","1300","TrapA","1800","0","900","AccelBoardA"
"NONE","NONE","500","NONE","2700","0","AccelBoardA","NONE","0","0","1043","NONE","TrapA","EnemyD","0","1500","EnemyC","2200","0","1100","AccelBoardA"
"NONE","NONE","500","NONE","0","0","AccelBoardA","NONE","0","0","1044","NONE","NONE","SpeedTerritoryB","0","2300","EnemyC","3300","0","1400","JumpBoard"
"NONE","NONE","1280","NONE","0","0","EnemyB","NONE","0","0","1045","NONE","NONE","AccelBoardA","0","2300","AccelBoardA","2700","0","1900","AccelBoardA"
"NONE","NONE","400","NONE","2500","0","AccelBoardA","NONE","0","0","1046","NONE","JumpBoard","EnemyB","0","1300","AccelBoardA","2000","0","900","AccelBoardA"
"NONE","NONE","700","NONE","0","0","SpeedTerritoryB","NONE","0","0","1047","NONE","NONE","NONE","0","2400","AccelBoardA","0","0","1500","WarpGateA"
"NONE","NONE","550","NONE","0","0","EnemyH","NONE","0","0","1048","NONE","NONE","TrapA","0","2500","AccelBoardA","3100","0","1600","TrapA"
"NONE","NONE","500","NONE","3000","0","SpeedTerritoryB","NONE","3500","0","1049","TrapA","TrapA","JumpOverTrap","0","2000","WholeCake","2500","0","1000","AccelBoardA"
"NONE","NONE","600","NONE","3000","0","JumpOverTrap","NONE","3600","0","1050","JumpOverTrap","JumpOverTrap","JumpOverTrap","0","1800","JumpOverTrap","2400","0","1200","JumpOverTrap"
"NONE","NONE","500","NONE","0","0","JumpBoard","NONE","0","0","1051","NONE","NONE","JumpBoard","0","2200","JumpBoard","3000","0","1300","JumpBoard"
"NONE","NONE","300","NONE","0","0","JumpBoard","NONE","0","0","1052","NONE","NONE","SpeedTerritoryA","0","2100","JumpBoard","3500","0","1200","JumpBoard"
"NONE","NONE","600","NONE","3000","0","JumpOverTrap","NONE","3600","0","1053","TrapA","TrapA","TrapA","0","1800","JumpOverTrap","2400","0","1200","JumpOverTrap"
"NONE","NONE","500","NONE","0","0","JumpBoard","NONE","0","0","1054","NONE","NONE","NONE","0","0","NONE","0","0","0","NONE"
"NONE","NONE","300","NONE","0","0","JumpBoard","NONE","0","0","1055","NONE","NONE","EnemyB","0","2100","JumpBoard","3500","0","1200","JumpBoard"
"NONE","NONE","600","NONE","3000","0","JumpOverTrap","NONE","3600","0","1056","TrapA","JumpOverTrap","JumpOverTrap","0","1800","JumpOverTrap","2400","0","1200","JumpOverTrap"
"NONE","NONE","500","NONE","0","0","JumpBoard","NONE","0","0","1057","NONE","NONE","NONE","0","2500","JumpBoard","0","0","1500","JumpBoard"
"NONE","NONE","300","NONE","0","0","JumpBoard","NONE","0","0","1058","NONE","NONE","EnemyD","0","2100","JumpBoard","3500","0","1200","JumpBoard"
"NONE","NONE","600","NONE","3000","0","JumpOverTrap","NONE","3600","0","1059","TrapA","TrapA","JumpOverTrap","0","1800","JumpOverTrap","2400","0","1200","JumpOverTrap"
"NONE","NONE","1300","NONE","0","0","JumpBoard","NONE","0","0","1060","NONE","NONE","NONE","0","0","JumpBoard","0","0","2500","NONE"
"NONE","NONE","300","NONE","0","0","JumpBoard","NONE","0","0","1061","NONE","NONE","JumpOverEnemyB","0","2100","JumpBoard","3500","0","1200","JumpBoard"
"NONE","NONE","500","NONE","3300","0","EnemyH","NONE","0","0","1062","NONE","JumpOverTrap","JumpOverTrap","0","1800","TrapA","2600","0","1200","AccelBoardA"
"NONE","NONE","700","NONE","0","0","JumpBoard","NONE","0","0","1063","NONE","NONE","NONE","0","3300","SpeedTerritoryB","0","0","2300","AccelBoardA"
"NONE","NONE","600","NONE","2400","0","SpeedTerritoryB","StoneFlyingItem","2800","0","1064","EnemyI","StoneFlyingItem","EnemyB","0","1600","Onigiri","2000","3200","1200","StoneFlyingItem"
"EnemyI","EnemyI","400","NONE","2000","0","EnemyH","StoneFlyingItem","2400","3200","1065","EnemyA","StoneFlyingItem","EnemyB","3600","1200","TrapA","1600","2800","800","Onigiri"
"NONE","EnemyI","400","NONE","2400","0","JumpBoard","EnemyI","2800","3600","1066","EnemyD","EnemyB","Onigiri","0","1600","EnemyA_NoColl","2000","3200","800","EnemyI"
"NONE","NONE","400","NONE","2800","0","AccelBoardA","EnemyA","3200","0","1067","EnemyB","Onigiri","SpeedTerritoryA","0","1800","AccelBoardA","2400","3600","1100","AccelBoardA"
"NONE","NONE","300","NONE","0","0","WholeCake","NONE","0","0","1068","NONE","NONE","Onigiri","0","2000","WholeCake","2700","0","1300","WholeCake"
"NONE","NONE","300","NONE","0","0","WholeCake","NONE","0","0","1069","NONE","NONE","WholeCake","0","2200","WholeCake","3200","0","1200","WholeCake"
"NONE","NONE","300","NONE","0","0","WholeCake","NONE","0","0","1070","NONE","NONE","Onigiri","0","1850","WholeCake","2550","0","1150","WholeCake"
"NONE","NONE","300","NONE","0","0","WholeCake","NONE","0","0","1071","NONE","NONE","Onigiri","0","1700","WholeCake","2400","0","1000","WholeCake"
"NONE","NONE","400","NONE","0","0","TrapA","NONE","0","0","1072","NONE","NONE","WholeCake","0","1200","SpeedTerritoryB","1600","0","800","EnemyA"
"NONE","NONE","400","NONE","0","0","TrapA","NONE","0","0","1073","NONE","NONE","Balloon","0","1200","SpeedTerritoryB","1600","0","800","EnemyC"
"NONE","NONE","400","NONE","0","0","TrapA","NONE","0","0","1074","NONE","NONE","JumpBoard","0","1200","SpeedTerritoryB","1600","0","800","EnemyD"
"NONE","NONE","400","NONE","0","0","TrapA","NONE","0","0","1075","NONE","NONE","Onigiri","0","1200","SpeedTerritoryB","1600","0","800","EnemyH"
"NONE","NONE","400","NONE","2400","0","EnemyH","EnemyI","3000","0","1076","StoneFlyingItem","EnemyB","Onigiri","0","1200","JumpOverEnemyC","1800","3600","800","EnemyB"
"NONE","NONE","400","NONE","2600","0","SpeedTerritoryA","EnemyI","3200","0","1077","EnemyB","EnemyD","Onigiri","0","1600","WholeCake","2000","3600","800","SpeedTerritoryA"
"NONE","NONE","400","NONE","2800","0","Surf","NONE","3600","0","1078","EnemyI","JumpOverTrap","EnemyI","0","1600","StoneFlyingItem","2000","3600","800","EnemyC"
"NONE","NONE","400","NONE","2000","0","TrapA","EnemyC","2400","0","1079","StoneFlyingItem","StoneFlyingItem","Surf","0","1200","JumpOverTrap","1600","2800","800","TrapA"
"EnemyC","StoneFlyingItem","400","NONE","1600","0","JumpBoard","EnemyC","2000","2800","1080","Surf","EnemyD","EnemyC","3200","1000","EnemyA_NoColl","1300","2400","700","TrapA_NoCall"
"NONE","NONE","400","NONE","2000","0","EnemyA","JumpOverTrap","2800","0","1081","TrapA","EnemyC","EnemyC","0","1200","Surf","1600","3600","800","StoneFlyingItem"
"NONE","NONE","400","NONE","2400","0","SurfB","JumpOverTrap","3200","0","1082","EnemyC","EnemyC","SurfB","0","1600","StoneFlyingItem","2000","3600","800","TrapA"
"NONE","EnemyI","400","NONE","2000","0","SpeedTerritoryA","StoneFlyingItem","2600","3400","1083","EnemyD","Surf","EnemyC","0","1100","SurfB","1800","3000","800","StoneFlyingItem"
"NONE","NONE","300","NONE","2500","0","Surf","EnemyD","2800","0","1084","EnemyI","SurfB","EnemyD","0","1500","EnemyB","1800","3600","800","StoneFlyingItem"
"NONE","NONE","300","NONE","2500","0","SurfB","EnemyD","2800","0","1085","EnemyI","SurfB","EnemyD","0","1500","EnemyB","1800","3600","800","JumpOverTrap"
"NONE","NONE","300","NONE","2500","0","Surf","JumpOverTrap","2800","0","1086","EnemyI","SurfB","EnemyD","0","1500","EnemyB","1800","3600","800","StoneFlyingItem"
"NONE","NONE","300","NONE","2500","0","Surf","TrapA","2800","0","1087","EnemyI","SurfB","EnemyD","0","1500","EnemyB","1800","3600","800","StoneFlyingItem"
"NONE","NONE","400","NONE","0","0","Carpet500","NONE","0","0","1088","NONE","NONE","NONE","0","0","NONE","0","0","0","NONE"
"NONE","NONE","500","NONE","2600","0","EnemyA","JumpOverEnemyA","3000","0","1089","JumpOverTrap","AccelBoardA","JumpOverTrap","0","1500","EnemyC","2100","3500","1000","TrapA"
"NONE","NONE","400","NONE","2300","0","TrapA","TrapA","2800","0","1090","EnemyD","EnemyC","AccelBoardA","0","1500","SpeedTerritoryA","1900","3300","900","JumpOverEnemyA"
"NONE","NONE","500","NONE","3200","0","WholeCake","NONE","0","0","1091","NONE","EnemyA","EnemyC","0","2200","TrapA","2700","0","1500","EnemyA"
"NONE","NONE","600","NONE","2600","0","JumpOverTrap","NONE","3300","0","1092","TrapA","SpeedTerritoryA","JumpOverEnemyA","0","1700","EnemyA","2200","0","1100","TrapA"
"NONE","NONE","500","NONE","3000","0","Surf","NONE","3400","0","1093","EnemyD","EnemyI","Onigiri","0","1500","EnemyB","2600","0","900","StoneFlyingItem"
"NONE","NONE","400","NONE","2700","0","EnemyD","NONE","3400","0","1094","EnemyD","EnemyI","EnemyB","0","1300","JumpOverTrap","2000","0","800","Onigiri"
"NONE","NONE","500","NONE","2800","0","TrapA","NONE","3300","0","1095","StoneFlyingItem","EnemyD","Onigiri","0","1900","WholeCake","2300","0","1000","SpeedTerritoryA"
"NONE","NONE","400","NONE","3000","0","JumpOverEnemyA","NONE","3500","0","1096","EnemyD","StoneFlyingItem","Onigiri","0","1800","JumpBoard","2500","0","900","EnemyC"
"NONE","NONE","400","NONE","2200","0","EnemyA","EnemyA","3000","0","1097","EnemyC","AccelBoardA","EnemyD","0","1400","SpeedTerritoryA","1900","3400","800","AccelBoardA"
"NONE","NONE","500","NONE","2400","0","TrapA","TrapA","3000","0","1098","EnemyC","EnemyD","TrapA","0","1500","AccelBoardA","1900","3300","900","EnemyC"
"NONE","NONE","400","NONE","2500","0","EnemyC","NONE","3000","0","1099","EnemyC","EnemyA","AccelBoardA","0","1400","TrapA","1900","0","800","EnemyD"
"NONE","NONE","500","NONE","2300","0","EnemyA","EnemyC","3000","0","1100","TrapA","EnemyH","SpeedTerritoryA","0","1300","TrapA","1900","3400","900","AccelBoardA"
"NONE","NONE","600","NONE","2700","0","EnemyA","NONE","3300","0","1101","TrapA","EnemyC","EnemyC","0","1600","TrapA","2100","0","1000","SpeedTerritoryA"
"NONE","EnemyC","500","NONE","2300","0","TrapA","EnemyA","2700","3400","1102","TrapA","EnemyD","EnemyC","0","1500","EnemyA","1900","3000","900","AccelBoardA"
"NONE","NONE","600","NONE","2800","0","EnemyC","EnemyD","3300","0","1103","SpeedTerritoryA","EnemyC","SpeedTerritoryA","0","1500","EnemyD","1900","3600","1100","TrapA"
"NONE","EnemyD","600","NONE","2200","0","TrapA","SpeedTerritoryA","2600","3300","1104","EnemyA","AccelBoardA","EnemyA","0","1400","EnemyH","1800","2900","1000","TrapA"
"NONE","EnemyA","500","NONE","2400","0","JumpOverEnemyA","EnemyH","2800","3500","1105","JumpOverEnemyC","EnemyH","EnemyA","0","1500","JumpOverEnemyD","1900","3100","1000","EnemyD"
"NONE","NONE","500","NONE","2500","0","JumpOverEnemyC","EnemyD","3100","0","1106","EnemyH","JumpOverEnemyB","EnemyH","0","1500","EnemyA","2000","3500","900","JumpOverEnemyB"
"NONE","NONE","600","NONE","2800","0","EnemyA","NONE","3400","0","1107","JumpOverEnemyB","EnemyA","JumpOverEnemyA","0","1800","JumpOverEnemyC","2300","0","1200","JumpOverEnemyC"
"NONE","NONE","500","NONE","2900","0","JumpOverEnemyB","NONE","3500","0","1108","EnemyC","EnemyA","JumpOverEnemyC","0","1700","EnemyH","2400","0","1000","JumpOverEnemyA"
"NONE","NONE","700","NONE","3000","0","SurfC","NONE","0","0","8001","NONE","EnemyI","EnemyI","0","1300","StoneFlyingItem","2000","0","1000","EnemyC"
"NONE","NONE","700","NONE","3000","0","SurfC","NONE","0","0","8002","NONE","EnemyI","EnemyA","0","1300","EnemyA","2000","0","1000","EnemyB"
"NONE","AccelBoardA","300","NONE","2200","0","SurfB","SpeedTerritoryB","2500","3100","8003","SpeedTerritoryA","JumpOverTrap","TrapA","0","1600","EnemyA","1900","2800","1300","JumpOverEnemyA"
"NONE","NONE","300","NONE","2200","0","SurfB","NONE","3200","0","8004","WholeCake","WarpGateA","SpeedTerritoryA_NoColl","0","1600","JumpBoard","1800","0","1300","EnemyA_NoColl"
"NONE","NONE","300","NONE","0","0","SurfB","NONE","0","0","8005","NONE","NONE","SpeedTerritoryA_NoColl","0","2000","Balloon","2400","0","1300","EnemyA_NoColl"
"SurfB","AccelBoardA","0","NONE","1200","0","NONE","SpeedTerritoryB","1500","2100","8006","SpeedTerritoryA","JumpOverTrap","TrapA","3000","600","EnemyA","900","1800","300","JumpOverEnemyA"
"NONE","NONE","0","NONE","1200","0","NONE","SurfB","2200","0","8007","WholeCake","WarpGateA","SpeedTerritoryA_NoColl","0","600","JumpBoard","800","3000","300","EnemyA_NoColl"
"NONE","NONE","0","NONE","3000","0","NONE","NONE","0","0","8008","NONE","SurfB","SpeedTerritoryA_NoColl","0","1000","Balloon","1300","0","300","EnemyA_NoColl"
"NONE","NONE","0","NONE","3000","0","NONE","NONE","0","0","8009","NONE","NONE","NONE","0","1000","NONE","1300","0","300","NONE"
"NONE","NONE","500","NONE","0","0","AccelBoardA","NONE","0","0","9990","NONE","NONE","JumpBoard","0","2000","AccelBoardA","3100","0","1000","WarpGateA"
"NONE","NONE","500","NONE","2500","0","AccelBoardA","NONE","3000","0","9991","NONE","EnemyB","JumpOverEnemyB","0","1300","TrapA","2000","0","800","TrapA"
"NONE","NONE","500","NONE","2800","0","AccelBoardA","NONE","3300","0","9992","TrapA","AccelBoardA","EnemyB","0","1400","EnemyD","2100","0","1100","JumpOverEnemyB"
"NONE","NONE","500","NONE","3000","0","AccelBoardA","EnemyA","3300","0","9993","EnemyA","EnemyC","AccelBoardA","0","2000","JumpOverEnemyA","2500","3600","1200","EnemyA"
"NONE","NONE","300","NONE","2500","0","WholeCake","NONE","3000","0","9994","AccelBoardA","AccelBoardA","AccelBoardA","0","1500","AccelBoardA","2000","0","1000","AccelBoardA"
"NONE","NONE","500","NONE","2600","0","JumpOverEnemyA","NONE","3000","0","9995","JumpOverEnemyA","JumpOverTrap","SpeedTerritoryA","0","1400","EnemyB","1700","0","900","JumpOverTrap"
"NONE","NONE","400","NONE","0","0","JumpOverEnemyB","NONE","0","0","9996","NONE","NONE","AccelBoardA","0","1900","WarpGateA","2700","0","700","AccelBoardA"
"NONE","NONE","400","NONE","3600","0","Onigiri","NONE","0","0","9997","NONE","StoneFlyingItem","StoneFlyingItem","0","1900","StoneFlyingItem","2700","0","700","EnemyA"
