af7061edbf91b2ccf299ded68a7e8578c89315fcda557480a9064fe0e0e913b1,cd6f30bb5f6c7d1d27c2311ea36bccf16fbc3629f98f56cbe907b8320c59a9dd,cdcbf9c00e15dc0e2fc196cbbdc4efc9ecf750d16fc36e48f70ab92203168d7d,df77ed4d873493d6fac53be911a4f968c692f04555cc1d311d1bc0b2acf0efe7
"0","50","2000","17511"
"0","50","2000","17512"
"0","50","800","18211"
"0","50","1100","18711"
"0","50","800","18912"
"0","50","800","50611"
"-75","60","700","50711"
"0","50","1500","50811"
"0","50","1200","50812"
"0","50","460","50911"
"0","50","460","50912"
"0","50","800","51011"
"0","50","800","51111"
"0","50","700","51311"
"0","50","800","51411"
"0","50","800","51412"
"100","50","700","51511"
"0","50","800","51512"
"0","50","800","51611"
"0","50","800","51711"
"0","50","800","51712"
"0","50","800","51811"
"0","50","800","51812"
"0","50","800","51911"
"0","50","800","51912"
"0","50","800","52011"
"-115","35","874","52111"
"0","50","1500","52311"
"0","50","1500","52312"
"0","50","1500","52313"
"0","50","530","52411"
"0","50","530","52412"
"0","50","800","52611"
"0","50","1200","52612"
"0","50","800","52613"
"0","50","800","52614"
"0","50","900","52711"
"0","50","900","52712"
"-15","50","700","52731"
"0","50","800","52831"
"0","50","800","52931"
"100","45","820","53011"
"100","45","820","53012"
"100","45","820","53013"
"0","50","800","53111"
"0","50","800","53112"
"-60","45","750","100011"
"-60","45","750","100012"
"0","50","700","100015"
"-60","45","750","100016"
"-60","45","750","100017"
"-60","45","750","100018"
"-60","45","750","100099"
"1.5","45","615","100111"
"1.5","45","615","100112"
"40","45","700","100113"
"1.5","45","615","100114"
"0","50","700","100131"
"0","50","700","100132"
"0","50","800","100211"
"0","50","800","100212"
"0","50","800","100213"
"0","50","700","100231"
"0","50","700","100232"
"0","45","600","100311"
"-120","45","600","100312"
"-120","45","600","100313"
"-120","45","600","100315"
"-70","100","650","100331"
"0","50","700","100332"
"-65","60","650","100411"
"0","50","700","100431"
"0","50","700","100432"
"40","50","600","100511"
"-20","60","600","100512"
"40","50","600","100513"
"-20","60","600","100514"
"0","50","800","100531"
"-50","50","550","100611"
"0","50","700","100631"
"0","50","700","100632"
"-60","85","800","100711"
"-95","50","700","100731"
"-40","50","700","100811"
"0","50","700","100831"
"0","50","700","100832"
"-20","35","535","100911"
"0","50","1200","100912"
"0","30","700","100931"
"-50","100","750","101011"
"0","50","700","101031"
"0","50","700","101032"
"20","50","650","101111"
"-100","40","730","101112"
"0","50","700","101131"
"0","45","800","101211"
"0","50","700","101231"
"-35","105","630","101311"
"0","50","1200","101312"
"30","50","800","101331"
"0","50","800","101332"
"0","50","700","101411"
"0","50","700","101412"
"0","50","700","101421"
"0","50","800","101431"
"50","50","800","101511"
"0","50","800","101512"
"0","50","800","101531"
"0","50","800","101532"
"0","50","800","101533"
"-20","80","740","101611"
"0","50","700","101631"
"0","50","900","101632"
"-85","40","610","101711"
"0","50","700","101731"
"0","50","700","101732"
"0","50","700","101733"
"0","50","700","101811"
"-25","70","640","101812"
"0","50","700","101813"
"0","50","700","101821"
"0","50","700","101831"
"0","50","700","101832"
"0","50","520","102011"
"0","50","520","102012"
"0","50","700","102031"
"0","50","700","102032"
"0","50","700","102033"
"-50","100","700","102111"
"0","50","700","102131"
"-30","80","490","102211"
"-55","80","520","102212"
"0","50","700","102231"
"0","50","700","102232"
"-10","45","530","102311"
"-10","45","530","102312"
"-10","45","530","102313"
"0","50","700","102321"
"0","50","700","102331"
"-25","0","525","102332"
"-85","45","550","102511"
"0","50","700","102531"
"30","45","580","102611"
"0","50","700","102631"
"0","50","700","102632"
"-120","60","680","102711"
"0","50","1200","102712"
"0","50","700","102731"
"0","50","700","102732"
"0","50","900","102811"
"0","50","900","102821"
"0","50","900","102831"
"0","50","900","102832"
"-30","65","500","102911"
"-50","50","900","102912"
"0","50","900","102913"
"25","50","720","102931"
"-80","100","800","103011"
"0","50","700","103031"
"-65","50","600","103111"
"-65","50","600","103112"
"-35","50","655","103113"
"0","50","700","103131"
"0","50","700","103132"
"0","50","800","103133"
"50","80","800","103211"
"-65","60","675","103212"
"50","80","800","103213"
"0","50","700","103231"
"0","50","700","103232"
"90","50","700","103311"
"0","50","700","103331"
"0","50","700","103332"
"0","50","700","103333"
"0","50","700","103411"
"0","50","700","103412"
"0","50","700","103431"
"0","50","700","103432"
"0","50","700","103433"
"0","50","700","103611"
"0","50","700","103631"
"0","50","700","103632"
"-200","50","700","103711"
"-200","50","700","103712"
"0","50","700","103731"
"-50","50","550","103811"
"0","50","650","103812"
"-50","50","550","103813"
"0","50","700","103831"
"0","50","700","103832"
"-50","50","700","104011"
"0","50","700","104031"
"0","50","700","104032"
"0","50","700","104033"
"30","50","600","104211"
"-50","50","700","104212"
"0","50","700","104231"
"0","50","700","104232"
"0","35","750","104311"
"0","35","750","104321"
"0","50","700","104331"
"90","30","900","104411"
"0","50","1200","104412"
"0","50","900","104431"
"50","50","680","104511"
"0","40","610","104512"
"0","50","700","104531"
"0","50","700","104532"
"-100","50","700","104611"
"-100","50","700","104612"
"0","50","700","104631"
"0","50","700","104632"
"0","50","900","104711"
"0","50","900","104712"
"0","50","900","104713"
"0","50","900","104715"
"0","50","800","104731"
"0","50","800","104732"
"-5","45","535","104811"
"0","50","700","104831"
"0","50","700","104832"
"0","50","700","104833"
"-200","50","900","104911"
"-10","50","545","104912"
"-200","50","900","104914"
"0","50","700","104931"
"0","50","700","104932"
"0","50","900","105011"
"0","50","700","105031"
"0","50","700","105032"
"0","50","900","105111"
"0","50","1200","105112"
"0","50","700","105131"
"0","50","700","105132"
"-200","50","700","105211"
"-150","50","650","105212"
"-140","50","700","105213"
"-45","60","600","105214"
"0","50","900","105231"
"-15","50","690","105232"
"0","50","900","105311"
"0","50","900","105312"
"0","50","900","105331"
"0","50","800","105332"
"0","50","900","105411"
"-50","50","700","105412"
"0","50","900","105431"
"0","50","900","105432"
"30","80","600","105511"
"0","50","700","105531"
"0","50","700","105532"
"0","50","1200","105611"
"0","50","700","105612"
"0","50","1200","105613"
"0","50","1200","105621"
"0","50","700","105631"
"0","50","700","105632"
"0","50","700","105711"
"0","50","700","105712"
"0","50","700","105731"
"90","100","675","105811"
"-35","80","600","105812"
"-55","65","640","105813"
"-35","80","600","105814"
"0","50","900","105831"
"-70","30","620","105911"
"0","50","700","105912"
"-15","60","500","105913"
"-60","10","500","105914"
"-60","10","500","105921"
"0","50","700","105931"
"0","50","700","105932"
"0","50","700","105933"
"0","50","735","106011"
"-5","80","750","106012"
"0","50","735","106013"
"0","50","735","106014"
"0","50","735","106015"
"0","50","700","106031"
"70","50","730","106112"
"70","50","730","106113"
"-20","50","480","106114"
"70","50","730","106115"
"-20","50","480","106116"
"-50","0","430","106131"
"-10","50","715","106211"
"0","50","800","106231"
"-120","50","765","106311"
"-80","50","750","106331"
"-70","60","590","106411"
"-70","60","590","106412"
"-70","60","590","106413"
"-70","60","590","106414"
"-70","60","590","106415"
"-20","70","700","106416"
"-70","60","590","106417"
"0","50","700","106431"
"0","50","700","106432"
"-55","65","765","106511"
"0","50","520","106531"
"0","50","520","106532"
"0","70","420","106611"
"0","70","420","106612"
"-30","50","550","106631"
"-55","50","550","106632"
"-140","100","760","106711"
"-140","100","760","106712"
"-30","150","1300","106713"
"-30","150","1300","106714"
"-140","100","760","106715"
"0","50","800","106731"
"110","50","875","106811"
"0","50","1200","106812"
"-40","50","580","106813"
"0","50","1200","106814"
"110","50","875","106815"
"110","50","875","106816"
"110","50","875","106817"
"0","50","1000","106818"
"0","50","800","106831"
"-55","20","570","106832"
"0","50","800","106834"
"0","50","1200","106911"
"0","50","1200","106912"
"-30","70","700","106913"
"-25","35","690","106914"
"-60","100","1050","106915"
"0","50","800","106931"
"0","50","1200","107011"
"0","50","1200","107012"
"-60","70","600","107013"
"-60","70","600","107014"
"-60","70","600","107015"
"0","0","460","107031"
"0","0","460","107032"
"0","50","1200","107111"
"0","50","1200","107112"
"0","50","1000","107113"
"0","50","1200","107114"
"0","50","1200","107115"
"0","50","1200","107116"
"-30","40","885","107131"
"-25","50","805","107211"
"-25","50","805","107212"
"-15","50","700","107231"
"0","50","1200","107311"
"0","50","1500","107312"
"0","50","800","107331"
"0","50","1200","107411"
"-40","60","550","107511"
"30","60","800","107512"
"-60","20","350","107611"
"30","50","600","107612"
"-17","50","700","107631"
"60","70","610","107711"
"60","70","610","107712"
"0","50","700","107811"
"30","50","800","107812"
"-40","0","565","107911"
"-40","0","565","107912"
"0","0","450","107931"
"-110","70","570","108011"
"-110","70","570","108012"
"0","50","460","108031"
"-90","65","750","108111"
"-10","85","540","108211"
"0","105","650","108411"
"0","60","600","108511"
"-60","80","700","108611"
"-50","90","600","108711"
"0","50","800","108732"
"0","50","800","108832"
"25","75","600","108911"
"25","75","600","108912"
"0","50","800","108932"
"-30","180","680","109011"
"-55","105","700","109111"
"10","30","575","109211"
"-10","30","540","109311"
"-75","100","735","109411"
"-60","60","630","109511"
"0","90","630","109611"
"0","50","720","109711"
"0","50","720","109712"
"0","50","580","109811"
"0","50","800","109812"
"-80","150","640","109911"
"20","95","570","110011"
"30","50","740","110031"
"0","50","515","110111"
"0","50","900","110211"
"0","30","540","110311"
"0","20","560","110331"
"-80","70","600","110411"
"-20","0","700","110511"
"-30","70","710","110611"
"0","0","460","110711"
"0","0","500","110811"
"0","50","600","110812"
"0","50","600","110813"
"0","50","600","110831"
"0","50","600","110832"
"0","0","685","110911"
"0","50","600","110931"
"0","50","600","110932"
"-40","40","485","111011"
"0","50","600","111031"
"0","50","600","111032"
"-15","70","750","111111"
"0","50","600","111131"
"25","0","500","111211"
"0","50","700","111311"
"-10","90","750","111411"
"0","50","1050","111412"
"0","50","800","111431"
"-40","60","750","111511"
"-50","50","750","111611"
"-80","70","875","111711"
"-40","80","600","111712"
"-10","50","600","111811"
"-10","50","600","111812"
"-10","50","700","111831"
"-30","70","660","111911"
"-30","70","660","111912"
"-30","50","750","112011"
"-30","50","750","112012"
"-50","50","650","112111"
"-15","70","750","112211"
"-45","75","635","112311"
"0","50","800","112411"
"0","50","800","112431"
"0","50","800","112511"
"0","50","800","112531"
"-15","70","700","112611"
"0","50","800","112631"
"70","80","715","112711"
"-100","50","710","112811"
"15","70","800","112911"
"15","70","800","112912"
"0","70","530","113011"
"0","50","800","113111"
"-10","80","740","113211"
"-90","50","670","113311"
"0","50","740","113411"
"-40","50","550","113511"
"0","50","800","113611"
"0","50","800","113612"
"0","50","800","113631"
"30","60","735","113711"
"30","60","735","113712"
"0","60","605","113811"
"0","60","605","113812"
"-60","70","680","113911"
"0","75","840","114011"
"0","50","795","114111"
"-10","70","650","114211"
"10","70","690","114311"
"-40","70","590","114411"
"0","50","800","114511"
"0","50","900","114611"
"0","50","900","114612"
"0","50","900","114711"
"50","90","750","115011"
"50","70","640","115511"
"50","70","640","115512"
"-20","70","580","115611"
"0","50","700","115711"
"-25","30","490","115811"
"-25","30","490","115812"
"0","75","750","115911"
"120","15","800","116011"
"0","50","600","116211"
"0","50","800","116311"
"0","50","800","116411"
"0","60","670","116511"
"0","60","670","116512"
"-75","70","630","116611"
"0","50","600","116711"
"0","50","600","116712"
"0","50","600","116713"
"-80","60","550","116811"
"0","70","590","116911"
"-50","75","550","117011"
"-110","75","700","117111"
"20","50","640","117211"
"40","70","640","117311"
"-125","50","705","117411"
"0","50","600","117431"
"0","50","800","117511"
"-30","60","670","117611"
"55","75","760","117711"
"-135","75","830","117811"
"0","75","650","117911"
"-20","70","740","118011"
"-20","70","740","118031"
"0","50","700","118111"
"30","50","600","118131"
"0","50","800","118231"
"-15","80","665","118311"
"-35","80","600","118411"
"0","50","700","118511"
"0","50","700","118531"
"5","60","725","119011"
"-110","75","740","119111"
"-80","75","690","119112"
"0","50","800","119211"
"0","50","900","119311"
"-50","80","630","119911"
"-60","60","670","120011"
"-200","50","900","120012"
"-55","105","700","120013"
"-110","75","700","120014"
"-10","50","545","120015"
"-200","50","900","120016"
"-200","50","900","120017"
"15","70","500","120411"
"15","70","500","120412"
"0","50","800","120511"
"55","70","600","120611"
"55","70","600","120612"
"0","60","700","120711"
"65","60","800","120811"
"70","60","770","120911"
"-110","70","700","120912"
"-55","65","630","121011"
"-55","50","570","121111"
"-70","60","930","121211"
"-70","60","930","121212"
"0","50","750","121311"
"0","70","630","121411"
"0","70","710","121511"
"0","70","710","121512"
"0","50","650","121611"
"0","50","650","121612"
"0","50","700","121711"
"-45","50","655","121811"
"20","70","700","121911"
"20","70","700","121912"
"25","70","615","122011"
"25","70","615","122012"
"0","50","700","122111"
"-85","70","710","122211"
"0","50","800","122311"
"0","50","800","122331"
"0","50","800","122332"
"0","50","800","122333"
"0","50","1200","122411"
"0","50","700","122431"
"-65","60","670","122511"
"-70","100","650","122531"
"0","50","800","122611"
"0","50","700","122631"
"-30","70","560","122711"
"0","50","700","122731"
"0","50","800","122811"
"0","50","700","122831"
"-25","70","620","122911"
"-10","80","720","123111"
"-10","80","720","123112"
"-20","70","710","123211"
"-30","70","595","123311"
"-30","70","595","123312"
"0","50","800","123331"
"0","50","1200","123511"
"0","50","800","123611"
"-40","50","580","123711"
"0","50","800","123811"
"-85","60","615","123911"
"-90","60","620","123912"
"-50","75","720","124011"
"0","75","750","124012"
"-60","70","650","124111"
"-60","70","650","124112"
"0","70","1000","124211"
"0","70","1000","124212"
"0","70","1000","124213"
"0","70","1000","124214"
"-5","80","650","124311"
"-75","60","600","124411"
"-120","35","750","124511"
"-10","70","550","124611"
"15","60","620","124711"
"-10","70","750","124811"
"0","50","800","124812"
"-105","60","875","124911"
"-95","70","655","125011"
"-35","70","535","125012"
"-35","70","535","125013"
"-95","70","655","125014"
"-5","60","580","125111"
"-75","60","700","125211"
"-75","60","700","125212"
"0","50","650","125311"
"0","50","1500","125312"
"0","50","1500","125313"
"0","50","1500","125314"
"-70","50","615","125411"
"0","50","1500","125412"
"0","50","1500","125413"
"-70","50","615","125414"
"50","35","750","125511"
"50","35","750","125512"
"-165","55","750","125611"
"-165","55","750","125612"
"-165","55","750","125613"
"0","50","800","125614"
"0","50","800","125631"
"0","50","800","125711"
"-45","50","570","125811"
"0","50","800","125812"
"0","50","800","125813"
"-45","50","570","125821"
"-45","50","570","125822"
"-45","50","570","125823"
"0","50","800","125831"
"-45","60","580","126011"
"0","50","800","126012"
"-30","60","460","126013"
"-45","60","580","126014"
"-45","60","580","126021"
"-45","60","580","126022"
"-45","60","580","126023"
"0","50","800","126031"
"-45","50","570","126111"
"0","50","800","126112"
"-35","50","660","126113"
"-45","50","570","126121"
"-45","50","570","126122"
"-45","50","570","126123"
"0","50","800","126131"
"-60","70","550","126211"
"0","50","800","126212"
"-70","60","620","126311"
"0","50","1200","126411"
"0","50","1200","126412"
"0","50","720","126413"
"0","50","720","126414"
"0","50","800","126431"
"0","50","1200","126511"
"0","150","1300","126512"
"0","50","1500","126531"
"0","50","1600","126532"
"0","50","800","126533"
"-90","80","700","126611"
"0","50","700","126711"
"0","50","800","126811"
"5","70","710","126911"
"0","50","800","127011"
"0","50","800","127012"
"-25","55","700","127111"
"-25","55","700","127112"
"-75","55","700","127211"
"-75","55","700","127212"
"-75","55","700","127213"
"-75","55","700","127214"
"-75","55","700","127215"
"0","65","700","127311"
"0","65","700","127312"
"-45","60","630","127511"
"-45","60","630","127512"
"-35","65","700","127611"
"-35","65","700","127612"
"-35","50","465","127711"
"-35","50","465","127712"
"0","50","800","127731"
"0","70","520","127811"
"0","70","520","127812"
"-20","60","550","127813"
"0","50","800","127831"
"-40","75","630","127911"
"-145","60","600","128011"
"-65","40","800","128111"
"-100","50","800","128112"
"-35","60","650","128211"
"-35","60","650","128212"
"-60","50","650","128311"
"-75","60","620","128411"
"0","65","660","128511"
"-15","60","620","128711"
"-55","65","750","128811"
"-55","65","750","128812"
"-10","50","760","128911"
"0","60","600","129011"
"-15","60","760","129012"
"-15","60","760","129013"
"-15","60","760","129014"
"-15","60","760","129021"
"0","50","800","129031"
"0","50","800","129311"
"15","60","600","129411"
"15","60","600","129412"
"-10","50","550","129511"
"40","60","600","129611"
"0","70","500","129612"
"0","70","500","129613"
"0","50","1000","129631"
"0","70","800","129711"
"-60","50","760","129712"
"0","50","800","129731"
"-65","65","630","129811"
"0","50","800","129911"
"-75","50","640","130011"
"0","50","1500","130012"
"-75","50","640","130013"
"0","50","1500","130031"
"-20","50","415","130111"
"0","50","460","130112"
"-20","50","415","130113"
"-55","50","570","130211"
"0","50","800","130212"
"-55","50","570","130213"
"0","50","800","130231"
"-45","55","680","130711"
"0","50","700","130811"
"0","70","740","130911"
"0","70","740","130912"
"0","70","740","130931"
"0","50","900","131011"
"-35","60","530","131111"
"-35","60","530","131112"
"-15","45","600","131211"
"-15","45","600","131212"
"0","50","900","131213"
"0","50","900","131214"
"0","50","600","131611"
"0","55","660","131711"
"30","50","1400","131811"
"30","50","1400","131812"
"30","50","1400","131813"
"0","50","800","131911"
"-40","60","500","132011"
"-40","60","500","132012"
"0","50","800","132111"
"0","50","800","132112"
"0","50","800","132113"
"0","50","800","132114"
"10","50","650","132211"
"10","50","650","132212"
"10","50","650","132213"
"10","50","650","132214"
"-50","45","740","132311"
"-50","45","740","132312"
"0","50","800","132331"
"25","30","680","132411"
"25","30","680","132412"
"0","50","800","132431"
"-90","30","550","132511"
"-90","30","550","132512"
"0","50","800","132531"
"-10","30","580","132611"
"-10","30","580","132612"
"-100","50","710","132711"
"-100","50","710","132712"
"5","65","700","132811"
"5","65","700","132812"
"5","65","700","132813"
"-105","50","600","132911"
"-105","50","600","132912"
"-50","70","770","133011"
"-50","70","770","133012"
"-50","70","770","133013"
"-50","70","770","133014"
"-50","70","770","133015"
"0","50","800","133031"
"0","50","800","133032"
"5","50","600","133111"
"5","50","600","133112"
"5","50","600","133113"
"5","50","600","133114"
"5","50","600","133115"
"5","50","600","133116"
"0","50","700","133131"
"-80","50","680","133211"
"-80","50","680","133212"
"-55","50","700","133511"
"-55","50","700","133512"
"-55","60","800","133611"
"-55","60","800","133612"
"0","50","1200","133631"
"-75","35","500","133711"
"-75","35","500","133712"
"-35","40","610","133811"
"-35","40","610","133812"
"0","50","1600","133813"
"5","35","690","133911"
"5","35","690","133912"
"0","50","1200","134011"
"0","50","1200","134031"
"40","45","770","134311"
"90","55","700","134411"
"55","35","1000","134511"
"55","35","1000","134512"
"55","35","1000","134513"
"55","35","1000","134514"
"-50","50","600","134611"
"-50","50","600","134612"
"-50","50","600","134613"
"-50","50","600","134614"
"-35","50","740","134711"
"-35","50","740","134712"
"0","50","800","134731"
"30","50","600","134811"
"30","50","615","134812"
"25","60","830","134911"
"25","60","830","134912"
"30","50","800","134931"
"0","50","700","135011"
"0","50","700","135012"
"-40","60","580","135111"
"0","50","800","135211"
"0","50","500","135311"
"0","50","500","135411"
"0","50","700","135511"
"-60","40","720","135512"
"-60","40","720","135513"
"-60","40","720","135514"
"-60","40","720","135515"
"-60","40","720","135516"
"-60","40","720","135517"
"0","50","700","135531"
"-10","60","650","135611"
"-10","60","650","135612"
"-170","65","970","135613"
"-170","65","970","135614"
"-170","65","970","135615"
"-170","65","970","135616"
"-170","65","970","135617"
"-170","65","970","135618"
"-170","65","970","135619"
"0","50","700","135631"
"30","50","900","135711"
"30","50","900","135712"
"-130","60","795","135811"
"-130","60","795","135812"
"0","50","1000","135831"
"-20","70","630","135911"
"0","50","800","135912"
"-20","70","630","135913"
"0","50","800","135914"
"0","50","800","135915"
"-20","70","630","135916"
"-20","50","600","135931"
"-25","75","900","136011"
"-25","75","900","136012"
"0","50","1500","136014"
"30","50","600","136031"
"0","50","800","136111"
"0","50","800","136112"
"0","50","800","136131"
"0","50","800","136132"
"-30","50","780","136211"
"-30","50","780","136212"
"0","50","800","136231"
"10","55","700","136311"
"10","55","700","136312"
"-50","45","600","136411"
"-50","45","600","136412"
"-50","45","600","136413"
"-50","45","600","136414"
"0","50","800","136511"
"0","50","900","137111"
"-20","50","550","137411"
"-20","50","550","137412"
"-30","60","750","137611"
"-30","60","750","137612"
"25","40","720","137911"
"25","40","720","137912"
"0","50","800","161199"
"0","50","800","161499"
"30","70","835","170111"
"0","50","800","171199"
"0","50","715","180111"
"-40","50","800","180211"
"25","50","840","180311"
"-50","50","725","180411"
"-55","50","730","180412"
"0","80","755","180511"
"-5","70","700","180611"
"-35","70","670","181211"
"-35","70","670","181212"
"0","50","900","190011"
"-15","50","530","190711"
"-15","50","530","190712"
"0","50","1000","190731"
"0","50","1200","190811"
"0","50","1000","190814"
"0","50","1000","190815"
"0","50","1200","190911"
"30","50","800","190912"
"0","50","1200","191011"
"0","50","1200","191031"
"-30","60","690","191111"
"-30","60","750","191112"
"-30","60","750","191113"
"0","50","800","191199"
"-15","60","760","191311"
"-15","60","760","191312"
"-15","60","760","191314"
"0","50","850","191411"
"0","50","850","191412"
"0","50","850","191413"
"0","50","800","191611"
"0","50","800","191616"
"0","50","500","191618"
"-50","60","780","191711"
"-50","150","1150","191712"
"-275","70","1600","191713"
"0","50","800","191731"
"0","50","800","191732"
"0","50","800","191733"
"0","50","1100","191911"
"0","50","1100","191915"
"0","50","700","192011"
"0","70","550","192012"
"-30","70","580","192014"
"0","50","1500","192611"
"0","50","1500","192612"
"-26","70","1090","192613"
"-75","80","645","192711"
"-75","80","645","192721"
"-75","80","645","192722"
"-75","80","645","192723"
"-55","80","650","192811"
"-55","80","650","192821"
"-55","80","650","192822"
"-55","80","650","192823"
"-5","80","650","192911"
"-5","80","650","192921"
"-5","80","650","192922"
"-5","80","650","192923"
"0","70","700","193211"
"0","50","900","193511"
"40","70","915","193611"
"0","50","1200","193631"
"-40","50","630","193711"
"-40","50","630","193712"
"0","50","800","193731"
"0","50","800","193732"
"0","50","1500","194211"
"0","50","1500","194231"
"-10","50","840","194311"
"-10","50","840","194312"
"-10","50","840","194314"
"-10","50","840","194315"
"0","50","1500","194331"
"0","50","1500","194332"
"0","50","615","195211"
"0","50","615","195212"
"-65","50","750","195213"
"-55","60","650","195214"
"30","65","740","195511"
"30","60","800","195512"
"-25","70","600","195611"
"-25","70","600","195612"
"0","50","800","500011"
"0","50","800","500012"
"0","50","800","500013"
"0","50","800","500014"
"0","50","800","500015"
"0","50","800","500016"
"0","50","800","500017"
"0","50","800","500018"
