585c737161abf1703276e2bd8e36cc656ba0f6dbfdf732f6ab8ff8ccb18ce228,a2e33ada9c762b6503c2f9a7a903e81b0794cf726e50901c9044d8abdc603374,4359cff77ef2c1e62ae52c0557750df85ef4233cb9194b0b255963a4f9c31f24,d30093f3fbd2a326f3c07c6c62d79cefaa002a605a7d2233d80f1af8cf0a95b5,0be1b4aafdc5de9d545948052bb812a86f9e326e78baadb0b15097b7357d3a4f,8114597db9112e09694e5328c8d80c8bc73672697e0896cdc1e2126b89d83bd3,b1bca91c7c0cbd843b15db9b89bc8505506a9b6fd81866f2554ddf80cff2fed1,ffb5261e3514b2c1da7d3d99872de30f17ab2090d6d590f86be47fe54fa67d89,e6d0e52bbc1ef5198f9444af861fdbe4a53c73e7fd0f2aa0058942ecc14b8968,861c84cd5d1f096a7f4fadee6715e32a182549cad8276a10756cb52eac5048a2,ae7e1afe277f1195fc9b1a231b29085aa5c6d6f4b93aedd0cb033436a3691173
"0.5","dsb_talk_worry_normal2","1","1","","3","","1010802","","","1010802081"
"","vo_dsb_2014","0","vo_dsb_1010802","0","21","","1010802","","","1010802082"
"0","每種花都有\n它各自的含義。\n送花給別人時\n也能當作訊息傳遞給對方喔～","10","1","1","11","1","1010802","0.2","0","1010802083"
"","","","0","","91","","1010802","","","1010802084"
"0.3","dsb_talk_wish_dere","1","1","","3","","1010802","","","1010802085"
"","vo_dsb_2015","0","vo_dsb_1010802","0","21","","1010802","","","1010802086"
"0","順便一提，今天的花的意義是……\n「為了我愛的你」，\n呵呵呵，很棒吧♪","10","1","1","11","1","1010802","0.2","0","1010802087"
"","","","0","","91","","1010802","","","1010802088"
"0.5","dsb_idle_wish_normal","1","1","","3","","1010802","","","1010802089"
"0.5","dsb_talk_anger_shy2","1","2","","3","","1010802","","","1010802090"
"","vo_dsb_2016","0","vo_dsb_1010802","0","21","","1010802","","","1010802091"
"0","啊，愛……！\n等等，認真嗎……？\n這麼直接……\n好像有點…………太犯規了。","10","2","1","11","1","1010802","0.2","0","1010802092"
"","","","0","","91","","1010802","","","1010802093"
"0.5","dsb_talk_sad2_dead","1","2","","3","","1010802","","","1010802094"
"","vo_dsb_2017","0","vo_dsb_1010802","0","21","","1010802","","","1010802095"
"0","呃……\n爆紅計畫，當我沒說。\n……啊──好熱。","10","2","1","11","1","1010802","0.2","0","1010802096"
"","","","0","","91","","1010802","","","1010802097"
"0.2","dsb_hot_dead_loop","1","2","","3","","1010802","","","1010802098"
"0.5","dsb_smile2_dere2","0","1","dsb_talk_normal_dere2","3","1","1010802","","0.5","1010802099"
"","vo_dsb_2018","0","vo_dsb_1010802","0","21","","1010802","","","1010802100"
"0","嗯呵呵♪\n小心別泡過頭囉。","10","1","1","11","1","1010802","0.2","0","1010802101"
"","","","0","","91","","1010802","","","1010802102"
"","0","","0.3","","93","","1010802","","","1010802103"
"2","1","70","11","-165","5","-345","1010803","dsb_idle_normal","0","1010803001"
"2","2","70","2","165","5","-345","1010803","dsb_idle_normal","1","1010803002"
"1","1","0","1","0","31","1","1010803","","","1010803003"
"1","3","0","3","0","31","1","1010803","","","1010803004"
"1","4","0","4","0","31","1","1010803","","","1010803005"
"1","10","0","12","0","31","1","1010803","","","1010803006"
"1","20","0","22","0","31","1","1010803","","","1010803007"
"1","30","155","32","-168","31","1","1010803","","","1010803008"
"1","31","-155","32","-168","31","1","1010803","","","1010803009"
"","170","","1","","13","","1010803","","","1010803010"
"","170","","2","","13","","1010803","","","1010803011"
"","","","0","","91","","1010803","","","1010803012"
"","se_10044200_cmn_amb","1","se_10044200","","23","","1010803","","","1010803013"
"","se_10044200_cmn_steam","0","se_10044200","","23","","1010803","","","1010803014"
"","0","","6.2","","93","","1010803","","","1010803015"
"","se_10044200_hotspring_02","1","se_10044200","","23","","1010803","","","1010803016"
"","0","","1.3","","93","","1010803","","","1010803017"
"0.5","dsb_smile3_kyouka","0","2","dsb_talk_anger_dere2","3","1","1010803","","0.5","1010803018"
"","vo_dsb_3001","0","vo_dsb_1010803","0","21","","1010803","","","1010803019"
"0","哇哇……\n好厲害，水在冒泡泡……！\n好像真的在泡\n哈蜜瓜汽水……♪","10","2","1","11","1","1010803","0.2","0","1010803020"
"","","","0","","91","","1010803","","","1010803021"
"0.5","dsb_idle_joy1_Ex2","1","2","","3","","1010803","","","1010803022"
"0.5","dsb_talk_normal_dere","1","1","","3","","1010803","","","1010803023"
"","vo_dsb_3002","0","vo_dsb_1010803","0","21","","1010803","","","1010803024"
"0","呵呵呵，很棒吧？\n我想要做出小孩們會喜歡的溫泉，\n所以特地打造的。","10","1","1","11","1","1010803","0.2","0","1010803025"
"","","","0","","91","","1010803","","","1010803026"
"0.5","dsb_idle_normal","1","1","","3","","1010803","","","1010803027"
"0.5","dsb_talk_surprise1","1","2","","3","","1010803","","","1010803028"
"","vo_dsb_3003","0","vo_dsb_1010803","0","21","","1010803","","","1010803029"
"0","這樣啊……","10","2","1","11","1","1010803","0.2","0","1010803030"
"","","","0","","91","","1010803","","","1010803031"
"0.5","dsb_idle_surprise1_look","1","2","","3","","1010803","","","1010803032"
"","vo_dsb_3004","0","vo_dsb_1010803","0","21","","1010803","","","1010803033"
"0","（本來以為她是個可疑的人，\n其實人很好嗎……）","10","2","1","11","1","1010803","0.2","0","1010803034"
"","","","0","","91","","1010803","","","1010803035"
"0.3","dsb_talk_thinking","1","2","","3","","1010803","","","1010803036"
"","vo_dsb_3005","0","vo_dsb_1010803","0","21","","1010803","","","1010803037"
"0","小孩的確會很高興。\n……我、我也不禁\n重返童心了。","10","2","1","11","1","1010803","0.2","0","1010803038"
"","","","0","","91","","1010803","","","1010803039"
"0.5","dsb_idle_arm_crossed","1","2","","3","","1010803","","","1010803040"
"0.5","dsb_talk_thinking_normal2","1","1","","3","","1010803","","","1010803041"
"","vo_dsb_3006","0","vo_dsb_1010803","0","21","","1010803","","","1010803042"
"0","童心……？\n啊，原來如此。\n那就好♪","10","1","1","11","1","1010803","0.2","0","1010803043"
"","","","0","","91","","1010803","","","1010803044"
"0.5","dsb_idle_arm_crossed","1","1","","3","","1010803","","","1010803045"
"0.5","dsb_talk_sad2_Ex5","1","2","","3","","1010803","","","1010803046"
"","0","","0","","22","","1010803","","","1010803047"
"","vo_dsb_3007","0","vo_dsb_1010803","0.9","21","","1010803","","","1010803048"
"0","……有什麼奇怪的嗎？","10","2","1","11","1","1010803","0.2","0","1010803049"
"","","","0","","91","","1010803","","","1010803050"
"0.5","dsb_idle_sad_blink","1","2","","3","","1010803","","","1010803051"
"0.5","dsb_talk_sad_dere","1","1","","3","","1010803","","","1010803052"
"","vo_dsb_3008","0","vo_dsb_1010803","0","21","","1010803","","","1010803053"
"0","不，沒什麼♪","10","1","1","11","1","1010803","0.2","0","1010803054"
"","","","0","","91","","1010803","","","1010803055"
"0.5","dsb_idle_normal","1","2","","3","","1010803","","","1010803056"
"0.5","dsb_talk_normal_joy","1","1","","3","","1010803","","","1010803057"
"","vo_dsb_3009","0","vo_dsb_1010803","0","21","","1010803","","","1010803058"
"0","對了……\n要是重返童心的話，\n應該會想在大浴池裡游泳吧？\n鏡華覺得如何？","10","1","1","11","1","1010803","0.2","0","1010803059"
"","","","0","","91","","1010803","","","1010803060"
"0.5","dsb_idle_normal","1","1","","3","","1010803","","","1010803061"
"0.5","dsb_talk_tsun_shy","1","2","","3","","1010803","","","1010803062"
"","vo_dsb_3010","0","vo_dsb_1010803","0","21","","1010803","","","1010803063"
"0","游泳……！\n我才不做那種事！\n太不像話了……","10","2","1","11","1","1010803","0.2","0","1010803064"
"","","","0","","91","","1010803","","","1010803065"
"0.5","dsb_idle_anger","1","2","","3","","1010803","","","1010803066"
"0.5","dsb_talk_normal","1","1","","3","","1010803","","","1010803067"
"","vo_dsb_3011","0","vo_dsb_1010803","0","21","","1010803","","","1010803068"
"0","怎麼會不像話……\n現在只有我們兩個人呀。\n我覺得在哈蜜瓜汽水裡游泳\n一定會很好玩的……","10","1","1","11","1","1010803","0.2","0","1010803069"
"","","","0","","91","","1010803","","","1010803070"
"0.5","dsb_idle_normal","1","1","","3","","1010803","","","1010803071"
"0.5","dsb_talk_surprise1_shy","1","2","","3","","1010803","","","1010803072"
"","vo_dsb_3012","0","vo_dsb_1010803","0","21","","1010803","","","1010803073"
"0","這、這個……\n雖然感覺很好玩……\n而且我現在也稍微會游了……\n可是就禮儀來說……唔……","10","2","1","11","1","1010803","0.2","0","1010803074"
"","","","0","","91","","1010803","","","1010803075"
"0.5","dsb_idle_surprise1_normal","1","2","","3","","1010803","","","1010803076"
"0.5","dsb_talk_thinking_joy","1","1","","3","","1010803","","","1010803077"
"","0","","0","","22","","1010803","","","1010803078"
"","vo_dsb_3013","0","vo_dsb_1010803","0.9","21","","1010803","","","1010803079"
"0","……呵呵呵。\n那我來游好了～？","10","1","1","11","1","1010803","0.2","0","1010803080"
"","","","0","","91","","1010803","","","1010803081"
"0.5","dsb_idle_joy1","1","1","","3","","1010803","","","1010803082"
"0.5","dsb_surprise2","0","2","dsb_talk_surprise1_2","3","1","1010803","","0.5","1010803083"
"","vo_dsb_3014","0","vo_dsb_1010803","0","21","","1010803","","","1010803084"
"0","咦咦！？\n說這種話太狡猾了。\n那……我、我也要游！","10","2","1","11","1","1010803","0.2","0","1010803085"
"","1","","3.5","","93","","1010803","","","1010803086"
"0.5","dsb_talk_anger_shy2","1","2","","3","","1010803","","","1010803087"
"","","","1010803085","","91","","1010803","","","1010803088"
"","0","","0","","22","","1010803","","","1010803089"
"0.2","dsb_surprise_kyouka","1","2","","3","","1010803","","","1010803090"
"0.2","dsb_surprise_mitsuki","1","1","","3","","1010803","","","1010803091"
"","0","","0.7","","93","","1010803","","","1010803092"
"0.3","dsb_smile2_kyouka","0","2","dsb_idle_normal_Ex1","3","1","1010803","","0.2","1010803093"
"0.3","dsb_smile2_mitsuki2","0","1","dsb_idle_normal","3","1","1010803","","0.2","1010803094"
"","0","","0.3","","93","","1010803","","","1010803095"
"","se_adv_emote_common_01","0","se_adv_emote_common_01","","23","","1010803","","","1010803096"
"0","10","1.4","2","0","12","0","1010803","0","0","1010803097"
"0","10","1.4","1","0","12","0","1010803","0","0","1010803098"
"","0","","2","","93","","1010803","","","1010803099"
"2","124531","70","1","-475","1","-219","1010804","dsb_idle_normal","0","1010804001"
"2","2","70","7","0","5","-360","1010804","dsb_idle_relax_Ex2","1","1010804002"
"2","99","71","10","-345","5","-219","1010804","dsb_empty","0","1010804003"
"1","1","0","1","0","31","1","1010804","","","1010804004"
"1","3","0","3","0","31","1","1010804","","","1010804005"
"1","4","0","4","0","31","1","1010804","","","1010804006"
"1","10","0","17","0","31","1","1010804","","","1010804007"
"1","20","0","27","0","31","1","1010804","","","1010804008"
"1","30","-10","37","-183","31","1","1010804","","","1010804009"
"1","43","0","43","0","31","1","1010804","","","1010804010"
"0","44","130","44","0","31","1","1010804","","","1010804011"
"0","45","133","45","-141","31","1","1010804","","","1010804012"
"0","46","130","46","0","31","1","1010804","","","1010804013"
"0","47","142","47","-212","31","1","1010804","","","1010804014"
"0","48","142","48","-212","31","1","1010804","","","1010804015"
"","170","","124531","","13","","1010804","","","1010804016"
"","170","","2","","13","","1010804","","","1010804017"
"","","","0","","91","","1010804","","","1010804018"
"","se_10044200_cmn_amb","1","se_10044200","","23","","1010804","","","1010804019"
"","se_10044200_cmn_steam","0","se_10044200","","23","","1010804","","","1010804020"
"","0","","6","","93","","1010804","","","1010804021"
"","se_10044200_hotspring_07","1","se_10044200","","23","","1010804","","","1010804022"
"","0","","1.5","","93","","1010804","","","1010804023"
"0.5","dsb_idle_relax_blink","1","2","","3","","1010804","","","1010804024"
"","vo_dsb_4001","0","vo_dsb_1010804","0","21","","1010804","","","1010804025"
"0","…………","10","2","1","11","1","1010804","0.2","0","1010804026"
"","","","0","","91","","1010804","","","1010804027"
"0.5","dsb_idle_relax_Ex2","1","2","","3","","1010804","","","1010804028"
"","130","0","3","2","33","12","1010804","","","1010804029"
"","130","0","4","2","33","12","1010804","","","1010804030"
"","130","0","20","2","33","12","1010804","","","1010804031"
