833f407a7ca78d3e74b0411fd109e01315b10e551d6714f5dc379e075e219ee8,1bc7354fd99ec1737ea9d0bf7beb44aeec313ad22f2f19b513d90d9caf489255,847654285d93566ae4404c394bbaef630361988bed565bbf7cbfa6e0b5ec5129,30190f8b85d6e8655016804ff7b0bd64026b627350ad123213a61d2a61d1ce32,021631736212a6d4edbaa40812196e33078d0ab1c02f3fd6b0ee1a7edb88a33d,5f1c9502d70e6f0d318c41283a2514dc04e7c0ff9dc146136875b9e49646d0f7,474ef03d42812ea902ed36c88deaaf70426aabb6bdffd9bccbd416d6a4b88f32,d1b84d50269c6faf44413e37ed0b7e3dfa26e62034909207477d528ecae8261e
"40.斯卡普\n　　　　　山系‧西麓","2030/12/17 14:59:59","40.斯卡普山系‧西麓","2021/03/15 16:00:00","bgm_M411","11040","102","bgm_M411_E40"
"41.斯卡普\n　　　　　山系‧東麓","2030/12/17 14:59:59","41.斯卡普山系‧東麓","2021/04/16 16:00:00","bgm_M411","11041","102","bgm_M411_E40"
"42.佩克托斯\n　　　　　冰峰‧西壁","2030/12/17 14:59:59","42.佩克托斯冰峰‧西壁","2021/05/17 16:00:00","bgm_M411","11042","102","bgm_M411_E40"
"43.佩克托斯\n　　　　　冰峰‧東壁","2030/12/17 14:59:59","43.佩克托斯冰峰‧東壁","2021/06/16 16:00:00","bgm_M411","11043","102","bgm_M411_E40"
"44.斯夸瑪\n　　　　　冰脈‧西壁","2030/12/17 14:59:59","44.斯夸瑪冰脈‧西壁","2021/07/16 16:00:00","bgm_M411","11044","102","bgm_M411_E40"
"45.斯夸瑪\n　　　　　冰脈‧東壁","2030/12/17 14:59:59","45.斯夸瑪冰脈‧東壁","2021/08/17 16:00:00","bgm_M411","11045","102","bgm_M411_E40"
"46.拉泰里\n　　　　　山脈‧崖上","2030/12/17 14:59:59","46.拉泰里山脈‧崖上","2021/09/16 16:00:00","bgm_M483","11046","102","bgm_M483_E46"
"47.拉泰里\n　　　　　山脈‧崖下","2030/12/17 14:59:59","47.拉泰里山脈‧崖下","2021/10/15 16:00:00","bgm_M483","11047","102","bgm_M483_E46"
"48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","48.埃斯塔荒野‧南部","2021/11/15 16:00:00","bgm_M483","11048","102","bgm_M483_E46"
"49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","49.埃斯塔荒野‧北部","2021/12/15 16:00:00","bgm_M483","11049","102","bgm_M483_E46"
"50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","50.涅羅礁岩‧西部","2015/12/17 15:00:00","bgm_M483","11050","102","bgm_M483_E50"
"51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","51.涅羅礁岩‧東部","2015/12/17 15:00:00","bgm_M483","11051","102","bgm_M483_E50"
"52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","52.皮尼翁沿岸堤‧西岸","2015/12/17 15:00:00","bgm_M483","11052","102","bgm_M483_E50"
"53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","53.皮尼翁沿岸堤‧東岸","2015/12/17 15:00:00","bgm_M483","11053","102","bgm_M483_E50"
"54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","54.托塔提斯沙岸‧西部","2015/12/17 15:00:00","bgm_M483","11054","102","bgm_M483_E50"
"55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","55.托塔提斯沙岸‧東部","2022/06/15 16:00:00","bgm_M483","11055","102","bgm_M483_E50"
"56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","56.歐呂克斯沙島‧北部","2022/07/15 16:00:00","bgm_M483","11056","102","bgm_M483_E50"
"57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","57.歐呂克斯沙島‧南部","2022/08/15 16:00:00","bgm_M571","11057","102","bgm_M571"
"58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","58.克魯斯密林‧東部","2022/09/15 16:00:00","bgm_M599A","11058","102","bgm_M599A"
"59.克魯斯\n　　　　　密林‧西部","2030/12/17 14:59:59","59.克魯斯密林‧西部","2022/11/15 16:00:00","bgm_M599A","11059","102","bgm_M599A"
"60.考達\n　　　　　海灘‧北部","2030/12/17 14:59:59","60.考達海灘‧北部","2023/01/16 16:00:00","bgm_M599A","11060","102","bgm_M599A"
"61.考達\n　　　　　海灘‧南部","2030/12/17 14:59:59","61.考達海灘‧南部","2023/03/15 16:00:00","bgm_M599A","11061","102","bgm_M599A"
"62.普洛庇那海角","2030/12/17 14:59:59","62.普洛庇那海角","2023/05/15 16:00:00","bgm_M599A","11062","102","bgm_M599A"
"63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","63.阿帕雷尤街道‧西側","2023/07/14 16:00:00","bgm_MC001","11063","103","bgm_MC001"
"64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","64.阿帕雷尤街道‧東側","2023/09/15 16:00:00","bgm_MC001","11064","103","bgm_MC001"
"65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","65.芭菲之城　城鎮","2023/11/15 16:00:00","bgm_MC001","11065","103","bgm_MC001"
"66.拉摩利爾平原","2030/12/17 14:59:59","66.拉摩利爾平原","2015/12/17 15:00:00","bgm_MC001","11066","103","bgm_MC001"
"67.渦炎密林","2030/12/17 14:59:59","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","11067","104","bgm_MC079"
"68.思索樹海","2030/12/17 14:59:59","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","11068","104","bgm_MC079"
"69.鬼的跟前","2030/12/17 14:59:59","69.鬼的跟前","2015/12/17 15:00:00","bgm_MC079","11069","104","bgm_MC079"
"70.炎繩河","2030/12/17 14:59:59","70.炎繩河","2015/12/17 15:00:00","bgm_MC079","11070","104","bgm_MC079"
"71.崩豹山巔","2030/12/17 14:59:59","71.崩豹山巔","2015/12/17 15:00:00","bgm_MC079","11071","104","bgm_MC079"
"72.怒錐山岳","2030/12/17 14:59:59","72.怒錐山岳","2015/12/17 15:00:00","bgm_MC079","11072","104","bgm_MC079"
"73.久遠冰河‧南端","2030/12/17 14:59:59","73.久遠冰河‧南端","2015/12/17 15:00:00","bgm_MC201","11073","105","bgm_MC201"
"74.幽魂濕地","2030/12/17 14:59:59","74.幽魂濕地","2015/12/17 15:00:00","bgm_MC201","11074","105","bgm_MC201"
"75.巨鯨城‧近郊","2030/12/17 14:59:59","75.巨鯨城‧近郊","2015/12/17 15:00:00","bgm_MC201","11075","105","bgm_MC201"
"1.朱諾平原","2030/12/17 14:59:59","1.朱諾平原","2015/12/17 15:00:00","bgm_M61","12001","101","bgm_M61"
"2.帕拉斯高原","2030/12/17 14:59:59","2.帕拉斯高原","2015/12/17 15:00:00","bgm_M61","12002","101","bgm_M61_02"
"3.赫柏丘陵","2030/12/17 14:59:59","3.赫柏丘陵","2015/12/17 15:00:00","bgm_M61","12003","101","bgm_M61_03"
"4.維斯塔溪谷","2030/12/17 14:59:59","4.維斯塔溪谷","2015/12/17 15:00:00","bgm_M61","12004","101","bgm_M61_04"
"5.刻瑞斯森林","2030/12/17 14:59:59","5.刻瑞斯森林","2015/12/17 15:00:00","bgm_M62","12005","101","bgm_M62_01"
"6.佛洛拉湖畔","2030/12/17 14:59:59","6.佛洛拉湖畔","2015/12/17 15:00:00","bgm_M62","12006","101","bgm_M62_02"
"7.墨提斯大瀑布","2030/12/17 14:59:59","7.墨提斯大瀑布","2015/12/17 15:00:00","bgm_M62","12007","101","bgm_M62_03"
"8.伊麗絲樹海","2030/12/17 14:59:59","8.伊麗絲樹海","2015/12/17 15:00:00","bgm_M42","12008","101","bgm_M42_02"
"9.弗麗嘉雪原","2030/12/17 14:59:59","9.弗麗嘉雪原","2015/12/17 15:00:00","bgm_M58","12009","101","bgm_M58"
"10.洛麗泰海岸","2030/12/17 14:59:59","10.洛麗泰海岸","2018/10/05 16:00:00","bgm_M101","12010","101","bgm_M101"
"11.蓋奴亞荒漠","2030/12/17 14:59:59","11.蓋奴亞荒漠","2018/11/07 16:00:00","bgm_M93","12011","101","bgm_M93"
"12.波諾尼亞砂丘","2030/12/17 14:59:59","12.波諾尼亞砂丘","2018/12/07 16:00:00","bgm_M94","12012","101","bgm_M94"
"13.朵羅西亞濕地","2030/12/17 14:59:59","13.朵羅西亞溼地","2019/01/03 16:00:00","bgm_M118","12013","101","bgm_M118"
"14.尤金尼亞熱地","2030/12/17 14:59:59","14.尤金尼亞熱地","2019/01/30 16:00:00","bgm_M95","12014","101","bgm_M95"
"15.塔利亞火山","2030/12/17 14:59:59","15.塔利亞火山","2019/02/18 16:00:00","bgm_M96","12015","101","bgm_M96"
"16.泰美斯銀嶺","2030/12/17 14:59:59","16.泰美斯銀嶺","2019/03/21 16:00:00","bgm_M140","12016","101","bgm_M140"
"17.菲得斯冰原","2030/12/17 14:59:59","17.菲得斯冰原","2019/04/19 16:00:00","bgm_M141","12017","101","bgm_M141"
"18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:59","18.法艾頓草原","2019/05/21 16:00:00","bgm_M179","12018","102","bgm_M179"
"19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","19.法艾頓草原‧南部","2019/06/17 16:00:00","bgm_M179","12019","102","bgm_M179"
"20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","20.卡斯塔利亞樹林‧西部","2019/08/15 16:00:00","bgm_M180","12020","102","bgm_M180"
"21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","21.卡斯塔利亞樹林‧東部","2019/08/15 16:00:00","bgm_M180","12021","102","bgm_M180"
"22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","22.馬提爾德岩峰‧南部","2019/09/17 16:00:00","bgm_M232","12022","102","bgm_M232"
"23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","23.馬提爾德岩峰‧北部","2019/09/17 16:00:00","bgm_M232","12023","102","bgm_M232"
"24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","24.雷蒂烏斯群峰‧西麓","2019/10/15 16:00:00","bgm_M233","12024","102","bgm_M233"
"25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","25.雷蒂烏斯群峰‧東麓","2019/11/15 16:00:00","bgm_M233","12025","102","bgm_M233"
"26.佩特羅大森林‧西部","2030/12/17 14:59:59","26.佩特羅大森林‧西部","2019/12/13 16:00:00","bgm_M260","12026","102","bgm_M260"
"27.佩特羅大森林‧東部","2030/12/17 14:59:59","27.佩特羅大森林‧東部","2020/01/10 16:00:00","bgm_M260","12027","102","bgm_M260"
"28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","28.迪茲塔爾河蝕岸‧北部","2020/02/14 16:00:00","bgm_M278","12028","102","bgm_M278_E28"
"29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","29.迪茲塔爾河蝕岸‧南部","2020/03/13 16:00:00","bgm_M278","12029","102","bgm_M278_E29"
"30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","bgm_M293","12030","102","bgm_M293"
"31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","bgm_M293","12031","102","bgm_M293"
"32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","32.法斯奇亞森林‧南部","2020/06/15 16:00:00","bgm_M339","12032","102","bgm_M339"
"33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","33.法斯奇亞森林‧東部","2020/07/13 16:00:00","bgm_M339","12033","102","bgm_M339"
"34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","34.迪克斯提亞岩崖‧西壁","2020/08/17 16:00:00","bgm_M374","12034","102","bgm_M374"
"35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","35.迪克斯提亞岩崖‧東壁","2015/12/17 15:00:00","bgm_M374","12035","102","bgm_M374"
"36.維娜\n　　　　　湖畔道‧南部","2030/12/17 14:59:59","36.維娜湖畔道‧南部","2020/11/13 16:00:00","bgm_M392","12036","102","bgm_M392"
"37.維娜\n　　　　　湖畔道‧北部","2030/12/17 14:59:59","37.維娜湖畔道‧北部","2020/12/14 16:00:00","bgm_M392","12037","102","bgm_M392"
"38.拉圖斯\n　　　　　斷崖‧南部","2030/12/17 14:59:59","38.拉圖斯斷崖‧南部","2021/01/15 16:00:00","bgm_M411","12038","102","bgm_M411"
"39.拉圖斯\n　　　　　斷崖‧北部","2030/12/17 14:59:59","39.拉圖斯斷崖‧北部","2021/02/09 16:00:00","bgm_M411","12039","102","bgm_M411"
"40.斯卡普\n　　　　　山系‧西麓","2030/12/17 14:59:59","40.斯卡普山系‧西麓","2021/03/15 16:00:00","bgm_M411","12040","102","bgm_M411_E40"
"41.斯卡普\n　　　　　山系‧東麓","2030/12/17 14:59:59","41.斯卡普山系‧東麓","2021/04/16 16:00:00","bgm_M411","12041","102","bgm_M411_E40"
"42.佩克托斯\n　　　　　冰峰‧西壁","2030/12/17 14:59:59","42.佩克托斯冰峰‧西壁","2021/05/17 16:00:00","bgm_M411","12042","102","bgm_M411_E40"
"43.佩克托斯\n　　　　　冰峰‧東壁","2030/12/17 14:59:59","43.佩克托斯冰峰‧東壁","2021/06/16 16:00:00","bgm_M411","12043","102","bgm_M411_E40"
"44.斯夸瑪\n　　　　　冰脈‧西壁","2030/12/17 14:59:59","44.斯夸瑪冰脈‧西壁","2021/07/16 16:00:00","bgm_M411","12044","102","bgm_M411_E40"
"45.斯夸瑪\n　　　　　冰脈‧東壁","2030/12/17 14:59:59","45.斯夸瑪冰脈‧東壁","2021/08/17 16:00:00","bgm_M411","12045","102","bgm_M411_E40"
"46.拉泰里\n　　　　　山脈‧崖上","2030/12/17 14:59:59","46.拉泰里山脈‧崖上","2021/09/16 16:00:00","bgm_M483","12046","102","bgm_M483_E46"
"47.拉泰里\n　　　　　山脈‧崖下","2030/12/17 14:59:59","47.拉泰里山脈‧崖下","2021/10/15 16:00:00","bgm_M483","12047","102","bgm_M483_E46"
"48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","48.埃斯塔荒野‧南部","2021/11/15 16:00:00","bgm_M483","12048","102","bgm_M483_E46"
"49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","49.埃斯塔荒野‧北部","2021/12/15 16:00:00","bgm_M483","12049","102","bgm_M483_E46"
"50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","50.涅羅礁岩‧西部","2022/01/17 16:00:00","bgm_M483","12050","102","bgm_M483_E50"
"51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","51.涅羅礁岩‧東部","2022/04/15 16:00:00","bgm_M483","12051","102","bgm_M483_E50"
"52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","52.皮尼翁沿岸堤‧西岸","2022/06/15 16:00:00","bgm_M483","12052","102","bgm_M483_E50"
"53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","53.皮尼翁沿岸堤‧東岸","2022/08/15 16:00:00","bgm_M483","12053","102","bgm_M483_E50"
"54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","54.托塔提斯沙岸‧西部","2022/10/14 16:00:00","bgm_M483","12054","102","bgm_M483_E50"
"55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","55.托塔提斯沙岸‧東部","2022/12/15 16:00:00","bgm_M483","12055","102","bgm_M483_E50"
"56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","56.歐呂克斯沙島‧北部","2023/02/15 16:00:00","bgm_M483","12056","102","bgm_M483_E50"
"57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","57.歐呂克斯沙島‧南部","2023/04/14 16:00:00","bgm_M571","12057","102","bgm_M571"
"58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","58.克魯斯密林‧東部","2023/06/15 16:00:00","bgm_M599A","12058","102","bgm_M599A"
"63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","63.阿帕雷尤街道‧西側","2023/08/15 16:00:00","bgm_MC001","12063","103","bgm_MC001"
"64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","64.阿帕雷尤街道‧東側","2023/10/16 16:00:00","bgm_MC001","12064","103","bgm_MC001"
"65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","65.芭菲之城　城鎮","2015/12/17 15:00:00","bgm_MC001","12065","103","bgm_MC001"
"66.拉摩利爾平原","2030/12/17 14:59:59","66.拉摩利爾平原","2015/12/17 15:00:00","bgm_MC001","12066","103","bgm_MC001"
"67.渦炎密林","2030/12/17 14:59:59","67.渦炎密林","2015/12/17 15:00:00","bgm_MC079","12067","104","bgm_MC079"
"68.思索樹海","2030/12/17 14:59:59","68.思索樹海","2015/12/17 15:00:00","bgm_MC079","12068","104","bgm_MC079"
"69.鬼的跟前","2030/12/17 14:59:59","69.鬼的跟前","2015/12/17 15:00:00","bgm_MC079","12069","104","bgm_MC079"
"70.炎繩河","2030/12/17 14:59:59","70.炎繩河","2015/12/17 15:00:00","bgm_MC079","12070","104","bgm_MC079"
"71.崩豹山巔","2030/12/17 14:59:59","71.崩豹山巔","2015/12/17 15:00:00","bgm_MC079","12071","104","bgm_MC079"
"72.怒錐山岳","2030/12/17 14:59:59","72.怒錐山岳","2015/12/17 15:00:00","bgm_MC079","12072","104","bgm_MC079"
"73.久遠冰河‧南端","2030/12/17 14:59:59","73.久遠冰河‧南端","2015/12/17 15:00:00","bgm_MC201","12073","105","bgm_MC201"
"74.幽魂濕地","2030/12/17 14:59:59","74.幽魂濕地","2015/12/17 15:00:00","bgm_MC201","12074","105","bgm_MC201"
"75.巨鯨城‧近郊","2030/12/17 14:59:59","75.巨鯨城‧近郊","2015/12/17 15:00:00","bgm_MC201","12075","105","bgm_MC201"
"18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:00","18.法艾頓草原‧北部","2020/01/02 16:00:00","bgm_M179","13018","102","bgm_M179"
"19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","19.法艾頓草原‧南部","2020/02/04 16:00:00","bgm_M179","13019","102","bgm_M179"
"20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","20.卡斯塔利亞樹林‧西部","2020/05/05 16:00:00","bgm_M180","13020","102","bgm_M180"
"21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","21.卡斯塔利亞樹林‧東部","2020/07/02 16:00:00","bgm_M180","13021","102","bgm_M180"
"22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","22.馬提爾德岩峰‧南部","2020/09/04 16:00:00","bgm_M232","13022","102","bgm_M232"
"23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","23.馬提爾德岩峰‧北部","2015/12/17 15:00:00","bgm_M232","13023","102","bgm_M232"
"24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","24.雷蒂烏斯群峰‧西麓","2021/02/09 16:00:00","bgm_M233","13024","102","bgm_M233"
"25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","25.雷蒂烏斯群峰‧東麓","2021/05/11 16:00:00","bgm_M233","13025","102","bgm_M233"
"26.佩特羅大森林‧西部","2030/12/17 14:59:59","26.佩特羅大森林‧西部","2015/12/17 15:00:00","bgm_M260","13026","102","bgm_M260"
"27.佩特羅大森林‧東部","2030/12/17 14:59:59","27.佩特羅大森林‧東部","2015/12/17 15:00:00","bgm_M260","13027","102","bgm_M260"
"28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","28.迪茲塔爾河蝕岸‧北部","2015/12/17 15:00:00","bgm_M278","13028","102","bgm_M278_E28"
"29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","29.迪茲塔爾河蝕岸‧南部","2015/12/17 15:00:00","bgm_M278","13029","102","bgm_M278_E29"
"30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","bgm_M293","13030","102","bgm_M293"
"31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","2022/07/11 16:00:00","bgm_M293","13031","102","bgm_M293"
"32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","32.法斯奇亞森林‧南部","2022/10/11 16:00:00","bgm_M339","13032","102","bgm_M339"
