e67a25aefa8c1807d63ccad8fd589d6a7004bb8fb9b7adb41a3ed3916fb971ed,ada04f3bc06f86ce3c14e30266c22081da1a7db2209c4a0dc97d842205e1e50d,b1f3b86e92421f7f5b71c61e463818afb1a9372cff81a96fca102663623b5e60,f4539548eb213ad05cd4ab06fcedcf61aba088217e8a7c87cde576e016d81cb0,b7a805225be772ce99aaf7f5939c1afd01c2a58312bd0f13c3c0bf82133d9e8e,f184232b4102f1c12ea2665fc8627a8095b9262a7d1ff1b8d4b8ddae92a8e967,e429971abe8954d6f6d3b0d8a99d39017bb16e108bc4da62318e111f79187afc,0dacf0d992d47dce5a26970f36fd2826433443562b755b8ebf6cd90cc0ac0899,104f0658c941e3857c673be7a3fa4d9b987bec6d26dcbe582fb43d3858be2217,0d72111c74e97936087bb89226dc0c09d879e368b476b958a806c3a43f398bf2,ffd10984c796d77e9681b876d4b94c6192864e6a69a1dd75221baf1b819f8591,cd0e387935f2a02dd99a061ac1caa7c43a2b5f780745b2a9a372e7f0531793a2,42e8e1fbec3414a3c4b7662e8748d5b6d96c0a6f420e7f7e8cc5b0dc70614086,bcd64e3ae8e5c14db9b7669c7e00a4cbc34f407eeb5932a9812da2ef5541742f
"0","502","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24011","","192501","1","10046","0","0","24","贏了！"
"0","503","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24012","","192501","1","10046","0","0","24","感覺不錯！"
"0","111","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24013","美里","113501","6","10046","0","5.33","24","哎呀～該不會我\n不小心贏了嗎？\n可能是因為我有\n看著大家練習吧～"
"0","112","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24014","美里","113501","1","10046","0","6.85","24","老師想幫上大家的忙，\n所以也努力試試看了～！\n看來似乎有順利丟出去，\n太好了～！"
"0","113","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24015","美里","113501","1","10046","0","3","24","練習辛苦了～！\n老師也很高興\n能夠幫上忙喔～♪\n接下來也一起努力加油吧～！"
"0","611","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24016","大地","192401","1","10046","0","6.11","24","看來練習得還不夠啊，\n我甚至沒有\n拿出真本事投呢，\n再練一次！"
"0","612","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24017","大地","192401","1","10046","0","6.75","24","哼，這是理所當然的結果。\n我的球才不會讓任何人打到！\n要是還想繼續打，\n我就奉陪到底！"
"0","613","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24018","大地","192401","2","10046","0","0","24","很好！\n就以這股氣勢，朝全國前進吧！\n看我用三振解決掉所有對手！"
"0","211","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24019","初音","113401","2","10046","0","4.52","24","閃亮亮☆\n初音大勝利喲～！\n為了讓大家能更加進步，\n我也會繼續努力下去的！"
"0","212","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24020","初音","113401","2","10046","0","3.89","24","好耶！我贏了！\n不管是啦啦隊還是投手，\n都交給我初音吧！"
"0","213","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24021","初音","113401","1","10046","0","13.49","24","很好～就像這樣繼續\n努力吧……雖然是這麼想，\n但因為用了超能力……\n我開始想睡了……呼嚕……"
"0","311","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24022","嘉夜","106501","1","10046","0","3.17","24","真是場好比賽！\n我太熱血沸騰，\n不小心就用全力丟球了。"
"0","312","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24023","嘉夜","106501","1","10046","0","4.42","24","如何？\n老娘的球很熾熱吧！\n不過，你們的鬥志\n也是挺不錯的喔。"
"0","313","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24024","嘉夜","106501","6","10046","0","2.89","24","什麼嘛，就這點程度而已嗎？\n我還完全沒投個夠呢，\n再繼續比下去吧！"
"0","421","2030/12/17 14:59:59","3","2020/07/31 12:00:00","24025","綾音","102301","4","10046","0","3.71","24","差一點點了說～！\n下次我一定會跟噗吉一起\n贏給你們看的！"
"0","721","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24026","旭","192201","2","10046","0","5.1","24","真是一場好比賽呢！\n不過果然還是好不甘心……\n我會再多做練習，\n下次絕對會是我贏！"
"0","821","2030/12/17 14:59:59","3","2020/07/31 12:00:00","24027","社員3","192301","1","10046","0","4.34","24","嘖……還差一步啊。\n下次我一定會贏的，\n做好心理準備吧。"
"0","521","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24028","","192501","1","10046","0","0","24","真是一場好比賽，\n下次再比一次吧。"
"0","101","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24029","美里","113501","1","10046","-360","5.62","24","做得非常好喔～♪\n看你這麼努力，老師很開心，\n今後也為了比賽，\n一起繼續練習下去吧～"
"0","102","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24030","美里","113501","1","10046","-360","9.58","24","這是你努力的成果呢～！\n照這樣繼續練習下去，\n應該會獲得更棒的成績吧。\n我很期待喔～！"
"0","103","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24031","美里","113501","2","10046","-360","0","24","好孩子，好孩子～♪\n你這麼認真努力，\n我要好～好誇獎一番。"
"0","104","2030/12/17 14:59:59","1","2020/07/31 12:00:00","24032","美里","113501","2","10046","-360","9.13","24","朝著夢想前進了一步呢。\n照這個步調，一起實現夢想吧。\n目標是全國大賽～！"
"0","105","2030/12/17 14:59:59","2","2020/07/31 12:00:00","24033","美里","113501","1","10046","-360","8.27","24","狀態很好呢～♪\n你比賽時一定也會\n大有活躍的。\n我很期待喔～！"
