0d9a3ffc21f8418eb95190bf3da1cb2eddf3522281160c22d9784b8dce891485,15e99c9d7e041c86ac149b2e19fe7477eb7d7620178b65aba9c46527f5381ec9,333150abeaa042443dca8d5b31e73eb0be10ff5d6e86a945c2acf44d6c92a5b4,d9c3b3305418e6f6afe7fa62104b9a46de35293a8706d80e0cb1b5e786338510,325d36aa7681a92dab78da18820ae9319ffff6b8894cae99726e16a0505fc983,3727222c51bb968c9ea57492d1093bdefda6fc20a191ef34d7a32ad82669385e,b8db3fd231370ee66746ad735f08b2b6db98701276c8c35440153375cceda655,50b4c489d6ba83aa56f6527214ba3e3d7bb4d68ee80fa6a006ce2de4f2e3abdd,622800c2fe7d503734ca183836efeaa407a6d5c4a3ec08ebbc6b1e807eb69140,dd7d902af8426e43b6cf9eb9311ed7cc8331d2c37625429836553c935165a0a1,17cfd7783af1b7425b38e96665a7f50372cf65b6853d85b21e3988e4cd55dbe3,73cfbe26a7af7fc8041aa23375c1688c8debd0a0b945e931b132a9cf9286f237,3b67e257567572c203880fabebf74e416f6e06dbe2e411038244b2a1de72d424,eb613b4c7e8bb696fec403cfc7e21de1a3d595df845baf286103711fa5dd7e70,12efb79e3cba772acabbaff8d503e68280615ca5503b12275f65f72ebd53a6c0,4fd4d4419b3485abd83d5aa7f7d635eb34bee3090330dd8eb3e63cc70ccf003f
"91002","25021","1002016","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1002017","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1002018","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1003001","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003002","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003003","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003004","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003005","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003006","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003007","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003008","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003009","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25001","1003010","94002","8","10","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003011","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003012","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003013","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003014","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003015","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1003016","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1003017","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1003018","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1004001","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004002","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004003","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004004","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004005","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004006","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004007","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004008","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004009","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25001","1004010","94002","8","10","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004011","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004012","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004013","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004014","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004015","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1004016","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1004017","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1004018","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1005001","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005002","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005003","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005004","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005005","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005006","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005007","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005008","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005009","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25001","1005010","94002","8","10","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005011","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005012","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005013","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005014","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005015","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1005016","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1005017","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1005018","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1006001","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006002","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006003","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006004","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006005","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006006","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006007","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006008","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006009","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25001","1006010","94002","8","10","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006011","94002","8","50","25011","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006012","94002","8","50","25012","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006013","94002","8","50","25013","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006014","94002","8","50","25014","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006015","94002","8","50","25015","2","2","90008","10","400","12","2","500000","200"
"91002","25021","1006016","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1006017","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
"91002","25021","1006018","94002","8","50","0","2","2","90008","10","0","12","0","500000","200"
