93f64eaf5d3ac1bd8b14411ca1b6bf28b929f0689e11689dda53d3ca92d43596,96a24f1f080c863b606b48b0bcffacc7c56843c225211d9026fb7c4abd83f80b,ad97f81ec72460eaa4aa16a1c7a0e6ecc10d774a88a28b11e80cbeaf31f02959,f89ced7f075aa1085f18024f90785ff75e5ad9304e1ce19a09c0831d216901c7,127e8db22821924737daa6e7f26996aeda4671ea6f52989de6ae1c52c6404fda,22fee016e571f1c162ee134a058b369fb706aa4204899832ebafcaa0b7e42e6d,283e8b616de4886f610ab90ae0ad19f88816c2e71d55b88e9fb85c8442970cd1,12126c464508df6f165b43ddef500da3750262d83aec05976246673e35e91d10,09ed1a79d7ad6c7f3eb268d883f3f421dad1b2a7ff99177556cbae039ce41680,1797acdda97c96d572254851ba5c407e0b4cde9186275f1d95562ef3db43fbe0
"1","醬油","0","醋","0","0","0","味噌","味醂","2120013"
"1","refrigerator","0","bankrupt","0","0","0","harmonious","itinerary","2120014"
"1","節儉","0","風景秀麗","0","0","0","四季分明","勤奮求學","2120016"
"1","老人顏貌俊美","0","老但樣貌年輕","0","0","0","老人生氣的樣子","老年人精神煥發","2120017"
"1","Long Way","0","Fly Away","0","0","0","Railway","Freeway","2120018"
"1","徒勞無功","0","無濟於事","0","0","0","枉費心機","吹糠見米","2120021"
"1","瘠人肥己","0","葛屨履霜","0","0","0","錙銖必較","地不愛寶","2120022"
"1","對牛彈琴","0","雞同鴨講","0","0","0","白費口舌","口若懸河","2120023"
"1","海底撈月","0","鐵樹開花","0","0","0","天方夜譚","魑魅魍魎","2120025"
"1","屈指可數","0","寥寥無幾","0","0","0","微乎其微","恆河沙數","2120026"
"1","一鳥一石","0","一長一短","0","0","0","一兆一億","一朝一夕","2120027"
"1","２個","0","６個","0","0","0","８個","４個","2120028"
"1","Hallo","0","Herro","0","0","0","Harro","Hello","2120029"
"1","埋頭苦幹","0","一進一退","0","0","0","日新月異","優柔寡斷","2120031"
"1","星期四","0","星期日","0","0","0","星期一","星期五","2120033"
"1","星期五","0","星期四","0","0","0","星期二","星期三","2120034"
"1","Dubbing Message","0","Dancing Message","0","0","0","Diving Message","Dying Message","2120035"
"1","牛","0","狗","0","0","0","虎","馬","2120036"
"1","河川","0","衣櫃","0","0","0","廚房","廁所","2120037"
"1","牛","0","烘","0","0","0","工","奔","2120038"
"1","喧","0","渲","0","0","0","宣","暄","2120039"
"1","暄","0","渲","0","0","0","宣","喧","2120042"
"1","「朝」天闕","0","「朝」向","0","0","0","「朝」野","「朝」三暮四","2120045"
"1","「難」過","0","「難」受","0","0","0","艱「難」","「難」民","2120046"
"1","鈔","0","兌","0","0","0","硬","弊","2120047"
"1","八面六臂","0","四分五裂","0","0","0","五顏六色","九死一生","2120048"
"1","百發百中","0","八方受敵","0","0","0","一網打盡","千載一遇","2120049"
"1","陰謀","0","計劃","0","0","0","測量","謀求","2120050"
"1","抵達","0","靠近","0","0","0","依附","從事","2120051"
"1","紅色","0","黑色","0","0","0","白色","青色","2120053"
"1","祭天拜地","0","中飽私囊","0","0","0","神仙難救","不知死活","2120054"
"1","家人","0","情侶","0","0","0","師徒","敵人","2120055"
"1","松茸","0","香菇","0","0","0","蘆筍","竹筍","2120056"
"1","阿彌陀佛","0","天女散花","0","0","0","頂上無光","無法無天","2120057"
"1","一步登天","0","登高望遠","0","0","0","言不及義","高明","2120058"
"1","足不出戶","0","覆水難收","0","0","0","緊攔慢擋","一場空","2120059"
"1","鶴","0","狗","0","0","0","貓","龜","2120060"
"1","狸","0","貓","0","0","0","兔","狐","2120061"
"1","跌倒冒險團","0","我們的防衛團","0","0","0","一直打工團","邊緣人掰掰團","2121001"
"1","最棒的一杯","0","麥酒最棒啦！","0","0","0","麥酒的想像訓練","沉醉麥酒的快樂女孩","2121002"
"1","誓約女君","0","聖夜女君","0","0","0","兇猛女君","絕對妻君","2121003"
"1","風","0","疾","0","0","0","姬","暝","2121004"
"1","10000000","0","1000","0","0","0","100000000","1000000","2121005"
"1","Outdated","0","Aged","0","0","0","Senior","Sophisticated","2130004"
"1","Exempt","0","Outside","0","0","0","Exonerate","Ostracize","2130005"
"1","運蹇的無奈","0","喪子的悲痛","0","0","0","飢荒的悲嘆","故國的哀思 ","2130006"
"1","「佚」名／瓜「瓞」綿綿","0","「岈」然／驚「訝」不已","0","0","0","「鵪」鶉／「閹」然媚世","地「氈」／「饘」粥糊口","2130007"
"1","牛肉麵","0","老爺車","0","0","0","鵝蛋臉","水果刀","2130008"
"1","病","0","原","0","0","0","尾","床","2130009"
"1","東","0","西","0","0","0","北","南","2130011"
"1","廁所","0","客廳","0","0","0","儲物間","廚房","2130014"
"1","七","0","六","0","0","0","八","九","2130015"
"1","香蕉恐懼症","0","衣服恐懼症","0","0","0","廁所恐懼症","花生醬恐懼症","2130016"
"1","三番五次","0","千變萬化","0","0","0","馬耳東風","天衣無逢","2130018"
"1","絕妙好辭／鉤章棘句","0","虛與委蛇／緣木求魚","0","0","0","折節下士／櫛風沐雨","詠絮之才／不櫛進士 ","2130019"
"1","狼「嗥」鬼叫／「皋」魚之泣","0","不「悱」不發／「蜚」短流長","0","0","0","修「葺」補漏／擊「楫」中流","秋荼春「薺」／光風「霽」月","2130020"
"1","泛而不精","0","光吃不做","0","0","0","洗刷汙名","羊頭苦肉","2130021"
"1","Consent","0","Overlook","0","0","0","Overwhelm","Accent","2130022"
"1","Superb","0","Occasion","0","0","0","Extreme","Mediocre","2130023"
"1","Conservation","0","Contention","0","0","0","Consumption","Conference","2130024"
"1","Addiction","0","Obsession","0","0","0","Attempt","Desirable","2130025"
"1","伊乃木","0","木伊乃","0","0","0","乃伊木","木乃伊","2130026"
"1","Stern","0","Precise","0","0","0","Austere","Confine","2130027"
"1","讓其發亮","0","讓其減輕","0","0","0","讓其迎向光明","啟發","2130028"
"1","漂亮的","0","舒服的","0","0","0","可憎的","嬌小的","2130029"
"1","大膽","0","疏失","0","0","0","平凡","過於謹慎","2130030"
"1","將棋","0","麻將","0","0","0","雙六棋","圍棋","2130031"
"1","賭博","0","飲食","0","0","0","女性","釣魚","2130033"
"1","太空的","0","有嫌疑的","0","0","0","特別的","寬敞的","2130034"
"1","Strength","0","Strict","0","0","0","Stretch","Straight","2130035"
"1","菊花","0","薔薇","0","0","0","百合","蓮","2130036"
"1","Descant","0","Descend","0","0","0","Desiccant","Descent","2130037"
"1","Listen","0","Lesion","0","0","0","Lissen","Lessen","2130039"
"1","Wrist","0","Write","0","0","0","Wreck","Waste","2130041"
"1","Van","0","Vine","0","0","0","Vent","Vain","2130044"
"1","使髒亂","0","使分散","0","0","0","修剪","使頭髮蓬鬆","2130045"
"1","欺霜傲雪","0","心如鐵石","0","0","0","堅定不移","心如木石","2130046"
"1","自我作古","0","破舊立新","0","0","0","滌故更新","標新立異","2130047"
"1","黴","0","草","0","0","0","芽","苔","2130048"
"1","落井下石","0","暗箭傷人","0","0","0","趁人之危","明哲保身","2130049"
"1","刀","0","車","0","0","0","獅","翼","2130050"
"1","如履薄冰","0","如臨深淵","0","0","0","謹言慎行","全身遠害","2130052"
"1","非典型肺炎","0","嚴重特殊傳染性肺炎","0","0","0","嚴重急性呼吸道症候群","火山矽肺症","2130053"
"1","朱明","0","素節","0","0","0","玄英","青陽","2130054"
"1","詩集","0","詩","0","0","0","寫詩","詩人","2130055"
"1","昊天","0","安寧","0","0","0","陽中","高商","2130058"
"1","子","0","兄","0","0","0","父","孫","2130059"
"1","指天畫地","0","指手畫腳","0","0","0","張牙舞爪","指鹿為馬","2130061"
"1","紅","0","黃","0","0","0","灰","藍","2131001"
"1","777","0","888","0","0","0","999","666","2131002"
"1","互不來往","0","氣數已盡","0","0","0","百人一首","公雞報喜","2131003"
"1","絢爛煙火","0","勞動工作","0","0","0","訴說愛意","本命任務","2131004"
"1","巡遊","0","戰鬥","0","0","0","賽跑","露營","2131005"
"1","日本錦蛇","0","水蠆","0","0","0","日本大龍蝨","蝌蚪","2210001"
"1","翼","0","尾巴","0","0","0","耳","角","2210003"
"1","蟋蟀","0","蜻蜓","0","0","0","蟬","蚱蜢","2210004"
"1","鵜鶘","0","東方白鸛","0","0","0","鸚鵡","烏鴉","2210005"
"1","大蒜","0","洋蔥","0","0","0","薑黃","薑汁","2210006"
"1","芒果","0","榴槤","0","0","0","紅毛丹","酪梨","2210007"
"1","三色堇","0","珍珠","0","0","0","派西","香菜","2210008"
"1","青椒","0","大白菜","0","0","0","黃瓜","紅蘿蔔","2210009"
"1","哺乳類","0","鳥類","0","0","0","爬蟲類","魚類","2210011"
"1","罷免","0","習慣","0","0","0","自我防衛","免疫","2210012"
"1","鼻子","0","嘴","0","0","0","眼睛","耳朵","2210013"
"1","松鼠科","0","犬科","0","0","0","貓科","鼬科","2210015"
"1","爸爸","0","爺爺","0","0","0","奶奶","媽媽","2210016"
"1","嘴","0","耳朵","0","0","0","眼睛","鼻子","2210018"
"1","鯖魚","0","香魚","0","0","0","鯉魚","大馬哈魚","2210019"
"1","貓熊","0","綿羊","0","0","0","猩猩","駱駝","2210020"
"1","鴕鳥","0","獅子","0","0","0","老虎","獵豹","2210021"
"1","大杜鵑","0","啄木鳥","0","0","0","貓頭鷹","鸚鵡","2210022"
"1","不懂感情","0","不知世事","0","0","0","虎牙","智齒","2210024"
"1","紅鸛","0","東方白鸛","0","0","0","雷鳥","孔雀","2210025"
"1","松葉蟹","0","高腳蟹","0","0","0","日本絨螯蟹","鱈場蟹","2210026"
"1","橘子糖","0","檸檬糖","0","0","0","草莓糖","葡萄糖","2210027"
"1","松茸","0","香菇","0","0","0","舞菇","袖長","2210029"
"1","肥肝","0","魚子醬","0","0","0","肉豆蔻","松露","2210030"
"1","剛體動物","0","解體動物","0","0","0","變體動物","軟體動物","2210032"
"1","豆芽菜","0","萵苣","0","0","0","高麗菜","青椒","2210034"
"1","豌豆","0","刀豆","0","0","0","黑豆","蠶豆","2210035"
"1","上臂一頭肌","0","比目魚肌","0","0","0","上臂五頭肌","上臂二頭肌","2210037"
"1","藍色","0","黃色","0","0","0","綠色","紅色","2210040"
"1","二十隻","0","五隻","0","0","0","十隻","一隻","2210041"
"1","鼻子","0","前線","0","0","0","尾巴","耳朵","2210042"
"1","河川","0","湖","0","0","0","池塘","海","2210045"
"1","在地表高速奔跑","0","頭會360度旋轉","0","0","0","啄樹木來挖洞","喙會膨脹","2210046"
"1","珊瑚","0","民宿","0","0","0","小石子","貝殼","2210047"
"1","牽牛花","0","茶梅","0","0","0","菊花","櫻花","2210048"
"1","打嗝","0","打噴嚏","0","0","0","打哈欠","打呼","2210049"
"1","頭頭骨","0","頭挨骨","0","0","0","頭空骨","頭蓋骨","2210050"
"1","26℃左右","0","46℃左右","0","0","0","56℃左右","36℃左右","2210051"
"1","螽斯","0","灶馬","0","0","0","日本虎甲蟲","變色龍","2210052"
"1","胡椒魚","0","塔巴斯科辣椒魚","0","0","0","七味辣椒魚","山椒魚","2210054"
"1","北極熊","0","亞洲黑熊","0","0","0","棕熊","黑啄木鳥","2210056"
"1","苦","0","鹹","0","0","0","甜","燙","2210057"
"1","蟬","0","蜻蜓","0","0","0","蜜蜂","螢火蟲","2210058"
"1","Salty Dog","0","Hot Dog","0","0","0","Corn Dog","Bulldog","2210059"
"1","日本紅楓","0","杜鵑花","0","0","0","野漆","銀杏","2210060"
"1","禊","0","鏡華","0","0","0","美美","優妮","2211001"
"1","四","0","三","0","0","0","一","二","2211002"
"1","貪吃佩可","0","可可蘿","0","0","0","雪菲","凱留","2211003"
"1","伊緒寶","0","伊緒老師","0","0","0","伊緒大人","小伊緒","2211004"
"1","莉莉","0","可璃亞","0","0","0","普蕾西亞","美空","2211005"
"1","木魚","0","儒艮","0","0","0","墨魚","小丑魚","2220001"
"1","蒲公英","0","繡球花","0","0","0","牽牛花","茶梅","2220002"
"1","10隻","0","６隻","0","0","0","12隻","８隻","2220005"
"1","薔薇科","0","芸香科","0","0","0","瓜科","茄科","2220006"
"1","爺爺龜","0","殿下龜","0","0","0","婆婆龜","棱皮龜","2220007"
"1","木瓜","0","鳳梨","0","0","0","芒果","奇異","2220008"
"1","蘆薈","0","龍舌蘭","0","0","0","鼠尾草","蘆葦","2220009"
"1","消化食物","0","製造血液","0","0","0","解毒","沒有功用","2220010"
"1","猩猩","0","黑猩猩","0","0","0","紅毛猩猩","日本獼猴","2220012"
"1","鮭魚","0","鯖魚","0","0","0","鱸魚","鯡魚","2220015"
"1","阿基里斯大兜蟲","0","亞馬遜大兜蟲","0","0","0","柏修斯大兜蟲","赫克力士大兜蟲","2220016"
"1","２個","0","３個","0","0","0","沒有區分","４個","2220017"
"1","亞洲黑熊","0","棕熊","0","0","0","美洲黑熊","北極熊","2220018"
"1","鍬形蟲","0","瓢蟲","0","0","0","蟬","螳螂","2220019"
"1","肌頰","0","儲頰","0","0","0","頰冠","頰囊","2220020"
"1","紅龍吐珠","0","鹿子百合","0","0","0","牡丹金梅草","蝴蝶蘭","2220021"
"1","脂肪","0","心房","0","0","0","棍棒","細胞","2220022"
"1","螽斯","0","蝗蟲","0","0","0","螞蟻","蟋蟀","2220023"
"1","鮟鱇","0","鯊魚","0","0","0","虎鯨","河豚","2220024"
"1","手","0","眼","0","0","0","耳","疣","2220025"
"1","海膽","0","烏賊","0","0","0","章魚","水母","2220026"
"1","水母","0","烏賊","0","0","0","章魚","海膽","2220027"
"1","狗","0","羊","0","0","0","駱駝","牛","2220028"
"1","卵","0","腐木","0","0","0","樹葉","蛹","2220030"
"1","蛇","0","變色龍","0","0","0","河馬","鱷魚","2220031"
"1","猩猩","0","黑猩猩","0","0","0","紅毛猩猩","阿拉伯狒狒","2220033"
"1","獨角仙","0","金龜子","0","0","0","螳螂","鍬形蟲","2220034"
"1","七個月後","0","七週後","0","0","0","七天後","七年後","2220038"
"1","向日葵","0","繡球花","0","0","0","波斯菊","梅","2220040"
"1","手","0","頭部","0","0","0","腰","腳","2220042"
"1","本名","0","俗名","0","0","0","實名","學名","2220043"
"1","猿人","0","巧人","0","0","0","直立人","智人","2220044"
"1","蟬","0","獨角仙","0","0","0","鈴蟲","蜻蜓","2220046"
"1","玻璃植物","0","束子植物","0","0","0","芥子植物","種子植物","2220047"
"1","毛樣血管","0","毛頭血管","0","0","0","毛深血管","毛細血管","2220048"
"1","鳥類","0","兩生類","0","0","0","魚類","貝殼類","2220049"
"1","蝦子","0","螃蟹","0","0","0","藤壺","水母","2220050"
"1","刺蝟","0","豪豬","0","0","0","大食蟻獸","犰狳","2220051"
"1","蛋白質","0","脂質","0","0","0","碳水化合物","水","2220052"
"1","石虎","0","黑面琵鷺","0","0","0","鴛鴦","台灣野豬","2220054"
"1","毛","0","骨頭","0","0","0","脂肪","皮膚","2220056"
"1","循環系統","0","泌尿系統","0","0","0","消化系統","呼吸系統","2220057"
"1","章魚","0","烏賊","0","0","0","蝦子","海膽","2220058"
"1","莢子","0","種子","0","0","0","豆子","孢子","2220059"
"1","韌皮部","0","綠皮層","0","0","0","木栓層","木質部","2220060"
"1","鏡華","0","莉莉","0","0","0","祈梨","美美","2221001"
"1","鱈虎","0","三重岩","0","0","0","虎獅","虎虎","2221002"
"1","怪奇怪零","0","怪奇怪鈴","0","0","0","怪其怪靈","怪奇怪靈","2221003"
"1","智","0","美咲","0","0","0","胡桃","宮子","2221004"
"1","鱷魚龍","0","鱷魚泥巴巴","0","0","0","奉鱷","泥巴鱷","2221005"
"1","硫酸鈣粉","0","磷酸鈣粉","0","0","0","矽酸鈣粉","碳酸鈣粉","2230001"
"1","Idling","0","Traveling","0","0","0","Shirring","Shivering","2230003"
"1","肝臟","0","腎臟","0","0","0","心臟","胰臟","2230005"
"1","Peeler","0","Peanut","0","0","0","Peach","Peahen","2230007"
"1","白血球","0","T細胞","0","0","0","巨噬细胞","紅血球","2230008"
"1","虎鯊目","0","狗鯊科","0","0","0","真鯊科","鼠鯊科","2230010"
"1","謎迭香","0","彌迭香","0","0","0","迷蝶香","迷迭香","2230012"
"1","眉骨","0","顴骨","0","0","0","硬頰","頰囊","2230013"
"1","菫","0","藤花","0","0","0","枝垂櫻","繡球花","2230014"
"1","葉子","0","根","0","0","0","莖","果實","2230015"
"1","奇異果","0","鳳梨","0","0","0","山竹","火龍果","2230016"
"1","細胞核","0","細胞膜","0","0","0","細胞質","細胞壁","2230017"
"1","體側扁","0","橢圓形","0","0","0","尾鰭深分叉","鱗片大","2230018"
"1","長頸鹿較多","0","人類較多","0","0","0","個體間有所差距","一樣多","2230019"
"1","靈犬科","0","靈熊科","0","0","0","靈馬科","靈貓科","2230021"
"1","菊科","0","繖形科","0","0","0","禾本科","唇形科","2230022"
"1","黑色","0","棕色","0","0","0","紅色","白色","2230023"
"1","河狸","0","海狸鼠","0","0","0","絨毛絲鼠","水豚","2230024"
"1","鰻魚","0","大西洋鯡魚","0","0","0","鮪魚","皇帶魚","2230026"
"1","水獺","0","石虎","0","0","0","台灣黑熊","麝香貓","2230027"
"1","蜻蜓","0","獨角仙","0","0","0","鍬形","家蠶","2230028"
"1","櫻鱒","0","鰆魚","0","0","0","鮪魚","鰻魚","2230029"
"1","２顆","0","１顆","0","0","0","５顆","３顆","2230030"
"1","魔鬼魚","0","大白鯊","0","0","0","擬態章魚","腔棘魚","2230031"
"1","斜圓肌","0","正方肌","0","0","0","正圓肌","斜方肌","2230032"
"1","眼睛","0","尾鰭","0","0","0","嘴","鱗片","2230033"
"1","XX","0","YY","0","0","0","XZ","XY","2230034"
"1","15根","0","７根","0","0","0","23根","０根","2230036"
"1","鯊魚","0","鯨魚","0","0","0","鯉魚","象魚","2230037"
"1","松鼠科","0","犬科","0","0","0","貓科","鼬科","2230038"
"1","貓科","0","豬科","0","0","0","靈貓科","犬科","2230040"
"1","毛毛蟲","0","水蠆","0","0","0","蟻蛉","孑孓","2230043"
"1","蜘蛛","0","獨角仙","0","0","0","鍬形蟲","螳螂","2230044"
"1","拉筋","0","增肌","0","0","0","縮肌","抽筋","2230045"
"1","杜鵑花科","0","堇菜科","0","0","0","百合科","禾本科","2230046"
"1","針葉樹","0","闊葉樹","0","0","0","常綠樹","落葉樹","2230048"
"1","Lutein","0","Anthocyanidin","0","0","0","Lycopene","Chlorophyll","2230049"
"1","大杜鵑","0","公雞","0","0","0","鴿子","貓頭鷹","2230050"
"1","月夜草","0","星見草","0","0","0","星夜草","月見草","2230051"
"1","烏鴉螺","0","樹鶯螺","0","0","0","麻雀螺","鸚鵡螺","2230052"
"1","動漫","0","電影","0","0","0","煙火","電鈴","2230053"
"1","蝗蟲肌","0","鰹魚肌","0","0","0","鮪魚肌","比目魚肌","2230055"
"1","水","0","石油","0","0","0","夢","脂肪","2230058"
"1","狗","0","狸貓","0","0","0","狐狸","貓","2230059"
"1","椪柑","0","過山貓","0","0","0","山蘇","刺山柑","2230061"
"1","面具‧D‧純","0","聖誕淑女","0","0","0","白銀面具","聖女假面","2231001"
"1","綾音","0","可可蘿","0","0","0","伊莉亞","碧","2231002"
"1","太鼓","0","響板","0","0","0","沙鈴","鈴鼓","2231003"
"1","琪愛兒","0","克蘿依","0","0","0","碧","優妮","2231004"
"1","惠理子","0","妮諾","0","0","0","凱留","鈴奈","2231005"
"1","０","0","２","0","0","0","0.5","１","2310002"
"1","太陽","0","火星","0","0","0","水星","月球","2310003"
"1","水星","0","火星","0","0","0","金星","土星","2310005"
"1","綠寶石","0","綠松石","0","0","0","珍珠","紅寶石","2310006"
"1","溫帶低氣壓","0","寒帶低氣壓","0","0","0","乾燥帶低氣壓","熱帶低氣壓","2310009"
"1","百帕斯卡","0","毫巴","0","0","0","公斤","分貝","2310010"
"1","公尺","0","公斤","0","0","0","公升","卡路里","2310011"
"1","12","0","24","0","0","0","9","6","2310012"
"1","12小時","0","36小時","0","0","0","48小時","24小時","2310014"
"1","1公斤的鐵","0","1公斤的沙子","0","0","0","1公斤的棉花","一樣重","2310015"
"1","1360分鐘","0","1520分鐘","0","0","0","1600分鐘","1440分鐘","2310016"
"1","N","0","E","0","0","0","W","M","2310017"
"1","黑晝","0","黃晝","0","0","0","紅晝","白晝","2310018"
"1","紅色","0","白色","0","0","0","粉紅色","黑色","2310019"
"1","30度","0","60度","0","0","0","90度","45度","2310020"
"1","紅洞","0","藍洞","0","0","0","白洞","黑洞","2310021"
"1","180度","0","360度","0","0","0","540度","720度","2310023"
"1","20","0","22","0","0","0","23","21","2310024"
"1","熱河","0","泥河","0","0","0","運河","天河","2310025"
"1","氮","0","氫","0","0","0","碳","樸素","2310026"
"1","0.1公尺","0","10公尺","0","0","0","100公尺","0.01公尺","2310027"
"1","瓦茲","0","帕茲","0","0","0","哇茲","赫茲","2310028"
"1","颶風","0","豪大雨","0","0","0","颱風","颮","2310030"
"1","與火箭相撞","0","與人工衛星相撞","0","0","0","在地表發生的爆炸","與隕石相撞","2310031"
"1","265.24天","0","165.24天","0","0","0","465.24天","365.24天","2310032"
"1","約39.5天","0","約49.5天","0","0","0","約59.5天","約29.5天","2310034"
"1","切層","0","割層","0","0","0","高層","斷層","2310035"
"1","爆炸","0","氧化","0","0","0","液化","沸騰","2310036"
"1","固點","0","寒點","0","0","0","冷點","冰點","2310037"
"1","４公斤","0","６公斤","0","0","0","８公斤","２公斤","2310038"
"1","50","0","5050","0","0","0","-500","0","2310039"
"1","日偏食","0","日環食","0","0","0","全日食","日全食","2310041"
"1","反抗","0","反推","0","0","0","對立","電阻","2310042"
"1","金屬箔","0","英里","0","0","0","美甲","線圈","2310043"
"1","毫升","0","分升","0","0","0","公秉","公釐","2310044"
"1","160","0","150","0","0","0","155","200","2310045"
"1","３＋２","0","３÷２","0","0","0","２＋３","３×２","2310047"
"1","半月","0","娥眉月","0","0","0","新月","滿月","2310049"
"1","銀","0","銅","0","0","0","鐵","錢","2310051"
"1","不導體","0","未絕體","0","0","0","中緣體","半導體","2310052"
"1","Q波","0","R波","0","0","0","S波","P波","2310053"
"1","１日元硬幣100枚","0","１合的米","0","0","0","100萬日圓份量的１萬日圓鈔票","１公升的水","2310054"
"1","赤潮","0","黑潮","0","0","0","滿潮","乾潮","2310056"
"1","底邊","0","高度","0","0","0","２","圓周率","2310059"
"1","雷","0","霰","0","0","0","冰雹","霜","2310060"
"1","1480","0","1100","0","0","0","1000","1200","2311001"
"1","460","0","700","0","0","0","540","630","2311002"
"1","1600","0","5400","0","0","0","7980","6400","2311003"
"1","大間","0","東國","0","0","0","珊托魯斯","蘭德索爾","2311004"
"1","1000盧幣","0","1150盧幣","0","0","0","950盧幣","1100盧幣","2311005"
"1","０度","0","180度","0","0","0","360度","90度","2320001"
"1","２根","0","７根","0","0","0","９根","５根","2320004"
"1","畢宿五","0","南河三","0","0","0","軒轅十四","心宿二","2320005"
"1","壬烯醛","0","石蕊","0","0","0","二苯蒽","魯米諾","2320006"
"1","60℃","0","600℃","0","0","0","60000℃","6000℃","2320008"
"1","葡萄糖漿","0","胺基酸","0","0","0","糖精","澱粉","2320009"
