8baf8b2a92c05c8f3911248cbf016394b249ac4346f2f7ccacd55dc750188430,c0c0878660f81b2c481e9d3c337ed117b681c26817a597f7a256354bfc791abb,1495569d0e2532a7a06ce5773a4b00c86635a64de0d1eca56cec24a5c8068084,1ba98bd6028867bdbe9a9147395c108f04c4861e00039a8df31e0edf93f27e95,bfb4291605f51755bb7feabb342c308106a46412130b891ee2a06baae2168a74,c7ad383ae30efb99f8064344ae5528728f02b346a50b929d6634f676235a56b8,d59245ae1468ec30abbd243fe1e41c4c2bb4b1ca34fa9d3f75c37e63bc334cd2,d39b26fc41c21053e047079c21b7e68d8bd31f830d28da83eb417ec91f3407b6,5ee0c7d3466ae4972d2ecb87ace3e67a3840fe71b195836c042435b0288a264e,642b500894846a55b86ef123db13d84dab141d52e07a5c951d5f95d29ded17d1,7e4813ce62d7c2d4d4f87a7984ffed4b09d80815ab309e0ceb811d449fd19c48,722b0710c05ea091b0e07d674355d7caed06ac3b84178d1560b2fd7ec07ded2c,2f83fcacb7e4f04abcb7aa1fa0bada4c5d57ea208ee7734ac8092566e1057cff,8f045da49ca9f709a2704924ea4b74f0deadc44db7861c527e1c46f0c95ca873,89c114d2b37fc90c824eae9614814c4f0dcd964fb8514f9ba37c9d58795634bc,a4dcf744ccc84861226cb9d33e86390119ab514af1ccaf0ed8ebacf3c3d22270,d5770b5365060c0e11bb8f07d51c2c9a829e46d9255c3093d6f651f49e5f0903,e940f653f3d7de5000e7e8a5d8b068c7d39755d71535f56d2f9c36ae0c4ef2c8,4d2bdf18b175364671001fb68feb73f23d21c9dbbaaa8c6d260fe4aa46bf90fe
"25021","3000","abyss_reward_icon_masterpieces_piece","92409","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","240909","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92409","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","240910","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92409","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","240911","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92409","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","240912","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92409","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","240913","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92409","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","240914","0","25021"
"0","0","abyss_reward_icon_hiseki","92409","2","0","10","0","0","0","0","0","0","0","0","30000000000","240915","0","90005"
"0","0","abyss_reward_icon_hiseki","92409","2","0","20","0","0","0","0","0","0","0","0","35000000000","240916","0","90005"
"0","0","abyss_reward_icon_hiseki","92409","2","0","30","0","0","0","0","0","0","0","0","40000000000","240917","0","90005"
"0","0","abyss_reward_icon_hiseki","92409","2","0","50","0","0","0","0","0","0","0","0","50000000000","240918","0","90005"
"25021","1000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","200","0","2","25014","2","0","1000","2","1000000000","241001","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92410","2","25013","300","1000","0","2","25012","2","0","1000","2","2000000000","241002","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","500","0","2","25014","2","0","1000","2","3000000000","241003","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92410","2","25013","500","1000","0","2","25012","2","0","1000","2","4000000000","241004","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","1000","0","2","25014","2","0","1000","2","5000000000","241005","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92410","2","25013","1000","1000","0","2","25012","2","0","1000","2","6000000000","241006","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241007","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92410","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241008","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241009","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92410","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241010","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92410","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241011","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92410","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241012","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92410","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241013","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92410","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241014","0","25021"
"0","0","abyss_reward_icon_hiseki","92410","2","0","10","0","0","0","0","0","0","0","0","30000000000","241015","0","90005"
"0","0","abyss_reward_icon_hiseki","92410","2","0","20","0","0","0","0","0","0","0","0","35000000000","241016","0","90005"
"0","0","abyss_reward_icon_hiseki","92410","2","0","30","0","0","0","0","0","0","0","0","40000000000","241017","0","90005"
"0","0","abyss_reward_icon_hiseki","92410","2","0","50","0","0","0","0","0","0","0","0","50000000000","241018","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92410","4","0","50","0","0","0","0","0","0","0","0","60000000000","241019","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92410","4","0","50","0","0","0","0","0","0","0","0","70000000000","241020","0","140001"
"25021","1000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","200","0","2","25014","2","0","1000","2","1000000000","241101","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92411","2","25013","300","1000","0","2","25012","2","0","1000","2","2000000000","241102","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","500","0","2","25014","2","0","1000","2","3000000000","241103","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92411","2","25013","500","1000","0","2","25012","2","0","1000","2","4000000000","241104","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","1000","0","2","25014","2","0","1000","2","5000000000","241105","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92411","2","25013","1000","1000","0","2","25012","2","0","1000","2","6000000000","241106","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241107","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92411","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241108","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241109","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92411","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241110","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92411","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241111","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92411","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241112","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92411","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241113","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92411","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241114","0","25021"
"0","0","abyss_reward_icon_hiseki","92411","2","0","10","0","0","0","0","0","0","0","0","30000000000","241115","0","90005"
"0","0","abyss_reward_icon_hiseki","92411","2","0","20","0","0","0","0","0","0","0","0","35000000000","241116","0","90005"
"0","0","abyss_reward_icon_hiseki","92411","2","0","30","0","0","0","0","0","0","0","0","40000000000","241117","0","90005"
"0","0","abyss_reward_icon_hiseki","92411","2","0","50","0","0","0","0","0","0","0","0","50000000000","241118","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92411","4","0","50","0","0","0","0","0","0","0","0","60000000000","241119","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92411","4","0","50","0","0","0","0","0","0","0","0","70000000000","241120","0","140001"
"25021","1000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","200","0","2","25014","2","0","1000","2","1000000000","241201","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92412","2","25013","300","1000","0","2","25012","2","0","1000","2","2000000000","241202","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","500","0","2","25014","2","0","1000","2","3000000000","241203","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92412","2","25013","500","1000","0","2","25012","2","0","1000","2","4000000000","241204","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","1000","0","2","25014","2","0","1000","2","5000000000","241205","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92412","2","25013","1000","1000","0","2","25012","2","0","1000","2","6000000000","241206","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241207","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92412","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241208","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241209","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92412","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241210","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92412","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241211","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92412","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241212","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92412","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241213","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92412","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241214","0","25021"
"0","0","abyss_reward_icon_hiseki","92412","2","0","10","0","0","0","0","0","0","0","0","30000000000","241215","0","90005"
"0","0","abyss_reward_icon_hiseki","92412","2","0","20","0","0","0","0","0","0","0","0","35000000000","241216","0","90005"
"0","0","abyss_reward_icon_hiseki","92412","2","0","30","0","0","0","0","0","0","0","0","40000000000","241217","0","90005"
"0","0","abyss_reward_icon_hiseki","92412","2","0","50","0","0","0","0","0","0","0","0","50000000000","241218","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92412","4","0","50","0","0","0","0","0","0","0","0","60000000000","241219","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92412","4","0","50","0","0","0","0","0","0","0","0","70000000000","241220","0","140001"
"25021","1000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","200","0","2","25014","2","0","1000","2","1000000000","241401","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92414","2","25013","300","1000","0","2","25012","2","0","1000","2","2000000000","241402","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","500","0","2","25014","2","0","1000","2","3000000000","241403","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92414","2","25013","500","1000","0","2","25012","2","0","1000","2","4000000000","241404","0","25021"
"25021","1000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","1000","0","2","25014","2","0","1000","2","5000000000","241405","0","25102"
"25011","1000","abyss_reward_icon_astralshard","92414","2","25013","1000","1000","0","2","25012","2","0","1000","2","6000000000","241406","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241407","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92414","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241408","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241409","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92414","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241410","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92414","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241411","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92414","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241412","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92414","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241413","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92414","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241414","0","25021"
"0","0","abyss_reward_icon_hiseki","92414","2","0","10","0","0","0","0","0","0","0","0","30000000000","241415","0","90005"
"0","0","abyss_reward_icon_hiseki","92414","2","0","20","0","0","0","0","0","0","0","0","35000000000","241416","0","90005"
"0","0","abyss_reward_icon_hiseki","92414","2","0","30","0","0","0","0","0","0","0","0","40000000000","241417","0","90005"
"0","0","abyss_reward_icon_hiseki","92414","2","0","50","0","0","0","0","0","0","0","0","50000000000","241418","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92414","4","0","50","0","0","0","0","0","0","0","0","60000000000","241419","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92414","4","0","50","0","0","0","0","0","0","0","0","70000000000","241420","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","241501","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92415","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","241502","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","241503","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92415","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","241504","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","241505","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92415","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","241506","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241507","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92415","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241508","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241509","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92415","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241510","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92415","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241511","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92415","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241512","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92415","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241513","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92415","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241514","0","25021"
"0","0","abyss_reward_icon_hiseki","92415","2","0","10","0","0","0","0","0","0","0","0","30000000000","241515","0","90005"
"0","0","abyss_reward_icon_hiseki","92415","2","0","20","0","0","0","0","0","0","0","0","35000000000","241516","0","90005"
"0","0","abyss_reward_icon_hiseki","92415","2","0","30","0","0","0","0","0","0","0","0","40000000000","241517","0","90005"
"0","0","abyss_reward_icon_hiseki","92415","2","0","50","0","0","0","0","0","0","0","0","50000000000","241518","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92415","4","0","50","0","0","0","0","0","0","0","0","60000000000","241519","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92415","4","0","50","0","0","0","0","0","0","0","0","70000000000","241520","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","241601","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92416","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","241602","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","241603","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92416","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","241604","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","241605","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92416","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","241606","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241607","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92416","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241608","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241609","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92416","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241610","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92416","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241611","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92416","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241612","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92416","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241613","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92416","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241614","0","25021"
"0","0","abyss_reward_icon_hiseki","92416","2","0","10","0","0","0","0","0","0","0","0","30000000000","241615","0","90005"
"0","0","abyss_reward_icon_hiseki","92416","2","0","20","0","0","0","0","0","0","0","0","35000000000","241616","0","90005"
"0","0","abyss_reward_icon_hiseki","92416","2","0","30","0","0","0","0","0","0","0","0","40000000000","241617","0","90005"
"0","0","abyss_reward_icon_hiseki","92416","2","0","50","0","0","0","0","0","0","0","0","50000000000","241618","0","90005"
"0","0","abyss_reward_icon_piece_p_heart","92416","4","0","50","0","0","0","0","0","0","0","0","60000000000","241619","0","140001"
"0","0","abyss_reward_icon_piece_p_heart","92416","4","0","50","0","0","0","0","0","0","0","0","70000000000","241620","0","140001"
"25021","1250","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","500","0","2","25014","2","0","1250","2","1000000000","241701","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92417","2","25013","500","1250","0","2","25012","2","0","1250","2","2000000000","241702","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","500","0","2","25014","2","0","1250","2","3000000000","241703","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92417","2","25013","500","1250","0","2","25012","2","0","1250","2","4000000000","241704","0","25021"
"25021","1250","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","1000","0","2","25014","2","0","1250","2","5000000000","241705","0","25102"
"25011","1250","abyss_reward_icon_astralshard","92417","2","25013","1000","1250","0","2","25012","2","0","1250","2","6000000000","241706","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","1000","0","2","25014","2","0","3000","2","7000000000","241707","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92417","2","25013","1000","3000","0","2","25012","2","0","3000","2","8000000000","241708","0","25021"
"25021","3000","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","1000","0","2","25014","2","0","3000","2","9000000000","241709","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92417","2","25012","10","1000","0","2","25011","2","0","3000","2","10000000000","241710","0","25102"
"25021","3000","abyss_reward_icon_masterpieces_piece","92417","2","25015","10","1000","0","2","25013","2","0","3000","2","12000000000","241711","0","25102"
"25011","3000","abyss_reward_icon_astralshard","92417","2","25014","1000","3000","0","2","25012","2","0","3000","2","16000000000","241712","0","25021"
"25013","3000","abyss_reward_icon_astralshard","92417","2","25015","1000","3000","0","2","25014","2","0","3000","2","20000000000","241713","0","25021"
"25011","3000","abyss_reward_icon_astralshard","92417","2","25013","1000","3000","0","2","25012","2","0","3000","2","25000000000","241714","0","25021"
"0","0","abyss_reward_icon_hiseki","92417","2","0","10","0","0","0","0","0","0","0","0","30000000000","241715","0","90005"
