ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3
"Elephant","2110031","0","1","Owl","0","Cockroach","0","Spider","0"
"狼","2110032","0","1","啷","0","朗","0","浪","0"
"如虎添翼","2110034","0","1","雪上加霜","0","雪中送炭","0","錦上添花","0"
"不勞而獲","2110035","0","1","前功盡棄","0","勞而無功","0","功虧一簣","0"
"忍無可忍","2110036","0","1","慘不忍睹","0","隱忍不發","0","愛不忍釋","0"
"開除","2110037","0","1","捕魷魚","0","攪和","0","煮菜","0"
"實力相當","2110038","0","1","遇到敵人","0","棋藝很高","0","喜歡下棋","0"
"百合","2110039","0","1","牽牛花","0","茉莉花","0","水仙","0"
"Keen","2110040","0","1","Aware","0","Nervous","0","Afraid","0"
"Parrot","2110041","0","1","Pitaya","0","Pineapple","0","Papaya","0"
"氵","2110042","0","1","六","0","二","0","川","0"
"冷","2110043","0","1","水","0","次","0","羊","0"
"朝","2110044","0","1","期","0","明","0","盟","0"
"榴蓮","2110045","0","1","石榴","0","釋迦","0","火龍果","0"
"宣誓","2110046","0","1","諠誓","0","諠示","0","宣示","0"
"起床","2110047","0","1","請床","0","超床","0","起牀","0"
"不","2110049","0","1","未","0","無","0","非","0"
"非","2110050","0","1","未","0","無","0","不","0"
"無","2110051","0","1","未","0","非","0","不","0"
"未","2110052","0","1","無","0","非","0","不","0"
"三分鐘熱度","2110053","0","1","有名無實","0","照三餐問候","0","一頭栽進去","0"
"可溶解的","2110054","0","1","孤獨的","0","單一的","0","可拆解的","0"
"春秋無義戰","2110056","0","1","金榜題名時","0","他鄉遇故知","0","久旱逢甘霖","0"
"百","2110058","0","1","萬 ","0","千","0","十","0"
"十","2110060","0","1","七","0","八","0","九","0"
"神奇真步魔法靈咕嚕靈波～","2111001","0","1","與真步的羈絆","0","常保童話之心的公主","0","咕嚕靈波～","0"
"嘟嚕嚕嚕嚕～★","2111002","0","1","夢想成為超級巨星☆☆★","0","太讚了吧☆","0","切嚕～☆","0"
"尖尖的長耳","2111003","0","1","頭部有雙角","0","人口最多","0","有獸耳及獸尾","0"
"哞哞","2111004","0","1","哇哇","0","嗡嗡","0","咕咕","0"
"綜合莓果蛋糕","2111005","0","1","大天使之淚","0","蘋果派","0","心型吉拿棒","0"
"Pillar","2120002","0","1","Pliers","0","Screwdriver","0","Hammer","0"
"Balustrate","2120004","0","1","Cottage","0","Building","0","House","0"
"PTSD","2120005","0","1","SARS","0","ADSL","0","AIDS","0"
"TD","2120006","0","1","TY","0","STS","0","TS","0"
"醜","2120009","0","1","酉","0","酒","0","愧","0"
"不知變通","2120011","0","1","無可奈何","0","委曲求全","0","因時制宜","0"
"電報","2120012","0","1","電燈","0","電源","0","電車","0"
"味醂","2120013","0","1","味噌","0","醋","0","醬油","0"
"itinerary","2120014","0","1","harmonious","0","bankrupt","0","refrigerator","0"
"勤奮求學","2120016","0","1","四季分明","0","風景秀麗","0","節儉","0"
"老年人精神煥發","2120017","0","1","老人生氣的樣子","0","老但樣貌年輕","0","老人顏貌俊美","0"
"Freeway","2120018","0","1","Railway","0","Fly Away","0","Long Way","0"
"吹糠見米","2120021","0","1","枉費心機","0","無濟於事","0","徒勞無功","0"
"地不愛寶","2120022","0","1","錙銖必較","0","葛屨履霜","0","瘠人肥己","0"
"口若懸河","2120023","0","1","白費口舌","0","雞同鴨講","0","對牛彈琴","0"
"魑魅魍魎","2120025","0","1","天方夜譚","0","鐵樹開花","0","海底撈月","0"
"恆河沙數","2120026","0","1","微乎其微","0","寥寥無幾","0","屈指可數","0"
"一朝一夕","2120027","0","1","一兆一億","0","一長一短","0","一鳥一石","0"
"４個","2120028","0","1","８個","0","６個","0","２個","0"
"Hello","2120029","0","1","Harro","0","Herro","0","Hallo","0"
"優柔寡斷","2120031","0","1","日新月異","0","一進一退","0","埋頭苦幹","0"
"星期五","2120033","0","1","星期一","0","星期日","0","星期四","0"
"星期三","2120034","0","1","星期二","0","星期四","0","星期五","0"
"Dying Message","2120035","0","1","Diving Message","0","Dancing Message","0","Dubbing Message","0"
"馬","2120036","0","1","虎","0","狗","0","牛","0"
"廁所","2120037","0","1","廚房","0","衣櫃","0","河川","0"
"奔","2120038","0","1","工","0","烘","0","牛","0"
"暄","2120039","0","1","宣","0","渲","0","喧","0"
"喧","2120042","0","1","宣","0","渲","0","暄","0"
"「朝」三暮四","2120045","0","1","「朝」野","0","「朝」向","0","「朝」天闕","0"
"「難」民","2120046","0","1","艱「難」","0","「難」受","0","「難」過","0"
"弊","2120047","0","1","硬","0","兌","0","鈔","0"
"九死一生","2120048","0","1","五顏六色","0","四分五裂","0","八面六臂","0"
"千載一遇","2120049","0","1","一網打盡","0","八方受敵","0","百發百中","0"
"謀求","2120050","0","1","測量","0","計劃","0","陰謀","0"
"從事","2120051","0","1","依附","0","靠近","0","抵達","0"
"青色","2120053","0","1","白色","0","黑色","0","紅色","0"
"不知死活","2120054","0","1","神仙難救","0","中飽私囊","0","祭天拜地","0"
"敵人","2120055","0","1","師徒","0","情侶","0","家人","0"
"竹筍","2120056","0","1","蘆筍","0","香菇","0","松茸","0"
"無法無天","2120057","0","1","頂上無光","0","天女散花","0","阿彌陀佛","0"
"高明","2120058","0","1","言不及義","0","登高望遠","0","一步登天","0"
"一場空","2120059","0","1","緊攔慢擋","0","覆水難收","0","足不出戶","0"
"龜","2120060","0","1","貓","0","狗","0","鶴","0"
"狐","2120061","0","1","兔","0","貓","0","狸","0"
"邊緣人掰掰團","2121001","0","1","一直打工團","0","我們的防衛團","0","跌倒冒險團","0"
"沉醉麥酒的快樂女孩","2121002","0","1","麥酒的想像訓練","0","麥酒最棒啦！","0","最棒的一杯","0"
"絕對妻君","2121003","0","1","兇猛女君","0","聖夜女君","0","誓約女君","0"
"暝","2121004","0","1","姬","0","疾","0","風","0"
"1000000","2121005","0","1","100000000","0","1000","0","10000000","0"
"Sophisticated","2130004","0","1","Senior","0","Aged","0","Outdated","0"
"Ostracize","2130005","0","1","Exonerate","0","Outside","0","Exempt","0"
"故國的哀思 ","2130006","0","1","飢荒的悲嘆","0","喪子的悲痛","0","運蹇的無奈","0"
"地「氈」／「饘」粥糊口","2130007","0","1","「鵪」鶉／「閹」然媚世","0","「岈」然／驚「訝」不已","0","「佚」名／瓜「瓞」綿綿","0"
"水果刀","2130008","0","1","鵝蛋臉","0","老爺車","0","牛肉麵","0"
"床","2130009","0","1","尾","0","原","0","病","0"
"南","2130011","0","1","北","0","西","0","東","0"
"廚房","2130014","0","1","儲物間","0","客廳","0","廁所","0"
"九","2130015","0","1","八","0","六","0","七","0"
"花生醬恐懼症","2130016","0","1","廁所恐懼症","0","衣服恐懼症","0","香蕉恐懼症","0"
"天衣無逢","2130018","0","1","馬耳東風","0","千變萬化","0","三番五次","0"
"詠絮之才／不櫛進士 ","2130019","0","1","折節下士／櫛風沐雨","0","虛與委蛇／緣木求魚","0","絕妙好辭／鉤章棘句","0"
"秋荼春「薺」／光風「霽」月","2130020","0","1","修「葺」補漏／擊「楫」中流","0","不「悱」不發／「蜚」短流長","0","狼「嗥」鬼叫／「皋」魚之泣","0"
"羊頭苦肉","2130021","0","1","洗刷汙名","0","光吃不做","0","泛而不精","0"
"Accent","2130022","0","1","Overwhelm","0","Overlook","0","Consent","0"
"Mediocre","2130023","0","1","Extreme","0","Occasion","0","Superb","0"
"Conference","2130024","0","1","Consumption","0","Contention","0","Conservation","0"
"Desirable","2130025","0","1","Attempt","0","Obsession","0","Addiction","0"
"木乃伊","2130026","0","1","乃伊木","0","木伊乃","0","伊乃木","0"
"Confine","2130027","0","1","Austere","0","Precise","0","Stern","0"
"啟發","2130028","0","1","讓其迎向光明","0","讓其減輕","0","讓其發亮","0"
"嬌小的","2130029","0","1","可憎的","0","舒服的","0","漂亮的","0"
"過於謹慎","2130030","0","1","平凡","0","疏失","0","大膽","0"
"圍棋","2130031","0","1","雙六棋","0","麻將","0","將棋","0"
"釣魚","2130033","0","1","女性","0","飲食","0","賭博","0"
"寬敞的","2130034","0","1","特別的","0","有嫌疑的","0","太空的","0"
"Straight","2130035","0","1","Stretch","0","Strict","0","Strength","0"
"蓮","2130036","0","1","百合","0","薔薇","0","菊花","0"
"Descent","2130037","0","1","Desiccant","0","Descend","0","Descant","0"
"Lessen","2130039","0","1","Lissen","0","Lesion","0","Listen","0"
"Waste","2130041","0","1","Wreck","0","Write","0","Wrist","0"
"Vain","2130044","0","1","Vent","0","Vine","0","Van","0"
"使頭髮蓬鬆","2130045","0","1","修剪","0","使分散","0","使髒亂","0"
"心如木石","2130046","0","1","堅定不移","0","心如鐵石","0","欺霜傲雪","0"
"標新立異","2130047","0","1","滌故更新","0","破舊立新","0","自我作古","0"
"苔","2130048","0","1","芽","0","草","0","黴","0"
"明哲保身","2130049","0","1","趁人之危","0","暗箭傷人","0","落井下石","0"
"翼","2130050","0","1","獅","0","車","0","刀","0"
"全身遠害","2130052","0","1","謹言慎行","0","如臨深淵","0","如履薄冰","0"
"火山矽肺症","2130053","0","1","嚴重急性呼吸道症候群","0","嚴重特殊傳染性肺炎","0","非典型肺炎","0"
"青陽","2130054","0","1","玄英","0","素節","0","朱明","0"
"詩人","2130055","0","1","寫詩","0","詩","0","詩集","0"
"高商","2130058","0","1","陽中","0","安寧","0","昊天","0"
"孫","2130059","0","1","父","0","兄","0","子","0"
"指鹿為馬","2130061","0","1","張牙舞爪","0","指手畫腳","0","指天畫地","0"
"藍","2131001","0","1","灰","0","黃","0","紅","0"
"666","2131002","0","1","999","0","888","0","777","0"
"公雞報喜","2131003","0","1","百人一首","0","氣數已盡","0","互不來往","0"
"本命任務","2131004","0","1","訴說愛意","0","勞動工作","0","絢爛煙火","0"
"露營","2131005","0","1","賽跑","0","戰鬥","0","巡遊","0"
"蝌蚪","2210001","0","1","日本大龍蝨","0","水蠆","0","日本錦蛇","0"
"角","2210003","0","1","耳","0","尾巴","0","翼","0"
"蚱蜢","2210004","0","1","蟬","0","蜻蜓","0","蟋蟀","0"
"烏鴉","2210005","0","1","鸚鵡","0","東方白鸛","0","鵜鶘","0"
"薑汁","2210006","0","1","薑黃","0","洋蔥","0","大蒜","0"
"酪梨","2210007","0","1","紅毛丹","0","榴槤","0","芒果","0"
"香菜","2210008","0","1","派西","0","珍珠","0","三色堇","0"
"紅蘿蔔","2210009","0","1","黃瓜","0","大白菜","0","青椒","0"
"魚類","2210011","0","1","爬蟲類","0","鳥類","0","哺乳類","0"
"免疫","2210012","0","1","自我防衛","0","習慣","0","罷免","0"
"耳朵","2210013","0","1","眼睛","0","嘴","0","鼻子","0"
"鼬科","2210015","0","1","貓科","0","犬科","0","松鼠科","0"
"媽媽","2210016","0","1","奶奶","0","爺爺","0","爸爸","0"
"鼻子","2210018","0","1","眼睛","0","耳朵","0","嘴","0"
"大馬哈魚","2210019","0","1","鯉魚","0","香魚","0","鯖魚","0"
"駱駝","2210020","0","1","猩猩","0","綿羊","0","貓熊","0"
"獵豹","2210021","0","1","老虎","0","獅子","0","鴕鳥","0"
"鸚鵡","2210022","0","1","貓頭鷹","0","啄木鳥","0","大杜鵑","0"
"智齒","2210024","0","1","虎牙","0","不知世事","0","不懂感情","0"
"孔雀","2210025","0","1","雷鳥","0","東方白鸛","0","紅鸛","0"
"鱈場蟹","2210026","0","1","日本絨螯蟹","0","高腳蟹","0","松葉蟹","0"
"葡萄糖","2210027","0","1","草莓糖","0","檸檬糖","0","橘子糖","0"
"袖長","2210029","0","1","舞菇","0","香菇","0","松茸","0"
"松露","2210030","0","1","肉豆蔻","0","魚子醬","0","肥肝","0"
"軟體動物","2210032","0","1","變體動物","0","解體動物","0","剛體動物","0"
"青椒","2210034","0","1","高麗菜","0","萵苣","0","豆芽菜","0"
"蠶豆","2210035","0","1","黑豆","0","刀豆","0","豌豆","0"
"上臂二頭肌","2210037","0","1","上臂五頭肌","0","比目魚肌","0","上臂一頭肌","0"
"紅色","2210040","0","1","綠色","0","黃色","0","藍色","0"
"一隻","2210041","0","1","十隻","0","五隻","0","二十隻","0"
"耳朵","2210042","0","1","尾巴","0","前線","0","鼻子","0"
"海","2210045","0","1","池塘","0","湖","0","河川","0"
"喙會膨脹","2210046","0","1","啄樹木來挖洞","0","頭會360度旋轉","0","在地表高速奔跑","0"
"貝殼","2210047","0","1","小石子","0","民宿","0","珊瑚","0"
"櫻花","2210048","0","1","菊花","0","茶梅","0","牽牛花","0"
"打呼","2210049","0","1","打哈欠","0","打噴嚏","0","打嗝","0"
"頭蓋骨","2210050","0","1","頭空骨","0","頭挨骨","0","頭頭骨","0"
"36℃左右","2210051","0","1","56℃左右","0","46℃左右","0","26℃左右","0"
"變色龍","2210052","0","1","日本虎甲蟲","0","灶馬","0","螽斯","0"
"山椒魚","2210054","0","1","七味辣椒魚","0","塔巴斯科辣椒魚","0","胡椒魚","0"
"黑啄木鳥","2210056","0","1","棕熊","0","亞洲黑熊","0","北極熊","0"
"燙","2210057","0","1","甜","0","鹹","0","苦","0"
"螢火蟲","2210058","0","1","蜜蜂","0","蜻蜓","0","蟬","0"
"Bulldog","2210059","0","1","Corn Dog","0","Hot Dog","0","Salty Dog","0"
"銀杏","2210060","0","1","野漆","0","杜鵑花","0","日本紅楓","0"
"優妮","2211001","0","1","美美","0","鏡華","0","禊","0"
"二","2211002","0","1","一","0","三","0","四","0"
"凱留","2211003","0","1","雪菲","0","可可蘿","0","貪吃佩可","0"
"小伊緒","2211004","0","1","伊緒大人","0","伊緒老師","0","伊緒寶","0"
"美空","2211005","0","1","普蕾西亞","0","可璃亞","0","莉莉","0"
"小丑魚","2220001","0","1","墨魚","0","儒艮","0","木魚","0"
"茶梅","2220002","0","1","牽牛花","0","繡球花","0","蒲公英","0"
"８隻","2220005","0","1","12隻","0","６隻","0","10隻","0"
"茄科","2220006","0","1","瓜科","0","芸香科","0","薔薇科","0"
"棱皮龜","2220007","0","1","婆婆龜","0","殿下龜","0","爺爺龜","0"
"奇異","2220008","0","1","芒果","0","鳳梨","0","木瓜","0"
"蘆葦","2220009","0","1","鼠尾草","0","龍舌蘭","0","蘆薈","0"
"沒有功用","2220010","0","1","解毒","0","製造血液","0","消化食物","0"
"日本獼猴","2220012","0","1","紅毛猩猩","0","黑猩猩","0","猩猩","0"
"鯡魚","2220015","0","1","鱸魚","0","鯖魚","0","鮭魚","0"
"赫克力士大兜蟲","2220016","0","1","柏修斯大兜蟲","0","亞馬遜大兜蟲","0","阿基里斯大兜蟲","0"
"４個","2220017","0","1","沒有區分","0","３個","0","２個","0"
"北極熊","2220018","0","1","美洲黑熊","0","棕熊","0","亞洲黑熊","0"
"螳螂","2220019","0","1","蟬","0","瓢蟲","0","鍬形蟲","0"
"頰囊","2220020","0","1","頰冠","0","儲頰","0","肌頰","0"
"蝴蝶蘭","2220021","0","1","牡丹金梅草","0","鹿子百合","0","紅龍吐珠","0"
"細胞","2220022","0","1","棍棒","0","心房","0","脂肪","0"
"蟋蟀","2220023","0","1","螞蟻","0","蝗蟲","0","螽斯","0"
"河豚","2220024","0","1","虎鯨","0","鯊魚","0","鮟鱇","0"
"疣","2220025","0","1","耳","0","眼","0","手","0"
"水母","2220026","0","1","章魚","0","烏賊","0","海膽","0"
"海膽","2220027","0","1","章魚","0","烏賊","0","水母","0"
"牛","2220028","0","1","駱駝","0","羊","0","狗","0"
"蛹","2220030","0","1","樹葉","0","腐木","0","卵","0"
"鱷魚","2220031","0","1","河馬","0","變色龍","0","蛇","0"
"阿拉伯狒狒","2220033","0","1","紅毛猩猩","0","黑猩猩","0","猩猩","0"
"鍬形蟲","2220034","0","1","螳螂","0","金龜子","0","獨角仙","0"
"七年後","2220038","0","1","七天後","0","七週後","0","七個月後","0"
"梅","2220040","0","1","波斯菊","0","繡球花","0","向日葵","0"
"腳","2220042","0","1","腰","0","頭部","0","手","0"
"學名","2220043","0","1","實名","0","俗名","0","本名","0"
"智人","2220044","0","1","直立人","0","巧人","0","猿人","0"
"蜻蜓","2220046","0","1","鈴蟲","0","獨角仙","0","蟬","0"
"種子植物","2220047","0","1","芥子植物","0","束子植物","0","玻璃植物","0"
"毛細血管","2220048","0","1","毛深血管","0","毛頭血管","0","毛樣血管","0"
"貝殼類","2220049","0","1","魚類","0","兩生類","0","鳥類","0"
"水母","2220050","0","1","藤壺","0","螃蟹","0","蝦子","0"
"犰狳","2220051","0","1","大食蟻獸","0","豪豬","0","刺蝟","0"
"水","2220052","0","1","碳水化合物","0","脂質","0","蛋白質","0"
"台灣野豬","2220054","0","1","鴛鴦","0","黑面琵鷺","0","石虎","0"
"皮膚","2220056","0","1","脂肪","0","骨頭","0","毛","0"
"呼吸系統","2220057","0","1","消化系統","0","泌尿系統","0","循環系統","0"
"海膽","2220058","0","1","蝦子","0","烏賊","0","章魚","0"
"孢子","2220059","0","1","豆子","0","種子","0","莢子","0"
"木質部","2220060","0","1","木栓層","0","綠皮層","0","韌皮部","0"
"美美","2221001","0","1","祈梨","0","莉莉","0","鏡華","0"
"虎虎","2221002","0","1","虎獅","0","三重岩","0","鱈虎","0"
"怪奇怪靈","2221003","0","1","怪其怪靈","0","怪奇怪鈴","0","怪奇怪零","0"
"宮子","2221004","0","1","胡桃","0","美咲","0","智","0"
"泥巴鱷","2221005","0","1","奉鱷","0","鱷魚泥巴巴","0","鱷魚龍","0"
"碳酸鈣粉","2230001","0","1","矽酸鈣粉","0","磷酸鈣粉","0","硫酸鈣粉","0"
"Shivering","2230003","0","1","Shirring","0","Traveling","0","Idling","0"
"胰臟","2230005","0","1","心臟","0","腎臟","0","肝臟","0"
"Peahen","2230007","0","1","Peach","0","Peanut","0","Peeler","0"
"紅血球","2230008","0","1","巨噬细胞","0","T細胞","0","白血球","0"
"鼠鯊科","2230010","0","1","真鯊科","0","狗鯊科","0","虎鯊目","0"
"迷迭香","2230012","0","1","迷蝶香","0","彌迭香","0","謎迭香","0"
"頰囊","2230013","0","1","硬頰","0","顴骨","0","眉骨","0"
"繡球花","2230014","0","1","枝垂櫻","0","藤花","0","菫","0"
"果實","2230015","0","1","莖","0","根","0","葉子","0"
"火龍果","2230016","0","1","山竹","0","鳳梨","0","奇異果","0"
"細胞壁","2230017","0","1","細胞質","0","細胞膜","0","細胞核","0"
"鱗片大","2230018","0","1","尾鰭深分叉","0","橢圓形","0","體側扁","0"
"一樣多","2230019","0","1","個體間有所差距","0","人類較多","0","長頸鹿較多","0"
"靈貓科","2230021","0","1","靈馬科","0","靈熊科","0","靈犬科","0"
"唇形科","2230022","0","1","禾本科","0","繖形科","0","菊科","0"
"白色","2230023","0","1","紅色","0","棕色","0","黑色","0"
"水豚","2230024","0","1","絨毛絲鼠","0","海狸鼠","0","河狸","0"
"皇帶魚","2230026","0","1","鮪魚","0","大西洋鯡魚","0","鰻魚","0"
"麝香貓","2230027","0","1","台灣黑熊","0","石虎","0","水獺","0"
"家蠶","2230028","0","1","鍬形","0","獨角仙","0","蜻蜓","0"
"鰻魚","2230029","0","1","鮪魚","0","鰆魚","0","櫻鱒","0"
"３顆","2230030","0","1","５顆","0","１顆","0","２顆","0"
"腔棘魚","2230031","0","1","擬態章魚","0","大白鯊","0","魔鬼魚","0"
"斜方肌","2230032","0","1","正圓肌","0","正方肌","0","斜圓肌","0"
"鱗片","2230033","0","1","嘴","0","尾鰭","0","眼睛","0"
"XY","2230034","0","1","XZ","0","YY","0","XX","0"
"０根","2230036","0","1","23根","0","７根","0","15根","0"
"象魚","2230037","0","1","鯉魚","0","鯨魚","0","鯊魚","0"
"鼬科","2230038","0","1","貓科","0","犬科","0","松鼠科","0"
"犬科","2230040","0","1","靈貓科","0","豬科","0","貓科","0"
"孑孓","2230043","0","1","蟻蛉","0","水蠆","0","毛毛蟲","0"
"螳螂","2230044","0","1","鍬形蟲","0","獨角仙","0","蜘蛛","0"
"抽筋","2230045","0","1","縮肌","0","增肌","0","拉筋","0"
"禾本科","2230046","0","1","百合科","0","堇菜科","0","杜鵑花科","0"
"落葉樹","2230048","0","1","常綠樹","0","闊葉樹","0","針葉樹","0"
"Chlorophyll","2230049","0","1","Lycopene","0","Anthocyanidin","0","Lutein","0"
"貓頭鷹","2230050","0","1","鴿子","0","公雞","0","大杜鵑","0"
"月見草","2230051","0","1","星夜草","0","星見草","0","月夜草","0"
"鸚鵡螺","2230052","0","1","麻雀螺","0","樹鶯螺","0","烏鴉螺","0"
"電鈴","2230053","0","1","煙火","0","電影","0","動漫","0"
"比目魚肌","2230055","0","1","鮪魚肌","0","鰹魚肌","0","蝗蟲肌","0"
"脂肪","2230058","0","1","夢","0","石油","0","水","0"
"貓","2230059","0","1","狐狸","0","狸貓","0","狗","0"
"刺山柑","2230061","0","1","山蘇","0","過山貓","0","椪柑","0"
"聖女假面","2231001","0","1","白銀面具","0","聖誕淑女","0","面具‧D‧純","0"
"碧","2231002","0","1","伊莉亞","0","可可蘿","0","綾音","0"
"鈴鼓","2231003","0","1","沙鈴","0","響板","0","太鼓","0"
"優妮","2231004","0","1","碧","0","克蘿依","0","琪愛兒","0"
"鈴奈","2231005","0","1","凱留","0","妮諾","0","惠理子","0"
"１","2310002","0","1","0.5","0","２","0","０","0"
"月球","2310003","0","1","水星","0","火星","0","太陽","0"
"土星","2310005","0","1","金星","0","火星","0","水星","0"
"紅寶石","2310006","0","1","珍珠","0","綠松石","0","綠寶石","0"
"熱帶低氣壓","2310009","0","1","乾燥帶低氣壓","0","寒帶低氣壓","0","溫帶低氣壓","0"
"分貝","2310010","0","1","公斤","0","毫巴","0","百帕斯卡","0"
"卡路里","2310011","0","1","公升","0","公斤","0","公尺","0"
"6","2310012","0","1","9","0","24","0","12","0"
"24小時","2310014","0","1","48小時","0","36小時","0","12小時","0"
"一樣重","2310015","0","1","1公斤的棉花","0","1公斤的沙子","0","1公斤的鐵","0"
"1440分鐘","2310016","0","1","1600分鐘","0","1520分鐘","0","1360分鐘","0"
"M","2310017","0","1","W","0","E","0","N","0"
"白晝","2310018","0","1","紅晝","0","黃晝","0","黑晝","0"
"黑色","2310019","0","1","粉紅色","0","白色","0","紅色","0"
"45度","2310020","0","1","90度","0","60度","0","30度","0"
"黑洞","2310021","0","1","白洞","0","藍洞","0","紅洞","0"
"720度","2310023","0","1","540度","0","360度","0","180度","0"
"21","2310024","0","1","23","0","22","0","20","0"
"天河","2310025","0","1","運河","0","泥河","0","熱河","0"
"樸素","2310026","0","1","碳","0","氫","0","氮","0"
"0.01公尺","2310027","0","1","100公尺","0","10公尺","0","0.1公尺","0"
"赫茲","2310028","0","1","哇茲","0","帕茲","0","瓦茲","0"
"颮","2310030","0","1","颱風","0","豪大雨","0","颶風","0"
"與隕石相撞","2310031","0","1","在地表發生的爆炸","0","與人工衛星相撞","0","與火箭相撞","0"
"365.24天","2310032","0","1","465.24天","0","165.24天","0","265.24天","0"
"約29.5天","2310034","0","1","約59.5天","0","約49.5天","0","約39.5天","0"
"斷層","2310035","0","1","高層","0","割層","0","切層","0"
"沸騰","2310036","0","1","液化","0","氧化","0","爆炸","0"
"冰點","2310037","0","1","冷點","0","寒點","0","固點","0"
"２公斤","2310038","0","1","８公斤","0","６公斤","0","４公斤","0"
"0","2310039","0","1","-500","0","5050","0","50","0"
"日全食","2310041","0","1","全日食","0","日環食","0","日偏食","0"
"電阻","2310042","0","1","對立","0","反推","0","反抗","0"
"線圈","2310043","0","1","美甲","0","英里","0","金屬箔","0"
"公釐","2310044","0","1","公秉","0","分升","0","毫升","0"
"200","2310045","0","1","155","0","150","0","160","0"
"３×２","2310047","0","1","２＋３","0","３÷２","0","３＋２","0"
"滿月","2310049","0","1","新月","0","娥眉月","0","半月","0"
"錢","2310051","0","1","鐵","0","銅","0","銀","0"
"半導體","2310052","0","1","中緣體","0","未絕體","0","不導體","0"
"P波","2310053","0","1","S波","0","R波","0","Q波","0"
"１公升的水","2310054","0","1","100萬日圓份量的１萬日圓鈔票","0","１合的米","0","１日元硬幣100枚","0"
"乾潮","2310056","0","1","滿潮","0","黑潮","0","赤潮","0"
"圓周率","2310059","0","1","２","0","高度","0","底邊","0"
"霜","2310060","0","1","冰雹","0","霰","0","雷","0"
"1200","2311001","0","1","1000","0","1100","0","1480","0"
"630","2311002","0","1","540","0","700","0","460","0"
"6400","2311003","0","1","7980","0","5400","0","1600","0"
"蘭德索爾","2311004","0","1","珊托魯斯","0","東國","0","大間","0"
"1100盧幣","2311005","0","1","950盧幣","0","1150盧幣","0","1000盧幣","0"
"90度","2320001","0","1","360度","0","180度","0","０度","0"
"５根","2320004","0","1","９根","0","７根","0","２根","0"
"心宿二","2320005","0","1","軒轅十四","0","南河三","0","畢宿五","0"
"魯米諾","2320006","0","1","二苯蒽","0","石蕊","0","壬烯醛","0"
"6000℃","2320008","0","1","60000℃","0","600℃","0","60℃","0"
