8089ca75f7fd7dc23ae0d17223fef7560aaef83341e291e02334a7af2d14d08c,9919acbf69cc5eab73b7489d37368933dfcee09876662c496bf4ae397a46198b,633e2f058d419139d8a0f3f8546c4b802dbc345517b1e0e307fc5fd7900c267f,6286e44ca5c15e35caecfbf1baead38302d2b6aab5562f15c680a534da4d9ec6,880fd074522d30607dda1a1ced3b25776f3b8a800fc7483b7f99b5522de75ef6,494044e94d34d70fc13c1039b2d559963197947fc741bdb6ec8bc90776a9e31d
"2004802","2004801","20048201","20048","20048115","0"
"2004803","2004802","0","20048","0","2004801"
"0","2004803","0","20048","0","2004802"
"2004902","2004901","20049201","20049","20049115","0"
"2004903","2004902","0","20049","0","2004901"
"2004904","2004903","0","20049","0","2004902"
"2005002","2005001","20050201","20050","20050115","0"
"2005003","2005002","0","20050","0","2005001"
"0","2005003","0","20050","0","2005002"
"2005102","2005101","20051201","20051","20051115","0"
"2005103","2005102","0","20051","0","2005101"
"0","2005103","0","20051","0","2005102"
"2005202","2005201","20052201","20052","20052115","0"
"2005203","2005202","0","20052","0","2005201"
"0","2005203","0","20052","0","2005202"
"2005302","2005301","20053201","20053","20053115","0"
"2005303","2005302","0","20053","0","2005301"
"0","2005303","0","20053","0","2005302"
"2005402","2005401","20054201","20054","20054115","0"
"2005403","2005402","0","20054","0","2005401"
"0","2005403","0","20054","0","2005402"
"2005502","2005501","20055201","20055","20055115","0"
"2005503","2005502","0","20055","0","2005501"
"0","2005503","0","20055","0","2005502"
"2005602","2005601","20056201","20056","20056115","0"
"2005603","2005602","0","20056","0","2005601"
"0","2005603","0","20056","0","2005602"
"2005702","2005701","20057201","20057","20057115","0"
"2005703","2005702","0","20057","0","2005701"
"0","2005703","0","20057","0","2005702"
"2005802","2005801","20058201","20058","20058115","0"
"2005803","2005802","0","20058","0","2005801"
"0","2005803","0","20058","0","2005802"
"2005902","2005901","20059201","20059","20059115","0"
"2005903","2005902","0","20059","0","2005901"
"0","2005903","0","20059","0","2005902"
"2006002","2006001","20060201","20060","20060115","0"
"2006003","2006002","0","20060","0","2006001"
"0","2006003","0","20060","0","2006002"
"2006102","2006101","20061201","20061","20061115","0"
"2006103","2006102","0","20061","0","2006101"
"0","2006103","0","20061","0","2006102"
"2006202","2006201","20062201","20062","20062115","0"
"2006203","2006202","0","20062","0","2006201"
"0","2006203","0","20062","0","2006202"
"2006302","2006301","20063201","20063","20063115","0"
"2006303","2006302","0","20063","0","2006301"
"0","2006303","0","20063","0","2006302"
"2006402","2006401","20064201","20064","20064115","0"
"2006403","2006402","0","20064","0","2006401"
"0","2006403","0","20064","0","2006402"
"2006502","2006501","20065201","20065","20065115","0"
"2006503","2006502","0","20065","0","2006501"
"0","2006503","0","20065","0","2006502"
"2006602","2006601","20066201","20066","20066115","0"
"2006603","2006602","0","20066","0","2006601"
"0","2006603","0","20066","0","2006602"
"2006702","2006701","20067201","20067","20067110","0"
"2006703","2006702","0","20067","0","2006701"
"0","2006703","0","20067","0","2006702"
"2006802","2006801","20068201","20068","20068110","0"
"2006803","2006802","0","20068","0","2006801"
"0","2006803","0","20068","0","2006802"
"2006902","2006901","20069201","20069","20069115","0"
"2006903","2006902","0","20069","0","2006901"
"0","2006903","0","20069","0","2006902"
"2007002","2007001","20070201","20070","20070115","0"
"2007003","2007002","0","20070","0","2007001"
"0","2007003","0","20070","0","2007002"
"2007102","2007101","20071201","20071","20071115","0"
"2007103","2007102","0","20071","0","2007101"
"0","2007103","0","20071","0","2007102"
"2007202","2007201","20072201","20072","20072110","0"
"2007203","2007202","0","20072","0","2007201"
"0","2007203","0","20072","0","2007202"
"2007302","2007301","20073201","20073","20073110","0"
"2007303","2007302","0","20073","0","2007301"
"0","2007303","0","20073","0","2007302"
"2007402","2007401","20074201","20074","20074110","0"
"2007403","2007402","0","20074","0","2007401"
"0","2007403","0","20074","0","2007402"
"2007502","2007501","20075201","20075","20075110","0"
"2007503","2007502","0","20075","0","2007501"
"0","2007503","0","20075","0","2007502"
