ce1276411287125306e5ed17b10d24a0c84cb174097a3fc0d2315a0c14bcc784,e9b6b28bb3d9a37117363ed251739a24b844a65f31128bdd830fe0514a9726e6,387da15452096acabd532643f96567707f92d27a295bb98bc018ea8eb80e2128,d333fdb614fc0cef2d2cb0f5e1e9a09cd739c3455ee2fe8f6947600acce63096,7c67e69b0b9699a553aaf88d34a298b9b9b43f28c926f4766f564c5315054821,519aa82045d9310dd4566164915d138e5ed7a8d2457641ae1b1cdc43cc9df6b3,7e3ed0fb4da07fb67e12791463291b81e6969ea1cb87f91a35a8249a5ce82076,d3b20717e9ca41f3fa9fedb4f62664434a588e44f0415372ca61731eaf62975e,78592b8c3c71e2ef87e3e4a1ed11b1940f121e4e3a7d91ff2c9cc02676e7ae04,dc952ebee3bf203e974a51072b04df3191c6eff0b417472e28591bbce9a387e6,ae86d11f39c040cdcb16ab60356004a079b0b9e1f3969de059fb059d03da79a7,39545654ee3a44354f609d366c3dd7aa414b346d0e641b42d6b99b4c8398db7f,02033cb148cf4d09d96b0972eabe590b7595651ad9a88c7ad72703a91241b94c,2c597a789e131a3195c4f9e5e25ba0dc512b65f39a57a10987d8dc4c16f378d1
"bgm_M29","202","208","1","201","bgm_M29","80","20007","0","0","20007102","靈界","1","2"
"bgm_M135","202","209","1","201","bgm_M135","0","20007","0","1","20007103","蘭德索爾中央地區","1","3"
"bgm_M135","0","0","1","201","bgm_M135","0","20007","0","31","20007201","蘭德索爾郊外","0","1"
"bgm_M162","0","0","1","201","bgm_M162","0","20008","35","0","20008101","蘭德索爾近郊","0","0"
"bgm_M162","0","0","1","201","bgm_M162","0","20008","0","0","20008201","蘭德索爾近郊","0","0"
"bgm_M171","0","0","1","201","bgm_M171","0","20009","110","11","20009101","咲戀育幼院","0","1"
"bgm_M171","0","0","1","201","bgm_M171","0","20009","0","0","20009201","王城蘭德索爾","0","1"
"bgm_M182","0","0","1","201","bgm_M182","180","20010","1","0","20010101","往神殿的參道","0","1"
"bgm_M182","0","0","1","201","bgm_M182","0","20010","0","0","20010201","往神殿的參道","0","1"
"bgm_M189","0","0","1","201","bgm_M189","0","20011","0","0","20011101","王城蘭德索爾","0","1"
"bgm_M189","0","0","1","201","bgm_M189","0","20011","110","0","20011102","廚房競技場","0","2"
"bgm_M189","0","0","1","201","bgm_M189","0","20011","0","0","20011201","廚房競技場","0","1"
"bgm_M206","0","0","1","201","bgm_M206","0","20012","115","0","20012101","王城蘭德索爾","0","1"
"bgm_M206","0","0","1","201","bgm_M206","0","20012","0","0","20012201","王城蘭德索爾","0","1"
"bgm_M215","0","0","1","201","bgm_M215","0","20013","100","0","20013101","加托羅斯山","0","1"
"bgm_M215","202","208","1","201","bgm_M215","0","20013","0","11","20013102","光之裂縫","1","2"
"bgm_M215","0","0","1","201","bgm_M215","0","20013","0","0","20013201","光之裂縫","0","1"
"bgm_M223","0","0","1","201","bgm_M223","0","20014","120","0","20014101","大江戶町","0","1"
"bgm_M223","0","0","1","201","bgm_M223","0","20014","0","0","20014201","大江戶町","0","1"
"bgm_M237","0","0","1","201","bgm_M237","0","20015","98","12","20015101","晴雨海灘","0","1"
"bgm_M237","0","0","1","201","bgm_M237","0","20015","0","0","20015201","晴雨海灘","0","0"
"bgm_M245","0","0","1","201","bgm_M245_02","0","20016","150","0","20016101","真步真步王國避暑聖地？","0","0"
"bgm_M245","0","0","1","201","bgm_M245_02","0","20016","0","0","20016201","真步真步王國避暑聖地？","0","0"
"bgm_M254","0","0","1","201","bgm_M254","0","20017","70","0","20017101","聖德蕾莎女子學院","0","1"
"bgm_M254","0","0","1","201","bgm_M254","0","20017","0","0","20017201","聖德蕾莎女子學院","0","0"
"bgm_M265","0","0","1","201","bgm_M265_Top","0","20018","0","0","20018101","鬼屋附近地區","0","1"
"bgm_M265","202","0","1","201","bgm_M265_Top","0","20018","0","0","20018102","鬼魂墓地","1","2"
"bgm_M265","0","0","1","201","bgm_M265_Top","0","20018","0","0","20018201","鬼魂墓地","0","1"
"bgm_M273","0","0","1","201","bgm_M273","0","20019","90","0","20019101","艾爾皮斯島 開墾營地一帶","0","0"
"bgm_M273","0","0","1","201","bgm_M273","0","20019","0","0","20019201","艾爾皮斯島 開墾營地一帶","0","0"
"bgm_M281","0","0","1","201","bgm_M281","0","20020","0","0","20020101","王都蘭德索爾 郊外","0","1"
"bgm_M281","0","0","1","201","bgm_M281","0","20020","0","11","20020102","王都蘭德索爾 中央廣場","0","2"
"bgm_M281","0","0","1","201","bgm_M281","0","20020","0","0","20020201","王都蘭德索爾 中央廣場","0","1"
"bgm_M294","0","0","1","201","bgm_M294","0","20021","30","0","20021101","公會競速賽　1區→2區","0","1"
"bgm_M294","0","0","1","201","bgm_M294","0","20021","30","0","20021102","公會競速賽　3區→4區","0","2"
"bgm_M294","0","0","1","201","bgm_M294","0","20021","0","0","20021201","公會競速賽　3區→4區","0","1"
"bgm_M316","0","0","1","201","bgm_M316","0","20022","87","0","20022101","王城蘭德索爾","0","1"
"bgm_M316","0","0","1","201","bgm_M316","0","20022","0","0","20022201","王城蘭德索爾","0","1"
"bgm_M343","0","0","1","201","bgm_M343","0","20023","45","0","20023101","聖德蕾莎女子學院","0","1"
"bgm_M343","0","0","1","201","bgm_M343","0","20023","0","0","20023201","聖德蕾莎女子學院","0","0"
"bgm_M351","0","0","1","201","bgm_M351","0","20024","0","0","20024101","伊麗莎白牧場","0","1"
"bgm_M351","0","0","1","201","bgm_M351","0","20024","0","0","20024102","王城蘭德索爾","0","2"
"bgm_M351","0","0","1","201","bgm_M351","0","20024","0","0","20024103","伊麗莎白牧場","0","3"
"bgm_M351","0","0","1","201","bgm_M351","0","20024","0","0","20024201","伊麗莎白牧場","0","1"
"bgm_M375","0","0","1","201","bgm_M375","0","20025","200","0","20025101","不可思議之國","0","0"
"bgm_M375","0","0","1","201","bgm_M375","0","20025","100","0","20025201","不可思議之國","0","0"
"bgm_M380A","0","0","1","201","bgm_M380A","0","20026","90","0","20026101","祈願海岸周圍","0","1"
"bgm_M380B","0","0","1","201","bgm_M380B_02","0","20026","0","0","20026102","繁星降臨的銀河","0","2"
"bgm_M380B","0","0","1","201","bgm_M380B_02","0","20026","0","0","20026201","繁星降臨的銀河","0","0"
"bgm_M393","0","0","1","201","bgm_M393","0","20027","115","0","20027101","海灘運動公園","0","0"
"bgm_M393","0","0","1","201","bgm_M393","0","20027","0","0","20027201","海灘運動公園","0","0"
"bgm_M403","0","0","1","201","bgm_M403","0","20028","80","0","20028101","王城蘭德索爾","0","1"
"bgm_M403","0","0","1","201","bgm_M403","0","20028","0","0","20028201","王城蘭德索爾","0","1"
"bgm_M413","0","0","1","201","bgm_M413","0","20029","128","0","20029101","萬聖節樂園","0","0"
"bgm_M413","0","0","1","201","bgm_M413","0","20029","0","0","20029201","萬聖節樂園","0","0"
"bgm_M421","0","0","1","201","bgm_M421","0","20030","80","0","20030101","王城蘭德索爾","0","1"
"bgm_M421","0","0","1","201","bgm_M421","0","20030","0","0","20030201","王城蘭德索爾","0","1"
"bgm_M426","0","0","1","201","bgm_M426","0","20031","60","0","20031101","名媛初登夢想秘境會場","0","1"
"bgm_M426","0","0","1","201","bgm_M426","0","20031","0","0","20031201","名媛初登夢想秘境會場","0","1"
"bgm_M435","0","0","1","201","bgm_M435","0","20032","100","0","20032101","港小鎮‧大間","0","1"
"bgm_M435","0","0","1","201","bgm_M435","0","20032","0","0","20032201","港小鎮‧大間","0","1"
"bgm_M442A","0","0","1","201","bgm_M442A","0","20033","70","0","20033101","蘭德索爾近郊","0","1"
"bgm_M442A","0","0","1","201","bgm_M442A","0","20033","0","0","20033201","蘭德索爾近郊","0","0"
"bgm_M442B","0","0","1","201","bgm_M442B","0","20034","25","0","20034101","精靈族之村　純淨的森林","0","0"
"bgm_M442B","0","0","1","201","bgm_M442B","0","20034","0","0","20034201","精靈族之村　純淨的森林","0","0"
"bgm_M451","0","0","1","201","bgm_M451","0","20035","0","0","20035101","蘭德索爾近郊","0","1"
"bgm_M451","0","0","1","201","bgm_M451","0","20035","0","0","20035102","邊境之地","0","2"
"bgm_M451","0","0","1","201","bgm_M451","0","20035","0","0","20035201","邊境之地","0","0"
"bgm_M457","0","0","1","201","bgm_M457","0","20036","91","0","20036101","聖德蕾莎女子學院 聖學祭會場","0","1"
"bgm_M457","0","0","1","201","bgm_M457","0","20036","0","0","20036201","聖德蕾莎女子學院 聖學祭會場","0","0"
"bgm_M467","0","0","1","201","bgm_M467","0","20037","90","0","20037101","不同時間軸的蘭德索爾","0","1"
"bgm_M467","0","0","1","201","bgm_M467","0","20037","0","0","20037102","時光隧道","0","2"
"bgm_M467","0","0","1","201","bgm_M467","0","20037","0","0","20037201","時光隧道","0","0"
"bgm_M478","0","0","1","201","bgm_M478_Lofi","40","20038","0","0","20038101","玩具工廠","0","1"
"bgm_M478","0","0","1","201","bgm_M478_Lofi","0","20038","0","0","20038102","王城蘭德索爾","0","2"
"bgm_M478","0","0","1","201","bgm_M478_Lofi","0","20038","0","0","20038201","王城蘭德索爾","0","0"
"bgm_M486","0","0","1","201","bgm_M486","0","20039","0","0","20039101","王城蘭德索爾","0","1"
"bgm_M486","0","0","1","201","bgm_M486","0","20039","58","0","20039102","某座無人島","0","2"
"bgm_M486","0","0","1","201","bgm_M486","0","20039","0","0","20039103","王城蘭德索爾","0","3"
"bgm_M486","0","0","1","201","bgm_M486","0","20039","0","0","20039201","王城蘭德索爾","0","0"
"bgm_M496","0","0","1","201","bgm_M496","0","20040","100","0","20040101","慈樂之音夏日演唱會會場","0","1"
"bgm_M496","0","0","1","201","bgm_M496","0","20040","0","0","20040201","慈樂之音夏日演唱會會場","0","0"
"bgm_M508","0","0","1","201","bgm_M508","0","20041","0","0","20041101","王城蘭德索爾","0","1"
"bgm_M508","0","0","1","201","bgm_M508","0","20041","45","0","20041102","大江戶町","0","2"
"bgm_M508","0","0","1","201","bgm_M508","0","20041","0","0","20041201","大江戶町","0","0"
"bgm_M520","0","0","1","201","bgm_M520","0","20042","128","0","20042101","王城蘭德索爾","0","1"
"bgm_M520","0","0","1","201","bgm_M520","0","20042","0","0","20042102","王城蘭德索爾","0","2"
"bgm_M520","0","0","1","201","bgm_M520","0","20042","0","31","20042201","王城蘭德索爾","0","1"
"bgm_M527","0","0","1","201","bgm_M527","0","20043","40","0","20043101","王城蘭德索爾","0","1"
"bgm_M527","0","0","1","201","bgm_M527","0","20043","0","0","20043102","蘭德索爾近郊","0","2"
"bgm_M527","0","0","1","201","bgm_M527","0","20043","0","0","20043201","蘭德索爾近郊","0","0"
"bgm_M536","0","0","1","201","bgm_M536","0","20044","70","0","20044101","甜點大賽會場","0","1"
"bgm_M536","0","0","1","201","bgm_M536","0","20044","0","0","20044201","甜點大賽會場","0","0"
"bgm_M543","0","0","1","201","bgm_M543","0","20045","0","0","20045101","蘭德索爾近郊","0","1"
"bgm_M543","0","0","1","201","bgm_M543","0","20045","0","0","20045102","港小鎮‧大間","0","2"
"bgm_M543","0","0","1","201","bgm_M543","0","20045","0","0","20045103","塔帕斯海灘 周邊","0","3"
"bgm_M543","0","0","1","201","bgm_M543","0","20045","0","0","20045104","加托羅斯山","0","4"
"bgm_M543","0","0","1","201","bgm_M543","0","20045","0","0","20045201","加托羅斯山","0","0"
"bgm_M552","0","0","1","201","bgm_M552_03","0","20046","0","0","20046101","王城蘭德索爾","0","1"
"bgm_M552","0","0","1","201","bgm_M552_03","0","20046","0","0","20046102","蘭德索爾近郊","0","2"
"bgm_M552","0","0","1","201","bgm_M552_03","0","20046","0","0","20046103","伊麗絲樹海","0","3"
"bgm_M552","0","0","1","201","bgm_M552_03","0","20046","0","0","20046104","佛洛拉湖畔","0","4"
"bgm_M552","0","0","1","201","bgm_M552_03","0","20046","0","0","20046201","佛洛拉湖畔","0","0"
"bgm_M553","0","0","1","201","bgm_M553","0","20047","40","0","20047101","王城蘭德索爾","0","1"
"bgm_M553","0","0","1","201","bgm_M553","0","20047","0","0","20047102","世界之間的夾縫","0","2"
"bgm_M553","0","0","1","201","bgm_M553","0","20047","0","0","20047201","世界之間的夾縫","0","0"
"bgm_M565","0","0","1","201","bgm_M565","0","20048","0","0","20048101","咲戀育幼院內","0","1"
"bgm_M565","0","0","1","201","bgm_M565","0","20048","0","0","20048102","伊麗莎白牧場　牧場溫泉","0","2"
"bgm_M565","0","0","1","201","bgm_M565","0","20048","0","0","20048201","伊麗莎白牧場　牧場溫泉","0","0"
"bgm_M574","0","0","1","201","bgm_M574","0","20049","0","0","20049101","蘭德索爾郊外","0","1"
"bgm_M574","0","0","1","201","bgm_M574","0","20049","0","0","20049102","賭場大廳","0","2"
"bgm_M574","0","0","1","201","bgm_M574","0","20049","0","0","20049201","賭場大廳","0","0"
"bgm_M582","0","0","1","201","bgm_M582","0","20050","0","0","20050101","遭詛咒的海盜島","0","1"
"bgm_M582","0","0","1","201","bgm_M582","0","20050","0","0","20050201","遭詛咒的海盜島","0","0"
"bgm_M595","0","0","1","201","bgm_M595","0","20051","128","0","20051101","露營領域","0","1"
"bgm_M595","0","0","1","201","bgm_M595","0","20051","0","0","20051201","露營領域","0","0"
"bgm_M601","0","0","1","201","bgm_M601","0","20052","0","0","20052101","王城蘭德索爾","0","1"
"bgm_M601","0","0","1","201","bgm_M601","0","20052","80","0","20052102","夏日遊戲度假村","0","2"
"bgm_M601","0","0","1","201","bgm_M601","0","20052","0","0","20052201","夏日遊戲度假村","0","0"
"bgm_M608","0","0","1","201","bgm_M608","0","20053","0","0","20053101","小小邂逅的海岸","0","1"
"bgm_M608","0","0","1","201","bgm_M608","0","20053","0","0","20053102","小小甜心秘密基地附近","0","2"
"bgm_M608","0","0","1","201","bgm_M608","0","20053","0","0","20053103","小小邂逅的海岸","0","3"
"bgm_M608","0","0","1","201","bgm_M608","0","20053","0","0","20053201","小小邂逅的海岸","0","0"
"bgm_M618","0","0","1","201","bgm_M618","0","20054","0","0","20054101","邁向邊境的旅程","0","1"
"bgm_M618","0","0","1","201","bgm_M618","0","20054","30","0","20054102","世界盡頭森林","0","2"
"bgm_M618","0","0","1","201","bgm_M618","0","20054","0","0","20054201","世界盡頭森林","0","0"
