ba429504613a067dc1a4b09ae838b7ebb375b8f51fc3288a5abe71bee1fbf936,fa940ec48d3fc2fafac95e5f45f3584686b362e371d45cf222a95ebe20a3d7cc,d512cd5ca40184c7f765367e3278cddb6fb252bec98e8b91f4b42168a319cce8,2110e4a425eb56e077ec09cbecec423fa862cdb6fa20bd3074ed16c60d1954d8,47d54c551f4a890e35c247f914ecb1746560ddfbc87424fe17c84a904c0c9156,9ca97300aa74e506b05dd1609f32bdba6336f2d90165d12ca9decfbb4b418872,29b1edeff857c72bca05e93043424eb819c0756bda374e91fe232a10f8faf4c6,c456b751ae795f4a95bffd43aeb8e14812437983c45861845227b4825a8649a4,f12e4fa33617ff4196a0fd0846232c303a40983e1cc2785691cf6b2b12ac9f42,b2ee596ff35c69f5bb6cc2ba5407fdc2adac950af8ea89eb53f329b97896f298,e8d623eac3ec496f006fecdbef267d9e16f7a5fbb386d8b22bf98304b74f02fb,08b91f1e6a4fa996257b542481d9a23055670aec4e8fb0e4228096163ac4f842,7c20f5dec0e956d42f568c57497714aaca0f2c84e0dfb2135c62ed068368216d,8241a9cf1abe9729994f26a7ce3d31c9116e5d7c8a778829047a8c4663389909,871f33e863b0ce3d167912a5bdd581de8f3e44c41c4a8918ac1bae53d61c2613,416eceeff5e99487589ec44503f2f85a13098d48aacc6d816dafcfd2ec3ec804,282e8c59c438bd58465c74795d6ed880328aee51db9cdee6b940666e0550211e,1bbef6f6315df33fcb532597959ca39dbbf1902a0b3a161ca3aa7fa673732daa,8fe2ea939691c2e174fca7c80e9f4413e127edf89295250e95f51b31f513b7e5,13a670bd17ef6f915b99b3f653c5a487bf9eec8d1a3228573322625527807d78,0b6e7aa905d79b0f6e2599d2fbd0b3643190b3c1d67e74397e1598da099baced
"0","0","0","0","130881","1308811","0","2.75","-1","0","0","0","0","0","0","0","261","0","0.25","1.5","0"
"0","0","0","0","130891","1308910","1.2","0","-1","0","0","0","0","0","0.15","0","2","0","0.65","0","0"
"0","0","0","1.25","130901","1309010","4","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","1.25","130901","1309011","4.5","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130902","1309020","500","0","-1","0","0","0","0","0","0","0","1","0","0","0","2000"
"0.25","0","0","0","130911","1309110","4","0","-1","0","0","0","0","0","0","0","2","0","0","0","5"
"0","0","0","0","130912","1309120","0","0","-1","0","0","0","0","2","20","0","1","0","20","0","1000"
"0","0","0.05","0","130921","1309210","0","4.4","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","130921","1309211","0","5.3","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","130931","1309310","0","3.5","-1","0","0","1.75","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130941","1309410","0","4.6","260","0","0","0","0","0.15","0","0","2","0","0","0","0"
"0","0","0","0","130941","1309411","0","5.35","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0.25","0","0","0","130951","1309510","0","0","-1","0","0","0","0","0","0.35","0","2","0","0.6","0","0"
"0","0","0","0","130952","1309520","0","0","-1","0","0","0","0","0","40","0","1","0","40","0","1600"
"0","0","0","2","130961","1309610","4.25","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130962","1309620","600","0","-1","0","0","0","0","2","0","0","1","0","0","0","0"
"0.25","0","0","2","130971","1309710","1.65","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","130981","1309810","0","2.6","260","0","0","0","0","0.05","0.4","0","2","0","0.1","0","0"
"0","0","0","0","130981","1309811","0","2.85","-1","0","0","0","0","0","0.4","0","261","0","0.1","0","0"
"0.3","0","0","0","130991","1309910","0","4.8","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0.3","0","0","0","130991","1309911","0","5.05","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0.05","0","131001","1310010","4.8","0","260","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131001","1310011","5.2","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131002","1310020","1200","0","-1","0","0","0","0","0","0","0","1","0","0","0","0"
"0.3","0","0","0","131011","1310110","0","4","-1","0","0","0","0","0","0.05","0","2","0","0.05","0","0"
"0","0","0","0","131012","1310120","0","350","-1","0","0","150","0","0","0","0","1","0","0","0","0"
"0","0","0","0","131031","1310310","4","0","-1","0","0","0","0","0","0","0","2","0","0","1.5","0"
"0","0","0","0","131032","1310320","0","0","-1","0","0","0","0","2","0","0","1","0","0","0","900"
"0","0","0","1","131041","1310410","4.4","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1","131041","1310411","4.65","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131042","1310420","500","0","-1","0","0","0","0","0","30","0","1","0","30","0","500"
"0","0","0","1.4","131051","1310510","4.5","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131052","1310520","900","0","-1","0","0","0","0","0","30","0","1","0","10","0","0"
"0","0","0.05","0","131061","1310610","0","3.9","260","0","0","0.9","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131061","1310611","0","4.3","-1","0","0","0.9","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131062","1310620","0","900","-1","0","0","0","0","0","30","0","1","0","10","0","0"
"0","0","0","1.2","131071","1310710","4.55","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","80","131072","1310720","0","0","-1","0","0","0","0","0","30","0","1","0","30","0","500"
"0","0","0","1.75","131081","1310810","3.85","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","1.75","131081","1310811","4.35","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","2","131091","1310910","3.95","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","2","131091","1310911","4.2","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0.05","0","131101","1311010","0","2.8","260","0","0","0","0","0","0","0","2","10","0","1.5","0"
"0","0","0","0","131101","1311011","0","3.2","-1","0","0","0","0","0","0","0","261","10","0","1.5","0"
"0","0","0.05","0","131111","1311110","0","4.8","260","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131111","1311111","0","5.2","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131112","1311120","0","500","-1","0","0","0","0","0","20","0","1","0","20","0","0"
"0","0","0","0","131121","1311210","2.5","0","300","0","0","0","0.05","0","0.2","0","2","0","0","0","0"
"0","0","0","0","131121","1311211","2.5","0","-1","0","0","0","0","0","0.3","0","301","0","0","0","0"
"0","0","0","0","131122","1311220","500","0","-1","0","0","0","0","0","30","0","1","0","30","0","1000"
"0","0","0","0","131131","1311310","1.65","0","260","0","0","0","0","0.1","0","0","2","0","0.6","0","0"
"0","0","0","0","131131","1311311","2.15","0","-1","0","0","0","0","0","0","0","261","0","0.6","0","0"
"0","0","0","100","131132","1311320","500","0","-1","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0.05","0","131141","1311410","0","3.75","260","0","0","0","0","0","0","0","2","0","0","1.5","0"
"0","0","0","0","131141","1311411","0","4.15","-1","0","0","0","0","0","0","0","261","0","0","1.5","0"
"0","0","0.05","1","131151","1311510","4.3","0","260","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1","131151","1311511","4.7","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0.2","0","0","0","131161","1311610","0","0","-1","0","0","0","0","0","0.6","0","2","0","0","0","14.5"
"0","0","0","0","131171","1311710","0","3.75","260","0","0","0.4","0","0.1","0","0","2","0","0","0","5"
"0","0","0","0","131171","1311711","0","4.25","-1","0","0","0.4","0","0","0","0","261","0","0","0","5"
"0","0","0","0.75","131181","1311810","3.5","0","260","0","0","0","0","0.05","0","0","2","0","0","0","10"
"0","0","0","0.75","131181","1311811","3.75","0","-1","0","0","0","0","0","0","0","261","0","0","0","10"
"0","0","0","0","131191","1311910","0","0","260","0","0","0","0","0.05","0.45","0","2","0","0.5","0","1.5"
"0","0","0","0","131191","1311911","0","0","-1","0","0","0","0","0","0.45","0","261","0","0.5","0","3.6"
"0","0","0","0","131201","1312010","0","3.7","-1","0","0","0.5","0","0","0","0","2","0","0","1.25","0"
"0.5","0","0","0","131211","1312110","0","3.35","260","0","0","0","0","0.15","0","0","2","0","0","0","0"
"0.5","0","0","0","131211","1312111","0","4.1","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131221","1312210","0","2.6","-1","0","0","0","0","0","0.2","0","2","0","0.3","0","0"
"0","0","0","2","131231","1312310","4.2","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.7","131241","1312410","4.1","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.7","131241","1312411","4.35","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131251","1312510","0","0","-1","0","0","0","0","0","0.4","0","2","0","0.4","0","11"
"0","0","0","0","131261","1312610","0","4.5","-1","0","0","0.8","0","0","0","0","2","0","0","0","0"
"0","0","0","1.25","131271","1312710","3.9","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","1.25","131271","1312711","4.4","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","1.3","131281","1312810","4.35","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.5","131291","1312910","4","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.5","131291","1312911","4.25","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0.05","0","131301","1313010","0","0","260","0","0","0","0.15","0","0.5","0","2","0","0","0","10.5"
"0","0","0","0","131301","1313011","0","0","300","0","0","0","0.15","0","0.5","0","261","0","0","0","13.85"
"0","0","0","0","131301","1313012","0","0","-1","0","0","0","0","0","0.7","0","301","0","0","0","13.85"
"0","0","0","0.65","131311","1313110","4.7","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131321","1313210","0","4.1","260","0","0","0.4","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","131321","1313211","0","4.6","-1","0","0","0.4","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131331","1313310","0","4.55","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","131331","1313311","0","5.05","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131341","1313410","0","4.4","-1","0","0","0.65","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131351","1313510","0","1.5","260","0","0","0","0","0.1","0","0","2","0","0.6","0","0"
"0","0","0","0","131351","1313511","0","2","-1","0","0","0","0","0","0","0","261","0","0.6","0","0"
"0","0","0","0","131361","1313610","4.45","0","-1","0","0","0","0","0","0","0","2","0","0","0","5"
"0","0","0","0","131371","1313710","0","4","260","0","0","0.65","0","0.1","0","0","2","0","0","0","0"
"0","0","0","0","131371","1313711","0","4.5","-1","0","0","0.65","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131381","1313810","0","3.2","260","0","0","0","0","0.05","0","0","2","0","0","0","15"
"0","0","0","0","131381","1313811","0","3.45","-1","0","0","0","0","0","0","0","261","0","0","0","15"
"0","0","0","0","131391","1313910","0","0","260","0","0","0","0","0.05","0.45","0","2","0","0.45","0","3.75"
"0","0","0","0","131391","1313911","0","0","-1","0","0","0","0","0","0.45","0","261","0","0.45","0","5.85"
"0","0","0","0.6","131401","1314010","4.75","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","0.6","131401","1314011","5","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","1","131411","1314110","4.7","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0.6","131421","1314210","4.9","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131431","1314310","3.5","0","-1","0","0","3.75","0","0","0","0","2","0","0","0","0"
"0","0","0","0.75","131441","1314410","4.6","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0.3","0","0","0.75","131451","1314510","4.25","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131461","1314610","4.2","0","260","0","0","0","0","0.05","0","0","2","0","0","0","5"
"0","0","0","0","131461","1314611","4.45","0","-1","0","0","0","0","0","0","0","261","0","0","0","5"
"0","0","0","0","131471","1314710","3.05","0","-1","0","0","0","0","0","0.2","0","2","0","0.2","0","0"
"0.3","0","0","0","131501","1315010","0","4.25","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0.3","0","0","0","131501","1315011","0","4.5","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","1.9","131551","1315510","3.75","0","260","0","0","0","0","0.1","0","0","2","0","0","0","0"
"0","0","0","1.9","131551","1315511","4.25","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0.4","0","0","0","131561","1315610","0","4.4","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0.05","0","131571","1315710","0","3.6","260","0","0","1.2","0","0","0","0","2","0","0","0","0"
"0","0","0","0","131571","1315711","0","4","-1","0","0","1.2","0","0","0","0","261","0","0","0","0"
"0","0","0","1.2","131581","1315810","4.4","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
"0","0","0","1.35","131591","1315910","4.1","0","260","0","0","0","0","0.05","0","0","2","0","0","0","0"
"0","0","0","1.35","131591","1315911","4.35","0","-1","0","0","0","0","0","0","0","261","0","0","0","0"
"0","0","0","0","131601","1316010","0","4.6","-1","0","0","0","0","0","0","0","2","0","0","0.5","0"
"0","0","0","0.5","131621","1316210","4.9","0","-1","0","0","0","0","0","0","0","2","0","0","0","0"
