1ead401c597fe4a226268bba79daa3b1d01cd04cb495b3aa7f8f60a8f7a6032b,172b58daadaca6e326bdc017c308fb89999b35d04cbb7c934f2a55aa41027eae,290672c1f7a21050b72f666cf7284c0e4fbdf6ead98ac8aa5563f8f0119386e3,eae8a7a553710140c0926520c760226db3726354cd9cd9d2bc2f465e241ba918,a296049e017a652e6d43bb602526e51b0603fa71137d719df2118c063c8feed2,b83ee51e9c5b137c65688bee75633b3b8934e19afc1cdf8f5cf83c6e9d3f18bc,6784a4249bd999132e41de400b38f78089ebd485797117e739f6086ad6055edb,2e0b5902c30178c45cc6ffbd3a5a8ce8bda298e6e4d5cea2c8c7ffe5852d1833
"2010008","1","","2010","1","1","","201000801"
"2010008","1","","2010","1","1","","201000880"
"2010008","1","","2010","0","1","","201000881"
"2011001","1","bgm_M211_emt11_001","2011","1","1","","201100101"
"2011003","1","bgm_M234_emt11_003","2011","1","1","","201100301"
"2011007","1","bgm_M95_emt11_007","2011","1","1","","201100701"
"2011008","1","","2011","1","1","","201100801"
"2011008","1","","2011","1","1","","201100880"
"2011008","1","","2011","0","1","","201100881"
"2012003","1","bgm_M131_emt12_003","2012","1","1","","201200301"
"2012007","1","bgm_M109_emt12_007","2012","1","1","","201200701"
"2012010","1","bgm_M241_emt12_010","2012","1","1","","201201001"
"2012015","1","bgm_M242_emt12_015","2012","0","1","","201201501"
"2012015","1","","2012","1","1","","201201580"
"2012015","1","","2012","0","1","","201201581"
"2013004","1","bgm_M177_emt13_004","2013","1","1","","201300401"
"2013010","1","bgm_M209_NoChorus_emt13_010","2013","1","1","","201301001"
"2013015","1","bgm_M55_emt13_015","2013","1","1","","201301501"
"2013016","1","","2013","1","1","","201301680"
"2013016","1","","2013","0","1","","201301681"
"2014001","1","","2014","1","1","","201400101"
"2014004","1","","2014","1","1","","201400401"
"2014008","1","bgm_M231_emt14_008","2014","1","1","","201400801"
"2014009","1","","2014","1","1","","201400901"
"2014009","1","","2014","1","1","","201400980"
"2014009","1","","2014","0","1","","201400981"
"2015003","1","","2015","1","1","","201500301"
"2015005","1","bgm_M307_emt015_005","2015","1","1","","201500501"
"2015005","1","","2015","1","1","","201500502"
"2015006","1","bgm_M300_emt015_006","2015","1","1","","201500601"
"2015009","1","","2015","1","1","","201500980"
"2015009","1","","2015","0","1","","201500981"
"2101001","1","","2101","1","1","","210100101"
"2101001","1","","2101","1","0.6","","210100102"
"2101003","1","","2101","0","1","","210100301"
"2101013","1","","2101","1","1","","210101301"
"2101014","1","","2101","1","1","","210101401"
"2101014","1","","2101","1","0.6","","210101480"
"2101014","1","","2101","0","1","","210101481"
"2102001","1","bgm_M12_pt02_emt02_001","2102","1","1","","210200101"
"2102005","1","","2102","1","1","","210200501"
"2102010","1","","2102","1","1","","210201001"
"2102011","1","","2102","1","1","","210201101"
"2102011","1","","2102","1","0.3","","210201180"
"2102011","1","","2102","0","1","","210201181"
"2103001","1","","2103","1","1","","210300101"
"2103012","1","","2103","1","1","","210301201"
"2103013","1","","2103","1","1","","210301301"
"2103015","1","bgm_M409_pt02_emt03_015","2103","1","1","","210301501"
"2103017","1","","2103","1","1","","210301701"
"2103018","1","","2103","1","0.3","","210301880"
"2103018","1","","2103","0","1","","210301881"
"2104002","1","bgm_M321_pt02_emt04_002","2104","1","1","","210400201"
"2104004","1","","2104","1","1","","210400401"
"2104008","1","","2104","1","1","","210400801"
"2104010","1","","2104","1","0.3","","210401080"
"2104010","1","","2104","0","1","","210401081"
"2104098","1","bgm_M109_pt02_emt04_011","2104","1","1","","210409801"
"2105001","1","","2105","1","1","","210500101"
"2105002","1","","2105","1","1","","210500201"
"2105004","1","bgm_M431_pt02_emt05_004","2105","1","1","","210500401"
"2105008","1","","2105","1","1","","210500801"
"2105009","1","","2105","1","1","","210500901"
"2105010","1","","2105","1","1","","210501001"
"2105010","1","","2105","1","0.3","","210501080"
"2105010","1","","2105","0","1","","210501081"
"2106001","1","bgm_M321_pt02_emt06_001","2106","1","1","","210600101"
"2106004","1","","2106","1","1","","210600401"
"2106006","1","","2106","1","1","","210600601"
"2106008","1","","2106","1","1","","210600801"
"2106010","1","","2106","1","0.3","","210601080"
"2106010","1","","2106","0","1","","210601081"
"2107001","1","bgm_M23_pt02_emt07_001","2107","1","1","","210700101"
"2107005","1","","2107","1","1","","210700501"
"2107009","1","","2107","1","1","","210700901"
"2107010","1","","2107","1","0.3","","210701080"
"2107010","1","","2107","0","1","","210701081"
"2107099","1","","2107","1","1","","210709901"
"2107099","1","bgm_M473_pt02_emt07_011","2107","1","1","","210709902"
"2108004","1","","2108","1","1","","210800401"
"2108005","1","bgm_M482_pt02_emt08_005","2108","1","1","","210800501"
"2108007","1","","2108","1","1","","210800701"
"2108009","1","","2108","1","1","","210800901"
"2108010","1","","2108","1","0.3","","210801080"
"2108010","1","","2108","0","1","","210801081"
"2109002","1","","2109","1","1","","210900201"
"2109004","1","","2109","1","1","","210900401"
"2109007","1","","2109","1","1","","210900701"
"2109008","1","bgm_M94_pt02_emt09_007","2109","1","1","","210900801"
"2109008","1","","2109","1","1","","210900802"
"2109009","1","","2109","1","1","","210900901"
"2109012","1","bgm_M514_pt02_emt08_011","2109","1","1","","210901201"
"2109012","1","","2109","1","1","","210901202"
"2109012","1","","2109","1","0.3","","210901280"
"2109012","1","","2109","0","1","","210901281"
"2110001","1","bgm_M106_pt02_emt10_001","2110","1","1","","211000101"
"2110005","1","","2110","1","1","","211000501"
"2110010","1","","2110","1","1","","211001001"
"2110010","1","","2110","1","1","","211001002"
"2110010","1","","2110","1","0.3","","211001080"
"2110010","1","","2110","0","1","","211001081"
"2111001","1","","2111","1","1","","211100101"
"2111001","1","","2111","1","1","","211100102"
"2111003","1","","2111","1","1","","211100301"
"2111007","1","","2111","1","1","","211100701"
"2111009","1","","2111","1","1","","211100901"
"2111010","1","","2111","1","0.3","","211101080"
"2111010","1","","2111","0","1","","211101081"
"2112001","1","","2112","1","1","","211200101"
"2112005","1","","2112","1","1","","211200501"
"2112007","1","","2112","1","1","","211200701"
"2112008","1","","2112","1","1","","211200801"
"2112010","1","","2112","1","0.3","","211201080"
"2112010","1","","2112","0","1","","211201081"
"2113002","1","","2113","1","1","","211300201"
"2113003","1","","2113","1","1","","211300301"
"2113007","1","","2113","1","1","","211300701"
"2113008","1","","2113","1","1","","211300801"
"2113010","1","","2113","1","0.3","","211301080"
"2113010","1","","2113","0","1","","211301081"
"2114005","1","","2114","1","1","","211400501"
"2114005","1","","2114","1","1","","211400502"
"2114006","1","","2114","1","1","","211400601"
"2114010","1","","2114","1","0.3","","211401080"
"2114010","1","","2114","0","1","","211401081"
"2114099","1","","2114","1","1","","211409901"
"2114099","1","","2114","0","1","","211409981"
"2115002","1","bgm_M626_emt2115_002","2115","1","1","","211500201"
"2115005","1","","2115","1","1","","211500501"
"2115008","1","","2115","1","1","","211500801"
"2115010","1","","2115","1","1","","211501001"
"2115010","1","","2115","1","0.3","","211501080"
"2115010","1","","2115","0","1","","211501081"
"2116002","1","","2116","1","1","","211600201"
"2116004","1","","2116","1","1","","211600401"
"2116005","1","","2116","1","1","","211600501"
"2116007","1","","2116","1","1","","211600701"
"2116008","1","","2116","1","1","","211600801"
"2116008","1","","2116","1","1","","211600802"
"2116009","1","","2116","1","1","","211600901"
"2116011","1","","2116","1","1","","211601101"
"2116011","1","","2116","1","1","","211601180"
"2116099","1","","2116","0","1","","211609981"
"2201004","1","","2201","1","1","","220100401"
"2201005","1","","2201","1","1","","220100502"
"2201005","1","","2201","1","1","","220100503"
"2201005","1","","2201","1","1","","220100504"
"2201006","1","","2201","1","1","","220100601"
"2201007","1","","2201","1","1","","220100701"
"2201008","1","","2201","1","0.3","","220100880"
"2201008","1","","2201","0","1","","220100881"
"2202001","1","bgm_MC032_emt0302_001","2202","1","1","","220200101"
"2202002","1","bgm_MC033_emt0302_002","2202","1","1","","220200201"
"2202004","1","","2202","1","1","","220200401"
"2202006","1","","2202","1","1","","220200601"
"2202006","1","","2202","1","0.3","","220200680"
"2202006","1","","2202","0","1","","220200681"
"2203001","1","","2203","1","1","","220300101"
"2203002","1","bgm_MC050_emt2203_002","2203","1","1","","220300201"
"2203003","1","","2203","1","1","","220300301"
"2203005","1","","2203","1","1","","220300501"
"2203006","1","","2203","1","1","","220300601"
"2203006","1","bgm_MC059_emt2203_006","2203","1","1","","220300602"
"2203006","1","","2203","1","0.3","","220300680"
"2203006","1","","2203","0","1","","220300681"
"2204001","1","","2204","1","1","","220400101"
"2204002","1","bgm_MC069B_emt2204_002","2204","1","1","","220400201"
"2204004","1","","2204","1","1","","220400401"
"2204006","1","","2204","1","1","","220400601"
"2204006","1","","2204","1","0.3","","220400680"
"2204099","1","","2204","0","1","","220409981"
"2205001","1","","2205","1","1","","220500101"
"2205001","1","","2205","1","1","","220500102"
"2205001","1","","2205","1","1","","220500103"
"2205002","1","","2205","1","1","","220500201"
"2205005","1","","2205","1","1","","220500501"
"2205006","1","","2205","1","1","","220500601"
"2205006","1","","2205","1","1","","220500602"
"2205006","1","","2205","1","1","","220500680"
"2205006","1","","2205","0","1","","220500681"
"2206001","1","","2206","1","1","","220600101"
"2206003","1","","2206","1","1","","220600301"
"2206004","1","","2206","1","1","","220600401"
"2206005","1","","2206","1","1","","220600501"
"2206005","1","","2206","1","1","","220600502"
"2206006","1","","2206","1","1","","220600680"
"2206006","1","","2206","0","1","","220600681"
"2207001","1","","2207","1","1","","220700101"
"2207003","1","","2207","1","1","","220700301"
"2207004","1","bgm_MC088B_emt2207_004","2207","1","1","","220700401"
"2207004","1","","2207","1","1","","220700402"
"2207005","1","bgm_M385_emt2207_005","2207","1","1","","220700501"
"2207006","1","","2207","1","1","","220700601"
"2207006","1","","2207","1","1","","220700680"
"2207006","1","","2207","0","1","","220700681"
"2208001","1","","2208","1","1","","220800101"
"2208001","1","","2208","1","1","","220800102"
"2208003","1","","2208","1","1","","220800301"
"2208004","1","","2208","1","1","","220800401"
"2208004","1","","2208","1","1","","220800402"
"2208006","1","bgm_MC176A_emt2208_006","2208","1","1","","220800601"
"2208006","1","","2208","1","1","","220800680"
"2208006","1","","2208","0","1","","220800681"
"2209002","1","","2209","1","1","","220900201"
"2209003","1","bgm_MC177_emt2209_003","2209","1","1","","220900301"
"2209007","1","bgm_MC181B_emt220902_008","2209","1","1","","220900601"
"2209007","1","bgm_AN02_emt220902_009","2209","1","1","","220900602"
"2209007","1","bgm_MC200_emt2209_007","2209","1","1","","220900701"
"2209007","1","","2209","1","1","","220900702"
"2209009","1","","2209","1","1","","220900901"
"2209009","1","","2209","1","1","","220900980"
"2209099","1","","2209","0","1","","220909981"
"2210001","1","","2210","1","1","","221000101"
"2210002","1","","2210","1","1","","221000201"
"2210005","1","","2210","1","1","","221000501"
"2210006","1","bgm_MC204B_emt2210_006","2210","1","1","","221000601"
"2210006","1","","2210","1","1","","221000680"
"2210006","1","","2210","0","1","","221000681"
"3010003","1","","3010","1","1","","301000301"
"5001007","1","","5001","1","1","","500100701"
"5002007","1","","5002","1","1","","500200701"
"5003007","1","","5003","1","1","","500300701"
"5004006","1","","5004","1","1","","500400601"
"5004007","1","","5004","1","1","","500400701"
"5005003","1","","5005","1","1","","500500301"
"5005007","1","","5005","1","1","","500500701"
"5006006","1","","5006","1","1","","500600601"
"5006007","1","","5006","0","1","","500600701"
"5007006","1","","5007","0","1","","500700601"
"5007007","1","","5007","1","1","","500700701"
"5008006","1","","5008","1","1","","500800601"
"5008007","1","","5008","1","1","","500800701"
"5009006","1","","5009","1","1","","500900601"
"5009007","1","","5009","1","1","","500900701"
"5010006","1","","5010","1","1","","501000601"
"5010007","1","","5010","1","1","","501000702"
"5010501","1","","5010","0","1","","501050101"
"5011006","1","bgm_M192_emt5011_005","5011","1","1","","501100601"
"5011007","1","","5011","1","1","","501100701"
"5012006","1","bgm_M209_emt5012_006","5012","1","1","","501200601"
"5012007","1","","5012","1","1","","501200701"
"5013006","1","bgm_M218_emt5013_006","5013","1","1","","501300601"
"5013007","1","","5013","1","1","","501300701"
"5015006","1","","5015","1","1","","501500601"
"5015007","1","","5015","1","1","","501500701"
"5017006","1","","5017","1","1","","501700601"
"5017007","1","","5017","0","1","","501700701"
"5019006","1","","5019","1","1","","501900601"
"5019007","1","","5019","1","1","","501900701"
"5021006","1","","5021","1","1","","502100601"
"5021007","1","","5021","1","1","","502100701"
"5023006","1","bgm_M256_emt5023_006","5023","1","1","","502300601"
"5023007","1","","5023","1","1","","502300701"
"5025006","1","","5025","1","1","","502500601"
"5025007","1","","5025","0","1","","502500701"
"5025008","1","","5025","1","1","","502500801"
"5027006","1","","5027","1","1","","502700601"
"5027007","1","","5027","1","1","","502700701"
"5029006","1","","5029","1","1","","502900601"
"5029007","1","","5029","1","1","","502900701"
"5031000","1","bgm_M185_emt5031_000","5031","1","1","","503100001"
"5031006","1","","5031","1","1","","503100601"
"5031007","1","","5031","1","1","","503100701"
"5031501","1","","5031","0","1","","503150101"
"5033000","1","","5033","1","1","","503300001"
"5033006","1","","5033","1","1","","503300601"
"5033007","1","","5033","0","1","","503300701"
"5033008","1","","5033","1","1","","503300801"
"5035000","1","","5035","1","1","","503500001"
"5036004","1","","5036","1","1","","503600401"
"5036005","1","","5036","0","1","","503600501"
"5036501","1","","5036","0","1","","503650101"
"5036502","1","","5036","0","1","","503650201"
"5036503","1","","5036","0","1","","503650301"
"5036504","1","","5036","0","1","","503650401"
"5038001","1","bgm_M122_emt5038_001","5038","1","1","","503800101"
"5038005","1","bgm_M346_emt5038_005","5038","1","1","","503800501"
"5038007","1","","5038","1","1","","503800701"
"5040000","1","","5040","1","1","","504000001"
"5040006","1","","5040","1","1","","504000601"
"5040007","1","","5040","1","1","","504000701"
"5042001","1","","5042","1","1","","504200101"
"5042006","1","","5042","1","1","","504200601"
"5042007","1","","5042","1","1","","504200701"
"5044001","1","bgm_M113_emt5044_001","5044","1","1","","504400101"
"5044006","1","bgm_M384_emt5044_006","5044","1","1","","504400601"
"5044007","1","","5044","1","1","","504400701"
"5046001","1","bgm_M394_emt5046_001","5046","1","1","","504600101"
"5046006","1","bgm_M397_emt5046_006","5046","1","1","","504600601"
"5046007","1","","5046","1","1","","504600701"
"5048003","1","","5048","1","1","","504800301"
"5048006","1","","5048","1","1","","504800601"
"5048007","1","","5048","1","1","","504800701"
"5050001","1","","5050","0","1","","505000101"
"5050006","1","","5050","0","1","","505000601"
"5050007","1","","5050","0","1","","505000701"
"5050008","1","","5050","1","1","","505000801"
"5052000","1","","5052","1","1","","505200001"
"5052006","1","","5052","1","1","","505200601"
"5052007","1","","5052","0","1","","505200701"
"5052008","1","","5052","1","1","","505200801"
"5054000","1","bgm_M282_emt5054_000","5054","1","1","","505400001"
"5054007","1","","5054","0","1","","505400701"
"5054008","1","","5054","1","1","","505400801"
"5054008","1","","5054","1","1","","505400802"
"5056000","1","","5056","1","1","","505600001"
"5056006","1","bgm_M438_emt5056_006","5056","1","1","","505600601"
"5056007","1","","5056","1","1","","505600701"
"5056501","1","","5056","0","1","","505650101"
"5058003","1","","5058","1","1","","505800301"
"5059006","1","","5059","1","1","","505900601"
"5059006","1","","5059","1","1","","505900603"
"5059006","1","","5059","1","1","","505900604"
"5059007","1","","5059","1","1","","505900701"
"5059007","1","","5059","1","1","","505900702"
"5061001","1","bgm_M452_emt5061_001","5061","1","1","","506100101"
"5061006","1","","5061","1","1","","506100601"
"5061007","1","","5061","1","1","","506100701"
"5064001","1","bgm_M459_emt5064_001","5064","1","1","","506400101"
"5064006","1","","5064","1","1","","506400601"
"5064007","1","","5064","1","1","","506400701"
"5066000","1","","5066","1","1","","506600001"
"5066006","1","","5066","1","1","","506600601"
"5066007","1","","5066","1","1","","506600701"
"5068001","1","","5068","1","1","","506800101"
"5068006","1","bgm_M480_emt5068_006","5068","1","1","","506800601"
"5068007","1","","5068","1","1","","506800701"
"5070001","1","","5070","1","1","","507000101"
"5070005","1","bgm_M488_emt5070_005","5070","1","1","","507000501"
"5070007","1","","5070","1","1","","507000701"
"5072000","1","","5072","1","1","","507200001"
"5072006","1","","5072","1","1","","507200601"
"5072006","1","","5072","1","1","","507200602"
"5074003","1","bgm_M512_emt5074_003","5074","1","1","","507400301"
"5074006","1","","5074","1","1","","507400601"
"5074007","1","","5074","1","1","","507400701"
"5076002","1","bgm_M192_emt5076_002","5076","1","1","","507600201"
"5076006","1","","5076","1","1","","507600601"
"5076007","1","","5076","0","1","","507600701"
"5076008","1","","5076","1","1","","507600801"
"5078004","1","","5078","1","1","","507800401"
"5078006","1","","5078","1","1","","507800601"
"5078007","1","","5078","0","1","","507800701"
"5078008","1","","5078","1","1","","507800801"
"5080002","1","bgm_M173_emt5080_002","5080","1","1","","508000201"
"5080006","1","","5080","1","1","","508000601"
"5080007","1","","5080","1","1","","508000701"
"5082000","1","","5082","1","1","","508200001"
"5082006","1","","5082","1","1","","508200601"
"5082007","1","","5082","1","1","","508200701"
"5082501","1","","5082","0","1","","508250101"
"5084000","1","","5084","1","1","","508400001"
"5085005","1","","5085","1","1","","508500501"
"5085006","1","bgm_M557_emt5085_010","5085","1","1","","508500601"
"5085006","1","","5085","1","1","","508500602"
"5088003","1","","5088","1","1","","508800301"
"5088006","1","","5088","1","1","","508800601"
"5088007","1","","5088","1","1","","508800701"
"5090002","1","","5090","1","1","","509000201"
"5090006","1","","5090","1","1","","509000601"
"5090007","1","","5090","1","1","","509000701"
"5092001","1","","5092","1","1","","509200101"
"5092006","1","","5092","1","1","","509200601"
"5092007","1","","5092","1","1","","509200701"
"5094005","1","","5094","1","1","","509400501"
"5094007","1","","5094","1","1","","509400701"
"5094007","1","","5094","1","1","","509400702"
"5096002","1","","5096","1","1","","509600201"
"5096007","1","","5096","1","1","","509600701"
"5096007","1","","5096","1","1","","509600702"
"5098000","1","","5098","1","1","","509800001"
"5098006","1","","5098","1","1","","509800601"
"5098007","1","","5098","1","1","","509800701"
"5100001","1","","5100","1","1","","510000101"
"5100006","1","bgm_M108_emt5100_006","5100","1","1","","510000601"
"5100007","1","","5100","1","1","","510000701"
"5102002","1","","5102","1","1","","510200201"
"5102006","1","","5102","1","1","","510200601"
"5102007","1","","5102","1","1","","510200701"
"5104000","1","","5104","1","1","","510400001"
"5104006","1","","5104","1","1","","510400601"
"5104007","1","","5104","1","1","","510400701"
"5106002","1","","5106","1","1","","510600201"
