5a44fbe81c97f2ec577249cd42e72fb41015dfe577b2f48b3314322ad79c1ee0,8044c4894a2924c271e9f886cfe33656ede64291f56e5e0b9053dac300aa9fe6,954c45dfe20fb46d372fd698b79a1fdbd44663c012c26f031e34fba2f9792395,ae921b037741804497f1a190b140849db6eb1291055a2a06b310ef870c515fa1,07950c48f00436f43b66e69a92bed1570c4fcca0b5701e5de4c609432ee82d70,8d3238170c1f11c37768130741fb1193107faddda74ab437ae31df6580973710,76dd953e3ad15352e261558892be8000d0a6ff95d25bcd8a50e2a9fdf7e77175,b32b2bc493ca633e5e150a03399aca52e7b6e0875b5e3a39c5e8cf1102d5d964,feb69d29636d59c32b51f214a98e6e1af391f9a1aa292a7923187daead2855a0,ada1b0a7f8a04c5562145795de2702e94e03076e36b61e42ef318be061cf263a,1dd6fdd9ff39e5b9b4b5e21a6bde3bcc571f641ee4d793c85b50211aa5cc7131,5cd1d5742eda22e9f7fc870f660b4592f8bb7682755bcb2a7e480742bc4379b3,9f7294515978c08708f905bf322c54e8ee9f80022b63b2fd0909a3d8b394f893,ed96d930cb44264a0e15e3c7a48f31890006ab2d4a45b46b8d76580609447f7f,5871b75476154256f21af073ee41b6b9acaefcdbf28930a06545be46bd610b49
"221","0","2816","0","22","1","2212","100","0","-25","2213","2023/03/08 05:00:00","0","1","2211"
"231","0","2816","0","23","1","2312","100","0","-66","2313","2023/03/09 05:00:00","0","1","2311"
"241","0","2816","0","24","1","2412","100","0","-107","2413","2023/03/10 05:00:00","0","1","2411"
"251","0","2816","0","25","1","2512","100","0","-149","2513","2023/03/11 05:00:00","0","1","2511"
"261","0","2816","0","26","1","2612","100","0","-188","2613","2023/03/12 05:00:00","0","1","2611"
"271","0","2816","0","27","1","2712","100","0","-96","2713","2023/03/13 05:00:00","0","1","2711"
"281","0","2816","0","28","1","2812","100","0","-133","2813","2023/03/14 05:00:00","0","1","2811"
"291","0","2816","0","29","1","2912","100","0","-174","2913","2023/03/15 05:00:00","0","1","2911"
"301","0","2816","0","30","1","3012","100","0","-230","3013","2023/03/16 05:00:00","0","1","3011"
"311","0","2816","0","31","1","3112","100","0","-272","3113","2023/03/17 05:00:00","0","1","3111"
"321","0","2816","0","32","1","3212","100","0","-313","3213","2023/03/18 05:00:00","0","1","3211"
"331","0","2816","0","33","1","3312","100","0","-240","3313","2023/03/19 05:00:00","0","1","3311"
"341","0","2816","0","34","1","3412","100","0","-260","3413","2023/03/20 05:00:00","0","1","3411"
"351","0","2816","0","35","1","3512","100","0","-280","3513","2023/03/21 05:00:00","0","1","3511"
"361","0","2816","0","36","1","3612","100","0","-354","3613","2023/03/22 05:00:00","0","1","3611"
"371","0","2816","0","37","1","3712","100","0","-395","3713","2023/03/23 05:00:00","0","1","3711"
"381","0","2816","0","38","1","3812","100","0","-436","3813","2023/03/24 05:00:00","0","1","3811"
"391","0","2816","0","39","1","3912","100","0","-477","3913","2023/03/25 05:00:00","0","1","3911"
"401","0","2816","0","40","1","4012","100","0","-400","4013","2023/03/26 05:00:00","0","1","4011"
"411","0","2816","0","41","1","4112","100","0","-438","4113","2023/03/27 05:00:00","0","1","4111"
"421","0","2816","0","42","1","4212","100","0","0","4213","2023/03/28 05:00:00","0","1","4211"
"431","0","2816","0","43","2","4312","200","0","371","4313","2023/03/29 05:00:00","0","2","4311"
"441","0","2816","0","44","2","4412","200","0","343","4413","2023/03/30 05:00:00","0","2","4411"
"451","0","2816","0","45","2","4512","200","9105803","260","4513","2023/03/31 05:00:00","105801","2","4511"
"461","0","2816","0","46","2","4612","200","0","313","4613","2023/04/01 05:00:00","0","2","4611"
"471","0","2816","0","47","2","4712","200","0","285","4713","2023/04/02 05:00:00","0","2","4711"
"481","0","2816","0","48","2","4812","200","9102003","260","4813","2023/04/03 05:00:00","102001","2","4811"
"491","0","2816","0","49","2","4912","200","0","257","4913","2023/04/04 05:00:00","0","2","4911"
"501","0","2816","0","50","2","5012","200","9100203","173","5013","2023/04/05 05:00:00","100201","2","5011"
"511","0","2816","0","51","2","5112","200","0","227","5113","2023/04/06 05:00:00","0","2","5111"
"521","0","2816","0","52","2","5212","200","9105503","57","5213","2023/04/07 05:00:00","105501","2","5211"
"531","0","2816","0","53","2","5312","200","0","197","5313","2023/04/08 05:00:00","0","2","5311"
"541","0","2816","0","54","2","5412","200","0","169","5413","2023/04/09 05:00:00","0","2","5411"
"551","0","2816","0","55","2","5512","200","9101603","-55","5513","2023/04/10 05:00:00","101601","2","5511"
"561","0","2816","0","56","2","5612","200","0","141","5613","2023/04/11 05:00:00","0","2","5611"
"571","0","2816","0","57","2","5712","200","0","111","5713","2023/04/12 05:00:00","0","2","5711"
"581","0","2816","0","58","2","5812","200","0","81","5813","2023/04/13 05:00:00","0","2","5811"
"591","0","2816","0","59","2","5912","200","0","53","5913","2023/04/14 05:00:00","0","2","5911"
"601","0","2816","0","60","2","6012","200","0","-180","6013","2023/04/15 05:00:00","0","2","6011"
"611","0","2816","0","61","2","6112","200","0","-210","6113","2023/04/16 05:00:00","0","2","6111"
"621","0","2816","0","62","2","6212","200","9106703","-221","6213","2023/04/17 05:00:00","106701","2","6211"
"631","0","2816","0","63","2","6312","200","0","24","6313","2023/04/18 05:00:00","0","2","6311"
"641","0","2816","0","64","2","6412","200","0","-6","6413","2023/04/19 05:00:00","0","2","6411"
"651","0","2816","0","65","2","6512","200","0","-33","6513","2023/04/20 05:00:00","0","2","6511"
"661","0","2816","0","66","2","6612","200","0","-63","6613","2023/04/21 05:00:00","0","2","6611"
"671","0","2816","0","67","2","6712","200","0","-91","6713","2023/04/22 05:00:00","0","2","6711"
"681","0","2816","0","68","2","6812","200","0","-121","6813","2023/04/23 05:00:00","0","2","6811"
"691","0","2816","0","69","2","6912","200","0","-150","6913","2023/04/24 05:00:00","0","2","6911"
"701","0","2816","0","70","2","7012","200","0","-180","7013","2023/04/25 05:00:00","0","2","7011"
"711","0","2816","0","71","2","7112","200","0","-208","7113","2023/04/26 05:00:00","0","2","7111"
"721","0","2816","0","72","2","7212","200","0","-236","7213","2023/04/27 05:00:00","0","2","7211"
"731","0","2816","0","73","2","7312","200","0","-266","7313","2023/04/28 05:00:00","0","2","7311"
"741","0","2816","0","74","2","7412","200","0","-295","7413","2023/04/29 05:00:00","0","2","7411"
"751","1","2816","0","75","2","7512","200","0","-360","7513","2023/04/30 05:00:00","0","2","7511"
"761","0","2816","0","76","3","7612","100","0","344","7613","2023/05/01 05:00:00","0","1","7611"
"771","0","2816","0","77","3","7712","100","0","306","7713","2023/05/02 05:00:00","0","1","7711"
"781","0","2816","0","78","3","7812","100","0","390","7813","2023/05/03 05:00:00","0","1","7811"
"791","0","2816","0","79","3","7912","100","0","267","7913","2023/05/04 05:00:00","0","1","7911"
"801","0","2816","0","80","3","8012","100","9104403","254","8013","2023/05/05 05:00:00","104401","1","8011"
"811","0","2816","0","81","3","8112","100","0","230","8113","2023/05/06 05:00:00","0","1","8111"
"821","0","2816","0","82","3","8212","100","0","192","8213","2023/05/07 05:00:00","0","1","8211"
"831","0","2816","0","83","3","8312","100","0","284","8313","2023/05/08 05:00:00","0","1","8311"
"841","0","2816","0","84","3","8412","100","0","153","8413","2023/05/09 05:00:00","0","1","8411"
"851","0","2816","0","85","3","8512","100","9102303","0","8513","2023/05/10 05:00:00","102301","1","8511"
"861","0","2816","0","86","3","8612","100","9105903","-207","8613","2023/05/11 05:00:00","105901","1","8611"
"871","0","2816","0","87","3","8712","100","0","116","8713","2023/05/12 05:00:00","0","1","8711"
"881","0","2816","0","88","3","8812","100","0","78","8813","2023/05/13 05:00:00","0","1","8811"
"891","0","2816","0","89","3","8912","100","0","173","8913","2023/05/14 05:00:00","0","1","8911"
"901","0","2816","0","90","3","9012","100","0","145","9013","2023/05/15 05:00:00","0","1","9011"
"911","0","2816","0","91","3","9112","100","0","40","9113","2023/05/16 05:00:00","0","1","9111"
"921","0","2816","0","92","3","9212","100","0","0","9213","2023/05/17 05:00:00","0","1","9211"
"931","0","2816","0","93","3","9312","100","0","-36","9313","2023/05/18 05:00:00","0","1","9311"
"941","0","2816","0","94","3","9412","100","0","-75","9413","2023/05/19 05:00:00","0","1","9411"
"951","0","2816","0","95","3","9512","100","0","-111","9513","2023/05/20 05:00:00","0","1","9511"
"961","0","2816","0","96","3","9612","100","0","-113","9613","2023/05/21 05:00:00","0","1","9611"
"971","0","2816","0","97","3","9712","100","0","-150","9713","2023/05/22 05:00:00","0","1","9711"
"981","0","2816","0","98","3","9812","100","0","-226","9813","2023/05/23 05:00:00","0","1","9811"
"991","0","2816","0","99","3","9912","100","0","0","9913","2023/05/24 05:00:00","0","1","9911"
"1001","0","2816","0","100","3","10012","100","0","-70","10013","2023/05/25 05:00:00","0","1","10011"
"1011","0","2816","0","101","3","10112","100","0","-171","10113","2023/05/26 05:00:00","0","1","10111"
"1021","0","2816","0","102","3","10212","100","0","-263","10213","2023/05/27 05:00:00","0","1","10211"
"1031","0","2816","0","103","3","10312","100","0","-302","10313","2023/05/28 05:00:00","0","1","10311"
"1041","0","2816","0","104","3","10412","100","0","-245","10413","2023/05/29 05:00:00","0","1","10411"
"1051","0","2816","0","105","3","10512","100","0","-318","10513","2023/05/30 05:00:00","0","1","10511"
"1061","1","2816","0","106","3","10612","100","0","-348","10613","2023/05/31 05:00:00","0","1","10611"
"1071","0","2816","0","107","4","10712","300","0","328","10713","2023/06/01 05:00:00","0","0","10711"
"1081","0","2816","0","108","4","10812","300","0","287","10813","2023/06/02 05:00:00","0","0","10811"
"1091","0","2816","0","109","4","10912","300","9104203","220","10913","2023/06/03 05:00:00","104201","0","10911"
"1101","0","2816","0","110","4","11012","300","0","360","11013","2023/06/04 05:00:00","0","0","11011"
"1111","0","2816","0","111","4","11112","300","0","324","11113","2023/06/05 05:00:00","0","0","11111"
"1121","0","2816","0","112","4","11212","300","9104003","110","11213","2023/06/06 05:00:00","104001","0","11211"
"1131","0","2816","0","113","4","11312","300","0","246","11313","2023/06/07 05:00:00","0","0","11311"
"1141","0","2816","0","114","4","11412","300","0","205","11413","2023/06/08 05:00:00","0","0","11411"
"1151","0","2816","0","115","4","11512","300","9102103","-70","11513","2023/06/09 05:00:00","102101","0","11511"
"1161","0","2816","0","116","4","11612","300","0","334","11613","2023/06/10 05:00:00","0","0","11611"
"1171","0","2816","0","117","4","11712","300","0","280","11713","2023/06/11 05:00:00","0","0","11711"
"1181","0","2816","0","118","4","11812","300","0","164","11813","2023/06/12 05:00:00","0","0","11811"
"1191","0","2816","0","119","4","11912","300","0","123","11913","2023/06/13 05:00:00","0","0","11911"
"1201","0","2816","0","120","4","12012","300","0","82","12013","2023/06/14 05:00:00","0","0","12011"
"1211","0","2816","0","121","4","12112","300","0","122","12113","2023/06/15 05:00:00","0","0","12111"
"1221","0","2816","0","122","4","12212","300","0","92","12213","2023/06/16 05:00:00","0","0","12211"
"1231","0","2816","0","123","4","12312","300","9106303","-100","12313","2023/06/17 05:00:00","106301","0","12311"
"1241","0","2816","0","124","4","12412","300","0","41","12413","2023/06/18 05:00:00","0","0","12411"
"1251","0","2816","0","125","4","12512","300","0","0","12513","2023/06/19 05:00:00","0","0","12511"
"1261","0","2816","0","126","4","12612","300","0","70","12613","2023/06/20 05:00:00","0","0","12611"
"1271","0","2816","0","127","4","12712","300","0","31","12713","2023/06/21 05:00:00","0","0","12711"
"1281","0","2816","0","128","4","12812","300","0","-41","12813","2023/06/22 05:00:00","0","0","12811"
"1291","0","2816","0","129","4","12912","300","0","-82","12913","2023/06/23 05:00:00","0","0","12911"
"1301","0","2816","0","130","4","13012","300","0","-123","13013","2023/06/24 05:00:00","0","0","13011"
"1311","0","2816","0","131","4","13112","300","9106503","-180","13113","2023/06/25 05:00:00","106501","0","13111"
"1321","0","2816","0","132","4","13212","300","0","-164","13213","2023/06/26 05:00:00","0","0","13211"
"1331","0","2816","0","133","4","13312","300","0","-205","13313","2023/06/27 05:00:00","0","0","13311"
"1341","0","2816","0","134","4","13412","300","0","-246","13413","2023/06/28 05:00:00","0","0","13411"
"1351","0","2816","0","135","4","13512","300","0","-287","13513","2023/06/29 05:00:00","0","0","13511"
"1361","1","2816","0","136","4","13612","300","0","-370","13613","2023/06/30 05:00:00","0","0","13611"
"1371","0","2816","0","137","5","13712","400","0","357","13713","2023/07/01 05:00:00","0","3","13711"
"1381","0","2816","0","138","5","13812","400","0","319","13813","2023/07/02 05:00:00","0","3","13811"
"1391","0","2816","0","139","5","13912","400","0","330","13913","2023/07/03 05:00:00","0","3","13911"
"1401","0","2816","0","140","5","14012","400","0","305","14013","2023/07/04 05:00:00","0","3","14011"
"1411","0","2816","0","141","5","14112","400","9100903","310","14113","2023/07/05 05:00:00","100901","3","14111"
"1421","0","2816","0","142","5","14212","400","0","282","14213","2023/07/06 05:00:00","0","3","14211"
"1431","0","2816","0","143","5","14312","400","9101703","133","14313","2023/07/07 05:00:00","101701","3","14311"
"1441","0","2816","0","144","5","14412","400","0","246","14413","2023/07/08 05:00:00","0","3","14411"
"1451","0","2816","0","145","5","14512","400","0","209","14513","2023/07/09 05:00:00","0","3","14511"
"1461","0","2816","0","146","5","14612","400","0","172","14613","2023/07/10 05:00:00","0","3","14611"
"1471","0","2816","0","147","5","14712","400","9105603","129","14713","2023/07/11 05:00:00","105601","3","14711"
"1481","0","2816","0","148","5","14812","400","0","134","14813","2023/07/12 05:00:00","0","3","14811"
"1491","0","2816","0","149","5","14912","400","0","97","14913","2023/07/13 05:00:00","0","3","14911"
"1501","0","2816","0","150","5","15012","400","0","60","15013","2023/07/14 05:00:00","0","3","15011"
"1511","0","2816","0","151","5","15112","400","0","22","15113","2023/07/15 05:00:00","0","3","15111"
"1521","0","2816","0","152","5","15212","400","0","-12","15213","2023/07/16 05:00:00","0","3","15211"
"1531","0","2816","0","153","5","15312","400","0","-49","15313","2023/07/17 05:00:00","0","3","15311"
"1541","0","2816","0","154","5","15412","400","0","-86","15413","2023/07/18 05:00:00","0","3","15411"
"1551","0","2816","0","155","5","15512","400","0","-29","15513","2023/07/19 05:00:00","0","3","15511"
"1561","0","2816","0","156","5","15612","400","0","-55","15613","2023/07/20 05:00:00","0","3","15611"
"1571","0","2816","0","157","5","15712","400","0","-124","15713","2023/07/21 05:00:00","0","3","15711"
"1581","0","2816","0","158","5","15812","400","0","-161","15813","2023/07/22 05:00:00","0","3","15811"
"1591","0","2816","0","159","5","15912","400","0","-199","15913","2023/07/23 05:00:00","0","3","15911"
"1601","0","2816","0","160","5","16012","400","0","-235","16013","2023/07/24 05:00:00","0","3","16011"
"1611","0","2816","0","161","5","16112","400","9106803","0","16113","2023/07/25 05:00:00","106801","3","16111"
"1621","0","2816","0","162","5","16212","400","0","-272","16213","2023/07/26 05:00:00","0","3","16211"
"1631","0","2816","0","163","5","16312","400","0","-309","16313","2023/07/27 05:00:00","0","3","16311"
"1641","0","2816","0","164","5","16412","400","9105303","-172","16413","2023/07/28 05:00:00","105301","3","16411"
"1651","0","2816","0","165","5","16512","400","0","-299","16513","2023/07/29 05:00:00","0","3","16511"
"1661","0","2816","0","166","5","16612","400","9102703","-233","16613","2023/07/30 05:00:00","102701","3","16611"
"1671","1","2816","0","167","5","16712","400","0","-356","16713","2023/07/31 05:00:00","0","3","16711"
"1681","0","2816","0","168","6","16812","400","0","306","16813","2023/08/01 05:00:00","0","3","16811"
"1691","0","2816","0","169","6","16912","400","0","226","16913","2023/08/02 05:00:00","0","3","16911"
"1701","0","2816","0","170","6","17012","400","0","146","17013","2023/08/03 05:00:00","0","3","17011"
"1711","0","2816","0","171","6","17112","400","0","66","17113","2023/08/04 05:00:00","0","3","17111"
"1721","0","2816","0","172","6","17212","400","0","-14","17213","2023/08/05 05:00:00","0","3","17211"
"1731","0","2816","0","173","6","17312","400","0","-94","17313","2023/08/06 05:00:00","0","3","17311"
"1741","0","2816","0","174","6","17412","400","9110803","270","17413","2023/08/07 05:00:00","110801","3","17411"
"1751","0","2816","0","175","6","17512","400","0","-174","17513","2023/08/08 05:00:00","0","3","17511"
"1761","0","2816","0","176","6","17612","400","9104303","55","17613","2023/08/09 05:00:00","104301","3","17611"
"1771","0","2816","0","177","6","17712","400","9100403","50","17713","2023/08/10 05:00:00","100401","3","17711"
"1781","0","2816","0","178","6","17812","400","9103703","-120","17813","2023/08/11 05:00:00","103701","3","17811"
"1782","0","2816","0","179","6","17822","400","9106103","-210","17823","2023/08/11 05:00:00","106101","3","17821"
"1791","0","2816","0","180","6","17912","400","0","-254","17913","2023/08/12 05:00:00","0","3","17911"
"1801","1","2816","0","181","6","18012","400","0","-369","18013","2023/08/13 05:00:00","0","3","18011"
"1811","0","2816","0","182","7","18112","400","9101803","295","18113","2023/08/14 05:00:00","101801","3","18111"
"1821","0","2816","0","183","7","18212","400","0","326","18213","2023/08/15 05:00:00","0","3","18211"
"1831","0","2816","0","184","7","18312","400","0","271","18313","2023/08/16 05:00:00","0","3","18311"
"1841","0","2816","0","185","7","18412","400","0","216","18413","2023/08/17 05:00:00","0","3","18411"
"1851","0","2816","0","186","7","18512","400","0","161","18513","2023/08/18 05:00:00","0","3","18511"
"1861","0","2816","0","187","7","18612","400","0","106","18613","2023/08/19 05:00:00","0","3","18611"
"1871","0","2816","0","188","7","18712","400","0","51","18713","2023/08/20 05:00:00","0","3","18711"
"1881","0","2816","0","189","7","18812","400","9101303","150","18813","2023/08/21 05:00:00","101301","3","18811"
"1891","0","2816","0","190","7","18912","400","0","-4","18913","2023/08/22 05:00:00","0","3","18911"
"1901","0","2816","0","191","7","19012","400","0","-59","19013","2023/08/23 05:00:00","0","3","19011"
"1911","0","2816","0","192","7","19112","400","0","-114","19113","2023/08/24 05:00:00","0","3","19111"
"1921","0","2816","0","193","7","19212","400","9101103","5","19213","2023/08/25 05:00:00","101101","3","19211"
"1931","0","2816","0","194","7","19312","400","0","-169","19313","2023/08/26 05:00:00","0","3","19311"
"1941","0","2816","0","195","7","19412","400","9100103","-130","19413","2023/08/27 05:00:00","100101","3","19411"
"1951","0","2816","0","196","7","19512","400","0","-224","19513","2023/08/28 05:00:00","0","3","19511"
"1961","0","2816","0","197","7","19612","400","0","-279","19613","2023/08/29 05:00:00","0","3","19611"
"1971","0","2816","0","198","7","19712","400","0","-369","19713","2023/08/30 05:00:00","0","3","19711"
"1981","1","2816","0","199","7","19812","400","9103003","-250","19813","2023/08/31 05:00:00","103001","3","19811"
"1991","0","2816","0","200","8","19912","500","0","571","19913","2023/09/01 05:00:00","0","0","19911"
"2001","0","2816","0","201","8","20012","500","9106003","480","20013","2023/09/02 05:00:00","106001","0","20011"
"2011","0","2816","0","202","8","20112","500","0","516","20113","2023/09/03 05:00:00","0","0","20111"
"2021","0","2816","0","203","8","20212","500","0","461","20213","2023/09/04 05:00:00","0","0","20211"
"2031","0","2816","0","204","8","20312","500","9101503","390","20313","2023/09/05 05:00:00","101501","0","20311"
"2041","0","2816","0","205","8","20412","500","0","406","20413","2023/09/06 05:00:00","0","0","20411"
"2051","0","2816","0","206","8","20512","500","9105403","340","20513","2023/09/07 05:00:00","105401","0","20511"
"2061","0","2816","0","207","8","20612","500","0","351","20613","2023/09/08 05:00:00","0","0","20611"
"2071","0","2816","0","208","8","20712","500","0","296","20713","2023/09/09 05:00:00","0","0","20711"
"2081","0","2816","0","209","8","20812","500","0","241","20813","2023/09/10 05:00:00","0","0","20811"
"2091","0","2816","0","210","8","20912","500","0","186","20913","2023/09/11 05:00:00","0","0","20911"
"2101","0","2816","0","211","8","21012","500","9118503","170","21013","2023/09/12 05:00:00","118501","0","21011"
"2111","0","2816","0","212","8","21112","500","0","131","21113","2023/09/13 05:00:00","0","0","21111"
"2121","0","2816","0","213","8","21212","500","0","76","21213","2023/09/14 05:00:00","0","0","21211"
"2131","0","2816","0","214","8","21312","500","9110903","50","21313","2023/09/15 05:00:00","110901","0","21311"
"2141","0","2816","0","215","8","21412","500","0","21","21413","2023/09/16 05:00:00","0","0","21411"
"2151","0","2816","0","216","8","21512","500","0","-34","21513","2023/09/17 05:00:00","0","0","21511"
"2161","0","2816","0","217","8","21612","500","0","-89","21613","2023/09/18 05:00:00","0","0","21611"
"2171","0","2816","0","218","8","21712","500","9118003","-120","21713","2023/09/19 05:00:00","118001","0","21711"
"2181","0","2816","0","219","8","21812","500","0","-144","21813","2023/09/20 05:00:00","0","0","21811"
"2191","0","2816","0","220","8","21912","500","0","-199","21913","2023/09/21 05:00:00","0","0","21911"
"2201","0","2816","0","221","8","22012","500","9101003","-270","22013","2023/09/22 05:00:00","101001","0","22011"
"2211","0","2816","0","222","8","22112","500","0","-254","22113","2023/09/23 05:00:00","0","0","22111"
"2221","0","2816","0","223","8","22212","500","0","-309","22213","2023/09/24 05:00:00","0","0","22211"
"2231","0","2816","0","224","8","22312","500","0","-364","22313","2023/09/25 05:00:00","0","0","22311"
"2241","0","2816","0","225","8","22412","500","0","-419","22413","2023/09/26 05:00:00","0","0","22411"
"2251","0","2816","0","226","8","22512","500","0","-474","22513","2023/09/27 05:00:00","0","0","22511"
"2261","0","2816","0","227","8","22612","500","0","-529","22613","2023/09/28 05:00:00","0","0","22611"
"2271","0","2816","0","228","8","22712","500","9106603","-370","22713","2023/09/29 05:00:00","106601","0","22711"
"2281","1","2816","0","229","8","22812","500","0","-579","22813","2023/09/30 05:00:00","0","0","22811"
"2291","0","2816","0","230","9","22912","500","0","383","22913","2023/10/01 05:00:00","0","0","22911"
"2301","0","2816","0","231","9","23012","500","0","339","23013","2023/10/02 05:00:00","0","0","23011"
"2311","0","2816","0","232","9","23112","500","0","296","23113","2023/10/03 05:00:00","0","0","23111"
"2321","0","2816","0","233","9","23212","500","9102803","290","23213","2023/10/04 05:00:00","102801","0","23211"
"2331","0","2816","0","234","9","23312","500","0","253","23313","2023/10/05 05:00:00","0","0","23311"
"2341","0","2816","0","235","9","23412","500","0","210","23413","2023/10/06 05:00:00","0","0","23411"
"2351","0","2816","0","236","9","23512","500","0","167","23513","2023/10/07 05:00:00","0","0","23511"
"2361","0","2816","0","237","9","23612","500","0","200","23613","2023/10/08 05:00:00","0","0","23611"
"2371","0","2816","0","238","9","23712","500","0","180","23713","2023/10/09 05:00:00","0","0","23711"
"2381","0","2816","0","239","9","23812","500","9100803","130","23813","2023/10/10 05:00:00","100801","0","23811"
"2391","0","2816","0","240","9","23912","500","0","125","23913","2023/10/11 05:00:00","0","0","23911"
"2401","0","2816","0","241","9","24012","500","0","83","24013","2023/10/12 05:00:00","0","0","24011"
"2411","0","2816","0","242","9","24112","500","0","100","24113","2023/10/13 05:00:00","0","0","24111"
"2421","0","2816","0","243","9","24212","500","0","80","24213","2023/10/14 05:00:00","0","0","24211"
"2431","0","2816","0","244","9","24312","500","0","41","24313","2023/10/15 05:00:00","0","0","24311"
"2441","0","2816","0","245","9","24412","500","0","-1","24413","2023/10/16 05:00:00","0","0","24411"
"2451","0","2816","0","246","9","24512","500","0","-43","24513","2023/10/17 05:00:00","0","0","24511"
"2461","0","2816","0","247","9","24612","500","0","10","24613","2023/10/18 05:00:00","0","0","24611"
"2471","0","2816","0","248","9","24712","500","0","-10","24713","2023/10/19 05:00:00","0","0","24711"
"2481","0","2816","0","249","9","24812","500","0","-10","24813","2023/10/20 05:00:00","0","0","24811"
"2491","0","2816","0","250","9","24912","500","0","-40","24913","2023/10/21 05:00:00","0","0","24911"
"2501","0","2816","0","251","9","25012","500","0","-85","25013","2023/10/22 05:00:00","0","0","25011"
"2511","0","2816","0","252","9","25112","500","0","-127","25113","2023/10/23 05:00:00","0","0","25111"
"2521","0","2816","0","253","9","25212","500","9104903","-130","25213","2023/10/24 05:00:00","104901","0","25211"
"2531","0","2816","0","254","9","25312","500","9104703","-270","25313","2023/10/25 05:00:00","104701","0","25311"
"2541","0","2816","0","255","9","25412","500","0","-169","25413","2023/10/26 05:00:00","0","0","25411"
"2551","0","2816","0","256","9","25512","500","0","-211","25513","2023/10/27 05:00:00","0","0","25511"
"2561","0","2816","0","257","9","25612","500","0","-253","25613","2023/10/28 05:00:00","0","0","25611"
"2571","0","2816","0","258","9","25712","500","0","-295","25713","2023/10/29 05:00:00","0","0","25711"
"2581","0","2816","0","259","9","25812","500","0","-337","25813","2023/10/30 05:00:00","0","0","25811"
"2591","1","2816","0","260","9","25912","500","0","-379","25913","2023/10/31 05:00:00","0","0","25911"
"2601","0","2816","0","261","10","26012","500","0","600","26013","2023/11/01 05:00:00","0","0","26011"
"2611","0","2816","0","262","10","26112","500","0","560","26113","2023/11/02 05:00:00","0","0","26111"
