cf80f7efed4499064c6494df75a089abd2319ac2c5a4f87f0408ec6cc6da1cfb,91805696ae67b44c360e16f621155b5301316aaf758ee68d210d4e0e174ce540,3280481ebc683fea9015360f07f994f40e89b516406421d5240d238663dcb1fe,436f8288007481a41b30d176bea14f18b6cb4fc38208ef23365bae464d69cec4,8b6ac55018641c1ec07426970dc8ef290392999d3b43ad4caf66d19ba7483ba7,846459866a43efb26eac01aef1c1eee8517d9e7d42226a624ad8ee968b7d31eb,0af22c51613a3dd6cf4e57ec849be9da3289651a1382f864dfcb00c17dddd0e4,77f33c09688dc8fd03418ebe71f208c48160f38fa2391dc7ba942b520dc969ff,e6ba031e6f32d378108fb576aa42449a362d6c694dbfc756b65dd842d4381ef7,00cfbb138545b39ae86dc1595e9d6c45169c475c7e355300ba1125d789299b87,f7113d9dc2b568b060256f2a4d6992514159df127b46a06505dd00d5444822f9,bcd8ea626fc5a257f513050916c13828ab375fb4c12da8766e69680f3fd213f0,c84b142ec44890824a0c45221a56702b9651f0a16c6fdc9aa004a94fad4d726c,1c410010978d00204a87e916ae2f66555056d4ef14f9664298e2619b0f475669,5065945d23699498496d5d41e1c191559a3e64fdf077ad98c1bd2414b6aff8e3,91befca92b8117b0ff1fd95168e3213172b668ef204572b1e92e48c6daa7b6fa,47c5e6726c8a14dd0c94c82a064f4270a64f4e18f38f9d3e09d02f18ee9ae733,47fa86e9b436ed56175cb2c845d1cc57b98252baffe1983e3199096316eb9eca,3e871f6f7de30be5353c0f6cb8b4879caf9ea12dce774573a1e55ab5636c1183,435d1dfccd51f06c60dca0debb3fcd6e2b90308c02d073de7cf8f834278608eb,fd5cf60460659c115f5647e81b27bc36fa3bd897a8541aced64f8218ced2306a,6129fc67002819ea86747b2a70edc5e2029954a080e539b93f84811ed2f2e4b4,43929728c9d56d8ea6302e2bd77d85a455f94d73ced8fb046b1948282f0f8f5e,41e834d5007da50ee6f5cdd8e89b9071ac6e507b0b51c3b3346be3514e588066,98af98e94766e919c4f07c68a499399ef910405160cd8a84b9d0bf21e3f208c2,ddb3c72464efd695b2b17c3f9693e4417adccb349fec1032161b2ed61a132ce9,c0f09e910b2d9022d18585027681bf4db5f7ab0bb74651d81fe97973912d50ca,65d231477410b15e41ea3ebe4b9c8a16b3048651271a7ab9b009e2bf0175b630,8198fc2330c657e183aaee13e815378980cd3bee24b438d0e33a570ba4d256d9,40391a6c6f62b24ee66b97e2fd80abb26c8131de6d0c7f5944bec4d2bac48980,29bb120778112e724822b190a99be34de3e19c20f14dcb6581d4dc8578376fe4
"1","1000630104","100","1000630104","1000630104","1000630101","6","1","0","1","0","100","33","1","0","1","100","100","1000630102","100","100","10006301","1000630104","1000630104","1000630104","1","1","100","1000630103","1","34"
"0","1000710103","0","0","0","1000710101","1","0","0","1","0","0","0","1","0","1","33","100","1000710103","34","100","10007101","0","1000710102","1000710103","1","0","100","0","0","0"
"1","1000720105","100","1000720105","1000720105","1000720101","6","1","1000720104","6","1","33","34","1","100","1","100","100","1000720102","100","3","10007201","1000720105","1000720105","1000720103","1","1","3","1000720105","1","100"
"1","1000730104","100","1000730104","1000730104","1000730101","6","1","0","1","0","100","33","1","0","1","100","100","1000730102","100","100","10007301","1000730104","1000730104","1000730104","1","1","100","1000730103","1","34"
"0","1000810103","0","0","0","1000810101","1","0","0","1","0","0","0","1","0","1","33","100","1000810103","34","100","10008101","0","1000810102","1000810103","1","0","100","0","0","0"
"1","1000820105","100","1000820105","1000820105","1000820101","6","1","1000820104","6","1","33","34","1","100","1","100","100","1000820102","100","3","10008201","1000820105","1000820105","1000820103","1","1","3","1000820105","1","100"
"1","1000830104","100","1000830104","1000830104","1000830101","6","1","0","1","0","100","33","1","0","1","100","100","1000830102","100","100","10008301","1000830104","1000830104","1000830104","1","1","100","1000830103","1","34"
"0","1000910103","0","0","0","1000910101","1","0","0","1","0","0","0","1","0","1","33","100","1000910103","34","100","10009101","0","1000910102","1000910103","1","0","100","0","0","0"
"1","1000920105","100","1000920105","1000920105","1000920101","6","1","1000920104","6","1","33","34","1","100","1","100","100","1000920102","100","3","10009201","1000920105","1000920105","1000920103","1","1","3","1000920105","1","100"
"1","1000930104","100","1000930104","1000930104","1000930101","6","1","0","1","0","100","33","1","0","1","100","100","1000930102","100","100","10009301","1000930104","1000930104","1000930104","1","1","100","1000930103","1","34"
"0","1001010103","0","0","0","1001010101","1","0","0","1","0","0","0","1","0","1","33","100","1001010103","34","100","10010101","0","1001010102","1001010103","1","0","100","0","0","0"
"1","1001020105","100","1001020105","1001020105","1001020101","6","1","1001020104","6","1","33","34","1","100","1","100","100","1001020102","100","3","10010201","1001020105","1001020105","1001020103","1","1","3","1001020105","1","100"
"1","1001030104","100","1001030104","1001030104","1001030101","6","1","0","1","0","100","33","1","0","1","100","100","1001030102","100","100","10010301","1001030104","1001030104","1001030104","1","1","100","1001030103","1","34"
"1","1001040104","100","1001040107","1001040106","1001040101","6","1","1001040110","1","1","100","100","1","100","1","100","100","1001040102","100","100","10010401","1001040108","1001040105","1001040103","1","1","100","1001040109","1","100"
"0","1001110103","0","0","0","1001110101","1","0","0","1","0","0","0","1","0","1","33","100","1001110103","34","100","10011101","0","1001110102","1001110103","1","0","100","0","0","0"
"1","1001120105","100","1001120105","1001120105","1001120101","6","1","1001120104","6","1","33","34","1","100","1","100","100","1001120102","100","3","10011201","1001120105","1001120105","1001120103","1","1","3","1001120105","1","100"
"1","1001130104","100","1001130104","1001130104","1001130101","6","1","0","1","0","100","33","1","0","1","100","100","1001130102","100","100","10011301","1001130104","1001130104","1001130104","1","1","100","1001130103","1","34"
"1","1001140104","100","1001140107","1001140106","1001140101","6","1","1001140110","1","1","100","100","1","100","1","100","100","1001140102","100","100","10011401","1001140108","1001140105","1001140103","1","1","100","1001140109","1","100"
"0","1001210103","0","0","0","1001210101","1","0","0","1","0","0","0","1","0","1","33","100","1001210103","34","100","10012101","0","1001210102","1001210103","1","0","100","0","0","0"
"1","1001220105","100","1001220105","1001220105","1001220101","6","1","1001220104","6","1","33","34","1","100","1","100","100","1001220102","100","3","10012201","1001220105","1001220105","1001220103","1","1","3","1001220105","1","100"
"1","1001230104","100","1001030104","1001230104","1001230101","6","1","0","1","0","100","33","1","0","1","100","100","1001230102","100","100","10012301","1001230104","1001230104","1001230104","1","1","100","1001230103","1","34"
"1","1001240104","100","1001040107","1001240106","1001240101","6","1","1001240110","1","1","100","100","1","100","1","100","100","1001240102","100","100","10012401","1001240108","1001240105","1001240103","1","1","100","1001240109","1","100"
"0","1001310103","0","0","0","1001310101","1","0","0","1","0","0","0","1","0","1","33","100","1001310103","34","100","10013101","0","1001310102","1001310103","1","0","100","0","0","0"
"1","1001320105","100","1001320105","1001320105","1001320101","6","1","1001320104","6","1","33","34","1","100","1","100","100","1001320102","100","3","10013201","1001320105","1001320105","1001320103","1","1","3","1001320105","1","100"
"1","1001330104","100","1001330104","1001330104","1001330101","6","1","0","1","0","100","33","1","0","1","100","100","1001330102","100","100","10013301","1001330104","1001330104","1001330104","1","1","100","1001330103","1","34"
"1","1001340104","100","1001340107","1001340106","1001340101","6","1","1001340110","1","1","100","100","1","100","1","100","100","1001340102","100","100","10013401","1001340108","1001340105","1001340103","1","1","100","1001340109","1","100"
"0","1001410103","0","0","0","1001410101","1","0","0","1","0","0","0","1","0","1","33","100","1001410103","34","100","10014101","0","1001410102","1001410103","1","0","100","0","0","0"
"1","1001420105","100","1001420105","1001420105","1001420101","6","1","1001420104","6","1","33","34","1","100","1","100","100","1001420102","100","3","10014201","1001420105","1001420105","1001420103","1","1","3","1001420105","1","100"
"1","1001430104","100","1001430104","1001430104","1001430101","6","1","0","1","0","100","33","1","0","1","100","100","1001430102","100","100","10014301","1001430104","1001430104","1001430104","1","1","100","1001430103","1","34"
"0","1001510103","0","0","0","1001510101","1","0","0","1","0","0","0","1","0","1","33","100","1001510103","34","100","10015101","0","1001510102","1001510103","1","0","100","0","0","0"
"1","1001520105","100","1001520105","1001520105","1001520101","6","1","1001520104","6","1","33","34","1","100","1","100","100","1001520102","100","3","10015201","1001520105","1001520105","1001520103","1","1","3","1001520105","1","100"
"1","1001530104","100","1001530104","1001530104","1001530101","6","1","0","1","0","100","33","1","0","1","100","100","1001530102","100","100","10015301","1001530104","1001530104","1001530104","1","1","100","1001530103","1","34"
"1","1001540104","100","1001540107","1001540106","1001540101","6","1","1001540110","1","1","100","100","1","100","1","100","100","1001540102","100","100","10015401","1001540108","1001540105","1001540103","1","1","100","1001540109","1","100"
"0","1001610103","0","0","0","1001610101","1","0","0","1","0","0","0","1","0","1","33","100","1001610103","34","100","10016101","0","1001610102","1001610103","1","0","100","0","0","0"
"1","1001620105","100","1001620105","1001620105","1001620101","6","1","1001620104","6","1","33","34","1","100","1","100","100","1001620102","100","3","10016201","1001620105","1001620105","1001620103","1","1","3","1001620105","1","100"
"1","1001630104","100","1001630104","1001630104","1001630101","6","1","0","1","0","100","33","1","0","1","100","100","1001630102","100","100","10016301","1001630104","1001630104","1001630104","1","1","100","1001630103","1","34"
"0","1001710103","0","0","0","1001710101","1","0","0","1","0","0","0","1","0","1","33","100","1001710103","34","100","10017101","0","1001710102","1001710103","1","0","100","0","0","0"
"1","1001720105","100","1001720105","1001720105","1001720101","6","1","1001720104","6","1","33","34","1","100","1","100","100","1001720102","100","3","10017201","1001720105","1001720105","1001720103","1","1","3","1001720105","1","100"
"1","1001730104","100","1001730104","1001730104","1001730101","6","1","0","1","0","100","33","1","0","1","100","100","1001730102","100","100","10017301","1001730104","1001730104","1001730104","1","1","100","1001730103","1","34"
"1","1001740104","100","1001740107","1001740106","1001740101","6","1","1001740110","1","1","100","100","1","100","1","100","100","1001740102","100","100","10017401","1001740108","1001740105","1001740103","1","1","100","1001740109","1","100"
"0","1001810103","0","0","0","1001810101","1","0","0","1","0","0","0","1","0","1","33","100","1001810103","34","100","10018101","0","1001810102","1001810103","1","0","100","0","0","0"
"1","1001820105","100","1001820105","1001820105","1001820101","6","1","1001820104","6","1","33","34","1","100","1","100","100","1001820102","100","3","10018201","1001820105","1001820105","1001820103","1","1","3","1001820105","1","100"
"1","1001830104","100","1001830104","1001830104","1001830101","6","1","0","1","0","100","33","1","0","1","100","100","1001830102","100","100","10018301","1001830104","1001830104","1001830104","1","1","100","1001830103","1","34"
"0","1001910103","0","0","0","1001910101","1","0","0","1","0","0","0","1","0","1","33","100","1001910103","34","100","10019101","0","1001910102","1001910103","1","0","100","0","0","0"
"1","1001920105","100","1001920105","1001920105","1001920101","6","1","1001920104","6","1","33","34","1","100","1","100","100","1001920102","100","3","10019201","1001920105","1001920105","1001920103","1","1","3","1001920105","1","100"
"1","1001930104","100","1001930104","1001930104","1001930101","6","1","0","1","0","100","33","1","0","1","100","100","1001930102","100","100","10019301","1001930104","1001930104","1001930104","1","1","100","1001930103","1","34"
"1","1001940104","100","1001940107","1001940106","1001940101","6","1","1001940110","1","1","100","100","1","100","1","100","100","1001940102","100","100","10019401","1001940108","1001940105","1001940103","1","1","100","1001940109","1","100"
"0","1002010103","0","0","0","1002010101","1","0","0","1","0","0","0","1","0","1","33","100","1002010103","34","100","10020101","0","1002010102","1002010103","1","0","100","0","0","0"
"1","1002020105","100","1002020105","1002020105","1002020101","6","1","1002020104","6","1","33","34","1","100","1","100","100","1002020102","100","3","10020201","1002020105","1002020105","1002020103","1","1","3","1002020105","1","100"
"1","1002030104","100","1002030104","1002030104","1002030101","6","1","0","1","0","100","33","1","0","1","100","100","1002030102","100","100","10020301","1002030104","1002030104","1002030104","1","1","100","1002030103","1","34"
"0","1002110103","0","0","0","1002110101","1","0","0","1","0","0","0","1","0","1","33","100","1002110103","34","100","10021101","0","1002110102","1002110103","1","0","100","0","0","0"
"1","1002120105","100","1002120105","1002120105","1002120101","6","1","1002120104","6","1","33","34","1","100","1","100","100","1002120102","100","3","10021201","1002120105","1002120105","1002120103","1","1","3","1002120105","1","100"
"1","1002130104","100","1002130104","1002130104","1002130101","6","1","0","1","0","100","33","1","0","1","100","100","1002130102","100","100","10021301","1002130104","1002130104","1002130104","1","1","100","1002130103","1","34"
"1","1002140104","100","1002140107","1002140106","1002140101","6","1","1002140110","1","1","100","100","1","100","1","100","100","1002140102","100","100","10021401","1002140108","1002140105","1002140103","1","1","100","1002140109","1","100"
"0","1002210103","0","0","0","1002210101","1","0","0","1","0","0","0","1","0","1","33","100","1002210103","34","100","10022101","0","1002210102","1002210103","1","0","100","0","0","0"
"1","1002220105","100","1002220105","1002220105","1002220101","6","1","1002220104","6","1","33","34","1","100","1","100","100","1002220102","100","3","10022201","1002220105","1002220105","1002220103","1","1","3","1002220105","1","100"
"1","1002230104","100","1002230104","1002230104","1002230101","6","1","0","1","0","100","33","1","0","1","100","100","1002230102","100","100","10022301","1002230104","1002230104","1002230104","1","1","100","1002230103","1","34"
"0","1002310103","0","0","0","1002310101","1","0","0","1","0","0","0","1","0","1","33","100","1002310103","34","100","10023101","0","1002310102","1002310103","1","0","100","0","0","0"
"1","1002320105","100","1002320105","1002320105","1002320101","6","1","1002320104","6","1","33","34","1","100","1","100","100","1002320102","100","3","10023201","1002320105","1002320105","1002320103","1","1","3","1002320105","1","100"
"1","1002330104","100","1002330104","1002330104","1002330101","6","1","0","1","0","100","33","1","0","1","100","100","1002330102","100","100","10023301","1002330104","1002330104","1002330104","1","1","100","1002330103","1","34"
"1","1002340104","100","1002340107","1002340106","1002340101","6","1","1002340110","1","1","100","100","1","100","1","100","100","1002340102","100","100","10023401","1002340108","1002340105","1002340103","1","1","100","1002340109","1","100"
"0","1002410103","0","0","0","1002410101","1","0","0","1","0","0","0","1","0","1","33","100","1002410103","34","100","10024101","0","1002410102","1002410103","1","0","100","0","0","0"
"1","1002420105","100","1002420105","1002420105","1002420101","6","1","1002420104","6","1","33","34","1","100","1","100","100","1002420102","100","3","10024201","1002420105","1002420105","1002420103","1","1","3","1002420105","1","100"
"1","1002430104","100","1002430104","1002430104","1002430101","6","1","0","1","0","100","33","1","0","1","100","100","1002430102","100","100","10024301","1002430104","1002430104","1002430104","1","1","100","1002430103","1","34"
"0","1002510103","0","0","0","1002510101","1","0","0","1","0","0","0","1","0","1","33","100","1002510103","34","100","10025101","0","1002510102","1002510103","1","0","100","0","0","0"
"1","1002520105","100","1002520105","1002520105","1002520101","6","1","1002520104","6","1","33","34","1","100","1","100","100","1002520102","100","3","10025201","1002520105","1002520105","1002520103","1","1","3","1002520105","1","100"
"1","1002530104","100","1002530104","1002530104","1002530101","6","1","0","1","0","100","33","1","0","1","100","100","1002530102","100","100","10025301","1002530104","1002530104","1002530104","1","1","100","1002530103","1","34"
"1","1002540104","100","1002540107","1002540106","1002540101","6","1","1002540110","1","1","100","100","1","100","1","100","100","1002540102","100","100","10025401","1002540108","1002540105","1002540103","1","1","100","1002540109","1","100"
"0","1002610103","0","0","0","1002610101","1","0","0","1","0","0","0","1","0","1","33","100","1002610103","34","100","10026101","0","1002610102","1002610103","1","0","100","0","0","0"
"1","1002620105","100","1002620105","1002620105","1002620101","6","1","1002620104","6","1","33","34","1","100","1","100","100","1002620102","100","3","10026201","1002620105","1002620105","1002620103","1","1","3","1002620105","1","100"
"1","1002630104","100","1002630104","1002630104","1002630101","6","1","0","1","0","100","33","1","0","1","100","100","1002630102","100","100","10026301","1002630104","1002630104","1002630104","1","1","100","1002630103","1","34"
"0","1002710103","0","0","0","1002710101","1","0","0","1","0","0","0","1","0","1","33","100","1002710103","34","100","10027101","0","1002710102","1002710103","1","0","100","0","0","0"
"1","1002720105","100","1002720105","1002720105","1002720101","6","1","1002720104","6","1","33","34","1","100","1","100","100","1002720102","100","3","10027201","1002720105","1002720105","1002720103","1","1","3","1002720105","1","100"
"1","1002730104","100","1002730104","1002730104","1002730101","6","1","0","1","0","100","33","1","0","1","100","100","1002730102","100","100","10027301","1002730104","1002730104","1002730104","1","1","100","1002730103","1","34"
"1","1002740104","100","1002740107","1002740106","1002740101","6","1","1002740110","1","1","100","100","1","100","1","100","100","1002740102","100","100","10027401","1002740108","1002740105","1002740103","1","1","100","1002740109","1","100"
"0","1002810103","0","0","0","1002810101","1","0","0","1","0","0","0","1","0","1","33","100","1002810103","34","100","10028101","0","1002810102","1002810103","1","0","100","0","0","0"
"1","1002820105","100","1002820105","1002820105","1002820101","6","1","1002820104","6","1","33","34","1","100","1","100","100","1002820102","100","3","10028201","1002820105","1002820105","1002820103","1","1","3","1002820105","1","100"
"1","1002830104","100","1002830104","1002830104","1002830101","6","1","0","1","0","100","33","1","0","1","100","100","1002830102","100","100","10028301","1002830104","1002830104","1002830104","1","1","100","1002830103","1","34"
"0","1002910103","0","0","0","1002910101","1","0","0","1","0","0","0","1","0","1","33","100","1002910103","34","100","10029101","0","1002910102","1002910103","1","0","100","0","0","0"
"1","1002920105","100","1002920105","1002920105","1002920101","6","1","1002920104","6","1","33","34","1","100","1","100","100","1002920102","100","3","10029201","1002920105","1002920105","1002920103","1","1","3","1002920105","1","100"
"1","1002930104","100","1002930104","1002930104","1002930101","6","1","0","1","0","100","33","1","0","1","100","100","1002930102","100","100","10029301","1002930104","1002930104","1002930104","1","1","100","1002930103","1","34"
"1","1002940104","100","1002940107","1002940106","1002940101","6","1","1002940110","1","1","100","100","1","100","1","100","100","1002940102","100","100","10029401","1002940108","1002940105","1002940103","1","1","100","1002940109","1","100"
"0","1003010103","0","0","0","1003010101","1","0","0","1","0","0","0","1","0","1","33","100","1003010103","34","100","10030101","0","1003010102","1003010103","1","0","100","0","0","0"
"1","1003020105","100","1003020105","1003020105","1003020101","6","1","1003020104","6","1","33","34","1","100","1","100","100","1003020102","100","3","10030201","1003020105","1003020105","1003020103","1","1","3","1003020105","1","100"
"1","1003030104","100","1003030104","1003030104","1003030101","6","1","0","1","0","100","33","1","0","1","100","100","1003030102","100","100","10030301","1003030104","1003030104","1003030104","1","1","100","1003030103","1","34"
"0","1003110103","0","0","0","1003110101","1","0","0","1","0","0","0","1","0","1","33","100","1003110103","34","100","10031101","0","1003110102","1003110103","1","0","100","0","0","0"
"1","1003120105","100","1003120105","1003120105","1003120101","6","1","1003120104","6","1","33","34","1","100","1","100","100","1003120102","100","3","10031201","1003120105","1003120105","1003120103","1","1","3","1003120105","1","100"
"1","1003130104","100","1003130104","1003130104","1003130101","6","1","0","1","0","100","33","1","0","1","100","100","1003130102","100","100","10031301","1003130104","1003130104","1003130104","1","1","100","1003130103","1","34"
"1","1003140104","100","1003140107","1003140106","1003140101","6","1","1003140110","1","1","100","100","1","100","1","100","100","1003140102","100","100","10031401","1003140108","1003140105","1003140103","1","1","100","1003140109","1","100"
"0","1003210103","0","0","0","1003210101","1","0","0","1","0","0","0","1","0","1","33","100","1003210103","34","100","10032101","0","1003210102","1003210103","1","0","100","0","0","0"
"1","1003220105","100","1003220105","1003220105","1003220101","6","1","1003220104","6","1","33","34","1","100","1","100","100","1003220102","100","3","10032201","1003220105","1003220105","1003220103","1","1","3","1003220105","1","100"
"1","1003230104","100","1003230104","1003230104","1003230101","6","1","0","1","0","100","33","1","0","1","100","100","1003230102","100","100","10032301","1003230104","1003230104","1003230104","1","1","100","1003230103","1","34"
"0","1003310103","0","0","0","1003310101","1","0","0","1","0","0","0","1","0","1","33","100","1003310103","34","100","10033101","0","1003310102","1003310103","1","0","100","0","0","0"
"1","1003320105","100","1003320105","1003320105","1003320101","6","1","1003320104","6","1","33","34","1","100","1","100","100","1003320102","100","3","10033201","1003320105","1003320105","1003320103","1","1","3","1003320105","1","100"
"1","1003330104","100","1003330104","1003330104","1003330101","6","1","0","1","0","100","33","1","0","1","100","100","1003330102","100","100","10033301","1003330104","1003330104","1003330104","1","1","100","1003330103","1","34"
"1","1003340104","100","1003340107","1003340106","1003340101","6","1","1003340110","1","1","100","100","1","100","1","100","100","1003340102","100","100","10033401","1003340108","1003340105","1003340103","1","1","100","1003340109","1","100"
"0","1003410103","0","0","0","1003410101","1","0","0","1","0","0","0","1","0","1","33","100","1003410103","34","100","10034101","0","1003410102","1003410103","1","0","100","0","0","0"
"1","1003420105","100","1003420105","1003420105","1003420101","6","1","1003420104","6","1","33","34","1","100","1","100","100","1003420102","100","3","10034201","1003420105","1003420105","1003420103","1","1","3","1003420105","1","100"
"1","1003430104","100","1003430104","1003430104","1003430101","6","1","0","1","0","100","33","1","0","1","100","100","1003430102","100","100","10034301","1003430104","1003430104","1003430104","1","1","100","1003430103","1","34"
"1","1003440104","100","1003440107","1003440106","1003440101","6","1","1003440110","1","1","100","100","1","100","1","100","100","1003440102","100","100","10034401","1003440108","1003440105","1003440103","1","1","100","1003440109","1","100"
"0","1003510103","0","0","0","1003510101","1","0","0","1","0","0","0","1","0","1","33","100","1003510103","34","100","10035101","0","1003510102","1003510103","1","0","100","0","0","0"
"1","1003520105","100","1003520105","1003520105","1003520101","6","1","1003520104","6","1","33","34","1","100","1","100","100","1003520102","100","3","10035201","1003520105","1003520105","1003520103","1","1","3","1003520105","1","100"
"1","1003530104","100","1003530104","1003530104","1003530101","6","1","0","1","0","100","33","1","0","1","100","100","1003530102","100","100","10035301","1003530104","1003530104","1003530104","1","1","100","1003530103","1","34"
"1","1003540104","100","1003540107","1003540106","1003540101","6","1","1003540110","1","1","100","100","1","100","1","100","100","1003540102","100","100","10035401","1003540108","1003540105","1003540103","1","1","100","1003540109","1","100"
"0","1003610103","0","0","0","1003610101","1","0","0","1","0","0","0","1","0","1","33","100","1003610103","34","100","10036101","0","1003610102","1003610103","1","0","100","0","0","0"
"1","1003620105","100","1003620105","1003620105","1003620101","6","1","1003620104","6","1","33","34","1","100","1","100","100","1003620102","100","3","10036201","1003620105","1003620105","1003620103","1","1","3","1003620105","1","100"
"1","1003630104","100","1003630104","1003630104","1003630101","6","1","0","1","0","100","33","1","0","1","100","100","1003630102","100","100","10036301","1003630104","1003630104","1003630104","1","1","100","1003630103","1","34"
"1","1003640104","100","1003640107","1003640106","1003640101","6","1","1003640110","1","1","100","100","1","100","1","100","100","1003640102","100","100","10036401","1003640108","1003640105","1003640103","1","1","100","1003640109","1","100"
"0","1003710103","0","0","0","1003710101","1","0","0","1","0","0","0","1","0","1","33","100","1003710103","34","100","10037101","0","1003710102","1003710103","1","0","100","0","0","0"
"1","1003720105","100","1003720105","1003720105","1003720101","6","1","1003720104","6","1","33","34","1","100","1","100","100","1003720102","100","3","10037201","1003720105","1003720105","1003720103","1","1","3","1003720105","1","100"
"1","1003730104","100","1003730104","1003730104","1003730101","6","1","0","1","0","100","33","1","0","1","100","100","1003730102","100","100","10037301","1003730104","1003730104","1003730104","1","1","100","1003730103","1","34"
