be687ea08895a9163c61f1c8aaf60f85232805eb0b425138f8356fa499b7a51f,6e1a5ba86d040bb265dfa5e723507047f56fea47de5a55af125a4c9c986b0569,c9c29885430ea092cb36aa7a7a4df41dc69456fc24da02df04749830062f5713,ee63fa06ad1fa3b1c1556d5e675de96991dcb7cbb665a0d8ec43c501f58e3169,a829d958f2b575882138672a22dace6b78e3e5f71ed5d78de02442e6fa673e99,a9b587533a03e6db938af7a123d09f135ffbc1dd75c629062759c5aaaffe2ef5,15e97efb66d4e969b48fd6f67b5b390345c28d583df4b94146957cd8d25550ec,799d2be4cfe559c606560c17276ce179628c9befd0d077875e450ecdede9744e,a2ff91bfff66274484868db3406d540ef994cb564a439285729ef7b969fc85a8,f93142ae61ed05e18757d5bf2c9445109aa24874ec24ef60e1449b7651847be8,5ef36d93e00e85a40cd51b960edb19399986a17c7e3f8b6e3a36b6dc9e6092b8,fd564dcdc581432e3eceb6b54540915ea7b6b0d6d526e9a143990b447e9916b7,d021b3d4386e4f60d82e7e76648327ca54c02346e8fe7f4e5be7596d307c8dd9,27bbe109fbf6572f060cb5b626d022ecfd06d80cd04960ccd8bf0a82d008e796,cb2fb6dc2e4fec2cb780ce07d02f474a2753a90ba14bbeda57531654af351b1a,48c2ba27120494ce569b14c989061ef731b0452a5c716afcbfe0753cebba5905,478520d387bf59afecc1e25057da490838486e81b950d4b59704a4700512ac59,0019c561050d6291286ef0d217055ea8d98d764915de83dd21e7ec2d9ded106a,98886fc4a9de28876a19838542afc0b6d8b40b39a14909595a1f676186d58a2c,6e55bb552feb5196c4d2af8cf0e022cd80b7e6fe80601b1252e1492157b81384,78a14158c33168670a67c70b005285c278ef3488c2c747e0b2c7fcf1582121d4,9638c52ff6218cb979b06f317f8af306c0bf6efda90056c97d9404d677d6750b
"1","1.8","5","150","450","1","1","-55","0","bgm_M55","101042","-50","1.1","0","210","5","0","101042","1.35","1003","-30","10030105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101161","0","0.6","0","210","1","-30","101161","0.7","1004","-30","10040101"
"1","1.2","2","0","-260","1","1","-120","10","bgm_M64","101161","0","0.75","0","200","2","0","101161","1","1004","-30","10040102"
"1","1.4","3","100","-20","1","1","55","0","bgm_M64","101161","-30","0.9","-15","200","3","-10","101161","1","1004","-30","10040103"
"1","1.3","4","0","180","1","1","-30","0","bgm_M64","101161","-30","0.9","0","200","4","0","101161","1","1004","-30","10040104"
"1","1.2","5","200","470","1","1","-60","0","bgm_M55","101162","-50","0.9","-40","250","5","-30","101162","0.9","1004","-30","10040105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101171","0","0.6","0","210","1","-30","101161","0.7","1005","-30","10050101"
"1","1.2","2","0","-260","1","1","-120","10","bgm_M64","101171","0","0.75","0","200","2","0","101161","1","1005","-30","10050102"
"1","1.4","3","100","-20","1","1","45","0","bgm_M64","101171","-30","0.9","-15","200","3","-10","101161","1","1005","-30","10050103"
"1","1","4","0","190","1","1","-70","0","bgm_M64","101171","0","0.7","0","200","4","0","101161","1","1005","-30","10050104"
"1","1.3","5","200","445","1","1","-25","0","bgm_M55","101172","-30","1","-40","240","5","0","101162","1","1005","-30","10050105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101191","0","0.6","0","210","1","-30","101161","0.7","1006","-30","10060101"
"1","1.2","2","0","-260","1","1","-100","10","bgm_M64","101191","0","0.75","0","200","2","0","101161","1","1006","-30","10060102"
"1","1.1","3","100","-10","1","1","65","0","bgm_M64","101191","0","0.8","-15","200","3","-10","101161","1","1006","-30","10060103"
"1","1.2","4","0","190","1","1","-110","0","bgm_M64","101191","0","0.8","0","200","4","0","101161","1","1006","-30","10060104"
"1","1.15","5","270","485","1","1","-70","-10","bgm_M55","101192","-50","0.9","0","280","5","-45","101162","1","1006","-30","10060105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101201","0","0.6","0","210","1","-30","101161","0.7","1007","-30","10070101"
"1","1.2","2","120","-260","1","1","-120","10","bgm_M64","101201","0","0.9","0","240","2","0","101161","1","1007","-30","10070102"
"1","1.1","3","100","-10","1","1","65","0","bgm_M64","101201","0","0.8","-15","200","3","-10","101161","1","1007","-30","10070103"
"1","1.2","4","100","190","1","1","-110","0","bgm_M64","101201","0","0.9","0","200","4","0","101161","1","1007","-30","10070104"
"1","1.45","5","270","475","1","1","-30","10","bgm_M55","101202","-50","1","-20","250","5","-45","101162","1","1007","-30","10070105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101291","0","0.6","0","210","1","-30","101161","0.7","1008","-30","10080101"
"1","1.2","2","120","-260","1","1","-120","10","bgm_M64","101291","0","0.9","0","240","2","0","101161","1","1008","-30","10080102"
"1","1.1","3","100","-40","1","1","65","0","bgm_M64","101291","0","0.8","-15","200","3","-10","101161","1","1008","-30","10080103"
"1","1.3","4","100","150","1","1","-110","0","bgm_M64","101291","0","0.9","0","200","4","0","101161","1.3","1008","-30","10080104"
"1","1.45","5","45","490","1","1","-15","30","bgm_M55","101292","15","1.1","-20","230","5","30","101162","1.3","1008","-30","10080105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101301","0","0.6","0","210","1","-30","101161","0.7","1009","-30","10090101"
"1","1.2","2","120","-260","1","1","-120","10","bgm_M64","101301","0","0.75","0","200","2","0","101161","1","1009","-30","10090102"
"1","2.3","3","100","-50","1","1","100","0","bgm_M64","101301","0","1.55","-15","200","3","-10","101161","2.2","1009","-30","10090103"
"1","1.3","4","100","180","1","1","-100","0","bgm_M64","101301","15","1","0","200","4","0","101161","1.3","1009","-30","10090104"
"1","1.2","5","200","470","1","1","-55","10","bgm_M55","101302","-15","1","-20","270","5","-30","101162","1.1","1009","-30","10090105"
"1","1","1","170","-450","1","1","-130","10","bgm_M64","101441","-25","0.575","0","210","1","-30","101161","0.9","1010","-30","10100101"
"1","1.2","2","120","-250","1","1","-120","10","bgm_M64","101441","0","0.75","0","200","2","0","101161","1","1010","-30","10100102"
"1","1.1","3","100","-10","1","1","50","0","bgm_M64","101441","0","0.8","-15","200","3","-10","101161","1","1010","-30","10100103"
"1","1.3","4","0","180","1","1","-100","0","bgm_M64","101441","-30","0.9","0","200","4","0","101161","1","1010","-30","10100104"
"1","1.2","5","200","470","1","1","-70","10","bgm_M55","101442","-35","0.95","-20","270","5","-30","101162","1.1","1010","-30","10100105"
"1","1","1","170","-450","1","1","-130","10","bgm_M64","101451","-25","0.575","0","210","1","-30","101451","0.9","1011","-30","10110101"
"1","1.2","2","120","-250","1","1","-120","10","bgm_M64","101451","0","0.75","0","200","2","0","101451","1","1011","-30","10110102"
"1","1.4","3","100","-20","1","1","50","0","bgm_M64","101451","-30","0.9","-15","200","3","-10","101451","1","1011","-30","10110103"
"1","0.9","4","100","200","1","1","-100","0","bgm_M64","101451","20","0.65","0","220","4","0","101451","0.8","1011","-30","10110104"
"1","1.55","5","200","510","1","1","-70","0","bgm_M55","101452","-35","1.25","0","290","5","-50","101452","1.4","1011","-30","10110105"
"1","1","1","170","-450","1","1","-130","10","bgm_M64","101561","-25","0.575","0","210","1","-30","101451","0.9","1012","-30","10120101"
"1","1.2","2","120","-240","1","1","-120","0","bgm_M64","101561","0","0.9","0","240","2","0","101451","1","1012","-30","10120102"
"1","0.9","3","100","-30","1","1","60","5","bgm_M64","101561","0","0.6","-5","200","3","-10","101451","0.8","1012","-30","10120103"
"1","1.5","4","100","180","1","1","-100","0","bgm_M64","101561","-30","0.9","0","200","4","0","101451","1.2","1012","-30","10120104"
"1","1.55","5","400","460","1","1","-70","0","bgm_M55","101562","-60","1.25","0","290","5","-50","101452","1.35","1012","-30","10120105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101001","0","0.6","0","210","1","-30","101001","0.7","1013","-30","10130101"
"1","1.2","2","0","-260","1","1","-120","10","bgm_M64","101001","0","0.75","0","200","2","0","101001","1","1013","-30","10130102"
"1","1.1","3","100","-40","1","1","0","0","bgm_M64","101001","0","0.7","-13","200","3","-10","101001","1","1013","-30","10130103"
"1","1.2","4","0","240","1","1","-50","0","bgm_M64","101001","0","0.7","0","200","4","0","101001","1","1013","-30","10130104"
"1","1.3","5","200","480","1","1","-40","0","bgm_M55","101011","0","1.2","0","250","5","0","101011","1","1013","-30","10130105"
"1","1","1","170","-450","1","1","-130","10","bgm_M64","101041","-25","0.575","0","210","1","-30","101041","0.9","1014","-30","10140101"
"1","1.2","2","120","-250","1","1","-120","10","bgm_M64","101041","0","0.75","0","200","2","0","101041","1","1014","-30","10140102"
"1","2.3","3","100","-50","1","1","100","0","bgm_M64","101041","0","1.55","-15","200","3","-10","101041","2.2","1014","-30","10140103"
"1","1","4","0","190","1","1","-70","0","bgm_M64","101041","0","0.7","0","200","4","0","101041","1","1014","-30","10140104"
"1","1.8","5","200","440","1","1","0","0","bgm_M55","101042","0","1.4","0","250","5","0","101042","1.6","1014","-30","10140105"
"1","0.8","1","250","-470","1","1","-125","10","bgm_M64","101041","0","0.6","0","210","1","-30","101161","0.7","1015","-30","10150101"
"1","1.2","2","120","-210","1","1","-95","10","bgm_M64","101041","0","0.75","0","200","2","0","101161","1","1015","-30","10150102"
"1","1.4","3","100","50","1","1","-120","0","bgm_M64","101041","-30","0.9","-15","200","3","-10","101161","1","1015","-30","10150103"
"1","1","4","150","195","1","1","35","0","bgm_M64","101041","43","0.7","0","200","4","0","101162","1","1015","-30","10150104"
"1","1.8","5","150","450","1","1","-55","0","bgm_M55","101042","-50","1.1","0","210","5","0","101161","1.35","1015","-30","10150105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101161","0","0.6","0","210","1","0","101451","0.85","1016","-30","10160101"
"1","1.2","2","0","-260","1","1","-100","10","bgm_M64","101161","0","0.75","0","200","2","0","101451","1.1","1016","-30","10160102"
"1","1.1","3","100","-10","1","1","65","0","bgm_M64","101161","0","0.8","-15","200","3","-10","101451","1","1016","-30","10160103"
"1","1","4","0","190","1","1","-110","0","bgm_M64","101161","0","0.8","0","200","4","0","101451","0.85","1016","-30","10160104"
"1","1.15","5","270","485","1","1","-70","-10","bgm_M55","101162","-50","0.9","0","280","5","-45","101452","1","1016","-30","10160105"
"1","0.8","1","200","-480","1","1","-120","10","bgm_M64","101171","0","0.6","0","210","1","-30","101171","0.7","1017","-30","10170101"
"1","1","2","200","-260","1","1","-120","10","bgm_M64","101171","0","0.6","0","240","2","0","101171","0.7","1017","-30","10170102"
"1","1.4","3","200","-10","1","1","65","0","bgm_M64","101171","-30","0.9","-15","200","3","-10","101171","1","1017","-30","10170103"
"1","1.3","4","200","190","1","1","-110","0","bgm_M64","101171","-30","0.9","0","200","4","0","101171","1","1017","-30","10170104"
"1","1.45","5","200","475","1","1","-30","10","bgm_M55","101172","-50","1","-20","250","5","0","101172","1","1017","-30","10170105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101191","0","0.6","0","210","1","-30","101171","0.7","1018","-30","10180101"
"1","1.2","2","100","-260","1","1","-100","10","bgm_M64","101191","0","0.8","0","200","2","0","101171","1","1018","-30","10180102"
"1","0.9","3","100","-10","1","1","65","5","bgm_M64","101191","0","0.6","-5","200","3","-10","101171","0.8","1018","-30","10180103"
"1","1.2","4","100","190","1","1","-110","0","bgm_M64","101191","0","0.9","-30","200","4","0","101171","1","1018","-30","10180104"
"1","1.3","5","100","485","1","1","-70","-10","bgm_M55","101192","-50","1.1","0","280","5","-45","101172","1","1018","-30","10180105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101201","0","0.6","0","210","1","0","101161","0.85","1019","-30","10190101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101201","0","0.75","0","240","2","0","101161","1.1","1019","-30","10190102"
"1","1.1","3","100","-10","1","1","65","0","bgm_M64","101201","0","0.8","-15","200","3","-10","101161","1","1019","-30","10190103"
"1","1","4","100","190","1","1","-110","0","bgm_M64","101201","43","0.7","0","200","4","0","101161","1","1019","-30","10190104"
"1","1.45","5","100","475","1","1","-30","10","bgm_M55","101202","-50","1","-20","250","5","-45","101162","1","1019","-30","10190105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101291","0","0.6","0","210","1","0","101161","0.85","1020","-30","10200101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101291","0","0.75","0","240","2","0","101161","1.1","1020","-30","10200102"
"1","1.1","3","100","-40","1","1","65","0","bgm_M64","101291","0","0.8","-15","200","3","-10","101161","1","1020","-30","10200103"
"1","1.5","4","100","150","1","1","-110","0","bgm_M64","101291","-30","0.8","0","200","4","0","101161","1","1020","-30","10200104"
"1","1.45","5","100","490","1","1","-15","30","bgm_M55","101292","15","1.1","-20","230","5","30","101162","1","1020","-30","10200105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101301","0","0.58","0","210","1","-30","101161","0.7","1021","-30","10210101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101301","0","0.9","0","200","2","0","101161","1","1021","-30","10210102"
"1","1.4","3","200","-50","1","1","100","-10","bgm_M64","101301","-30","0.93","0","200","3","-10","101161","1","1021","-30","10210103"
"1","1.3","4","100","180","1","1","-100","0","bgm_M64","101301","15","0.9","0","200","4","0","101161","1.3","1021","-30","10210104"
"1","1.2","5","100","470","1","1","-55","10","bgm_M55","101302","-15","1","-20","270","5","-30","101162","1.1","1021","-30","10210105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101441","0","0.575","0","210","1","0","101161","0.85","1022","-30","10220101"
"1","1.2","2","100","-250","1","1","-120","10","bgm_M64","101441","0","0.75","0","200","2","0","101161","1.1","1022","-30","10220102"
"1","1.2","3","100","-10","1","1","50","0","bgm_M64","101441","0","0.8","-15","200","3","-10","101161","1.1","1022","-30","10220103"
"1","1.3","4","100","180","1","1","-100","0","bgm_M64","101441","15","0.9","0","200","4","0","101161","1.3","1022","-30","10220104"
"1","1.2","5","100","470","1","1","-70","10","bgm_M55","101442","-35","0.95","-20","230","5","-30","101162","1.1","1022","-30","10220105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101451","0","0.58","0","210","1","-30","101451","0.7","1023","-30","10230101"
"1","1.2","2","100","-250","1","1","-120","10","bgm_M64","101451","0","0.9","0","200","2","0","101451","1","1023","-30","10230102"
"1","1.4","3","100","-20","1","1","50","0","bgm_M64","101451","-30","0.9","-15","200","3","-10","101451","1","1023","-30","10230103"
"1","1","4","100","200","1","1","-100","0","bgm_M64","101451","0","0.8","0","200","4","0","101451","0.85","1023","-30","10230104"
"1","1.55","5","100","510","1","1","-70","0","bgm_M55","101452","-35","1.25","0","290","5","-50","101452","1.4","1023","-30","10230105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101561","0","0.58","0","210","1","-30","101451","0.7","1024","-30","10240101"
"1","1.2","2","100","-240","1","1","-120","0","bgm_M64","101561","0","0.75","0","240","2","0","101451","1.1","1024","-30","10240102"
"1","1.1","3","100","-30","1","1","60","5","bgm_M64","101561","0","0.65","-5","200","3","-10","101451","1","1024","-30","10240103"
"1","1.2","4","100","180","1","1","-100","0","bgm_M64","101561","0","0.7","0","200","4","0","101451","1","1024","-30","10240104"
"1","1.55","5","400","460","1","1","-70","0","bgm_M55","101562","-60","1.25","0","290","5","-50","101452","1.35","1024","-30","10240105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101001","0","0.58","0","210","1","-30","101451","0.7","1025","-30","10250101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101001","0","0.75","0","200","2","0","101451","1.1","1025","-30","10250102"
"1","0.9","3","100","-40","1","1","0","0","bgm_M64","101001","0","0.6","-13","200","3","-10","101451","0.8","1025","-30","10250103"
"1","1.5","4","100","240","1","1","-50","0","bgm_M64","101001","-30","0.8","0","200","4","0","101451","1","1025","-30","10250104"
"1","1.3","5","100","480","1","1","-40","0","bgm_M55","101011","0","1.2","0","250","5","0","101452","1","1025","-30","10250105"
"1","1","1","170","-450","1","1","-130","10","bgm_M64","101021","-25","0.575","0","210","1","-30","101021","0.9","1026","-30","10260101"
"1","1.2","2","120","-250","1","1","-120","10","bgm_M64","101021","0","0.75","0","200","2","0","101021","1","1026","-30","10260102"
"1","2.3","3","100","-50","1","1","100","0","bgm_M64","101021","0","1.55","-15","200","3","-10","101021","2.2","1026","-30","10260103"
"1","1","4","150","190","1","1","-70","0","bgm_M64","101021","43","0.7","0","200","4","0","101021","1","1026","-30","10260104"
"1","1.8","5","200","440","1","1","0","0","bgm_M55","101031","0","1.4","0","220","5","0","101031","1.6","1026","-30","10260105"
"1","0.8","1","250","-470","1","1","-125","10","bgm_M64","101041","0","0.6","0","210","1","-30","101161","0.7","1027","-30","10270101"
"1","1.2","2","120","-210","1","1","-95","10","bgm_M64","101041","0","0.75","0","200","2","0","101161","1","1027","-30","10270102"
"1","1.2","3","100","50","1","1","-120","10","bgm_M64","101041","-10","0.75","-15","200","3","-10","101161","1","1027","-30","10270103"
"1","1.1","4","100","195","1","1","35","0","bgm_M64","101041","20","0.7","0","200","4","0","101162","1","1027","-30","10270104"
"1","1.8","5","150","450","1.3","1","-55","0","bgm_M55","101042","-50","1.1","0","210","5","0","101161","1.35","1027","-30","10270105"
"1","0.8","1","250","-480","1","1","-120","10","bgm_M64","101161","0","0.6","0","210","1","0","101161","0.85","1028","-30","10280101"
"1","1.2","2","0","-260","1","1","-100","10","bgm_M64","101161","0","0.75","0","200","2","0","101161","1.1","1028","-30","10280102"
"1","1.1","3","100","-10","1","1","65","5","bgm_M64","101161","0","0.65","-5","200","3","-10","101161","1","1028","-30","10280103"
"1","1.35","4","100","190","1","1","-110","0","bgm_M64","101161","0","0.9","0","200","4","0","101161","1.3","1028","-30","10280104"
"1","1.15","5","270","485","1.3","1","-70","-10","bgm_M55","101162","-50","0.9","-40","280","5","-45","101162","1","1028","-30","10280105"
"1","0.8","1","200","-480","1","1","-120","10","bgm_M64","101171","0","0.6","0","210","1","-30","101171","0.7","1029","-30","10290101"
"1","1","2","200","-260","1","1","-120","10","bgm_M64","101171","0","0.6","0","240","2","0","101171","0.7","1029","-30","10290102"
"1","1.4","3","200","-10","1","1","65","0","bgm_M64","101171","-30","0.9","-15","200","3","-10","101171","1","1029","-30","10290103"
"1","1.3","4","200","190","1","1","-110","0","bgm_M64","101171","-30","0.9","0","200","4","0","101171","1","1029","-30","10290104"
"1","1.45","5","200","475","1","1","-30","10","bgm_M55","101172","-50","1","-20","250","5","0","101172","1","1029","-30","10290105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101191","0","0.6","0","210","1","-30","101171","0.7","1030","-30","10300101"
"1","1.2","2","100","-260","1","1","-100","10","bgm_M64","101191","0","0.8","0","200","2","0","101171","1","1030","-30","10300102"
"1","0.9","3","100","-10","1","1","65","5","bgm_M64","101191","0","0.6","-5","200","3","-10","101171","0.8","1030","-30","10300103"
"1","1.2","4","100","190","1","1","-110","0","bgm_M64","101191","0","0.9","0","200","4","0","101171","1","1030","-30","10300104"
"1.2","1.3","5","200","485","1","1","-70","-10","bgm_M55","101192","-50","1.1","0","280","5","-45","101172","1","1030","-30","10300105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101201","0","0.6","0","210","1","0","101161","0.85","1031","-30","10310101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101201","0","0.75","0","240","2","0","101161","1.1","1031","-30","10310102"
"1","1.1","3","100","-10","1","1","65","0","bgm_M64","101201","0","0.8","-15","200","3","-10","101161","1","1031","-30","10310103"
"1","1","4","100","190","1","1","-110","0","bgm_M64","101201","43","0.7","0","200","4","0","101161","1","1031","-30","10310104"
"1","1.45","5","100","475","1","1","-30","10","bgm_M55","101202","-50","1","-20","250","5","-45","101162","1","1031","-30","10310105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101291","0","0.6","0","210","1","0","101291","0.85","1032","-30","10320101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101291","0","0.75","0","240","2","0","101291","1.1","1032","-30","10320102"
"1","1.3","3","100","-40","1","1","65","0","bgm_M64","101291","0","0.9","-15","200","3","-10","101291","1","1032","-30","10320103"
"1","1.3","4","100","150","1","1","-110","0","bgm_M64","101291","-30","0.8","0","200","4","0","101291","1","1032","-30","10320104"
"1","1.45","5","100","490","1","1","-15","30","bgm_M55","101292","15","1.1","-20","230","5","30","101292","1","1032","-30","10320105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101301","0","0.58","0","210","1","-30","101301","0.7","1033","-30","10330101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101301","0","0.9","0","200","2","0","101301","1","1033","-30","10330102"
"1","1.4","3","200","-50","1","1","100","-10","bgm_M64","101301","-30","0.93","0","200","3","-10","101301","1","1033","-30","10330103"
"1","1.3","4","100","100","1","1","-100","0","bgm_M64","101301","15","0.9","0","200","4","0","101301","1","1033","-30","10330104"
"1","1.2","5","100","470","1","1","-55","10","bgm_M55","101302","-15","1","-20","270","5","-30","101302","1.1","1033","-30","10330105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101441","0","0.575","0","210","1","0","101161","0.85","1034","-30","10340101"
"1","1","2","200","-250","1","1","-120","10","bgm_M64","101441","0","0.75","0","200","2","0","101161","0.7","1034","-30","10340102"
"1","1.2","3","100","-10","1","1","50","0","bgm_M64","101441","0","0.8","-15","200","3","-10","101161","1.1","1034","-30","10340103"
"1","1","4","150","180","1","1","-100","0","bgm_M64","101441","43","0.9","0","200","4","0","101161","1","1034","-30","10340104"
"1","1.2","5","100","470","1","1","-70","10","bgm_M55","101442","-35","0.95","-20","230","5","-30","101162","1.1","1034","-30","10340105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101451","0","0.58","0","210","1","-30","101451","0.7","1035","-30","10350101"
"1","1.2","2","100","-250","1","1","-120","10","bgm_M64","101451","0","0.9","0","200","2","0","101451","1","1035","-30","10350102"
"1","1.4","3","100","-20","1","1","50","0","bgm_M64","101451","-30","0.9","-15","200","3","-10","101451","1","1035","-30","10350103"
"1","1","4","100","200","1","1","-100","0","bgm_M64","101451","0","0.8","0","200","4","0","101451","0.85","1035","-30","10350104"
"1.2","1.55","5","100","510","1","1","-70","0","bgm_M55","101452","-35","1.25","0","290","5","-50","101452","1.4","1035","-30","10350105"
"1","0.8","1","100","-450","1","1","-130","10","bgm_M64","101561","0","0.58","0","210","1","-30","101451","0.7","1036","-30","10360101"
"1","1.2","2","100","-240","1","1","-120","0","bgm_M64","101561","0","0.75","0","240","2","0","101451","1.1","1036","-30","10360102"
"1","1.1","3","100","-30","1","1","60","5","bgm_M64","101561","0","0.65","-5","200","3","-10","101451","1","1036","-30","10360103"
"1","1.2","4","100","180","1","1","-100","0","bgm_M64","101561","0","1.1","0","200","4","0","101451","1","1036","-30","10360104"
"1.4","1.55","5","400","460","1","1","-70","0","bgm_M55","101562","-60","1.25","0","290","5","-50","101452","1.35","1036","-30","10360105"
"1","0.8","1","100","-480","1","1","-120","10","bgm_M64","101001","0","0.58","0","210","1","-30","101451","0.7","1037","-30","10370101"
"1","1.2","2","100","-260","1","1","-120","10","bgm_M64","101001","0","0.75","0","200","2","0","101451","1.1","1037","-30","10370102"
"1.4","0.9","3","150","-40","1","1","0","0","bgm_M64","101001","-50","0.6","-13","200","3","-60","101451","0.55","1037","-30","10370103"
"1","1.3","4","100","240","1","1","-50","0","bgm_M64","101001","-30","0.8","0","200","4","0","101451","1","1037","-30","10370104"
"1.2","1.3","5","100","480","1","1","-40","0","bgm_M55","101011","0","1.2","0","250","5","0","101452","1","1037","-30","10370105"
"1","1","1","170","-450","1","1","-110","10","bgm_M64","101021","-25","0.575","0","210","1","-30","101021","0.9","1038","-30","10380101"
"1","1.2","2","120","-250","1","1","-120","10","bgm_M64","101021","0","0.75","0","200","2","0","101021","1","1038","-30","10380102"
"1","1.2","3","100","-50","1","1","100","0","bgm_M64","101021","0","0.8","-15","200","3","-10","101021","1.1","1038","-30","10380103"
"1","1.3","4","200","190","1","1","-70","0","bgm_M64","101021","-30","0.9","0","200","4","0","101021","1","1038","-30","10380104"
